condition,view,cut,worker,images,buildings,singletons,rate,peer_centered_rate,no_same_count_peer,singletons_with_close_peer
semi,split_free,6.0,W011,19,10,2,0.10526315789473684,-0.0212859223156706,2,0
semi,split_free,6.0,W012,19,10,10,0.5263157894736842,0.40534141678306435,0,5
semi,split_free,6.0,W013,19,10,0,0.0,-0.14428363398615116,0,0
semi,split_free,6.0,W014,21,11,1,0.047619047619047616,-0.1044652380056107,0,0
semi,split_free,6.0,W015,19,10,0,0.0,-0.11796784451246695,0,0
semi,split_free,6.0,W017,17,10,0,0.0,-0.10491746105556847,0,0
semi,split_free,6.0,W018,20,11,1,0.05,-0.09729672501411632,0,0
semi,split_free,6.0,W021,18,10,0,0.0,-0.12452161365204845,0,0
semi,split_free,6.0,W027,18,10,2,0.1111111111111111,-0.008239747370182161,1,0
semi,split_free,6.0,W028,19,11,1,0.05263157894736842,-0.07598789463778022,0,1
semi,split_free,6.0,W029,19,10,3,0.15789473684210525,0.03156359277640742,0,0
semi,split_free,6.0,W030,18,10,2,0.1111111111111111,-0.008349540958236618,0,1
semi,split_free,6.0,W031,21,10,4,0.19047619047619047,0.0761765839405591,3,0
semi,split_free,6.0,W032,19,10,4,0.21052631578947367,0.0865875162213835,2,0
semi,split_free,6.0,W033,18,10,0,0.0,-0.12452161365204845,0,0
semi,split_free,6.0,W034,19,11,6,0.3157894736842105,0.20958522789186404,1,0
semi,split_free,6.0,W035,19,10,4,0.21052631578947367,0.10192972549951955,0,1
semi,split_free,6.0,W036,18,9,0,0.0,-0.10666447079490557,0,0
semi,split_free,6.0,W037,17,10,6,0.35294117647058826,0.23958990710908867,1,0
semi,split_free,9.0,W001,19,9,5,0.2631578947368421,0.1777962693294501,1,1
semi,split_free,9.0,W002,19,10,0,0.0,-0.09951756862512011,0,0
semi,split_free,9.0,W006,18,10,0,0.0,-0.077268544659849,0,0
semi,split_free,9.0,W008,19,10,1,0.05263157894736842,-0.01828187068461668,0,0
semi,split_free,9.0,W010,20,10,0,0.0,-0.09454169019386409,0,0
semi,split_free,9.0,W011,19,10,2,0.10526315789473684,0.023480143045360446,2,0
semi,split_free,9.0,W012,19,10,5,0.2631578947368421,0.18856181956868454,0,0
semi,split_free,9.0,W013,19,10,0,0.0,-0.09951756862512011,0,0
semi,split_free,9.0,W014,21,11,0,0.0,-0.10194446685129914,0,0
semi,split_free,9.0,W015,19,10,0,0.0,-0.0732017791514359,0,0
semi,split_free,9.0,W017,17,10,0,0.0,-0.06608928156242734,0,0
semi,split_free,9.0,W018,20,11,0,0.0,-0.0945416901938641,0,0
semi,split_free,9.0,W021,18,10,0,0.0,-0.077268544659849,0,0
semi,split_free,9.0,W027,18,10,2,0.1111111111111111,0.03901332162201729,1,1
semi,split_free,9.0,W028,19,11,0,0.0,-0.086359673888278,0,0
semi,split_free,9.0,W029,19,10,3,0.15789473684210525,0.07632965813743846,0,2
semi,split_free,9.0,W030,18,10,0,0.0,-0.077268544659849,0,0
semi,split_free,9.0,W031,21,10,4,0.19047619047619047,0.1285839764100634,3,0
semi,split_free,9.0,W032,19,10,3,0.15789473684210525,0.07621573697088571,2,0
semi,split_free,9.0,W033,18,10,0,0.0,-0.077268544659849,0,0
semi,split_free,9.0,W034,19,11,5,0.2631578947368421,0.199327369807919,1,0
semi,split_free,9.0,W035,19,10,2,0.10526315789473684,0.03685597392691216,0,0
semi,split_free,9.0,W036,18,9,0,0.0,-0.06999341238471674,0,0
semi,split_free,9.0,W037,17,10,4,0.23529411764705882,0.1667441680229404,1,0
semi,split_free,12.0,W001,19,9,5,0.2631578947368421,0.1825908645130613,1,2
semi,split_free,12.0,W002,19,10,0,0.0,-0.0815650787046668,0,0
semi,split_free,12.0,W006,18,10,0,0.0,-0.0722075830771483,0,0
semi,split_free,12.0,W008,19,10,1,0.05263157894736842,-0.013487275501005475,0,0
semi,split_free,12.0,W010,20,10,0,0.0,-0.07748682476943346,0,0
semi,split_free,12.0,W011,19,10,2,0.10526315789473684,0.028274738228971648,2,0
semi,split_free,12.0,W012,19,10,5,0.2631578947368421,0.19335641475229576,0,2
semi,split_free,12.0,W013,19,10,0,0.0,-0.0815650787046668,0,0
semi,split_free,12.0,W014,21,11,0,0.0,-0.0976064997804128,0,0
semi,split_free,12.0,W015,19,10,0,0.0,-0.06840718396782469,0,0
semi,split_free,12.0,W017,17,10,0,0.0,-0.06353173680539409,0,0
semi,split_free,12.0,W018,20,11,0,0.0,-0.08998682476943345,0,0
semi,split_free,12.0,W021,18,10,0,0.0,-0.0722075830771483,0,0
semi,split_free,12.0,W027,18,10,1,0.05555555555555555,-0.014126774996340206,1,0
semi,split_free,12.0,W028,19,11,0,0.0,-0.0815650787046668,0,0
semi,split_free,12.0,W029,19,10,1,0.05263157894736842,-0.02642723409313798,0,0
semi,split_free,12.0,W030,18,10,0,0.0,-0.0722075830771483,0,0
semi,split_free,12.0,W031,21,10,4,0.19047619047619047,0.13292194348094968,3,0
semi,split_free,12.0,W032,19,10,3,0.15789473684210525,0.09416822689133904,2,0
semi,split_free,12.0,W033,18,10,0,0.0,-0.0722075830771483,0,0
semi,split_free,12.0,W034,19,11,5,0.2631578947368421,0.20412196499153024,1,0
semi,split_free,12.0,W035,19,10,2,0.10526315789473684,0.04165056911052336,0,0
semi,split_free,12.0,W036,18,9,0,0.0,-0.06757795344751866,0,0
semi,split_free,12.0,W037,17,10,4,0.23529411764705882,0.1721028332281529,1,0
