condition,view,cut,worker,images,buildings,singletons,rate,peer_centered_rate,no_same_count_peer,singletons_with_close_peer
manual,split_fixed,6.0,W008,61,17,19,0.3114754098360656,-0.009685809138662264,2,5
manual,split_fixed,6.0,W010,61,16,23,0.3770491803278688,0.08431864116950698,3,4
manual,split_fixed,6.0,W011,62,16,14,0.22580645161290322,-0.12447537772387207,4,0
manual,split_fixed,6.0,W012,59,16,35,0.5932203389830508,0.2596021240500845,8,7
manual,split_fixed,6.0,W013,61,16,2,0.03278688524590164,-0.2755691494507477,0,1
manual,split_fixed,6.0,W014,56,12,0,0.0,-0.3077490185797639,0,0
manual,split_fixed,6.0,W015,61,17,6,0.09836065573770492,-0.23287831688108404,1,1
manual,split_fixed,6.0,W017,63,16,15,0.23809523809523808,-0.11169527978077486,2,1
manual,split_fixed,6.0,W018,55,12,13,0.23636363636363636,-0.03311431651352599,4,1
manual,split_fixed,6.0,W021,30,12,0,0.0,-0.3041834494008407,0,0
manual,split_fixed,6.0,W027,57,12,24,0.42105263157894735,0.07199256375457748,6,2
manual,split_fixed,6.0,W028,61,15,26,0.4262295081967213,0.09284654314003186,6,3
manual,split_fixed,6.0,W029,63,16,19,0.30158730158730157,-0.04359452461997828,3,4
manual,split_fixed,6.0,W030,64,16,22,0.34375,-0.01895626374726439,3,2
manual,split_fixed,6.0,W031,68,16,24,0.35294117647058826,0.022094936556347724,6,2
manual,split_fixed,6.0,W032,65,17,36,0.5538461538461539,0.22543275990846326,10,2
manual,split_fixed,6.0,W033,63,16,20,0.31746031746031744,-0.01913998215301345,4,2
manual,split_fixed,6.0,W034,77,16,43,0.5584415584415584,0.2701820505420997,18,6
manual,split_fixed,6.0,W035,61,15,20,0.32786885245901637,-0.007443705791783437,4,2
manual,split_fixed,6.0,W036,59,16,22,0.3728813559322034,0.02296673565475854,6,1
manual,split_fixed,6.0,W037,62,17,38,0.6129032258064516,0.28990132029691473,14,5
manual,split_fixed,9.0,W001,56,16,28,0.5,0.24538786858616962,6,5
manual,split_fixed,9.0,W002,57,18,6,0.10526315789473684,-0.18617370948101866,3,0
manual,split_fixed,9.0,W006,64,17,9,0.140625,-0.08432996386960581,2,0
manual,split_fixed,9.0,W008,61,17,10,0.16393442622950818,-0.09430611874115293,2,1
manual,split_fixed,9.0,W010,61,16,14,0.22950819672131148,0.005008072906693505,3,2
manual,split_fixed,9.0,W011,62,16,12,0.1935483870967742,-0.10068664892111803,4,1
manual,split_fixed,9.0,W012,59,16,29,0.4915254237288136,0.20951200292090666,8,4
manual,split_fixed,9.0,W013,61,16,1,0.01639344262295082,-0.23261249811918547,0,0
manual,split_fixed,9.0,W014,56,12,0,0.0,-0.24529960205426043,0,0
manual,split_fixed,9.0,W015,61,17,4,0.06557377049180328,-0.1956917685755051,1,0
manual,split_fixed,9.0,W017,63,16,11,0.1746031746031746,-0.10094178207075541,2,1
manual,split_fixed,9.0,W018,55,12,11,0.2,-0.01002823263692828,4,0
manual,split_fixed,9.0,W021,30,12,0,0.0,-0.23055492816362388,0,0
manual,split_fixed,9.0,W027,57,12,20,0.3508771929824561,0.05028364719440235,6,2
manual,split_fixed,9.0,W028,61,15,19,0.3114754098360656,0.03947713991318032,6,0
manual,split_fixed,9.0,W029,63,16,15,0.23809523809523808,-0.0497088075458554,3,2
manual,split_fixed,9.0,W030,64,16,18,0.28125,-0.020768887265050946,3,0
manual,split_fixed,9.0,W031,68,16,19,0.27941176470588236,0.015939391334306344,6,0
manual,split_fixed,9.0,W032,65,17,31,0.47692307692307695,0.21759494554890974,10,1
manual,split_fixed,9.0,W033,63,16,17,0.2698412698412698,-0.009989819379662269,4,1
manual,split_fixed,9.0,W034,77,16,37,0.4805194805194805,0.25105584454406993,18,2
manual,split_fixed,9.0,W035,61,15,16,0.26229508196721313,-0.010281780048246855,4,1
manual,split_fixed,9.0,W036,59,16,21,0.3559322033898305,0.06476698895095878,6,1
manual,split_fixed,9.0,W037,62,17,33,0.532258064516129,0.27983466496377973,14,7
manual,split_fixed,12.0,W001,56,16,21,0.375,0.16131538913325544,6,3
manual,split_fixed,12.0,W002,57,18,5,0.08771929824561403,-0.14733451663724917,3,0
manual,split_fixed,12.0,W006,64,17,8,0.125,-0.05837201481383067,2,0
manual,split_fixed,12.0,W008,61,17,7,0.11475409836065574,-0.09576007383017573,2,1
manual,split_fixed,12.0,W010,61,16,10,0.16393442622950818,-0.019959708974844604,3,1
manual,split_fixed,12.0,W011,62,16,9,0.14516129032258066,-0.11430353304992362,4,0
manual,split_fixed,12.0,W012,59,16,22,0.3728813559322034,0.13140931055881858,8,6
manual,split_fixed,12.0,W013,61,16,1,0.01639344262295082,-0.18905900164337963,0,0
manual,split_fixed,12.0,W014,56,12,0,0.0,-0.19984152752009893,0,0
manual,split_fixed,12.0,W015,61,17,4,0.06557377049180328,-0.1545972884931419,1,0
manual,split_fixed,12.0,W017,63,16,7,0.1111111111111111,-0.1142543417601267,2,0
manual,split_fixed,12.0,W018,55,12,9,0.16363636363636364,-0.004534161490683226,4,0
manual,split_fixed,12.0,W021,30,12,0,0.0,-0.19479076479076482,0,0
manual,split_fixed,12.0,W027,57,12,17,0.2982456140350877,0.038963350404998,6,1
manual,split_fixed,12.0,W028,61,15,18,0.29508196721311475,0.060154332365141124,6,1
manual,split_fixed,12.0,W029,63,16,10,0.15873015873015872,-0.09610688075552282,3,0
manual,split_fixed,12.0,W030,64,16,16,0.25,0.005449478457390865,3,2
manual,split_fixed,12.0,W031,68,16,17,0.25,0.01996042003564194,6,2
manual,split_fixed,12.0,W032,65,17,27,0.4153846153846154,0.19515820354695035,10,1
manual,split_fixed,12.0,W033,63,16,16,0.25396825396825395,0.012604306837652358,4,2
manual,split_fixed,12.0,W034,77,16,34,0.44155844155844154,0.2618344379313589,18,2
manual,split_fixed,12.0,W035,61,15,15,0.2459016393442623,0.010395412403713949,4,1
manual,split_fixed,12.0,W036,59,16,21,0.3559322033898305,0.1140341632734021,6,2
manual,split_fixed,12.0,W037,62,17,26,0.41935483870967744,0.19989784940284075,14,0
manual,split_free,6.0,W001,56,16,34,0.6071428571428571,0.2958814355781838,6,8
manual,split_free,6.0,W002,57,18,8,0.14035087719298245,-0.2110808389648072,3,0
manual,split_free,6.0,W006,64,17,9,0.140625,-0.16593816545063347,2,0
manual,split_free,6.0,W008,61,17,19,0.3114754098360656,-0.008195496172939463,2,5
manual,split_free,6.0,W010,61,16,23,0.3770491803278688,0.08580895413522979,3,4
manual,split_free,6.0,W011,62,16,14,0.22580645161290322,-0.1189768439995319,4,0
manual,split_free,6.0,W012,59,16,35,0.5932203389830508,0.26114295609939114,8,7
manual,split_free,6.0,W013,61,16,2,0.03278688524590164,-0.2740788364850249,0,1
manual,split_free,6.0,W014,56,12,0,0.0,-0.3061256419563873,0,0
manual,split_free,6.0,W015,61,17,5,0.08196721311475409,-0.24778144653831208,1,1
manual,split_free,6.0,W017,63,16,15,0.23809523809523808,-0.1102522783377734,2,1
manual,split_free,6.0,W018,55,12,13,0.23636363636363636,-0.03146142395154252,4,1
manual,split_free,6.0,W021,30,12,0,0.0,-0.3041834494008407,0,0
manual,split_free,6.0,W027,57,12,23,0.40350877192982454,0.0552461522713239,6,2
manual,split_free,6.0,W028,61,15,26,0.4262295081967213,0.09433685610575468,6,3
manual,split_free,6.0,W029,63,16,18,0.2857142857142857,-0.05874603977149343,3,4
manual,split_free,6.0,W030,64,16,22,0.34375,-0.01753580920180984,3,2
manual,split_free,6.0,W031,68,16,24,0.35294117647058826,0.023431834952069647,6,2
manual,split_free,6.0,W032,65,17,36,0.5538461538461539,0.22683136130706463,10,2
manual,split_free,6.0,W033,63,16,20,0.31746031746031744,-0.01372872674175804,4,2
manual,split_free,6.0,W034,77,16,43,0.5584415584415584,0.2746094413331268,18,6
manual,split_free,6.0,W035,61,15,20,0.32786885245901637,-0.005953392826060636,4,2
manual,split_free,6.0,W036,59,16,22,0.3728813559322034,0.024507567704065175,6,1
manual,split_free,6.0,W037,62,17,38,0.6129032258064516,0.2953998540212549,14,5
manual,split_free,9.0,W001,56,16,28,0.5,0.24952747897578004,6,5
manual,split_free,9.0,W002,57,18,5,0.08771929824561403,-0.20052777646666464,3,0
manual,split_free,9.0,W006,64,17,9,0.140625,-0.08070780477869671,2,0
manual,split_free,9.0,W008,61,17,10,0.16393442622950818,-0.09050582067855978,2,1
manual,split_free,9.0,W010,61,16,14,0.22950819672131148,0.008808370969286656,3,2
manual,split_free,9.0,W011,62,16,12,0.1935483870967742,-0.09291538792405059,4,1
manual,split_free,9.0,W012,59,16,28,0.4745762711864407,0.19572155607961236,8,4
manual,split_free,9.0,W013,61,16,1,0.01639344262295082,-0.22881220005659234,0,0
manual,split_free,9.0,W014,56,12,0,0.0,-0.24115999166465005,0,0
manual,split_free,9.0,W015,61,17,3,0.04918032786885246,-0.20828491313586278,1,0
manual,split_free,9.0,W017,63,16,11,0.1746031746031746,-0.09726212839110175,2,1
manual,split_free,9.0,W018,55,12,11,0.2,-0.005813356603870429,4,0
manual,split_free,9.0,W021,30,12,0,0.0,-0.2288882614969572,0,0
manual,split_free,9.0,W027,57,12,18,0.3157894736842105,0.018465465376220527,6,2
manual,split_free,9.0,W028,61,15,19,0.3114754098360656,0.04737579863151117,6,0
manual,split_free,9.0,W029,63,16,14,0.2222222222222222,-0.058655416492464356,3,2
manual,split_free,9.0,W030,64,16,18,0.28125,-0.017146728174141854,3,0
manual,split_free,9.0,W031,68,16,19,0.27941176470588236,0.02228965871398549,6,0
manual,split_free,9.0,W032,65,17,31,0.47692307692307695,0.2211613791153433,10,1
manual,split_free,9.0,W033,63,16,17,0.2698412698412698,-0.0023419117317546208,4,1
manual,split_free,9.0,W034,77,16,37,0.4805194805194805,0.2573132235287216,18,2
manual,split_free,9.0,W035,61,15,15,0.2459016393442623,-0.024439753222613474,4,0
manual,split_free,9.0,W036,59,16,21,0.3559322033898305,0.07208594118516524,6,1
manual,split_free,9.0,W037,62,17,33,0.532258064516129,0.28760592596084716,14,7
manual,split_free,12.0,W001,56,16,21,0.375,0.1638316228994892,6,4
manual,split_free,12.0,W002,57,18,4,0.07017543859649122,-0.16328347995463355,3,0
manual,split_free,12.0,W006,64,17,8,0.125,-0.05617031026837612,2,0
manual,split_free,12.0,W008,61,17,7,0.11475409836065574,-0.09345008873330539,2,1
manual,split_free,12.0,W010,61,16,10,0.16393442622950818,-0.017649723877974262,3,1
manual,split_free,12.0,W011,62,16,9,0.14516129032258066,-0.10799854771268022,4,0
manual,split_free,12.0,W012,59,16,22,0.3728813559322034,0.13379760023524384,8,6
manual,split_free,12.0,W013,61,16,1,0.01639344262295082,-0.1867490165465093,0,0
manual,split_free,12.0,W014,56,12,0,0.0,-0.1973252937538652,0,0
manual,split_free,12.0,W015,61,17,3,0.04918032786885246,-0.16868074601922237,1,0
manual,split_free,12.0,W017,63,16,7,0.1111111111111111,-0.11201768952347446,2,0
manual,split_free,12.0,W018,55,12,9,0.16363636363636364,-0.001972178019608846,4,0
manual,split_free,12.0,W021,30,12,0,0.0,-0.19312409812409814,0,0
manual,split_free,12.0,W027,57,12,16,0.2807017543859649,0.02309413190420055,6,1
manual,split_free,12.0,W028,61,15,18,0.29508196721311475,0.06246431746201149,6,1
manual,split_free,12.0,W029,63,16,9,0.14285714285714285,-0.11046474511338718,3,0
manual,split_free,12.0,W030,64,16,16,0.25,0.007651183002845407,3,2
manual,split_free,12.0,W031,68,16,17,0.25,0.021297318431363864,6,2
manual,split_free,12.0,W032,65,17,27,0.4153846153846154,0.19732603571478252,10,1
manual,split_free,12.0,W033,63,16,16,0.25396825396825395,0.01880921304255857,4,2
manual,split_free,12.0,W034,77,16,34,0.44155844155844154,0.2669111793717367,18,2
manual,split_free,12.0,W035,61,15,15,0.2459016393442623,0.011885725369436757,4,1
manual,split_free,12.0,W036,59,16,21,0.3559322033898305,0.1155749953227087,6,2
manual,split_free,12.0,W037,62,17,26,0.41935483870967744,0.20620283474008416,14,0
oos,bound_cyclic,6.0,W001,9,6,3,0.3333333333333333,-0.022910262040696825,0,2
oos,bound_cyclic,6.0,W002,9,6,2,0.2222222222222222,-0.13931237844281325,0,1
oos,bound_cyclic,6.0,W006,9,6,2,0.2222222222222222,-0.13931237844281322,0,0
oos,bound_cyclic,6.0,W008,9,6,1,0.1111111111111111,-0.2554739946044294,0,0
oos,bound_cyclic,6.0,W010,9,6,2,0.2222222222222222,-0.13907187820231298,0,0
oos,bound_cyclic,6.0,W011,9,6,2,0.2222222222222222,-0.13885229102620408,0,0
oos,bound_cyclic,6.0,W012,8,5,4,0.5,0.12871729719555808,1,0
oos,bound_cyclic,6.0,W013,9,6,1,0.1111111111111111,-0.25525440742832045,0,1
oos,bound_cyclic,6.0,W014,9,6,0,0.0,-0.37141602358993664,0,0
oos,bound_cyclic,6.0,W015,9,6,0,0.0,-0.37141602358993664,0,0
oos,bound_cyclic,6.0,W017,8,6,3,0.375,0.039184547336721255,0,0
oos,bound_cyclic,6.0,W018,9,6,3,0.3333333333333333,-0.022931175105088138,0,0
oos,bound_cyclic,6.0,W021,9,6,0,0.0,-0.37141602358993664,0,0
oos,bound_cyclic,6.0,W027,8,6,4,0.5,0.16986636551853945,2,0
oos,bound_cyclic,6.0,W028,8,6,3,0.375,0.047571993224167136,1,0
oos,bound_cyclic,6.0,W029,9,6,3,0.3333333333333333,-0.0229102620406968,0,0
oos,bound_cyclic,6.0,W030,9,6,5,0.5555555555555556,0.2096534705230358,1,1
oos,bound_cyclic,6.0,W031,9,6,4,0.4444444444444444,0.09325135412091938,2,0
oos,bound_cyclic,6.0,W032,9,6,6,0.6666666666666666,0.3253549992680428,2,0
oos,bound_cyclic,6.0,W033,9,6,5,0.5555555555555556,0.2094129702825355,0,0
oos,bound_cyclic,6.0,W034,9,6,6,0.6666666666666666,0.32559549950854305,1,0
oos,bound_cyclic,6.0,W035,9,6,4,0.4444444444444444,0.09325135412091935,2,0
oos,bound_cyclic,6.0,W036,9,6,6,0.6666666666666666,0.3251354120919338,0,0
oos,bound_cyclic,6.0,W037,5,4,5,1.0,0.5869753434970827,1,0
oos,bound_cyclic,9.0,W001,9,6,1,0.1111111111111111,-0.19045527741179916,0,0
oos,bound_cyclic,9.0,W002,9,6,1,0.1111111111111111,-0.19045527741179916,0,0
oos,bound_cyclic,9.0,W006,9,6,2,0.2222222222222222,-0.0745132484262919,0,0
oos,bound_cyclic,9.0,W008,9,6,0,0.0,-0.3066168935734153,0,0
oos,bound_cyclic,9.0,W010,9,6,2,0.2222222222222222,-0.07427274818579167,0,0
oos,bound_cyclic,9.0,W011,9,6,2,0.2222222222222222,-0.07405316100968276,0,0
oos,bound_cyclic,9.0,W012,8,5,4,0.5,0.20161631846414457,1,0
oos,bound_cyclic,9.0,W013,9,6,0,0.0,-0.3066168935734153,0,0
oos,bound_cyclic,9.0,W014,9,6,0,0.0,-0.3066168935734153,0,0
oos,bound_cyclic,9.0,W015,9,6,0,0.0,-0.3066168935734153,0,0
oos,bound_cyclic,9.0,W017,8,6,2,0.25,-0.024303594955768858,0,0
oos,bound_cyclic,9.0,W018,9,6,2,0.2222222222222222,-0.07429366125018298,0,0
oos,bound_cyclic,9.0,W021,9,6,0,0.0,-0.3066168935734153,0,0
oos,bound_cyclic,9.0,W027,8,6,4,0.5,0.23681300583474496,2,0
oos,bound_cyclic,9.0,W028,8,6,3,0.375,0.10910737812911726,1,0
oos,bound_cyclic,9.0,W029,9,6,3,0.3333333333333333,0.04188886797582451,0,0
oos,bound_cyclic,9.0,W030,9,6,3,0.3333333333333333,0.042129368216324736,1,1
oos,bound_cyclic,9.0,W031,9,6,4,0.4444444444444444,0.15805048413744066,2,0
oos,bound_cyclic,9.0,W032,9,6,6,0.6666666666666666,0.39015412928456406,2,0
oos,bound_cyclic,9.0,W033,9,6,3,0.3333333333333333,0.0418888679758245,0,0
oos,bound_cyclic,9.0,W034,9,6,6,0.6666666666666666,0.3903946295250644,1,0
oos,bound_cyclic,9.0,W035,9,6,4,0.4444444444444444,0.15805048413744066,2,0
oos,bound_cyclic,9.0,W036,9,6,5,0.5555555555555556,0.273772925946839,0,0
oos,bound_cyclic,9.0,W037,5,4,4,0.8,0.4494635798983625,1,0
oos,bound_cyclic,12.0,W001,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_cyclic,12.0,W002,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_cyclic,12.0,W006,9,6,2,0.2222222222222222,-0.03935838718447413,0,0
oos,bound_cyclic,12.0,W008,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_cyclic,12.0,W010,9,6,2,0.2222222222222222,-0.039117886943973904,0,0
oos,bound_cyclic,12.0,W011,9,6,2,0.2222222222222222,-0.03889829976786499,0,0
oos,bound_cyclic,12.0,W012,8,5,4,0.5,0.23521315640880858,1,0
oos,bound_cyclic,12.0,W013,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_cyclic,12.0,W014,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_cyclic,12.0,W015,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_cyclic,12.0,W017,8,6,1,0.125,-0.11543619424054206,0,0
oos,bound_cyclic,12.0,W018,9,6,2,0.2222222222222222,-0.03913880000836522,0,0
oos,bound_cyclic,12.0,W021,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_cyclic,12.0,W027,8,6,4,0.5,0.27636222473178995,2,0
oos,bound_cyclic,12.0,W028,8,6,3,0.375,0.14865659702616224,1,0
oos,bound_cyclic,12.0,W029,9,6,3,0.3333333333333333,0.07704372921764228,0,0
oos,bound_cyclic,12.0,W030,9,6,2,0.2222222222222222,-0.039117886943973904,1,0
oos,bound_cyclic,12.0,W031,9,6,4,0.4444444444444444,0.19320534537925843,2,0
oos,bound_cyclic,12.0,W032,9,6,5,0.5555555555555556,0.3091473743647657,2,0
oos,bound_cyclic,12.0,W033,9,6,3,0.3333333333333333,0.07704372921764226,0,0
oos,bound_cyclic,12.0,W034,9,6,6,0.6666666666666666,0.42554949076688203,1,0
oos,bound_cyclic,12.0,W035,9,6,4,0.4444444444444444,0.19320534537925843,2,0
oos,bound_cyclic,12.0,W036,9,6,4,0.4444444444444444,0.19298575820314953,0,0
oos,bound_cyclic,12.0,W037,5,4,3,0.6,0.25815923207227554,1,0
oos,bound_fixed,6.0,W001,9,6,3,0.3333333333333333,-0.022910262040696825,0,2
oos,bound_fixed,6.0,W002,9,6,2,0.2222222222222222,-0.13931237844281325,0,1
oos,bound_fixed,6.0,W006,9,6,2,0.2222222222222222,-0.13931237844281322,0,0
oos,bound_fixed,6.0,W008,9,6,1,0.1111111111111111,-0.2554739946044294,0,0
oos,bound_fixed,6.0,W010,9,6,2,0.2222222222222222,-0.13907187820231298,0,0
oos,bound_fixed,6.0,W011,9,6,2,0.2222222222222222,-0.13885229102620408,0,0
oos,bound_fixed,6.0,W012,8,5,4,0.5,0.12871729719555808,1,0
oos,bound_fixed,6.0,W013,9,6,1,0.1111111111111111,-0.25525440742832045,0,1
oos,bound_fixed,6.0,W014,9,6,0,0.0,-0.37141602358993664,0,0
oos,bound_fixed,6.0,W015,9,6,0,0.0,-0.37141602358993664,0,0
oos,bound_fixed,6.0,W017,8,6,3,0.375,0.039184547336721255,0,0
oos,bound_fixed,6.0,W018,9,6,3,0.3333333333333333,-0.022931175105088138,0,0
oos,bound_fixed,6.0,W021,9,6,0,0.0,-0.37141602358993664,0,0
oos,bound_fixed,6.0,W027,8,6,4,0.5,0.16986636551853945,2,0
oos,bound_fixed,6.0,W028,8,6,3,0.375,0.047571993224167136,1,0
oos,bound_fixed,6.0,W029,9,6,3,0.3333333333333333,-0.0229102620406968,0,0
oos,bound_fixed,6.0,W030,9,6,5,0.5555555555555556,0.2096534705230358,1,1
oos,bound_fixed,6.0,W031,9,6,4,0.4444444444444444,0.09325135412091938,2,0
oos,bound_fixed,6.0,W032,9,6,6,0.6666666666666666,0.3253549992680428,2,0
oos,bound_fixed,6.0,W033,9,6,5,0.5555555555555556,0.2094129702825355,0,0
oos,bound_fixed,6.0,W034,9,6,6,0.6666666666666666,0.32559549950854305,1,0
oos,bound_fixed,6.0,W035,9,6,4,0.4444444444444444,0.09325135412091935,2,0
oos,bound_fixed,6.0,W036,9,6,6,0.6666666666666666,0.3251354120919338,0,0
oos,bound_fixed,6.0,W037,5,4,5,1.0,0.5869753434970827,1,0
oos,bound_fixed,9.0,W001,9,6,1,0.1111111111111111,-0.19045527741179916,0,0
oos,bound_fixed,9.0,W002,9,6,1,0.1111111111111111,-0.19045527741179916,0,0
oos,bound_fixed,9.0,W006,9,6,2,0.2222222222222222,-0.0745132484262919,0,0
oos,bound_fixed,9.0,W008,9,6,0,0.0,-0.3066168935734153,0,0
oos,bound_fixed,9.0,W010,9,6,2,0.2222222222222222,-0.07427274818579167,0,0
oos,bound_fixed,9.0,W011,9,6,2,0.2222222222222222,-0.07405316100968276,0,0
oos,bound_fixed,9.0,W012,8,5,4,0.5,0.20161631846414457,1,0
oos,bound_fixed,9.0,W013,9,6,0,0.0,-0.3066168935734153,0,0
oos,bound_fixed,9.0,W014,9,6,0,0.0,-0.3066168935734153,0,0
oos,bound_fixed,9.0,W015,9,6,0,0.0,-0.3066168935734153,0,0
oos,bound_fixed,9.0,W017,8,6,2,0.25,-0.024303594955768858,0,0
oos,bound_fixed,9.0,W018,9,6,2,0.2222222222222222,-0.07429366125018298,0,0
oos,bound_fixed,9.0,W021,9,6,0,0.0,-0.3066168935734153,0,0
oos,bound_fixed,9.0,W027,8,6,4,0.5,0.23681300583474496,2,0
oos,bound_fixed,9.0,W028,8,6,3,0.375,0.10910737812911726,1,0
oos,bound_fixed,9.0,W029,9,6,3,0.3333333333333333,0.04188886797582451,0,0
oos,bound_fixed,9.0,W030,9,6,3,0.3333333333333333,0.042129368216324736,1,1
oos,bound_fixed,9.0,W031,9,6,4,0.4444444444444444,0.15805048413744066,2,0
oos,bound_fixed,9.0,W032,9,6,6,0.6666666666666666,0.39015412928456406,2,0
oos,bound_fixed,9.0,W033,9,6,3,0.3333333333333333,0.0418888679758245,0,0
oos,bound_fixed,9.0,W034,9,6,6,0.6666666666666666,0.3903946295250644,1,0
oos,bound_fixed,9.0,W035,9,6,4,0.4444444444444444,0.15805048413744066,2,0
oos,bound_fixed,9.0,W036,9,6,5,0.5555555555555556,0.273772925946839,0,0
oos,bound_fixed,9.0,W037,5,4,4,0.8,0.4494635798983625,1,0
oos,bound_fixed,12.0,W001,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_fixed,12.0,W002,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_fixed,12.0,W006,9,6,2,0.2222222222222222,-0.03935838718447413,0,0
oos,bound_fixed,12.0,W008,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_fixed,12.0,W010,9,6,2,0.2222222222222222,-0.039117886943973904,0,0
oos,bound_fixed,12.0,W011,9,6,2,0.2222222222222222,-0.03889829976786499,0,0
oos,bound_fixed,12.0,W012,8,5,4,0.5,0.23521315640880858,1,0
oos,bound_fixed,12.0,W013,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_fixed,12.0,W014,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_fixed,12.0,W015,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_fixed,12.0,W017,8,6,1,0.125,-0.11543619424054206,0,0
oos,bound_fixed,12.0,W018,9,6,2,0.2222222222222222,-0.03913880000836522,0,0
oos,bound_fixed,12.0,W021,9,6,0,0.0,-0.27146203233159755,0,0
oos,bound_fixed,12.0,W027,8,6,4,0.5,0.27636222473178995,2,0
oos,bound_fixed,12.0,W028,8,6,3,0.375,0.14865659702616224,1,0
oos,bound_fixed,12.0,W029,9,6,3,0.3333333333333333,0.07704372921764228,0,0
oos,bound_fixed,12.0,W030,9,6,2,0.2222222222222222,-0.039117886943973904,1,0
oos,bound_fixed,12.0,W031,9,6,4,0.4444444444444444,0.19320534537925843,2,0
oos,bound_fixed,12.0,W032,9,6,5,0.5555555555555556,0.3091473743647657,2,0
oos,bound_fixed,12.0,W033,9,6,3,0.3333333333333333,0.07704372921764226,0,0
oos,bound_fixed,12.0,W034,9,6,6,0.6666666666666666,0.42554949076688203,1,0
oos,bound_fixed,12.0,W035,9,6,4,0.4444444444444444,0.19320534537925843,2,0
oos,bound_fixed,12.0,W036,9,6,4,0.4444444444444444,0.19298575820314953,0,0
oos,bound_fixed,12.0,W037,5,4,3,0.6,0.25815923207227554,1,0
oos,bound_free,6.0,W001,9,6,3,0.3333333333333333,-0.022910262040696825,0,2
oos,bound_free,6.0,W002,9,6,2,0.2222222222222222,-0.13931237844281325,0,1
oos,bound_free,6.0,W006,9,6,2,0.2222222222222222,-0.13931237844281322,0,0
oos,bound_free,6.0,W008,9,6,1,0.1111111111111111,-0.2554739946044294,0,0
oos,bound_free,6.0,W010,9,6,2,0.2222222222222222,-0.13907187820231298,0,0
oos,bound_free,6.0,W011,9,6,2,0.2222222222222222,-0.13885229102620408,0,0
oos,bound_free,6.0,W012,8,5,4,0.5,0.12871729719555808,1,0
oos,bound_free,6.0,W013,9,6,1,0.1111111111111111,-0.25525440742832045,0,1
oos,bound_free,6.0,W014,9,6,0,0.0,-0.37141602358993664,0,0
oos,bound_free,6.0,W015,9,6,0,0.0,-0.37141602358993664,0,0
oos,bound_free,6.0,W017,8,6,3,0.375,0.039184547336721255,0,0
oos,bound_free,6.0,W018,9,6,3,0.3333333333333333,-0.022931175105088138,0,0
oos,bound_free,6.0,W021,9,6,0,0.0,-0.37141602358993664,0,0
oos,bound_free,6.0,W027,8,6,4,0.5,0.16986636551853945,2,0
oos,bound_free,6.0,W028,8,6,3,0.375,0.047571993224167136,1,0
oos,bound_free,6.0,W029,9,6,3,0.3333333333333333,-0.0229102620406968,0,0
oos,bound_free,6.0,W030,9,6,5,0.5555555555555556,0.2096534705230358,1,1
oos,bound_free,6.0,W031,9,6,4,0.4444444444444444,0.09325135412091938,2,0
oos,bound_free,6.0,W032,9,6,6,0.6666666666666666,0.3253549992680428,2,0
oos,bound_free,6.0,W033,9,6,5,0.5555555555555556,0.2094129702825355,0,0
oos,bound_free,6.0,W034,9,6,6,0.6666666666666666,0.32559549950854305,1,0
oos,bound_free,6.0,W035,9,6,4,0.4444444444444444,0.09325135412091935,2,0
oos,bound_free,6.0,W036,9,6,6,0.6666666666666666,0.3251354120919338,0,0
oos,bound_free,6.0,W037,5,4,5,1.0,0.5869753434970827,1,0
oos,bound_free,9.0,W001,9,6,1,0.1111111111111111,-0.1851642721207939,0,0
oos,bound_free,9.0,W002,9,6,1,0.1111111111111111,-0.1851642721207939,0,0
oos,bound_free,9.0,W006,9,6,2,0.2222222222222222,-0.0692222431352866,0,0
oos,bound_free,9.0,W008,9,6,0,0.0,-0.30132588828240997,0,0
oos,bound_free,9.0,W010,9,6,2,0.2222222222222222,-0.06898174289478637,0,0
oos,bound_free,9.0,W011,9,6,2,0.2222222222222222,-0.06876215571867746,0,0
oos,bound_free,9.0,W012,8,5,4,0.5,0.20161631846414457,1,0
oos,bound_free,9.0,W013,9,6,0,0.0,-0.30132588828240997,0,0
oos,bound_free,9.0,W014,9,6,0,0.0,-0.30132588828240997,0,0
oos,bound_free,9.0,W015,9,6,0,0.0,-0.30132588828240997,0,0
oos,bound_free,9.0,W017,8,6,2,0.25,-0.018351214003387913,0,0
oos,bound_free,9.0,W018,9,6,2,0.2222222222222222,-0.06900265595917769,0,0
oos,bound_free,9.0,W021,9,6,0,0.0,-0.30132588828240997,0,0
oos,bound_free,9.0,W027,8,6,4,0.5,0.2427653867871259,2,0
oos,bound_free,9.0,W028,8,6,3,0.375,0.11505975908149821,1,0
