image_id,building,condition,n_available_people,horizon,prefix,future_people,repetitions,cut,future_topology_coverage,future_geometry_coverage_allow_singleton,future_supported_geometry_coverage,mean_supported_clusters,probability_both_future_supported,unsupported_both_fraction
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,10,8,2,200,0.1,0.785,0.375,0.125,1.345,0.02,0.77
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,10,2,2,200,0.2,0.4025,0.3875,0.0725,0.215,0.025,0.88
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,10,3,2,200,0.2,0.5475,0.535,0.1625,0.54,0.035,0.71
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,10,5,2,200,0.2,0.67,0.6525,0.3475,1.275,0.12,0.425
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,23,10,8,2,200,0.2,0.785,0.76,0.59,2.075,0.35,0.17
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,10,2,2,200,0.05,0.6325,0.3075,0.0425,0.155,0.01,0.925
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,10,3,2,200,0.05,0.7525,0.3975,0.11,0.47,0.02,0.8
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,10,5,2,200,0.05,0.8425,0.5275,0.28,1.12,0.095,0.535
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,10,8,2,200,0.05,0.895,0.6425,0.425,1.955,0.155,0.305
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,10,2,2,200,0.1,0.6325,0.5575,0.1025,0.3,0.03,0.825
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,10,3,2,200,0.1,0.7525,0.6625,0.2625,0.745,0.085,0.56
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,10,5,2,200,0.1,0.8425,0.76,0.5725,1.48,0.37,0.225
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,10,8,2,200,0.1,0.895,0.82,0.7275,2.185,0.545,0.09
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,10,2,2,200,0.2,0.6325,0.6325,0.1225,0.31,0.055,0.81
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,10,3,2,200,0.2,0.7525,0.7525,0.3275,0.805,0.12,0.465
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,10,5,2,200,0.2,0.8425,0.8425,0.655,1.515,0.47,0.16
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,23,10,8,2,200,0.2,0.895,0.895,0.8125,2.01,0.68,0.055
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,10,2,2,200,0.05,0.5975,0.1325,0.0075,0.085,0,0.985
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,10,3,2,200,0.05,0.7175,0.1925,0.025,0.19,0,0.95
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,10,5,2,200,0.05,0.8075,0.2725,0.0875,0.615,0.01,0.835
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,10,8,2,200,0.05,0.8625,0.3625,0.18,1.31,0.03,0.67
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,10,2,2,200,0.1,0.5975,0.4275,0.07,0.2,0.02,0.88
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,10,3,2,200,0.1,0.7175,0.5375,0.1825,0.55,0.05,0.685
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,10,5,2,200,0.1,0.8075,0.6375,0.425,1.3,0.225,0.375
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,10,8,2,200,0.1,0.8625,0.74,0.605,1.925,0.395,0.185
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,10,2,2,200,0.2,0.5975,0.5975,0.1575,0.335,0.06,0.745
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,10,3,2,200,0.2,0.7175,0.7175,0.335,0.815,0.125,0.455
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,10,5,2,200,0.2,0.8075,0.8075,0.6175,1.515,0.41,0.175
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,23,10,8,2,200,0.2,0.8625,0.8625,0.7925,1.99,0.625,0.04
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,10,2,2,200,0.05,0.275,0.1175,0.0025,0.095,0,0.995
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,10,3,2,200,0.05,0.3925,0.175,0.0125,0.205,0,0.975
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,10,5,2,200,0.05,0.6175,0.275,0.035,0.62,0.005,0.935
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,10,8,2,200,0.05,0.8025,0.4,0.105,1.45,0.03,0.82
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,10,2,2,200,0.1,0.275,0.2275,0.0125,0.14,0,0.975
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,10,3,2,200,0.1,0.3925,0.3275,0.0325,0.325,0,0.935
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,10,5,2,200,0.1,0.6175,0.505,0.095,0.93,0.01,0.82
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,10,8,2,200,0.1,0.8025,0.675,0.28,2.14,0.105,0.545
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,10,2,2,200,0.2,0.275,0.2475,0.0125,0.155,0,0.975
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,10,3,2,200,0.2,0.3925,0.3575,0.04,0.385,0,0.92
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,10,5,2,200,0.2,0.6175,0.5425,0.1175,1.05,0.015,0.78
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,23,10,8,2,200,0.2,0.8025,0.7225,0.3175,2.295,0.14,0.505
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,10,2,2,200,0.05,0.91,0.7525,0.44,0.57,0.335,0.455
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,10,3,2,200,0.05,0.915,0.7825,0.6825,0.865,0.54,0.175
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,10,5,2,200,0.05,0.915,0.7925,0.785,1.01,0.615,0.045
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,10,8,2,200,0.05,0.915,0.7975,0.7975,1.055,0.635,0.04
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,10,2,2,200,0.1,0.91,0.835,0.585,0.71,0.48,0.31
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,10,3,2,200,0.1,0.915,0.85,0.815,0.96,0.69,0.06
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,10,5,2,200,0.1,0.915,0.8625,0.8625,1.005,0.74,0.015
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,10,8,2,200,0.1,0.915,0.8525,0.8525,1.04,0.725,0.02
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,10,2,2,200,0.2,0.91,0.91,0.75,0.83,0.67,0.17
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,10,3,2,200,0.2,0.915,0.915,0.91,0.995,0.825,0.005
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,10,5,2,200,0.2,0.915,0.915,0.915,1,0.83,0
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,24,10,8,2,200,0.2,0.915,0.915,0.915,1,0.83,0
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,10,2,2,200,0.05,0.305,0.09,0.0075,0.055,0,0.985
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,10,3,2,200,0.05,0.4325,0.1225,0.01,0.14,0,0.98
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,10,5,2,200,0.05,0.5975,0.1975,0.0225,0.345,0,0.955
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,10,8,2,200,0.05,0.78,0.305,0.0625,0.87,0.005,0.88
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,10,2,2,200,0.1,0.305,0.2275,0.02,0.13,0,0.96
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,10,3,2,200,0.1,0.4325,0.3175,0.04,0.34,0,0.92
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,10,5,2,200,0.1,0.5975,0.4475,0.12,0.92,0,0.76
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,10,8,2,200,0.1,0.78,0.6225,0.2375,1.93,0.045,0.57
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,10,2,2,200,0.2,0.305,0.2725,0.0275,0.16,0,0.945
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,10,3,2,200,0.2,0.4325,0.3925,0.0525,0.41,0,0.895
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,10,5,2,200,0.2,0.5975,0.5425,0.155,1.1,0,0.69
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,23,10,8,2,200,0.2,0.78,0.7325,0.3425,2.29,0.115,0.43
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,10,2,2,200,0.05,0.955,0.55,0.2225,0.405,0.14,0.695
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,10,3,2,200,0.05,0.955,0.62,0.4175,0.76,0.24,0.405
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,10,5,2,200,0.05,0.955,0.6775,0.59,1.155,0.35,0.17
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,10,8,2,200,0.05,0.955,0.7175,0.6525,1.71,0.415,0.11
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,10,2,2,200,0.1,0.955,0.8725,0.6975,0.8,0.615,0.22
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,10,3,2,200,0.1,0.955,0.905,0.885,0.985,0.79,0.02
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,10,5,2,200,0.1,0.955,0.91,0.9075,1.025,0.82,0.005
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,10,8,2,200,0.1,0.955,0.91,0.91,1.15,0.825,0.005
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,10,2,2,200,0.2,0.955,0.9,0.73,0.805,0.66,0.2
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,10,3,2,200,0.2,0.955,0.91,0.895,0.985,0.81,0.02
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,10,5,2,200,0.2,0.955,0.91,0.91,1,0.825,0.005
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,24,10,8,2,200,0.2,0.955,0.91,0.91,1,0.825,0.005
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,10,2,2,200,0.05,0.935,0.325,0.0675,0.22,0.025,0.89
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,10,3,2,200,0.05,0.935,0.4,0.1425,0.445,0.035,0.75
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,10,5,2,200,0.05,0.935,0.5325,0.3225,1.01,0.13,0.485
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,10,8,2,200,0.05,0.935,0.6,0.445,1.68,0.2,0.31
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,10,2,2,200,0.1,0.935,0.7325,0.425,0.57,0.325,0.475
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,10,3,2,200,0.1,0.935,0.7725,0.6625,0.89,0.51,0.185
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,10,5,2,200,0.1,0.935,0.805,0.775,1.12,0.6,0.05
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,10,8,2,200,0.1,0.935,0.82,0.815,1.44,0.67,0.04
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,10,2,2,200,0.2,0.935,0.915,0.76,0.83,0.695,0.175
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,10,3,2,200,0.2,0.935,0.9275,0.9225,0.995,0.855,0.01
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,10,5,2,200,0.2,0.935,0.935,0.935,1,0.875,0.005
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,24,10,8,2,200,0.2,0.935,0.935,0.935,1.005,0.875,0.005
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,10,2,2,200,0.05,0.965,0.73,0.4075,0.53,0.31,0.495
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,10,3,2,200,0.05,0.965,0.795,0.6675,0.875,0.525,0.19
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,10,5,2,200,0.05,0.965,0.81,0.775,1.18,0.61,0.06
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,10,8,2,200,0.05,0.965,0.835,0.82,1.625,0.675,0.035
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,10,2,2,200,0.1,0.965,0.9125,0.7875,0.87,0.73,0.155
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,10,3,2,200,0.1,0.965,0.94,0.9225,0.995,0.87,0.025
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,10,5,2,200,0.1,0.965,0.9575,0.95,1.11,0.9,0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,10,8,2,200,0.1,0.965,0.9625,0.955,1.31,0.915,0.005
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,10,2,2,200,0.2,0.965,0.965,0.895,0.93,0.86,0.07
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,10,3,2,200,0.2,0.965,0.965,0.965,1,0.93,0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,10,5,2,200,0.2,0.965,0.965,0.965,1,0.93,0
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,24,10,8,2,200,0.2,0.965,0.965,0.965,1,0.93,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,10,2,2,200,0.05,1,0.875,0.6875,0.785,0.615,0.24
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,10,3,2,200,0.05,1,0.9375,0.865,0.965,0.775,0.045
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,10,5,2,200,0.05,1,0.9725,0.9625,1.375,0.925,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,10,8,2,200,0.05,1,0.995,0.99,1.84,0.98,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,10,2,2,200,0.1,1,1,1,1,1,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,10,3,2,200,0.1,1,1,1,1,1,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,10,5,2,200,0.1,1,1,1,1,1,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,10,8,2,200,0.1,1,1,1,1,1,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,10,2,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,10,3,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,10,5,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,24,10,8,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,10,2,2,200,0.05,1,0.77,0.4,0.555,0.295,0.495
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,10,3,2,200,0.05,1,0.815,0.67,0.925,0.5,0.16
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,10,5,2,200,0.05,1,0.8475,0.78,1.2,0.625,0.065
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,10,8,2,200,0.05,1,0.8725,0.8025,1.57,0.65,0.045
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,10,2,2,200,0.1,1,1,1,1,1,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,10,3,2,200,0.1,1,1,1,1,1,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,10,5,2,200,0.1,1,1,1,1,1,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,10,8,2,200,0.1,1,1,1,1,1,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,10,2,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,10,3,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,10,5,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,24,10,8,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,10,2,2,200,0.05,1,0.865,0.7,0.825,0.595,0.195
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,10,3,2,200,0.05,1,0.895,0.86,0.99,0.76,0.04
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,10,5,2,200,0.05,1,0.92,0.8975,1.1,0.805,0.01
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,10,8,2,200,0.05,1,0.94,0.9025,1.27,0.81,0.005
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,10,2,2,200,0.1,1,0.9775,0.9725,0.995,0.95,0.005
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,10,3,2,200,0.1,1,1,0.9975,1,0.995,0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,10,5,2,200,0.1,1,1,1,1.015,1,0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,10,8,2,200,0.1,1,1,1,1.04,1,0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,10,2,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,10,3,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,10,5,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,24,10,8,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,10,2,2,200,0.05,1,0.95,0.8575,0.905,0.81,0.095
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,10,3,2,200,0.05,1,0.9525,0.9475,0.995,0.9,0.005
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,10,5,2,200,0.05,1,0.955,0.955,1.01,0.91,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,10,8,2,200,0.05,1,0.955,0.955,1.05,0.91,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,10,2,2,200,0.1,1,0.955,0.865,0.91,0.82,0.09
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,10,3,2,200,0.1,1,0.955,0.955,1,0.91,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,10,5,2,200,0.1,1,0.955,0.955,1,0.91,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,10,8,2,200,0.1,1,0.955,0.955,1,0.91,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,10,2,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,10,3,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,10,5,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,24,10,8,2,200,0.2,1,1,1,1,1,0
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,10,2,2,200,0.05,0.335,0.065,0.005,0.065,0,0.99
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,10,3,2,200,0.05,0.465,0.1075,0.0075,0.13,0,0.985
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,10,5,2,200,0.05,0.65,0.175,0.0175,0.4,0,0.965
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,10,8,2,200,0.05,0.8575,0.27,0.035,1.09,0,0.93
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,10,2,2,200,0.1,0.335,0.1825,0.0175,0.125,0,0.965
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,10,3,2,200,0.1,0.465,0.265,0.0425,0.285,0,0.915
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,10,5,2,200,0.1,0.65,0.395,0.095,0.81,0.01,0.82
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,10,8,2,200,0.1,0.8575,0.5525,0.2025,1.79,0.05,0.645
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,10,2,2,200,0.2,0.335,0.2725,0.025,0.16,0,0.95
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,10,3,2,200,0.2,0.465,0.3925,0.0725,0.42,0,0.855
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,10,5,2,200,0.2,0.65,0.575,0.1675,1.12,0.025,0.69
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,23,10,8,2,200,0.2,0.8575,0.7775,0.385,2.415,0.17,0.4
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,23,10,2,2,200,0.05,0.5475,0.4375,0.1,0.26,0.045,0.845
