method,baseline,algorithm,condition,target,design,n_images,n_buildings,method_MAE,baseline_MAE,delta_MAE,CI_low,CI_high,building_macro_delta,macro_CI_low,macro_CI_high
BX_counts_only,full_B_feedback,knn,manual,scope_p_oos_open_boundary,same_room_leave_view,40,12,0.189501811594,0.187835144928,0.00166666666665,0,0.00454545454541,0.000925925925917,0,0.00277777777775
BX_counts_only,constant_median,knn,manual,scope_p_oos_split_level,leave_building,187,22,0.0261187320778,0.0176315585523,0.00848717352553,0.00427527605244,0.0123170721124,0.00724599751551,0.00361208648551,0.0112872738476
BX_counts_only,full_B_feedback,knn,manual,scope_p_oos_split_level,leave_building,187,22,0.0261187320778,0.0291691854607,-0.00305045338294,-0.00851878332067,0.00237920342064,-0.00602990535304,-0.0123634626701,-0.000371134286778
BX_counts_only,constant_median,knn,manual,scope_p_oos_split_level,leave_supported_room_conservative,69,18,0.0270531400966,0.0219806763285,0.00507246376811,-0.00522175229741,0.0136155113411,0.00276014109347,-0.00546566358025,0.0098236882716
BX_counts_only,full_B_feedback,knn,manual,scope_p_oos_split_level,leave_supported_room_conservative,69,18,0.0270531400966,0.0347983616887,-0.00774522159211,-0.0178283471359,0.000708045705051,-0.00890088630729,-0.0190011386365,-0.000103885502129
BX_counts_only,constant_median,knn,manual,scope_p_oos_split_level,same_room_leave_view,40,12,0.026875,0.0302083333334,-0.00333333333336,-0.00733353174614,0,-0.00196759259261,-0.00509259259267,0
BX_counts_only,full_B_feedback,knn,manual,scope_p_oos_split_level,same_room_leave_view,40,12,0.026875,0.0289583333334,-0.00208333333336,-0.00568181818188,0,-0.00115740740742,-0.00347222222226,0
BX_counts_only,constant_median,knn,manual,within_topology_geometry_dispersion,leave_building,150,22,0.0542538677864,0.0474451757617,0.0068086920247,0.00294163987144,0.0114022218547,0.00752592798205,0.00299308225374,0.0118050338142
BX_counts_only,full_B_feedback,knn,manual,within_topology_geometry_dispersion,leave_building,150,22,0.0542538677864,0.0503617680797,0.00389209970678,-0.00185448654906,0.0104516883174,0.00290819634997,-0.0029373331047,0.00892166532243
BX_counts_only,constant_median,knn,manual,within_topology_geometry_dispersion,leave_supported_room_conservative,54,17,0.0475495959679,0.0361773402079,0.0113722557599,0.0063199118653,0.0158518665813,0.0087193258309,0.00401200535059,0.0137559077915
BX_counts_only,full_B_feedback,knn,manual,within_topology_geometry_dispersion,leave_supported_room_conservative,54,17,0.0475495959679,0.0461954329721,0.00135416299579,-0.00899691818317,0.0117433581435,0.00121537832527,-0.00819019984837,0.0101023606906
BX_counts_only,constant_median,knn,manual,within_topology_geometry_dispersion,same_room_leave_view,29,10,0.0480739738714,0.0475582733114,0.000515700559972,-0.00342879386966,0.00443516570912,0.000123532828766,-0.00226300395398,0.00263360244027
BX_counts_only,full_B_feedback,knn,manual,within_topology_geometry_dispersion,same_room_leave_view,29,10,0.0480739738714,0.0507830400322,-0.00270906616083,-0.00693202223508,0,-0.00130938197774,-0.00392814593321,0
BX_counts_only,constant_median,knn,semi,owner_valid_active_seconds,leave_building,43,12,59.4100775194,53.9825581395,5.42751937987,-3.64790295896,15.5558359375,10.3703703704,-3.22487268518,25.4161111111
BX_counts_only,full_B_feedback,knn,semi,owner_valid_active_seconds,leave_building,43,12,59.4100775194,70.1286821705,-10.7186046511,-21.6771171171,-1.27403912598,-8.28864748675,-21.1986164021,3.01845742395
BX_counts_only,constant_median,knn,semi,owner_valid_active_seconds,leave_supported_room_conservative,16,9,70.3958333334,69.203125,1.19270833338,-12.684749053,22.0355,5.34382716054,-16.7602006173,29.972638889
BX_counts_only,full_B_feedback,knn,semi,owner_valid_active_seconds,leave_supported_room_conservative,16,9,70.3958333334,74.2729166667,-3.87708333329,-16.2952645503,8.43183760694,-3.95024691354,-22.0523950617,12.9953981482
BX_counts_only,constant_median,knn,semi,owner_valid_active_seconds,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,full_B_feedback,knn,semi,owner_valid_active_seconds,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,constant_median,knn,semi,point_count_disagreement,leave_building,43,12,0.21671939677,0.248961739305,-0.0322423425355,-0.0711777522159,0.00559946893544,-0.0482557040382,-0.108024953425,0.000949088059583
BX_counts_only,full_B_feedback,knn,semi,point_count_disagreement,leave_building,43,12,0.21671939677,0.256012501149,-0.0392931043791,-0.0832557129563,0.00172327882184,-0.0396124603772,-0.10267507833,0.0172913847324
BX_counts_only,constant_median,knn,semi,point_count_disagreement,leave_supported_room_conservative,16,9,0.231809947299,0.230803277338,0.00100666996053,-0.0531165694208,0.0755287933684,0.0304536508402,-0.0249622371052,0.0898205179817
BX_counts_only,full_B_feedback,knn,semi,point_count_disagreement,leave_supported_room_conservative,16,9,0.231809947299,0.211103151076,0.020706796223,-0.0413829697706,0.12081737234,0.0683618355164,-0.000576325539802,0.129023629148
BX_counts_only,constant_median,knn,semi,point_count_disagreement,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,full_B_feedback,knn,semi,point_count_disagreement,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,constant_median,knn,semi,reference_geometry_error,leave_building,43,12,0.0330233029515,0.036828357681,-0.00380505472951,-0.00920651902334,0.000206737926259,-0.00493677897607,-0.0125224940784,0.00311546817771
BX_counts_only,full_B_feedback,knn,semi,reference_geometry_error,leave_building,43,12,0.0330233029515,0.0387482406252,-0.00572493767371,-0.0135753057226,0.00058030857257,-0.00611694191827,-0.0132007139934,0.00107011780157
BX_counts_only,constant_median,knn,semi,reference_geometry_error,leave_supported_room_conservative,16,9,0.0417550132699,0.0383774725812,0.00337754068867,-0.000960656807803,0.00845424346572,0.00383306962658,-0.00217749127806,0.010837815464
BX_counts_only,full_B_feedback,knn,semi,reference_geometry_error,leave_supported_room_conservative,16,9,0.0417550132699,0.0334822990381,0.00827271423176,0.00115400756006,0.0170146874234,0.0104187105136,0.0033185485306,0.0159731824366
BX_counts_only,constant_median,knn,semi,reference_geometry_error,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,full_B_feedback,knn,semi,reference_geometry_error,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,constant_median,knn,semi,scope_entropy,leave_building,43,12,0.447400398711,0.40418211339,0.0432182853206,-0.0334908607419,0.11981687364,0.0237471950899,-0.13527734154,0.151635303598
BX_counts_only,full_B_feedback,knn,semi,scope_entropy,leave_building,43,12,0.447400398711,0.434946515126,0.0124538835852,-0.0701100844444,0.0856870033056,0.00743934778679,-0.0707869879655,0.0785630714681
BX_counts_only,constant_median,knn,semi,scope_entropy,leave_supported_room_conservative,16,9,0.484868311684,0.489878774887,-0.00501046320338,-0.177773706366,0.123932739272,-0.0240050650171,-0.206592466548,0.154341157546
BX_counts_only,full_B_feedback,knn,semi,scope_entropy,leave_supported_room_conservative,16,9,0.484868311684,0.466522363707,0.0183459479772,-0.154830182275,0.108874526009,-0.0517476237864,-0.216213084138,0.0905129768404
BX_counts_only,constant_median,knn,semi,scope_entropy,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,full_B_feedback,knn,semi,scope_entropy,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,constant_median,knn,semi,scope_non_normal_rate,leave_building,43,12,0.16019379845,0.129651162791,0.0305426356589,0.011460844017,0.0585002976191,0.0432189153438,0.0143797536374,0.0741349537036
BX_counts_only,full_B_feedback,knn,semi,scope_non_normal_rate,leave_building,43,12,0.16019379845,0.145723514212,0.0144702842377,0.000395994363903,0.0368082561728,0.0333784722221,0.00521180555561,0.0697041377312
BX_counts_only,constant_median,knn,semi,scope_non_normal_rate,leave_supported_room_conservative,16,9,0.166666666667,0.1796875,-0.0130208333334,-0.0741704545455,0.0359544871794,-0.0135123456791,-0.0772516975309,0.0506157407406
BX_counts_only,full_B_feedback,knn,semi,scope_non_normal_rate,leave_supported_room_conservative,16,9,0.166666666667,0.161041666667,0.00562499999991,-0.0168892857145,0.0224584623323,0.00559259259246,-0.0179722222225,0.0281527777777
BX_counts_only,constant_median,knn,semi,scope_non_normal_rate,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,full_B_feedback,knn,semi,scope_non_normal_rate,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,constant_median,knn,semi,scope_p_normal,leave_building,43,12,0.16019379845,0.129651162791,0.0305426356589,0.0114608440171,0.058500297619,0.0432189153438,0.0143797536374,0.0741349537035
BX_counts_only,full_B_feedback,knn,semi,scope_p_normal,leave_building,43,12,0.16019379845,0.145723514212,0.0144702842377,0.000395994363939,0.0368082561727,0.0333784722221,0.0052118055556,0.0697041377312
BX_counts_only,constant_median,knn,semi,scope_p_normal,leave_supported_room_conservative,16,9,0.166666666667,0.1796875,-0.0130208333334,-0.0741704545454,0.0359544871794,-0.0135123456791,-0.0772516975309,0.0506157407406
BX_counts_only,full_B_feedback,knn,semi,scope_p_normal,leave_supported_room_conservative,16,9,0.166666666667,0.161041666667,0.0056249999999,-0.0168892857145,0.0224584623323,0.00559259259244,-0.0179722222225,0.0281527777776
BX_counts_only,constant_median,knn,semi,scope_p_normal,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,full_B_feedback,knn,semi,scope_p_normal,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,constant_median,knn,semi,scope_p_oos_geometry,leave_building,43,12,0.0548449612403,0.0281007751938,0.0267441860465,0.016655982906,0.0348039215686,0.0223247354498,0.00275256283069,0.037998015873
BX_counts_only,full_B_feedback,knn,semi,scope_p_oos_geometry,leave_building,43,12,0.0548449612403,0.037015503876,0.0178294573644,0.0079691075515,0.026268115942,0.0125983796296,-0.00524059606481,0.0264243344908
BX_counts_only,constant_median,knn,semi,scope_p_oos_geometry,leave_supported_room_conservative,16,9,0.065625,0.0338541666667,0.0317708333333,0.0154761904762,0.0423611111111,0.0279012345679,0.012037037037,0.0447530864198
BX_counts_only,full_B_feedback,knn,semi,scope_p_oos_geometry,leave_supported_room_conservative,16,9,0.065625,0.0427083333333,0.0229166666667,0.00462752525254,0.0337725389863,0.0178395061728,0.000246913580252,0.0338888888889
BX_counts_only,constant_median,knn,semi,scope_p_oos_geometry,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,full_B_feedback,knn,semi,scope_p_oos_geometry,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,constant_median,knn,semi,scope_p_oos_insufficient,leave_building,43,12,0.0172093023256,0.00658914728682,0.0106201550388,0.00657135854342,0.01397851874,0.0107013888889,0.00524913194445,0.0173342013889
BX_counts_only,full_B_feedback,knn,semi,scope_p_oos_insufficient,leave_building,43,12,0.0172093023256,0.0237209302326,-0.00651162790698,-0.0238279411765,0.00431387555022,-0.0196334325397,-0.050441703869,0.00285029761905
BX_counts_only,constant_median,knn,semi,scope_p_oos_insufficient,leave_supported_room_conservative,16,9,0.01625,0.00260416666667,0.0136458333333,0.00630543154762,0.0206979166667,0.0141604938272,0.0052700617284,0.024075617284
BX_counts_only,full_B_feedback,knn,semi,scope_p_oos_insufficient,leave_supported_room_conservative,16,9,0.01625,0.0327083333333,-0.0164583333333,-0.0623621212121,0.00710144927537,-0.0363950617284,-0.0856317901235,0.00334691358025
BX_counts_only,constant_median,knn,semi,scope_p_oos_insufficient,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,full_B_feedback,knn,semi,scope_p_oos_insufficient,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,constant_median,knn,semi,scope_p_oos_open_boundary,leave_building,43,12,0.100258397933,0.0736434108527,0.0266149870801,-0.000423273431949,0.0601890432099,0.0415029761905,-0.00623846726186,0.0900504298942
BX_counts_only,full_B_feedback,knn,semi,scope_p_oos_open_boundary,leave_building,43,12,0.100258397933,0.121511627907,-0.0212532299741,-0.0489611708483,0.00428287226783,-0.0160276124339,-0.0597486979167,0.0319135044643
BX_counts_only,constant_median,knn,semi,scope_p_oos_open_boundary,leave_supported_room_conservative,16,9,0.111284722222,0.127604166667,-0.0163194444444,-0.0796319444444,0.0433229352347,-0.012037037037,-0.0953703703704,0.0666743827161
BX_counts_only,full_B_feedback,knn,semi,scope_p_oos_open_boundary,leave_supported_room_conservative,16,9,0.111284722222,0.111111111111,0.000173611111137,-0.0423690025253,0.0454678731762,0.0016975308642,-0.0518711419753,0.0637538580247
BX_counts_only,constant_median,knn,semi,scope_p_oos_open_boundary,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,full_B_feedback,knn,semi,scope_p_oos_open_boundary,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,constant_median,knn,semi,scope_p_oos_split_level,leave_building,43,12,0.015503875969,0.015503875969,0,0,0,0,0,0
BX_counts_only,full_B_feedback,knn,semi,scope_p_oos_split_level,leave_building,43,12,0.015503875969,0.0186046511628,-0.0031007751938,-0.00854761904764,0,-0.0025925925926,-0.00666666666668,0
BX_counts_only,constant_median,knn,semi,scope_p_oos_split_level,leave_supported_room_conservative,16,9,0.0104166666667,0.0104166666667,0,0,0,0,0,0
BX_counts_only,full_B_feedback,knn,semi,scope_p_oos_split_level,leave_supported_room_conservative,16,9,0.0104166666667,0.0125,-0.00208333333334,-0.00714285714287,0,-0.00185185185186,-0.00555555555557,0
BX_counts_only,constant_median,knn,semi,scope_p_oos_split_level,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,full_B_feedback,knn,semi,scope_p_oos_split_level,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,constant_median,knn,semi,within_topology_geometry_dispersion,leave_building,42,12,0.045377003775,0.0341248965135,0.0112521072615,-0.000989019602931,0.0238826925419,0.00931900912141,-0.000646820288903,0.0199027137953
BX_counts_only,full_B_feedback,knn,semi,within_topology_geometry_dispersion,leave_building,42,12,0.045377003775,0.0320348960942,0.0133421076808,0.00468927562051,0.0228138527559,0.010918066126,0.00240500369215,0.0206040898988
BX_counts_only,constant_median,knn,semi,within_topology_geometry_dispersion,leave_supported_room_conservative,16,9,0.0418214382366,0.0261111549703,0.0157102832663,-0.00508393637997,0.0341493950505,0.00757501922714,-0.00296573349844,0.01983243151
BX_counts_only,full_B_feedback,knn,semi,within_topology_geometry_dispersion,leave_supported_room_conservative,16,9,0.0418214382366,0.0299533447504,0.0118680934862,-0.00380709026523,0.0242121969237,0.00353920388513,-0.00563101291046,0.0141463315768
BX_counts_only,constant_median,knn,semi,within_topology_geometry_dispersion,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,full_B_feedback,knn,semi,within_topology_geometry_dispersion,same_room_leave_view,0,0,,,,,,,,
BX_counts_only,constant_median,ridge,manual,owner_valid_active_seconds,leave_building,187,22,66.9901193461,68.5147058824,-1.52458653626,-4.28746690713,1.29178053224,-0.0403980850646,-3.41537298009,3.75762770829
BX_counts_only,full_B_feedback,ridge,manual,owner_valid_active_seconds,leave_building,187,22,66.9901193461,68.7900268606,-1.79990751449,-4.2548321334,0.726728062185,-3.32040552651,-7.87242010397,0.389641489494
BX_counts_only,constant_median,ridge,manual,owner_valid_active_seconds,leave_supported_room_conservative,69,18,67.4438722735,72.1884057971,-4.74453352364,-8.59840508346,-0.0487509210035,-3.19908073931,-8.62943828982,3.04973108057
BX_counts_only,full_B_feedback,ridge,manual,owner_valid_active_seconds,leave_supported_room_conservative,69,18,67.4438722735,69.792493157,-2.34862088349,-6.30649032716,1.09211972372,-2.91252608084,-6.60148132164,0.81273685083
BX_counts_only,constant_median,ridge,manual,owner_valid_active_seconds,same_room_leave_view,40,12,134.780239086,119.6375,15.1427390859,-8.90048726831,52.3230771194,19.4508935014,-5.16106472871,56.2824653584
BX_counts_only,full_B_feedback,ridge,manual,owner_valid_active_seconds,same_room_leave_view,40,12,134.780239086,104.937059994,29.8431790922,2.31262843889,67.5461306603,30.8275271279,1.99241351485,68.7554598682
BX_counts_only,constant_median,ridge,manual,point_count_disagreement,leave_building,166,22,0.247720706844,0.329226623474,-0.0815059166297,-0.105480754391,-0.0591254043102,-0.0884439002633,-0.116668548176,-0.0597104117766
BX_counts_only,full_B_feedback,ridge,manual,point_count_disagreement,leave_building,166,22,0.247720706844,0.271105519375,-0.0233848125304,-0.0542173457456,-0.00194513517548,-0.0157314166715,-0.0440177950805,0.00715122026532
BX_counts_only,constant_median,ridge,manual,point_count_disagreement,leave_supported_room_conservative,59,18,0.255059495711,0.330607528065,-0.075548032354,-0.131230134891,-0.0144611403148,-0.0586082534719,-0.104735591186,-0.0102907886452
BX_counts_only,full_B_feedback,ridge,manual,point_count_disagreement,leave_supported_room_conservative,59,18,0.255059495711,0.268843866713,-0.0137843710021,-0.0375814189855,0.00349694407385,-0.024369056816,-0.0527204286187,-0.000279720904647
