scope,stratum,x,y,contexts,buildings,rho,analysis_status,not_evaluable_reason,bootstrap_requested_n,bootstrap_evaluable_n,bootstrap_invalid_n,bootstrap_missing_fraction,invalid_fewer_than_4_n,invalid_constant_x_n,invalid_constant_y_n,invalid_nonfinite_rho_n,ci_low_replayed,ci_high_replayed,ci_low_original,ci_high_original,old_ci_reproduced_within_1e_12,interval_interpretation
without_synthetic,P1|semi,bi_floor,cluster_count,12,7,0.40642869156210537,evaluable,,500,498,2,0.004,0,0,2,0,-0.33618771074038667,0.950582541666568,-0.3361877107403866,0.950582541666568,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,all,bi_floor,d_floor,151,16,0.21811049435218735,evaluable,,500,500,0,0.0,0,0,0,0,0.07431096994452466,0.3867077229202205,0.0743109699445246,0.3867077229202205,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,all,bi_band,d_band,98,15,0.149605102810045,evaluable,,500,500,0,0.0,0,0,0,0,-0.10241422581280706,0.3488886764684468,-0.102414225812807,0.3488886764684468,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,all,bi_linear,d_linear,98,15,0.17626307781228767,evaluable,,500,500,0,0.0,0,0,0,0,-0.04735987941097194,0.38169312842577663,-0.0473598794109719,0.3816931284257766,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,all,bi_solid,d_solid,98,15,0.11655781105305028,evaluable,,500,500,0,0.0,0,0,0,0,-0.12665552111357162,0.32430178196840986,-0.1266555211135716,0.3243017819684098,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,C1|manual,bi_floor,d_floor,69,13,0.16643627985098525,evaluable,,500,500,0,0.0,0,0,0,0,0.0027072458586951667,0.3276704953264619,0.0027072458586951,0.3276704953264619,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,C1|manual,bi_band,d_band,42,11,-0.06769407126561636,evaluable,,500,500,0,0.0,0,0,0,0,-0.3596688893429457,0.2603034970462834,-0.3596688893429457,0.2603034970462834,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,C1|manual,bi_linear,d_linear,42,11,0.017355345123991554,evaluable,,500,500,0,0.0,0,0,0,0,-0.22541597759448673,0.3906796058365276,-0.2254159775944867,0.3906796058365276,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,C1|manual,bi_solid,d_solid,42,11,-0.08200606203137242,evaluable,,500,500,0,0.0,0,0,0,0,-0.46612235865393503,0.3019367200505578,-0.466122358653935,0.3019367200505578,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,C1|semi,bi_floor,d_floor,21,8,-0.16737818778945796,evaluable,,500,500,0,0.0,0,0,0,0,-0.5433876539781916,0.2909940941388186,-0.5433876539781916,0.2909940941388186,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,C1|semi,bi_band,d_band,14,6,0.06068948293061783,evaluable,,500,500,0,0.0,0,0,0,0,-0.40239647428908487,0.41621467930157346,-0.4023964742890848,0.4162146793015734,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,C1|semi,bi_linear,d_linear,14,6,0.09665362096357655,evaluable,,500,499,1,0.002,0,1,0,0,-0.38844929803367795,0.5960092412394344,-0.3884492980336779,0.5960092412394344,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,C1|semi,bi_solid,d_solid,14,6,0.08316706920121703,evaluable,,500,500,0,0.0,0,0,0,0,-0.4047668213027579,0.44926126341590267,-0.4047668213027579,0.4492612634159026,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,C2-B|manual,bi_floor,d_floor,5,3,0.6708203932499368,evaluable,,500,461,39,0.078,16,23,0,0,0.13483997249264842,1.0,0.1348399724926484,1.0,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,C2-B|manual,bi_band,d_band,3,2,,not_evaluable,original_invalid_fewer_than_4,0,0,0,,0,0,0,0,,,,,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,C2-B|manual,bi_linear,d_linear,3,2,,not_evaluable,original_invalid_fewer_than_4,0,0,0,,0,0,0,0,,,,,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,C2-B|manual,bi_solid,d_solid,3,2,,not_evaluable,original_invalid_fewer_than_4,0,0,0,,0,0,0,0,,,,,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,P1|manual,bi_floor,d_floor,29,12,0.5582684295858952,evaluable,,500,500,0,0.0,0,0,0,0,0.26079010176243894,0.7722431034952953,0.2607901017624389,0.7722431034952953,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,P1|manual,bi_band,d_band,18,10,0.5370469250492601,evaluable,,500,500,0,0.0,0,0,0,0,0.03949668717994693,0.8272442233447672,0.0394966871799469,0.8272442233447672,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,P1|manual,bi_linear,d_linear,18,10,0.7038964551616516,evaluable,,500,500,0,0.0,0,0,0,0,0.1597482334747663,0.9506269875895501,0.1597482334747663,0.95062698758955,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,P1|manual,bi_solid,d_solid,18,10,0.5662455928189286,evaluable,,500,500,0,0.0,0,0,0,0,0.005868762235627751,0.8594080713883477,0.0058687622356277,0.8594080713883477,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,P1|oos,bi_floor,d_floor,9,6,-0.04184137043778616,evaluable,,500,500,0,0.0,0,0,0,0,-0.8173494983277592,0.7437823987482228,-0.8173494983277592,0.7437823987482228,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,P1|oos,bi_band,d_band,5,4,0.7,evaluable,,500,491,9,0.018,0,9,0,0,-0.5000000000000001,1.0,-0.5000000000000001,1.0,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,P1|oos,bi_linear,d_linear,5,4,-0.8999999999999998,evaluable,,500,489,11,0.022,0,11,0,0,-1.0,-0.5000000000000001,-1.0,-0.5000000000000001,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,P1|oos,bi_solid,d_solid,5,4,0.19999999999999998,evaluable,,500,495,5,0.01,0,5,0,0,-1.0,1.0,-1.0,1.0,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,P1|semi,bi_floor,d_floor,18,10,0.3047630891984219,evaluable,,500,500,0,0.0,0,0,0,0,-0.2272233235288031,0.6184223267428415,-0.2272233235288031,0.6184223267428415,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,P1|semi,bi_band,d_band,16,9,-0.0879651081098014,evaluable,,500,500,0,0.0,0,0,0,0,-0.38101126830085824,0.3057803255820061,-0.3810112683008582,0.3057803255820061,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,P1|semi,bi_linear,d_linear,16,9,-0.2120587427646998,evaluable,,500,500,0,0.0,0,0,0,0,-0.6238600752832416,0.114690133296777,-0.6238600752832416,0.114690133296777,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
all_n3,P1|semi,bi_solid,d_solid,16,9,-0.042411748552939964,evaluable,,500,500,0,0.0,0,0,0,0,-0.4377692881573078,0.24518044912370257,-0.4377692881573078,0.2451804491237025,True,finite_draw_conditional_building_bootstrap_current_tasks_and_workers
