worker_id,effect,fit_status,component,layer_value,label,training_rows,training_images,training_buildings,stage,raw_condition,metric,cohort,evaluation
10,-0.04034090909090917,usable,0,0.0,not_classified,5,5,3,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
11,-0.031249999999999976,usable,0,0.0,not_classified,4,4,2,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
12,-0.03125000000000001,usable,0,0.0,not_classified,4,4,2,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
13,-0.06458333333333335,usable,0,0.0,not_classified,5,5,4,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
15,0.002083333333333493,usable,0,0.0,not_classified,5,5,4,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
17,-0.03125000000000013,usable,0,0.0,not_classified,2,2,1,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
2,0.09375000000000017,usable,0,0.0,not_classified,2,2,1,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
28,-0.09375000000000011,usable,0,0.0,not_classified,4,4,3,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
29,0.03125000000000007,usable,0,0.0,not_classified,4,4,3,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
30,0.3087454212454211,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
31,0.05457875457875423,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
32,-0.06261446886446874,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
33,-0.0030906593406593596,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
34,-0.006753663003662822,usable,0,0.0,not_classified,6,6,5,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
35,0.0216346153846155,usable,0,0.0,not_classified,6,6,5,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
36,-0.07291666666666663,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
37,0.010416666666666614,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
6,-0.03124999999999997,usable,0,0.0,not_classified,5,5,3,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
8,-0.03124999999999993,usable,0,0.0,not_classified,5,5,3,C2-B,manual,absolute_count_rate,all_usable,within_stage_LOBO
1,-0.022159090909091017,usable,0,0.0,not_classified,5,5,3,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
10,-0.04034090909090917,usable,0,0.0,not_classified,5,5,3,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
11,-0.031249999999999976,usable,0,0.0,not_classified,4,4,2,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
12,-0.03125000000000001,usable,0,0.0,not_classified,4,4,2,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
13,-0.06458333333333335,usable,0,0.0,not_classified,5,5,4,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
15,0.002083333333333493,usable,0,0.0,not_classified,5,5,4,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
17,-0.03125000000000013,usable,0,0.0,not_classified,2,2,1,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
2,0.09375000000000017,usable,0,0.0,not_classified,2,2,1,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
28,-0.09375000000000011,usable,0,0.0,not_classified,4,4,3,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
29,0.03125000000000007,usable,0,0.0,not_classified,4,4,3,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
30,0.3087454212454211,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
31,0.05457875457875423,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
32,-0.06261446886446874,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
33,-0.0030906593406593596,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
34,-0.006753663003662822,usable,0,0.0,not_classified,6,6,5,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
35,0.0216346153846155,usable,0,0.0,not_classified,6,6,5,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
36,-0.07291666666666663,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
37,0.010416666666666614,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
6,-0.03124999999999997,usable,0,0.0,not_classified,5,5,3,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
8,-0.03124999999999993,usable,0,0.0,not_classified,5,5,3,C2-B,manual,absolute_count_rate,fallback_only,within_stage_LOBO
1,-0.022159090909091017,usable,0,0.0,not_classified,5,5,3,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
10,-0.04034090909090917,usable,0,0.0,not_classified,5,5,3,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
11,-0.031249999999999976,usable,0,0.0,not_classified,4,4,2,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
12,-0.03125000000000001,usable,0,0.0,not_classified,4,4,2,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
13,-0.06458333333333335,usable,0,0.0,not_classified,5,5,4,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
15,0.002083333333333493,usable,0,0.0,not_classified,5,5,4,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
17,-0.03125000000000013,usable,0,0.0,not_classified,2,2,1,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
2,0.09375000000000017,usable,0,0.0,not_classified,2,2,1,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
28,-0.09375000000000011,usable,0,0.0,not_classified,4,4,3,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
29,0.03125000000000007,usable,0,0.0,not_classified,4,4,3,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
30,0.3087454212454211,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
31,0.05457875457875423,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
32,-0.06261446886446874,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
33,-0.0030906593406593596,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
34,-0.006753663003662822,usable,0,0.0,not_classified,6,6,5,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
35,0.0216346153846155,usable,0,0.0,not_classified,6,6,5,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
36,-0.07291666666666663,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
37,0.010416666666666614,usable,0,0.0,not_classified,6,6,4,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
6,-0.03124999999999997,usable,0,0.0,not_classified,5,5,3,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
8,-0.03124999999999993,usable,0,0.0,not_classified,5,5,3,C2-B,manual,absolute_count_rate,current20_sensitivity,within_stage_LOBO
1,-0.03125000000000006,usable,0,0.0,not_classified,5,5,3,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
10,-0.03125000000000004,usable,0,0.0,not_classified,5,5,3,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
11,-0.031249999999999944,usable,0,0.0,not_classified,4,4,2,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
12,-0.03124999999999992,usable,0,0.0,not_classified,4,4,2,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
13,-0.031249999999999997,usable,0,0.0,not_classified,5,5,4,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
15,-0.0312499999999999,usable,0,0.0,not_classified,5,5,4,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
17,-0.031250000000000076,usable,0,0.0,not_classified,2,2,1,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
2,0.09375000000000012,usable,0,0.0,not_classified,2,2,1,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
28,-0.0312500000000001,usable,0,0.0,not_classified,4,4,3,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
29,-0.031249999999999972,usable,0,0.0,not_classified,4,4,3,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
30,0.2721688034188031,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
31,0.10550213675213638,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
32,-0.029113247863247826,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
33,-0.029113247863247864,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
34,-0.016292735042734825,usable,0,0.0,not_classified,6,6,5,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
35,0.009348290598290752,usable,0,0.0,not_classified,6,6,5,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
36,-0.04513888888888886,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
37,-0.017361111111111112,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
6,-0.03124999999999996,usable,0,0.0,not_classified,5,5,3,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
8,-0.031249999999999938,usable,0,0.0,not_classified,5,5,3,C2-B,manual,extra_count_rate,all_usable,within_stage_LOBO
1,-0.03125000000000006,usable,0,0.0,not_classified,5,5,3,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
10,-0.03125000000000004,usable,0,0.0,not_classified,5,5,3,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
11,-0.031249999999999944,usable,0,0.0,not_classified,4,4,2,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
12,-0.03124999999999992,usable,0,0.0,not_classified,4,4,2,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
13,-0.031249999999999997,usable,0,0.0,not_classified,5,5,4,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
15,-0.0312499999999999,usable,0,0.0,not_classified,5,5,4,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
17,-0.031250000000000076,usable,0,0.0,not_classified,2,2,1,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
2,0.09375000000000012,usable,0,0.0,not_classified,2,2,1,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
28,-0.0312500000000001,usable,0,0.0,not_classified,4,4,3,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
29,-0.031249999999999972,usable,0,0.0,not_classified,4,4,3,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
30,0.2721688034188031,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
31,0.10550213675213638,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
32,-0.029113247863247826,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
33,-0.029113247863247864,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
34,-0.016292735042734825,usable,0,0.0,not_classified,6,6,5,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
35,0.009348290598290752,usable,0,0.0,not_classified,6,6,5,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
36,-0.04513888888888886,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
37,-0.017361111111111112,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
6,-0.03124999999999996,usable,0,0.0,not_classified,5,5,3,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
8,-0.031249999999999938,usable,0,0.0,not_classified,5,5,3,C2-B,manual,extra_count_rate,fallback_only,within_stage_LOBO
1,-0.03125000000000006,usable,0,0.0,not_classified,5,5,3,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
10,-0.03125000000000004,usable,0,0.0,not_classified,5,5,3,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
11,-0.031249999999999944,usable,0,0.0,not_classified,4,4,2,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
12,-0.03124999999999992,usable,0,0.0,not_classified,4,4,2,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
13,-0.031249999999999997,usable,0,0.0,not_classified,5,5,4,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
15,-0.0312499999999999,usable,0,0.0,not_classified,5,5,4,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
17,-0.031250000000000076,usable,0,0.0,not_classified,2,2,1,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
2,0.09375000000000012,usable,0,0.0,not_classified,2,2,1,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
28,-0.0312500000000001,usable,0,0.0,not_classified,4,4,3,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
29,-0.031249999999999972,usable,0,0.0,not_classified,4,4,3,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
30,0.2721688034188031,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
31,0.10550213675213638,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
32,-0.029113247863247826,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
33,-0.029113247863247864,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
34,-0.016292735042734825,usable,0,0.0,not_classified,6,6,5,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
35,0.009348290598290752,usable,0,0.0,not_classified,6,6,5,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
36,-0.04513888888888886,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
37,-0.017361111111111112,usable,0,0.0,not_classified,6,6,4,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
6,-0.03124999999999996,usable,0,0.0,not_classified,5,5,3,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
8,-0.031249999999999938,usable,0,0.0,not_classified,5,5,3,C2-B,manual,extra_count_rate,current20_sensitivity,within_stage_LOBO
1,0.798809639363658,usable,0,0.0,not_classified,5,5,3,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
10,-0.4717628923386951,usable,0,0.0,not_classified,5,5,3,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
11,-1.8261107267351877,usable,0,0.0,not_classified,4,4,2,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
12,0.0676678818955094,usable,0,0.0,not_classified,4,4,2,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
13,0.7561428168456911,usable,0,0.0,not_classified,5,5,4,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
15,-0.7152099562751015,usable,0,0.0,not_classified,5,5,4,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
17,-0.37795326978068766,usable,0,0.0,not_classified,2,2,1,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
2,-0.5939621087729019,usable,0,0.0,not_classified,2,2,1,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
28,-0.7629546442726455,usable,0,0.0,not_classified,4,4,3,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
29,0.13019332065797765,usable,0,0.0,not_classified,4,4,3,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
30,0.45366603374952097,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
31,-0.2818681762888564,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
32,1.3164787097533153,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
33,-0.30170632493098065,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
34,0.20132109020697456,usable,0,0.0,not_classified,6,6,5,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
35,-0.26821870646922635,usable,0,0.0,not_classified,6,6,5,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
36,1.4514095171479602,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
37,1.532553973176622,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
6,-0.49782339603858955,usable,0,0.0,not_classified,5,5,3,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
8,-0.6106727808943566,usable,0,0.0,not_classified,5,5,3,C2-B,manual,matched_angle,all_usable,within_stage_LOBO
1,0.798809639363658,usable,0,0.0,not_classified,5,5,3,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
10,-0.4717628923386951,usable,0,0.0,not_classified,5,5,3,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
11,-1.8261107267351877,usable,0,0.0,not_classified,4,4,2,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
12,0.0676678818955094,usable,0,0.0,not_classified,4,4,2,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
13,0.7561428168456911,usable,0,0.0,not_classified,5,5,4,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
15,-0.7152099562751015,usable,0,0.0,not_classified,5,5,4,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
17,-0.37795326978068766,usable,0,0.0,not_classified,2,2,1,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
2,-0.5939621087729019,usable,0,0.0,not_classified,2,2,1,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
28,-0.7629546442726455,usable,0,0.0,not_classified,4,4,3,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
29,0.13019332065797765,usable,0,0.0,not_classified,4,4,3,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
30,0.45366603374952097,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
31,-0.2818681762888564,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
32,1.3164787097533153,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
33,-0.30170632493098065,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
34,0.20132109020697456,usable,0,0.0,not_classified,6,6,5,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
35,-0.26821870646922635,usable,0,0.0,not_classified,6,6,5,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
36,1.4514095171479602,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
37,1.532553973176622,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
6,-0.49782339603858955,usable,0,0.0,not_classified,5,5,3,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
8,-0.6106727808943566,usable,0,0.0,not_classified,5,5,3,C2-B,manual,matched_angle,fallback_only,within_stage_LOBO
1,0.798809639363658,usable,0,0.0,not_classified,5,5,3,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
10,-0.4717628923386951,usable,0,0.0,not_classified,5,5,3,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
11,-1.8261107267351877,usable,0,0.0,not_classified,4,4,2,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
12,0.0676678818955094,usable,0,0.0,not_classified,4,4,2,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
13,0.7561428168456911,usable,0,0.0,not_classified,5,5,4,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
15,-0.7152099562751015,usable,0,0.0,not_classified,5,5,4,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
17,-0.37795326978068766,usable,0,0.0,not_classified,2,2,1,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
2,-0.5939621087729019,usable,0,0.0,not_classified,2,2,1,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
28,-0.7629546442726455,usable,0,0.0,not_classified,4,4,3,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
29,0.13019332065797765,usable,0,0.0,not_classified,4,4,3,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
30,0.45366603374952097,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
31,-0.2818681762888564,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
32,1.3164787097533153,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
33,-0.30170632493098065,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
34,0.20132109020697456,usable,0,0.0,not_classified,6,6,5,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
35,-0.26821870646922635,usable,0,0.0,not_classified,6,6,5,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
36,1.4514095171479602,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
37,1.532553973176622,usable,0,0.0,not_classified,6,6,4,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
6,-0.49782339603858955,usable,0,0.0,not_classified,5,5,3,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
8,-0.6106727808943566,usable,0,0.0,not_classified,5,5,3,C2-B,manual,matched_angle,current20_sensitivity,within_stage_LOBO
1,0.009090909090909084,usable,0,0.0,not_classified,5,5,3,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
10,-0.009090909090909089,usable,0,0.0,not_classified,5,5,3,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
11,0.0,usable,0,0.0,not_classified,4,4,2,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
12,0.0,usable,0,0.0,not_classified,4,4,2,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
13,-0.03333333333333333,usable,0,0.0,not_classified,5,5,4,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
15,0.033333333333333395,usable,0,0.0,not_classified,5,5,4,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
17,0.0,usable,0,0.0,not_classified,2,2,1,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
2,0.0,usable,0,0.0,not_classified,2,2,1,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
28,-0.06249999999999998,usable,0,0.0,not_classified,4,4,3,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
29,0.06250000000000006,usable,0,0.0,not_classified,4,4,3,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
30,0.03657661782661789,usable,0,0.0,not_classified,6,6,4,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
31,-0.05092338217338217,usable,0,0.0,not_classified,6,6,4,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
32,-0.03350122100122095,usable,0,0.0,not_classified,6,6,4,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
33,0.026022588522588517,usable,0,0.0,not_classified,6,6,4,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
34,0.009539072039072014,usable,0,0.0,not_classified,6,6,5,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
35,0.012286324786324758,usable,0,0.0,not_classified,6,6,5,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
36,-0.027777777777777776,usable,0,0.0,not_classified,6,6,4,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
37,0.027777777777777735,usable,0,0.0,not_classified,6,6,4,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
6,0.0,usable,0,0.0,not_classified,5,5,3,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
8,0.0,usable,0,0.0,not_classified,5,5,3,C2-B,manual,missing_count_rate,all_usable,within_stage_LOBO
1,0.009090909090909084,usable,0,0.0,not_classified,5,5,3,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
10,-0.009090909090909089,usable,0,0.0,not_classified,5,5,3,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
11,0.0,usable,0,0.0,not_classified,4,4,2,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
12,0.0,usable,0,0.0,not_classified,4,4,2,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
13,-0.03333333333333333,usable,0,0.0,not_classified,5,5,4,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
15,0.033333333333333395,usable,0,0.0,not_classified,5,5,4,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
17,0.0,usable,0,0.0,not_classified,2,2,1,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
2,0.0,usable,0,0.0,not_classified,2,2,1,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
28,-0.06249999999999998,usable,0,0.0,not_classified,4,4,3,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
29,0.06250000000000006,usable,0,0.0,not_classified,4,4,3,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
30,0.03657661782661789,usable,0,0.0,not_classified,6,6,4,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
31,-0.05092338217338217,usable,0,0.0,not_classified,6,6,4,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
32,-0.03350122100122095,usable,0,0.0,not_classified,6,6,4,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
33,0.026022588522588517,usable,0,0.0,not_classified,6,6,4,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
34,0.009539072039072014,usable,0,0.0,not_classified,6,6,5,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
35,0.012286324786324758,usable,0,0.0,not_classified,6,6,5,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
36,-0.027777777777777776,usable,0,0.0,not_classified,6,6,4,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
37,0.027777777777777735,usable,0,0.0,not_classified,6,6,4,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
6,0.0,usable,0,0.0,not_classified,5,5,3,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
8,0.0,usable,0,0.0,not_classified,5,5,3,C2-B,manual,missing_count_rate,fallback_only,within_stage_LOBO
