condition,field,value,target,controls,n,buildings,slope,cluster_se,lo,hi,partial_rho,status
manual,scene_category,起居与休闲,late_new_geometry,n,133,20,0.0465934134563,0.0982597780105,-0.145995751444,0.239182578357,0.0498215780101,descriptive_not_causal
manual,scene_category,起居与休闲,late_new_geometry,n_building,133,20,0.101030072415,0.109987545608,-0.114545516976,0.316605661807,0.0639673755616,descriptive_not_causal
manual,scene_category,起居与休闲,half_tv,none,133,20,0.0501046703439,0.0511611867349,-0.0501712556566,0.150380596344,0.0874340949996,descriptive_not_causal
manual,scene_category,起居与休闲,half_tv,n,133,20,0.0268389858065,0.0520569574187,-0.0751926507341,0.128870622347,-0.0526816878886,descriptive_not_causal
manual,scene_category,起居与休闲,half_tv,n_building,133,20,0.0429853627103,0.0584422187542,-0.0715613860478,0.157532111468,0.0135143773012,descriptive_not_causal
manual,scene_category,起居与休闲,singleton_mass,none,166,22,0.0746419546906,0.0906348495751,-0.103002350477,0.252286259858,0.0640343626524,descriptive_not_causal
manual,scene_category,起居与休闲,singleton_mass,n,166,22,0.0291857139423,0.0839202482358,-0.1352979726,0.193669400484,0.0813642651529,descriptive_not_causal
manual,scene_category,起居与休闲,singleton_mass,n_building,166,22,0.0354303343708,0.08147100807,-0.124252841446,0.195113510188,0.0369795697967,descriptive_not_causal
manual,scene_category,起居与休闲,within_mode_median,none,126,19,0.000135554361261,0.00519697359424,-0.0100505138835,0.010321622606,-0.0104068992103,descriptive_not_causal
manual,scene_category,起居与休闲,within_mode_median,n,126,19,-0.000806157931641,0.00478482410377,-0.010184413175,0.00857209731174,-0.0867322144004,descriptive_not_causal
manual,scene_category,起居与休闲,within_mode_median,n_building,126,19,-2.77479126357e-05,0.00511043911604,-0.0100442085801,0.00998871275481,-0.0538284301773,descriptive_not_causal
manual,scene_category,厨房与用餐,late_new_geometry,none,133,20,-0.0978779999999,0.0272717570224,-0.151330643764,-0.044425356236,-0.0540953378128,descriptive_not_causal
manual,scene_category,厨房与用餐,late_new_geometry,n,133,20,-0.132594080755,0.0348110864693,-0.200823810235,-0.0643643512754,-0.0063160736875,descriptive_not_causal
manual,scene_category,厨房与用餐,late_new_geometry,n_building,133,20,-0.0816211308667,0.0375623404566,-0.155243318162,-0.00799894357178,-0.00968800045648,descriptive_not_causal
manual,scene_category,厨房与用餐,half_tv,none,133,20,-0.0166968482322,0.0237341057148,-0.0632156954332,0.0298219989688,-0.0395611108176,descriptive_not_causal
manual,scene_category,厨房与用餐,half_tv,n,133,20,-0.0387051341718,0.0235006312197,-0.0847663713625,0.00735610301887,-0.104402592975,descriptive_not_causal
manual,scene_category,厨房与用餐,half_tv,n_building,133,20,-0.0300201589999,0.0199044129924,-0.069032808465,0.0089924904652,-0.0539833632728,descriptive_not_causal
manual,scene_category,厨房与用餐,singleton_mass,none,166,22,-0.145146395684,0.0465560432331,-0.236396240421,-0.0538965509473,-0.0705793235492,descriptive_not_causal
manual,scene_category,厨房与用餐,singleton_mass,n,166,22,-0.171302193478,0.046783434512,-0.262997725122,-0.0796066618348,0.0173853904022,descriptive_not_causal
manual,scene_category,厨房与用餐,singleton_mass,n_building,166,22,-0.137005028738,0.0408985230502,-0.217166133916,-0.0568439235592,-0.0393453333249,descriptive_not_causal
manual,scene_category,厨房与用餐,within_mode_median,none,126,19,0.00197432818416,0.0047389532672,-0.00731402021954,0.0112626765879,0.0348991597972,descriptive_not_causal
manual,scene_category,厨房与用餐,within_mode_median,n,126,19,0.00108577246299,0.00484695629925,-0.00841426188355,0.0105858068095,-0.0999847680743,descriptive_not_causal
manual,scene_category,厨房与用餐,within_mode_median,n_building,126,19,0.00272829343961,0.00587074826958,-0.00877837316877,0.014234960048,0.0447909059334,descriptive_not_causal
manual,scene_category,储藏与家务辅助,late_new_geometry,none,133,20,0.00875520833339,0.073782011647,-0.135857534495,0.153367951162,0.0144529528507,descriptive_not_causal
manual,scene_category,储藏与家务辅助,late_new_geometry,n,133,20,0.0072526995461,0.0637624508385,-0.117721704097,0.13222710319,0.0801413860175,descriptive_not_causal
manual,scene_category,储藏与家务辅助,late_new_geometry,n_building,133,20,0.0347011893782,0.0639063680947,-0.0905552920875,0.159957670844,-0.0132151534734,descriptive_not_causal
manual,scene_category,储藏与家务辅助,half_tv,none,133,20,0.00533417568826,0.050556105161,-0.0937557904272,0.104424141804,0.0139082030218,descriptive_not_causal
manual,scene_category,储藏与家务辅助,half_tv,n,133,20,0.00436005472649,0.0423596048984,-0.0786647708743,0.0873848803273,-0.0755574916838,descriptive_not_causal
manual,scene_category,储藏与家务辅助,half_tv,n_building,133,20,0.0257623439305,0.0519602170726,-0.0760796815318,0.127604369393,0.0297200962629,descriptive_not_causal
manual,scene_category,储藏与家务辅助,singleton_mass,none,166,22,-0.0671385087389,0.0866984384935,-0.237067448186,0.102790430708,-0.0126096192019,descriptive_not_causal
manual,scene_category,储藏与家务辅助,singleton_mass,n,166,22,-0.0658486259316,0.0967445280213,-0.255467900853,0.12377064899,-0.0794550868882,descriptive_not_causal
manual,scene_category,储藏与家务辅助,singleton_mass,n_building,166,22,-0.0307525261965,0.117048141436,-0.260166883412,0.198661831019,-0.00155964074565,descriptive_not_causal
manual,scene_category,储藏与家务辅助,within_mode_median,none,126,19,0.0151161731607,0.00754036712414,0.000337053597415,0.029895292724,0.145871075785,descriptive_not_causal
manual,scene_category,储藏与家务辅助,within_mode_median,n,126,19,0.0149974673379,0.00693866608992,0.00139768180163,0.0285972528741,-0.0028955671112,descriptive_not_causal
manual,scene_category,储藏与家务辅助,within_mode_median,n_building,126,19,0.0144705870337,0.0073693469309,2.66670490982e-05,0.0289145070182,0.0959956657763,descriptive_not_causal
manual,scene_category,"复合／待定  , 厨房 客厅",late_new_geometry,none,133,20,0.730585858586,0.0170550987471,0.697157865042,0.76401385213,0.14320959649,descriptive_not_causal
manual,scene_category,"复合／待定  , 厨房 客厅",late_new_geometry,n,133,20,0.690778421161,0.0271654628447,0.637534113985,0.744022728337,0.067303554669,descriptive_not_causal
manual,scene_category,"复合／待定  , 厨房 客厅",late_new_geometry,n_building,133,,,,,,,no_within_control_variation
manual,scene_category,"复合／待定  , 厨房 客厅",half_tv,none,133,20,0.253987990942,0.0111953079994,0.232045187263,0.275930794621,0.137244721139,descriptive_not_causal
manual,scene_category,"复合／待定  , 厨房 客厅",half_tv,n,133,20,0.227708516692,0.013466390808,0.201314390708,0.254102642676,-0.0709929997512,descriptive_not_causal
manual,scene_category,"复合／待定  , 厨房 客厅",half_tv,n_building,133,,,,,,,no_within_control_variation
manual,scene_category,"复合／待定  , 厨房 客厅",singleton_mass,none,166,22,0.70031613499,0.0292391360224,0.643007428386,0.757624841593,0.119196058341,descriptive_not_causal
manual,scene_category,"复合／待定  , 厨房 客厅",singleton_mass,n,166,22,0.682669867027,0.0308085789629,0.62228505226,0.743054681794,0.0981152976421,descriptive_not_causal
manual,scene_category,"复合／待定  , 厨房 客厅",singleton_mass,n_building,166,22,0.92877343124,0.0222076681278,0.88524640171,0.972300460771,0.00729902140962,descriptive_not_causal
manual,scene_category,"复合／待定  , 厨房 客厅",within_mode_median,none,126,,,,,,,insufficient_variation
manual,scene_category,"复合／待定  , 厨房 客厅",within_mode_median,n,126,,,,,,,insufficient_variation
manual,scene_category,"复合／待定  , 厨房 客厅",within_mode_median,n_building,126,,,,,,,insufficient_variation
manual,scene_category,无法判断,late_new_geometry,none,133,20,-0.216535353535,0.0176060529011,-0.251043217222,-0.182027489849,-0.0659218777492,descriptive_not_causal
manual,scene_category,无法判断,late_new_geometry,n,133,20,-0.2421709459,0.0239608143826,-0.28913414209,-0.19520774971,0.0345405673487,descriptive_not_causal
manual,scene_category,无法判断,late_new_geometry,n_building,133,20,-0.285806406503,0.0104894960924,-0.306365818844,-0.265246994162,0.0234041167487,descriptive_not_causal
manual,scene_category,无法判断,half_tv,none,133,20,-0.0938655444118,0.0111552160602,-0.11572976789,-0.0720013209338,-0.0771292647721,descriptive_not_causal
manual,scene_category,无法判断,half_tv,n,133,20,-0.110447939797,0.0123545022415,-0.134662764191,-0.0862331154039,-0.102038726871,descriptive_not_causal
manual,scene_category,无法判断,half_tv,n_building,133,20,-0.103156696332,0.0048595202898,-0.1126813561,-0.0936320365642,-0.082465799415,descriptive_not_causal
manual,scene_category,无法判断,singleton_mass,none,166,22,-0.305744471071,0.0289427863747,-0.362472332366,-0.249016609777,-0.100289097363,descriptive_not_causal
manual,scene_category,无法判断,singleton_mass,n,166,22,-0.305169643436,0.0246963119611,-0.35357441488,-0.256764871992,-0.0994537987745,descriptive_not_causal
manual,scene_category,无法判断,singleton_mass,n_building,166,22,-0.318497162679,0.0103102036901,-0.338705161912,-0.298289163447,0.0345712729261,descriptive_not_causal
manual,scene_category,无法判断,within_mode_median,none,126,19,0.00500064849265,0.00148421091016,0.00209159510874,0.00790970187656,0.0307391155869,descriptive_not_causal
manual,scene_category,无法判断,within_mode_median,n,126,19,0.0043020601466,0.0017016684544,0.000966789975967,0.00763733031723,-0.101610786028,descriptive_not_causal
manual,scene_category,无法判断,within_mode_median,n_building,126,19,0.0072908414397,0.000661786633237,0.00599373963855,0.00858794324084,0.000414163857931,descriptive_not_causal
manual,scene_category,特殊用途,late_new_geometry,none,133,20,-0.211419847328,0.0180932830795,-0.246882682164,-0.175957012493,-0.11617171159,descriptive_not_causal
manual,scene_category,特殊用途,late_new_geometry,n,133,20,-0.273916332144,0.0327747691725,-0.338154879722,-0.209677784566,-0.00704998343002,descriptive_not_causal
manual,scene_category,特殊用途,late_new_geometry,n_building,133,20,-0.610609563324,0.0248941697189,-0.659402135973,-0.561816990675,-0.0279827429666,descriptive_not_causal
manual,scene_category,特殊用途,half_tv,none,133,20,7.95023228969e-05,0.0113632708592,-0.0221925085612,0.022351513207,0.0128815042578,descriptive_not_causal
manual,scene_category,特殊用途,half_tv,n,133,20,-0.0391952511561,0.0153068253507,-0.0691966288436,-0.00919387346866,-0.0967871796416,descriptive_not_causal
manual,scene_category,特殊用途,half_tv,n_building,133,20,-0.183400273116,0.0117215116609,-0.206374435971,-0.16042611026,-0.0999738619645,descriptive_not_causal
manual,scene_category,特殊用途,singleton_mass,none,166,22,-0.206389254431,0.0294895741464,-0.264188819758,-0.148589689104,-0.0722970584081,descriptive_not_causal
manual,scene_category,特殊用途,singleton_mass,n,166,22,-0.24603156599,0.036377760355,-0.317331976286,-0.174731155694,0.0623215043739,descriptive_not_causal
manual,scene_category,特殊用途,singleton_mass,n_building,166,22,-0.578826841489,0.0245248030112,-0.626895455391,-0.530758227587,0.00436339417453,descriptive_not_causal
manual,scene_category,特殊用途,within_mode_median,none,126,19,0.0110049574201,0.00146318868152,0.00813710760433,0.0138728072359,0.0803097645706,descriptive_not_causal
manual,scene_category,特殊用途,within_mode_median,n,126,19,0.0095541601323,0.00217371199286,0.0052936846263,0.0138146356383,-0.0800449932525,descriptive_not_causal
manual,scene_category,特殊用途,within_mode_median,n_building,126,19,0.00902038603027,0.0031468552723,0.00285254969656,0.015188222364,-0.00087034433913,descriptive_not_causal
manual,main_function_primary,unknown,late_new_geometry,none,133,20,-0.0062198681732,0.0845305054764,-0.171899658907,0.159459922561,-0.0552486805533,descriptive_not_causal
manual,main_function_primary,unknown,late_new_geometry,n,133,20,-0.0199289189849,0.0748395847942,-0.166614505181,0.126756667212,0.0178917834181,descriptive_not_causal
manual,main_function_primary,unknown,late_new_geometry,n_building,133,20,-0.0667402438111,0.0522047906413,-0.169061633468,0.0355811458458,-0.0054898513793,descriptive_not_causal
manual,main_function_primary,unknown,half_tv,none,133,20,-0.0509576899824,0.0416400182672,-0.132572125786,0.0306567458212,-0.117395059748,descriptive_not_causal
manual,main_function_primary,unknown,half_tv,n,133,20,-0.0599932567272,0.0351917864014,-0.128969158074,0.0089826446195,-0.135317117029,descriptive_not_causal
manual,main_function_primary,unknown,half_tv,n_building,133,20,-0.0743711331069,0.0264324854975,-0.126178804682,-0.0225634615318,-0.113678215525,descriptive_not_causal
manual,main_function_primary,unknown,singleton_mass,none,166,22,-0.0742518389345,0.0885215169778,-0.247754012211,0.0992503343421,-0.0923147176152,descriptive_not_causal
manual,main_function_primary,unknown,singleton_mass,n,166,22,-0.073620961112,0.0812603261143,-0.232891200296,0.0856492780719,-0.106054834291,descriptive_not_causal
manual,main_function_primary,unknown,singleton_mass,n_building,166,22,-0.0245742308162,0.0873339643954,-0.195748801031,0.146600339399,-0.0173707497607,descriptive_not_causal
manual,main_function_primary,unknown,within_mode_median,none,126,19,-0.00429994582795,0.00663230160955,-0.0172992569827,0.00869936532676,-0.080700827144,descriptive_not_causal
manual,main_function_primary,unknown,within_mode_median,n,126,19,-0.00456888196398,0.00678736855198,-0.0178721243259,0.00873436039791,-0.13467463309,descriptive_not_causal
manual,main_function_primary,unknown,within_mode_median,n_building,126,19,-0.00475411251002,0.0077906585126,-0.0200238031947,0.0105155781747,-0.0920817177801,descriptive_not_causal
manual,main_function_primary,sleep,late_new_geometry,none,133,20,-0.0634327393431,0.0385227696469,-0.138937367851,0.0120718891648,-0.0854322356023,descriptive_not_causal
manual,main_function_primary,sleep,late_new_geometry,n,133,20,-0.0907191472861,0.0315435661009,-0.152544536844,-0.0288937577283,-0.121279682806,descriptive_not_causal
manual,main_function_primary,sleep,late_new_geometry,n_building,133,20,-0.0947188794729,0.0312709331102,-0.156009908369,-0.033427850577,-0.157270139622,descriptive_not_causal
manual,main_function_primary,sleep,half_tv,none,133,20,-0.0342262129615,0.0198024711403,-0.0730390563966,0.00458663047351,-0.0986546256369,descriptive_not_causal
manual,main_function_primary,sleep,half_tv,n,133,20,-0.0517907663347,0.0158287254107,-0.0828150681397,-0.0207664645298,-0.21058730392,descriptive_not_causal
manual,main_function_primary,sleep,half_tv,n_building,133,20,-0.0497291570831,0.0180672489074,-0.0851409649417,-0.0143173492246,-0.170676302019,descriptive_not_causal
manual,main_function_primary,sleep,singleton_mass,none,166,22,-0.0562864762579,0.0531378408546,-0.160436644333,0.0478636918172,-0.0774848246518,descriptive_not_causal
manual,main_function_primary,sleep,singleton_mass,n,166,22,-0.0919969252427,0.0440386646644,-0.178312707985,-0.0056811425005,-0.0651456072444,descriptive_not_causal
manual,main_function_primary,sleep,singleton_mass,n_building,166,22,-0.119319741902,0.0424168225103,-0.202456714022,-0.0361827697817,-0.140598760366,descriptive_not_causal
manual,main_function_primary,sleep,within_mode_median,none,126,19,0.000851810310576,0.00259527053198,-0.0042349199321,0.00593854055326,0.0220691181044,descriptive_not_causal
manual,main_function_primary,sleep,within_mode_median,n,126,19,0.000115983996552,0.0028141848637,-0.00539981833629,0.0056317863294,-0.0902402036635,descriptive_not_causal
manual,main_function_primary,sleep,within_mode_median,n_building,126,19,0.000381063233064,0.00328921112401,-0.00606579057,0.00682791703613,-0.0204413513442,descriptive_not_causal
manual,main_function_primary,kitchen,late_new_geometry,none,133,20,-0.0732099737532,0.0460540087248,-0.163475830854,0.0170558833473,-0.00189221746737,descriptive_not_causal
manual,main_function_primary,kitchen,late_new_geometry,n,133,20,-0.131749598244,0.0528981314332,-0.235429935853,-0.0280692606346,0.00361444633048,descriptive_not_causal
manual,main_function_primary,kitchen,late_new_geometry,n_building,133,20,-0.123110127037,0.0606359837178,-0.241956655124,-0.00426359894972,-0.0403864673826,descriptive_not_causal
manual,main_function_primary,kitchen,half_tv,none,133,20,0.00747089522207,0.0362974797386,-0.0636721650655,0.0786139555097,0.00802543681981,descriptive_not_causal
manual,main_function_primary,kitchen,half_tv,n,133,20,-0.029223026499,0.0350494700579,-0.0979199878125,0.0394739348144,-0.0983002509891,descriptive_not_causal
manual,main_function_primary,kitchen,half_tv,n_building,133,20,-0.0183410528408,0.0324396547248,-0.0819227761015,0.0452406704199,-0.0525223819613,descriptive_not_causal
manual,main_function_primary,kitchen,singleton_mass,none,166,22,-0.148562264093,0.0490629959631,-0.244725736181,-0.0523987920056,-0.0706869566589,descriptive_not_causal
manual,main_function_primary,kitchen,singleton_mass,n,166,22,-0.200520249354,0.0548664835342,-0.308058557081,-0.0929819416273,0.0153431631378,descriptive_not_causal
manual,main_function_primary,kitchen,singleton_mass,n_building,166,22,-0.176988345585,0.0450191950914,-0.265225967964,-0.0887507232059,-0.0511162531791,descriptive_not_causal
manual,main_function_primary,kitchen,within_mode_median,none,126,19,0.00557176053774,0.00529625800109,-0.00480890514441,0.0159524262199,0.0737738774086,descriptive_not_causal
