image_id,code,condition,building,N_observed,N_geometry,N_unavailable,development_image,metric,k,finite_pool_new_incompatible_probability
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,mask,4,0.5841756070016939
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,mask,8,0.46355592198740664
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,mask,12,0.4225241011736503
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,mask,16,0.40152177992062227
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,cyclic8,2,0.9171607378129117
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,cyclic8,4,0.8494871070958028
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,cyclic8,8,0.75
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,cyclic8,12,0.6845238095238096
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,cyclic8,16,0.6396574440052701
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,cyclic12,2,0.5821805006587616
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,cyclic12,4,0.4058865047995483
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,cyclic12,8,0.26875617801381696
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,cyclic12,12,0.21542627348422205
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,cyclic12,16,0.18813131313131312
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,mask,2,0.525879917184265
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,mask,4,0.34494338613331743
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,mask,8,0.19866534506459124
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,mask,12,0.11914804807522535
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,mask,16,0.0717108977978543
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,cyclic8,2,0.9380764163372859
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,cyclic8,4,0.8814229249011858
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,cyclic8,8,0.7839262187088274
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,cyclic8,12,0.7075098814229249
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,cyclic8,16,0.6521739130434783
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,cyclic12,2,0.5862977602108037
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,cyclic12,4,0.3714047965764213
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,cyclic12,8,0.18900446108684094
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,cyclic12,12,0.12049224163909855
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,cyclic12,16,0.08305464894507834
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,mask,2,0.23962450592885376
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,mask,4,0.20878035008469795
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,mask,8,0.20833333333333334
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,mask,12,0.20833333333333334
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,mask,16,0.20833333333333334
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,cyclic8,2,0.4514163372859025
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,cyclic8,4,0.31516092603049123
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,cyclic8,8,0.23563395089677228
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,cyclic8,12,0.19073551353299636
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,cyclic8,16,0.1589262187088274
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,cyclic12,2,0.08926218708827405
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,cyclic12,4,0.0700969320534538
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,cyclic12,8,0.058959156785243744
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,cyclic12,12,0.050724637681159424
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va-13,semi,7y3sRwLe3Va,24,24,0,False,cyclic12,16,0.04512516469038208
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va-17,manual,7y3sRwLe3Va,5,5,0,False,mask,2,0.8
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va-17,manual,7y3sRwLe3Va,5,5,0,False,mask,4,0.6
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va-17,manual,7y3sRwLe3Va,5,5,0,False,cyclic8,2,0.8
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va-17,manual,7y3sRwLe3Va,5,5,0,False,cyclic8,4,0.6
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va-17,manual,7y3sRwLe3Va,5,5,0,False,cyclic12,2,0.4999999999999999
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va-17,manual,7y3sRwLe3Va,5,5,0,False,cyclic12,4,0.4
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va-18,manual,7y3sRwLe3Va,6,6,0,False,mask,2,0.8666666666666666
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va-18,manual,7y3sRwLe3Va,6,6,0,False,mask,4,0.7333333333333334
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va-18,manual,7y3sRwLe3Va,6,6,0,False,cyclic8,2,0.8666666666666666
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va-18,manual,7y3sRwLe3Va,6,6,0,False,cyclic8,4,0.7333333333333334
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va-18,manual,7y3sRwLe3Va,6,6,0,False,cyclic12,2,0.21666666666666665
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va-18,manual,7y3sRwLe3Va,6,6,0,False,cyclic12,4,0.03333333333333333
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va-19,manual,7y3sRwLe3Va,6,6,0,False,mask,2,0.26666666666666666
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va-19,manual,7y3sRwLe3Va,6,6,0,False,mask,4,0.06666666666666667
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va-19,manual,7y3sRwLe3Va,6,6,0,False,cyclic8,2,0.39999999999999997
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va-19,manual,7y3sRwLe3Va,6,6,0,False,cyclic8,4,0.3333333333333333
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va-19,manual,7y3sRwLe3Va,6,6,0,False,cyclic12,2,0.0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va-19,manual,7y3sRwLe3Va,6,6,0,False,cyclic12,4,0.0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va-19,semi,7y3sRwLe3Va,4,4,0,False,mask,2,0.0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va-19,semi,7y3sRwLe3Va,4,4,0,False,cyclic8,2,0.0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va-19,semi,7y3sRwLe3Va,4,4,0,False,cyclic12,2,0.0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va-21,manual,7y3sRwLe3Va,5,5,0,False,mask,2,0.2
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va-21,manual,7y3sRwLe3Va,5,5,0,False,mask,4,0.2
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va-21,manual,7y3sRwLe3Va,5,5,0,False,cyclic8,2,1.0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va-21,manual,7y3sRwLe3Va,5,5,0,False,cyclic8,4,1.0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va-21,manual,7y3sRwLe3Va,5,5,0,False,cyclic12,2,0.0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va-21,manual,7y3sRwLe3Va,5,5,0,False,cyclic12,4,0.0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va-21,semi,7y3sRwLe3Va,4,4,0,False,mask,2,0.0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va-21,semi,7y3sRwLe3Va,4,4,0,False,cyclic8,2,0.0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va-21,semi,7y3sRwLe3Va,4,4,0,False,cyclic12,2,0.0
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va-22,manual,7y3sRwLe3Va,5,5,0,False,mask,2,0.5
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va-22,manual,7y3sRwLe3Va,5,5,0,False,mask,4,0.4
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va-22,manual,7y3sRwLe3Va,5,5,0,False,cyclic8,2,0.6333333333333333
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va-22,manual,7y3sRwLe3Va,5,5,0,False,cyclic8,4,0.4
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va-22,manual,7y3sRwLe3Va,5,5,0,False,cyclic12,2,0.5
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va-22,manual,7y3sRwLe3Va,5,5,0,False,cyclic12,4,0.4
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va-23,manual,7y3sRwLe3Va,5,5,0,False,mask,2,0.2
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va-23,manual,7y3sRwLe3Va,5,5,0,False,mask,4,0.2
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va-23,manual,7y3sRwLe3Va,5,5,0,False,cyclic8,2,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va-23,manual,7y3sRwLe3Va,5,5,0,False,cyclic8,4,1.0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va-23,manual,7y3sRwLe3Va,5,5,0,False,cyclic12,2,0.4666666666666666
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va-23,manual,7y3sRwLe3Va,5,5,0,False,cyclic12,4,0.2
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va-26,manual,7y3sRwLe3Va,5,5,0,False,mask,2,0.2
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va-26,manual,7y3sRwLe3Va,5,5,0,False,mask,4,0.2
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va-26,manual,7y3sRwLe3Va,5,5,0,False,cyclic8,2,0.6333333333333333
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va-26,manual,7y3sRwLe3Va,5,5,0,False,cyclic8,4,0.4
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va-26,manual,7y3sRwLe3Va,5,5,0,False,cyclic12,2,0.1
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va-26,manual,7y3sRwLe3Va,5,5,0,False,cyclic12,4,0.0
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,mask,2,0.2663043478260869
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,mask,4,0.17930077169207603
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,mask,8,0.11694419290495478
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,mask,12,0.07091097308488613
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,mask,16,0.03656126482213439
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,cyclic8,2,0.5726284584980238
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,cyclic8,4,0.42612930547713157
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,cyclic8,8,0.3206215812724091
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,cyclic8,12,0.25621151910861156
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,cyclic8,16,0.20355731225296445
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,cyclic12,2,0.272068511198946
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,cyclic12,4,0.1853943158290984
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,cyclic12,8,0.12681550326253518
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,cyclic12,12,0.08178053830227743
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs-10,semi,B6ByNegPMKs,24,24,0,False,cyclic12,16,0.04578392621870883
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,mask,2,0.3754940711462451
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,mask,4,0.1844438170525127
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,mask,8,0.08465417059272222
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,mask,12,0.06290668881529024
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,mask,16,0.05436567179399324
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,cyclic8,2,0.674901185770751
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,cyclic8,4,0.5061217767739508
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,cyclic8,8,0.3781138209392349
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,cyclic8,12,0.34598084084892533
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,cyclic8,16,0.3369480237833986
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,cyclic12,2,0.461133069828722
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,cyclic12,4,0.25113401091661963
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,cyclic12,8,0.11998034252880126
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,cyclic12,12,0.084536111575417
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs-11,manual,B6ByNegPMKs,24,24,0,True,cyclic12,16,0.06721424094219895
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs-18,manual,B6ByNegPMKs,5,5,0,False,mask,2,0.6333333333333333
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs-18,manual,B6ByNegPMKs,5,5,0,False,mask,4,0.4
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs-18,manual,B6ByNegPMKs,5,5,0,False,cyclic8,2,0.5
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs-18,manual,B6ByNegPMKs,5,5,0,False,cyclic8,4,0.4
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs-18,manual,B6ByNegPMKs,5,5,0,False,cyclic12,2,0.0
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs-18,manual,B6ByNegPMKs,5,5,0,False,cyclic12,4,0.0
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs-18,semi,B6ByNegPMKs,4,4,0,False,mask,2,0.25
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs-18,semi,B6ByNegPMKs,4,4,0,False,cyclic8,2,0.25
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs-18,semi,B6ByNegPMKs,4,4,0,False,cyclic12,2,0.25
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs-21,manual,B6ByNegPMKs,5,5,0,True,mask,2,0.0
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs-21,manual,B6ByNegPMKs,5,5,0,True,mask,4,0.0
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs-21,manual,B6ByNegPMKs,5,5,0,True,cyclic8,2,0.4999999999999999
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs-21,manual,B6ByNegPMKs,5,5,0,True,cyclic8,4,0.4
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs-21,manual,B6ByNegPMKs,5,5,0,True,cyclic12,2,0.2666666666666667
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs-21,manual,B6ByNegPMKs,5,5,0,True,cyclic12,4,0.2
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs-21,semi,B6ByNegPMKs,4,4,0,True,mask,2,0.0
