image_id,code,condition,building,N_observed,N_geometry,N_unavailable,development_image,method,clusters,supported,singletons,singleton_mass,largest_share,entropy_bits,sizes,noise_n,inference_status
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut06,3,0,3,1.0,0.3333333333333333,1.584962500721156,1;1;1,0,exploratory_partition
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut08,2,1,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,2;1,0,exploratory_partition
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut10,2,1,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,2;1,0,exploratory_partition
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut14,2,1,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,2;1,0,exploratory_partition
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A3_cyclic_cut16,2,1,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,2;1,0,exploratory_partition
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.050,2,1,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,2;1,0,exploratory_partition
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.075,2,1,1,0.3333333333333333,0.6666666666666666,0.9182958340544896,2;1,0,exploratory_partition
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.125,1,1,0,0.0,1.0,-0.0,3,0,exploratory_partition
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.150,1,1,0,0.0,1.0,-0.0,3,0,exploratory_partition
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7-09,manual,2t7WUuJeko7,3,3,0,False,A1_mask_cut0.200,1,1,0,0.0,1.0,-0.0,3,0,exploratory_partition
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A0_legacy,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A1_mask,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A2_local,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A3_cyclic,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A4_adaptive,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A5_density,1,0,1,1.0,1.0,-0.0,1,1,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A6_spectral,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A7_event,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A3_cyclic_cut06,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A3_cyclic_cut08,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A3_cyclic_cut10,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A3_cyclic_cut14,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A3_cyclic_cut16,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A1_mask_cut0.050,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A1_mask_cut0.075,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A1_mask_cut0.125,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A1_mask_cut0.150,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7-13,manual,2t7WUuJeko7,1,1,0,False,A1_mask_cut0.200,1,0,1,1.0,1.0,-0.0,1,0,single_response_not_consensus
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A0_legacy,2,1,1,0.2,0.8,0.7219280948873623,4;1,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A1_mask,1,1,0,0.0,1.0,-0.0,5,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A2_local,1,1,0,0.0,1.0,-0.0,5,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A3_cyclic,2,1,1,0.2,0.8,0.7219280948873623,4;1,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A4_adaptive,2,1,1,0.2,0.8,0.7219280948873623,4;1,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A5_density,2,2,0,0.0,0.6,0.9709505944546686,3;2,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A6_spectral,1,1,0,0.0,1.0,-0.0,5,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A7_event,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A3_cyclic_cut06,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A3_cyclic_cut08,4,1,3,0.6,0.4,1.9219280948873623,2;1;1;1,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A3_cyclic_cut10,3,1,2,0.4,0.6,1.3709505944546687,3;1;1,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A3_cyclic_cut14,1,1,0,0.0,1.0,-0.0,5,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A3_cyclic_cut16,1,1,0,0.0,1.0,-0.0,5,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A1_mask_cut0.050,2,2,0,0.0,0.6,0.9709505944546686,3;2,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A1_mask_cut0.075,1,1,0,0.0,1.0,-0.0,5,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A1_mask_cut0.125,1,1,0,0.0,1.0,-0.0,5,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A1_mask_cut0.150,1,1,0,0.0,1.0,-0.0,5,0,exploratory_partition
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va-03,manual,7y3sRwLe3Va,5,5,0,False,A1_mask_cut0.200,1,1,0,0.0,1.0,-0.0,5,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A0_legacy,1,1,0,0.0,1.0,-0.0,24,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A1_mask,1,1,0,0.0,1.0,-0.0,24,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A2_local,1,1,0,0.0,1.0,-0.0,24,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A3_cyclic,1,1,0,0.0,1.0,-0.0,24,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A4_adaptive,1,1,0,0.0,1.0,-0.0,24,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A5_density,14,6,8,0.3333333333333333,0.125,3.625814583693912,3;3;3;3;2;2;1;1;1;1;1;1;1;1,8,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A6_spectral,4,4,0,0.0,0.3333333333333333,1.949082295352821,8;7;5;4,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A7_event,3,2,1,0.041666666666666664,0.8333333333333334,0.785235442391543,20;3;1,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A3_cyclic_cut06,6,4,2,0.08333333333333333,0.6666666666666666,1.6682958340544896,16;2;2;2;1;1,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A3_cyclic_cut08,4,3,1,0.041666666666666664,0.75,1.176065103715944,18;3;2;1,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A3_cyclic_cut10,2,2,0,0.0,0.8333333333333334,0.6500224216483541,20;4,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A3_cyclic_cut14,1,1,0,0.0,1.0,-0.0,24,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A3_cyclic_cut16,1,1,0,0.0,1.0,-0.0,24,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A1_mask_cut0.050,2,2,0,0.0,0.7083333333333334,0.8708644692353644,17;7,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A1_mask_cut0.075,1,1,0,0.0,1.0,-0.0,24,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A1_mask_cut0.125,1,1,0,0.0,1.0,-0.0,24,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A1_mask_cut0.150,1,1,0,0.0,1.0,-0.0,24,0,exploratory_partition
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va-04,manual,7y3sRwLe3Va,24,24,0,False,A1_mask_cut0.200,1,1,0,0.0,1.0,-0.0,24,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A0_legacy,15,3,12,0.5,0.20833333333333334,3.569773835029478,5;4;3;1;1;1;1;1;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A1_mask,13,4,9,0.375,0.20833333333333334,3.3360388152612774,5;5;3;2;1;1;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A2_local,17,4,13,0.5416666666666666,0.16666666666666666,3.886842188131012,4;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A3_cyclic,12,4,8,0.3333333333333333,0.2916666666666667,3.115748962019488,7;5;2;2;1;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A4_adaptive,12,4,8,0.3333333333333333,0.2916666666666667,3.115748962019488,7;5;2;2;1;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A5_density,12,7,5,0.20833333333333334,0.16666666666666666,3.386842188131012,4;4;3;2;2;2;2;1;1;1;1;1,5,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A6_spectral,4,4,0,0.0,0.2916666666666667,1.9798687566511526,7;7;5;5,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A7_event,14,3,11,0.4583333333333333,0.20833333333333334,3.419372148594611,5;5;3;1;1;1;1;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A3_cyclic_cut06,21,3,18,0.75,0.08333333333333333,4.334962500721156,2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A3_cyclic_cut08,19,4,15,0.625,0.125,4.136842188131012,3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A3_cyclic_cut10,15,5,10,0.4166666666666667,0.20833333333333334,3.653107168362811,5;3;2;2;2;1;1;1;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A3_cyclic_cut14,7,5,2,0.08333333333333333,0.2916666666666667,2.447338796187554,7;7;4;2;2;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A3_cyclic_cut16,4,2,2,0.08333333333333333,0.8333333333333334,0.9000224216483541,20;2;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A1_mask_cut0.050,18,3,15,0.625,0.20833333333333334,3.9345608142862893,5;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A1_mask_cut0.075,16,4,12,0.5,0.20833333333333334,3.736440501696144,5;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A1_mask_cut0.125,12,5,7,0.2916666666666667,0.20833333333333334,3.252705481927944,5;5;3;2;2;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A1_mask_cut0.150,10,4,6,0.25,0.4166666666666667,2.7212518360044657,10;3;3;2;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va-08,oos,7y3sRwLe3Va,24,24,0,True,A1_mask_cut0.200,7,4,3,0.125,0.5416666666666666,2.100983694881109,13;3;3;2;1;1;1,0,exploratory_partition
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,A0_legacy,11,4,7,0.30434782608695654,0.2608695652173913,3.000972825245975,6;6;2;2;1;1;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,A1_mask,7,6,1,0.043478260869565216,0.2608695652173913,2.587504346796978,6;6;3;3;2;2;1,0,exploratory_partition
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,A2_local,9,5,4,0.17391304347826086,0.34782608695652173,2.7516103255281665,8;4;3;2;2;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,A3_cyclic,10,7,3,0.13043478260869565,0.17391304347826086,3.132257608230926,4;4;4;2;2;2;2;1;1;1,0,exploratory_partition
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,A4_adaptive,11,6,5,0.21739130434782608,0.17391304347826086,3.2618423904633667,4;3;3;3;3;2;1;1;1;1;1,0,exploratory_partition
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,A5_density,10,7,3,0.13043478260869565,0.17391304347826086,3.174885868724236,4;3;3;3;3;2;2;1;1;1,3,exploratory_partition
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va-12,oos,7y3sRwLe3Va,24,23,1,True,A6_spectral,3,3,0,0.0,0.4782608695652174,1.509871837193956,11;7;5,0,exploratory_partition
