analysis_role,block3_generated,ci_lower,ci_upper,cluster_unit,comparison,failed_replicates,formal_policy_frozen,formal_profile_frozen,metric,paired_same_draw,point_estimate,requested_replicates,scientific_conclusion_prohibited,seed,successful_replicates,validation_kind
diagnostic_pre_stage3,False,-0.014101227633101924,0.03566261023748737,building_id,P3_d_model_feat_local_max_vs_P1,0,False,False,paired_delta_rmse,True,0.0022238680651072013,1000,True,20260815,1000,leave_one_building_out
diagnostic_pre_stage3,False,-0.006874310251223723,0.011567313638131165,worker_id,P3_d_model_feat_local_max_vs_P1,0,False,False,paired_delta_rmse,True,0.0022238680651072013,1000,True,20260815,1000,leave_one_building_out
diagnostic_pre_stage3,False,-0.014887786367147054,0.029006762314288094,base_task_id,P3_d_model_feat_local_max_residualized_sensitivity_vs_P1,0,False,False,paired_delta_rmse,True,0.004059836048974433,1000,True,20260815,1000,leave_one_building_out
diagnostic_pre_stage3,False,-0.009103901956538915,0.02868502185634178,building_id,P3_d_model_feat_local_max_residualized_sensitivity_vs_P1,0,False,False,paired_delta_rmse,True,0.004059836048974433,1000,True,20260815,1000,leave_one_building_out
diagnostic_pre_stage3,False,-0.0042373901776351355,0.012013159535879826,worker_id,P3_d_model_feat_local_max_residualized_sensitivity_vs_P1,0,False,False,paired_delta_rmse,True,0.004059836048974433,1000,True,20260815,1000,leave_one_building_out
diagnostic_pre_stage3,False,-0.006710142469627512,0.008932039640947005,base_task_id,P2_vs_P1,0,False,False,paired_delta_rmse,True,0.0008636801254287285,1000,True,20260815,1000,temporal
diagnostic_pre_stage3,False,-0.0068683683194195105,0.012474373889476502,building_id,P2_vs_P1,0,False,False,paired_delta_rmse,True,0.0008636801254287285,1000,True,20260815,1000,temporal
diagnostic_pre_stage3,False,-0.007213906177897774,0.00885939974394936,worker_id,P2_vs_P1,0,False,False,paired_delta_rmse,True,0.0008636801254287285,1000,True,20260815,1000,temporal
diagnostic_pre_stage3,False,-0.0025977922968676097,0.0804609954115628,base_task_id,worker_x_risk_diagnostic_vs_P1,0,False,False,paired_delta_rmse,True,0.03762991781985103,1000,True,20260815,1000,temporal
diagnostic_pre_stage3,False,0.0018667318862770142,0.0949874682530353,building_id,worker_x_risk_diagnostic_vs_P1,0,False,False,paired_delta_rmse,True,0.03762991781985103,1000,True,20260815,1000,temporal
diagnostic_pre_stage3,False,0.006432777212767738,0.08119671438662607,worker_id,worker_x_risk_diagnostic_vs_P1,0,False,False,paired_delta_rmse,True,0.03762991781985103,1000,True,20260815,1000,temporal
diagnostic_pre_stage3,False,-0.03433282756862845,0.06914268515195417,base_task_id,P3_d_model_feat_local_max_vs_P1,0,False,False,paired_delta_rmse,True,0.023017914948603363,1000,True,20260815,1000,temporal
diagnostic_pre_stage3,False,-0.03491968818761551,0.07549586041170102,building_id,P3_d_model_feat_local_max_vs_P1,0,False,False,paired_delta_rmse,True,0.023017914948603363,1000,True,20260815,1000,temporal
diagnostic_pre_stage3,False,-0.007724517584998236,0.05015951732599983,worker_id,P3_d_model_feat_local_max_vs_P1,0,False,False,paired_delta_rmse,True,0.023017914948603363,1000,True,20260815,1000,temporal
diagnostic_pre_stage3,False,-0.02435198036841972,0.04888670806199171,base_task_id,P3_d_model_feat_local_max_residualized_sensitivity_vs_P1,0,False,False,paired_delta_rmse,True,0.015026800714503824,1000,True,20260815,1000,temporal
diagnostic_pre_stage3,False,-0.021138233264385336,0.0497948732935553,building_id,P3_d_model_feat_local_max_residualized_sensitivity_vs_P1,0,False,False,paired_delta_rmse,True,0.015026800714503824,1000,True,20260815,1000,temporal
diagnostic_pre_stage3,False,-0.004173055478060939,0.03148989033106485,worker_id,P3_d_model_feat_local_max_residualized_sensitivity_vs_P1,0,False,False,paired_delta_rmse,True,0.015026800714503824,1000,True,20260815,1000,temporal
