feature,heldout_building,worker,effect,group,training_rank
corners,S9hNv5qa7GM,2,0.763162641192,high,19
corners,S9hNv5qa7GM,6,0.108365566396,high,19
corners,S9hNv5qa7GM,8,-0.121541657855,low,19
corners,S9hNv5qa7GM,10,-0.624702245284,low,19
corners,S9hNv5qa7GM,11,0.468558732596,high,19
corners,S9hNv5qa7GM,12,0.664149510125,high,19
corners,S9hNv5qa7GM,13,-0.376418631006,low,19
corners,S9hNv5qa7GM,15,0.131173472622,high,19
corners,S9hNv5qa7GM,17,0.774840887462,high,19
corners,S9hNv5qa7GM,28,0.0607683362313,low,19
corners,S9hNv5qa7GM,29,-0.80769098617,low,19
corners,S9hNv5qa7GM,30,-0.191599698878,low,19
corners,S9hNv5qa7GM,31,-0.245373212365,low,19
corners,S9hNv5qa7GM,32,0.236648530717,high,19
corners,S9hNv5qa7GM,33,0.0680931117894,high,19
corners,S9hNv5qa7GM,34,-1.08621255847,low,19
corners,S9hNv5qa7GM,35,-0.263185417612,low,19
corners,S9hNv5qa7GM,36,-0.518204773551,low,19
corners,S9hNv5qa7GM,37,0.219863459675,high,19
corners,UwV83HsGsw3,1,0.668205780209,high,19
corners,UwV83HsGsw3,2,0.79725532513,high,19
corners,UwV83HsGsw3,6,0.1189598701,high,19
corners,UwV83HsGsw3,8,-0.127226814881,low,19
corners,UwV83HsGsw3,10,-0.675751107519,low,19
corners,UwV83HsGsw3,11,0.539565634426,high,19
corners,UwV83HsGsw3,12,0.654585268022,high,19
corners,UwV83HsGsw3,13,-0.416526472927,low,19
corners,UwV83HsGsw3,15,0.120340573283,high,19
corners,UwV83HsGsw3,17,0.839477516286,high,19
corners,UwV83HsGsw3,28,0.0858994928227,high,19
corners,UwV83HsGsw3,29,-0.772531298973,low,19
corners,UwV83HsGsw3,30,-0.147668185496,low,19
corners,UwV83HsGsw3,31,-0.300935479048,low,19
corners,UwV83HsGsw3,32,0.292412892753,high,19
corners,UwV83HsGsw3,33,0.0305094437923,low,19
corners,UwV83HsGsw3,34,-1.085690551,low,19
corners,UwV83HsGsw3,35,-0.252553712235,low,19
corners,UwV83HsGsw3,36,-0.580051663818,low,19
corners,UwV83HsGsw3,37,0.211723489069,high,19
corners,VFuaQ6m2Qom,1,0.739304932384,high,19
corners,VFuaQ6m2Qom,2,0.763162641192,high,19
corners,VFuaQ6m2Qom,6,0.108365566396,high,19
corners,VFuaQ6m2Qom,8,-0.121541657855,low,19
corners,VFuaQ6m2Qom,10,-0.624702245284,low,19
corners,VFuaQ6m2Qom,11,0.468558732596,high,19
corners,VFuaQ6m2Qom,12,0.664149510125,high,19
corners,VFuaQ6m2Qom,13,-0.376418631006,low,19
corners,VFuaQ6m2Qom,15,0.131173472622,high,19
corners,VFuaQ6m2Qom,17,0.774840887462,high,19
corners,VFuaQ6m2Qom,28,0.0607683362313,low,19
corners,VFuaQ6m2Qom,29,-0.80769098617,low,19
corners,VFuaQ6m2Qom,30,-0.191599698878,low,19
corners,VFuaQ6m2Qom,31,-0.245373212365,low,19
corners,VFuaQ6m2Qom,32,0.236648530717,high,19
corners,VFuaQ6m2Qom,33,0.0680931117894,high,19
corners,VFuaQ6m2Qom,34,-1.08621255847,low,19
corners,VFuaQ6m2Qom,35,-0.263185417612,low,19
corners,VFuaQ6m2Qom,36,-0.518204773551,low,19
corners,VFuaQ6m2Qom,37,0.219863459675,high,19
corners,VLzqgDo317F,1,0.739304932384,high,19
corners,VLzqgDo317F,2,0.763162641192,high,19
corners,VLzqgDo317F,6,0.108365566396,high,19
corners,VLzqgDo317F,8,-0.121541657855,low,19
corners,VLzqgDo317F,10,-0.624702245284,low,19
corners,VLzqgDo317F,11,0.468558732596,high,19
corners,VLzqgDo317F,12,0.664149510125,high,19
corners,VLzqgDo317F,13,-0.376418631006,low,19
corners,VLzqgDo317F,15,0.131173472622,high,19
corners,VLzqgDo317F,17,0.774840887462,high,19
corners,VLzqgDo317F,28,0.0607683362313,low,19
corners,VLzqgDo317F,29,-0.80769098617,low,19
corners,VLzqgDo317F,30,-0.191599698878,low,19
corners,VLzqgDo317F,31,-0.245373212365,low,19
corners,VLzqgDo317F,32,0.236648530717,high,19
corners,VLzqgDo317F,33,0.0680931117894,high,19
corners,VLzqgDo317F,34,-1.08621255847,low,19
corners,VLzqgDo317F,35,-0.263185417612,low,19
corners,VLzqgDo317F,36,-0.518204773551,low,19
corners,VLzqgDo317F,37,0.219863459675,high,19
corners,X7HyMhZNoso,1,0.743856681929,high,19
corners,X7HyMhZNoso,2,0.767640248772,high,19
corners,X7HyMhZNoso,6,0.130164077918,high,19
corners,X7HyMhZNoso,8,-0.114023427859,low,19
corners,X7HyMhZNoso,10,-0.614542229154,low,19
corners,X7HyMhZNoso,11,0.43639225082,high,19
corners,X7HyMhZNoso,12,0.664550322047,high,19
corners,X7HyMhZNoso,13,-0.369350406428,low,19
corners,X7HyMhZNoso,15,0.087129653844,high,19
corners,X7HyMhZNoso,17,0.818542581949,high,19
corners,X7HyMhZNoso,28,0.0619338517502,high,19
corners,X7HyMhZNoso,29,-0.806656716911,low,19
corners,X7HyMhZNoso,30,-0.192884880264,low,19
corners,X7HyMhZNoso,31,-0.247433948065,low,19
corners,X7HyMhZNoso,32,0.170027226004,high,19
corners,X7HyMhZNoso,33,0.0209854829008,low,19
corners,X7HyMhZNoso,34,-1.03881310285,low,19
corners,X7HyMhZNoso,35,-0.258800609751,low,19
corners,X7HyMhZNoso,36,-0.518005955035,low,19
corners,X7HyMhZNoso,37,0.259288898389,high,19
corners,Z6MFQCViBuw,1,0.762952061895,high,19
corners,Z6MFQCViBuw,2,0.790493618074,high,19
corners,Z6MFQCViBuw,6,0.110332602328,high,19
corners,Z6MFQCViBuw,8,-0.125069562021,low,19
corners,Z6MFQCViBuw,10,-0.653293891711,low,19
corners,Z6MFQCViBuw,11,0.475869629118,high,19
corners,Z6MFQCViBuw,12,0.685870599344,high,19
corners,Z6MFQCViBuw,13,-0.38355104277,low,19
corners,Z6MFQCViBuw,15,0.126325608349,high,19
corners,Z6MFQCViBuw,17,0.805196609091,high,19
corners,Z6MFQCViBuw,28,0.0601001273765,low,19
corners,Z6MFQCViBuw,29,-0.808034983179,low,19
corners,Z6MFQCViBuw,30,-0.204993259994,low,19
corners,Z6MFQCViBuw,31,-0.253358615071,low,19
corners,Z6MFQCViBuw,32,0.235399024805,high,19
corners,Z6MFQCViBuw,33,0.0612525138307,high,19
corners,Z6MFQCViBuw,34,-1.11989259776,low,19
corners,Z6MFQCViBuw,35,-0.267425973187,low,19
corners,Z6MFQCViBuw,36,-0.516335364807,low,19
corners,Z6MFQCViBuw,37,0.218162896293,high,19
corners,b8cTxDM8gDG,1,0.737085103053,high,19
corners,b8cTxDM8gDG,2,0.760564081254,high,19
corners,b8cTxDM8gDG,6,0.111309245589,high,19
corners,b8cTxDM8gDG,8,-0.114694449358,low,19
corners,b8cTxDM8gDG,10,-0.62406997201,low,19
corners,b8cTxDM8gDG,11,0.468915028415,high,19
corners,b8cTxDM8gDG,12,0.662264223136,high,19
corners,b8cTxDM8gDG,13,-0.368128041703,low,19
corners,b8cTxDM8gDG,15,0.129776185596,high,19
corners,b8cTxDM8gDG,17,0.780229181861,high,19
corners,b8cTxDM8gDG,28,0.0514062548322,low,19
corners,b8cTxDM8gDG,29,-0.849501149753,low,19
corners,b8cTxDM8gDG,30,-0.192379858259,low,19
corners,b8cTxDM8gDG,31,-0.185766495726,low,19
corners,b8cTxDM8gDG,32,0.242719148544,high,19
corners,b8cTxDM8gDG,33,0.0720836376071,high,19
corners,b8cTxDM8gDG,34,-1.09753552443,low,19
corners,b8cTxDM8gDG,35,-0.253638051872,low,19
corners,b8cTxDM8gDG,36,-0.549736284003,low,19
corners,b8cTxDM8gDG,37,0.219097737222,high,19
corners,e9zR4mvMWw7,1,0.758429086514,high,19
corners,e9zR4mvMWw7,2,0.763863375561,high,19
corners,e9zR4mvMWw7,6,0.13159609097,high,19
corners,e9zR4mvMWw7,8,-0.122573734406,low,19
corners,e9zR4mvMWw7,10,-0.629360259117,low,19
corners,e9zR4mvMWw7,11,0.475511164683,high,19
corners,e9zR4mvMWw7,12,0.680764591208,high,19
corners,e9zR4mvMWw7,13,-0.373189546653,low,19
corners,e9zR4mvMWw7,15,0.13034847958,high,19
corners,e9zR4mvMWw7,17,0.774647275878,high,19
corners,e9zR4mvMWw7,28,0.0759881131736,high,19
corners,e9zR4mvMWw7,29,-0.825411459359,low,19
corners,e9zR4mvMWw7,30,-0.208374390306,low,19
corners,e9zR4mvMWw7,31,-0.259853463879,low,19
corners,e9zR4mvMWw7,32,0.234645807709,high,19
corners,e9zR4mvMWw7,33,0.0595412781327,low,19
corners,e9zR4mvMWw7,34,-1.10058000728,low,19
corners,e9zR4mvMWw7,35,-0.26106485287,low,19
corners,e9zR4mvMWw7,36,-0.52407201726,low,19
corners,e9zR4mvMWw7,37,0.219144467718,high,19
corners,jh4fc5c5qoQ,1,0.739304932384,high,19
corners,jh4fc5c5qoQ,2,0.763162641192,high,19
corners,jh4fc5c5qoQ,6,0.108365566396,high,19
corners,jh4fc5c5qoQ,8,-0.121541657855,low,19
corners,jh4fc5c5qoQ,10,-0.624702245284,low,19
corners,jh4fc5c5qoQ,11,0.468558732596,high,19
corners,jh4fc5c5qoQ,12,0.664149510125,high,19
corners,jh4fc5c5qoQ,13,-0.376418631006,low,19
corners,jh4fc5c5qoQ,15,0.131173472622,high,19
corners,jh4fc5c5qoQ,17,0.774840887462,high,19
corners,jh4fc5c5qoQ,28,0.0607683362313,low,19
corners,jh4fc5c5qoQ,29,-0.80769098617,low,19
corners,jh4fc5c5qoQ,30,-0.191599698878,low,19
corners,jh4fc5c5qoQ,31,-0.245373212365,low,19
corners,jh4fc5c5qoQ,32,0.236648530717,high,19
corners,jh4fc5c5qoQ,33,0.0680931117894,high,19
corners,jh4fc5c5qoQ,34,-1.08621255847,low,19
corners,jh4fc5c5qoQ,35,-0.263185417612,low,19
corners,jh4fc5c5qoQ,36,-0.518204773551,low,19
corners,jh4fc5c5qoQ,37,0.219863459675,high,19
corners,jtcxE69GiFV,1,0.739304932384,high,19
corners,jtcxE69GiFV,2,0.763162641192,high,19
corners,jtcxE69GiFV,6,0.108365566396,high,19
corners,jtcxE69GiFV,8,-0.121541657855,low,19
corners,jtcxE69GiFV,10,-0.624702245284,low,19
corners,jtcxE69GiFV,11,0.468558732596,high,19
corners,jtcxE69GiFV,12,0.664149510125,high,19
corners,jtcxE69GiFV,13,-0.376418631006,low,19
corners,jtcxE69GiFV,15,0.131173472622,high,19
corners,jtcxE69GiFV,17,0.774840887462,high,19
corners,jtcxE69GiFV,28,0.0607683362313,low,19
corners,jtcxE69GiFV,29,-0.80769098617,low,19
corners,jtcxE69GiFV,30,-0.191599698878,low,19
corners,jtcxE69GiFV,31,-0.245373212365,low,19
corners,jtcxE69GiFV,32,0.236648530717,high,19
corners,jtcxE69GiFV,33,0.0680931117894,high,19
corners,jtcxE69GiFV,34,-1.08621255847,low,19
corners,jtcxE69GiFV,35,-0.263185417612,low,19
corners,jtcxE69GiFV,36,-0.518204773551,low,19
corners,jtcxE69GiFV,37,0.219863459675,high,19
corners,pRbA3pwrgk9,1,0.739304932384,high,19
corners,pRbA3pwrgk9,2,0.763162641192,high,19
corners,pRbA3pwrgk9,6,0.108365566396,high,19
corners,pRbA3pwrgk9,8,-0.121541657855,low,19
corners,pRbA3pwrgk9,10,-0.624702245284,low,19
corners,pRbA3pwrgk9,11,0.468558732596,high,19
corners,pRbA3pwrgk9,12,0.664149510125,high,19
corners,pRbA3pwrgk9,13,-0.376418631006,low,19
corners,pRbA3pwrgk9,15,0.131173472622,high,19
corners,pRbA3pwrgk9,17,0.774840887462,high,19
corners,pRbA3pwrgk9,28,0.0607683362313,low,19
corners,pRbA3pwrgk9,29,-0.80769098617,low,19
corners,pRbA3pwrgk9,30,-0.191599698878,low,19
corners,pRbA3pwrgk9,31,-0.245373212365,low,19
corners,pRbA3pwrgk9,32,0.236648530717,high,19
corners,pRbA3pwrgk9,33,0.0680931117894,high,19
corners,pRbA3pwrgk9,34,-1.08621255847,low,19
corners,pRbA3pwrgk9,35,-0.263185417612,low,19
corners,pRbA3pwrgk9,36,-0.518204773551,low,19
corners,pRbA3pwrgk9,37,0.219863459675,high,19
corners,pa4otMbVnkk,1,0.739304932384,high,19
corners,pa4otMbVnkk,2,0.763162641192,high,19
corners,pa4otMbVnkk,6,0.108365566396,high,19
corners,pa4otMbVnkk,8,-0.121541657855,low,19
corners,pa4otMbVnkk,10,-0.624702245284,low,19
corners,pa4otMbVnkk,11,0.468558732596,high,19
corners,pa4otMbVnkk,12,0.664149510125,high,19
corners,pa4otMbVnkk,13,-0.376418631006,low,19
corners,pa4otMbVnkk,15,0.131173472622,high,19
corners,pa4otMbVnkk,17,0.774840887462,high,19
corners,pa4otMbVnkk,28,0.0607683362313,low,19
corners,pa4otMbVnkk,29,-0.80769098617,low,19
corners,pa4otMbVnkk,30,-0.191599698878,low,19
corners,pa4otMbVnkk,31,-0.245373212365,low,19
corners,pa4otMbVnkk,32,0.236648530717,high,19
corners,pa4otMbVnkk,33,0.0680931117894,high,19
corners,pa4otMbVnkk,34,-1.08621255847,low,19
corners,pa4otMbVnkk,35,-0.263185417612,low,19
corners,pa4otMbVnkk,36,-0.518204773551,low,19
corners,pa4otMbVnkk,37,0.219863459675,high,19
corners,q9vSo1VnCiC,1,0.816301071097,high,19
corners,q9vSo1VnCiC,2,0.856446488203,high,19
corners,q9vSo1VnCiC,6,0.12703790266,high,19
corners,q9vSo1VnCiC,8,-0.100658172647,low,19
corners,q9vSo1VnCiC,10,-0.661268429058,low,19
corners,q9vSo1VnCiC,11,0.433604207976,high,19
corners,q9vSo1VnCiC,12,0.611191597389,high,19
corners,q9vSo1VnCiC,13,-0.364610872401,low,19
corners,q9vSo1VnCiC,15,0.147927342137,high,19
corners,q9vSo1VnCiC,17,0.667939043795,high,19
corners,q9vSo1VnCiC,28,0.0659358684124,low,19
corners,q9vSo1VnCiC,29,-0.845828885097,low,19
corners,q9vSo1VnCiC,30,-0.19547498681,low,19
corners,q9vSo1VnCiC,31,-0.267430673161,low,19
corners,q9vSo1VnCiC,32,0.24961984782,high,19
corners,q9vSo1VnCiC,33,0.189433799134,high,19
corners,q9vSo1VnCiC,34,-1.11297344207,low,19
corners,q9vSo1VnCiC,35,-0.256865240855,low,19
corners,q9vSo1VnCiC,36,-0.543374573809,low,19
corners,q9vSo1VnCiC,37,0.183048107288,high,19
corners,rPc6DW4iMge,1,0.768672887901,high,19
corners,rPc6DW4iMge,2,0.674339311279,high,19
corners,rPc6DW4iMge,6,0.114253206788,high,19
corners,rPc6DW4iMge,8,-0.00420669091697,low,19
corners,rPc6DW4iMge,10,-0.670705431948,low,19
corners,rPc6DW4iMge,11,0.520211533669,high,19
corners,rPc6DW4iMge,12,0.738427758319,high,19
corners,rPc6DW4iMge,13,-0.434303957728,low,19
corners,rPc6DW4iMge,15,0.159358961091,high,19
corners,rPc6DW4iMge,17,0.67364555098,high,19
corners,rPc6DW4iMge,28,0.0679070585389,low,19
corners,rPc6DW4iMge,29,-0.871281324137,low,19
corners,rPc6DW4iMge,30,-0.0668532041359,low,19
corners,rPc6DW4iMge,31,-0.249107305485,low,19
corners,rPc6DW4iMge,32,0.239165358807,high,19
corners,rPc6DW4iMge,33,0.0897662375218,high,19
corners,rPc6DW4iMge,34,-1.08333854474,low,19
corners,rPc6DW4iMge,35,-0.285213681311,low,19
corners,rPc6DW4iMge,36,-0.55375308927,low,19
corners,rPc6DW4iMge,37,0.173015364777,high,19
corners,uNb9QFRL6hY,1,0.491510488468,high,19
corners,uNb9QFRL6hY,2,0.757168475031,high,19
corners,uNb9QFRL6hY,6,0.0927550227345,high,19
corners,uNb9QFRL6hY,8,-0.338451531395,low,19
corners,uNb9QFRL6hY,10,-0.339594627635,low,19
corners,uNb9QFRL6hY,11,0.466564269138,high,19
corners,uNb9QFRL6hY,12,0.42352237544,high,19
corners,uNb9QFRL6hY,13,-0.217778763919,low,19
corners,uNb9QFRL6hY,15,-0.0328651553792,low,19
corners,uNb9QFRL6hY,17,0.748698635807,high,19
corners,uNb9QFRL6hY,28,0.145271765435,high,19
corners,uNb9QFRL6hY,29,-0.53866013334,low,19
corners,uNb9QFRL6hY,30,-0.302621108245,low,19
corners,uNb9QFRL6hY,31,-0.289522730226,low,19
corners,uNb9QFRL6hY,32,0.254606352936,high,19
corners,uNb9QFRL6hY,33,0.142855260983,high,19
corners,uNb9QFRL6hY,34,-1.10447470632,low,19
corners,uNb9QFRL6hY,35,-0.057669317039,low,19
corners,uNb9QFRL6hY,36,-0.498187739823,low,19
corners,uNb9QFRL6hY,37,0.196873167344,high,19
corners,wc2JMjhGNzB,1,0.878937292709,high,19
corners,wc2JMjhGNzB,2,0.678649577463,high,19
corners,wc2JMjhGNzB,6,0.0815911492814,high,19
corners,wc2JMjhGNzB,8,-0.179740663269,low,19
corners,wc2JMjhGNzB,10,-0.67270159349,low,19
corners,wc2JMjhGNzB,11,0.513678390609,high,19
corners,wc2JMjhGNzB,12,0.80299762637,high,19
corners,wc2JMjhGNzB,13,-0.563853014787,low,19
corners,wc2JMjhGNzB,15,0.209505798638,high,19
corners,wc2JMjhGNzB,17,0.784072567749,high,19
corners,wc2JMjhGNzB,28,0.125690242211,high,19
corners,wc2JMjhGNzB,29,-0.773843016263,low,19
corners,wc2JMjhGNzB,30,-0.166315688908,low,19
corners,wc2JMjhGNzB,31,-0.257933121718,low,19
corners,wc2JMjhGNzB,32,0.333654147565,high,19
corners,wc2JMjhGNzB,33,0.0578737691563,low,19
corners,wc2JMjhGNzB,34,-1.04676510672,low,19
corners,wc2JMjhGNzB,35,-0.388811549433,low,19
corners,wc2JMjhGNzB,36,-0.576506657547,low,19
corners,wc2JMjhGNzB,37,0.159819850387,high,19
corners,x8F5xyUWy9e,1,0.723078586276,high,19
corners,x8F5xyUWy9e,2,0.762896188468,high,19
corners,x8F5xyUWy9e,6,0.109608321493,high,19
corners,x8F5xyUWy9e,8,-0.090816297987,low,19
corners,x8F5xyUWy9e,10,-0.626880870639,low,19
corners,x8F5xyUWy9e,11,0.478149796759,high,19
corners,x8F5xyUWy9e,12,0.645140691532,high,19
corners,x8F5xyUWy9e,13,-0.382316287557,low,19
corners,x8F5xyUWy9e,15,0.128421031266,high,19
corners,x8F5xyUWy9e,17,0.76393432813,high,19
corners,x8F5xyUWy9e,28,-0.00623873774586,low,19
corners,x8F5xyUWy9e,29,-0.795352771497,low,19
corners,x8F5xyUWy9e,30,-0.19283609346,low,19
corners,x8F5xyUWy9e,31,-0.222513863442,low,19
corners,x8F5xyUWy9e,32,0.240238039293,high,19
corners,x8F5xyUWy9e,33,0.063909621316,high,19
corners,x8F5xyUWy9e,34,-1.08959411426,low,19
corners,x8F5xyUWy9e,35,-0.311466610297,low,19
corners,x8F5xyUWy9e,36,-0.416105238174,low,19
corners,x8F5xyUWy9e,37,0.218744280529,high,19
corners,yqstnuAEVhm,1,0.807977515031,high,19
corners,yqstnuAEVhm,2,0.840081141512,high,19
corners,yqstnuAEVhm,6,-0.00870082026357,low,19
corners,yqstnuAEVhm,8,-0.102706173465,low,19
corners,yqstnuAEVhm,10,-0.61449253625,low,19
corners,yqstnuAEVhm,11,0.212442822749,high,19
corners,yqstnuAEVhm,12,0.711295698296,high,19
corners,yqstnuAEVhm,13,-0.253418944774,low,19
corners,yqstnuAEVhm,15,0.141002877392,high,19
corners,yqstnuAEVhm,17,0.770070488663,high,19
corners,yqstnuAEVhm,28,0.00793222287779,high,19
corners,yqstnuAEVhm,29,-0.873275161729,low,19
corners,yqstnuAEVhm,30,-0.125981865012,low,19
corners,yqstnuAEVhm,31,-0.217843347077,low,19
corners,yqstnuAEVhm,32,0.120692392371,high,19
corners,yqstnuAEVhm,33,0.0739978502405,high,19
corners,yqstnuAEVhm,34,-1.02241894666,low,19
corners,yqstnuAEVhm,35,-0.299899102016,low,19
corners,yqstnuAEVhm,36,-0.537406628074,low,19
corners,yqstnuAEVhm,37,0.370650516193,high,19
corners,zsNo4HB9uLZ,1,0.739304932384,high,19
corners,zsNo4HB9uLZ,2,0.763162641192,high,19
corners,zsNo4HB9uLZ,6,0.108365566396,high,19
corners,zsNo4HB9uLZ,8,-0.121541657855,low,19
corners,zsNo4HB9uLZ,10,-0.624702245284,low,19
corners,zsNo4HB9uLZ,11,0.468558732596,high,19
corners,zsNo4HB9uLZ,12,0.664149510125,high,19
corners,zsNo4HB9uLZ,13,-0.376418631006,low,19
corners,zsNo4HB9uLZ,15,0.131173472622,high,19
corners,zsNo4HB9uLZ,17,0.774840887462,high,19
corners,zsNo4HB9uLZ,28,0.0607683362313,low,19
corners,zsNo4HB9uLZ,29,-0.80769098617,low,19
corners,zsNo4HB9uLZ,30,-0.191599698878,low,19
corners,zsNo4HB9uLZ,31,-0.245373212365,low,19
corners,zsNo4HB9uLZ,32,0.236648530717,high,19
corners,zsNo4HB9uLZ,33,0.0680931117894,high,19
corners,zsNo4HB9uLZ,34,-1.08621255847,low,19
corners,zsNo4HB9uLZ,35,-0.263185417612,low,19
corners,zsNo4HB9uLZ,36,-0.518204773551,low,19
corners,zsNo4HB9uLZ,37,0.219863459675,high,19
log_time,2t7WUuJeko7,1,-0.507060851714,low,19
log_time,2t7WUuJeko7,2,0.0726948053271,low,19
log_time,2t7WUuJeko7,6,-2.33317590549,low,19
log_time,2t7WUuJeko7,8,0.360611345387,high,19
log_time,2t7WUuJeko7,10,-0.554165500236,low,19
log_time,2t7WUuJeko7,11,0.255604303003,high,19
log_time,2t7WUuJeko7,12,-0.873740786542,low,19
log_time,2t7WUuJeko7,13,-1.08337205872,low,19
log_time,2t7WUuJeko7,15,0.666862394429,high,19
log_time,2t7WUuJeko7,17,-0.599334415492,low,19
log_time,2t7WUuJeko7,28,0.553015524386,high,19
log_time,2t7WUuJeko7,29,0.553343703409,high,19
log_time,2t7WUuJeko7,30,-0.524947470003,low,19
log_time,2t7WUuJeko7,31,0.0683135752085,low,19
log_time,2t7WUuJeko7,32,0.537541487333,high,19
log_time,2t7WUuJeko7,33,0.868237432465,high,19
log_time,2t7WUuJeko7,34,-0.212265580767,low,19
log_time,2t7WUuJeko7,35,0.352708230432,high,19
log_time,2t7WUuJeko7,36,1.57342044669,high,19
log_time,2t7WUuJeko7,37,0.825709320898,high,19
log_time,7y3sRwLe3Va,1,-0.476473856548,low,19
log_time,7y3sRwLe3Va,2,0.059925054924,low,19
log_time,7y3sRwLe3Va,6,-2.35234534007,low,19
log_time,7y3sRwLe3Va,8,0.380704816694,high,19
log_time,7y3sRwLe3Va,10,-0.586450026028,low,19
log_time,7y3sRwLe3Va,11,0.306858632482,high,19
log_time,7y3sRwLe3Va,12,-0.84819313567,low,19
log_time,7y3sRwLe3Va,13,-1.16113264086,low,19
log_time,7y3sRwLe3Va,15,0.699863727469,high,19
log_time,7y3sRwLe3Va,17,-0.603648170368,low,19
log_time,7y3sRwLe3Va,28,0.549684493619,high,19
log_time,7y3sRwLe3Va,29,0.517995618059,high,19
log_time,7y3sRwLe3Va,30,-0.472944711132,low,19
log_time,7y3sRwLe3Va,31,0.056005034795,low,19
log_time,7y3sRwLe3Va,32,0.505385046667,high,19
log_time,7y3sRwLe3Va,33,0.879152238106,high,19
log_time,7y3sRwLe3Va,34,-0.263451064841,low,19
log_time,7y3sRwLe3Va,35,0.344497831991,high,19
log_time,7y3sRwLe3Va,36,1.60268100265,high,19
log_time,7y3sRwLe3Va,37,0.861885448066,high,19
log_time,B6ByNegPMKs,1,-0.505803149957,low,19
log_time,B6ByNegPMKs,2,0.0371003543357,low,19
log_time,B6ByNegPMKs,6,-2.33249333769,low,19
log_time,B6ByNegPMKs,8,0.34231801493,high,19
log_time,B6ByNegPMKs,10,-0.581096089081,low,19
log_time,B6ByNegPMKs,11,0.246718051489,high,19
log_time,B6ByNegPMKs,12,-0.868787997796,low,19
log_time,B6ByNegPMKs,13,-1.18443837519,low,19
log_time,B6ByNegPMKs,15,0.666118542186,high,19
log_time,B6ByNegPMKs,17,-0.573978554547,low,19
log_time,B6ByNegPMKs,28,0.604782989451,high,19
log_time,B6ByNegPMKs,29,0.544246592296,high,19
