context,image,building,stage,condition,N,k,fraction,distance_cutoff,second_mode_count,second_mode_supported,second_mode_capture2,definition
C1|0|manual|UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,C1,manual,23,2,0.0869565217391,0.03,3,True,0.0118577075099,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,2,0.0869565217391,0.03,2,True,0.00395256916996,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,3,0.130434782609,0.03,2,True,0.0118577075099,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,4,0.173913043478,0.03,2,True,0.0237154150198,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,5,0.217391304348,0.03,2,True,0.0395256916996,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,6,0.260869565217,0.03,2,True,0.0592885375494,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,7,0.304347826087,0.03,2,True,0.0830039525692,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,8,0.347826086957,0.03,2,True,0.110671936759,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,9,0.391304347826,0.03,2,True,0.142292490119,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,10,0.434782608696,0.03,2,True,0.177865612648,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,11,0.478260869565,0.03,2,True,0.217391304348,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,12,0.521739130435,0.03,2,True,0.260869565217,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,13,0.565217391304,0.03,2,True,0.308300395257,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,14,0.608695652174,0.03,2,True,0.359683794466,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,15,0.652173913043,0.03,2,True,0.415019762846,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,16,0.695652173913,0.03,2,True,0.474308300395,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,17,0.739130434783,0.03,2,True,0.537549407115,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,18,0.782608695652,0.03,2,True,0.604743083004,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,19,0.826086956522,0.03,2,True,0.675889328063,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,20,0.869565217391,0.03,2,True,0.750988142292,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,21,0.913043478261,0.03,2,True,0.830039525692,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,22,0.95652173913,0.03,2,True,0.913043478261,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,23,1,0.03,2,True,1,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,2,0.0869565217391,0.05,2,True,0.00395256916996,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,3,0.130434782609,0.05,2,True,0.0118577075099,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,4,0.173913043478,0.05,2,True,0.0237154150198,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,5,0.217391304348,0.05,2,True,0.0395256916996,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
C1|0|manual|rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,C1,manual,23,6,0.260869565217,0.05,2,True,0.0592885375494,two_drawn_members_of_full_empirical_second_complete_link_group; not_validated_alternative_truth
