cohort,config,horizon,k,bound,model,images,buildings,quality_baseline_G1,quality_baseline_G2,quality_baseline_ALL,candidate_G1,candidate_G2,candidate_ALL
current20,q95,8,3,upper,QTB,15,6,0.69625,0.3926388888888889,0.5336111111111111,0.5779166666666667,0.47652777777777783,0.5336111111111111
current20,q95,8,3,upper,QSB,16,7,0.6581785714285714,0.47732142857142856,0.5422857142857144,0.5465000000000001,0.48096428571428573,0.5422857142857144
current20,q95,8,3,upper,TSB,27,11,0.6548863636363637,0.49223484848484844,0.5840151515151515,0.6368939393939393,0.5474242424242424,0.5840151515151515
current20,q95,8,3,upper,QTSB,27,11,0.6548863636363637,0.49223484848484844,0.5840151515151515,0.617840909090909,0.5526515151515152,0.5840151515151515
current20,q95,10,5,lower,TS,15,7,0.558952380952381,0.39233333333333326,0.45421428571428574,0.5574761904761905,0.44576190476190475,0.45421428571428574
current20,q95,10,5,lower,QTS,5,2,0.9450000000000001,0.7516666666666667,0.85,0.8333333333333333,0.90625,0.85
current20,q95,10,5,lower,QTSB,1,1,0.085,0.025,0.005,0.0,0.05,0.005
current20,q95,10,5,upper,TS,15,7,0.5892619047619048,0.39999999999999997,0.47200000000000003,0.5810952380952381,0.45347619047619053,0.47200000000000003
current20,q95,10,5,upper,QTS,5,2,0.9450000000000001,0.7516666666666667,0.85,0.8333333333333333,0.90625,0.85
current20,q95,10,5,upper,QTSB,1,1,0.085,0.025,0.01,0.0,0.05,0.01
