cohort,config,horizon,k,bound,model,images,buildings,quality_baseline_G1,quality_baseline_G2,quality_baseline_ALL,candidate_G1,candidate_G2,candidate_ALL
current20,q95,8,3,upper,SB,38,12,0.6090069444444445,0.5518680555555556,0.5890625000000002,0.5428055555555554,0.5166458333333334,0.5890625000000002
current20,q95,8,3,upper,QTS,37,9,0.672260582010582,0.5827685185185184,0.6113029100529102,0.6140753968253968,0.6072089947089947,0.6113029100529102
current20,q95,8,3,upper,QTB,29,8,0.6959166666666667,0.5531041666666666,0.6174166666666666,0.6345729166666667,0.5686041666666666,0.6174166666666666
current20,q95,8,3,upper,QSB,37,11,0.652754820936639,0.5734366391184573,0.5952617079889809,0.5597451790633609,0.5413498622589532,0.5952617079889809
current20,q95,8,3,upper,TSB,54,15,0.6099841269841271,0.5381777777777778,0.5823206349206349,0.5579317460317461,0.5363920634920635,0.5823206349206349
current20,q95,8,3,upper,QTSB,53,14,0.6381972789115647,0.5398333333333334,0.5932006802721089,0.5998520408163266,0.5589387755102041,0.5932006802721089
current20,q95,10,5,lower,TS,31,10,0.4336174242424242,0.30433181818181815,0.35870151515151516,0.4569909090909091,0.30104621212121213,0.35870151515151516
current20,q95,10,5,lower,QTS,8,2,0.660625,0.463125,0.52875,0.52125,0.578125,0.52875
current20,q95,10,5,lower,QTSB,1,1,0.085,0.025,0.005,0.0,0.05,0.005
current20,q95,10,5,upper,TS,31,10,0.5717749999999999,0.5557257575757577,0.5315681818181818,0.5987219696969697,0.45466818181818186,0.5315681818181818
current20,q95,10,5,upper,QTS,8,2,0.701875,0.59,0.610625,0.578125,0.6756249999999999,0.610625
current20,q95,10,5,upper,QTSB,1,1,0.085,0.025,0.01,0.0,0.05,0.01
