cohort,panel,model,config,horizon,k,comparison,bound,images,buildings,G1,ALL,G2,MIX
current20,common,QSB,q95,10,4,MIX|ALL,lower,37,11,,0.3798381542699724,,0.3773484848484848
current20,common,QSB,q95,10,4,MIX|ALL,upper,37,11,,0.4373395316804407,,0.4361618457300276
current20,common,QSB,q95,10,5,G1|ALL,lower,41,12,0.464883207070707,0.45543055555555556,,
current20,common,QSB,q95,10,5,G1|ALL,upper,41,12,0.5379532828282828,0.5309886363636364,,
current20,common,QSB,q95,10,5,MIX|ALL,lower,37,11,,0.4556969696969697,,0.45551239669421495
current20,common,QSB,q95,10,5,MIX|ALL,upper,37,11,,0.5240330578512397,,0.526418044077135
current20,common,QSB,q95,13,2,G1|ALL,lower,14,4,0.313125,0.329375,,
current20,common,QSB,q95,13,2,G1|ALL,upper,14,4,0.32437499999999997,0.3545625,,
current20,common,QSB,q95,13,2,MIX|ALL,lower,35,10,,0.4245530303030304,,0.41721212121212126
current20,common,QSB,q95,13,2,MIX|ALL,upper,35,10,,0.4499272727272727,,0.44191515151515165
current20,common,QSB,q95,13,3,G1|ALL,lower,14,4,0.313125,0.329375,,
current20,common,QSB,q95,13,3,G1|ALL,upper,14,4,0.3265625,0.35762499999999997,,
current20,common,QSB,q95,13,3,MIX|ALL,lower,35,10,,0.4245530303030304,,0.41721212121212126
current20,common,QSB,q95,13,3,MIX|ALL,upper,35,10,,0.45041363636363635,,0.44277727272727274
current20,common,QSB,q95,13,4,G1|ALL,lower,14,4,0.313125,0.329375,,
current20,common,QSB,q95,13,4,G1|ALL,upper,14,4,0.33281249999999996,0.3621875,,
current20,common,QSB,q95,13,4,MIX|ALL,lower,35,10,,0.4245530303030304,,0.41721212121212126
current20,common,QSB,q95,13,4,MIX|ALL,upper,35,10,,0.45459848484848486,,0.44663030303030304
current20,common,QSB,q95,13,5,G1|ALL,lower,14,4,0.313125,0.329375,,
current20,common,QSB,q95,13,5,G1|ALL,upper,14,4,0.3384375,0.36850000000000005,,
current20,common,QSB,q95,13,5,MIX|ALL,lower,35,10,,0.42459848484848484,,0.41721212121212126
current20,common,QSB,q95,13,5,MIX|ALL,upper,35,10,,0.4609909090909091,,0.45533181818181817
current20,common,QSB,q95,13,6,G1|ALL,lower,14,4,0.35750000000000004,0.36312500000000003,,
current20,common,QSB,q95,13,6,G1|ALL,upper,14,4,0.3940625,0.4183125,,
current20,common,QSB,q95,13,6,MIX|ALL,lower,35,10,,0.4997121212121212,,0.49424242424242426
current20,common,QSB,q95,13,6,MIX|ALL,upper,35,10,,0.5436015151515152,,0.5407590909090909
current20,common,QSB,q95,13,7,G1|ALL,lower,14,4,0.36687499999999995,0.36875,,
current20,common,QSB,q95,13,7,G1|ALL,upper,14,4,0.415625,0.43718750000000006,,
current20,common,QSB,q95,13,7,MIX|ALL,lower,35,10,,0.5144848484848484,,0.5128484848484849
current20,common,QSB,q95,13,7,MIX|ALL,upper,35,10,,0.5667878787878787,,0.567789393939394
current20,common,QSB,q95,13,8,G1|ALL,lower,14,4,0.42225,0.4109375,,
current20,common,QSB,q95,13,8,G1|ALL,upper,14,4,0.48287500000000005,0.4998125,,
current20,common,QSB,q95,13,8,MIX|ALL,lower,35,10,,0.607090909090909,,0.6067515151515152
current20,common,QSB,q95,13,8,MIX|ALL,upper,35,10,,0.6679818181818182,,0.6717742424242424
current20,common,QT,ospa30_t6,7,2,G1|ALL,lower,38,11,0.34406887052341595,0.3339958677685951,,
current20,common,QT,ospa30_t6,7,2,G1|ALL,upper,38,11,0.7607369146005509,0.7502727272727273,,
current20,common,QT,ospa30_t6,7,2,G2|ALL,lower,34,9,,0.32106902356902356,0.30872474747474743,
current20,common,QT,ospa30_t6,7,2,G2|ALL,upper,34,9,,0.7648148148148146,0.7478324915824915,
current20,common,QT,ospa30_t6,7,2,MIX|ALL,lower,41,12,,0.3718017676767677,,0.36952588383838386
current20,common,QT,ospa30_t6,7,2,MIX|ALL,upper,41,12,,0.7787777777777777,,0.7752089646464647
current20,common,QT,ospa30_t6,7,2,G1|G2|MIX|ALL,lower,31,8,0.28884469696969695,0.2627443181818182,0.25083617424242427,0.2612159090909091
current20,common,QT,ospa30_t6,7,2,G1|G2|MIX|ALL,upper,31,8,0.7482632575757576,0.7238749999999999,0.7085823863636364,0.7228655303030305
current20,common,QT,ospa30_t6,8,2,G1|ALL,lower,18,4,0.4119318181818182,0.4042045454545454,,
current20,common,QT,ospa30_t6,8,2,G1|ALL,upper,18,4,0.6276818181818182,0.6283863636363636,,
current20,common,QT,ospa30_t6,8,2,G2|ALL,lower,34,9,,0.30247053872053875,0.2909469696969697,
current20,common,QT,ospa30_t6,8,2,G2|ALL,upper,34,9,,0.5472180134680135,0.5251893939393939,
current20,common,QT,ospa30_t6,8,2,MIX|ALL,lower,41,12,,0.34935290404040403,,0.35305997474747475
current20,common,QT,ospa30_t6,8,2,MIX|ALL,upper,41,12,,0.5744968434343435,,0.5790157828282828
current20,common,QT,ospa30_t6,8,2,G1|G2|MIX|ALL,lower,11,1,0.2727272727272727,0.14681818181818182,0.08727272727272727,0.1636363636363636
current20,common,QT,ospa30_t6,8,2,G1|G2|MIX|ALL,upper,11,1,0.6627272727272727,0.5445454545454546,0.4904545454545454,0.5572727272727273
current20,common,QT,ospa30_t6,8,3,G1|ALL,lower,18,4,0.4119318181818182,0.4042045454545454,,
current20,common,QT,ospa30_t6,8,3,G1|ALL,upper,18,4,0.6364772727272727,0.6354090909090909,,
current20,common,QT,ospa30_t6,8,3,G2|ALL,lower,34,9,,0.30247053872053875,0.2909469696969697,
current20,common,QT,ospa30_t6,8,3,G2|ALL,upper,34,9,,0.5677188552188553,0.5375547138047138,
current20,common,QT,ospa30_t6,8,3,MIX|ALL,lower,41,12,,0.34935290404040403,,0.35305997474747475
current20,common,QT,ospa30_t6,8,3,MIX|ALL,upper,41,12,,0.5910391414141415,,0.5940757575757575
current20,common,QT,ospa30_t6,8,3,G1|G2|MIX|ALL,lower,11,1,0.2727272727272727,0.14681818181818182,0.08727272727272727,0.1636363636363636
current20,common,QT,ospa30_t6,8,3,G1|G2|MIX|ALL,upper,11,1,0.6659090909090909,0.5586363636363636,0.5009090909090909,0.5659090909090909
current20,common,QT,ospa30_t6,10,2,G1|ALL,lower,7,3,0.43566666666666665,0.4733333333333334,,
current20,common,QT,ospa30_t6,10,2,G1|ALL,upper,7,3,0.5206666666666667,0.5556666666666666,,
current20,common,QT,ospa30_t6,10,2,G2|ALL,lower,34,9,,0.28808922558922556,0.27510942760942764,
current20,common,QT,ospa30_t6,10,2,G2|ALL,upper,34,9,,0.37908249158249163,0.3661069023569023,
current20,common,QT,ospa30_t6,10,2,MIX|ALL,lower,41,12,,0.33440025252525246,,0.33915719696969693
current20,common,QT,ospa30_t6,10,2,MIX|ALL,upper,41,12,,0.42322853535353544,,0.4285795454545454
current20,common,QT,ospa30_t6,10,3,G1|ALL,lower,7,3,0.43566666666666665,0.4733333333333334,,
current20,common,QT,ospa30_t6,10,3,G1|ALL,upper,7,3,0.5263333333333333,0.5566666666666666,,
current20,common,QT,ospa30_t6,10,3,G2|ALL,lower,34,9,,0.28808922558922556,0.27510942760942764,
current20,common,QT,ospa30_t6,10,3,G2|ALL,upper,34,9,,0.38869107744107745,0.37130471380471386,
current20,common,QT,ospa30_t6,10,3,MIX|ALL,lower,41,12,,0.33440025252525246,,0.33915719696969693
current20,common,QT,ospa30_t6,10,3,MIX|ALL,upper,41,12,,0.43068497474747486,,0.4358295454545454
current20,common,QT,ospa30_t6,10,4,G1|ALL,lower,7,3,0.43566666666666665,0.4733333333333334,,
current20,common,QT,ospa30_t6,10,4,G1|ALL,upper,7,3,0.5526666666666666,0.5676666666666667,,
current20,common,QT,ospa30_t6,10,4,G2|ALL,lower,34,9,,0.28808922558922556,0.27510942760942764,
current20,common,QT,ospa30_t6,10,4,G2|ALL,upper,34,9,,0.4070412457912458,0.3858459595959596,
current20,common,QT,ospa30_t6,10,4,MIX|ALL,lower,41,12,,0.33440025252525246,,0.3394791666666667
current20,common,QT,ospa30_t6,10,4,MIX|ALL,upper,41,12,,0.44719760101010103,,0.4540050505050505
current20,common,QT,ospa30_t6,10,5,G1|ALL,lower,7,3,0.5113333333333333,0.5546666666666666,,
current20,common,QT,ospa30_t6,10,5,G1|ALL,upper,7,3,0.6693333333333333,0.668,,
current20,common,QT,ospa30_t6,10,5,G2|ALL,lower,34,9,,0.3520749158249158,0.32968013468013474,
current20,common,QT,ospa30_t6,10,5,G2|ALL,upper,34,9,,0.4970538720538721,0.4648695286195287,
current20,common,QT,ospa30_t6,10,5,MIX|ALL,lower,41,12,,0.40272285353535353,,0.4095984848484849
current20,common,QT,ospa30_t6,10,5,MIX|ALL,upper,41,12,,0.5397904040404041,,0.5445618686868686
current20,common,QT,ospa30_t6,13,2,G1|ALL,lower,7,3,0.4223333333333333,0.4583333333333333,,
current20,common,QT,ospa30_t6,13,2,G1|ALL,upper,7,3,0.482,0.4996666666666667,,
current20,common,QT,ospa30_t6,13,2,G2|ALL,lower,23,8,,0.301875,0.29260416666666667,
current20,common,QT,ospa30_t6,13,2,G2|ALL,upper,23,8,,0.3369270833333333,0.32557291666666666,
current20,common,QT,ospa30_t6,13,2,MIX|ALL,lower,31,8,,0.2128560606060606,,0.21811553030303032
current20,common,QT,ospa30_t6,13,2,MIX|ALL,upper,31,8,,0.24706060606060606,,0.2504791666666667
current20,common,QT,ospa30_t6,13,3,G1|ALL,lower,7,3,0.4223333333333333,0.4583333333333333,,
current20,common,QT,ospa30_t6,13,3,G1|ALL,upper,7,3,0.48500000000000004,0.5006666666666667,,
current20,common,QT,ospa30_t6,13,3,G2|ALL,lower,23,8,,0.301875,0.29260416666666667,
current20,common,QT,ospa30_t6,13,3,G2|ALL,upper,23,8,,0.3408854166666666,0.3293229166666667,
current20,common,QT,ospa30_t6,13,3,MIX|ALL,lower,31,8,,0.2128560606060606,,0.21811553030303032
current20,common,QT,ospa30_t6,13,3,MIX|ALL,upper,31,8,,0.2517945075757576,,0.2568570075757576
current20,common,QT,ospa30_t6,13,4,G1|ALL,lower,7,3,0.4223333333333333,0.4583333333333333,,
current20,common,QT,ospa30_t6,13,4,G1|ALL,upper,7,3,0.507,0.5099999999999999,,
current20,common,QT,ospa30_t6,13,4,G2|ALL,lower,23,8,,0.301875,0.29260416666666667,
current20,common,QT,ospa30_t6,13,4,G2|ALL,upper,23,8,,0.35135416666666663,0.33864583333333337,
current20,common,QT,ospa30_t6,13,4,MIX|ALL,lower,31,8,,0.2128560606060606,,0.21811553030303032
current20,common,QT,ospa30_t6,13,4,MIX|ALL,upper,31,8,,0.2636875,,0.2691117424242424
current20,common,QT,ospa30_t6,13,5,G1|ALL,lower,7,3,0.4223333333333333,0.4583333333333333,,
current20,common,QT,ospa30_t6,13,5,G1|ALL,upper,7,3,0.5673333333333334,0.5313333333333333,,
current20,common,QT,ospa30_t6,13,5,G2|ALL,lower,23,8,,0.3021875,0.29260416666666667,
current20,common,QT,ospa30_t6,13,5,G2|ALL,upper,23,8,,0.36572916666666666,0.35609375,
current20,common,QT,ospa30_t6,13,5,MIX|ALL,lower,31,8,,0.2131685606060606,,0.21842803030303032
current20,common,QT,ospa30_t6,13,5,MIX|ALL,upper,31,8,,0.2804507575757576,,0.2840842803030303
current20,common,QT,ospa30_t6,13,6,G1|ALL,lower,7,3,0.4653333333333333,0.535,,
current20,common,QT,ospa30_t6,13,6,G1|ALL,upper,7,3,0.6553333333333333,0.6283333333333334,,
current20,common,QT,ospa30_t6,13,6,G2|ALL,lower,23,8,,0.35244791666666664,0.329375,
current20,common,QT,ospa30_t6,13,6,G2|ALL,upper,23,8,,0.43723958333333335,0.4139583333333333,
current20,common,QT,ospa30_t6,13,6,MIX|ALL,lower,31,8,,0.2815160984848485,,0.29712405303030304
current20,common,QT,ospa30_t6,13,6,MIX|ALL,upper,31,8,,0.3730710227272727,,0.38449999999999995
current20,common,QT,ospa30_t6,13,7,G1|ALL,lower,7,3,0.4746666666666666,0.5403333333333333,,
current20,common,QT,ospa30_t6,13,7,G1|ALL,upper,7,3,0.7033333333333333,0.6533333333333334,,
current20,common,QT,ospa30_t6,13,7,G2|ALL,lower,23,8,,0.36682291666666667,0.33989583333333334,
current20,common,QT,ospa30_t6,13,7,G2|ALL,upper,23,8,,0.4708854166666666,0.4441666666666667,
current20,common,QT,ospa30_t6,13,7,MIX|ALL,lower,31,8,,0.29938352272727276,,0.3162869318181818
current20,common,QT,ospa30_t6,13,7,MIX|ALL,upper,31,8,,0.4135795454545454,,0.42859659090909086
current20,common,QT,ospa30_t6,13,8,G1|ALL,lower,7,3,0.49466666666666664,0.6133333333333333,,
current20,common,QT,ospa30_t6,13,8,G1|ALL,upper,7,3,0.7713333333333333,0.7486666666666667,,
current20,common,QT,ospa30_t6,13,8,G2|ALL,lower,23,8,,0.42671875000000004,0.41739583333333335,
current20,common,QT,ospa30_t6,13,8,G2|ALL,upper,23,8,,0.5582812500000001,0.5459895833333334,
current20,common,QT,ospa30_t6,13,8,MIX|ALL,lower,31,8,,0.3728806818181818,,0.37870833333333326
current20,common,QT,ospa30_t6,13,8,MIX|ALL,upper,31,8,,0.5186003787878788,,0.5299583333333333
current20,common,QT,q95,7,2,G1|ALL,lower,38,11,0.45351239669421484,0.386215564738292,,
current20,common,QT,q95,7,2,G1|ALL,upper,38,11,0.808038567493113,0.7531811294765841,,
current20,common,QT,q95,7,2,G2|ALL,lower,34,9,,0.3824116161616161,0.35919191919191923,
current20,common,QT,q95,7,2,G2|ALL,upper,34,9,,0.7660732323232324,0.7334932659932659,
current20,common,QT,q95,7,2,MIX|ALL,lower,41,12,,0.41689204545454545,,0.41992108585858584
current20,common,QT,q95,7,2,MIX|ALL,upper,41,12,,0.7781382575757577,,0.7780126262626262
current20,common,QT,q95,7,2,G1|G2|MIX|ALL,lower,31,8,0.4329545454545455,0.3359214015151515,0.30912215909090907,0.3412253787878788
current20,common,QT,q95,7,2,G1|G2|MIX|ALL,upper,31,8,0.8131780303030303,0.7302490530303031,0.6958257575757575,0.7299460227272726
current20,common,QT,q95,8,2,G1|ALL,lower,18,4,0.4571590909090909,0.42920454545454545,,
current20,common,QT,q95,8,2,G1|ALL,upper,18,4,0.6054318181818181,0.606840909090909,,
current20,common,QT,q95,8,2,G2|ALL,lower,34,9,,0.36122053872053866,0.3368813131313131,
current20,common,QT,q95,8,2,G2|ALL,upper,34,9,,0.5532070707070706,0.503476430976431,
current20,common,QT,q95,8,2,MIX|ALL,lower,41,12,,0.397165404040404,,0.4045896464646464
current20,common,QT,q95,8,2,MIX|ALL,upper,41,12,,0.5770719696969697,,0.5884760101010101
current20,common,QT,q95,8,2,G1|G2|MIX|ALL,lower,11,1,0.36363636363636365,0.20181818181818179,0.12818181818181817,0.23090909090909092
current20,common,QT,q95,8,2,G1|G2|MIX|ALL,upper,11,1,0.5977272727272728,0.4813636363636364,0.39545454545454545,0.5095454545454546
current20,common,QT,q95,8,3,G1|ALL,lower,18,4,0.4571590909090909,0.42920454545454545,,
current20,common,QT,q95,8,3,G1|ALL,upper,18,4,0.6144772727272727,0.6138181818181818,,
current20,common,QT,q95,8,3,G2|ALL,lower,34,9,,0.36122053872053866,0.3368813131313131,
current20,common,QT,q95,8,3,G2|ALL,upper,34,9,,0.5665488215488215,0.5103577441077441,
current20,common,QT,q95,8,3,MIX|ALL,lower,41,12,,0.397165404040404,,0.4045896464646464
current20,common,QT,q95,8,3,MIX|ALL,upper,41,12,,0.5889116161616162,,0.6001104797979798
current20,common,QT,q95,8,3,G1|G2|MIX|ALL,lower,11,1,0.36363636363636365,0.20181818181818179,0.12818181818181817,0.23090909090909092
current20,common,QT,q95,8,3,G1|G2|MIX|ALL,upper,11,1,0.6009090909090908,0.4872727272727273,0.4036363636363637,0.5159090909090909
current20,common,QT,q95,10,2,G1|ALL,lower,7,3,0.47833333333333333,0.49499999999999994,,
current20,common,QT,q95,10,2,G1|ALL,upper,7,3,0.515,0.539,,
current20,common,QT,q95,10,2,G2|ALL,lower,34,9,,0.3427188552188552,0.3123442760942761,
current20,common,QT,q95,10,2,G2|ALL,upper,34,9,,0.3958249158249158,0.3468939393939394,
current20,common,QT,q95,10,2,MIX|ALL,lower,41,12,,0.3807891414141414,,0.3905871212121212
current20,common,QT,q95,10,2,MIX|ALL,upper,41,12,,0.4316186868686868,,0.4454311868686869
current20,common,QT,q95,10,3,G1|ALL,lower,7,3,0.47833333333333333,0.49499999999999994,,
current20,common,QT,q95,10,3,G1|ALL,upper,7,3,0.5179999999999999,0.5399999999999999,,
current20,common,QT,q95,10,3,G2|ALL,lower,34,9,,0.3427188552188552,0.3123442760942761,
current20,common,QT,q95,10,3,G2|ALL,upper,34,9,,0.4004755892255891,0.34992424242424236,
current20,common,QT,q95,10,3,MIX|ALL,lower,41,12,,0.3807891414141414,,0.3905871212121212
current20,common,QT,q95,10,3,MIX|ALL,upper,41,12,,0.43535669191919196,,0.448988005050505
current20,common,QT,q95,10,4,G1|ALL,lower,7,3,0.47833333333333333,0.49499999999999994,,
current20,common,QT,q95,10,4,G1|ALL,upper,7,3,0.5233333333333333,0.5436666666666666,,
current20,common,QT,q95,10,4,G2|ALL,lower,34,9,,0.3427188552188552,0.3123442760942761,
current20,common,QT,q95,10,4,G2|ALL,upper,34,9,,0.40927609427609424,0.3567508417508417,
current20,common,QT,q95,10,4,MIX|ALL,lower,41,12,,0.3807891414141414,,0.3909280303030303
current20,common,QT,q95,10,4,MIX|ALL,upper,41,12,,0.4428737373737373,,0.45916161616161616
current20,common,QT,q95,10,5,G1|ALL,lower,7,3,0.5126666666666667,0.5486666666666667,,
current20,common,QT,q95,10,5,G1|ALL,upper,7,3,0.5643333333333334,0.6010000000000001,,
current20,common,QT,q95,10,5,G2|ALL,lower,34,9,,0.4243518518518519,0.4161026936026936,
current20,common,QT,q95,10,5,G2|ALL,upper,34,9,,0.5076515151515151,0.4684006734006733,
current20,common,QT,q95,10,5,MIX|ALL,lower,41,12,,0.45543055555555556,,0.46125631313131316
current20,common,QT,q95,10,5,MIX|ALL,upper,41,12,,0.5309886363636364,,0.5478598484848485
current20,common,QT,q95,13,2,G1|ALL,lower,7,3,0.4666666666666666,0.48500000000000004,,
current20,common,QT,q95,13,2,G1|ALL,upper,7,3,0.48866666666666664,0.5056666666666666,,
current20,common,QT,q95,13,2,G2|ALL,lower,23,8,,0.35312499999999997,0.33057291666666666,
current20,common,QT,q95,13,2,G2|ALL,upper,23,8,,0.3786979166666667,0.3397395833333333,
current20,common,QT,q95,13,2,MIX|ALL,lower,31,8,,0.2771600378787879,,0.29800662878787876
current20,common,QT,q95,13,2,MIX|ALL,upper,31,8,,0.30258617424242423,,0.3261931818181818
current20,common,QT,q95,13,3,G1|ALL,lower,7,3,0.4666666666666666,0.48500000000000004,,
current20,common,QT,q95,13,3,G1|ALL,upper,7,3,0.49100000000000005,0.5059999999999999,,
current20,common,QT,q95,13,3,G2|ALL,lower,23,8,,0.35312499999999997,0.33057291666666666,
current20,common,QT,q95,13,3,G2|ALL,upper,23,8,,0.38041666666666674,0.3409375,
current20,common,QT,q95,13,3,MIX|ALL,lower,31,8,,0.2771600378787879,,0.29800662878787876
current20,common,QT,q95,13,3,MIX|ALL,upper,31,8,,0.3043191287878788,,0.32887784090909095
current20,common,QT,q95,13,4,G1|ALL,lower,7,3,0.4666666666666666,0.48500000000000004,,
current20,common,QT,q95,13,4,G1|ALL,upper,7,3,0.494,0.5083333333333333,,
current20,common,QT,q95,13,4,G2|ALL,lower,23,8,,0.35312499999999997,0.33057291666666666,
current20,common,QT,q95,13,4,G2|ALL,upper,23,8,,0.38515625000000003,0.3441666666666667,
current20,common,QT,q95,13,4,MIX|ALL,lower,31,8,,0.2771600378787879,,0.29800662878787876
current20,common,QT,q95,13,4,MIX|ALL,upper,31,8,,0.30971685606060606,,0.33887784090909095
current20,common,QT,q95,13,5,G1|ALL,lower,7,3,0.4666666666666666,0.48500000000000004,,
current20,common,QT,q95,13,5,G1|ALL,upper,7,3,0.49866666666666665,0.5113333333333333,,
current20,common,QT,q95,13,5,G2|ALL,lower,23,8,,0.35312499999999997,0.33057291666666666,
current20,common,QT,q95,13,5,G2|ALL,upper,23,8,,0.39229166666666665,0.3503645833333333,
current20,common,QT,q95,13,5,MIX|ALL,lower,31,8,,0.2772168560606061,,0.29800662878787876
current20,common,QT,q95,13,5,MIX|ALL,upper,31,8,,0.3181969696969697,,0.35065340909090914
current20,common,QT,q95,13,6,G1|ALL,lower,7,3,0.48166666666666663,0.535,,
current20,common,QT,q95,13,6,G1|ALL,upper,7,3,0.5183333333333333,0.5673333333333334,,
current20,common,QT,q95,13,6,G2|ALL,lower,23,8,,0.4215625,0.4197395833333334,
current20,common,QT,q95,13,6,G2|ALL,upper,23,8,,0.47255208333333343,0.44875,
current20,common,QT,q95,13,6,MIX|ALL,lower,31,8,,0.36535890151515155,,0.38178693181818185
current20,common,QT,q95,13,6,MIX|ALL,upper,31,8,,0.4181998106060606,,0.44824053030303024
current20,common,QT,q95,13,7,G1|ALL,lower,7,3,0.48500000000000004,0.54,,
current20,common,QT,q95,13,7,G1|ALL,upper,7,3,0.527,0.5783333333333333,,
current20,common,QT,q95,13,7,G2|ALL,lower,23,8,,0.43687499999999996,0.43744791666666666,
current20,common,QT,q95,13,7,G2|ALL,upper,23,8,,0.49942708333333335,0.4786979166666666,
current20,common,QT,q95,13,7,MIX|ALL,lower,31,8,,0.3848352272727273,,0.40464962121212117
current20,common,QT,q95,13,7,MIX|ALL,upper,31,8,,0.4482869318181818,,0.4840719696969697
current20,common,QT,q95,13,8,G1|ALL,lower,7,3,0.6133333333333333,0.6366666666666666,,
current20,common,QT,q95,13,8,G1|ALL,upper,7,3,0.6629999999999999,0.6826666666666666,,
current20,common,QT,q95,13,8,G2|ALL,lower,23,8,,0.5156770833333334,0.5340625,
current20,common,QT,q95,13,8,G2|ALL,upper,23,8,,0.5916145833333333,0.5914583333333333,
current20,common,QT,q95,13,8,MIX|ALL,lower,31,8,,0.47825946969696964,,0.4743617424242424
current20,common,QT,q95,13,8,MIX|ALL,upper,31,8,,0.5539981060606061,,0.5713551136363636
current20,common,QTB,ospa30_t6,7,2,G1|ALL,lower,41,12,0.38047979797979803,0.3718017676767677,,
current20,common,QTB,ospa30_t6,7,2,G1|ALL,upper,41,12,0.7670852272727272,0.7787777777777777,,
current20,common,QTB,ospa30_t6,7,2,G2|ALL,lower,41,12,,0.3718017676767677,0.3662032828282829,
current20,common,QTB,ospa30_t6,7,2,G2|ALL,upper,41,12,,0.7787777777777777,0.7759438131313131,
current20,common,QTB,ospa30_t6,7,2,MIX|ALL,lower,41,12,,0.3718017676767677,,0.36615088383838384
current20,common,QTB,ospa30_t6,7,2,MIX|ALL,upper,41,12,,0.7787777777777777,,0.7823478535353535
current20,common,QTB,ospa30_t6,7,2,G1|G2|MIX|ALL,lower,41,12,0.38047979797979803,0.3718017676767677,0.3662032828282829,0.36615088383838384
current20,common,QTB,ospa30_t6,7,2,G1|G2|MIX|ALL,upper,41,12,0.7670852272727272,0.7787777777777777,0.7759438131313131,0.7823478535353535
current20,common,QTB,ospa30_t6,8,2,G1|ALL,lower,24,6,0.32045454545454544,0.28538636363636366,,
current20,common,QTB,ospa30_t6,8,2,G1|ALL,upper,24,6,0.5238712121212121,0.5138409090909091,,
current20,common,QTB,ospa30_t6,8,2,G2|ALL,lower,41,12,,0.34935290404040403,0.34097411616161616,
current20,common,QTB,ospa30_t6,8,2,G2|ALL,upper,41,12,,0.5744968434343435,0.5772323232323232,
current20,common,QTB,ospa30_t6,8,2,MIX|ALL,lower,41,12,,0.34935290404040403,,0.3476780303030303
current20,common,QTB,ospa30_t6,8,2,MIX|ALL,upper,41,12,,0.5744968434343435,,0.5720366161616163
current20,common,QTB,ospa30_t6,8,2,G1|G2|MIX|ALL,lower,24,6,0.32045454545454544,0.28538636363636366,0.2755871212121212,0.28727272727272724
current20,common,QTB,ospa30_t6,8,2,G1|G2|MIX|ALL,upper,24,6,0.5238712121212121,0.5138409090909091,0.4920757575757575,0.5287954545454546
current20,common,QTB,ospa30_t6,8,3,G1|ALL,lower,24,6,0.32045454545454544,0.28538636363636366,,
current20,common,QTB,ospa30_t6,8,3,G1|ALL,upper,24,6,0.5431515151515152,0.5323560606060607,,
current20,common,QTB,ospa30_t6,8,3,G2|ALL,lower,41,12,,0.34935290404040403,0.34097411616161616,
current20,common,QTB,ospa30_t6,8,3,G2|ALL,upper,41,12,,0.5910391414141415,0.587034090909091,
current20,common,QTB,ospa30_t6,8,3,MIX|ALL,lower,41,12,,0.34935290404040403,,0.3476780303030303
current20,common,QTB,ospa30_t6,8,3,MIX|ALL,upper,41,12,,0.5910391414141415,,0.585832702020202
current20,common,QTB,ospa30_t6,8,3,G1|G2|MIX|ALL,lower,24,6,0.32045454545454544,0.28538636363636366,0.2755871212121212,0.28727272727272724
current20,common,QTB,ospa30_t6,8,3,G1|G2|MIX|ALL,upper,24,6,0.5431515151515152,0.5323560606060607,0.5011098484848485,0.5435681818181819
current20,common,QTB,ospa30_t6,10,2,G2|ALL,lower,41,12,,0.33440025252525246,0.3157348484848485,
current20,common,QTB,ospa30_t6,10,2,G2|ALL,upper,41,12,,0.42322853535353544,0.418302398989899,
current20,common,QTB,ospa30_t6,10,2,MIX|ALL,lower,41,12,,0.33440025252525246,,0.3356294191919192
current20,common,QTB,ospa30_t6,10,2,MIX|ALL,upper,41,12,,0.42322853535353544,,0.4225934343434343
current20,common,QTB,ospa30_t6,10,3,G2|ALL,lower,41,12,,0.33440025252525246,0.3157348484848485,
current20,common,QTB,ospa30_t6,10,3,G2|ALL,upper,41,12,,0.43068497474747486,0.4240618686868686,
current20,common,QTB,ospa30_t6,10,3,MIX|ALL,lower,41,12,,0.33440025252525246,,0.3356294191919192
current20,common,QTB,ospa30_t6,10,3,MIX|ALL,upper,41,12,,0.43068497474747486,,0.43009343434343433
current20,common,QTB,ospa30_t6,10,4,G2|ALL,lower,41,12,,0.33440025252525246,0.3157348484848485,
current20,common,QTB,ospa30_t6,10,4,G2|ALL,upper,41,12,,0.44719760101010103,0.4412247474747475,
current20,common,QTB,ospa30_t6,10,4,MIX|ALL,lower,41,12,,0.33440025252525246,,0.3361597222222222
current20,common,QTB,ospa30_t6,10,4,MIX|ALL,upper,41,12,,0.44719760101010103,,0.44787310606060604
current20,common,QTB,ospa30_t6,10,5,G2|ALL,lower,41,12,,0.40272285353535353,0.397760101010101,
current20,common,QTB,ospa30_t6,10,5,G2|ALL,upper,41,12,,0.5397904040404041,0.5564715909090909,
current20,common,QTB,ospa30_t6,10,5,MIX|ALL,lower,41,12,,0.40272285353535353,,0.4050984848484849
current20,common,QTB,ospa30_t6,10,5,MIX|ALL,upper,41,12,,0.5397904040404041,,0.5391868686868687
current20,common,QTB,ospa30_t6,13,2,G2|ALL,lower,15,6,,0.4161111111111111,0.37700000000000006,
current20,common,QTB,ospa30_t6,13,2,G2|ALL,upper,15,6,,0.4521944444444444,0.47583333333333333,
current20,common,QTB,ospa30_t6,13,2,MIX|ALL,lower,41,12,,0.3256818181818182,,0.32785479797979794
current20,common,QTB,ospa30_t6,13,2,MIX|ALL,upper,41,12,,0.3655195707070707,,0.36490277777777774
current20,common,QTB,ospa30_t6,13,3,G2|ALL,lower,15,6,,0.4161111111111111,0.37700000000000006,
current20,common,QTB,ospa30_t6,13,3,G2|ALL,upper,15,6,,0.45505555555555555,0.47922222222222227,
current20,common,QTB,ospa30_t6,13,3,MIX|ALL,lower,41,12,,0.3256818181818182,,0.32785479797979794
current20,common,QTB,ospa30_t6,13,3,MIX|ALL,upper,41,12,,0.36886300505050507,,0.3685435606060607
