cohort,config,horizon,k,bound,model,images,buildings,quality_baseline_G1,quality_baseline_G2,quality_baseline_ALL,candidate_G1,candidate_G2,candidate_ALL
all26,ospa30_t6,8,3,lower,TB,26,6,0.26470328282828287,0.06914520202020202,0.16576767676767676,0.14841540404040404,0.194520202020202,0.16576767676767676
all26,ospa30_t6,8,3,lower,SB,14,4,0.3989583333333333,0.16641666666666666,0.2501666666666667,0.34670833333333334,0.135375,0.2501666666666667
all26,ospa30_t6,8,3,lower,TSB,40,11,0.36673209366391185,0.14695798898071624,0.2444338842975207,0.1954380165289256,0.3011225895316804,0.2444338842975207
all26,ospa30_t6,8,3,upper,T,41,12,0.5896893939393939,0.4094640151515152,0.5296483585858586,0.43345454545454537,0.6056717171717171,0.5296483585858586
all26,ospa30_t6,8,3,upper,S,37,9,0.571530303030303,0.38567424242424253,0.4995311447811448,0.39470707070707073,0.5742146464646465,0.4995311447811448
all26,ospa30_t6,8,3,upper,B,1,1,0.215,0.405,0.465,0.26,0.38,0.465
all26,ospa30_t6,8,3,upper,TS,35,12,0.5967518939393939,0.43838068181818185,0.544280303030303,0.40879734848484856,0.6276799242424244,0.544280303030303
all26,ospa30_t6,8,3,upper,TB,26,6,0.4806287878787879,0.35115025252525256,0.4563106060606061,0.40875252525252526,0.5028118686868687,0.4563106060606061
all26,ospa30_t6,8,3,upper,SB,14,4,0.56975,0.5024166666666667,0.5620416666666667,0.54425,0.4999166666666667,0.5620416666666667
all26,ospa30_t6,8,3,upper,TSB,40,11,0.552388429752066,0.4125971074380166,0.5150709366391184,0.4631659779614326,0.5539972451790633,0.5150709366391184
all26,ospa30_t6,10,5,lower,T,26,11,0.44284090909090906,0.21208333333333335,0.3235606060606061,0.22681818181818178,0.3443181818181818,0.3235606060606061
all26,ospa30_t6,10,5,lower,S,17,3,0.2383333333333333,0.04924242424242425,0.12708333333333333,0.13174242424242424,0.08848484848484849,0.12708333333333333
all26,ospa30_t6,10,5,lower,TS,16,4,0.5970833333333334,0.3640151515151515,0.4975,0.33261363636363633,0.5810227272727273,0.4975
all26,ospa30_t6,10,5,lower,TB,19,6,0.31826388888888885,0.14993055555555557,0.2431944444444444,0.17597222222222222,0.22791666666666666,0.2431944444444444
all26,ospa30_t6,10,5,lower,TSB,30,10,0.43525,0.18979166666666664,0.2999833333333333,0.23867500000000003,0.318625,0.2999833333333333
all26,ospa30_t6,10,5,upper,T,26,11,0.5578409090909091,0.35924242424242425,0.47356060606060607,0.39113636363636356,0.525340909090909,0.47356060606060607
all26,ospa30_t6,10,5,upper,S,17,3,0.3660984848484848,0.3108712121212121,0.3340530303030303,0.3942424242424242,0.23765151515151514,0.3340530303030303
all26,ospa30_t6,10,5,upper,TS,16,4,0.640719696969697,0.4707575757575757,0.608560606060606,0.4582954545454545,0.6479545454545454,0.608560606060606
all26,ospa30_t6,10,5,upper,TB,19,6,0.44798611111111114,0.32416666666666666,0.43875,0.3617361111111111,0.4529166666666667,0.43875
all26,ospa30_t6,10,5,upper,TSB,30,10,0.5367249999999999,0.32229166666666664,0.4472333333333334,0.427025,0.44315,0.4472333333333334
all26,q95,7,2,lower,T,41,12,0.5259747474747475,0.22379734848484853,0.3466369949494949,0.2859665404040404,0.4135921717171718,0.3466369949494949
all26,q95,7,2,lower,S,39,10,0.4896696969696969,0.2225568181818182,0.34346439393939393,0.22577803030303029,0.4381363636363636,0.34346439393939393
all26,q95,7,2,lower,B,1,1,0.415,0.0,0.005,0.02,0.0,0.005
all26,q95,7,2,lower,TS,41,12,0.5259747474747475,0.22379734848484853,0.3466369949494949,0.2779103535353535,0.3967361111111112,0.3466369949494949
all26,q95,7,2,lower,TB,26,6,0.36618560606060613,0.13926136363636366,0.24452398989898985,0.25798232323232323,0.2371969696969697,0.24452398989898985
all26,q95,7,2,lower,SB,18,5,0.39681666666666665,0.1165,0.1943,0.2499,0.12021666666666667,0.1943
all26,q95,7,2,lower,TSB,40,11,0.4828815426997245,0.20232438016528925,0.3126949035812672,0.29219421487603303,0.33428719008264457,0.3126949035812672
all26,q95,7,2,upper,T,41,12,0.8041325757575758,0.6579444444444446,0.7226938131313131,0.6750239898989899,0.7669198232323232,0.7226938131313131
all26,q95,7,2,upper,S,39,10,0.8049590909090909,0.6485333333333333,0.7127325757575759,0.6574356060606061,0.7565045454545454,0.7127325757575759
all26,q95,7,2,upper,B,1,1,0.6,0.785,0.765,0.7,0.685,0.765
all26,q95,7,2,upper,TS,41,12,0.8041325757575758,0.6579444444444446,0.7226938131313131,0.6502354797979798,0.7627714646464646,0.7226938131313131
all26,q95,7,2,upper,TB,26,6,0.7354179292929294,0.6194305555555556,0.6703876262626264,0.6667979797979798,0.6819924242424241,0.6703876262626264
all26,q95,7,2,upper,SB,18,5,0.7450166666666667,0.7416499999999999,0.7516999999999999,0.7649166666666666,0.7032,0.7516999999999999
all26,q95,7,2,upper,TSB,40,11,0.7863264462809917,0.6609393939393939,0.7174841597796143,0.6889249311294765,0.7393257575757576,0.7174841597796143
all26,q95,8,3,lower,T,41,12,0.5103409090909091,0.18447853535353534,0.3233137626262626,0.25665530303030304,0.39166666666666666,0.3233137626262626
all26,q95,8,3,lower,S,37,9,0.4665656565656566,0.14819360269360268,0.2910850168350168,0.14929208754208756,0.39523569023569016,0.2910850168350168
all26,q95,8,3,lower,B,1,1,0.37,0.0,0.005,0.015,0.0,0.005
all26,q95,8,3,lower,TS,35,12,0.5283617424242425,0.20257575757575755,0.3375568181818181,0.2192992424242424,0.39912878787878786,0.3375568181818181
all26,q95,8,3,lower,TB,26,6,0.35533459595959593,0.10242929292929293,0.2205164141414141,0.2319128787878788,0.2109027777777778,0.2205164141414141
all26,q95,8,3,lower,SB,14,4,0.5802083333333333,0.19091666666666668,0.31404166666666666,0.36420833333333336,0.1945,0.31404166666666666
all26,q95,8,3,lower,TSB,40,11,0.4658264462809918,0.16715840220385675,0.28997865013774105,0.2568732782369146,0.31373622589531674,0.28997865013774105
all26,q95,8,3,upper,T,41,12,0.6781969696969697,0.39791603535353537,0.5320157828282828,0.480861111111111,0.5643137626262628,0.5320157828282828
all26,q95,8,3,upper,S,37,9,0.6409292929292929,0.3633324915824916,0.4987988215488216,0.3808897306397307,0.5529511784511786,0.4987988215488216
all26,q95,8,3,upper,B,1,1,0.37,0.515,0.46,0.43,0.295,0.46
all26,q95,8,3,upper,TS,35,12,0.6988636363636364,0.42257575757575755,0.5497727272727272,0.4482859848484848,0.5857481060606061,0.5497727272727272
all26,q95,8,3,upper,TB,26,6,0.5656300505050504,0.3273598484848485,0.447989898989899,0.4553472222222222,0.41675,0.447989898989899
all26,q95,8,3,upper,SB,14,4,0.6775833333333334,0.5000833333333333,0.572875,0.48504166666666665,0.5329583333333333,0.572875
all26,q95,8,3,upper,TSB,40,11,0.6489421487603306,0.39999931129476596,0.5176535812672176,0.4940075757575757,0.5150371900826446,0.5176535812672176
all26,q95,10,5,lower,T,26,11,0.6098863636363636,0.26249999999999996,0.41022727272727283,0.3215530303030303,0.4375,0.41022727272727283
all26,q95,10,5,lower,S,17,3,0.3162121212121212,0.050416666666666665,0.14481060606060606,0.1356818181818182,0.14257575757575758,0.14481060606060606
all26,q95,10,5,lower,TS,16,4,0.5654924242424242,0.4108333333333333,0.5245454545454544,0.4186742424242424,0.5534090909090909,0.5245454545454544
all26,q95,10,5,lower,TB,19,6,0.39368055555555553,0.20986111111111114,0.31902777777777774,0.28097222222222223,0.2913888888888889,0.31902777777777774
all26,q95,10,5,lower,TSB,30,10,0.5427500000000001,0.226875,0.3534,0.3322583333333334,0.340025,0.3534
all26,q95,10,5,upper,T,26,11,0.6704924242424243,0.3839772727272727,0.5110606060606061,0.4982954545454545,0.48515151515151517,0.5110606060606061
all26,q95,10,5,upper,S,17,3,0.4121969696969698,0.2656818181818182,0.32795454545454544,0.46374999999999994,0.20492424242424243,0.32795454545454544
all26,q95,10,5,upper,TS,16,4,0.5968560606060606,0.4344696969696969,0.5565909090909091,0.44071969696969693,0.5731818181818181,0.5565909090909091
all26,q95,10,5,upper,TB,19,6,0.5047916666666666,0.30756944444444445,0.43277777777777776,0.43277777777777776,0.3583333333333334,0.43277777777777776
all26,q95,10,5,upper,TSB,30,10,0.6072083333333333,0.3673416666666666,0.4712583333333334,0.5169583333333334,0.4006083333333333,0.4712583333333334
current20,ospa30_t6,7,2,lower,T,41,12,0.40471275252525246,0.3196439393939394,0.3718017676767677,0.3773585858585859,0.35948232323232326,0.3718017676767677
current20,ospa30_t6,7,2,lower,S,23,9,0.3494907407407407,0.29005555555555557,0.33577777777777773,0.37424999999999997,0.4082407407407407,0.33577777777777773
current20,ospa30_t6,7,2,lower,B,20,8,0.3814583333333333,0.27546875,0.33614583333333337,0.3484375,0.24072916666666666,0.33614583333333337
current20,ospa30_t6,7,2,lower,QT,31,8,0.3443399621212121,0.18168465909090908,0.2627443181818182,0.28884469696969695,0.25083617424242427,0.2627443181818182
current20,ospa30_t6,7,2,lower,QS,3,1,0.3416666666666666,0.02,0.135,0.03833333333333334,0.13999999999999999,0.135
current20,ospa30_t6,7,2,lower,QB,41,12,0.40471275252525246,0.3196439393939394,0.3718017676767677,0.3849545454545454,0.313395202020202,0.3718017676767677
current20,ospa30_t6,7,2,lower,TS,41,12,0.40471275252525246,0.3196439393939394,0.3718017676767677,0.36358270202020204,0.3658207070707071,0.3718017676767677
current20,ospa30_t6,7,2,lower,TB,41,12,0.40471275252525246,0.3196439393939394,0.3718017676767677,0.3989867424242424,0.349207702020202,0.3718017676767677
current20,ospa30_t6,7,2,lower,SB,33,10,0.4114886363636364,0.35627272727272735,0.39946212121212127,0.4055037878787878,0.3506742424242424,0.39946212121212127
current20,ospa30_t6,7,2,lower,QTS,36,8,0.41488162878787876,0.26009090909090904,0.33989015151515145,0.3774346590909091,0.40086174242424244,0.33989015151515145
current20,ospa30_t6,7,2,lower,QTB,41,12,0.40471275252525246,0.3196439393939394,0.3718017676767677,0.38047979797979803,0.3662032828282829,0.3718017676767677
current20,ospa30_t6,7,2,lower,QSB,35,10,0.4771969696969697,0.3690727272727273,0.43441212121212114,0.4265681818181818,0.3796136363636363,0.43441212121212114
current20,ospa30_t6,7,2,lower,TSB,41,12,0.40471275252525246,0.3196439393939394,0.3718017676767677,0.3840006313131313,0.35588383838383836,0.3718017676767677
current20,ospa30_t6,7,2,lower,QTSB,41,12,0.40471275252525246,0.3196439393939394,0.3718017676767677,0.3840909090909091,0.357751893939394,0.3718017676767677
current20,ospa30_t6,7,2,upper,T,41,12,0.7655170454545455,0.7287203282828282,0.7787777777777777,0.7508118686868687,0.7671792929292929,0.7787777777777777
current20,ospa30_t6,7,2,upper,S,23,9,0.7299907407407408,0.7062314814814815,0.7622592592592592,0.7830925925925926,0.808962962962963,0.7622592592592592
current20,ospa30_t6,7,2,upper,B,20,8,0.7362500000000001,0.6788020833333333,0.7479166666666666,0.7094791666666667,0.6653125,0.7479166666666666
current20,ospa30_t6,7,2,upper,QT,31,8,0.7176714015151515,0.6720700757575758,0.7238749999999999,0.7482632575757576,0.7085823863636364,0.7238749999999999
current20,ospa30_t6,7,2,upper,QS,3,1,0.7716666666666666,0.6883333333333334,0.7233333333333333,0.7116666666666666,0.6783333333333333,0.7233333333333333
current20,ospa30_t6,7,2,upper,QB,41,12,0.7655170454545455,0.7287203282828282,0.7787777777777777,0.742870580808081,0.7273068181818183,0.7787777777777777
current20,ospa30_t6,7,2,upper,TS,41,12,0.7655170454545455,0.7287203282828282,0.7787777777777777,0.7709450757575756,0.7642411616161615,0.7787777777777777
current20,ospa30_t6,7,2,upper,TB,41,12,0.7655170454545455,0.7287203282828282,0.7787777777777777,0.7656748737373738,0.7668282828282829,0.7787777777777777
current20,ospa30_t6,7,2,upper,SB,33,10,0.757253787878788,0.7252310606060605,0.7779999999999999,0.7452196969696969,0.7174431818181819,0.7779999999999999
current20,ospa30_t6,7,2,upper,QTS,36,8,0.7914005681818183,0.7233929924242425,0.7669166666666666,0.7743816287878788,0.8179195075757576,0.7669166666666666
current20,ospa30_t6,7,2,upper,QTB,41,12,0.7655170454545455,0.7287203282828282,0.7787777777777777,0.7670852272727272,0.7759438131313131,0.7787777777777777
current20,ospa30_t6,7,2,upper,QSB,35,10,0.7887454545454544,0.7285893939393938,0.7746999999999999,0.7282636363636363,0.7526909090909091,0.7746999999999999
current20,ospa30_t6,7,2,upper,TSB,41,12,0.7655170454545455,0.7287203282828282,0.7787777777777777,0.7662241161616162,0.7663396464646465,0.7787777777777777
current20,ospa30_t6,7,2,upper,QTSB,41,12,0.7655170454545455,0.7287203282828282,0.7787777777777777,0.761863005050505,0.7653118686868687,0.7787777777777777
current20,ospa30_t6,8,3,lower,T,39,12,0.415895202020202,0.3102651515151515,0.3654709595959597,0.3741161616161616,0.35290782828282835,0.3654709595959597
current20,ospa30_t6,8,3,lower,S,16,5,0.24074999999999996,0.15455000000000002,0.20975000000000002,0.1561,0.38,0.20975000000000002
current20,ospa30_t6,8,3,lower,B,20,8,0.36494791666666665,0.25223958333333335,0.3081770833333333,0.33135416666666667,0.22125,0.3081770833333333
current20,ospa30_t6,8,3,lower,QT,11,1,0.1309090909090909,0.11318181818181819,0.14681818181818182,0.2727272727272727,0.08727272727272727,0.14681818181818182
current20,ospa30_t6,8,3,lower,QS,3,1,0.3333333333333333,0.0,0.11499999999999999,0.0,0.10333333333333333,0.11499999999999999
current20,ospa30_t6,8,3,lower,QB,41,12,0.39170770202020205,0.30125820707070705,0.34935290404040403,0.3716887626262626,0.2976893939393939,0.34935290404040403
current20,ospa30_t6,8,3,lower,TS,35,10,0.3300492424242424,0.23810984848484845,0.28722348484848487,0.2987916666666667,0.2771136363636364,0.28722348484848487
current20,ospa30_t6,8,3,lower,TB,41,12,0.39170770202020205,0.30125820707070705,0.34935290404040403,0.37504103535353533,0.3263794191919192,0.34935290404040403
current20,ospa30_t6,8,3,lower,SB,29,9,0.41301767676767676,0.3478998316498316,0.38858164983164983,0.4089646464646465,0.3191414141414141,0.38858164983164983
current20,ospa30_t6,8,3,lower,QTS,25,7,0.4385119047619047,0.26170238095238096,0.3422023809523809,0.376547619047619,0.42773809523809525,0.3422023809523809
current20,ospa30_t6,8,3,lower,QTB,24,6,0.33706818181818177,0.23903030303030304,0.28538636363636366,0.32045454545454544,0.2755871212121212,0.28538636363636366
current20,ospa30_t6,8,3,lower,QSB,26,8,0.4390416666666667,0.3567083333333333,0.39820833333333333,0.4121666666666666,0.325,0.39820833333333333
current20,ospa30_t6,8,3,lower,TSB,40,12,0.400582702020202,0.3022443181818182,0.3532140151515151,0.3685050505050505,0.3392449494949495,0.3532140151515151
current20,ospa30_t6,8,3,lower,QTSB,40,12,0.400582702020202,0.3022443181818182,0.3532140151515151,0.3810606060606061,0.332175505050505,0.3532140151515151
current20,ospa30_t6,8,3,upper,T,39,12,0.5913510101010101,0.5054172979797981,0.5804558080808081,0.5502645202020203,0.5501925505050506,0.5804558080808081
current20,ospa30_t6,8,3,upper,S,16,5,0.48655,0.3943,0.5241,0.4513,0.7097500000000001,0.5241
current20,ospa30_t6,8,3,upper,B,20,8,0.5468229166666667,0.41651041666666666,0.5297916666666667,0.4825520833333333,0.4433333333333333,0.5297916666666667
current20,ospa30_t6,8,3,upper,QT,11,1,0.5245454545454545,0.5490909090909091,0.5586363636363636,0.6659090909090909,0.5009090909090909,0.5586363636363636
current20,ospa30_t6,8,3,upper,QS,3,1,0.5616666666666666,0.38166666666666665,0.45166666666666666,0.43,0.35666666666666663,0.45166666666666666
current20,ospa30_t6,8,3,upper,QB,41,12,0.596927398989899,0.5105353535353535,0.5910391414141415,0.5384438131313131,0.5463112373737373,0.5910391414141415
current20,ospa30_t6,8,3,upper,TS,35,10,0.5464128787878788,0.4487424242424242,0.5389469696969698,0.5709848484848485,0.5082992424242423,0.5389469696969698
current20,ospa30_t6,8,3,upper,TB,41,12,0.596927398989899,0.5105353535353535,0.5910391414141415,0.5826521464646465,0.5522954545454545,0.5910391414141415
current20,ospa30_t6,8,3,upper,SB,29,9,0.5930513468013469,0.49994528619528616,0.593922558922559,0.5490361952861953,0.5113131313131313,0.593922558922559
current20,ospa30_t6,8,3,upper,QTS,25,7,0.6437261904761904,0.5106904761904761,0.5855476190476191,0.598,0.6967023809523809,0.5855476190476191
current20,ospa30_t6,8,3,upper,QTB,24,6,0.531340909090909,0.4486401515151515,0.5323560606060607,0.5431515151515152,0.5011098484848485,0.5323560606060607
current20,ospa30_t6,8,3,upper,QSB,26,8,0.6096041666666667,0.5368541666666666,0.5836666666666667,0.5402083333333334,0.5407083333333333,0.5836666666666667
current20,ospa30_t6,8,3,upper,TSB,40,12,0.5968718434343435,0.5011464646464646,0.5849002525252526,0.5907354797979797,0.5606868686868686,0.5849002525252526
current20,ospa30_t6,8,3,upper,QTSB,40,12,0.5968718434343435,0.5011464646464646,0.5849002525252526,0.5645479797979798,0.5641938131313132,0.5849002525252526
current20,ospa30_t6,10,5,lower,TS,26,8,0.35443749999999996,0.35899999999999993,0.3571875,0.33349999999999996,0.33634375000000005,0.3571875
current20,ospa30_t6,10,5,lower,QTS,7,2,0.5700000000000001,0.38916666666666666,0.4825,0.3933333333333333,0.626875,0.4825
current20,ospa30_t6,10,5,lower,QTSB,1,1,0.0,0.025,0.0,0.0,0.05,0.0
current20,ospa30_t6,10,5,upper,TS,26,8,0.52915625,0.4746875,0.49084375,0.56459375,0.4610937500000001,0.49084375
current20,ospa30_t6,10,5,upper,QTS,7,2,0.668125,0.6725,0.625625,0.5139583333333333,0.760625,0.625625
current20,ospa30_t6,10,5,upper,QTSB,1,1,0.035,0.025,0.045,0.08,0.05,0.045
current20,q95,7,2,lower,T,41,12,0.49583964646464646,0.3585795454545455,0.41689204545454545,0.47460858585858584,0.3834880050505051,0.41689204545454545
current20,q95,7,2,lower,S,23,9,0.45462962962962966,0.34,0.3892314814814814,0.3454166666666667,0.43712962962962965,0.3892314814814814
current20,q95,7,2,lower,B,20,8,0.4686458333333333,0.30515625,0.37,0.37083333333333335,0.2936979166666666,0.37
current20,q95,7,2,lower,QT,31,8,0.480405303030303,0.23004640151515154,0.3359214015151515,0.4329545454545455,0.30912215909090907,0.3359214015151515
current20,q95,7,2,lower,QS,3,1,0.3566666666666667,0.02,0.14333333333333334,0.03833333333333334,0.15,0.14333333333333334
current20,q95,7,2,lower,QB,41,12,0.49583964646464646,0.3585795454545455,0.41689204545454545,0.41999873737373744,0.36598800505050505,0.41689204545454545
current20,q95,7,2,lower,TS,41,12,0.49583964646464646,0.3585795454545455,0.41689204545454545,0.4408270202020202,0.3852809343434344,0.41689204545454545
current20,q95,7,2,lower,TB,41,12,0.49583964646464646,0.3585795454545455,0.41689204545454545,0.4867613636363637,0.3680050505050505,0.41689204545454545
current20,q95,7,2,lower,SB,33,10,0.5193409090909091,0.38829545454545455,0.44583712121212127,0.4462234848484849,0.39568560606060604,0.44583712121212127
current20,q95,7,2,lower,QTS,36,8,0.5237594696969697,0.3178693181818182,0.4072130681818181,0.4927462121212121,0.4213304924242424,0.4072130681818181
current20,q95,7,2,lower,QTB,41,12,0.49583964646464646,0.3585795454545455,0.41689204545454545,0.4119002525252526,0.4179703282828284,0.41689204545454545
current20,q95,7,2,lower,QSB,35,10,0.5546742424242425,0.4159621212121213,0.4777287878787878,0.48336969696969706,0.40499999999999997,0.4777287878787878
current20,q95,7,2,lower,TSB,41,12,0.49583964646464646,0.3585795454545455,0.41689204545454545,0.4780391414141414,0.3695675505050506,0.41689204545454545
current20,q95,7,2,lower,QTSB,41,12,0.49583964646464646,0.3585795454545455,0.41689204545454545,0.4159280303030303,0.412136994949495,0.41689204545454545
current20,q95,7,2,upper,T,41,12,0.8084273989898989,0.7237986111111111,0.7781382575757577,0.7822203282828285,0.7508011363636364,0.7781382575757577
current20,q95,7,2,upper,S,23,9,0.7824907407407407,0.7084907407407407,0.7655648148148149,0.7542407407407408,0.7729629629629629,0.7655648148148149
current20,q95,7,2,upper,B,20,8,0.7796354166666667,0.6749479166666666,0.7406250000000001,0.7178125,0.6481250000000001,0.7406250000000001
current20,q95,7,2,upper,QT,31,8,0.784964015151515,0.6592708333333335,0.7302490530303031,0.8131780303030303,0.6958257575757575,0.7302490530303031
current20,q95,7,2,upper,QS,3,1,0.7516666666666666,0.6616666666666667,0.6783333333333333,0.665,0.6216666666666667,0.6783333333333333
current20,q95,7,2,upper,QB,41,12,0.8084273989898989,0.7237986111111111,0.7781382575757577,0.7468030303030303,0.7194356060606061,0.7781382575757577
current20,q95,7,2,upper,TS,41,12,0.8084273989898989,0.7237986111111111,0.7781382575757577,0.7542897727272727,0.7444021464646465,0.7781382575757577
current20,q95,7,2,upper,TB,41,12,0.8084273989898989,0.7237986111111111,0.7781382575757577,0.7846205808080806,0.7476325757575757,0.7781382575757577
current20,q95,7,2,upper,SB,33,10,0.812246212121212,0.7117916666666666,0.7776325757575758,0.7534469696969697,0.7032310606060607,0.7776325757575758
current20,q95,7,2,upper,QTS,36,8,0.8276410984848483,0.7222604166666667,0.7718948863636363,0.7990151515151516,0.7780066287878787,0.7718948863636363
current20,q95,7,2,upper,QTB,41,12,0.8084273989898989,0.7237986111111111,0.7781382575757577,0.7673617424242426,0.764488005050505,0.7781382575757577
current20,q95,7,2,upper,QSB,35,10,0.8357378787878786,0.7344333333333333,0.7768909090909092,0.7578939393939393,0.7135969696969697,0.7768909090909092
current20,q95,7,2,upper,TSB,41,12,0.8084273989898989,0.7237986111111111,0.7781382575757577,0.7745839646464648,0.7465018939393939,0.7781382575757577
current20,q95,7,2,upper,QTSB,41,12,0.8084273989898989,0.7237986111111111,0.7781382575757577,0.7645353535353535,0.754925505050505,0.7781382575757577
current20,q95,8,3,lower,T,39,12,0.5021830808080808,0.35430366161616167,0.4164431818181819,0.4886363636363636,0.3785517676767676,0.4164431818181819
current20,q95,8,3,lower,S,16,5,0.39625000000000005,0.24275000000000002,0.30650000000000005,0.31475,0.38475000000000004,0.30650000000000005
current20,q95,8,3,lower,B,20,8,0.4430729166666667,0.2817708333333333,0.3458333333333333,0.34791666666666665,0.25203125,0.3458333333333333
current20,q95,8,3,lower,QT,11,1,0.2913636363636364,0.12772727272727272,0.20181818181818179,0.36363636363636365,0.12818181818181817,0.20181818181818179
current20,q95,8,3,lower,QS,3,1,0.3383333333333333,0.0,0.12,0.0,0.10666666666666667,0.12
current20,q95,8,3,lower,QB,41,12,0.47799558080808074,0.3392203282828283,0.397165404040404,0.4016035353535354,0.3357859848484848,0.397165404040404
current20,q95,8,3,lower,TS,35,10,0.433594696969697,0.2670643939393939,0.3365984848484848,0.3679734848484849,0.2942954545454545,0.3365984848484848
current20,q95,8,3,lower,TB,41,12,0.47799558080808074,0.3392203282828283,0.397165404040404,0.4737058080808081,0.3456691919191919,0.397165404040404
current20,q95,8,3,lower,SB,29,9,0.49973484848484845,0.37576599326599325,0.4276094276094276,0.4378787878787878,0.34771464646464645,0.4276094276094276
current20,q95,8,3,lower,QTS,25,7,0.5460119047619048,0.32470238095238096,0.41202380952380946,0.4919047619047619,0.4338095238095238,0.41202380952380946
current20,q95,8,3,lower,QTB,24,6,0.49339393939393944,0.25082954545454544,0.34288636363636366,0.37727272727272726,0.29178030303030306,0.34288636363636366
current20,q95,8,3,lower,QSB,26,8,0.5354791666666667,0.3608958333333333,0.4292083333333333,0.44279166666666664,0.3375,0.4292083333333333
current20,q95,8,3,lower,TSB,40,12,0.4868705808080808,0.3402064393939394,0.40102651515151516,0.47474747474747475,0.35348737373737377,0.40102651515151516
current20,q95,8,3,lower,QTSB,40,12,0.4868705808080808,0.3402064393939394,0.40102651515151516,0.409469696969697,0.38516098484848493,0.40102651515151516
current20,q95,8,3,upper,T,39,12,0.6585662878787878,0.5010839646464647,0.5850713383838384,0.6398907828282828,0.5312487373737372,0.5850713383838384
current20,q95,8,3,upper,S,16,5,0.57135,0.43115000000000003,0.5536,0.5507,0.6007,0.5536
current20,q95,8,3,upper,B,20,8,0.6115624999999999,0.40937499999999993,0.5263020833333333,0.5018229166666667,0.38348958333333333,0.5263020833333333
current20,q95,8,3,upper,QT,11,1,0.6145454545454545,0.419090909090909,0.4872727272727273,0.6009090909090908,0.4036363636363637,0.4872727272727273
current20,q95,8,3,upper,QS,3,1,0.555,0.32,0.38833333333333336,0.39999999999999997,0.2866666666666667,0.38833333333333336
current20,q95,8,3,upper,QB,41,12,0.6580246212121211,0.4979034090909091,0.5889116161616162,0.551802398989899,0.5047582070707072,0.5889116161616162
current20,q95,8,3,upper,TS,35,10,0.6218295454545453,0.42428409090909086,0.5343939393939394,0.5639810606060606,0.4717689393939395,0.5343939393939394
current20,q95,8,3,upper,TB,41,12,0.6580246212121211,0.4979034090909091,0.5889116161616162,0.6397550505050504,0.5264431818181818,0.5889116161616162
current20,q95,8,3,upper,SB,29,9,0.6613383838383837,0.486010101010101,0.5899284511784512,0.5752735690235691,0.4556776094276095,0.5899284511784512
