variant,cohort,panel,model,repeat,workers,half_support,left_status,right_status,status,ari
scope_all_historical,all26,common,T,22,24,half_diagnostic,usable,usable,usable,0.543238415467059
scope_all_historical,all26,common,S,22,24,half_diagnostic,usable,usable,usable,-0.05180684362008313
scope_all_historical,all26,common,B,22,24,half_diagnostic,usable,usable,usable,0.8082175226586102
scope_all_historical,all26,common,QT,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,QS,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,QB,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,TS,22,24,half_diagnostic,usable,usable,usable,0.6814103573115063
scope_all_historical,all26,common,TB,22,24,half_diagnostic,usable,usable,usable,0.22612804403136194
scope_all_historical,all26,common,SB,22,24,half_diagnostic,usable,usable,usable,0.6127551020408164
scope_all_historical,all26,common,QTS,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,QTB,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,QSB,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,TSB,22,24,half_diagnostic,usable,usable,usable,0.6814103573115063
scope_all_historical,all26,common,QTSB,22,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,Q_median2,22,24,half_diagnostic,usable,usable,usable,0.21590909090909088
scope_all_historical,all26,native,Q,23,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,T,23,22,full_requirement,usable,usable,usable,0.6534653465346535
scope_all_historical,all26,native,S,23,0,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,native,B,23,1,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,native,QT,23,22,full_requirement,usable,singleton_rejected,unavailable,
scope_all_historical,all26,native,QS,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,native,QB,23,1,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,native,TS,23,0,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,native,TB,23,1,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,native,SB,23,0,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,native,QTS,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,native,QTB,23,1,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,native,QSB,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,native,TSB,23,0,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,native,QTSB,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,native,Q_median2,23,25,full_requirement,usable,usable,usable,0.09188034188034183
scope_all_historical,all26,common,Q,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,T,23,0,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,S,23,0,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,B,23,0,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,QT,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,QS,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,QB,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,TS,23,0,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,TB,23,0,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,SB,23,0,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,QTS,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,QTB,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,QSB,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,TSB,23,0,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,QTSB,23,0,full_requirement,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,Q_median2,23,0,full_requirement,insufficient_workers,usable,unavailable,
scope_all_historical,all26,native,Q,23,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,T,23,22,half_diagnostic,usable,usable,usable,0.6534653465346535
scope_all_historical,all26,native,S,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
scope_all_historical,all26,native,B,23,26,half_diagnostic,usable,usable,usable,0.8304642670839854
scope_all_historical,all26,native,QT,23,22,half_diagnostic,usable,singleton_rejected,unavailable,
scope_all_historical,all26,native,QS,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,native,QB,23,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,TS,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
scope_all_historical,all26,native,TB,23,22,half_diagnostic,usable,usable,usable,0.10692588092345089
scope_all_historical,all26,native,SB,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
scope_all_historical,all26,native,QTS,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,native,QTB,23,22,half_diagnostic,usable,singleton_rejected,unavailable,
scope_all_historical,all26,native,QSB,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,native,TSB,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
scope_all_historical,all26,native,QTSB,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,native,Q_median2,23,25,half_diagnostic,usable,usable,usable,0.09188034188034183
scope_all_historical,all26,common,Q,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,T,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,S,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,B,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,QT,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,QS,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,QB,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,TS,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,TB,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,SB,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,QTS,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,QTB,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,QSB,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,TSB,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
scope_all_historical,all26,common,QTSB,23,0,half_diagnostic,insufficient_workers,singleton_rejected,unavailable,
scope_all_historical,all26,common,Q_median2,23,0,half_diagnostic,insufficient_workers,usable,unavailable,
scope_all_historical,all26,native,Q,24,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,T,24,22,full_requirement,usable,usable,usable,0.8178438661710037
scope_all_historical,all26,native,S,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,B,24,26,full_requirement,usable,usable,usable,-0.027015304541793288
scope_all_historical,all26,native,QT,24,22,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QS,24,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,QB,24,25,full_requirement,usable,singleton_rejected,unavailable,
scope_all_historical,all26,native,TS,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,TB,24,22,full_requirement,usable,usable,usable,1.0
scope_all_historical,all26,native,SB,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTS,24,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTB,24,22,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QSB,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,TSB,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTSB,24,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,Q_median2,24,25,full_requirement,usable,usable,usable,0.23878205128205124
scope_all_historical,all26,common,Q,24,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,T,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,S,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,B,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QT,24,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QS,24,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QB,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,TS,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,TB,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,SB,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTS,24,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTB,24,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QSB,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,TSB,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTSB,24,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,Q_median2,24,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,Q,24,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,T,24,23,half_diagnostic,usable,usable,usable,0.6673553719008265
scope_all_historical,all26,native,S,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,B,24,26,half_diagnostic,usable,usable,usable,-0.027015304541793288
scope_all_historical,all26,native,QT,24,23,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QS,24,0,half_diagnostic,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,QB,24,25,half_diagnostic,usable,singleton_rejected,unavailable,
scope_all_historical,all26,native,TS,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,TB,24,23,half_diagnostic,usable,usable,usable,0.29206566347469215
scope_all_historical,all26,native,SB,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTS,24,0,half_diagnostic,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTB,24,23,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QSB,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,TSB,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTSB,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,Q_median2,24,25,half_diagnostic,usable,usable,usable,0.23878205128205124
scope_all_historical,all26,common,Q,24,0,half_diagnostic,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,T,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,S,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,B,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QT,24,0,half_diagnostic,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QS,24,0,half_diagnostic,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QB,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,TS,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,TB,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,SB,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTS,24,0,half_diagnostic,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTB,24,0,half_diagnostic,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QSB,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,TSB,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTSB,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,Q_median2,24,0,half_diagnostic,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,Q,25,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,T,25,23,full_requirement,usable,usable,usable,0.6675843083275981
scope_all_historical,all26,native,S,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,B,25,17,full_requirement,usable,usable,usable,-0.07651715039577847
scope_all_historical,all26,native,QT,25,23,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QS,25,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,QB,25,17,full_requirement,usable,singleton_rejected,unavailable,
scope_all_historical,all26,native,TS,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,TB,25,15,full_requirement,usable,usable,usable,0.07862407862407861
scope_all_historical,all26,native,SB,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTS,25,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTB,25,15,full_requirement,usable,singleton_rejected,unavailable,
scope_all_historical,all26,native,QSB,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,TSB,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTSB,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,Q_median2,25,25,full_requirement,usable,usable,usable,0.09188034188034183
scope_all_historical,all26,common,Q,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,T,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,S,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,B,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QT,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QS,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QB,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,TS,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,TB,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,SB,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTS,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTB,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QSB,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,TSB,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTSB,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,Q_median2,25,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,Q,25,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,T,25,24,half_diagnostic,usable,usable,usable,0.543238415467059
scope_all_historical,all26,native,S,25,26,half_diagnostic,usable,usable,usable,-0.04118993135011445
scope_all_historical,all26,native,B,25,26,half_diagnostic,usable,usable,usable,0.0533079485959067
scope_all_historical,all26,native,QT,25,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QS,25,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QB,25,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,TS,25,24,half_diagnostic,usable,usable,usable,0.8330703692016409
scope_all_historical,all26,native,TB,25,24,half_diagnostic,usable,usable,usable,0.15061549601737867
scope_all_historical,all26,native,SB,25,26,half_diagnostic,usable,usable,usable,0.0533079485959067
scope_all_historical,all26,native,QTS,25,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QTB,25,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QSB,25,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,TSB,25,24,half_diagnostic,usable,usable,usable,0.543238415467059
scope_all_historical,all26,native,QTSB,25,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,Q_median2,25,25,half_diagnostic,usable,usable,usable,0.09188034188034183
scope_all_historical,all26,common,Q,25,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,T,25,24,half_diagnostic,usable,usable,usable,0.543238415467059
scope_all_historical,all26,common,S,25,24,half_diagnostic,usable,usable,usable,-0.028133791809940644
scope_all_historical,all26,common,B,25,24,half_diagnostic,usable,usable,usable,0.012718600953894973
scope_all_historical,all26,common,QT,25,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,QS,25,24,half_diagnostic,singleton_rejected,usable,unavailable,
scope_all_historical,all26,common,QB,25,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,TS,25,24,half_diagnostic,usable,usable,usable,0.8330703692016409
scope_all_historical,all26,common,TB,25,24,half_diagnostic,usable,usable,usable,0.15061549601737867
scope_all_historical,all26,common,SB,25,24,half_diagnostic,usable,usable,usable,-0.09987738267751645
scope_all_historical,all26,common,QTS,25,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,QTB,25,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,QSB,25,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,TSB,25,24,half_diagnostic,usable,usable,usable,0.543238415467059
scope_all_historical,all26,common,QTSB,25,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,Q_median2,25,24,half_diagnostic,usable,usable,usable,0.0707070707070707
scope_all_historical,all26,native,Q,26,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,T,26,22,full_requirement,usable,usable,usable,1.0
scope_all_historical,all26,native,S,26,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,B,26,26,full_requirement,usable,usable,usable,1.0
scope_all_historical,all26,native,QT,26,22,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QS,26,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,QB,26,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,TS,26,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,TB,26,22,full_requirement,usable,usable,usable,0.1791530944625408
scope_all_historical,all26,native,SB,26,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTS,26,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTB,26,22,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QSB,26,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,TSB,26,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTSB,26,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,Q_median2,26,25,full_requirement,usable,usable,usable,0.09188034188034183
scope_all_historical,all26,common,Q,26,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,T,26,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,S,26,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,B,26,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QT,26,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QS,26,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QB,26,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,TS,26,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,TB,26,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,SB,26,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTS,26,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTB,26,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QSB,26,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,TSB,26,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTSB,26,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,Q_median2,26,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,Q,26,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,T,26,24,half_diagnostic,usable,usable,usable,0.42016806722689076
scope_all_historical,all26,native,S,26,26,half_diagnostic,usable,usable,usable,-0.09945872801082566
scope_all_historical,all26,native,B,26,26,half_diagnostic,usable,usable,usable,1.0
scope_all_historical,all26,native,QT,26,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QS,26,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QB,26,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,TS,26,24,half_diagnostic,usable,usable,usable,0.8332457707260691
scope_all_historical,all26,native,TB,26,24,half_diagnostic,usable,usable,usable,0.22612804403136194
scope_all_historical,all26,native,SB,26,26,half_diagnostic,usable,usable,usable,-0.049288375202980135
scope_all_historical,all26,native,QTS,26,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QTB,26,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QSB,26,25,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,TSB,26,24,half_diagnostic,usable,usable,usable,0.5439093484419263
scope_all_historical,all26,native,QTSB,26,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,Q_median2,26,25,half_diagnostic,usable,usable,usable,0.09188034188034183
scope_all_historical,all26,common,Q,26,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,T,26,24,half_diagnostic,usable,usable,usable,0.42016806722689076
scope_all_historical,all26,common,S,26,24,half_diagnostic,usable,usable,usable,0.21504187075367354
scope_all_historical,all26,common,B,26,24,half_diagnostic,usable,usable,usable,-0.008350730688935217
scope_all_historical,all26,common,QT,26,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,QS,26,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,QB,26,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,TS,26,24,half_diagnostic,usable,usable,usable,0.8332457707260691
scope_all_historical,all26,common,TB,26,24,half_diagnostic,usable,usable,usable,0.22612804403136194
scope_all_historical,all26,common,SB,26,24,half_diagnostic,usable,usable,usable,-0.09465404612718288
scope_all_historical,all26,common,QTS,26,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,QTB,26,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,QSB,26,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,TSB,26,24,half_diagnostic,usable,usable,usable,0.5439093484419263
scope_all_historical,all26,common,QTSB,26,24,half_diagnostic,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,common,Q_median2,26,24,half_diagnostic,usable,usable,usable,0.0707070707070707
scope_all_historical,all26,native,Q,27,25,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,T,27,22,full_requirement,usable,usable,usable,0.8178438661710037
scope_all_historical,all26,native,S,27,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,B,27,26,full_requirement,usable,usable,usable,1.0
scope_all_historical,all26,native,QT,27,22,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QS,27,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,QB,27,25,full_requirement,singleton_rejected,usable,unavailable,
scope_all_historical,all26,native,TS,27,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,TB,27,22,full_requirement,usable,usable,usable,0.1791530944625408
scope_all_historical,all26,native,SB,27,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTS,27,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTB,27,22,full_requirement,singleton_rejected,singleton_rejected,unavailable,
scope_all_historical,all26,native,QSB,27,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,TSB,27,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,native,QTSB,27,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,native,Q_median2,27,25,full_requirement,usable,usable,usable,0.43910256410256404
scope_all_historical,all26,common,Q,27,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,T,27,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,S,27,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,B,27,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QT,27,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QS,27,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QB,27,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,TS,27,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,TB,27,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,SB,27,0,full_requirement,usable,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTS,27,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QTB,27,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
scope_all_historical,all26,common,QSB,27,0,full_requirement,singleton_rejected,insufficient_workers,unavailable,
