cohort,axis,model,buildings,replicates,gain_lower,gain_upper,extra_over_Qmedian_lower,extra_over_Qmedian_upper
all26,scope_accept,S,6,1000,0.020814991367599567,0.16642696925715772,0.007712948125156155,0.17990441703789248
all26,scope_accept,SB,6,1000,-0.09010997953869104,0.01302959381230205,-0.11200960005545187,0.03443717816740536
all26,scope_accept,T,6,1000,-0.016741474846943438,0.00803665084915095,-0.04536565917696146,0.03556070948497427
all26,scope_accept,TB,6,1000,-0.005242427869502464,0.023615018793510023,-0.03036126039598247,0.04185664558513508
all26,scope_accept,TS,6,1000,-0.0815444665510241,-0.005192081624840084,-0.12017999082076262,0.03005254554398634
all26,scope_accept,TSB,6,1000,-0.04844574580080585,-0.005426294256295618,-0.07885129670412055,0.019087658823860095
all26,scope_reject,B,11,1000,-0.012759725774042292,0.0013105627202556743,-0.07084453312203418,-0.004490771929830484
all26,scope_reject,Q,11,1000,0.0,0.0,-0.06674212620326844,0.00108145103150477
all26,scope_reject,QB,11,1000,0.0,0.0,-0.06674212620326844,0.00108145103150477
all26,scope_reject,QS,11,1000,0.0,0.0,-0.06674212620326844,0.00108145103150477
all26,scope_reject,QSB,11,1000,0.0,0.0,-0.06674212620326844,0.00108145103150477
all26,scope_reject,QT,11,1000,0.0,0.0,-0.06674212620326844,0.00108145103150477
all26,scope_reject,QTB,11,1000,0.0,0.0,-0.06674212620326844,0.00108145103150477
all26,scope_reject,QTS,11,1000,0.0,0.0,-0.06674212620326844,0.00108145103150477
all26,scope_reject,QTSB,11,1000,0.0,0.0,-0.06674212620326844,0.00108145103150477
all26,scope_reject,Q_median2,11,1000,-0.0010814510315048096,0.06674212620326857,0.0,0.0
all26,scope_reject,S,11,1000,-0.07332531915622865,0.09094448449559492,-0.08908238768242263,0.039147798055018175
all26,scope_reject,SB,11,1000,-0.006968157266508929,0.018117804146354326,-0.05972049920591524,0.0016854069552150175
all26,scope_reject,T,11,1000,-0.008870261881925402,0.0011051575767843079,-0.06967954077107656,-0.002578367922988239
all26,scope_reject,TB,11,1000,-0.004929996765495997,0.00022498972311647266,-0.06867862638692393,-0.0008748911080672743
all26,scope_reject,TS,11,1000,-0.01259420743375822,0.0659132119372357,-0.05795094386949154,0.03937694244610628
all26,scope_reject,TSB,11,1000,-0.0008666049627194413,0.09828451839815404,-0.04302056637016209,0.059607665276448875
all26,time,B,22,1000,0.04616632398925968,0.1801742092772171,0.042802943790037296,0.1752693927944522
all26,time,Q,22,1000,0.0,0.0,-0.006673852070023619,0.0005781796824920847
all26,time,QB,22,1000,0.0,0.0,-0.006673852070023619,0.0005781796824920847
all26,time,QS,22,1000,0.0,0.0,-0.006673852070023619,0.0005781796824920847
all26,time,QSB,22,1000,0.0,0.0,-0.006673852070023619,0.0005781796824920847
all26,time,QT,22,1000,0.0,0.0,-0.006673852070023619,0.0005781796824920847
all26,time,QTB,22,1000,0.0,0.0,-0.006673852070023619,0.0005781796824920847
all26,time,QTS,22,1000,0.0,0.0,-0.006673852070023619,0.0005781796824920847
all26,time,QTSB,22,1000,0.0,0.0,-0.006673852070023619,0.0005781796824920847
all26,time,Q_median2,22,1000,-0.0005781796824918972,0.006673852070023589,0.0,0.0
all26,time,S,22,1000,0.010960944010145236,0.0531853351214242,0.00768217949048837,0.0491303652654014
all26,time,SB,22,1000,-0.00044295793020576713,0.1394619373670237,-0.0035370212896208646,0.13511895738881602
all26,time,T,22,1000,0.22495212093725067,0.4426299215110031,0.22077475530953236,0.4415744990586752
all26,time,TB,22,1000,0.08815169178249552,0.31000201632327884,0.08258298310589744,0.30763477847648923
all26,time,TS,22,1000,0.12537276054968222,0.3553844638083943,0.11767600996966827,0.3528268240559121
all26,time,TSB,22,1000,0.0915860810251469,0.3315052167084753,0.08722543694233853,0.3296555367183363
current20,benefit,B,12,1000,-0.04629738725864111,0.0444699206539869,-0.05257872321136244,0.03694157760988526
current20,benefit,Q,12,1000,0.0,0.021606157730827375,-0.00829657536985186,0.01106829941970356
current20,benefit,QB,12,1000,0.013177316570628792,0.1277757261370016,0.016318725460700664,0.11092227257050966
current20,benefit,QS,12,1000,-0.011746408104102508,0.022767329106819785,-0.018683840136050737,0.018666826496737787
current20,benefit,QSB,12,1000,0.00869040275516031,0.12860916579584675,0.01177419675486042,0.11272229835605531
current20,benefit,QT,12,1000,-0.008712252665122355,0.03637129921429357,-0.010461453992579903,0.02282350481666211
current20,benefit,QTB,12,1000,0.015507343545820307,0.1816654010663566,0.019508856335440517,0.16617010661129267
current20,benefit,QTS,12,1000,-0.03509884294679189,0.0018579913949762457,-0.04518598367263101,0.001975410664589704
current20,benefit,QTSB,12,1000,0.019646453598498412,0.18092164123021715,0.02239077510201863,0.16354091453048264
current20,benefit,Q_median2,12,1000,-0.006692631094809725,0.018708153009625257,0.0,0.0
current20,benefit,S,12,1000,-0.003378214022156828,0.0084968353303253,-0.018774784771408284,0.010529853770730561
current20,benefit,SB,12,1000,0.008785997888288438,0.10687973009073515,0.013479336395253661,0.09268336931770813
current20,benefit,T,12,1000,-0.007586571952739129,0.00045731191154785295,-0.019026006151447016,-0.00019266800957566915
current20,benefit,TB,12,1000,-0.028595086050405165,0.008542415803620407,-0.04295543438868377,0.010707232925858299
current20,benefit,TS,12,1000,-0.015410707566233323,0.003363986172611121,-0.027626184168688356,0.007413896820294717
current20,benefit,TSB,12,1000,-0.035646926877589954,0.011759611323275541,-0.05205722996000046,0.014399014050051397
current20,edit,B,12,1000,0.02293887413830301,0.17109765844444647,-0.07892523435008762,0.11079796985711582
current20,edit,Q,12,1000,0.0,0.0514180171809052,-0.07144999099742741,-0.0396555652056165
current20,edit,QB,12,1000,0.1548432230837754,0.3075906897449566,0.09149798243121143,0.22135577882232807
current20,edit,QS,12,1000,0.014502499437865985,0.08707643501501745,-0.09031346964994484,0.035000465305998395
current20,edit,QSB,12,1000,0.14218918746211442,0.29999298430093996,0.0798706194513263,0.2179271300379918
current20,edit,QT,12,1000,0.007282369580961865,0.09293944278752339,-0.05532178411209848,0.0022906863549149088
current20,edit,QTB,12,1000,-0.013387070953242857,0.06834649162852839,-0.08027564806144832,-0.0072417497116467385
current20,edit,QTS,12,1000,0.003998085421336869,0.06287245942003754,-0.07855535336871791,-0.007269625177374563
current20,edit,QTSB,12,1000,-0.005975451979571455,0.06851961517635632,-0.07707762828447583,-0.003372911293715245
current20,edit,Q_median2,12,1000,0.04235309253440011,0.10985739727931462,0.0,0.0
current20,edit,S,12,1000,-0.0175167154434634,0.015970608756060455,-0.12441421045672624,-0.03160889936575481
current20,edit,SB,12,1000,0.15848226448382105,0.28291372190434116,0.09266010511488569,0.2030586297903072
current20,edit,T,12,1000,-0.0019305376624863977,0.0034229684545664663,-0.10715053809706333,-0.04335428667885879
current20,edit,TB,12,1000,0.017126886523723194,0.06878155978337298,-0.05471098210688852,-0.006848731218773284
current20,edit,TS,12,1000,-0.004753314941276654,0.01674199843001129,-0.09996686534490641,-0.03371378829030814
current20,edit,TSB,12,1000,0.021764143018683547,0.09099008467131993,-0.04949425841512765,0.017684034361052807
current20,quality,B,22,1000,0.0007319009496798121,0.07534377644734462,-0.023749961916215506,0.09341443688569474
current20,quality,Q,22,1000,-0.02974118182912868,0.018534717121397787,-0.04372997490348045,0.03640692226333384
current20,quality,QB,22,1000,-0.0011556261626404383,0.07994680641056343,-0.018032990719856205,0.08898099620762034
current20,quality,QS,22,1000,-0.06657521681006802,0.002726989983568055,-0.06928753168216184,0.009834440571979342
current20,quality,QSB,22,1000,-0.006619360633981019,0.0761708797917203,-0.024445771219889945,0.08526377959615089
current20,quality,QT,22,1000,-0.07513429474358388,0.006753244418908573,-0.058029734303260805,-0.009550171011864618
current20,quality,QTB,22,1000,-0.03893764141872354,0.038525358432956146,-0.06445058356781792,0.06092610398148846
current20,quality,QTS,22,1000,-0.020628367478907193,0.021755400345967728,-0.0462035847866721,0.04280459723157485
current20,quality,QTSB,22,1000,-0.04067880690098949,0.04389618839024965,-0.0632609487151079,0.06994294717994157
current20,quality,Q_median2,22,1000,-0.05024918141154209,0.051550920756171036,0.0,0.0
current20,quality,S,22,1000,-0.019276597759185325,0.02280624887680885,-0.058902447808433296,0.06532971058786456
current20,quality,SB,22,1000,-0.00394542897403719,0.07924365027951051,-0.023524186868023614,0.08996537989604479
current20,quality,T,22,1000,-0.030229543192152115,0.013294490350220784,-0.060587556445231436,0.04105382512843992
current20,quality,TB,22,1000,-0.014016001438249675,0.018050078693631774,-0.04487353023774911,0.04644534528133095
current20,quality,TS,22,1000,-0.017254317991672867,0.020004875673823044,-0.04767473488649763,0.05150045276068365
current20,quality,TSB,22,1000,-0.008555157711855403,0.0279353930423683,-0.033244408096388886,0.04959362546269743
current20,scope_accept,B,6,1000,-0.013367660762240212,0.05103248335379229,-0.008852190143643945,0.022058200244705232
current20,scope_accept,Q,6,1000,-0.0075049149100884505,0.015555555555555656,-0.045570604930020644,0.025667347013681747
current20,scope_accept,QB,6,1000,-0.04624437407456261,0.050917148188274974,-0.024702701271367474,0.017395842438093015
current20,scope_accept,QS,6,1000,-0.03467597336065564,0.037088851592461995,-0.053354639009487,0.040895432692307825
current20,scope_accept,QSB,6,1000,-0.0712099065464451,0.045680201963906,-0.05548205173493595,0.02221177091218668
current20,scope_accept,QT,6,1000,-0.046314729327832094,0.00713167078298671,-0.07437443599003725,0.019269412340533067
current20,scope_accept,QTB,6,1000,-0.08434674826109714,0.0753666794729373,-0.08289386702148947,0.03898994568100996
current20,scope_accept,QTS,6,1000,-0.10288187337617671,-0.007317927561876214,-0.11702579625566811,-0.0017854158300382042
current20,scope_accept,QTSB,6,1000,-0.08026562424148811,0.0900507860737234,-0.07754989296319306,0.052761811921448395
current20,scope_accept,Q_median2,6,1000,-0.024795035189663132,0.04855306484295874,0.0,0.0
current20,scope_accept,S,6,1000,-0.014030804170300781,0.060982014518198846,-0.053060388294700916,0.06642607179987692
current20,scope_accept,SB,6,1000,-0.06421710311733018,0.04893308746048497,-0.07632243487506638,0.03127623148338207
current20,scope_accept,T,6,1000,-0.028077319285567177,0.015387785350177596,-0.055155130648809066,0.02879185147765379
current20,scope_accept,TB,6,1000,-0.022073857344606772,0.032386952172934524,-0.05148677591297298,0.03667225415070247
current20,scope_accept,TS,6,1000,-0.10537661829251421,-0.01642505204984057,-0.14388120787152806,-0.0032103165083001393
current20,scope_accept,TSB,6,1000,-0.035581836651384646,0.026874625031694917,-0.058129157442659625,0.036007379832811014
current20,scope_reject,B,11,1000,-0.015206633181087564,0.03187019027537963,-0.0604301758353739,0.004707710440647312
current20,scope_reject,Q,11,1000,-0.005072950567231743,0.014609432421545205,-0.07942408339213232,0.011798328059413946
current20,scope_reject,QB,11,1000,-0.013337784792375162,0.04161908120450439,-0.05179094280789456,0.011125579300129269
current20,scope_reject,QS,11,1000,0.010001208457876016,0.14370551219349811,-0.002218464333062541,0.08501383185230807
current20,scope_reject,QSB,11,1000,0.010523605951026194,0.06637112117178906,-0.03225479302969221,0.03361386664378776
current20,scope_reject,QT,11,1000,-0.035861205495688164,0.001929217422144678,-0.08805880254090175,-0.013566036643682416
current20,scope_reject,QTB,11,1000,-0.011879447936433567,0.018746249487725436,-0.06595537565241545,0.0017874291531897839
current20,scope_reject,QTS,11,1000,0.031606767044751904,0.13122265145015524,-0.004981237192100419,0.09570997123359952
current20,scope_reject,QTSB,11,1000,-0.006009347429745226,0.08681230802395339,-0.05065726075709235,0.04630410779080756
current20,scope_reject,Q_median2,11,1000,-0.00931739051185107,0.08135135148933448,0.0,0.0
current20,scope_reject,S,11,1000,0.010567663428817311,0.11106541704610914,-0.038211041354812056,0.07981671581615456
current20,scope_reject,SB,11,1000,-0.012621365448814852,0.040869965611891636,-0.052592308890157584,0.009594683405504754
current20,scope_reject,T,11,1000,-0.011595005450816293,0.004198499644211492,-0.08203901496732884,0.004059280415423799
current20,scope_reject,TB,11,1000,-0.008628809683975424,0.002135056021388745,-0.08218589167834409,0.0057400280776543685
current20,scope_reject,TS,11,1000,-0.00969999957772831,0.17930251929104254,-0.027725749476733907,0.1292527993285676
current20,scope_reject,TSB,11,1000,-0.0011405937585893134,0.06902372477365618,-0.04740962573838645,0.036543213962537374
current20,time,B,22,1000,0.006272479267218334,0.05907480782798471,-0.014598226721735844,0.04466952551910348
current20,time,Q,22,1000,0.0,0.009594098759998388,-0.02786937579537346,-0.0008000310874118363
current20,time,QB,22,1000,-0.004137826573560549,0.005070902730377004,-0.031045295173143514,-0.002873271258495491
current20,time,QS,22,1000,-0.00991719112695294,0.00892007938502975,-0.0347210743747022,-0.0036331660339040325
current20,time,QSB,22,1000,-0.008164448402957441,0.00435601706415806,-0.0313762382460227,-0.008042971282674923
current20,time,QT,22,1000,0.10411000008614413,0.32460486858848586,0.08123241001153718,0.3097271737882402
current20,time,QTB,22,1000,0.04050494217321179,0.19962065387328914,0.01725521152588482,0.18782070788776403
current20,time,QTS,22,1000,0.06208997520412986,0.2806320259729709,0.04195334793543619,0.2649906287471282
current20,time,QTSB,22,1000,0.0289651745734619,0.18706505932451387,0.007860213061179816,0.17076553962211813
current20,time,Q_median2,22,1000,0.0056891435207540786,0.030418208972461253,0.0,0.0
current20,time,S,22,1000,0.01123226183128805,0.07533602296688707,-0.006376049956065343,0.05606844174047344
current20,time,SB,22,1000,-0.004482886102167178,0.00533518431919884,-0.03087535945079648,-0.0032913987583391502
current20,time,T,22,1000,0.22487275081717795,0.4275198413545073,0.20269480714946775,0.41781111389025705
current20,time,TB,22,1000,0.23097391015328655,0.4248826956512995,0.2062595796286195,0.41182685716393574
current20,time,TS,22,1000,0.13185426484110627,0.28611215238677573,0.11237803377392536,0.26899186506838796
current20,time,TSB,22,1000,0.17751818358307372,0.36035817691162486,0.1540094674418999,0.34509704421357035
