dataset_group,dataset_group_source,export_dataset_group,project_version,task_id,title,image_url,export_project_id,export_source_file,export_source_path,export_init_type,export_is_anchor,export_has_expert_ref,condition,runtime_condition_source,annotator_id,active_time,active_time_source,active_time_source_file,active_time_project_ids,active_time_match_status,active_time_session_count,active_time_event_count,lead_time_seconds,iou,iou_manual,iou_corner,rmse_px,layout_2d_iou,layout_3d_iou,layout_depth_rmse,layout_delta1,layout_used,layout_gate_reason,reliability_used,reliability_gate_reason,pointwise_rmse_px,pointwise_rmse_used,pointwise_best_shift,pointwise_gate_reason,boundary_mse,boundary_rmse_px,pred_n_points,pred_n_pairs,pred_pair_coverage,pred_odd_points,ann_n_points,ann_n_pairs,ann_pair_coverage,ann_odd_points,pairing_warning,pairing_failure_reason,boundary_method_used,consensus_uid,iou_to_consensus,consensus_uid_loo,iou_to_consensus_loo,iou_to_others_median,quality,scope,difficulty,model_issue,tool_issue,scope_filled,difficulty_filled,difficulty_has_trivial,difficulty_conflict,model_issue_required,model_issue_filled,model_issue_has_acceptable,model_issue_conflict,model_issue_missing_required,has_model_issue,model_issue_types,model_issue_primary,scope_missing,difficulty_missing,model_issue_missing,difficulty_conflict_v2,model_issue_conflict_v2,is_oos,is_occlusion,is_fail,is_residual,is_normal,n_corners,has_manual_poly,task_scope_n_total,task_scope_n_in_scope,task_scope_n_oos,task_scope_n_unknown,task_scope_oos_rate,task_scope_unknown_rate,task_scope_majority,task_scope_is_mixed,task_scope_has_unknown,analysis_role
MP3D_TXT_SMOKE_semi,cli_argument,MP3D_TXT_SMOKE_semi,smoke_project23_20260506,2950,q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232.jpg,23,project-23-at-2026-05-06-04-06-a2e2aa4c.json,C:\Users\ASUS\Documents\xwechat_files\wxid_lvoh11i1addo22_a66c\msg\file\2026-05\project-23-at-2026-05-06-04-06-a2e2aa4c.json,model_output_txt_smoke,,,semi,derived_from_prediction_presence,11,177.0,log,active_times_2026-05-01.jsonl,23,project+task+annotator,1,6,145.138,1.0,,1.0,0.991590483918791,0.9952451307875231,0.995245130787523,0.004232422914355993,1.0,True,,True,,0.701171875,True,0,,0.1402140110731125,0.3744516137942424,8,4,1.0,False,8,4,1.0,False,False,,connect,10,1.0,10,1.0,1.0,corner_drift;normal;trivial,normal,trivial,corner_drift,,True,True,True,False,True,True,False,False,False,True,corner_drift,corner_drift,False,False,False,False,False,False,False,False,False,True,8,False,4,4,0,0,0.0,0.0,in_scope,False,False,smoke
MP3D_TXT_SMOKE_semi,cli_argument,MP3D_TXT_SMOKE_semi,smoke_project23_20260506,2950,q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232.jpg,23,project-23-at-2026-05-06-04-06-a2e2aa4c.json,C:\Users\ASUS\Documents\xwechat_files\wxid_lvoh11i1addo22_a66c\msg\file\2026-05\project-23-at-2026-05-06-04-06-a2e2aa4c.json,model_output_txt_smoke,,,semi,derived_from_prediction_presence,10,324.0,log,active_times_2026-04-29.jsonl;active_times_2026-05-03.jsonl,23,project+task+annotator,4,29,49.914,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,True,,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,10,1.0,11,1.0,1.0,acceptable;normal;occlusion,normal,occlusion,acceptable,,True,True,False,False,True,True,True,False,False,False,,,False,False,False,False,False,False,True,False,False,True,8,False,4,4,0,0,0.0,0.0,in_scope,False,False,smoke
MP3D_TXT_SMOKE_semi,cli_argument,MP3D_TXT_SMOKE_semi,smoke_project23_20260506,2950,q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/q9vSo1VnCiC_46281f6c32544ffe90e6d88f539c4232.jpg,23,project-23-at-2026-05-06-04-06-a2e2aa4c.json,C:\Users\ASUS\Documents\xwechat_files\wxid_lvoh11i1addo22_a66c\msg\file\2026-05\project-23-at-2026-05-06-04-06-a2e2aa4c.json,model_output_txt_smoke,,,semi,derived_from_prediction_presence,13,195.0,log,active_times_2026-05-05.jsonl,23,project+task+annotator,1,11,254.153,0.9839931701578603,,0.9839931701578603,5.022877643709774,0.9084253547055273,0.9079121691423525,0.06332383304834366,1.0,True,,True,,4.993022436964436,True,0,,27.563753128051758,5.250119344172259,8,4,1.0,False,8,4,1.0,False,False,,connect,10,0.9839931726455688,10,0.9839931726455688,0.9839931726455688,corner_drift;normal;occlusion,normal,occlusion,corner_drift,,True,True,False,False,True,True,False,False,False,True,corner_drift,corner_drift,False,False,False,False,False,False,True,False,False,True,8,False,4,4,0,0,0.0,0.0,in_scope,False,False,smoke
MP3D_TXT_SMOKE_semi,cli_argument,MP3D_TXT_SMOKE_semi,smoke_project23_20260506,2951,uNb9QFRL6hY_071ca188c1b7423c947607cc794e9f72.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_071ca188c1b7423c947607cc794e9f72.jpg,23,project-23-at-2026-05-06-04-06-a2e2aa4c.json,C:\Users\ASUS\Documents\xwechat_files\wxid_lvoh11i1addo22_a66c\msg\file\2026-05\project-23-at-2026-05-06-04-06-a2e2aa4c.json,model_output_txt_smoke,,,semi,derived_from_prediction_presence,9,77.933,lead_time_fallback,,,fallback_no_direct_log,0,0,77.933,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,True,,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,11,1.0,11,1.0,1.0,normal;over_parsing;seam;topology_failure,normal,seam,over_parsing;topology_failure,,True,True,False,False,True,True,False,False,False,True,over_parsing;topology_failure,topology_failure,False,False,False,False,False,False,False,False,False,True,8,False,4,4,0,0,0.0,0.0,in_scope,False,False,smoke
MP3D_TXT_SMOKE_semi,cli_argument,MP3D_TXT_SMOKE_semi,smoke_project23_20260506,2951,uNb9QFRL6hY_071ca188c1b7423c947607cc794e9f72.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_071ca188c1b7423c947607cc794e9f72.jpg,23,project-23-at-2026-05-06-04-06-a2e2aa4c.json,C:\Users\ASUS\Documents\xwechat_files\wxid_lvoh11i1addo22_a66c\msg\file\2026-05\project-23-at-2026-05-06-04-06-a2e2aa4c.json,model_output_txt_smoke,,,semi,derived_from_prediction_presence,11,769.0,log,active_times_2026-05-01.jsonl,23,project+task+annotator,1,39,209.375,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,True,,True,,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,11,1.0,13,1.0,1.0,acceptable;normal;trivial,normal,trivial,acceptable,,True,True,True,False,True,True,True,False,False,False,,,False,False,False,False,False,False,False,False,False,True,8,False,4,4,0,0,0.0,0.0,in_scope,False,False,smoke
MP3D_TXT_SMOKE_semi,cli_argument,MP3D_TXT_SMOKE_semi,smoke_project23_20260506,2951,uNb9QFRL6hY_071ca188c1b7423c947607cc794e9f72.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_071ca188c1b7423c947607cc794e9f72.jpg,23,project-23-at-2026-05-06-04-06-a2e2aa4c.json,C:\Users\ASUS\Documents\xwechat_files\wxid_lvoh11i1addo22_a66c\msg\file\2026-05\project-23-at-2026-05-06-04-06-a2e2aa4c.json,model_output_txt_smoke,,,semi,derived_from_prediction_presence,10,307.0,log,active_times_2026-04-29.jsonl;active_times_2026-05-03.jsonl,23,project+task+annotator,4,22,152.497,0.964888329588129,,0.964888329588129,10.2017305757548,0.7563413950046525,0.7192663283837484,0.13112007081508636,0.9251632690429688,True,,True,,9.909153461656558,True,0,,83.23228454589844,9.123172942891001,8,4,1.0,False,8,4,1.0,False,False,,connect,11,0.964888334274292,11,0.964888334274292,0.964888334274292,corner_drift;normal;occlusion,normal,occlusion,corner_drift,,True,True,False,False,True,True,False,False,False,True,corner_drift,corner_drift,False,False,False,False,False,False,True,False,False,True,8,False,4,4,0,0,0.0,0.0,in_scope,False,False,smoke
MP3D_TXT_SMOKE_semi,cli_argument,MP3D_TXT_SMOKE_semi,smoke_project23_20260506,2951,uNb9QFRL6hY_071ca188c1b7423c947607cc794e9f72.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_071ca188c1b7423c947607cc794e9f72.jpg,23,project-23-at-2026-05-06-04-06-a2e2aa4c.json,C:\Users\ASUS\Documents\xwechat_files\wxid_lvoh11i1addo22_a66c\msg\file\2026-05\project-23-at-2026-05-06-04-06-a2e2aa4c.json,model_output_txt_smoke,,,semi,derived_from_prediction_presence,13,107.0,log,active_times_2026-05-05.jsonl,23,project+task+annotator,1,5,93.705,1.0,,1.0,6.105844794455248,0.8559796032045175,0.8314435915050274,0.08939512073993683,0.9911518096923828,True,,True,,6.062324757353655,True,0,,36.35883331298828,6.029828630482651,8,4,1.0,False,8,4,1.0,False,False,,connect,11,1.0,11,1.0,1.0,corner_drift;normal;occlusion,normal,occlusion,corner_drift,,True,True,False,False,True,True,False,False,False,True,corner_drift,corner_drift,False,False,False,False,False,False,True,False,False,True,8,False,4,4,0,0,0.0,0.0,in_scope,False,False,smoke
MP3D_TXT_SMOKE_semi,cli_argument,MP3D_TXT_SMOKE_semi,smoke_project23_20260506,2952,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00.jpg,23,project-23-at-2026-05-06-04-06-a2e2aa4c.json,C:\Users\ASUS\Documents\xwechat_files\wxid_lvoh11i1addo22_a66c\msg\file\2026-05\project-23-at-2026-05-06-04-06-a2e2aa4c.json,model_output_txt_smoke,,,semi,derived_from_prediction_presence,9,47.568,lead_time_fallback,,,fallback_no_direct_log,0,0,47.568,1.0,,1.0,0.0,,,,,False,out_of_scope,False,oos_or_unknown,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,,,,,,oos_geometry;over_parsing;seam,oos_geometry,seam,over_parsing,,True,True,False,False,True,True,False,False,False,True,over_parsing,over_parsing,False,False,False,False,False,True,False,False,False,False,8,False,4,3,1,0,0.25,0.0,in_scope,True,False,smoke
MP3D_TXT_SMOKE_semi,cli_argument,MP3D_TXT_SMOKE_semi,smoke_project23_20260506,2952,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00.jpg,23,project-23-at-2026-05-06-04-06-a2e2aa4c.json,C:\Users\ASUS\Documents\xwechat_files\wxid_lvoh11i1addo22_a66c\msg\file\2026-05\project-23-at-2026-05-06-04-06-a2e2aa4c.json,model_output_txt_smoke,,,semi,derived_from_prediction_presence,11,66.0,log,active_times_2026-05-01.jsonl,23,project+task+annotator,1,3,49.77,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,True,,False,excluded_from_consensus,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,,,,,,acceptable;normal;trivial,normal,trivial,acceptable,,True,True,True,False,True,True,True,False,False,False,,,False,False,False,False,False,False,False,False,False,True,8,False,4,3,1,0,0.25,0.0,in_scope,True,False,smoke
MP3D_TXT_SMOKE_semi,cli_argument,MP3D_TXT_SMOKE_semi,smoke_project23_20260506,2952,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00.jpg,23,project-23-at-2026-05-06-04-06-a2e2aa4c.json,C:\Users\ASUS\Documents\xwechat_files\wxid_lvoh11i1addo22_a66c\msg\file\2026-05\project-23-at-2026-05-06-04-06-a2e2aa4c.json,model_output_txt_smoke,,,semi,derived_from_prediction_presence,10,156.0,log,active_times_2026-04-29.jsonl;active_times_2026-05-03.jsonl,23,project+task+annotator,3,14,37.655,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,True,,False,excluded_from_consensus,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,,,,,,acceptable;normal;occlusion,normal,occlusion,acceptable,,True,True,False,False,True,True,True,False,False,False,,,False,False,False,False,False,False,True,False,False,True,8,False,4,3,1,0,0.25,0.0,in_scope,True,False,smoke
MP3D_TXT_SMOKE_semi,cli_argument,MP3D_TXT_SMOKE_semi,smoke_project23_20260506,2952,uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00.jpg,https://label-images-1389474327.cos.ap-guangzhou.myqcloud.com/data/mp3d_layout/img_v/uNb9QFRL6hY_6d10858fd25f4c06883c28694ade2c00.jpg,23,project-23-at-2026-05-06-04-06-a2e2aa4c.json,C:\Users\ASUS\Documents\xwechat_files\wxid_lvoh11i1addo22_a66c\msg\file\2026-05\project-23-at-2026-05-06-04-06-a2e2aa4c.json,model_output_txt_smoke,,,semi,derived_from_prediction_presence,13,31.0,log,active_times_2026-05-05.jsonl,23,project+task+annotator,1,2,20.337,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,True,,False,excluded_from_consensus,0.0,True,0,,0.0,0.0,8,4,1.0,False,8,4,1.0,False,False,,connect,,,,,,acceptable;normal;occlusion,normal,occlusion,acceptable,,True,True,False,False,True,True,True,False,False,False,,,False,False,False,False,False,False,True,False,False,True,8,False,4,3,1,0,0.25,0.0,in_scope,True,False,smoke
