image_id,building,condition,scene,candidate,selection_source,training_workers,actual_workers,n_subgroup,n_all,training_recovery,rule,p_unified,p_stable_multi,p_current_changes,p_undetermined,onset,topology_disagreement,same_topology_median_d,n_supported_modes,singleton_mass
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,manual,通行与连接,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W034,2,3,,G10_geometry,0,0,0,1,,0,0.0229662267999,1,0
2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,manual,通行与连接,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W034,2,3,,P_pattern,0,0,0,1,,0,0.0229662267999,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,卧室,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W031;W034,3,3,0.837719298246,D10_distribution,0,0,0,1,,0,0.065568976242,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,卧室,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W031;W034,3,3,0.837719298246,D20_distribution,0,0,0,1,,0,0.065568976242,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,卧室,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W031;W034,3,3,0.837719298246,G10_geometry,0,0,0,1,,0,0.065568976242,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,卧室,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W031;W034,3,3,0.837719298246,P_pattern,0,0,0,1,,0,0.065568976242,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,卧室,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W031;W034,2,3,0.881944444444,D10_distribution,0,0,0,1,,0,0.0800719031583,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,卧室,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W031;W034,2,3,0.881944444444,D20_distribution,0,0,0,1,,0,0.0800719031583,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,卧室,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W031;W034,2,3,0.881944444444,G10_geometry,0,0,0,1,,0,0.0800719031583,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,卧室,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W031;W034,2,3,0.881944444444,P_pattern,0,0,0,1,,0,0.0800719031583,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,卧室,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W034,2,3,,D10_distribution,0,0,0,1,,0,0.065568976242,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,卧室,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W034,2,3,,D20_distribution,0,0,0,1,,0,0.065568976242,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,卧室,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W034,2,3,,G10_geometry,0,0,0,1,,0,0.065568976242,1,0
2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,卧室,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W014;W029;W034;W036;W037,W008;W034,2,3,,P_pattern,0,0,0,1,,0,0.065568976242,1,0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W010;W028;W030,4,5,0.857142857143,D10_distribution,0,0,0,1,,0.5,0.0650732234624,1,0.25
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W010;W028;W030,4,5,0.857142857143,D20_distribution,0,0,0,1,,0.5,0.0650732234624,1,0.25
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W010;W028;W030,4,5,0.857142857143,G10_geometry,0,0,0,1,,0.5,0.0650732234624,1,0.25
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W010;W028;W030,4,5,0.857142857143,P_pattern,0,0,0,1,,0.5,0.0650732234624,1,0.25
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W010;W030,2,5,0.875,D10_distribution,0,0,0,1,,1,,0,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W010;W030,2,5,0.875,D20_distribution,0,0,0,1,,1,,0,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W010;W030,2,5,0.875,G10_geometry,0,0,0,1,,1,,0,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W010;W030,2,5,0.875,P_pattern,0,0,0,1,,1,,0,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W010;W030,2,5,0.8,D10_distribution,0,0,0,1,,1,,0,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W010;W030,2,5,0.8,D20_distribution,0,0,0,1,,1,,0,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W010;W030,2,5,0.8,G10_geometry,0,0,0,1,,1,,0,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W010;W030,2,5,0.8,P_pattern,0,0,0,1,,1,,0,1
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W028,2,5,,D10_distribution,0,0,0,1,,0,0.0650732234624,1,0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W028,2,5,,D20_distribution,0,0,0,1,,0,0.0650732234624,1,0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W028,2,5,,G10_geometry,0,0,0,1,,0,0.0650732234624,1,0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,continuous_tail_manual__reference_band_bias_high,training_score_quartile_not_a_global_typology,W010;W018;W028;W031;W036;W037,W010;W028,2,5,,P_pattern,0,0,0,1,,0,0.0650732234624,1,0
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W027;W028;W029;W030;W033;W034,W027;W028;W030,3,5,,D10_distribution,0,0,0,1,,0.666666666667,0.0444080909292,1,0.333333333333
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W027;W028;W029;W030;W033;W034,W027;W028;W030,3,5,,D20_distribution,0,0,0,1,,0.666666666667,0.0444080909292,1,0.333333333333
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W027;W028;W029;W030;W033;W034,W027;W028;W030,3,5,,G10_geometry,0,0,0,1,,0.666666666667,0.0444080909292,1,0.333333333333
7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,开放复合空间,continuous_tail_semi__point_count_low,training_score_quartile_not_a_global_typology,W027;W028;W029;W030;W033;W034,W027;W028;W030,3,5,,P_pattern,0,0,0,1,,0.666666666667,0.0444080909292,1,0.333333333333
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.857142857143,D10_distribution,1,0,0,0,2,0,0.0248509036281,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.857142857143,D20_distribution,1,0,0,0,2,0,0.0248509036281,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.857142857143,G10_geometry,1,0,0,0,2,0,0.0248509036281,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.857142857143,P_pattern,1,0,0,0,2,0,0.0248509036281,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,D10_distribution,0,0,0,1,,0,0.0242299867004,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,D20_distribution,0,0,0,1,,0,0.0242299867004,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,G10_geometry,0,0,0,1,,0,0.0242299867004,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,P_pattern,0,0,0,1,,0,0.0242299867004,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_B,training_local_recovery,W006;W011;W021,W006;W011;W021,3,24,1,D10_distribution,0,0,0,1,,0,0.0242299867004,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_B,training_local_recovery,W006;W011;W021,W006;W011;W021,3,24,1,D20_distribution,0,0,0,1,,0,0.0242299867004,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_B,training_local_recovery,W006;W011;W021,W006;W011;W021,3,24,1,G10_geometry,0,0,0,1,,0,0.0242299867004,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_B,training_local_recovery,W006;W011;W021,W006;W011;W021,3,24,1,P_pattern,0,0,0,1,,0,0.0242299867004,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,D10_distribution,1,0,0,0,2,0,0.030575600107,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,D20_distribution,1,0,0,0,2,0,0.030575600107,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,G10_geometry,1,0,0,0,2,0,0.030575600107,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,P_pattern,1,0,0,0,2,0,0.030575600107,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,D10_distribution,1,0,0,0,2,0,0.0281669404005,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,D20_distribution,1,0,0,0,2,0,0.0281669404005,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,G10_geometry,1,0,0,0,2,0,0.0281669404005,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,P_pattern,1,0,0,0,2,0,0.0281669404005,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,D10_distribution,1,0,0,0,2,0,0.032469065278,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,D20_distribution,1,0,0,0,2,0,0.032469065278,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,G10_geometry,0.7,0,0.3,0,2,0,0.032469065278,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,P_pattern,1,0,0,0,2,0,0.032469065278,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_quality_time_edit,training_local_recovery,W001;W012;W030,W001;W012;W030,3,24,0.75,D10_distribution,0,0,0,1,,0,0.0281314074817,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_quality_time_edit,training_local_recovery,W001;W012;W030,W001;W012;W030,3,24,0.75,D20_distribution,0,0,0,1,,0,0.0281314074817,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_quality_time_edit,training_local_recovery,W001;W012;W030,W001;W012;W030,3,24,0.75,G10_geometry,0,0,0,1,,0,0.0281314074817,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_quality_time_edit,training_local_recovery,W001;W012;W030,W001;W012;W030,3,24,0.75,P_pattern,0,0,0,1,,0,0.0281314074817,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,D10_distribution,1,0,0,0,2,0,0.0122259230262,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,D20_distribution,1,0,0,0,2,0,0.0122259230262,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,G10_geometry,1,0,0,0,2,0,0.0122259230262,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__reference_error_low,training_score_quartile_not_a_global_typology,W002;W015;W017;W018;W021;W027,W002;W015;W017;W018;W021;W027,6,24,,P_pattern,1,0,0,0,2,0,0.0122259230262,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,24,,D10_distribution,1,0,0,0,2,0,0.0302197314984,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,24,,D20_distribution,1,0,0,0,2,0,0.0302197314984,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,24,,G10_geometry,1,0,0,0,2,0,0.0302197314984,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__reference_error_high,training_score_quartile_not_a_global_typology,W012;W014;W029;W034;W035;W037,W012;W014;W029;W034;W035;W037,6,24,,P_pattern,1,0,0,0,2,0,0.0302197314984,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,D10_distribution,1,0,0,0,2,0,0.0300535696719,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,D20_distribution,1,0,0,0,2,0,0.0300535696719,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,G10_geometry,0.9,0,0.1,0,2,0,0.0300535696719,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__log_active_seconds_low,training_score_quartile_not_a_global_typology,W001;W006;W012;W013;W018;W021,W001;W006;W012;W013;W018;W021,6,24,,P_pattern,1,0,0,0,2,0,0.0300535696719,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,D10_distribution,1,0,0,0,2,0,0.0235834623277,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,D20_distribution,1,0,0,0,2,0,0.0235834623277,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,G10_geometry,1,0,0,0,2,0,0.0235834623277,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__log_active_seconds_high,training_score_quartile_not_a_global_typology,W027;W029;W032;W033;W036;W037,W027;W029;W032;W033;W036;W037,6,24,,P_pattern,1,0,0,0,2,0,0.0235834623277,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W029;W030;W034;W036;W037,W008;W029;W030;W034;W036;W037,6,24,,D10_distribution,1,0,0,0,2,0,0.0251321454357,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W029;W030;W034;W036;W037,W008;W029;W030;W034;W036;W037,6,24,,D20_distribution,1,0,0,0,2,0,0.0251321454357,1,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,continuous_tail_manual__point_count_low,training_score_quartile_not_a_global_typology,W008;W029;W030;W034;W036;W037,W008;W029;W030;W034;W036;W037,6,24,,G10_geometry,1,0,0,0,2,0,0.0251321454357,1,0
