fold,information,k,workers,median_recovery,strict_eligible,valid_support_fraction
0,T,6,W001;W002;W010;W017;W030,0.8,True,1
0,T,6,W011;W018;W031;W034,0.4,False,0
0,T,6,W008;W015;W035,0.4,False,0.975
0,T,6,W027;W028;W029;W032;W033;W037,0.625,False,1
0,T,6,W036,1,False,1
0,T,7,W006;W012;W013;W021,0.6,False,0.875
0,T,7,W001;W002;W010;W017;W030,0.8,True,1
0,T,7,W011;W018;W031;W034,0.45,False,0
0,T,7,W008;W015;W035,0.4,False,0.975
0,T,7,W028;W029;W032;W033;W037,0.535714285714,False,1
0,T,7,W027,0.333333333333,False,0.925
0,T,7,W036,1,False,1
0,T,8,W006,1,False,1
0,T,8,W012;W013;W021,0.666666666667,False,0.875
0,T,8,W001;W002;W010;W017;W030,0.8,True,1
0,T,8,W011;W018;W031;W034,0.45,False,0
0,T,8,W008;W015;W035,0.5,False,0.975
0,T,8,W028;W029;W032;W033;W037,0.6,False,1
0,T,8,W027,0.5,False,0.925
0,T,8,W036,1,False,1
0,T,9,W006,1,False,1
0,T,9,W012;W013;W021,0.666666666667,False,0.875
0,T,9,W001,0.333333333333,False,1
0,T,9,W002;W010;W017;W030,0.6,False,1
0,T,9,W011;W018;W031;W034,0.45,False,0
0,T,9,W008;W015;W035,0.55,False,0.975
0,T,9,W028;W029;W032;W033;W037,0.6,False,1
0,T,9,W027,1,False,0.925
0,T,9,W036,1,False,1
0,T,10,W006,1,False,0.9
0,T,10,W012;W013;W021,0.666666666667,False,0.875
0,T,10,W001,0.333333333333,False,0.9
0,T,10,W002;W010;W017;W030,0.5,False,0.9
0,T,10,W011;W018;W031;W034,0.4,False,0
0,T,10,W008;W015;W035,0.5,False,0.9
0,T,10,W028;W029;W032,0.4,False,0.9
0,T,10,W033;W037,0.5,False,0.9
0,T,10,W027,1,False,0.875
0,T,10,W036,1,False,0.9
0,T,11,W006,0,False,0.35
0,T,11,W012;W013;W021,0,False,0.35
0,T,11,W001,0,False,0.35
0,T,11,W002;W010;W017;W030,0,False,0.35
0,T,11,W011;W018,0,False,0.35
0,T,11,W031;W034,0,False,0
0,T,11,W008;W015;W035,0,False,0.35
0,T,11,W028;W029;W032,0,False,0.35
0,T,11,W033;W037,0,False,0.35
0,T,11,W027,0,False,0.35
0,T,11,W036,0,False,0.35
0,S,2,W001;W002;W006;W008;W010;W011;W012;W013;W014;W015;W017;W018;W021;W027;W028;W031;W032;W033;W034;W035;W036;W037,0,False,0.125
0,S,2,W029;W030,0,False,0.125
0,S,3,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,0,False,0.125
0,S,3,W006;W008;W010;W012;W013;W017;W018;W028;W031;W034;W037,0,False,0.125
0,S,3,W029;W030,0,False,0.125
0,S,4,W031;W034,0,False,0.125
0,S,4,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,0,False,0.125
0,S,4,W006;W008;W010;W012;W013;W017;W018;W028;W037,0,False,0.125
0,S,4,W029;W030,0,False,0.125
0,S,5,W031;W034,0,False,0.125
0,S,5,W006;W008;W010;W012;W013;W017;W018,0,False,0.125
0,S,5,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,0,False,0.125
0,S,5,W028;W037,0,False,0.125
0,S,5,W029;W030,0,False,0.125
0,S,6,W031;W034,0,False,0.125
0,S,6,W006;W008;W010;W012;W013;W017;W018,0,False,0.125
0,S,6,W001;W002;W011;W014;W015;W021;W027;W032;W033;W035;W036,0,False,0.125
0,S,6,W028;W037,0,False,0.125
0,S,6,W029,0,False,0.125
0,S,6,W030,0,False,0.125
0,S,7,W001;W002;W027,0,False,0.125
0,S,7,W031;W034,0,False,0.125
0,S,7,W006;W008;W010;W012;W013;W017;W018,0,False,0.125
0,S,7,W011;W014;W015;W021;W032;W033;W035;W036,0,False,0.125
0,S,7,W028;W037,0,False,0.125
0,S,7,W029,0,False,0.125
0,S,7,W030,0,False,0.125
0,S,8,W001;W002;W027,0,False,0.125
0,S,8,W008;W010;W018,0,False,0.125
0,S,8,W031;W034,0,False,0.125
0,S,8,W006;W012;W013;W017,0,False,0.125
0,S,8,W011;W014;W015;W021;W032;W033;W035;W036,0,False,0.125
0,S,8,W028;W037,0,False,0.125
0,S,8,W029,0,False,0.125
0,S,8,W030,0,False,0.125
0,S,9,W001;W002;W027,0,False,0.125
0,S,9,W008;W010;W018,0,False,0.125
0,S,9,W031;W034,0,False,0.125
0,S,9,W011;W014;W015;W021;W032;W033;W036,0,False,0.125
0,S,9,W006;W012;W013;W017,0,False,0.125
0,S,9,W035,0,False,0.125
0,S,9,W028;W037,0,False,0.125
0,S,9,W029,0,False,0.125
0,S,9,W030,0,False,0.125
0,S,10,W001;W002;W027,0,False,0.125
0,S,10,W008;W010;W018,0,False,0.125
0,S,10,W031;W034,0,False,0.125
0,S,10,W015;W021,0,False,0.125
0,S,10,W006;W012;W013;W017,0,False,0.125
0,S,10,W011;W014;W032;W033;W036,0,False,0.125
0,S,10,W035,0,False,0.125
0,S,10,W028;W037,0,False,0.125
0,S,10,W029,0,False,0.125
0,S,10,W030,0,False,0.125
0,S,11,W001;W002;W027,0,False,0.125
0,S,11,W008;W010;W018,0,False,0.125
0,S,11,W031;W034,0,False,0.125
0,S,11,W015;W021,0,False,0.125
0,S,11,W036,0,False,0.125
0,S,11,W006;W012;W013;W017,0,False,0.125
0,S,11,W011;W014;W032;W033,0,False,0.125
0,S,11,W035,0,False,0.125
0,S,11,W028;W037,0,False,0.125
0,S,11,W029,0,False,0.125
0,S,11,W030,0,False,0.125
0,S,12,W001;W002;W027,0,False,0.125
0,S,12,W008;W018,0,False,0.125
0,S,12,W031;W034,0,False,0.125
0,S,12,W010,0,False,0.125
0,S,12,W015;W021,0,False,0.125
0,S,12,W036,0,False,0.125
0,S,12,W006;W012;W013;W017,0,False,0.125
0,S,12,W011;W014;W032;W033,0,False,0.125
0,S,12,W035,0,False,0.125
0,S,12,W028;W037,0,False,0.125
0,S,12,W029,0,False,0.125
0,S,12,W030,0,False,0.125
0,B,2,W002;W010;W011;W012;W013;W014;W017;W018;W027;W028;W030;W032;W033;W036,0,False,0.025
0,B,2,W001;W029;W031;W034;W037,0,False,0.025
0,B,3,W011;W036,0,False,0.025
0,B,3,W002;W010;W012;W013;W014;W017;W018;W027;W028;W030;W032;W033,0,False,0.025
0,B,3,W001;W029;W031;W034;W037,0,False,0.025
0,B,4,W011;W036,0,False,0.025
0,B,4,W014;W018;W028,0,False,0.025
0,B,4,W002;W010;W012;W013;W017;W027;W030;W032;W033,0,False,0.025
0,B,4,W001;W029;W031;W034;W037,0,False,0.025
0,B,5,W011,0,False,0.025
0,B,5,W036,0,False,0.025
0,B,5,W014;W018;W028,0,False,0.025
0,B,5,W002;W010;W012;W013;W017;W027;W030;W032;W033,0,False,0.025
0,B,5,W001;W029;W031;W034;W037,0,False,0.025
0,B,6,W011,0,False,0.025
0,B,6,W036,0,False,0.025
0,B,6,W014;W018;W028,0,False,0.025
0,B,6,W002;W010;W012;W013;W017;W027;W030;W032;W033,0,False,0.025
0,B,6,W001;W029,0,False,0.025
0,B,6,W031;W034;W037,0,False,0
0,B,7,W011,0,False,0.025
0,B,7,W036,0,False,0.025
0,B,7,W014;W018;W028,0,False,0.025
0,B,7,W002;W010;W012;W013;W017;W027;W030;W032;W033,0,False,0.025
0,B,7,W001;W029,0,False,0.025
0,B,7,W031;W037,0,False,0
0,B,7,W034,0,False,0.025
0,B,8,W011,0,False,0.025
0,B,8,W036,0,False,0.025
0,B,8,W014;W018;W028,0,False,0.025
0,B,8,W013;W017;W027;W032;W033,0,False,0.025
0,B,8,W002;W010;W012;W030,0,False,0.025
0,B,8,W001;W029,0,False,0.025
0,B,8,W031;W037,0,False,0
0,B,8,W034,0,False,0.025
0,B,9,W011,0,False,0.025
0,B,9,W036,0,False,0.025
0,B,9,W014;W018;W028,0,False,0.025
0,B,9,W013;W017;W027;W032;W033,0,False,0.025
0,B,9,W002;W010;W012,0,False,0.025
0,B,9,W030,0,False,0.025
0,B,9,W001;W029,0,False,0.025
0,B,9,W031;W037,0,False,0
0,B,9,W034,0,False,0.025
0,QT,2,W001;W002;W006;W012;W013;W018;W021;W027,0.533333333333,False,0.725
0,QT,2,W008;W010;W011;W015;W017;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,0.623529411765,False,1
0,QT,3,W002;W018;W027,0.333333333333,False,0.4
0,QT,3,W001;W006;W012;W013;W021,0.625,False,1
0,QT,3,W008;W010;W011;W015;W017;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,0.533333333333,False,1
0,QT,4,W002;W018;W027,0.366666666667,False,0.4
0,QT,4,W001;W006;W012;W013;W021,0.625,False,1
0,QT,4,W008;W010;W011;W015;W017;W028;W030;W031;W032;W033,0.416666666667,False,1
0,QT,4,W029;W034;W035;W036;W037,0.428571428571,False,0.975
0,QT,5,W002;W018;W027,0.333333333333,False,0.4
0,QT,5,W001;W006;W012;W013;W021,0.625,False,1
0,QT,5,W008;W015;W028;W032;W033,0.428571428571,False,1
0,QT,5,W010;W011;W017;W030;W031,0.285714285714,False,1
0,QT,5,W029;W034;W035;W036;W037,0.472222222222,False,0.975
0,QT,6,W002;W018;W027,0.333333333333,False,0.4
0,QT,6,W001;W006;W012;W013;W021,0.666666666667,False,1
0,QT,6,W008;W015;W028;W032;W033,0.5,False,1
0,QT,6,W010;W011;W017;W030;W031,0.333333333333,False,1
0,QT,6,W036,1,False,1
0,QT,6,W029;W034;W035;W037,0.414285714286,False,0.025
0,QT,7,W002;W018,0.5,False,0.4
0,QT,7,W027,0.5,False,0.925
0,QT,7,W001;W006;W012;W013;W021,0.8,True,1
0,QT,7,W008;W015;W028;W032;W033,0.5,False,1
0,QT,7,W010;W011;W017;W030;W031,0.4,False,1
0,QT,7,W036,1,False,1
0,QT,7,W029;W034;W035;W037,0.414285714286,False,0.025
0,QT,8,W002;W018,0.5,False,0.4
0,QT,8,W027,1,False,0.925
0,QT,8,W001;W006;W012;W013;W021,0.666666666667,False,1
0,QT,8,W011;W017;W031,0.309523809524,False,0.875
0,QT,8,W008;W015;W028;W032;W033,0.535714285714,False,1
0,QT,8,W010;W030,0.45,False,1
0,QT,8,W036,1,False,1
0,QT,8,W029;W034;W035;W037,0.5,False,0.025
0,QT,9,W002;W018,0.5,False,0.4
0,QT,9,W027,1,False,0.925
0,QT,9,W006;W021,0.5,False,0.725
0,QT,9,W011;W017;W031,0.4,False,0.875
0,QT,9,W008;W015;W028;W032;W033,0.535714285714,False,1
0,QT,9,W001;W012;W013,0.6,False,1
0,QT,9,W010;W030,0.5,False,1
0,QT,9,W036,1,False,1
0,QT,9,W029;W034;W035;W037,0.5,False,0.025
0,QT,10,W002,1,False,0.85
0,QT,10,W027,1,False,0.825
0,QT,10,W018,0,False,0.4
0,QT,10,W006;W021,0.5,False,0.725
0,QT,10,W011;W017;W031,0.4,False,0.8
0,QT,10,W008;W015;W028;W032;W033,0.5,False,0.85
0,QT,10,W001;W012;W013,0.6,False,0.85
0,QT,10,W010;W030,0.5,False,0.85
0,QT,10,W036,1,False,0.85
0,QT,10,W029;W034;W035;W037,0.5,False,0.025
0,QT,11,W002,0,False,0.35
0,QT,11,W027,0,False,0.35
0,QT,11,W018,0,False,0.35
0,QT,11,W006;W021,0,False,0.35
0,QT,11,W011;W017;W031,0,False,0.35
0,QT,11,W008;W015;W028;W032;W033,0,False,0.35
0,QT,11,W001;W012;W013,0,False,0.35
0,QT,11,W010;W030,0,False,0.35
0,QT,11,W036,0,False,0.35
0,QT,11,W029;W035,0,False,0.35
0,QT,11,W034;W037,0,False,0
0,QS,2,W002;W018;W027,0,False,0.125
0,QS,2,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W021;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,0,False,0.125
0,QS,3,W002;W018;W027,0,False,0.125
0,QS,3,W001;W006;W008;W010;W011;W012;W013;W014;W015;W017;W021;W028;W031;W032;W033;W034;W035;W036,0,False,0.125
0,QS,3,W029;W030;W037,0,False,0.125
0,QS,4,W002;W018;W027,0,False,0.125
0,QS,4,W001;W011;W014;W015;W021;W032;W033;W035;W036,0,False,0.125
0,QS,4,W006;W008;W010;W012;W013;W017;W028;W031;W034,0,False,0.125
0,QS,4,W029;W030;W037,0,False,0.125
0,QS,5,W002;W018;W027,0,False,0.125
0,QS,5,W006;W008;W010;W012;W013;W017;W028;W031,0,False,0.125
0,QS,5,W001;W011;W014;W015;W021;W032;W033;W035;W036,0,False,0.125
0,QS,5,W029;W030;W037,0,False,0.125
0,QS,5,W034,0,False,0.125
0,QS,6,W002;W018;W027,0,False,0.125
0,QS,6,W001;W011;W015;W021;W033,0,False,0.125
0,QS,6,W006;W008;W010;W012;W013;W017;W028;W031,0,False,0.125
0,QS,6,W014;W032;W035;W036,0,False,0.125
0,QS,6,W029;W030;W037,0,False,0.125
0,QS,6,W034,0,False,0.125
0,QS,7,W002;W018;W027,0,False,0.125
0,QS,7,W001;W011;W015;W021;W033,0,False,0.125
0,QS,7,W006;W008;W010;W012;W013;W017;W028;W031,0,False,0.125
0,QS,7,W014;W032;W035;W036,0,False,0.125
0,QS,7,W030,0,False,0.125
0,QS,7,W029;W037,0,False,0.125
0,QS,7,W034,0,False,0.125
0,QS,8,W002;W027,0,False,0.125
0,QS,8,W018,0,False,0.125
0,QS,8,W001;W011;W015;W021;W033,0,False,0.125
0,QS,8,W006;W008;W010;W012;W013;W017;W028;W031,0,False,0.125
0,QS,8,W014;W032;W035;W036,0,False,0.125
0,QS,8,W030,0,False,0.125
0,QS,8,W029;W037,0,False,0.125
0,QS,8,W034,0,False,0.125
0,QS,9,W002;W027,0,False,0.125
0,QS,9,W018,0,False,0.125
0,QS,9,W001;W011;W015;W021;W033,0,False,0.125
0,QS,9,W006;W008;W010;W012;W013;W017;W028;W031,0,False,0.125
0,QS,9,W014;W032;W035;W036,0,False,0.125
0,QS,9,W030,0,False,0.125
0,QS,9,W029,0,False,0.125
0,QS,9,W034,0,False,0.125
0,QS,9,W037,0,False,0.125
0,QS,10,W002;W027,0,False,0.125
0,QS,10,W018,0,False,0.125
0,QS,10,W001;W011;W015;W021;W033,0,False,0.125
0,QS,10,W006;W008;W010;W012;W013;W017;W028,0,False,0.125
0,QS,10,W031,0,False,0.125
0,QS,10,W014;W032;W035;W036,0,False,0.125
0,QS,10,W030,0,False,0.125
0,QS,10,W029,0,False,0.125
0,QS,10,W034,0,False,0.125
0,QS,10,W037,0,False,0.125
0,QS,11,W002;W027,0,False,0.125
0,QS,11,W018,0,False,0.125
0,QS,11,W001;W011;W015;W021;W033,0,False,0.125
0,QS,11,W006;W008;W017,0,False,0.125
0,QS,11,W010;W012;W013;W028,0,False,0.125
0,QS,11,W031,0,False,0.125
0,QS,11,W014;W032;W035;W036,0,False,0.125
0,QS,11,W030,0,False,0.125
0,QS,11,W029,0,False,0.125
0,QS,11,W034,0,False,0.125
0,QS,11,W037,0,False,0.125
0,QS,12,W002;W027,0,False,0.125
0,QS,12,W018,0,False,0.125
0,QS,12,W015;W021,0,False,0.125
0,QS,12,W006;W008;W017,0,False,0.125
0,QS,12,W001;W011;W033,0,False,0.125
0,QS,12,W010;W012;W013;W028,0,False,0.125
0,QS,12,W031,0,False,0.125
0,QS,12,W014;W032;W035;W036,0,False,0.125
0,QS,12,W030,0,False,0.125
0,QS,12,W029,0,False,0.125
0,QS,12,W034,0,False,0.125
0,QS,12,W037,0,False,0.125
0,QB,2,W002;W010;W011;W012;W013;W014;W017;W018;W027;W028;W030;W032;W033;W036,0,False,0.025
0,QB,2,W001;W029;W031;W034;W037,0,False,0.025
0,QB,3,W002;W018;W027,0,False,0.025
0,QB,3,W010;W011;W012;W013;W014;W017;W028;W030;W032;W033;W036,0,False,0.025
0,QB,3,W001;W029;W031;W034;W037,0,False,0.025
0,QB,4,W002;W018;W027,0,False,0.025
0,QB,4,W011,0,False,0.025
0,QB,4,W010;W012;W013;W014;W017;W028;W030;W032;W033;W036,0,False,0.025
0,QB,4,W001;W029;W031;W034;W037,0,False,0.025
0,QB,5,W002;W018;W027,0,False,0.025
0,QB,5,W011,0,False,0.025
0,QB,5,W010;W012;W013;W014;W017;W028;W030;W032;W033;W036,0,False,0.025
0,QB,5,W001;W029;W031,0,False,0.025
0,QB,5,W034;W037,0,False,0
0,QB,6,W002;W018;W027,0,False,0.025
0,QB,6,W011,0,False,0.025
0,QB,6,W014;W017;W028;W033,0,False,0.025
0,QB,6,W001;W029;W031,0,False,0.025
0,QB,6,W010;W012;W013;W030;W032;W036,0,False,0.025
0,QB,6,W034;W037,0,False,0
0,QB,7,W002;W018;W027,0,False,0.025
0,QB,7,W011,0,False,0.025
0,QB,7,W014;W017;W028;W033,0,False,0.025
0,QB,7,W001;W029;W031,0,False,0.025
0,QB,7,W010;W012;W013;W030;W032,0,False,0.025
0,QB,7,W036,0,False,0.025
0,QB,7,W034;W037,0,False,0
0,QB,8,W002;W018;W027,0,False,0.025
0,QB,8,W011,0,False,0.025
0,QB,8,W014;W017;W028;W033,0,False,0.025
0,QB,8,W001;W031,0,False,0.025
0,QB,8,W010;W012;W013;W030;W032,0,False,0.025
0,QB,8,W036,0,False,0.025
0,QB,8,W029,0,False,0.025
0,QB,8,W034;W037,0,False,0
0,QB,9,W002,0,False,0.025
0,QB,9,W018;W027,0,False,0.025
0,QB,9,W011,0,False,0.025
0,QB,9,W014;W017;W028;W033,0,False,0.025
0,QB,9,W001;W031,0,False,0.025
0,QB,9,W010;W012;W013;W030;W032,0,False,0.025
0,QB,9,W036,0,False,0.025
0,QB,9,W029,0,False,0.025
0,QB,9,W034;W037,0,False,0
0,TS,2,W001;W002;W006;W008;W010;W012;W013;W017;W018;W021;W031;W034,0,False,0.125
0,TS,2,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,0,False,0.125
0,TS,3,W001;W002;W006;W012;W013;W021,0,False,0.125
0,TS,3,W008;W010;W017;W018;W031;W034,0,False,0.125
0,TS,3,W011;W015;W027;W028;W029;W030;W032;W033;W035;W036;W037,0,False,0.125
0,TS,4,W001;W002;W006;W012;W013;W021,0,False,0.125
0,TS,4,W008;W010;W017;W018;W031;W034,0,False,0.125
0,TS,4,W028;W029;W030;W037,0,False,0.125
0,TS,4,W011;W015;W027;W032;W033;W035;W036,0,False,0.125
0,TS,5,W001;W002;W006;W012;W013;W021,0,False,0.125
0,TS,5,W030,0,False,0.125
0,TS,5,W008;W010;W017;W018;W031;W034,0,False,0.125
0,TS,5,W028;W029;W037,0,False,0.125
0,TS,5,W011;W015;W027;W032;W033;W035;W036,0,False,0.125
0,TS,6,W006;W012;W013;W021,0,False,0.125
0,TS,6,W001;W002,0,False,0.125
0,TS,6,W030,0,False,0.125
0,TS,6,W008;W010;W017;W018;W031;W034,0,False,0.125
0,TS,6,W028;W029;W037,0,False,0.125
0,TS,6,W011;W015;W027;W032;W033;W035;W036,0,False,0.125
0,TS,7,W006;W012;W013;W021,0,False,0.125
0,TS,7,W001;W002,0,False,0.125
0,TS,7,W030,0,False,0.125
0,TS,7,W008;W010;W017;W018;W031;W034,0,False,0.125
0,TS,7,W011;W015;W027;W032;W033;W035,0,False,0.125
0,TS,7,W028;W029;W037,0,False,0.125
0,TS,7,W036,0,False,0.125
0,TS,8,W006;W012;W013;W021,0,False,0.125
0,TS,8,W001;W002,0,False,0.125
0,TS,8,W030,0,False,0.125
0,TS,8,W008;W010;W017;W018,0,False,0.125
0,TS,8,W031;W034,0,False,0
0,TS,8,W011;W015;W027;W032;W033;W035,0,False,0.125
0,TS,8,W028;W029;W037,0,False,0.125
0,TS,8,W036,0,False,0.125
0,TS,9,W006;W012;W013;W021,0,False,0.125
0,TS,9,W001;W002,0,False,0.125
0,TS,9,W030,0,False,0.125
0,TS,9,W008;W010;W017;W018,0,False,0.125
0,TS,9,W031;W034,0,False,0
0,TS,9,W029,0,False,0.125
0,TS,9,W011;W015;W027;W032;W033;W035,0,False,0.125
0,TS,9,W028;W037,0,False,0.125
0,TS,9,W036,0,False,0.125
0,TS,10,W006;W012;W013;W021,0,False,0.125
0,TS,10,W001;W002,0,False,0.125
0,TS,10,W030,0,False,0.125
0,TS,10,W008;W010;W017;W018,0,False,0.125
0,TS,10,W031;W034,0,False,0
0,TS,10,W011;W015;W035,0,False,0.125
0,TS,10,W029,0,False,0.125
0,TS,10,W028;W037,0,False,0.125
0,TS,10,W027;W032;W033,0,False,0.125
0,TS,10,W036,0,False,0.125
0,TS,11,W006;W012;W013;W021,0,False,0.125
0,TS,11,W001;W002,0,False,0.125
0,TS,11,W030,0,False,0.125
0,TS,11,W010;W017,0,False,0.125
0,TS,11,W031;W034,0,False,0
0,TS,11,W008;W018,0,False,0.125
0,TS,11,W011;W015;W035,0,False,0.125
0,TS,11,W029,0,False,0.125
0,TS,11,W028;W037,0,False,0.125
0,TS,11,W027;W032;W033,0,False,0.125
0,TS,11,W036,0,False,0.125
0,TB,2,W001;W002;W010;W012;W013;W017;W018;W030,0,False,0.025
0,TB,2,W011;W027;W028;W029;W031;W032;W033;W034;W036;W037,0,False,0.025
0,TB,3,W001;W002;W010;W012;W013;W017;W018;W030,0,False,0.025
0,TB,3,W029;W031;W034;W037,0,False,0
0,TB,3,W011;W027;W028;W032;W033;W036,0,False,0.025
0,TB,4,W001;W002;W010;W012;W013;W017;W018;W030,0,False,0.025
0,TB,4,W011,0,False,0.025
0,TB,4,W029;W031;W034;W037,0,False,0
0,TB,4,W027;W028;W032;W033;W036,0,False,0.025
0,TB,5,W001;W002;W010;W012;W013;W017;W018;W030,0,False,0.025
0,TB,5,W011,0,False,0.025
0,TB,5,W029;W031;W034;W037,0,False,0
0,TB,5,W027;W028;W032;W033,0,False,0.025
0,TB,5,W036,0,False,0.025
0,TB,6,W001,0,False,0.025
0,TB,6,W002;W010;W012;W013;W017;W018;W030,0,False,0.025
0,TB,6,W011,0,False,0.025
0,TB,6,W029;W031;W034;W037,0,False,0
0,TB,6,W027;W028;W032;W033,0,False,0.025
0,TB,6,W036,0,False,0.025
0,TB,7,W012;W013,0,False,0.025
0,TB,7,W001,0,False,0.025
0,TB,7,W002;W010;W017;W018;W030,0,False,0.025
0,TB,7,W011,0,False,0.025
0,TB,7,W029;W031;W034;W037,0,False,0
0,TB,7,W027;W028;W032;W033,0,False,0.025
0,TB,7,W036,0,False,0.025
