fold,image_id,building,condition,information,k_classes,training_workers,actual_workers,n,unified_fraction,multiple_fraction,undetermined_fraction
0,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0,0,1
0,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0,0,1
0,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0,0,1
0,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0,0,1
0,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,T,5,W006;W012;W013;W021,W006;W012;W013,3,0,0,1
0,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0,0,0
0,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0.7,0,0
0,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,T,5,W006;W012;W013;W021,W006;W012;W013,3,0,0,1
0,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual,T,5,W006;W012;W013;W021,W006;W013,2,0,0,1
0,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0,0,1
0,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0.833333333333,0,0
0,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0,0,1
0,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0.566666666667,0,0
0,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0.533333333333,0,0
0,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0,0,0
0,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0,0,1
0,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,T,5,W006;W012;W013;W021,W006;W012;W013,3,0,0,1
0,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0,0,1
0,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,T,5,W006;W012;W013;W021,W006;W012;W013;W021,4,0,0,1
0,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,T,5,W006;W012;W013;W021,W006;W012;W013,3,0,0,1
0,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013,4,0,0,1
0,Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,QT,7,W001;W006;W012;W013;W021,W001;W012,2,0,0,1
0,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,QT,7,W001;W006;W012;W013;W021,W006;W013,2,0,0,1
0,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0.433333333333,0,0
0,e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,QT,7,W001;W006;W012;W013;W021,W001;W012,2,0,0,1
0,e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,QT,7,W001;W006;W012;W013;W021,W012;W013,2,0,0,1
0,q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0.866666666667,0,0
0,q9vSo1VnCiC_9ba6cd412cb04c5c9beb15ef9e6d22c5,q9vSo1VnCiC,manual,QT,7,W001;W006;W012;W013;W021,W006;W013,2,0,0,1
0,q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,rPc6DW4iMge_0012f6dcce9645778ac459e189cf0db3,rPc6DW4iMge,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013,4,0,0,1
0,rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0.866666666667,0,0
0,rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013,4,0,0,1
0,rPc6DW4iMge_a72230c911234d18b08568b9d8b02dd2,rPc6DW4iMge,manual,QT,7,W001;W006;W012;W013;W021,W006;W013,2,0,0,1
0,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,rPc6DW4iMge_cc15fb105d86466faafdd633f89148de,rPc6DW4iMge,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0.9,0,0
0,rPc6DW4iMge_fbc169773c954580baea6d2798c0d486,rPc6DW4iMge,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual,QT,7,W001;W006;W012;W013;W021,W001;W012,2,0,0,1
0,wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0.7,0,0
0,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0.5,0,0
0,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0.466666666667,0,0
0,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,QT,7,W001;W006;W012;W013;W021,W001;W012,2,0,0,1
0,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013,4,0,0,1
0,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,0
0,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013;W021,5,0,0,1
0,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,QT,7,W001;W006;W012;W013;W021,W001;W006;W012;W013,4,0,0,1
1,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W010;W030,3,0,0,1
1,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,1,0,0
1,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0.566666666667,0,0
1,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W010;W017,3,0,0,1
1,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W012;W013;W030,3,0,0,1
1,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002,2,0,0,1
1,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W012,3,0,0,1
1,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W002;W013,2,0,0,1
1,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W030,3,0,0,1
1,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W012,3,0,0,1
1,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W010;W017;W030,4,0,0,1
1,S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W030,8,0,0,1
1,S9hNv5qa7GM_53d54b73e58940019b731673e65c1902,S9hNv5qa7GM,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W010;W030,2,0,0,1
1,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W030,8,1,0,0
1,S9hNv5qa7GM_dcced7b92f444b9a83bd7d54413fa486,S9hNv5qa7GM,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W010,2,0,0,1
1,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002,2,0,0,1
1,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W013;W030,2,0,0,1
1,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W010;W017,3,0,0,1
1,UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W013;W030,3,0,0,1
1,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W030,8,1,0,0
1,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W017,2,0,0,1
1,X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W017,3,0,0,1
1,jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,jtcxE69GiFV,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W010;W017,3,0,0,1
1,jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,jtcxE69GiFV,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W002;W006;W012;W013,4,0.933333333333,0,0
1,jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,jtcxE69GiFV,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W002;W006,2,0,0,1
1,jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,jtcxE69GiFV,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W002;W006,2,0,0,1
1,pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,pRbA3pwrgk9,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W017,2,0,0,1
1,pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,pRbA3pwrgk9,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W030,8,0,0,1
1,uNb9QFRL6hY_07a43087f1e54e3f828851d8e457a283,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W030,8,0,0,1
1,uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W030,8,0,0,1
1,uNb9QFRL6hY_5b62816d9cf94f17ae166291822ea9ab,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W017,2,0,0,1
1,uNb9QFRL6hY_6115ed700b5144cfa3443346381cb7cd,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W012;W030,4,0,0,1
1,uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W010;W013,2,0,0,1
1,uNb9QFRL6hY_748279b5d6e740c4b2cba9fc78d6fc62,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W017,2,0,0,1
1,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W012;W030,2,0,0,1
1,uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W002;W010;W013,3,0,0,1
1,uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W030,8,0,0,1
1,uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W030,8,0,0,1
1,uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W010;W013,2,0,0,1
1,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W010;W013,3,0,0,1
1,uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W030,2,0,0,1
1,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W030,8,0,0,1
1,uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0.966666666667,0,0
1,uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W012,2,0,0,1
1,uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,semi,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W010;W013,2,0,0,1
1,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,0
1,uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002,2,0,0,1
1,uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W012;W030,2,0,0,1
1,uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W012,3,0,0,1
1,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W012;W017,3,0,0,1
1,x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
1,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W030,8,0,0,1
1,yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W010;W013,2,0,0,1
1,yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W010;W017,3,0,0,1
1,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W006;W017,2,0,0,1
1,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W030,8,0,0,1
1,yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,T,2,W001;W002;W006;W010;W012;W013;W017;W021;W030,W001;W002;W006;W010;W012;W013;W017;W021;W030,9,0,0,1
