image_id,building,condition,scene,candidate,selection_source,training_workers,actual_workers,n_subgroup,n_all,training_recovery,rule,p_unified,p_stable_multi,p_current_changes,p_undetermined,onset,topology_disagreement,same_topology_median_d,n_supported_modes,singleton_mass,full_stable_fraction,full_undetermined_fraction,current_changes
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,G10_geometry,1,0,0,0,2,0,0.030575600107,1,0,1,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,G10_geometry,1,0,0,0,2,0,0.0281669404005,1,0,1,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,G10_geometry,0.7,0,0.3,0,2,0,0.032469065278,1,0,1,0,0
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,复合／待定,local_quality_time_edit,training_local_recovery,W001;W012;W030,W001;W012;W030,3,24,0.75,G10_geometry,0,0,0,1,,0,0.0281314074817,1,0,1,0,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.857142857143,G10_geometry,0,0,0,1,,0.307189542484,0.0707192158713,2,0.277777777778,0,1,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,G10_geometry,0,0,0,1,,0,0.0102349006249,1,0,0,1,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,local_B,training_local_recovery,W006;W011;W021,W006;W011;W021,3,24,1,G10_geometry,0,0,0,1,,0.666666666667,0.0102349006249,1,0.333333333333,0,1,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029;W030;W031;W034;W035;W037,8,24,0.888888888889,G10_geometry,0,0,0,1,,0,0.14034854443,1,0.375,0,1,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,G10_geometry,0.6,0,0.4,0,3,0,0.0495689986325,1,0,0,1,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,G10_geometry,0.65,0,0.35,0,2,0,0.050556878299,1,0,0,1,0
7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,semi,通行与连接,local_quality_time_edit,training_local_recovery,W001;W012;W030,W001;W012;W030,3,24,0.75,G10_geometry,0,0,0,1,,0,0.0468908629442,1,0,0,1,0
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W010;W011;W033,4,5,0.857142857143,G10_geometry,0,0,0,1,,0.5,0.212666854614,1,0.5,0,1,0
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,manual,通行与连接,local_B,training_local_recovery,W006;W011;W021,W006;W011,2,5,1,G10_geometry,0,0,0,1,,0,0.212666854614,0,1,0,1,0
7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,manual,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W010;W017,2,5,0.875,G10_geometry,0,0,0,1,,0,0.480076597132,0,1,0,1,0
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,开放复合空间,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W012;W013;W030;W031;W035,5,6,0.857142857143,G10_geometry,0,0,0,1,,0.6,0.352840317387,1,0.6,0,1,0
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,开放复合空间,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W012;W030;W031;W035,4,6,0.888888888889,G10_geometry,0,0,0,1,,0.666666666667,0.352840317387,0,1,0,1,0
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,开放复合空间,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W012;W013;W030,3,6,0.875,G10_geometry,0,0,0,1,,0.666666666667,0.177901420041,0,1,0,1,0
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,开放复合空间,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W012;W013;W030,3,6,0.8,G10_geometry,0,0,0,1,,0.666666666667,0.177901420041,0,1,0,1,0
7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,开放复合空间,local_quality_time_edit,training_local_recovery,W001;W012;W030,W012;W030,2,6,0.75,G10_geometry,0,0,0,1,,0,0.177901420041,0,1,0,1,0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,开放复合空间,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W014;W031;W032;W034,5,6,0.857142857143,G10_geometry,0,0,0,1,,0.4,0.0177253478985,1,0.2,0,1,0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,开放复合空间,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W031;W034,2,6,0.888888888889,G10_geometry,0,0,0,1,,0,0.0142021457161,1,0,0,1,0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,semi,开放复合空间,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W006;W011;W033;W036,4,4,0.857142857143,G10_geometry,1,0,0,0,2,0,0,1,0,1,0,0
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,semi,开放复合空间,local_B,training_local_recovery,W006;W011;W021,W006;W011,2,4,1,G10_geometry,0,0,0,1,,0,0,1,0,1,0,0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W033;W034;W037,4,5,0.857142857143,G10_geometry,0,0,0,1,,0.833333333333,0.0898842903178,1,0.5,0,1,0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,通行与连接,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W034;W037,3,5,0.888888888889,G10_geometry,0,0,0,1,,1,,0,1,0,1,0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002,2,5,0.875,G10_geometry,0,0,0,1,,0,0.0534008931639,1,0,0,1,0
7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,semi,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W010;W035,3,4,0.857142857143,G10_geometry,0,0,0,1,,0.666666666667,0,1,0.333333333333,0,1,0
7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W011;W028;W029;W036,4,5,0.857142857143,G10_geometry,0,0,0,1,,0.5,0.292277676823,1,0.5,0,1,0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,卫浴,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W012;W029;W036,4,5,0.857142857143,G10_geometry,0,0,0,1,,0,0.122346947705,1,0.25,0,1,0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,卫浴,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W001;W012;W029,3,5,0.888888888889,G10_geometry,0,0,0,1,,0,0.0878030351404,1,0,0,1,0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,卫浴,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W012,3,5,0.875,G10_geometry,0,0,0,1,,0,0.0496817869012,1,0,0,1,0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,卫浴,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W012,2,5,0.8,G10_geometry,0,0,0,1,,0,0.0878030351404,1,0,0,1,0
7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,卫浴,local_quality_time_edit,training_local_recovery,W001;W012;W030,W001;W012,2,5,0.75,G10_geometry,0,0,0,1,,0,0.0878030351404,1,0,0,1,0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,复合／待定,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W031;W032;W034;W037,4,5,0.857142857143,G10_geometry,0,0,0,1,,0.5,0.0636591589435,1,0.25,0,1,0
7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,复合／待定,local_QB,training_local_recovery,W001;W012;W029;W030;W031;W034;W035;W037,W031;W034;W037,3,5,0.888888888889,G10_geometry,0,0,0,1,,0.666666666667,0.0636591589435,1,0.333333333333,0,1,0
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.888888888889,G10_geometry,0,0,0,1,,0.392156862745,0.125534229211,5,0.111111111111,0.26,0,0.74
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,G10_geometry,0,0,0,1,,0.666666666667,0.00600367283515,1,0.333333333333,0.26,0,0.74
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,G10_geometry,0,0,0,1,,0.285714285714,0.102556635161,2,0.285714285714,0.26,0,0.74
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,G10_geometry,0,0,0,1,,0,0.0907383953165,2,0.125,0.26,0,0.74
B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,semi,工作与学习,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,G10_geometry,0,0,0,1,,0,0.102915663504,2,0.2,0.26,0,0.74
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.888888888889,G10_geometry,0,0,0,1,,0.111111111111,0.103748061747,2,0.222222222222,0,1,0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,G10_geometry,0,0,0,1,,0,0.0033792188407,1,0,0,1,0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,G10_geometry,0,0,0,1,,0,0.27270208246,2,0.142857142857,0,1,0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,G10_geometry,0,0,0,1,,0,0.256786673652,2,0.125,0,1,0
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,通行与连接,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,G10_geometry,0,0,0,1,,0,0.256786673652,2,0.2,0,1,0
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,工作与学习,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W011;W033;W034;W037,4,5,0.888888888889,G10_geometry,0,0,0,1,,0.5,0.104480429584,1,0.5,0,1,0
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,semi,工作与学习,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W013;W029;W035,3,4,0.888888888889,G10_geometry,0,0,0,1,,0,0.251962784372,1,0.333333333333,0,1,0
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,semi,工作与学习,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W002;W013,2,4,0.875,G10_geometry,0,0,0,1,,0,0,1,0,0,1,0
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,起居与休闲,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W028;W029;W035;W036,4,5,0.888888888889,G10_geometry,0.75,0,0.25,0,2,0,0.0393163014768,1,0,0.56,0,0.44
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,起居与休闲,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W030;W032,3,4,0.888888888889,G10_geometry,0,0,0,1,,0.666666666667,0.037426641137,1,0.333333333333,0,1,0
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,起居与休闲,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W030,2,4,0.857142857143,G10_geometry,0,0,0,1,,1,,0,1,0,1,0
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,起居与休闲,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W030,3,4,0.875,G10_geometry,0,0,0,1,,0.666666666667,0.0597750254762,1,0.333333333333,0,1,0
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,semi,起居与休闲,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W030,2,4,0.8,G10_geometry,0,0,0,1,,1,,0,1,0,1,0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.888888888889,G10_geometry,0,0,0,1,,0,0.284484126085,4,0.222222222222,0,1,0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,G10_geometry,0,0,0,1,,0,0.00914185961044,1,0,0,1,0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,G10_geometry,0,0,0,1,,0,0.159560561813,1,0.428571428571,0,1,0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,G10_geometry,0,0,0,1,,0,0.129216861225,1,0.375,0,1,0
B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,semi,通行与连接,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,G10_geometry,0,0,0,1,,0,0.240635355959,1,0.6,0,1,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,17,23,0.888888888889,G10_geometry,0,0,0,1,,0.117647058824,0.181362939542,3,0.235294117647,0,1,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,23,1,G10_geometry,0,0,0,1,,0,0.235251430543,1,0.333333333333,0,1,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,23,0.857142857143,G10_geometry,0,0,0,1,,0,0.235251430543,1,0.571428571429,0,1,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,23,0.875,G10_geometry,0,0,0,1,,0,0.233665855325,2,0.5,0,1,0
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,通行与连接,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,23,0.8,G10_geometry,0,0,0,1,,0,0.231540904082,1,0.6,0,1,0
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W013;W014;W028;W029;W034;W035,6,6,0.888888888889,G10_geometry,0,0,0,1,,0.333333333333,0.26286352262,2,0.333333333333,0,1,0
B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,semi,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W008;W010;W037,3,4,0.888888888889,G10_geometry,0,0,0,1,,0.666666666667,0.0267439092136,1,0.333333333333,0,1,0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,18,24,0.888888888889,G10_geometry,0,0,0,1,,0.209150326797,0.351958468655,4,0.5,0,1,0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,通行与连接,local_T,training_local_recovery,W006;W013;W021,W006;W013;W021,3,24,1,G10_geometry,0,0,0,1,,0,0.0606399566131,1,0,0,1,0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,通行与连接,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W006;W010;W012;W013;W021;W030,7,24,0.857142857143,G10_geometry,0,0,0,1,,0,0.339160174805,1,0.571428571429,0,1,0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W010;W012;W013;W017;W018;W030,8,24,0.875,G10_geometry,0,0,0,1,,0,0.349157034115,2,0.5,0,1,0
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,通行与连接,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W010;W012;W013;W030,5,24,0.8,G10_geometry,0,0,0,1,,0,0.360429585571,0,1,0,1,0
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W001;W012;W036,3,5,0.888888888889,G10_geometry,0,0,0,1,,1,,0,1,0,1,0
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,通行与连接,local_QT,training_local_recovery,W001;W006;W010;W012;W013;W021;W030,W001;W012,2,5,0.857142857143,G10_geometry,0,0,0,1,,1,,0,1,0,1,0
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W001;W002;W012,3,5,0.875,G10_geometry,0,0,0,1,,0.666666666667,0.0724727876974,1,0.333333333333,0,1,0
B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,通行与连接,local_QTB,training_local_recovery,W001;W010;W012;W013;W030,W001;W012,2,5,0.8,G10_geometry,0,0,0,1,,1,,0,1,0,1,0
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,通行与连接,local_Q,training_local_recovery,W001;W006;W008;W010;W011;W012;W013;W014;W028;W029;W030;W031;W032;W033;W034;W035;W036;W037,W013;W014;W031;W032;W034,5,6,0.888888888889,G10_geometry,0,0,0,1,,0,0.292744856358,1,0.6,0,1,0
B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,通行与连接,local_TB,training_local_recovery,W001;W002;W010;W012;W013;W017;W018;W030,W013;W018,2,6,0.875,G10_geometry,0,0,0,1,,0,0.00728249432353,1,0,0,1,0
