method,pool,cohort,metric,scope,stratum,contexts,images,buildings,rho,image_mean_rho,building_mean_rho,building_centered_rank_correlation,leave_building_min,leave_building_max,leave_building_evaluable,interval
historical_pairmap_unaveraged,all_historical,common_responses,floor,all_metric_n3,C2-B|manual,5,5,3,0.6708203932499368,0.6708203932499368,,0.31622776601683794,0.2581988897471611,0.2581988897471611,1,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,floor,all_metric_n3,P1|manual,29,29,12,0.5781799206099129,0.5781799206099129,0.7320501594135719,0.4238141162197837,0.5008072824991272,0.6310467552706808,12,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,floor,all_metric_n3,P1|oos,9,9,6,-0.05020964452534338,-0.05020964452534338,-0.08571428571428573,0.22841609628806434,-0.48571428571428577,0.19162020190612145,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,floor,all_metric_n3,P1|semi,18,18,10,0.2594451577191026,0.2594451577191026,0.1043023302537743,-0.05260166062809916,0.1385752912754208,0.3821578531790892,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,extended73,all,49,49,15,0.35678852508786324,0.35678852508786324,0.3,0.3119520341229729,0.2836825994951244,0.40205955872005045,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,extended73,without_synthetic,43,43,14,0.4594102426934431,0.4594102426934431,0.3142857142857143,0.4265153074583256,0.3247729427151357,0.5162645471116053,14,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,extended73,C1|manual,7,7,4,0.01801874925391118,0.01801874925391118,-0.7999999999999999,0.8548842422627598,-0.09999999999999999,0.3188740696088466,4,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,extended73,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,extended73,P1|manual,18,18,10,0.7038964551616516,0.7038964551616516,0.5045616012544536,0.8334871414131401,0.4873532881937163,0.864310545124152,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,extended73,P1|oos,5,5,4,-0.8999999999999998,-0.8999999999999998,-0.39999999999999997,-1.0,-1.0,-0.7999999999999999,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,extended73,P1|semi,16,16,9,-0.2120587427646998,-0.2120587427646998,-0.25941649671427414,-0.5275552589062331,-0.3486382357799831,-0.11670310412526161,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,all_metric_n3,all,96,85,15,0.15972049819200226,0.16418955973509128,0.0,0.10915374401552648,0.07179116060152883,0.24412974288003797,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,all_metric_n3,without_synthetic,90,79,15,0.19082690405223218,0.19725040179524136,-0.05714285714285713,0.14396679386102954,0.07634043520330465,0.2915318153398699,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,all_metric_n3,C1|manual,41,41,11,0.017173409146030768,0.017173409146030768,0.13636363636363638,0.05813554065764695,-0.07831345288153033,0.13633675199305184,11,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,all_metric_n3,C1|semi,13,13,6,-0.06782367663050284,-0.06782367663050284,0.28988551782622424,-0.5470981213294613,-0.42023031949290335,0.22701095408174404,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,all_metric_n3,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,all_metric_n3,P1|manual,18,18,10,0.7038964551616516,0.7038964551616516,0.5045616012544536,0.8334871414131401,0.4873532881937163,0.864310545124152,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,all_metric_n3,P1|oos,5,5,4,-0.8999999999999998,-0.8999999999999998,-0.39999999999999997,-1.0,-1.0,-0.7999999999999999,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,linear,all_metric_n3,P1|semi,16,16,9,-0.2120587427646998,-0.2120587427646998,-0.25941649671427414,-0.5275552589062331,-0.3486382357799831,-0.11670310412526161,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,extended73,all,49,49,15,0.41974197121292917,0.41974197121292917,0.3714285714285714,0.42527883053622395,0.3256397495739837,0.479808666382399,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,extended73,without_synthetic,43,43,14,0.5065883475627815,0.5065883475627815,0.4153846153846154,0.48151260346834446,0.3779345635233248,0.5838869728395051,14,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,extended73,C1|manual,7,7,4,0.5585812268712466,0.5585812268712466,0.19999999999999998,0.9946196723788077,0.39999999999999997,0.7,4,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,extended73,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,extended73,P1|manual,18,18,10,0.5662455928189286,0.5662455928189286,0.4863244349440517,0.419379776556911,0.31277897600492244,0.6784690285957508,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,extended73,P1|oos,5,5,4,0.19999999999999998,0.19999999999999998,0.39999999999999997,-1.0,0.0,0.7999999999999999,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,extended73,P1|semi,16,16,9,-0.042411748552939964,-0.042411748552939964,0.23431167445160245,-0.23421358413240173,-0.17238223880232498,0.045175395145262566,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,all_metric_n3,all,96,85,15,0.09637348913496575,0.10719789453915547,0.11785714285714284,0.030749419047771603,0.027678616506621755,0.17970922529247643,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,all_metric_n3,without_synthetic,90,79,15,0.11257185161461847,0.12661703454226741,0.08928571428571427,0.0390890297884181,0.0420061336666204,0.19860623455132173,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,all_metric_n3,C1|manual,41,41,11,-0.08586704573015383,-0.08586704573015383,0.08181818181818183,-0.08990591057919851,-0.1584481488533288,0.02979478276105,11,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,all_metric_n3,C1|semi,13,13,6,-0.05086775747287714,-0.05086775747287714,0.4638168285219587,-0.5645505868468456,-0.252138191695742,0.09203146787097731,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,all_metric_n3,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,all_metric_n3,P1|manual,18,18,10,0.5662455928189286,0.5662455928189286,0.4863244349440517,0.419379776556911,0.31277897600492244,0.6784690285957508,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,all_metric_n3,P1|oos,5,5,4,0.19999999999999998,0.19999999999999998,0.39999999999999997,-1.0,0.0,0.7999999999999999,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,common_responses,solid,all_metric_n3,P1|semi,16,16,9,-0.042411748552939964,-0.042411748552939964,0.23431167445160245,-0.23421358413240173,-0.17238223880232498,0.045175395145262566,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,extended73,all,49,49,15,0.36202156300349636,0.36202156300349636,0.532142857142857,0.29147858756264716,0.2950066746029134,0.3995567092630436,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,extended73,without_synthetic,43,43,14,0.46701713582384125,0.46701713582384125,0.5648351648351648,0.3804996010998195,0.364151921091572,0.5149920150229688,14,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,extended73,C1|manual,7,7,4,0.48650622985560193,0.48650622985560193,0.39999999999999997,0.9563650695950074,0.39999999999999997,0.6377481392176932,4,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,extended73,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,extended73,P1|manual,18,18,10,0.5224475911644259,0.5224475911644259,0.601826488243264,0.38842449574486254,0.2982311166558563,0.6582906355452437,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,extended73,P1|oos,5,5,4,0.09999999999999999,0.09999999999999999,0.19999999999999998,-1.0,0.0,0.6000000000000001,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,extended73,P1|semi,16,16,9,-0.2434748528039146,-0.2434748528039146,0.1338923854009157,-0.4643249924085012,-0.32539568672798425,-0.15811388300841897,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,all_metric_n3,all,109,93,15,0.09317412901777665,0.12643229304189696,0.4357142857142856,0.019585241292104125,0.0221259206788817,0.21110901856549663,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,all_metric_n3,without_synthetic,103,87,15,0.11487363722293108,0.15658028438743796,0.4642857142857142,0.031396368744914825,0.04408283295279786,0.24278547147433863,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,all_metric_n3,C1|manual,51,51,11,-0.03718284802247478,-0.03718284802247478,0.3454545454545455,-0.07838471203841364,-0.12442575049989756,0.08053221153741806,11,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,all_metric_n3,C1|semi,16,16,6,-0.12230682862505009,-0.12230682862505009,0.5217939320872036,-0.3436256522085802,-0.2372734736516101,0.10173551494575428,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,all_metric_n3,C2-A-RP|manual,0,0,0,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,all_metric_n3,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,all_metric_n3,P1|manual,18,18,10,0.5224475911644259,0.5224475911644259,0.601826488243264,0.38842449574486254,0.2982311166558563,0.6582906355452437,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,all_metric_n3,P1|oos,5,5,4,0.09999999999999999,0.09999999999999999,0.19999999999999998,-1.0,0.0,0.6000000000000001,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,band,all_metric_n3,P1|semi,16,16,9,-0.2434748528039146,-0.2434748528039146,0.1338923854009157,-0.4643249924085012,-0.32539568672798425,-0.15811388300841897,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,extended73,all,72,72,16,0.48252509867173193,0.48252509867173193,0.39735110095105064,0.46327417979405133,0.41802476937565347,0.5242239709379807,16,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,extended73,without_synthetic,66,66,15,0.5288203922537219,0.5288203922537219,0.36639871645850236,0.4874591130723941,0.46620391180690024,0.5704785666542748,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,extended73,C1|manual,12,12,5,0.5218922189120679,0.5218922189120679,0.7,0.6227919083382671,0.309090909090909,0.7653778399313848,5,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,extended73,C2-B|manual,4,4,3,0.632455532033676,0.632455532033676,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,extended73,P1|manual,29,29,12,0.626714179980956,0.626714179980956,0.7530659534637223,0.4938174854515449,0.5420227886675336,0.7024739316633767,12,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,extended73,P1|oos,9,9,6,0.05857791861290061,0.05857791861290061,0.028571428571428574,0.8159417072102745,-0.3142857142857143,0.34731161595484505,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,extended73,P1|semi,18,18,10,0.1586127601776173,0.1586127601776173,0.09203146787097731,-0.2187949717152923,0.01646439104262425,0.27069514600185485,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,all_metric_n3,all,172,148,17,0.188508360981427,0.2768846322380499,0.28186274509803927,0.12113419184796562,0.1434334083665205,0.24936487096758228,17,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,all_metric_n3,without_synthetic,166,142,17,0.20254315529566919,0.2926175483000596,0.29411764705882354,0.1316406878250472,0.1571665543718123,0.26507520338545404,17,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,all_metric_n3,C1|manual,85,85,13,0.16905083599328638,0.16905083599328638,-0.005494505494505494,0.177041367523875,0.13109216130561308,0.22681755939973422,13,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,all_metric_n3,C1|semi,24,24,9,-0.3272823467947313,-0.3272823467947313,-0.3,-0.4439828135086841,-0.42498702420998824,-0.22091975142276093,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,all_metric_n3,C2-A-RP|manual,1,1,1,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,all_metric_n3,C2-B|manual,6,6,3,0.6375355777548621,0.6375355777548621,,0.4391550328268399,0.3354101966249684,1.0,2,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,all_metric_n3,P1|manual,29,29,12,0.626714179980956,0.626714179980956,0.7530659534637223,0.4938174854515449,0.5420227886675336,0.7024739316633767,12,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,all_metric_n3,P1|oos,9,9,6,0.05857791861290061,0.05857791861290061,0.028571428571428574,0.8159417072102745,-0.3142857142857143,0.34731161595484505,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,floor,all_metric_n3,P1|semi,18,18,10,0.1586127601776173,0.1586127601776173,0.09203146787097731,-0.2187949717152923,0.01646439104262425,0.27069514600185485,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,extended73,all,49,49,15,0.35139849603476114,0.35139849603476114,0.18214285714285713,0.2913719587301402,0.27743984014083045,0.394122613983974,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,extended73,without_synthetic,43,43,14,0.4685538819107904,0.4685538819107904,0.1956043956043956,0.42087624610623536,0.34352977188917505,0.5217529562201306,14,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,extended73,C1|manual,7,7,4,0.23424374030084538,0.23424374030084538,-0.7999999999999999,0.9302973215323885,-0.19999999999999998,0.6667366910003157,4,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,extended73,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,extended73,P1|manual,18,18,10,0.7414375994369397,0.7414375994369397,0.46808726863364974,0.7617322201448955,0.5491816904272474,0.8348118917069456,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,extended73,P1|oos,5,5,4,-0.7999999999999999,-0.7999999999999999,-0.39999999999999997,-1.0,-0.7999999999999999,-0.6000000000000001,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,extended73,P1|semi,16,16,9,-0.25132888031371825,-0.25132888031371825,-0.23431167445160245,-0.5816972606576026,-0.3915614432585002,-0.16049022217718414,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,all_metric_n3,all,109,93,15,0.14189191606239013,0.1787753689973109,0.15714285714285714,0.06900504311266292,0.048655450729707034,0.2341834259259782,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,all_metric_n3,without_synthetic,103,87,15,0.17381216339534686,0.2196702569117241,0.15714285714285714,0.09624320704242345,0.06052327530708846,0.2810114118920065,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,all_metric_n3,C1|manual,51,51,11,0.04632918517509837,0.04632918517509837,0.2545454545454546,0.027158482556573618,-0.03784707315657854,0.16673799544785828,11,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,all_metric_n3,C1|semi,16,16,6,-0.14797616302783836,-0.14797616302783836,0.5797710356524485,-0.38895718932371987,-0.3438731924766623,0.05651973052541904,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,all_metric_n3,C2-A-RP|manual,0,0,0,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,all_metric_n3,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,all_metric_n3,P1|manual,18,18,10,0.7414375994369397,0.7414375994369397,0.46808726863364974,0.7617322201448955,0.5491816904272474,0.8348118917069456,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,all_metric_n3,P1|oos,5,5,4,-0.7999999999999999,-0.7999999999999999,-0.39999999999999997,-1.0,-0.7999999999999999,-0.6000000000000001,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,linear,all_metric_n3,P1|semi,16,16,9,-0.25132888031371825,-0.25132888031371825,-0.23431167445160245,-0.5816972606576026,-0.3915614432585002,-0.16049022217718414,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,extended73,all,49,49,15,0.3429733049905919,0.3429733049905919,0.35357142857142854,0.278708626476511,0.2592922838783481,0.3872564414556737,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,extended73,without_synthetic,43,43,14,0.4544158179108584,0.4544158179108584,0.3758241758241759,0.3829703636703947,0.33295962506181587,0.5139334497300131,14,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,extended73,C1|manual,7,7,4,0.5585812268712466,0.5585812268712466,0.19999999999999998,0.9946196723788077,0.39999999999999997,0.7,4,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,extended73,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,extended73,P1|manual,18,18,10,0.5516462589340944,0.5516462589340944,0.49848254581765294,0.3988824725288846,0.32005290567945555,0.6437427761961776,10,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,extended73,P1|oos,5,5,4,0.3,0.3,0.39999999999999997,-1.0,0.0,0.6000000000000001,3,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,extended73,P1|semi,16,16,9,-0.16807618870979907,-0.16807618870979907,0.15062893357603013,-0.4128321668463738,-0.2789105886239865,-0.09704059945597182,9,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,all_metric_n3,all,109,93,15,0.06586300104874851,0.10373404415552712,0.4035714285714285,-0.017776543904662427,0.003805999192516236,0.191373857637412,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,all_metric_n3,without_synthetic,103,87,15,0.08622653805277417,0.13306636338051656,0.42142857142857143,-0.010660187026957608,0.023453745072731236,0.22261136862059908,15,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,all_metric_n3,C1|manual,51,51,11,-0.06604666577045273,-0.06604666577045273,0.4090909090909091,-0.14231982239732022,-0.13577296681246584,0.07210774259999311,11,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,all_metric_n3,C1|semi,16,16,6,-0.12532675031949575,-0.12532675031949575,0.5217939320872036,-0.35806014967341326,-0.2340649461395769,0.09043156884067047,6,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,all_metric_n3,C2-A-RP|manual,0,0,0,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,all_metric_n3,C2-B|manual,3,3,2,,,,,,,0,none_LOBO_range_is_not_confidence_interval
historical_pairmap_unaveraged,all_historical,method_available,solid,all_metric_n3,P1|manual,18,18,10,0.5516462589340944,0.5516462589340944,0.49848254581765294,0.3988824725288846,0.32005290567945555,0.6437427761961776,10,none_LOBO_range_is_not_confidence_interval
