image_id,condition,n_valid,total_clusters,supported_clusters,singletons,doubletons,singleton_share,supported_share,largest_share,effective_modes_simpson,entropy_bits,point_count_disagreement,within_cluster_median,sizes_descending,good_turing_missing_mass_proxy,chao_coverage_proxy,isolated_singletons,assignment_singletons_with_compatible_peer,min_supported_loo_jaccard,max_cross_compatible_share,weakly_separated_supported_pair,supported_point_counts
VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,manual,7,3,2,1,1,0.142857142857,0.857142857143,0.571428571429,2.33333333333,1.37878349349,0.666666666667,0.0564633984323,4;2;1,0.142857142857,0.892857142857,1,0,1,0,False,2
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,manual,19,6,4,2,2,0.105263157895,0.894736842105,0.421052631579,3.64646464646,2.16320959374,0.719298245614,0.0382801226227,8;5;2;2;1;1,0.105263157895,0.905263157895,1,1,1,0,False,4
VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,manual,5,4,1,3,1,0.6,0.4,0.4,3.57142857143,1.92192809489,0.9,0.0794784990697,2;1;1;1,0.6,0.485714285714,3,0,1,0,False,1
VLzqgDo317F_5d3591edd7c546acaf99db40281b3409,manual,2,1,1,0,1,0,1,1,1,-0,0,0.000921623958422,2,0,1,0,0,,0,False,1
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,semi,24,5,2,3,1,0.125,0.875,0.791666666667,1.5652173913,1.13868655258,0.235507246377,0.00430640097743,19;2;1;1;1,0.125,0.878521126761,3,0,1,0,False,2
X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,manual,5,3,2,1,2,0.2,0.8,0.4,2.77777777778,1.52192809489,0.4,0.0411047156361,2;2;1,0.2,0.9,1,0,0.888888888889,0.5,False,1
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,manual,24,2,2,0,0,0,1,0.75,1.6,0.811278124459,0,0.0275991289816,18;6,0,1,0,0,0.900724637681,0.944444444444,True,1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,manual,5,3,1,2,0,0.4,0.6,0.6,2.27272727273,1.37095059445,0.7,0.0597743087537,3;1;1,0.4,0.733333333333,2,0,1,0,False,1
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,semi,4,2,1,1,0,0.25,0.75,0.75,1.6,0.811278124459,0.5,0.0696778568214,3;1,0.25,1,1,0,1,0,False,1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0575182402261,4;1,0.2,1,0,1,1,0,False,1
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,semi,4,1,1,0,0,0,1,1,1,-0,0,0.000842867407285,4,0,1,0,0,1,0,False,1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0572270208612,4;1,0.2,1,0,1,0.95,0,False,1
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,semi,5,1,1,0,0,0,1,1,1,-0,0,0.0764048005976,5,0,1,0,0,1,0,False,1
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0,0.0389265898881,4;1,0.2,1,0,1,0.95,0,False,1
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,semi,24,4,3,1,0,0.0416666666667,0.958333333333,0.583333333333,2.42016806723,1.54693710975,0.289855072464,0.0273830999047,14;5;4;1,0.0416666666667,1,0,1,0.979166666667,0.1,False,2
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,manual,24,15,5,10,3,0.416666666667,0.583333333333,0.208333333333,10.2857142857,3.65310716836,0.728260869565,0.0485658494263,5;3;2;2;2;1;1;1;1;1;1;1;1;1;1,0.416666666667,0.593926553672,9,1,1,0,False,4
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,semi,24,7,3,4,0,0.166666666667,0.833333333333,0.583333333333,2.64220183486,1.96776483767,0.300724637681,0.0242046332434,14;3;3;1;1;1;1,0.166666666667,0.838028169014,4,0,0.919270833333,0.97619047619,True,2
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,manual,5,2,1,1,0,0.2,0.8,0.8,1.47058823529,0.721928094887,0.4,0.038521104419,4;1,0.2,1,1,0,1,0,False,1
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,manual,6,3,3,0,3,0,1,0.333333333333,3,1.58496250072,0,0.0584549756715,2;2;2,0,1,0,0,0.916666666667,0.5,False,1
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,23,7,6,1,2,0.0434782608696,0.95652173913,0.260869565217,5.56842105263,2.61598356558,0,0.0686989518018,6;5;4;3;2;2;1,0.0434782608696,0.963210702341,0,1,0.985507246377,0.8,True,1
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,manual,6,1,1,0,0,0,1,1,1,-0,0,0.051944120064,6,0,1,0,0,1,0,False,1
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,semi,24,3,3,0,1,0,1,0.791666666667,1.54010695187,0.940566239988,0.228260869565,0.0226903944883,19;3;2,0,1,0,0,0.986842105263,0.684210526316,True,2
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,manual,6,2,2,0,1,0,1,0.666666666667,1.8,0.918295834054,0,0.0394956254331,4;2,0,1,0,0,1,0,False,1
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,semi,24,2,2,0,0,0,1,0.833333333333,1.38461538462,0.650022421648,0,0.0162932677392,20;4,0,1,0,0,0.961805555556,0.7625,True,1
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,semi,24,3,2,1,0,0.0416666666667,0.958333333333,0.666666666667,1.88235294118,1.09948398179,0,0.0158901573588,16;7;1,0.0416666666667,1,1,0,0.94246031746,0.848214285714,True,1
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,manual,6,3,1,2,0,0.333333333333,0.666666666667,0.666666666667,2,1.25162916739,0,0.0595328500214,4;1;1,0.333333333333,0.761904761905,1,1,1,0,False,1
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,manual,24,9,4,5,0,0.208333333333,0.791666666667,0.291666666667,5.53846153846,2.75096198276,0.663043478261,0.0564426956487,7;5;4;3;1;1;1;1;1,0.208333333333,0.79609929078,4,1,1,0.55,True,3
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,semi,24,3,3,0,1,0,1,0.666666666667,1.94594594595,1.18872187554,0.159420289855,0.0227406102284,16;6;2,0,1,0,0,0.975,0.9375,True,2
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,semi,23,5,2,3,0,0.130434782609,0.869565217391,0.739130434783,1.75747508306,1.29565952982,0.379446640316,0.0410421642098,17;3;1;1;1,0.130434782609,0.875236294896,3,0,1,0,False,2
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,manual,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.5,0.057024089161,2;1;1,0.5,0.625,1,1,1,0,False,1
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,manual,2,2,0,2,0,1,0,0.5,2,1,1,,1;1,1,0.666666666667,2,0,,0,False,0
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,manual,2,2,0,2,0,1,0,0.5,2,1,1,,1;1,1,0.666666666667,2,0,,0,False,0
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,manual,2,2,0,2,0,1,0,0.5,2,1,1,,1;1,1,0.666666666667,2,0,,0,False,0
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,manual,2,2,0,2,0,1,0,0.5,2,1,1,,1;1,1,0.666666666667,2,0,,0,False,0
jh4fc5c5qoQ_abbdc7ac89204f23a935fcb9ccae887c,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
jh4fc5c5qoQ_b000c5baa76b454caa1c58c9aac585f6,manual,2,2,0,2,0,1,0,0.5,2,1,1,,1;1,1,0.666666666667,2,0,,0,False,0
jtcxE69GiFV_0aa01000f1934e73b35c348fa8d15040,manual,3,1,1,0,0,0,1,1,1,-0,0,0.0622727873146,3,0,1,0,0,1,0,False,1
jtcxE69GiFV_1df105f34ccf4844877be7e8e2d90fad,manual,3,1,1,0,0,0,1,1,1,-0,0,0.0396746590923,3,0,1,0,0,1,0,False,1
jtcxE69GiFV_27535f650b78489abcf2397c1eaa3037,manual,6,2,2,0,0,0,1,0.5,2,1,0,0.0610239239447,3;3,0,1,0,0,0.75,0.888888888889,True,1
jtcxE69GiFV_3fb4bb890d7f4964b496a46db647e72a,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
jtcxE69GiFV_44661972414d44fabc0799f237e4d7f0,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
jtcxE69GiFV_4d7ce55eeb6643079aba3b10360de8d8,manual,2,2,0,2,0,1,0,0.5,2,1,1,,1;1,1,0.666666666667,2,0,,0,False,0
jtcxE69GiFV_539fb3f6f19b442285b593628a8ce14e,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
jtcxE69GiFV_5d3af9ad575b4be88587967ff8114c36,manual,2,2,0,2,0,1,0,0.5,2,1,1,,1;1,1,0.666666666667,2,0,,0,False,0
jtcxE69GiFV_6723e18211d244f8b17ced91aae64d99,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
jtcxE69GiFV_67790605390f4d439c3c59395967ec84,manual,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.5,0.0597262849979,2;1;1,0.5,0.625,1,1,1,0,False,1
jtcxE69GiFV_9f0e2562fcf447f5a7c5e44e85978148,manual,2,1,1,0,1,0,1,1,1,-0,0,0.0549444806074,2,0,1,0,0,,0,False,1
jtcxE69GiFV_a197694b62d249968f88ae32a1b49d10,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
jtcxE69GiFV_c90412ad99334d3aa7a1ec74d8e543a1,manual,4,2,2,0,2,0,1,0.5,2,1,0.666666666667,0.0597197416014,2;2,0,1,0,0,1,0,False,2
jtcxE69GiFV_dce110162b244b2ab76a0804fc830a9e,manual,4,3,1,2,1,0.5,0.5,0.5,2.66666666667,1.5,0.833333333333,0.0362415159279,2;1;1,0.5,0.625,2,0,1,0,False,1
jtcxE69GiFV_f473cf5a09a64090acec3bfe8fccaacd,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
jtcxE69GiFV_f4dc4040df5a4f038dd2b35f2bb65266,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
pRbA3pwrgk9_0350fc96e88c4a52886d4eb50b2d52c6,manual,3,3,0,3,0,1,0,0.333333333333,3,1.58496250072,1,,1;1;1,1,0.333333333333,3,0,,0,False,0
pRbA3pwrgk9_03de6e2562bb4f56a88db3ceb681af78,manual,6,1,1,0,0,0,1,1,1,-0,0,0.0189958136136,6,0,1,0,0,1,0,False,1
pRbA3pwrgk9_0dad4bd3fa7e4349a5325596c10d6fdf,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
pRbA3pwrgk9_16beb21e65a84850a509972190038d0e,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
pRbA3pwrgk9_285b697fed754f86a09602c93628cfb4,manual,3,2,1,1,1,0.333333333333,0.666666666667,0.666666666667,1.8,0.918295834054,0,0.044807415602,2;1,0.333333333333,0.833333333333,1,0,1,0,False,1
pRbA3pwrgk9_2a3810bc7ecc491e81ff1e8a17692ec1,manual,5,1,1,0,0,0,1,1,1,-0,0,0.0126505084587,5,0,1,0,0,1,0,False,1
pRbA3pwrgk9_4fe4474e9bf9429ea92d202bdea4dce5,manual,2,1,1,0,1,0,1,1,1,-0,0,0.0627597208637,2,0,1,0,0,,0,False,1
pRbA3pwrgk9_8b07a4b08cf447abb246769d8dce8494,manual,19,14,4,10,3,0.526315789474,0.473684210526,0.157894736842,11.6451612903,3.6818808028,0.53216374269,0.0712184126782,3;2;2;2;1;1;1;1;1;1;1;1;1;1,0.526315789474,0.490662139219,9,1,0.970588235294,0.25,False,1
pRbA3pwrgk9_8caa90fc5528451f9e9f45634676499b,manual,2,1,1,0,1,0,1,1,1,-0,0,0.0737170388594,2,0,1,0,0,,0,False,1
pRbA3pwrgk9_9c9bed9bf7d94ac0bcea18e3bf521930,manual,2,2,0,2,0,1,0,0.5,2,1,0,,1;1,1,0.666666666667,2,0,,0,False,0
pRbA3pwrgk9_bc9ae89832854c19a69741f97291efad,manual,2,2,0,2,0,1,0,0.5,2,1,1,,1;1,1,0.666666666667,2,0,,0,False,0
pa4otMbVnkk_270f6920ec0f48c391bca974b356bc3b,manual,2,1,1,0,1,0,1,1,1,-0,0,0,2,0,1,0,0,,0,False,1
pa4otMbVnkk_3ad5d0784b1442b6a728bb7dec3d50e0,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
pa4otMbVnkk_447755d931aa401097d8c0952a22b17e,manual,2,1,1,0,1,0,1,1,1,-0,0,0.0565099131575,2,0,1,0,0,,0,False,1
pa4otMbVnkk_48321c1bb20244f1b43b2c41b4dc9657,manual,3,2,1,1,1,0.333333333333,0.666666666667,0.666666666667,1.8,0.918295834054,0.666666666667,0.0676850255907,2;1,0.333333333333,0.833333333333,1,0,1,0,False,1
pa4otMbVnkk_4fbdfc08c934474ea9a04977f9081d0e,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
pa4otMbVnkk_5d1adb544bb14217ba5ded2eb82cd8e3,manual,6,6,0,6,0,1,0,0.166666666667,6,2.58496250072,0.8,,1;1;1;1;1;1,1,0.0740740740741,6,0,,0,False,0
pa4otMbVnkk_63bde48e974d42e59a664bc3b5d9566a,manual,3,2,1,1,1,0.333333333333,0.666666666667,0.666666666667,1.8,0.918295834054,0.666666666667,0.0429611475528,2;1,0.333333333333,0.833333333333,1,0,1,0,False,1
pa4otMbVnkk_64ba4f267872432abdcb00af002649d5,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
pa4otMbVnkk_eac7bdc24b24474ba38b8b0b5acd62f6,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
pa4otMbVnkk_f6005da79d2c43ba820db8124a4287d1,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
pa4otMbVnkk_fc4ee7e59f32491d9817b3a9a5b5e9b1,manual,1,1,0,1,0,1,0,1,1,-0,,,1,1,1,1,0,,0,False,0
