condition,metric,partition,nominal_cut,k,images,buildings,clusters_mean,singletons_mean,supported_clusters_mean,largest_share_mean,fixed_clusters_mean,fixed_singletons_mean,fixed_largest_share_mean,pair_incompatible_mean,remaining_pair_uncovered_mean,fixed_unseen_full_mass_mean,fixed_unseen_remaining_mass_mean,fixed_unseen_repeated_minority_mass_mean,fixed_repeated_minority_total_mass_mean,prefix_vs_full_relation_disagreement_mean,mean_old_pair_churn,probability_any_old_pair_change,probability_cluster_count_drop,prefix_minus_fixed_clusters,prefix_minus_fixed_singletons
manual,image,complete,9,1,45,14,1,1,0,1,1,1,1,,0.55818253729771661,0.64785802126088166,0.67731062981711332,0.20680996089256959,0.23547304250965576,,,,,0,0
manual,image,complete,9,2,45,14,1.5527777777777778,1.1055555555555556,0.44722222222222224,0.72361111111111109,1.675888888888889,1.3517777777777777,0.66205555555555562,0.55277777777777781,0.45597518702678663,0.51384416233821273,0.56294718996937787,0.18158266741733561,0.23547304250965576,0.12311111111111112,,,0,-0.12311111111111109,-0.24622222222222223
manual,image,complete,9,3,45,14,2.0543333333333336,1.4235555555555557,0.63077777777777777,0.64855555555555555,2.2517777777777779,1.7076666666666667,0.58274074074074078,0.56411111111111112,0.40705459202199396,0.43377555422372355,0.49918977720717916,0.15898732610511787,0.23547304250965576,0.10725925925925925,0.015555555555555557,0.015555555555555557,0,-0.19744444444444448,-0.28411111111111109
manual,image,complete,9,4,45,14,2.4966666666666666,1.7055555555555555,0.7911111111111111,0.61341666666666672,2.7413333333333334,1.9930000000000001,0.55058333333333331,0.55894444444444447,0.37499962016970528,0.37609260106788711,0.45579796324962729,0.1381141812865497,0.23547304250965576,0.098111111111111107,0.016925925925925924,0.030000000000000002,0,-0.24466666666666667,-0.28744444444444445
manual,image,complete,9,5,45,14,2.923111111111111,1.9927777777777778,0.93033333333333335,0.59066666666666667,3.1926666666666663,2.2714444444444446,0.53188888888888886,0.55891111111111114,0.35121233871716329,0.33169459034058579,0.4245170356446672,0.11916228312326711,0.23547304250965576,0.089655555555555572,0.013999999999999997,0.034666666666666665,0.00011111111111111112,-0.26955555555555555,-0.27866666666666667
manual,image,complete,9,6,45,14,3.3257777777777777,2.2533333333333334,1.0724444444444443,0.57331481481481472,3.6114444444444449,2.5348888888888892,0.52127777777777773,0.55771111111111116,0.33300050196716868,0.29519084062814038,0.40021778033150585,0.10212749173658785,0.23547304250965576,0.082296296296296298,0.013544444444444446,0.041111111111111112,0.00022222222222222223,-0.28566666666666668,-0.28155555555555556
manual,image,complete,9,7,45,14,3.7181111111111109,2.5056666666666665,1.2124444444444444,0.55846031746031743,4.0122222222222224,2.7818888888888891,0.51157142857142857,0.55782010582010588,0.31767627606598198,0.26313428317169735,0.3792172619047619,0.086675642911626882,0.23547304250965576,0.076052910052910039,0.013607407407407407,0.045999999999999999,0.00044444444444444447,-0.2941111111111111,-0.2762222222222222
manual,image,complete,9,8,45,14,4.096111111111111,2.7487777777777778,1.3473333333333335,0.5465416666666667,4.394222222222222,3.0180000000000002,0.504,0.55912301587301583,0.30459305555555555,0.23512097302434831,0.36166317340067339,0.072904375673483221,0.23547304250965576,0.071936507936507937,0.011947089947089946,0.047222222222222221,0.00033333333333333332,-0.2981111111111111,-0.26922222222222225
manual,image,complete,9,9,45,14,4.4692222222222222,2.9796666666666667,1.4895555555555555,0.53454320987654325,4.764333333333334,3.2436666666666669,0.49714814814814812,0.56022530864197528,0.2935203944203944,0.20934058636930489,0.34527436267436268,0.06081772274890123,0.23547304250965576,0.067771604938271612,0.014222222222222223,0.059888888888888887,0.0015555555555555555,-0.29511111111111116,-0.26399999999999996
manual,image,complete,9,10,45,14,4.8338888888888887,3.2111111111111112,1.6227777777777779,0.52437777777777783,5.1218888888888889,3.4688888888888889,0.49212222222222224,0.5615382716049383,0.28249468802802136,0.18581656829271245,0.33028840665507331,0.050060425217633459,0.23547304250965576,0.063385185185185183,0.013237654320987653,0.058777777777777776,0.002,-0.28799999999999998,-0.25777777777777772
manual,image,complete,9,11,45,14,5.1856666666666662,3.4311111111111114,1.7545555555555554,0.51608080808080803,5.4610000000000003,3.6682222222222221,0.48792929292929288,0.56246060606060611,0.27275470085470083,0.16456076544017048,0.31704458689458692,0.040542045936096276,0.23547304250965576,0.058448484848484847,0.012896296296296296,0.065000000000000002,0.001888888888888889,-0.27533333333333332,-0.23711111111111116
manual,image,complete,9,12,45,14,5.5274444444444448,3.6361111111111111,1.8913333333333333,0.50870370370370366,5.788222222222223,3.8558888888888885,0.48415740740740743,0.56320707070707066,0.26423280423280426,0.14519293190706234,0.30542760942760944,0.032378730945721787,0.23547304250965576,0.054409090909090907,0.011339393939393937,0.065000000000000002,0.0022222222222222222,-0.26077777777777789,-0.21977777777777774
manual,image,complete,9,13,45,14,5.8379999999999992,3.8158888888888889,2.0221111111111112,0.50333333333333341,6.0884444444444448,4.0236666666666663,0.48201709401709403,0.56282905982905984,0.25778258778258778,0.12784618187982033,0.29607417027417027,0.025485275991912148,0.23547304250965576,0.051612535612535607,0.011292929292929292,0.064222222222222222,0.0031111111111111114,-0.25044444444444453,-0.20777777777777778
manual,image,complete,9,14,45,14,6.1480000000000006,3.9941111111111116,2.153888888888889,0.49823015873015869,6.3837777777777776,4.1904444444444442,0.48073809523809524,0.56204273504273516,0.25055855379188713,0.11092550337195646,0.28565731922398591,0.018717273558291864,0.23547304250965576,0.048202686202686203,0.011380341880341881,0.067666666666666667,0.0023333333333333331,-0.23577777777777784,-0.19633333333333339
manual,image,complete,9,15,45,14,6.456555555555556,4.1716666666666669,2.2848888888888887,0.49325925925925923,6.6733333333333338,4.3537777777777782,0.47928148148148153,0.5618994708994709,0.24428888888888889,0.095557248192946115,0.27711604938271606,0.013899457883840033,0.23547304250965576,0.045184126984126986,0.011846153846153845,0.073555555555555555,0.0038888888888888892,-0.21677777777777785,-0.18211111111111111
manual,image,complete,9,16,45,14,6.751777777777777,4.3380000000000001,2.4137777777777778,0.48954166666666671,6.9477777777777776,4.4984444444444449,0.47828472222222224,0.5613407407407407,0.23936362433862435,0.081425083844877885,0.27015264550264551,0.010101841560422795,0.23547304250965576,0.042046296296296297,0.010949206349206349,0.072555555555555554,0.0033333333333333331,-0.19600000000000004,-0.16044444444444445
manual,image,complete,9,17,45,14,7.0391111111111107,4.4933333333333332,2.5457777777777779,0.48565359477124187,7.2139999999999995,4.6369999999999996,0.47743137254901963,0.56087091503267972,0.23535978835978832,0.068164419200174339,0.26425661375661375,0.0071090337558873022,0.23547304250965576,0.03859722222222222,0.011195370370370369,0.073444444444444437,0.0027777777777777779,-0.17488888888888904,-0.14366666666666661
manual,image,complete,9,18,45,14,7.3241111111111108,4.6447777777777777,2.6793333333333336,0.48188271604938276,7.4746666666666668,4.772444444444444,0.47673456790123464,0.56074945533769061,0.23100370370370371,0.055405118775198867,0.25814444444444445,0.0045786404416839196,0.23547304250965576,0.03363834422657952,0.011577614379084968,0.078888888888888897,0.0032222222222222227,-0.15055555555555564,-0.12766666666666668
manual,image,complete,12,1,45,14,1,1,0,1,1,1,1,,0.49735815605842298,0.57070320033174726,0.59675409857537998,0.17827816552250192,0.20532696475488238,,,,,0,0
manual,image,complete,12,2,45,14,1.4933333333333334,0.98666666666666658,0.50666666666666671,0.7533333333333333,1.5936666666666668,1.1873333333333334,0.70316666666666672,0.49333333333333329,0.40326929027857822,0.44069591642148848,0.48300580923491143,0.15552711307253642,0.20532696475488238,0.10033333333333333,,,0,-0.10033333333333333,-0.20066666666666669
manual,image,complete,12,3,45,14,1.925888888888889,1.2428888888888889,0.68299999999999994,0.6913703703703703,2.0876666666666668,1.4598888888888888,0.63744444444444437,0.50207407407407412,0.35757656914617697,0.36911371030232587,0.42502306385517169,0.13488359879166514,0.20532696475488238,0.092555555555555558,0.0094444444444444445,0.0094444444444444445,0,-0.16177777777777777,-0.21699999999999997
manual,image,complete,12,4,45,14,2.3042222222222222,1.4792222222222222,0.82499999999999996,0.6635833333333333,2.5031111111111111,1.6923333333333335,0.60947222222222219,0.49798148148148152,0.32689731108817793,0.31759478890462872,0.38517605779153768,0.1161247814584771,0.20532696475488238,0.087055555555555553,0.0096296296296296303,0.017444444444444446,0,-0.19888888888888892,-0.21311111111111111
manual,image,complete,12,5,45,14,2.6684444444444444,1.716,0.95244444444444443,0.6449111111111111,2.8874444444444447,1.9221111111111111,0.59433333333333338,0.49811111111111112,0.30313402255639099,0.2769340579710145,0.35473832265849808,0.099190211337522552,0.20532696475488238,0.081833333333333341,0.010074074074074074,0.025999999999999999,0,-0.219,-0.20611111111111108
manual,image,complete,12,6,45,14,3.0080000000000005,1.9259999999999999,1.0819999999999999,0.63162962962962965,3.2394444444444446,2.1274444444444445,0.5844259259259259,0.49785925925925922,0.28523425826170923,0.24446547982274527,0.33176963058727765,0.084187516496555398,0.20532696475488238,0.077296296296296294,0.0088888888888888889,0.027444444444444445,0.00022222222222222223,-0.23144444444444445,-0.20144444444444443
manual,image,complete,12,7,45,14,3.3376666666666663,2.1216666666666666,1.216,0.61888888888888882,3.5722222222222224,2.314888888888889,0.57638095238095233,0.49820634920634921,0.26992707360722068,0.21683248640925987,0.3128274198568316,0.070802866768370193,0.20532696475488238,0.072391534391534382,0.010318518518518519,0.034444444444444444,0.00044444444444444447,-0.23455555555555554,-0.19322222222222224
manual,image,complete,12,8,45,14,3.6524444444444439,2.3091111111111111,1.3433333333333335,0.60802777777777783,3.8857777777777782,2.4913333333333334,0.56977777777777783,0.49938095238095237,0.25746851528101528,0.1926632465826402,0.29668687192437193,0.058922276403569306,0.20532696475488238,0.069166666666666668,0.0093703703703703692,0.034333333333333334,0.00033333333333333338,-0.23333333333333334,-0.18222222222222226
manual,image,complete,12,9,45,14,3.9544444444444449,2.4852222222222222,1.4692222222222222,0.5993456790123457,4.1842222222222221,2.6558888888888887,0.56428395061728398,0.49985493827160488,0.24739797979797981,0.17154937252551669,0.28326940836940834,0.048987159323429341,0.20532696475488238,0.065910493827160493,0.0093293650793650797,0.03911111111111111,0.00077777777777777784,-0.22977777777777778,-0.17066666666666663
manual,image,complete,12,10,45,14,4.2548888888888889,2.6692222222222219,1.5856666666666668,0.59152222222222228,4.4788888888888891,2.8306666666666667,0.55984444444444448,0.50081234567901234,0.2369179968179968,0.15146154970760234,0.26954614027947366,0.039749344980809509,0.20532696475488238,0.063632098765432091,0.010009259259259259,0.042333333333333334,0.0011111111111111111,-0.22400000000000003,-0.16144444444444445
manual,image,complete,12,11,45,14,4.5443333333333333,2.8345555555555557,1.7097777777777776,0.58394949494949488,4.7566666666666668,2.9864444444444449,0.55616161616161608,0.50163838383838377,0.22766778252611586,0.13371534996912571,0.25793003323836655,0.031685551136294843,0.20532696475488238,0.059325252525252517,0.01082962962962963,0.04766666666666667,0.0018888888888888887,-0.21233333333333337,-0.15188888888888888
manual,image,complete,12,12,45,14,4.8231111111111113,2.9907777777777778,1.8323333333333334,0.57744444444444443,5.0185555555555554,3.1243333333333334,0.55328703703703708,0.50224579124579127,0.22000974025974027,0.11805327751746517,0.24865804874138209,0.02512637118157713,0.20532696475488238,0.055868686868686873,0.010628282828282829,0.051444444444444445,0.002,-0.19544444444444445,-0.13355555555555548
manual,image,complete,12,13,45,14,5.0824444444444445,3.1329999999999996,1.9494444444444443,0.57175213675213676,5.2617777777777777,3.2564444444444445,0.55118803418803419,0.50208974358974368,0.21393893698893701,0.10392137499545967,0.24101376863876864,0.019673576453210318,0.20532696475488238,0.052290598290598289,0.010831649831649831,0.053111111111111116,0.0015555555555555557,-0.17933333333333326,-0.12344444444444448
manual,image,complete,12,14,45,14,5.3363333333333332,3.2761111111111112,2.060222222222222,0.56782539682539679,5.5004444444444438,3.3876666666666666,0.55007936507936506,0.50160439560439563,0.20740317460317459,0.090102150605983547,0.23227160493827159,0.014241999321976439,0.20532696475488238,0.049134310134310133,0.0094971509971509983,0.050777777777777783,0.0022222222222222222,-0.1641111111111111,-0.11155555555555556
manual,image,complete,12,15,45,14,5.5862222222222222,3.4169999999999998,2.1692222222222219,0.56411111111111112,5.7338888888888881,3.5147777777777778,0.54882222222222232,0.50164973544973546,0.20136512345679011,0.077666594323974186,0.22536666666666669,0.010330210792682188,0.20532696475488238,0.046324867724867727,0.0098852258852258849,0.055444444444444449,0.0018888888888888887,-0.14766666666666667,-0.097777777777777866
manual,image,complete,12,16,45,14,5.8289999999999997,3.5515555555555554,2.2774444444444444,0.56017361111111108,5.9596666666666671,3.6384444444444441,0.547875,0.50102129629629633,0.19693412698412696,0.066028379220999356,0.21928558201058199,0.0073878588379160453,0.20532696475488238,0.043748148148148154,0.01002962962962963,0.056000000000000001,0.0022222222222222222,-0.13066666666666665,-0.086888888888888932
manual,image,complete,12,17,45,14,6.0632222222222225,3.6795555555555559,2.3836666666666666,0.55689542483660137,6.1747777777777779,3.7524444444444449,0.54733333333333334,0.50056290849673202,0.19347751322751322,0.055263053164311744,0.21435978835978836,0.0049243334786240964,0.20532696475488238,0.040128267973856206,0.010282407407407407,0.059000000000000004,0.0022222222222222222,-0.11155555555555553,-0.072888888888888836
manual,image,complete,12,18,45,14,6.2976666666666663,3.8065555555555557,2.4911111111111111,0.55417901234567901,6.3874444444444443,3.8648888888888888,0.54682098765432108,0.50043064633260714,0.18925555555555557,0.044938070417589869,0.2091814814814815,0.0030403094087876692,0.20532696475488238,0.035454611474219314,0.010097222222222221,0.060333333333333329,0.0028888888888888892,-0.089777777777777804,-0.058333333333333293
manual,image,representative,6,1,45,14,1,1,0,1,1,1,1,,0.67584923748032066,0.60543550210066233,0.63300437646230934,0.15545341281948832,0.1754513094330028,,,,,0,0
manual,image,representative,6,2,45,14,1.6721111111111111,1.3442222222222222,0.3278888888888889,0.66394444444444445,1.6275555555555554,1.2551111111111111,0.68622222222222218,0.6721111111111111,0.5665761080260564,0.49087270591938781,0.53781131552390582,0.13790855308561259,0.1754513094330028,0.063222222222222221,,,0,0.044555555555555543,0.089111111111111113
manual,image,representative,6,3,45,14,2.2274444444444446,1.7083333333333333,0.51911111111111108,0.59085185185185185,2.1758888888888892,1.6167777777777776,0.60803703703703704,0.6774444444444444,0.51065821661998134,0.4270339962224402,0.49140573840647372,0.12185472860896202,0.1754513094330028,0.047333333333333331,0.019555555555555555,0.019555555555555555,0.019555555555555555,0.051555555555555549,0.091555555555555557
manual,image,representative,6,4,45,14,2.7104444444444442,2.0375555555555556,0.67288888888888887,0.56713888888888886,2.6551111111111112,1.951222222222222,0.58000000000000007,0.67435185185185187,0.47353477955509687,0.38122770634315256,0.46189681659213394,0.10707936901432323,0.1754513094330028,0.044777777777777771,0.012888888888888887,0.025555555555555557,0.021111111111111112,0.055333333333333297,0.086333333333333345
manual,image,representative,6,5,45,14,3.1684444444444448,2.3744444444444444,0.79399999999999993,0.55366666666666664,3.1086666666666662,2.2843333333333335,0.56417777777777778,0.67320000000000002,0.44537080896686165,0.34445588367052898,0.44063372203657286,0.09325502706040463,0.1754513094330028,0.040899999999999999,0.010944444444444444,0.028777777777777777,0.019555555555555555,0.059777777777777832,0.090111111111111128
manual,image,representative,6,6,45,14,3.5994444444444444,2.6967777777777777,0.90266666666666662,0.54679629629629634,3.545666666666667,2.6167777777777776,0.55440740740740746,0.67108888888888896,0.42423263425028129,0.31331274411875099,0.42448788256043157,0.080427225067499664,0.1754513094330028,0.03888888888888889,0.01018888888888889,0.032222222222222222,0.019,0.053777777777777779,0.080000000000000002
manual,image,representative,6,7,45,14,4.0262222222222226,3.023222222222222,1.0029999999999999,0.54082539682539676,3.9734444444444446,2.9466666666666663,0.54723809523809519,0.67204761904761912,0.40603995636716228,0.28490478581720002,0.41021138733271084,0.068786128969767407,0.1754513094330028,0.037645502645502642,0.0093481481481481488,0.034444444444444444,0.017333333333333333,0.052777777777777736,0.076555555555555557
manual,image,representative,6,8,45,14,4.4320000000000004,3.3304444444444448,1.1015555555555556,0.53705555555555562,4.3835555555555556,3.2589999999999999,0.54204166666666664,0.6729722222222223,0.39192054195804193,0.25944615645393676,0.3985699235949236,0.058778142215441982,0.1754513094330028,0.035551587301587299,0.0097936507936507919,0.039555555555555559,0.018666666666666665,0.04844444444444445,0.071444444444444477
manual,image,representative,6,9,45,14,4.839666666666667,3.6439999999999997,1.1956666666666667,0.53296296296296297,4.7917777777777779,3.5736666666666665,0.53712345679012341,0.67481790123456786,0.37807686387686384,0.23536244657537561,0.38753256373256367,0.049792844732604459,0.1754513094330028,0.033277777777777774,0.0085357142857142854,0.03988888888888889,0.017777777777777778,0.047888888888888897,0.070333333333333331
manual,image,representative,6,10,45,14,5.2385555555555561,3.9524444444444446,1.2861111111111112,0.5296777777777778,5.1968888888888882,3.8926666666666665,0.53298888888888896,0.6763703703703704,0.36536325896325894,0.21214438511738282,0.37632755886089225,0.041297685033840639,0.1754513094330028,0.030856790123456788,0.0076882716049382705,0.04066666666666667,0.018222222222222223,0.041666666666666671,0.05977777777777777
manual,image,representative,6,11,45,14,5.6241111111111115,4.2391111111111108,1.385,0.52702020202020194,5.5852222222222228,4.1840000000000002,0.52986868686868682,0.67731515151515154,0.35358012820512819,0.19043278697952609,0.3660751424501425,0.033623234717227848,0.1754513094330028,0.028672727272727273,0.00740246913580247,0.041444444444444443,0.018222222222222223,0.038888888888888848,0.055111111111111138
manual,image,representative,6,12,45,14,5.9974444444444446,4.5088888888888894,1.4885555555555556,0.52459259259259261,5.9643333333333333,4.4601111111111118,0.52675925925925926,0.67800841750841745,0.34372113997113996,0.17010404574237525,0.35685189193522526,0.027136962575520927,0.1754513094330028,0.026584175084175085,0.0068161616161616151,0.040888888888888891,0.016666666666666666,0.033111111111111154,0.048777777777777795
manual,image,representative,6,13,45,14,6.3441111111111113,4.7562222222222221,1.5878888888888889,0.52368376068376066,6.3153333333333332,4.7112222222222222,0.52536752136752141,0.67738603988603985,0.33607064694564692,0.15175736987396027,0.35045455747955745,0.021850668640199529,0.1754513094330028,0.024955840455840456,0.0060707070707070711,0.040111111111111111,0.018666666666666665,0.028777777777777781,0.04500000000000004
manual,image,representative,6,14,45,14,6.6848888888888887,4.998333333333334,1.6865555555555554,0.52315079365079364,6.661777777777778,4.9618888888888888,0.52469047619047615,0.67658974358974366,0.32686331569664906,0.13342204666255009,0.34246402116402119,0.016143182836317847,0.1754513094330028,0.023210012210012208,0.0058703703703703704,0.041333333333333333,0.017444444444444446,0.023111111111111027,0.036444444444444384
manual,image,representative,6,15,45,14,7.0243333333333329,5.2382222222222223,1.7861111111111112,0.52234074074074077,7.0048888888888898,5.2048888888888891,0.52361481481481487,0.67617460317460321,0.31900802469135803,0.11625800673180535,0.33578734567901236,0.012091117588657633,0.1754513094330028,0.021275132275132273,0.0060757020757020753,0.041333333333333333,0.018000000000000002,0.019444444444444431,0.03333333333333334
manual,image,representative,6,16,45,14,7.3532222222222217,5.4633333333333329,1.889888888888889,0.52215972222222218,7.3370000000000006,5.4341111111111111,0.52302777777777776,0.67569629629629624,0.31285542328042326,0.10002098634266826,0.33037923280423281,0.0088322908721078057,0.1754513094330028,0.01914814814814815,0.0055947089947089943,0.040777777777777774,0.016333333333333332,0.016222222222222183,0.029222222222222181
manual,image,representative,6,17,45,14,7.6687777777777786,5.6695555555555552,1.9992222222222222,0.5219607843137255,7.6656666666666666,5.6596666666666664,0.52255555555555555,0.67561928104575164,0.30711507936507937,0.084363387333066961,0.32547222222222216,0.0062897058467424596,0.1754513094330028,0.017277777777777777,0.0054814814814814813,0.03966666666666667,0.019,0.0031111111111111088,0.0098888888888889453
manual,image,representative,6,18,45,14,7.9870000000000001,5.8842222222222222,2.1027777777777779,0.5218518518518519,7.9906666666666659,5.8843333333333341,0.52227160493827163,0.67551053013798112,0.300437037037037,0.068961924436695604,0.31931481481481483,0.0039654876926616053,0.1754513094330028,0.015321713870733479,0.0054550653594771237,0.03911111111111111,0.016555555555555556,-0.0036666666666666033,-0.00011111111111115809
manual,image,representative,9,1,45,14,1,1,0,1,1,1,1,,0.55818253729771661,0.49803603422808229,0.52084032288303839,0.12717339211555459,0.14584468417420363,,,,,0,0
manual,image,representative,9,2,45,14,1.5527777777777778,1.1055555555555556,0.44722222222222224,0.72361111111111109,1.5182222222222224,1.0364444444444445,0.74088888888888893,0.55277777777777781,0.45597518702678663,0.39541157271197319,0.43345225462150128,0.1116241327957575,0.14584468417420363,0.044555555555555557,,,0,0.034555555555555562,0.069111111111111123
manual,image,representative,9,3,45,14,2.0072222222222225,1.3764444444444444,0.63077777777777777,0.66425925925925922,1.9636666666666664,1.3106666666666666,0.6787777777777777,0.56411111111111112,0.40705459202199396,0.34219204079038179,0.39408647032887228,0.09749833339387115,0.14584468417420363,0.03651851851851852,0.016,0.016,0.016,0.043555555555555542,0.065777777777777782
