code,image_id,building,condition,N,unit,view,metric,partition,nominal_cut,actual_cut,method,clusters,singletons,largest_share,near_pairs,near_pairs_split,far_pairs_merged
2t7WUuJeko7-06,2t7WUuJeko7_3be66dc4f0fb46449d63b07d92c74f3f,2t7WUuJeko7,manual,3,0,human_correspondence,image,representative,12,34.133333333333333,human_correspondence:image:representative:12,1,0,1,3,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,automatic,sphere,complete,6,6,automatic:sphere:complete:6,2,1,0.66666666666666663,1,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,automatic,sphere,representative,6,6,automatic:sphere:representative:6,2,1,0.66666666666666663,1,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,automatic,sphere,complete,9,9,automatic:sphere:complete:9,2,1,0.66666666666666663,2,1,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,automatic,sphere,representative,9,9,automatic:sphere:representative:9,1,0,1,2,0,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,automatic,sphere,complete,12,12,automatic:sphere:complete:12,1,0,1,3,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,automatic,sphere,representative,12,12,automatic:sphere:representative:12,1,0,1,3,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,automatic,image,complete,6,17.066666666666666,automatic:image:complete:6,2,1,0.66666666666666663,1,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,automatic,image,representative,6,17.066666666666666,automatic:image:representative:6,2,1,0.66666666666666663,1,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,automatic,image,complete,9,25.600000000000001,automatic:image:complete:9,2,1,0.66666666666666663,2,1,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,automatic,image,representative,9,25.600000000000001,automatic:image:representative:9,1,0,1,2,0,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,automatic,image,complete,12,34.133333333333333,automatic:image:complete:12,1,0,1,3,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,automatic,image,representative,12,34.133333333333333,automatic:image:representative:12,1,0,1,3,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,human_correspondence,sphere,complete,6,6,human_correspondence:sphere:complete:6,2,1,0.66666666666666663,1,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,human_correspondence,sphere,representative,6,6,human_correspondence:sphere:representative:6,2,1,0.66666666666666663,1,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,human_correspondence,sphere,complete,9,9,human_correspondence:sphere:complete:9,2,1,0.66666666666666663,2,1,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,human_correspondence,sphere,representative,9,9,human_correspondence:sphere:representative:9,1,0,1,2,0,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,human_correspondence,sphere,complete,12,12,human_correspondence:sphere:complete:12,1,0,1,3,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,human_correspondence,sphere,representative,12,12,human_correspondence:sphere:representative:12,1,0,1,3,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,human_correspondence,image,complete,6,17.066666666666666,human_correspondence:image:complete:6,2,1,0.66666666666666663,1,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,human_correspondence,image,representative,6,17.066666666666666,human_correspondence:image:representative:6,2,1,0.66666666666666663,1,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,human_correspondence,image,complete,9,25.600000000000001,human_correspondence:image:complete:9,2,1,0.66666666666666663,2,1,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,human_correspondence,image,representative,9,25.600000000000001,human_correspondence:image:representative:9,1,0,1,2,0,1
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,human_correspondence,image,complete,12,34.133333333333333,human_correspondence:image:complete:12,1,0,1,3,0,0
2t7WUuJeko7-09,2t7WUuJeko7_7b017f053981438a9c075e599f2c5866,2t7WUuJeko7,manual,3,1,human_correspondence,image,representative,12,34.133333333333333,human_correspondence:image:representative:12,1,0,1,3,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,automatic,sphere,complete,6,6,automatic:sphere:complete:6,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,automatic,sphere,representative,6,6,automatic:sphere:representative:6,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,automatic,sphere,complete,9,9,automatic:sphere:complete:9,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,automatic,sphere,representative,9,9,automatic:sphere:representative:9,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,automatic,sphere,complete,12,12,automatic:sphere:complete:12,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,automatic,sphere,representative,12,12,automatic:sphere:representative:12,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,automatic,image,complete,6,17.066666666666666,automatic:image:complete:6,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,automatic,image,representative,6,17.066666666666666,automatic:image:representative:6,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,automatic,image,complete,9,25.600000000000001,automatic:image:complete:9,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,automatic,image,representative,9,25.600000000000001,automatic:image:representative:9,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,automatic,image,complete,12,34.133333333333333,automatic:image:complete:12,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,automatic,image,representative,12,34.133333333333333,automatic:image:representative:12,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,human_correspondence,sphere,complete,6,6,human_correspondence:sphere:complete:6,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,human_correspondence,sphere,representative,6,6,human_correspondence:sphere:representative:6,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,human_correspondence,sphere,complete,9,9,human_correspondence:sphere:complete:9,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,human_correspondence,sphere,representative,9,9,human_correspondence:sphere:representative:9,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,human_correspondence,sphere,complete,12,12,human_correspondence:sphere:complete:12,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,human_correspondence,sphere,representative,12,12,human_correspondence:sphere:representative:12,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,human_correspondence,image,complete,6,17.066666666666666,human_correspondence:image:complete:6,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,human_correspondence,image,representative,6,17.066666666666666,human_correspondence:image:representative:6,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,human_correspondence,image,complete,9,25.600000000000001,human_correspondence:image:complete:9,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,human_correspondence,image,representative,9,25.600000000000001,human_correspondence:image:representative:9,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,human_correspondence,image,complete,12,34.133333333333333,human_correspondence:image:complete:12,1,1,1,0,0,0
2t7WUuJeko7-13,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7,manual,1,2,human_correspondence,image,representative,12,34.133333333333333,human_correspondence:image:representative:12,1,1,1,0,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,automatic,sphere,complete,6,6,automatic:sphere:complete:6,3,2,0.59999999999999998,3,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,automatic,sphere,representative,6,6,automatic:sphere:representative:6,3,2,0.59999999999999998,3,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,automatic,sphere,complete,9,9,automatic:sphere:complete:9,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,automatic,sphere,representative,9,9,automatic:sphere:representative:9,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,automatic,sphere,complete,12,12,automatic:sphere:complete:12,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,automatic,sphere,representative,12,12,automatic:sphere:representative:12,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,automatic,image,complete,6,17.066666666666666,automatic:image:complete:6,3,2,0.59999999999999998,3,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,automatic,image,representative,6,17.066666666666666,automatic:image:representative:6,3,2,0.59999999999999998,3,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,automatic,image,complete,9,25.600000000000001,automatic:image:complete:9,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,automatic,image,representative,9,25.600000000000001,automatic:image:representative:9,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,automatic,image,complete,12,34.133333333333333,automatic:image:complete:12,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,automatic,image,representative,12,34.133333333333333,automatic:image:representative:12,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,human_correspondence,sphere,complete,6,6,human_correspondence:sphere:complete:6,3,2,0.59999999999999998,3,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,human_correspondence,sphere,representative,6,6,human_correspondence:sphere:representative:6,3,2,0.59999999999999998,3,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,human_correspondence,sphere,complete,9,9,human_correspondence:sphere:complete:9,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,human_correspondence,sphere,representative,9,9,human_correspondence:sphere:representative:9,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,human_correspondence,sphere,complete,12,12,human_correspondence:sphere:complete:12,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,human_correspondence,sphere,representative,12,12,human_correspondence:sphere:representative:12,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,human_correspondence,image,complete,6,17.066666666666666,human_correspondence:image:complete:6,3,2,0.59999999999999998,3,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,human_correspondence,image,representative,6,17.066666666666666,human_correspondence:image:representative:6,3,2,0.59999999999999998,3,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,human_correspondence,image,complete,9,25.600000000000001,human_correspondence:image:complete:9,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,human_correspondence,image,representative,9,25.600000000000001,human_correspondence:image:representative:9,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,human_correspondence,image,complete,12,34.133333333333333,human_correspondence:image:complete:12,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-03,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,5,3,human_correspondence,image,representative,12,34.133333333333333,human_correspondence:image:representative:12,2,1,0.80000000000000004,6,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,automatic,sphere,complete,6,6,automatic:sphere:complete:6,2,0,0.91666666666666663,275,43,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,automatic,sphere,representative,6,6,automatic:sphere:representative:6,1,0,1,275,0,1
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,automatic,sphere,complete,9,9,automatic:sphere:complete:9,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,automatic,sphere,representative,9,9,automatic:sphere:representative:9,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,automatic,sphere,complete,12,12,automatic:sphere:complete:12,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,automatic,sphere,representative,12,12,automatic:sphere:representative:12,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,automatic,image,complete,6,17.066666666666666,automatic:image:complete:6,3,1,0.79166666666666663,263,86,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,automatic,image,representative,6,17.066666666666666,automatic:image:representative:6,1,0,1,263,0,13
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,automatic,image,complete,9,25.600000000000001,automatic:image:complete:9,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,automatic,image,representative,9,25.600000000000001,automatic:image:representative:9,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,automatic,image,complete,12,34.133333333333333,automatic:image:complete:12,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,automatic,image,representative,12,34.133333333333333,automatic:image:representative:12,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,human_correspondence,sphere,complete,6,6,human_correspondence:sphere:complete:6,2,0,0.91666666666666663,275,43,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,human_correspondence,sphere,representative,6,6,human_correspondence:sphere:representative:6,1,0,1,275,0,1
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,human_correspondence,sphere,complete,9,9,human_correspondence:sphere:complete:9,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,human_correspondence,sphere,representative,9,9,human_correspondence:sphere:representative:9,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,human_correspondence,sphere,complete,12,12,human_correspondence:sphere:complete:12,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,human_correspondence,sphere,representative,12,12,human_correspondence:sphere:representative:12,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,human_correspondence,image,complete,6,17.066666666666666,human_correspondence:image:complete:6,3,1,0.79166666666666663,263,86,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,human_correspondence,image,representative,6,17.066666666666666,human_correspondence:image:representative:6,1,0,1,263,0,13
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,human_correspondence,image,complete,9,25.600000000000001,human_correspondence:image:complete:9,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,human_correspondence,image,representative,9,25.600000000000001,human_correspondence:image:representative:9,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,human_correspondence,image,complete,12,34.133333333333333,human_correspondence:image:complete:12,1,0,1,276,0,0
7y3sRwLe3Va-04,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,24,4,human_correspondence,image,representative,12,34.133333333333333,human_correspondence:image:representative:12,1,0,1,276,0,0
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,24,5,automatic,sphere,complete,6,6,automatic:sphere:complete:6,16,11,0.20833333333333334,23,9,0
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,24,5,automatic,sphere,representative,6,6,automatic:sphere:representative:6,14,11,0.29166666666666669,23,0,5
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,24,5,automatic,sphere,complete,9,9,automatic:sphere:complete:9,14,9,0.20833333333333334,27,8,0
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,24,5,automatic,sphere,representative,9,9,automatic:sphere:representative:9,13,9,0.29166666666666669,27,0,2
7y3sRwLe3Va-08,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va,oos,24,5,automatic,sphere,complete,12,12,automatic:sphere:complete:12,13,9,0.29166666666666669,29,0,0
