stage,condition,base_task_id,building_id,observed_worker_count,available_record_count,geometry_computable_worker_count,geometry_missing_worker_count,topology_counts_json,topology_mode_count,topology_shannon_entropy,topology_gini_simpson,largest_topology_share,different_topology_pair_share,same_topology_pair_count,same_topology_cyclic_rmse_median,same_topology_cyclic_rmse_q25,same_topology_cyclic_rmse_q75,geometry_uncertainty_class,measurement_lane
P1,oos,yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,yqstnuAEVhm,26,26,26,0,"{""10"": 3, ""12"": 17, ""16"": 1, ""18"": 2, ""6"": 1, ""8"": 2}",6,1.1722099058214903,0.5443786982248521,0.6538461538461539,0.5661538461538461,141,0.09720762839608796,0.06157134274974182,0.13797247657336856,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,26,26,26,0,"{""10"": 1, ""12"": 2, ""6"": 2, ""8"": 21}",4,0.6924211566971873,0.33431952662721887,0.8076923076923077,0.3476923076923077,212,0.03394662848865618,0.023335553018258827,0.08487080238255337,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,B6ByNegPMKs_48ee619d38b142f88914e7e2582bc1d8,B6ByNegPMKs,26,26,26,0,"{""10"": 2, ""12"": 4, ""14"": 1, ""8"": 19}",4,0.8397960607229505,0.4349112426035504,0.7307692307692307,0.4523076923076923,178,0.04476728657546317,0.0007720404443770457,0.06104825788456495,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,B6ByNegPMKs_75327de9719945aa8b893a6404667884,B6ByNegPMKs,26,26,26,0,"{""10"": 1, ""8"": 25}",2,0.16302362949436594,0.07396449704142016,0.9615384615384616,0.07692307692307693,300,0.01114629631625789,0.002402026147704852,0.01768764708764482,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,26,26,26,0,"{""12"": 22, ""14"": 2, ""16"": 2}",3,0.5359610497090694,0.272189349112426,0.8461538461538461,0.28307692307692306,233,0.08236751360682307,0.0005198150853734151,0.13045981980025909,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,26,26,26,0,"{""10"": 4, ""12"": 1, ""8"": 21}",3,0.5857831289187342,0.3224852071005917,0.8076923076923077,0.3353846153846154,216,0.013663152909798068,0.004251132589781038,0.07453517568064816,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,26,26,26,0,"{""10"": 3, ""12"": 22, ""8"": 1}",3,0.5158361211027406,0.2692307692307693,0.8461538461538461,0.28,234,0.07124194301699327,0.0461062656803319,0.10439082407760852,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,26,26,26,0,"{""10"": 5, ""8"": 21}",2,0.4895518936229288,0.3106508875739644,0.8076923076923077,0.3230769230769231,220,0.04353377177868143,0.0030920195701147585,0.048404657858565486,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,26,26,26,0,"{""8"": 26}",1,-0.0,0.0,1.0,0.0,325,0.06664869145613395,0.004041246425109094,0.10833265353258513,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,26,26,26,0,"{""8"": 26}",1,-0.0,0.0,1.0,0.0,325,0.038517623137666386,0.0035006735017451018,0.04764233995893458,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,26,26,26,0,"{""10"": 4, ""8"": 22}",2,0.4293230219306162,0.2603550295857988,0.8461538461538461,0.27076923076923076,237,0.048423617434717396,0.005261216307441788,0.1190968917876696,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,26,26,25,1,"{""10"": 2, ""16"": 4, ""18"": 1, ""8"": 18}",4,0.8605492869589841,0.44800000000000006,0.72,0.4666666666666667,160,0.032251656770945075,0.0054465757711398294,0.06094505067653428,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,q9vSo1VnCiC,26,26,26,0,"{""10"": 4, ""8"": 22}",2,0.4293230219306162,0.2603550295857988,0.8461538461538461,0.27076923076923076,237,0.07063507683357234,0.004309618000706295,0.12642204120018274,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,rPc6DW4iMge,26,26,24,2,"{""12"": 6, ""14"": 10, ""16"": 2, ""18"": 1, ""20"": 5}",5,1.3776416774896465,0.7118055555555556,0.4166666666666667,0.7427536231884058,71,0.1303121679549448,0.01187180536751722,0.17611555326249034,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,26,26,26,0,"{""10"": 1, ""12"": 2, ""8"": 23}",3,0.431071102348777,0.2100591715976332,0.8846153846153846,0.21846153846153846,254,0.13216430556785125,0.11980704570782834,0.18095244614401576,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,26,26,26,0,"{""10"": 1, ""8"": 25}",2,0.16302362949436594,0.07396449704142016,0.9615384615384616,0.07692307692307693,300,0.04269292910276285,0.002232251845832512,0.0779092479852736,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,26,26,26,0,"{""8"": 26}",1,-0.0,0.0,1.0,0.0,325,0.14941557839815164,0.003791654034827573,0.1617672170352331,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,26,26,26,0,"{""8"": 26}",1,-0.0,0.0,1.0,0.0,325,0.04445317434298118,0.0016984889776295005,0.06246680331763129,single_topology_continuous_dispersion,cross_stage_topology_and_cyclic_rmse_descriptive
P1,semi,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,26,26,25,1,"{""10"": 2, ""12"": 2, ""16"": 6, ""18"": 2, ""8"": 13}",5,1.2887245630390818,0.6527999999999999,0.52,0.68,96,0.033492494050810624,0.0043999532523706295,0.11388578211489661,multiple_topologies,cross_stage_topology_and_cyclic_rmse_descriptive
