channel,k,replicate,task_count,mae,rmse,spearman,top20_recall
wall,2,57,42,0.01894295720955563,0.03204972644203956,0.5565999513815736,0.6666666666666666
boundary,2,58,42,0.014117839049608626,0.020455099034206867,0.4478567377035897,0.3333333333333333
wall,2,58,42,0.01850856461300141,0.027472000842931842,0.5872295600032412,0.4444444444444444
boundary,2,59,42,0.012060563229892815,0.01689064339846765,0.5134916133214489,0.3333333333333333
wall,2,59,42,0.015515877870881172,0.020897647343666486,0.6298517137995301,0.4444444444444444
boundary,2,60,42,0.013576240075565309,0.021103795753970343,0.5907949112713718,0.6666666666666666
wall,2,60,42,0.021964577112643952,0.03047833845517547,0.38205980066445183,0.4444444444444444
boundary,2,61,42,0.013287711048556642,0.018273285622071412,0.7032655376387651,0.5555555555555556
wall,2,61,42,0.018828080745656853,0.029676865690146853,0.6817113686087026,0.5555555555555556
boundary,2,62,42,0.010908226937393734,0.016697693912960082,0.6912729924641441,0.6666666666666666
wall,2,62,42,0.01993753561965399,0.032622702214501774,0.6582124625232963,0.5555555555555556
boundary,2,63,42,0.010708158899986692,0.016119053958080835,0.6194797828376954,0.5555555555555556
wall,2,63,42,0.020220656900066178,0.03358341881608749,0.6107284660886476,0.6666666666666666
boundary,2,64,42,0.010754258743897968,0.014187987017714086,0.5614617940199336,0.7777777777777778
wall,2,64,42,0.018062292293079832,0.025057089850134235,0.7180131269751235,0.6666666666666666
boundary,2,65,42,0.011162723767549981,0.014709494087940927,0.5945223239607812,0.5555555555555556
wall,2,65,42,0.015619430135606653,0.020616380270534224,0.4780001620614213,0.4444444444444444
boundary,2,66,42,0.010936492604523347,0.015881862396974856,0.6614804916089542,0.7777777777777778
wall,2,66,42,0.016306113708927122,0.02158871021590269,0.5456018804364926,0.5555555555555556
boundary,2,67,42,0.01407210224386136,0.026045812550759766,0.763714447775707,0.6666666666666666
wall,2,67,42,0.024448659053254853,0.041650008768804425,0.7008346163195852,0.5555555555555556
boundary,2,68,42,0.013561190658635203,0.025418629462616624,0.79369581071226,0.6666666666666666
wall,2,68,42,0.01783919690636838,0.031428576217295966,0.7204440482943036,0.5555555555555556
boundary,2,69,42,0.01391289911772163,0.01852594258318033,0.5588914554241036,0.3333333333333333
wall,2,69,42,0.021432048537750877,0.03333748496123534,0.6047566959301268,0.5555555555555556
boundary,2,70,42,0.012619207613181114,0.01981880361251725,0.6182893728992185,0.5555555555555556
wall,2,70,42,0.018943768783728183,0.0283923631339327,0.5825533816215573,0.5555555555555556
boundary,2,71,42,0.011231524770198653,0.01628127329747743,0.5919293412203226,0.5555555555555556
wall,2,71,42,0.019993347550929852,0.030067774305127425,0.5476865732112471,0.5555555555555556
boundary,2,72,42,0.01275011953100576,0.023723730678774074,0.7231990924560409,0.6666666666666666
wall,2,72,42,0.018425090705651043,0.02576320350875966,0.6139696945142209,0.6666666666666666
boundary,2,73,42,0.011358017542695855,0.014880326037786905,0.6039218863949437,0.5555555555555556
wall,2,73,42,0.016192106034157057,0.025448037127620445,0.5403938092537072,0.6666666666666666
boundary,2,74,42,0.01033182863201799,0.015370247218376503,0.7099100559111904,0.5555555555555556
wall,2,74,42,0.012739620217696576,0.015121125328192575,0.6967830807876186,0.6666666666666666
boundary,2,75,42,0.011845240185449647,0.016832640830206642,0.5818815331010454,0.4444444444444444
wall,2,75,42,0.017448771703165257,0.033126918726582084,0.6823596142938174,0.6666666666666666
boundary,2,76,42,0.014925460740121452,0.021517606121088825,0.5154572347328872,0.5555555555555556
wall,2,76,42,0.01855117053383536,0.026725529460074993,0.6079980556832028,0.6666666666666666
boundary,2,77,42,0.011360081598433805,0.015491363696697381,0.6813872457661453,0.5555555555555556
wall,2,77,42,0.01585531289910252,0.022232482997749645,0.6146179401993356,0.5555555555555556
boundary,2,78,42,0.012143640887162795,0.01727754559613342,0.6737703589660482,0.6666666666666666
wall,2,78,42,0.01884409544535,0.038093410450647604,0.6746079986089115,0.5555555555555556
boundary,2,79,42,0.01170748902247208,0.016193020950478802,0.6360100478081193,0.5555555555555556
wall,2,79,42,0.01779342928781477,0.02389036663590896,0.5695648650838668,0.5555555555555556
boundary,2,80,42,0.011510442812136314,0.016337169448922554,0.7492909812819059,0.3333333333333333
wall,2,80,42,0.020294533925916767,0.03284180914721325,0.6040839478162224,0.6666666666666666
boundary,2,81,42,0.017341459291656876,0.032047262773089856,0.684952597034276,0.5555555555555556
wall,2,81,42,0.023815048408806497,0.04095718696738879,0.6611295681063123,0.3333333333333333
boundary,2,82,42,0.01763532253671352,0.03732911873473509,0.6431407503443806,0.4444444444444444
wall,2,82,42,0.023163604339461283,0.03859971548374257,0.6392512762336926,0.5555555555555556
boundary,2,83,42,0.012970316012123546,0.019014948359272713,0.6556194797828377,0.5555555555555556
wall,2,83,42,0.020066356761379363,0.03198306518843585,0.7301677335710235,0.5555555555555556
boundary,2,84,42,0.013050740587318725,0.020101972900167586,0.6530264970423791,0.6666666666666666
wall,2,84,42,0.016928420840473593,0.024326590320284558,0.6807390000810307,0.7777777777777778
boundary,2,85,42,0.011266043338076211,0.016243970015184697,0.6621019366339843,0.7777777777777778
wall,2,85,42,0.01892145663254523,0.02504957327064848,0.5672960051859656,0.4444444444444444
boundary,2,86,42,0.011123851205467949,0.0178021567761182,0.7522080868649219,0.7777777777777778
wall,2,86,42,0.017462580631626905,0.02530501013920714,0.5546552143262298,0.5555555555555556
boundary,2,87,42,0.01467533265888866,0.021726706809972737,0.6698269929731246,0.6666666666666666
wall,2,87,42,0.027000277580186277,0.03939155388428224,0.6550774054769417,0.3333333333333333
boundary,2,88,42,0.013978120987964698,0.021729192099790354,0.6510817599870351,0.6666666666666666
wall,2,88,42,0.019353054738792452,0.029260439748759522,0.5561137671177377,0.3333333333333333
boundary,2,89,42,0.011645865134373266,0.01467963287161447,0.636658293493234,0.4444444444444444
wall,2,89,42,0.0196094316473304,0.0359755998846616,0.5463900818410178,0.5555555555555556
boundary,2,90,42,0.011889994427250028,0.0244921636567155,0.7828376954865894,0.6666666666666666
wall,2,90,42,0.017924458864421306,0.029481167684036084,0.6454096102422819,0.3333333333333333
boundary,2,91,42,0.01058477361907897,0.015194990083820673,0.6890041325662427,0.6666666666666666
wall,2,91,42,0.01976780850997633,0.026651496937732683,0.5047402965724009,0.3333333333333333
boundary,2,92,42,0.01105078327843442,0.015443769854006363,0.677659833076736,0.4444444444444444
wall,2,92,42,0.016271371599911343,0.02153937363722001,0.5301839397131514,0.5555555555555556
boundary,2,93,42,0.009220657875830455,0.013125206586923751,0.7755449315290495,0.6666666666666666
wall,2,93,42,0.016590282463959598,0.02201431435804467,0.6207762742079249,0.5555555555555556
boundary,2,94,42,0.012209994263319802,0.017264785158962584,0.7541528239202658,0.6666666666666666
wall,2,94,42,0.01685603633804685,0.02433828870570486,0.6463819787699538,0.6666666666666666
boundary,2,95,42,0.013394196668292021,0.018373592902159647,0.5226692601834809,0.3333333333333333
wall,2,95,42,0.023199074414446547,0.03711008559912539,0.6380616673929813,0.5555555555555556
boundary,2,96,42,0.011815861176039565,0.016384354648341332,0.7411369075407933,0.5555555555555556
wall,2,96,42,0.01681446591701655,0.024211008201150568,0.603865321998031,0.3333333333333333
boundary,2,97,42,0.013828346614559048,0.022589415788846424,0.610566404667369,0.6666666666666666
wall,2,97,42,0.01683627227582743,0.02387871437400642,0.6447613645571673,0.4444444444444444
boundary,2,98,42,0.012714676154065426,0.017534473932565464,0.7533425168138724,0.4444444444444444
wall,2,98,42,0.020017890962571044,0.028441663671086075,0.6324446965399887,0.6666666666666666
boundary,2,99,42,0.016681859845635565,0.03251596672001477,0.7238473381411555,0.6666666666666666
wall,2,99,42,0.027179332411111812,0.04152899830957561,0.6635604894254923,0.5555555555555556
boundary,2,100,42,0.01199826691246926,0.016682303536102228,0.6012642918759656,0.4444444444444444
wall,2,100,42,0.015226196990024319,0.022536728489755457,0.6536186162528188,0.6666666666666666
boundary,2,101,42,0.016007927071519934,0.025466639270573133,0.5429867919941658,0.3333333333333333
wall,2,101,42,0.018232436640046836,0.026602542372696606,0.5603273640709829,0.5555555555555556
boundary,2,102,42,0.01115047864674275,0.015023802874352019,0.7050482132728305,0.4444444444444444
wall,2,102,42,0.015904671964328224,0.021530103628588107,0.6373065391783487,0.4444444444444444
boundary,2,103,42,0.011736266073624182,0.02291467722172219,0.746860059962726,0.7777777777777778
wall,2,103,42,0.017473768438654367,0.026632670627025283,0.6933797909407666,0.6666666666666666
boundary,2,104,42,0.011575707800752974,0.01713140491061376,0.52791507981525,0.5555555555555556
wall,2,104,42,0.01704370271928526,0.02512469821205036,0.502795559517057,0.4444444444444444
boundary,2,105,42,0.010107574080307824,0.015848480022078296,0.7742484401588203,0.7777777777777778
wall,2,105,42,0.019374693880108537,0.028050401479768405,0.6747427274937201,0.3333333333333333
boundary,2,106,42,0.014622004180452893,0.02337202100849536,0.5766955676201281,0.5555555555555556
wall,2,106,42,0.01866018721508019,0.025848047942815776,0.5856089457904546,0.3333333333333333
boundary,2,107,42,0.01475093263497979,0.022996643339888566,0.5971153067012398,0.5555555555555556
wall,2,107,42,0.02123877414339346,0.03148006824155577,0.6031115792885503,0.5555555555555556
boundary,2,108,42,0.01436913033061377,0.025955347167124183,0.7055343975366664,0.6666666666666666
wall,2,108,42,0.021843898140313005,0.03602619285732838,0.6549712340977231,0.4444444444444444
boundary,2,109,42,0.011161231585693734,0.015377579861240642,0.7914269508143587,0.5555555555555556
wall,2,109,42,0.015825266547067215,0.02309399561096751,0.6747427274937201,0.6666666666666666
boundary,2,110,42,0.01330994854145591,0.01840817255805821,0.6311482051697593,0.5555555555555556
wall,2,110,42,0.01865822372279333,0.02692231217948733,0.5300218782918726,0.5555555555555556
boundary,2,111,42,0.013449692139753514,0.018046097621686463,0.659346892472247,0.4444444444444444
wall,2,111,42,0.019042667310099872,0.030012935873853716,0.6993760635280772,0.6666666666666666
boundary,2,112,42,0.012121057669021208,0.01701034519092731,0.42614050725224867,0.4444444444444444
wall,2,112,42,0.019814548450587884,0.026725035771495712,0.5096021392107609,0.6666666666666666
boundary,2,113,42,0.011525502885866843,0.018810999489792028,0.8186532695891744,0.5555555555555556
wall,2,113,42,0.017651941934446032,0.02668591114348908,0.7155822056559437,0.5555555555555556
boundary,2,114,42,0.015802436938151906,0.02374769535196499,0.6504335143019204,0.4444444444444444
wall,2,114,42,0.02514453100392579,0.04279362176937355,0.6282310995867434,0.5555555555555556
boundary,2,115,42,0.012909952226539094,0.02606841514792191,0.8131431812656997,0.6666666666666666
wall,2,115,42,0.016153806017189232,0.02443676748291886,0.7163925127623371,0.7777777777777778
boundary,2,116,42,0.011453717137156741,0.014848560308349534,0.6766874645490641,0.5555555555555556
wall,2,116,42,0.020787267377442513,0.028899309880768102,0.5016611295681064,0.3333333333333333
boundary,2,117,42,0.010235505620432258,0.016852601067877053,0.8612292863922537,0.7777777777777778
wall,2,117,42,0.015949387059199564,0.023909822252300015,0.6294720640473302,0.6666666666666666
boundary,2,118,42,0.013225655659182595,0.019771147068522805,0.6692326391702456,0.7777777777777778
wall,2,118,42,0.018434227029691868,0.0297817686305518,0.6750668503362774,0.5555555555555556
boundary,2,119,42,0.013727586895960518,0.018139404264439992,0.6168868000972368,0.4444444444444444
wall,2,119,42,0.02019595786215686,0.03132877632056812,0.7141236528644357,0.5555555555555556
boundary,2,120,42,0.011934701198477213,0.017328678403183168,0.6429786889231018,0.6666666666666666
wall,2,120,42,0.017486290134813186,0.029214482430204282,0.6789563244469654,0.5555555555555556
boundary,2,121,42,0.015714895910864078,0.020839800199378967,0.5702131107689815,0.3333333333333333
wall,2,121,42,0.020126163426574,0.028476354159247725,0.6423304432379873,0.3333333333333333
boundary,2,122,42,0.010806445613641472,0.015132894875108865,0.6368203549145126,0.5555555555555556
wall,2,122,42,0.019722264546593305,0.029297752256853254,0.5113848148448262,0.2222222222222222
boundary,2,123,42,0.019318348733601526,0.040071509684128606,0.8133052426869785,0.5555555555555556
wall,2,123,42,0.024300978534339355,0.043455988056098495,0.7954784863463252,0.6666666666666666
boundary,2,124,42,0.011975107858864863,0.016433509807425365,0.6335791264889393,0.5555555555555556
wall,2,124,42,0.01967577571014822,0.03096013385678674,0.6133214488291063,0.5555555555555556
boundary,2,125,42,0.013411254757009822,0.020305698361883538,0.6475164087189045,0.7777777777777778
wall,2,125,42,0.017158762263226553,0.024951229734882473,0.6292034681144154,0.6666666666666666
boundary,2,126,42,0.01307972478839317,0.017782867571249555,0.5450935904707885,0.4444444444444444
wall,2,126,42,0.020742121163184402,0.03429784004617403,0.5920914026416012,0.4444444444444444
boundary,2,127,42,0.010075760887633655,0.016542662152414057,0.8476622639980553,0.7777777777777778
wall,2,127,42,0.017034033515355766,0.025616181338437825,0.6977554493152905,0.5555555555555556
boundary,2,128,42,0.012763568583856027,0.018176355988645566,0.6946762823109959,0.7777777777777778
wall,2,128,42,0.019542217952794396,0.038097218424948266,0.5371525808281339,0.5555555555555556
boundary,2,129,42,0.012746789482820249,0.017876103601397755,0.6381427013868082,0.6666666666666666
wall,2,129,42,0.020940109369191367,0.030180057208473735,0.5759085941277519,0.4444444444444444
boundary,2,130,42,0.011630010995467592,0.017791696955451002,0.7355157604732194,0.6666666666666666
wall,2,130,42,0.01780161120772453,0.025429948227909175,0.6591848310509684,0.5555555555555556
boundary,2,131,42,0.012584252146156863,0.020167783042027647,0.6716635604894257,0.5555555555555556
wall,2,131,42,0.019674747504582684,0.02796407068495411,0.6575642168381817,0.5555555555555556
boundary,2,132,42,0.013876275789937139,0.018953899872446136,0.4915522065539528,0.4444444444444444
wall,2,132,42,0.020500179320748806,0.029800385818824222,0.5036262716341604,0.3333333333333333
boundary,2,133,42,0.01591128869342366,0.022335700928593293,0.6403306192201343,0.3333333333333333
wall,2,133,42,0.01905388745258421,0.029414270438149943,0.6105911434856635,0.3333333333333333
boundary,2,134,42,0.013506328647776253,0.022783886460496613,0.7701969046268538,0.5555555555555556
wall,2,134,42,0.018921924374317778,0.03176793447260862,0.7176890041325663,0.5555555555555556
boundary,2,135,42,0.013008916808287932,0.0247676591805072,0.7548316524975389,0.5555555555555556
wall,2,135,42,0.02045305721674498,0.034727403942030215,0.7367610718741409,0.6666666666666666
boundary,2,136,42,0.011449990239991862,0.01590977749087109,0.7182853212816086,0.6666666666666666
wall,2,136,42,0.018049136110703367,0.02723250475822054,0.5966532965474373,0.6666666666666666
boundary,2,137,42,0.009933597351143937,0.014300338492364052,0.5663236366582935,0.4444444444444444
wall,2,137,42,0.015908346530445372,0.023801021343040647,0.5681063122923588,0.5555555555555556
boundary,2,138,42,0.01165416613628059,0.01741376888861641,0.6549712340977231,0.5555555555555556
wall,2,138,42,0.016513680198598415,0.024282681316675978,0.5593549955433109,0.6666666666666666
boundary,2,139,42,0.017600685086829077,0.024214717363529276,0.34348918240012966,0.2222222222222222
wall,2,139,42,0.02435422685059907,0.034649283259796465,0.46989709099748805,0.2222222222222222
boundary,2,140,42,0.011514811340699854,0.017248376505329715,0.7978607032196207,0.6666666666666666
wall,2,140,42,0.016451830191280957,0.023037371749266983,0.6963251089545197,0.4444444444444444
boundary,2,141,42,0.01366114441259047,0.018307234113483676,0.4441293250141804,0.3333333333333333
wall,2,141,42,0.02040029583177059,0.02764112046143785,0.46406287983145617,0.3333333333333333
boundary,2,142,42,0.012646241526993986,0.018761935574388516,0.6932177295194879,0.5555555555555556
wall,2,142,42,0.023929217959197224,0.039258763427920854,0.6783080787618508,0.6666666666666666
boundary,2,143,42,0.011477288117266513,0.01650850540219244,0.663263239473146,0.7777777777777778
wall,2,143,42,0.015077864840502865,0.021979099617956657,0.6611563556336467,0.6666666666666666
boundary,2,144,42,0.012124672521537372,0.017876582224418625,0.7102341787537477,0.6666666666666666
wall,2,144,42,0.016355132867721448,0.020697104951445996,0.664208735110607,0.7777777777777778
boundary,2,145,42,0.013064024437307082,0.019809685934458067,0.5926015968560925,0.5555555555555556
wall,2,145,42,0.020558532340449093,0.02873293702929358,0.6219359026214288,0.5555555555555556
boundary,2,146,42,0.015113804224865659,0.021375642666727354,0.3755773438133052,0.5555555555555556
wall,2,146,42,0.018596809568963736,0.030438202539108568,0.5413661777813792,0.6666666666666666
boundary,2,147,42,0.013142687238317277,0.018714377223503192,0.4765416092699133,0.5555555555555556
wall,2,147,42,0.019217935764942372,0.02954626635741457,0.4852929260189613,0.4444444444444444
boundary,2,148,42,0.012228453800980341,0.01630045097090215,0.6445993031358885,0.6666666666666666
wall,2,148,42,0.016148529906030024,0.023123919117566085,0.6985657564216838,0.4444444444444444
boundary,2,149,42,0.012379114965125579,0.02023925534748141,0.6181832914674662,0.4444444444444444
wall,2,149,42,0.016340888748256694,0.021148583997067646,0.6499473300380845,0.6666666666666666
boundary,2,150,42,0.013603084404817658,0.024239190297483965,0.7638765091969857,0.5555555555555556
wall,2,150,42,0.017538219190193077,0.025566493963082935,0.6868973340896201,0.6666666666666666
boundary,2,151,42,0.010141934099152743,0.015506716432715461,0.6360100478081193,0.5555555555555556
wall,2,151,42,0.017568505136722996,0.024878902333797994,0.6428166275018232,0.4444444444444444
boundary,2,152,42,0.01120309860252701,0.015836732108655167,0.7494530427031846,0.5555555555555556
wall,2,152,42,0.014993378532097548,0.019330490743128752,0.6082975447694676,0.5555555555555556
boundary,2,153,42,0.014797260898855736,0.027886952472676165,0.6473543472976259,0.7777777777777778
