image_id,condition,cut,n_full,n_subset,cluster,cluster_people,subsets,prob_retains_two_people,mean_jaccard_conditional,p_jaccard_ge85_conditional,support_and_jaccard_ge85,workers,canonical_ids
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,0.1,4,3,1,4,200,1,1,1,1,W006;W011;W033;W036,4486738211819be8d3d4;a63b28ab3b493bd3ee11;678fd1b3368b3c6302ad;53cffa383a4d19c3e30e
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,0.125,4,3,1,4,200,1,1,1,1,W006;W011;W033;W036,4486738211819be8d3d4;a63b28ab3b493bd3ee11;678fd1b3368b3c6302ad;53cffa383a4d19c3e30e
7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,semi,0.15,4,3,1,4,200,1,1,1,1,W006;W011;W033;W036,4486738211819be8d3d4;a63b28ab3b493bd3ee11;678fd1b3368b3c6302ad;53cffa383a4d19c3e30e
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.075,24,19,5,11,200,1,0.918492063492,0.79,0.79,W002;W011;W018;W028;W029;W030;W031;W032;W033;W036;W037,75ca740199bbfca6;9664309abeb6b078;69dd02c653b999da;f8548145ddefef82;dab549f7649c26f5;d5ec1431385bed24;01111484ace4b94e;283873b63fff0570;0a8c62a27fbaac21;803f0a9e869112a9;9a14ee08aba6a9c3
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.075,24,19,1,7,200,1,1,1,1,W006;W012;W013;W014;W015;W017;W021,e2c06769623e335c;7b70014ef90dfa00;77ab07a0a6d85137;033e34e10addfeb4;be4265df16f250c5;ee6734855a1fce2c;158cdf9ee8269d7a
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,24,19,4,12,200,1,0.935969516595,0.835,0.835,W002;W011;W018;W028;W029;W030;W031;W032;W033;W035;W036;W037,75ca740199bbfca6;9664309abeb6b078;69dd02c653b999da;f8548145ddefef82;dab549f7649c26f5;d5ec1431385bed24;01111484ace4b94e;283873b63fff0570;0a8c62a27fbaac21;71917bb13f847c7d;803f0a9e869112a9;9a14ee08aba6a9c3
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,24,19,1,7,200,1,1,1,1,W006;W012;W013;W014;W015;W017;W021,e2c06769623e335c;7b70014ef90dfa00;77ab07a0a6d85137;033e34e10addfeb4;be4265df16f250c5;ee6734855a1fce2c;158cdf9ee8269d7a
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.1,24,19,3,2,200,0.555,0.866366366366,0.702702702703,0.39,W010;W027,cd59ff6392d0007b;ae9eebd3c841d936
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.125,24,19,3,13,200,1,0.952835081585,0.82,0.82,W001;W002;W011;W018;W028;W029;W030;W031;W032;W033;W035;W036;W037,3f1d4cacc3faf7d7;75ca740199bbfca6;9664309abeb6b078;69dd02c653b999da;f8548145ddefef82;dab549f7649c26f5;d5ec1431385bed24;01111484ace4b94e;283873b63fff0570;0a8c62a27fbaac21;71917bb13f847c7d;803f0a9e869112a9;9a14ee08aba6a9c3
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.125,24,19,1,8,200,1,1,1,1,W006;W008;W012;W013;W014;W015;W017;W021,e2c06769623e335c;f61cafa7e89ea17e;7b70014ef90dfa00;77ab07a0a6d85137;033e34e10addfeb4;be4265df16f250c5;ee6734855a1fce2c;158cdf9ee8269d7a
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.125,24,19,2,2,200,0.63,0.888271604938,0.777777777778,0.49,W010;W027,cd59ff6392d0007b;ae9eebd3c841d936
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.15,24,19,3,13,200,1,0.949856254856,0.845,0.845,W001;W002;W011;W018;W028;W029;W030;W031;W032;W033;W035;W036;W037,3f1d4cacc3faf7d7;75ca740199bbfca6;9664309abeb6b078;69dd02c653b999da;f8548145ddefef82;dab549f7649c26f5;d5ec1431385bed24;01111484ace4b94e;283873b63fff0570;0a8c62a27fbaac21;71917bb13f847c7d;803f0a9e869112a9;9a14ee08aba6a9c3
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.15,24,19,1,8,200,1,1,1,1,W006;W008;W012;W013;W014;W015;W017;W021,e2c06769623e335c;f61cafa7e89ea17e;7b70014ef90dfa00;77ab07a0a6d85137;033e34e10addfeb4;be4265df16f250c5;ee6734855a1fce2c;158cdf9ee8269d7a
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,manual,0.15,24,19,2,2,200,0.595,0.82894915542,0.705882352941,0.42,W010;W027,cd59ff6392d0007b;ae9eebd3c841d936
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.075,5,4,1,2,200,0.565,1,1,0.565,W011;W034,8a2600447847d5ab7f5f;260cf962d9bea8512f9e
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.1,5,4,1,2,200,0.6,1,1,0.6,W011;W034,8a2600447847d5ab7f5f;260cf962d9bea8512f9e
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.125,5,4,1,3,200,1,0.801666666667,0.525,0.525,W011;W033;W034,8a2600447847d5ab7f5f;9378da78037a5091f22e;260cf962d9bea8512f9e
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,manual,0.15,5,4,1,3,200,1,0.825833333333,0.57,0.57,W011;W033;W034,8a2600447847d5ab7f5f;9378da78037a5091f22e;260cf962d9bea8512f9e
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,0.075,4,3,1,3,200,1,1,1,1,W002;W013;W035,1a60a6ad7849198e802c;72dc231b20fe4c8a589d;b47f07e34df3a99ff20d
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,0.1,4,3,1,3,200,1,1,1,1,W002;W013;W035,1a60a6ad7849198e802c;72dc231b20fe4c8a589d;b47f07e34df3a99ff20d
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,0.125,4,3,1,3,200,1,1,1,1,W002;W013;W035,1a60a6ad7849198e802c;72dc231b20fe4c8a589d;b47f07e34df3a99ff20d
B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,semi,0.15,4,3,1,3,200,1,1,1,1,W002;W013;W035,1a60a6ad7849198e802c;72dc231b20fe4c8a589d;b47f07e34df3a99ff20d
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,0.075,5,4,1,4,200,1,0.8175,0.51,0.51,W028;W029;W035;W036,53a1af9cac0415879d2f;04c900e4f73f755265b3;25a1ba6fcd4fbb14c433;cc1c0c89b7e5fdacc836
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,0.1,5,4,1,5,200,1,1,1,1,W027;W028;W029;W035;W036,ef96b87ef5fb03c9889e;53a1af9cac0415879d2f;04c900e4f73f755265b3;25a1ba6fcd4fbb14c433;cc1c0c89b7e5fdacc836
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,0.125,5,4,1,5,200,1,1,1,1,W027;W028;W029;W035;W036,ef96b87ef5fb03c9889e;53a1af9cac0415879d2f;04c900e4f73f755265b3;25a1ba6fcd4fbb14c433;cc1c0c89b7e5fdacc836
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,manual,0.15,5,4,1,5,200,1,1,1,1,W027;W028;W029;W035;W036,ef96b87ef5fb03c9889e;53a1af9cac0415879d2f;04c900e4f73f755265b3;25a1ba6fcd4fbb14c433;cc1c0c89b7e5fdacc836
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,0.075,4,3,1,3,200,1,1,1,1,W002;W030;W032,9b7c8a47533d55322728;bbb44530a7ff92f92b27;bf6d1e98afbb6306ebff
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,0.1,4,3,1,3,200,1,1,1,1,W002;W030;W032,9b7c8a47533d55322728;bbb44530a7ff92f92b27;bf6d1e98afbb6306ebff
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,0.125,4,3,1,3,200,1,1,1,1,W002;W030;W032,9b7c8a47533d55322728;bbb44530a7ff92f92b27;bf6d1e98afbb6306ebff
B6ByNegPMKs_7018ca302c584d0d85024187f3568460,semi,0.15,4,3,1,3,200,1,1,1,1,W002;W030;W032,9b7c8a47533d55322728;bbb44530a7ff92f92b27;bf6d1e98afbb6306ebff
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.075,23,18,6,3,200,0.915,1,1,0.915,W002;W031;W036,662e08a9d9d5c8b2;891b862e5e28633d;d97a4c0b5bbe5fb7
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.075,23,18,5,4,200,0.99,0.987373737374,0.964646464646,0.955,W006;W010;W013;W014,1b540a31218a3477;b17ba1384ab94447;829002ca0158f88b;0d9906c4c8bb57f8
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.075,23,18,2,4,200,0.985,0.912859560068,0.756345177665,0.745,W008;W017;W029;W035,8dead0c156b490f4;f62e67027c50f0e4;21ebb51ae2b69d3b;527cfb7d202a51bc
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.075,23,18,12,2,200,0.55,1,1,0.55,W015;W021,c9e70c42a286d3fc;80df86ca9dbee9d5
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.1,23,18,8,2,200,0.59,1,1,0.59,W001;W033,16f93817216fbedd;8ac26fbb43c6d9aa
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.1,23,18,5,4,200,0.99,0.751202501203,0.454545454545,0.45,W002;W011;W031;W036,662e08a9d9d5c8b2;3be1cfa09ff1f4a0;891b862e5e28633d;d97a4c0b5bbe5fb7
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.1,23,18,4,4,200,0.985,0.856490210297,0.624365482234,0.615,W006;W010;W013;W014,1b540a31218a3477;b17ba1384ab94447;829002ca0158f88b;0d9906c4c8bb57f8
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.1,23,18,2,5,200,1,0.9205,0.7,0.7,W008;W017;W028;W029;W035,8dead0c156b490f4;f62e67027c50f0e4;c5603970219f405f;21ebb51ae2b69d3b;527cfb7d202a51bc
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.1,23,18,9,2,200,0.615,1,1,0.615,W015;W021,c9e70c42a286d3fc;80df86ca9dbee9d5
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.125,23,18,8,2,200,0.645,1,1,0.645,W001;W033,16f93817216fbedd;8ac26fbb43c6d9aa
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.125,23,18,5,4,200,0.98,0.696671525753,0.270408163265,0.265,W002;W011;W031;W036,662e08a9d9d5c8b2;3be1cfa09ff1f4a0;891b862e5e28633d;d97a4c0b5bbe5fb7
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.125,23,18,4,4,200,0.985,0.811602610587,0.532994923858,0.525,W006;W010;W013;W014,1b540a31218a3477;b17ba1384ab94447;829002ca0158f88b;0d9906c4c8bb57f8
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.125,23,18,2,5,200,0.99,0.908333333333,0.666666666667,0.66,W008;W017;W028;W029;W035,8dead0c156b490f4;f62e67027c50f0e4;c5603970219f405f;21ebb51ae2b69d3b;527cfb7d202a51bc
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.125,23,18,9,3,200,0.885,0.873822975518,0.683615819209,0.605,W015;W021;W034,c9e70c42a286d3fc;80df86ca9dbee9d5;f560d8c96cc112ba
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.15,23,18,5,2,200,0.675,1,1,0.675,W001;W033,16f93817216fbedd;8ac26fbb43c6d9aa
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.15,23,18,3,8,200,1,0.82344047619,0.595,0.595,W002;W006;W010;W011;W013;W014;W031;W036,662e08a9d9d5c8b2;1b540a31218a3477;b17ba1384ab94447;3be1cfa09ff1f4a0;829002ca0158f88b;0d9906c4c8bb57f8;891b862e5e28633d;d97a4c0b5bbe5fb7
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.15,23,18,2,6,200,1,1,1,1,W008;W017;W028;W029;W030;W035,8dead0c156b490f4;f62e67027c50f0e4;c5603970219f405f;21ebb51ae2b69d3b;c811ff3e51132e75;527cfb7d202a51bc
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.15,23,18,4,2,200,0.64,0.871354166667,0.765625,0.49,W012;W027,474404c2ac9d79ca;2556b8a658f8f4e7
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,manual,0.15,23,18,6,3,200,0.89,0.852996254682,0.623595505618,0.555,W015;W021;W034,c9e70c42a286d3fc;80df86ca9dbee9d5;f560d8c96cc112ba
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.075,24,19,2,2,200,0.595,1,1,0.595,W002;W018,60f415b63bc6abc8;aff097a10b8a446c
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.075,24,19,12,6,200,1,1,1,1,W006;W013;W014;W015;W017;W021,902c7685cf8d8d7f;901942d47886d494;645a19e0d1eff33f;cede48245acaf369;a10544ac2d404470;26f5958a9b8dbc72
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.075,24,19,1,2,200,0.615,1,1,0.615,W008;W036,b9d7de702dfef712;07ee953d1535b28d
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.075,24,19,13,2,200,0.6,1,1,0.6,W010;W037,6ef72d6a7373d51d;90218eb4d8649c74
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.1,24,19,2,2,200,0.555,1,1,0.555,W002;W018,60f415b63bc6abc8;aff097a10b8a446c
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.1,24,19,11,6,200,1,1,1,1,W006;W013;W014;W015;W017;W021,902c7685cf8d8d7f;901942d47886d494;645a19e0d1eff33f;cede48245acaf369;a10544ac2d404470;26f5958a9b8dbc72
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.1,24,19,1,2,200,0.575,1,1,0.575,W008;W036,b9d7de702dfef712;07ee953d1535b28d
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.1,24,19,12,2,200,0.6,1,1,0.6,W010;W037,6ef72d6a7373d51d;90218eb4d8649c74
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.1,24,19,6,2,200,0.66,1,1,0.66,W031;W035,25a1d0d06f3c7ffa;786190bfb0e48244
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.125,24,19,2,2,200,0.59,1,1,0.59,W002;W018,60f415b63bc6abc8;aff097a10b8a446c
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.125,24,19,9,6,200,1,1,1,1,W006;W013;W014;W015;W017;W021,902c7685cf8d8d7f;901942d47886d494;645a19e0d1eff33f;cede48245acaf369;a10544ac2d404470;26f5958a9b8dbc72
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.125,24,19,1,2,200,0.67,1,1,0.67,W008;W036,b9d7de702dfef712;07ee953d1535b28d
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.125,24,19,10,2,200,0.6,1,1,0.6,W010;W037,6ef72d6a7373d51d;90218eb4d8649c74
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.125,24,19,6,3,200,0.935,1,1,0.935,W011;W031;W035,6b6025969bfa55d0;25a1d0d06f3c7ffa;786190bfb0e48244
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.125,24,19,7,2,200,0.655,0.984732824427,0.969465648855,0.635,W029;W033,1614c0e2e49fb8a1;4a3402faafe5ac31
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.15,24,19,2,2,200,0.615,1,1,0.615,W002;W018,60f415b63bc6abc8;aff097a10b8a446c
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.15,24,19,9,6,200,1,1,1,1,W006;W013;W014;W015;W017;W021,902c7685cf8d8d7f;901942d47886d494;645a19e0d1eff33f;cede48245acaf369;a10544ac2d404470;26f5958a9b8dbc72
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.15,24,19,1,2,200,0.605,1,1,0.605,W008;W036,b9d7de702dfef712;07ee953d1535b28d
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.15,24,19,10,2,200,0.615,1,1,0.615,W010;W037,6ef72d6a7373d51d;90218eb4d8649c74
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.15,24,19,6,3,200,0.91,0.929029304029,0.752747252747,0.685,W011;W031;W035,6b6025969bfa55d0;25a1d0d06f3c7ffa;786190bfb0e48244
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,manual,0.15,24,19,7,2,200,0.6,0.979166666667,0.958333333333,0.575,W029;W033,1614c0e2e49fb8a1;4a3402faafe5ac31
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,0.075,5,4,2,3,200,1,1,1,1,W006;W017;W030,b3eba7756056bb941dfb;62d758541221214e1490;8e4588afd83a55aaaa18
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,0.075,5,4,1,2,200,0.585,1,1,0.585,W008;W010,ead3f8ac14ab1a6ddfd9;265f63ba09442d63389c
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,0.1,5,4,2,3,200,1,1,1,1,W006;W017;W030,b3eba7756056bb941dfb;62d758541221214e1490;8e4588afd83a55aaaa18
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,0.1,5,4,1,2,200,0.65,1,1,0.65,W008;W010,ead3f8ac14ab1a6ddfd9;265f63ba09442d63389c
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,0.125,5,4,2,3,200,1,1,1,1,W006;W017;W030,b3eba7756056bb941dfb;62d758541221214e1490;8e4588afd83a55aaaa18
B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,manual,0.125,5,4,1,2,200,0.595,1,1,0.595,W008;W010,ead3f8ac14ab1a6ddfd9;265f63ba09442d63389c
