feature,algorithm,condition,target,n_images,n_rooms,n_buildings,within_room_MAE,outside_building_MAE,paired_MAE_delta,CI_low,CI_high
A_all_traits,knn,manual,scope_entropy,40,17,12,0.269652319854,0.562728148996,-0.293075829142,-0.421847531629,-0.168642981189
A_all_traits,knn,manual,scope_non_normal_rate,40,17,12,0.166005434783,0.267238354037,-0.101232919255,-0.23734320624,-0.00202109538781
A_all_traits,knn,manual,scope_p_normal,40,17,12,0.166005434783,0.267238354037,-0.101232919255,-0.23734320624,-0.00202109538782
A_all_traits,knn,manual,scope_p_oos_geometry,40,17,12,0.0647010869565,0.0642463768116,0.000454710144888,-0.0347233178054,0.0381468342629
A_all_traits,knn,manual,scope_p_oos_insufficient,40,17,12,0.0120833333333,0.00708333333334,0.005,0,0.0166666666667
A_all_traits,knn,manual,scope_p_oos_open_boundary,40,17,12,0.192626811594,0.236514492754,-0.0438876811594,-0.20296777484,0.0811752445763
A_all_traits,knn,manual,scope_p_oos_split_level,40,17,12,0.0289583333333,0.0450416666667,-0.0160833333333,-0.0539414893617,0.0279279279279
A_all_traits,knn,manual,within_topology_geometry_dispersion,29,13,10,0.0535803523379,0.0572382184559,-0.00365786611801,-0.0165752460785,0.00958465588499
A_all_traits,ridge,manual,owner_valid_active_seconds,40,17,12,113.049255952,77.3417347146,35.7075212378,16.6491376631,57.8553819399
A_all_traits,ridge,manual,point_count_disagreement,33,14,11,0.19821600958,0.321533682527,-0.123317672947,-0.208064011053,-0.00902044009884
A_all_traits,ridge,manual,reference_geometry_error,31,13,9,0.0540609181244,0.072118697934,-0.0180577798096,-0.0446007529014,0.00202575925799
A_all_traits,ridge,manual,scope_entropy,40,17,12,0.248007064654,0.551350958639,-0.303343893984,-0.461731622087,-0.139999284357
A_all_traits,ridge,manual,scope_non_normal_rate,40,17,12,0.168932117475,0.260708374777,-0.0917762573021,-0.215339833665,-0.00155107243838
A_all_traits,ridge,manual,scope_p_normal,40,17,12,0.168932117475,0.260708374777,-0.091776257302,-0.215339833665,-0.00155107243818
A_all_traits,ridge,manual,scope_p_oos_geometry,40,17,12,0.0662515677257,0.0604593620459,0.00579220567978,-0.0214850398718,0.0358457672029
A_all_traits,ridge,manual,scope_p_oos_insufficient,40,17,12,0.0132732371795,0.016101121371,-0.00282788419156,-0.0138525427443,0.0122058571869
A_all_traits,ridge,manual,scope_p_oos_open_boundary,40,17,12,0.189093157748,0.202610566469,-0.013517408721,-0.153256389282,0.0902853266937
A_all_traits,ridge,manual,scope_p_oos_split_level,40,17,12,0.0293302617521,0.0385403093301,-0.00921004757798,-0.0313273141413,0.0263633556978
A_all_traits,ridge,manual,within_topology_geometry_dispersion,29,13,10,0.0479944335709,0.0505769346473,-0.00258250107639,-0.00982146484649,0.00861981764445
B_feedback,knn,manual,owner_valid_active_seconds,40,17,12,111.0875,87.595,23.4925,0.0857291666667,53.9279805062
B_feedback,knn,manual,point_count_disagreement,33,14,11,0.207297708879,0.227866702329,-0.0205689934501,-0.0859784581784,0.0714743750944
B_feedback,knn,manual,reference_geometry_error,31,13,9,0.0520565585902,0.0482486029774,0.00380795561278,-0.013007786232,0.0250964050206
B_feedback,knn,manual,scope_entropy,40,17,12,0.246733298042,0.466622686935,-0.219889388893,-0.365884555369,-0.064069623546
B_feedback,knn,manual,scope_non_normal_rate,40,17,12,0.155172101449,0.233244565217,-0.078072463768,-0.229308518267,0.0278237317512
B_feedback,knn,manual,scope_p_normal,40,17,12,0.155172101449,0.233244565217,-0.078072463768,-0.229308518267,0.0278237317512
B_feedback,knn,manual,scope_p_oos_geometry,40,17,12,0.0686594202898,0.0799118357488,-0.011252415459,-0.047650216718,0.0246194483402
B_feedback,knn,manual,scope_p_oos_insufficient,40,17,12,0.013125,0.0169444444445,-0.00381944444445,-0.018906851733,0.0121225118835
B_feedback,knn,manual,scope_p_oos_open_boundary,40,17,12,0.187835144928,0.21189673913,-0.0240615942029,-0.172309060917,0.0812460899758
B_feedback,knn,manual,scope_p_oos_split_level,40,17,12,0.0289583333334,0.0391757246377,-0.0102173913043,-0.0291256263341,0.0252050270337
B_feedback,knn,manual,within_topology_geometry_dispersion,29,13,10,0.0507830400322,0.050649522737,0.000133517295259,-0.0133539755282,0.0103551411265
B_feedback,ridge,manual,owner_valid_active_seconds,40,17,12,104.937059994,79.4860604134,25.4509995803,-5.10284933275,67.6670166496
B_feedback,ridge,manual,point_count_disagreement,33,14,11,0.219679148907,0.251467647207,-0.0317884982997,-0.0981418527752,0.0545645219328
B_feedback,ridge,manual,reference_geometry_error,31,13,9,0.0530112355355,0.0520931382403,0.000918097295191,-0.0151996468071,0.018187173452
B_feedback,ridge,manual,scope_entropy,40,17,12,0.243904947309,0.497300834726,-0.253395887417,-0.423641360059,-0.0656823239921
B_feedback,ridge,manual,scope_non_normal_rate,40,17,12,0.168184018889,0.227059067443,-0.0588750485549,-0.190278502585,0.0264754641286
B_feedback,ridge,manual,scope_p_normal,40,17,12,0.168184018889,0.227059067443,-0.0588750485549,-0.190278502585,0.0264754641286
B_feedback,ridge,manual,scope_p_oos_geometry,40,17,12,0.0905761321526,0.0658535289801,0.0247226031725,-0.0157640502531,0.0710930563782
B_feedback,ridge,manual,scope_p_oos_insufficient,40,17,12,0.0121352457227,0.0224140294753,-0.0102787837526,-0.0216501745581,0.00199472431084
B_feedback,ridge,manual,scope_p_oos_open_boundary,40,17,12,0.203463462067,0.188769199714,0.0146942623526,-0.133229923855,0.124739001384
B_feedback,ridge,manual,scope_p_oos_split_level,40,17,12,0.029828292492,0.0368054476175,-0.00697715512546,-0.0234371561227,0.0263816705814
B_feedback,ridge,manual,within_topology_geometry_dispersion,29,13,10,0.0501468536642,0.0482727913737,0.00187406229053,-0.0111978863678,0.0120408973192
ABC_traits_feedback_shared,knn,manual,owner_valid_active_seconds,40,17,12,98.125,82.5641666667,15.5608333333,-11.6311389987,44.3151599702
ABC_traits_feedback_shared,knn,manual,point_count_disagreement,33,14,11,0.192828339864,0.257051219897,-0.0642228800332,-0.151304437067,0.0348627162731
ABC_traits_feedback_shared,knn,manual,reference_geometry_error,31,13,9,0.0509637728992,0.0563863746719,-0.00542260177269,-0.0272530869782,0.0140688147783
ABC_traits_feedback_shared,knn,manual,scope_entropy,40,17,12,0.273480990116,0.441704212809,-0.168223222693,-0.283458507019,-0.0279478057995
ABC_traits_feedback_shared,knn,manual,scope_non_normal_rate,40,17,12,0.171630434783,0.249146825397,-0.0775163906141,-0.209178199499,0.00400704395689
ABC_traits_feedback_shared,knn,manual,scope_p_normal,40,17,12,0.171630434783,0.249146825397,-0.0775163906141,-0.209178199499,0.0040070439569
ABC_traits_feedback_shared,knn,manual,scope_p_oos_geometry,40,17,12,0.0697010869565,0.0455706521739,0.0241304347826,0.00170097344814,0.0508908479788
ABC_traits_feedback_shared,knn,manual,scope_p_oos_insufficient,40,17,12,0.008125,0.00979166666667,-0.00166666666667,-0.00549249286342,0.00189393939394
ABC_traits_feedback_shared,knn,manual,scope_p_oos_open_boundary,40,17,12,0.193043478261,0.195453502415,-0.00241002415455,-0.147254867821,0.092577161264
ABC_traits_feedback_shared,knn,manual,scope_p_oos_split_level,40,17,12,0.03,0.0360833333333,-0.00608333333332,-0.0254846732374,0.0267347222222
ABC_traits_feedback_shared,knn,manual,within_topology_geometry_dispersion,29,13,10,0.0527561885042,0.053914477082,-0.00115828857784,-0.00953186301983,0.00824869632713
ABC_traits_feedback_shared,ridge,manual,owner_valid_active_seconds,40,17,12,107.319422647,76.9001254124,30.4192972344,13.6843785361,51.1841863891
ABC_traits_feedback_shared,ridge,manual,point_count_disagreement,33,14,11,0.198008105279,0.262552080521,-0.0645439752417,-0.109431815925,-0.0110047866594
ABC_traits_feedback_shared,ridge,manual,reference_geometry_error,31,13,9,0.0572764857754,0.0498273014226,0.00744918435282,-0.00808448039294,0.0214458658999
ABC_traits_feedback_shared,ridge,manual,scope_entropy,40,17,12,0.244865625096,0.433186744833,-0.188321119737,-0.328272221163,-0.0422977866547
ABC_traits_feedback_shared,ridge,manual,scope_non_normal_rate,40,17,12,0.182286718913,0.230151661284,-0.0478649423719,-0.182828378225,0.038807494605
ABC_traits_feedback_shared,ridge,manual,scope_p_normal,40,17,12,0.182286718913,0.230151661285,-0.0478649423719,-0.182828378225,0.0388074946049
ABC_traits_feedback_shared,ridge,manual,scope_p_oos_geometry,40,17,12,0.0861742982273,0.0552042198349,0.0309700783924,-0.00980341141519,0.0697619374266
ABC_traits_feedback_shared,ridge,manual,scope_p_oos_insufficient,40,17,12,0.00858996065249,0.024122839961,-0.0155328793085,-0.0239249567122,-0.00683015189243
ABC_traits_feedback_shared,ridge,manual,scope_p_oos_open_boundary,40,17,12,0.206348912985,0.18925839934,0.0170905136443,-0.128549935111,0.119516345057
ABC_traits_feedback_shared,ridge,manual,scope_p_oos_split_level,40,17,12,0.0347486426558,0.0422305932822,-0.0074819506264,-0.0252789095886,0.0238537545738
ABC_traits_feedback_shared,ridge,manual,within_topology_geometry_dispersion,29,13,10,0.0513177716979,0.0436851486268,0.0076326230711,-0.00204173678265,0.0164072119908
C_hohonet_shared_global,knn,manual,owner_valid_active_seconds,40,17,12,97.225,85.945,11.28,-15.6014409722,37.9035297619
C_hohonet_shared_global,knn,manual,point_count_disagreement,33,14,11,0.189798036834,0.255297796533,-0.0654997596999,-0.157066735071,0.0348962282084
C_hohonet_shared_global,knn,manual,reference_geometry_error,31,13,9,0.0513189488852,0.0587681879832,-0.00744923909801,-0.0252162364297,0.0111284518503
C_hohonet_shared_global,knn,manual,scope_entropy,40,17,12,0.264479163487,0.46517852301,-0.200699359523,-0.365335489715,-0.00720874317036
C_hohonet_shared_global,knn,manual,scope_non_normal_rate,40,17,12,0.170588768116,0.248439009662,-0.0778502415458,-0.197551331756,0.00332525017259
C_hohonet_shared_global,knn,manual,scope_p_normal,40,17,12,0.170588768116,0.248439009662,-0.0778502415458,-0.197551331756,0.00332525017266
C_hohonet_shared_global,knn,manual,scope_p_oos_geometry,40,17,12,0.0686594202898,0.0453079710145,0.0233514492753,-0.00450351154959,0.0539570425168
C_hohonet_shared_global,knn,manual,scope_p_oos_insufficient,40,17,12,0.00916666666667,0.013125,-0.00395833333333,-0.0146341463415,0.00450450450451
C_hohonet_shared_global,knn,manual,scope_p_oos_open_boundary,40,17,12,0.193043478261,0.188717391304,0.00432608695654,-0.11677884535,0.0933669649019
C_hohonet_shared_global,knn,manual,scope_p_oos_split_level,40,17,12,0.0310416666667,0.0388333333333,-0.00779166666665,-0.0275109903381,0.0247792119565
C_hohonet_shared_global,knn,manual,within_topology_geometry_dispersion,29,13,10,0.0512594531836,0.0487725535427,0.00248689964089,-0.0077720974545,0.0111172802
C_hohonet_shared_global,ridge,manual,owner_valid_active_seconds,40,17,12,109.303244643,79.4960433965,29.8072012465,12.3158442735,52.809111963
C_hohonet_shared_global,ridge,manual,point_count_disagreement,33,14,11,0.197320190065,0.268708146928,-0.0713879568625,-0.14963427773,0.0115464325827
C_hohonet_shared_global,ridge,manual,reference_geometry_error,31,13,9,0.0589413532971,0.0433660083802,0.0155753449169,0.00406855578209,0.0263442686155
C_hohonet_shared_global,ridge,manual,scope_entropy,40,17,12,0.238099600539,0.405151512934,-0.167051912395,-0.32460179998,0.0183870766724
C_hohonet_shared_global,ridge,manual,scope_non_normal_rate,40,17,12,0.179461856207,0.244149264998,-0.0646874087903,-0.20791192341,0.0259348464369
C_hohonet_shared_global,ridge,manual,scope_p_normal,40,17,12,0.179461856207,0.244149264998,-0.0646874087903,-0.20791192341,0.0259348464369
C_hohonet_shared_global,ridge,manual,scope_p_oos_geometry,40,17,12,0.0840114990584,0.0545623258526,0.0294491732058,-0.0114477438333,0.0682331439088
C_hohonet_shared_global,ridge,manual,scope_p_oos_insufficient,40,17,12,0.00862928591737,0.028770226322,-0.0201409404046,-0.0298049327772,-0.0116664445922
C_hohonet_shared_global,ridge,manual,scope_p_oos_open_boundary,40,17,12,0.205145650377,0.199753490799,0.00539215957777,-0.143389694974,0.105892473024
C_hohonet_shared_global,ridge,manual,scope_p_oos_split_level,40,17,12,0.0350714949049,0.0427820113764,-0.00771051647141,-0.0250763756417,0.0236928764445
C_hohonet_shared_global,ridge,manual,within_topology_geometry_dispersion,29,13,10,0.0512249230122,0.046267236375,0.00495768663714,-0.00434374514434,0.0136326494984
C_bilayout_fg_enclosed_global,knn,manual,owner_valid_active_seconds,40,17,12,126.2125,83.3475,42.865,9.25564342752,89.4397372159
C_bilayout_fg_enclosed_global,knn,manual,point_count_disagreement,33,14,11,0.215884993355,0.257790646817,-0.0419056534617,-0.144096705378,0.102242783872
C_bilayout_fg_enclosed_global,knn,manual,reference_geometry_error,31,13,9,0.0611629106189,0.0654324536659,-0.00426954304702,-0.0226305734468,0.0195706348046
C_bilayout_fg_enclosed_global,knn,manual,scope_entropy,40,17,12,0.285778209001,0.449539889325,-0.163761680324,-0.326365754203,0.0207170230296
C_bilayout_fg_enclosed_global,knn,manual,scope_non_normal_rate,40,17,12,0.168713768116,0.225489993099,-0.0567762249827,-0.190162964221,0.034260304631
C_bilayout_fg_enclosed_global,knn,manual,scope_p_normal,40,17,12,0.168713768116,0.225489993099,-0.0567762249827,-0.190162964221,0.0342603046311
C_bilayout_fg_enclosed_global,knn,manual,scope_p_oos_geometry,40,17,12,0.0726177536232,0.0594510006901,0.013166752933,-0.0164042983629,0.0426666191765
C_bilayout_fg_enclosed_global,knn,manual,scope_p_oos_insufficient,40,17,12,0.018125,0.0455416666667,-0.0274166666667,-0.0886125,0.0187302387914
C_bilayout_fg_enclosed_global,knn,manual,scope_p_oos_open_boundary,40,17,12,0.185126811594,0.172414855072,0.0127119565217,-0.142629759087,0.11884243549
C_bilayout_fg_enclosed_global,knn,manual,scope_p_oos_split_level,40,17,12,0.03,0.0254166666667,0.00458333333335,-0.0158163265306,0.0368260732323
C_bilayout_fg_enclosed_global,knn,manual,within_topology_geometry_dispersion,29,13,10,0.0520836170173,0.0513510398629,0.000732577154378,-0.00889460925426,0.0106333112381
C_bilayout_fg_enclosed_global,ridge,manual,owner_valid_active_seconds,40,17,12,888.994262022,74.1536315304,814.840630492,17.5758100202,2714.42103094
C_bilayout_fg_enclosed_global,ridge,manual,point_count_disagreement,33,14,11,0.210929660637,0.263478787601,-0.0525491269636,-0.139775672524,0.0488047768685
C_bilayout_fg_enclosed_global,ridge,manual,reference_geometry_error,31,13,9,0.0689384250538,0.0494669162616,0.0194715087923,-0.006018434028,0.0527161463089
C_bilayout_fg_enclosed_global,ridge,manual,scope_entropy,40,17,12,0.287226327464,0.433338945557,-0.146112618093,-0.303666563853,0.0377688459803
C_bilayout_fg_enclosed_global,ridge,manual,scope_non_normal_rate,40,17,12,0.180246817725,0.22115820909,-0.0409113913653,-0.186973399355,0.0633059195271
C_bilayout_fg_enclosed_global,ridge,manual,scope_p_normal,40,17,12,0.180246817725,0.22115820909,-0.0409113913653,-0.186973399355,0.0633059195271
C_bilayout_fg_enclosed_global,ridge,manual,scope_p_oos_geometry,40,17,12,0.0876945302171,0.0549937150509,0.0327008151662,-0.00519371808842,0.0727048481719
C_bilayout_fg_enclosed_global,ridge,manual,scope_p_oos_insufficient,40,17,12,0.0241877933068,0.025498155396,-0.0013103620892,-0.03050882599,0.0407281433377
C_bilayout_fg_enclosed_global,ridge,manual,scope_p_oos_open_boundary,40,17,12,0.197604267092,0.184736663182,0.0128676039104,-0.147702742947,0.114192158515
C_bilayout_fg_enclosed_global,ridge,manual,scope_p_oos_split_level,40,17,12,0.0324311010729,0.0400951569972,-0.00766405592432,-0.0284418257131,0.0234604604088
C_bilayout_fg_enclosed_global,ridge,manual,within_topology_geometry_dispersion,29,13,10,0.0536279050888,0.0612585843051,-0.00763067921629,-0.0193622345967,0.00358331884029
C_da3_layer11_global,knn,manual,owner_valid_active_seconds,40,17,12,111.7,92.6525,19.0475,-16.3065495758,66.0084811828
C_da3_layer11_global,knn,manual,point_count_disagreement,33,14,11,0.231718654644,0.35267249951,-0.120953844867,-0.244311864027,0.033179684114
C_da3_layer11_global,knn,manual,reference_geometry_error,31,13,9,0.0551135889045,0.068093967422,-0.0129803785175,-0.0383031333641,0.00812409139239
C_da3_layer11_global,knn,manual,scope_entropy,40,17,12,0.293524074447,0.508822798912,-0.215298724466,-0.403830080144,-0.00187856588786
C_da3_layer11_global,knn,manual,scope_non_normal_rate,40,17,12,0.184130434783,0.229969720497,-0.0458392857142,-0.169571824382,0.0502777942788
C_da3_layer11_global,knn,manual,scope_p_normal,40,17,12,0.184130434783,0.229969720497,-0.0458392857142,-0.169571824382,0.0502777942788
C_da3_layer11_global,knn,manual,scope_p_oos_geometry,40,17,12,0.0726177536232,0.0688315217391,0.00378623188402,-0.0207098452965,0.0290305970712
C_da3_layer11_global,knn,manual,scope_p_oos_insufficient,40,17,12,0.00916666666667,0.0146286231884,-0.00546195652173,-0.00904419920139,-0.00134408602151
C_da3_layer11_global,knn,manual,scope_p_oos_open_boundary,40,17,12,0.195335144928,0.191503623188,0.00383152173908,-0.143789183594,0.10211341298
C_da3_layer11_global,knn,manual,scope_p_oos_split_level,40,17,12,0.0320833333334,0.0338242753623,-0.00174094202897,-0.0241671376811,0.0304000836121
C_da3_layer11_global,knn,manual,within_topology_geometry_dispersion,29,13,10,0.0525600301686,0.0550576619876,-0.00249763181894,-0.0146644876546,0.00775433926792
C_da3_layer11_global,ridge,manual,owner_valid_active_seconds,40,17,12,183.858024584,79.7321564741,104.125868109,10.1672284091,298.766185624
C_da3_layer11_global,ridge,manual,point_count_disagreement,33,14,11,0.226109279687,0.349059157956,-0.122949878268,-0.273403359891,0.0318074519666
C_da3_layer11_global,ridge,manual,reference_geometry_error,31,13,9,0.0783661077207,0.075561089988,0.0028050177327,-0.0354624791722,0.0463668967903
C_da3_layer11_global,ridge,manual,scope_entropy,40,17,12,0.307279638523,0.593683871922,-0.286404233399,-0.467927858203,-0.0445320164035
C_da3_layer11_global,ridge,manual,scope_non_normal_rate,40,17,12,0.191683246016,0.249362831664,-0.0576795856471,-0.191415493407,0.0374408241416
C_da3_layer11_global,ridge,manual,scope_p_normal,40,17,12,0.191683246016,0.249362831664,-0.0576795856471,-0.191415493407,0.0374408241415
C_da3_layer11_global,ridge,manual,scope_p_oos_geometry,40,17,12,0.0692709962498,0.057525742664,0.0117452535858,-0.019285571251,0.0454957185914
C_da3_layer11_global,ridge,manual,scope_p_oos_insufficient,40,17,12,0.00832702552501,0.0304976252655,-0.0221705997405,-0.034716262732,-0.0103514725641
C_da3_layer11_global,ridge,manual,scope_p_oos_open_boundary,40,17,12,0.22415489823,0.198390591041,0.0257643071885,-0.119852163291,0.132137588655
C_da3_layer11_global,ridge,manual,scope_p_oos_split_level,40,17,12,0.0328166996723,0.0405556265348,-0.00773892686253,-0.0270226892376,0.0242368515935
C_da3_layer11_global,ridge,manual,within_topology_geometry_dispersion,29,13,10,0.0515428895844,0.0485314572443,0.00301143234012,-0.00758368781898,0.0127675319773
