pair_id,image_a,image_b,building,relation_eligible,max_same_capture_angle,median_same_capture_angle,median_center_distance,max_center_distance,predicted_capture_baseline,center_spread_over_baseline,passes_rotation_consistency_at_5deg,passes_rotation_consistency_at_10deg,passes_rotation_consistency_at_20deg,passes_rotation_consistency_at_40deg,rotation_consistency_is_necessary_not_sufficient,all_projectable_candidates,all_predicted_depth_agreement_0.01,all_predicted_depth_agreement_0.05,all_predicted_depth_agreement_0.1,all_relative_depth_error_median,nadir_excluded_projectable_candidates,nadir_excluded_predicted_depth_agreement_0.01,nadir_excluded_predicted_depth_agreement_0.05,nadir_excluded_predicted_depth_agreement_0.1,nadir_excluded_relative_depth_error_median
pair0010,2t7WUuJeko7_976c954bc5944db493d6149ee4bc7a2a,2t7WUuJeko7_a3297c84260041288c5c38c0d1aa0a9a,2t7WUuJeko7,True,176.232185989,36.7769016316,0.232577413321,0.412856161594,0.65528690815,0.630038797855,False,False,False,False,True,28366,0.0200944793062,0.106923781993,0.206514841712,0.234820522368,26344,0.0172714849681,0.0943668387489,0.184178560583,0.241472169757
pair0011,2t7WUuJeko7_b72b7b78675f429a9f382a44e551cffc,2t7WUuJeko7_cc34e9176bfe47ebb23c58c165203134,2t7WUuJeko7,True,104.761068038,26.4044749477,0.370316505432,0.944706261158,0.505194962025,1.86998355389,False,False,False,False,True,38584,0.101544681733,0.393997511922,0.577026746838,0.0744075067341,35020,0.110508280982,0.426042261565,0.613735008567,0.0654655881226
pair0012,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va_1e7c16e6cb054c9fbbeb15160bc11f73,7y3sRwLe3Va,False,112.227484354,32.6278862458,0.213114440441,0.782874166965,0.520596921444,1.5038009882,False,False,False,False,True,41651,0.0217041607644,0.128856450025,0.271974262323,0.20251250267,37972,0.0203571052354,0.115269145686,0.256399452228,0.206783622503
pair0013,7y3sRwLe3Va_1679b5de39e548d38ba240f2fd99cae9,7y3sRwLe3Va_92fb09a83f8949619b9dc5bda2855456,7y3sRwLe3Va,True,121.59307472,38.086055443,0.373618304729,0.695424258709,0.177656888962,3.91442322731,False,False,False,False,True,49229,0.0260009344086,0.12092465823,0.220642304333,0.289916068316,46406,0.0263758996681,0.12239796578,0.2196267724,0.32595077157
pair0014,7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va,True,149.266341168,24.5840296542,0.405967742205,1.34687030315,0.68847066164,1.95632195473,False,False,False,False,True,53846,0.0370129628942,0.150001857148,0.256732162092,0.289800286293,49332,0.0355347441823,0.141429498095,0.249067542366,0.291199281812
pair0015,7y3sRwLe3Va_54e499c336a0490d8cf1684049f36040,7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,7y3sRwLe3Va,False,175.18234973,31.3284962805,0.373649895191,1.02172160149,1.23629236221,0.826440095901,False,False,False,False,True,48101,0.025966196129,0.132304941685,0.290867133739,0.21950507164,46327,0.0269605197833,0.137371295357,0.302005310078,0.206254214048
pair0016,7y3sRwLe3Va_606f9842b8af48daa28f10df8b69d861,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,7y3sRwLe3Va,False,179.185091773,89.7173535942,0.514531254768,0.893395721912,0.731653749943,1.22106349468,False,False,False,False,True,42951,0.0350864939117,0.168075248539,0.361504970781,0.154316052794,38887,0.0352302826137,0.165093733124,0.362691902178,0.153625458479
pair0017,7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va,True,117.949968702,24.4109644097,0.39599019289,0.698630213737,0.263801783323,2.64831495285,False,False,False,False,True,48470,0.0824840107283,0.305941819682,0.437239529606,0.138040088117,44887,0.0854590415933,0.312406710183,0.439236304498,0.141366347671
pair0018,7y3sRwLe3Va_99b1210b63c94f9184a9f06032a2ea4a,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,True,143.329556744,51.9235245694,0.35736900568,0.921123981476,1.04163777828,0.884303569794,False,False,False,False,True,49495,0.039700979897,0.159187796747,0.250005051015,0.303631454706,47732,0.0406645437023,0.162239168692,0.25395960781,0.301506415009
pair0019,7y3sRwLe3Va_9bbf903d50da4ffd9e5d1fb7c9f4d69b,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,False,109.064642816,34.9076730743,0.327734768391,1.1912072897,1.0543847084,1.12976527214,False,False,False,False,True,29857,0.0582777908028,0.340925076197,0.458451954316,0.126677051187,28798,0.0595527467185,0.347940829224,0.462289047851,0.125559091568
pair0020,7y3sRwLe3Va_9e4c92fd7eb74504baecf55a3264716e,7y3sRwLe3Va_b564162b2c7d4033bfe6ef3dfb959c9e,7y3sRwLe3Va,True,179.505836515,140.43966433,0.152479737997,0.383252829313,0.062919318676,6.09117889404,False,False,False,False,True,44779,0.0303713794413,0.115545233257,0.21912056991,0.222618997097,42107,0.0188567221602,0.0815303868715,0.177927660484,0.24387845397
pair0021,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va,True,109.157503071,33.4857737219,0.42112404108,0.962912023067,0.697115838528,1.38127982616,False,False,False,False,True,42395,0.0150725321382,0.0943035735346,0.190116759052,0.211058646441,40921,0.0130250971384,0.084479851421,0.172551990421,0.220144301653
pair0022,7y3sRwLe3Va_dd83fb40a2e14ac99de9fe9bcfaf44df,7y3sRwLe3Va_dfe1f8e8b58d4da49f0c73516e7a4b67,7y3sRwLe3Va,True,144.067527595,14.1112840324,0.286333024502,0.667860209942,0.275863558054,2.42098021507,False,False,False,False,True,44221,0.0296239343298,0.164469369756,0.292485470704,0.223764434457,43766,0.0299319106155,0.166179225883,0.295480509985,0.218590788543
pair0023,B6ByNegPMKs_0f8e559bf8d4427ba275e63aba46e3e5,B6ByNegPMKs_8c889fb13bce4bcebdac872570cb5381,B6ByNegPMKs,True,168.149762053,97.539366401,0.214809045196,0.456461846828,0.100823573768,4.52733278275,False,False,False,False,True,97938,0.0189813963936,0.0866160223815,0.175478363863,0.368800848722,86583,0.0173475162561,0.0787798990564,0.155838906021,0.369954973459
pair0024,B6ByNegPMKs_1bf33cdff9a54d65a9be6889eb912fb5,B6ByNegPMKs_ce2f5a74556c4be192df3ca7a178cefb,B6ByNegPMKs,True,123.516488632,46.5188106187,0.272880315781,0.596643924713,0.751012980938,0.794452190399,False,False,False,False,True,39028,0.0424054524956,0.211104847802,0.355129650507,0.14841260016,37608,0.0439800042544,0.218783237609,0.367395235056,0.146790578961
pair0025,B6ByNegPMKs_3ed1f9b2f3c341d68c6d42895f56f7f9,B6ByNegPMKs_c36b46ddcadf4896a2aa0abca657f33d,B6ByNegPMKs,True,143.60730541,57.3772933508,0.441284924746,1.06455659866,0.688282728195,1.54668498039,False,False,False,False,True,61915,0.0189776306226,0.177097633853,0.27965759509,0.186217293143,58789,0.0187790232867,0.180799129089,0.284355916923,0.184690073133
pair0026,B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs_dbc3c79b1ce74d209239b1572bd249bb,B6ByNegPMKs,False,110.119712576,67.439116232,0.319121539593,0.612714886665,0.255857169628,2.39475369453,False,False,False,False,True,61158,0.0498054220216,0.212727688937,0.35416462278,0.167080000043,58197,0.047511040088,0.186023334536,0.321786346375,0.179900690913
pair0027,B6ByNegPMKs_8b4e1e0ada214ee68dc9e0350cbad884,B6ByNegPMKs_ce6c6753bebe462e804ec5a2fc8b0580,B6ByNegPMKs,True,143.938905012,49.6421284883,0.29062217474,1.82314395905,1.32731425762,1.37355864048,False,False,False,False,True,47294,0.0319702287817,0.170951917791,0.305556730241,0.183381170034,43383,0.033792038356,0.180093585045,0.320402000784,0.174657002091
pair0028,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,False,93.0516525917,18.9039364846,0.36470875144,0.888392627239,0.327318012714,2.71415758133,False,False,False,False,True,59648,0.0539330740343,0.282339726395,0.456645654506,0.116714596748,56041,0.0480005710105,0.268339251619,0.443425349298,0.121670521796
pair0029,S9hNv5qa7GM_181c56d99ddd42ba8d4be09dbb135381,S9hNv5qa7GM_b14dbfea048449aa8b8934cbf491a10a,S9hNv5qa7GM,False,179.3333955,70.488576297,0.413059771061,0.967938661575,0.607270598412,1.59391653538,False,False,False,False,True,42260,0.0198769522007,0.0951490771415,0.176739233318,0.363997668028,40683,0.0201558390483,0.096108939852,0.178059631787,0.371826142073
pair0030,S9hNv5qa7GM_27869fb0e3414f2687b9580b335ec615,S9hNv5qa7GM_743e6d37beae4b6482a43ae41e634e67,S9hNv5qa7GM,True,165.649107759,57.7324509974,0.290539771318,0.485962837934,1.12702023983,0.43119263649,False,False,False,False,True,41646,0.02331556452,0.1139125006,0.250732363252,0.169486150146,39889,0.0242172027376,0.118278222066,0.25896863797,0.16352905333
pair0031,S9hNv5qa7GM_2ea5348654d24115bba3dcdb21fa655e,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM,False,179.303809782,105.628344974,0.165162742138,0.310478657484,0.117062799633,2.65224003792,False,False,False,False,True,142394,0.0171917356068,0.082243633861,0.152211469584,0.382298693061,134430,0.0156661459496,0.0771107639664,0.142735996429,0.390404939651
pair0032,S9hNv5qa7GM_322a5d3bbca1428fb92d39bfc6e603ee,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM,True,104.315283538,48.904853572,0.329754292965,1.11965513229,1.18140244484,0.947733879089,False,False,False,False,True,42439,0.0291948443649,0.128325361107,0.312731214213,0.201837182045,38458,0.0309948515263,0.136122523272,0.335768890738,0.168571688235
pair0033,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54,S9hNv5qa7GM,True,171.468082477,51.2105180828,0.274479746819,0.596149921417,0.670791745186,0.888725757599,False,False,False,False,True,49246,0.0459326645819,0.193457336636,0.32455427852,0.167539253831,47901,0.0466169808563,0.195611782635,0.326235360431,0.166498571634
pair0034,S9hNv5qa7GM_674b3b6705604a4c8b89182edee11e54,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,True,159.653100638,50.8647983358,0.276720643044,0.641668915749,0.622113525867,1.03143382072,False,False,False,False,True,38028,0.0961659829599,0.397023246029,0.555038392763,0.0786415822804,36896,0.0982491326973,0.405084562012,0.562689722463,0.0750622451305
pair0035,S9hNv5qa7GM_8b55e4f095374cfe8ddb0fda0f0dfa02,S9hNv5qa7GM_ed36c0b595de42f0a4e13ba5d332814a,S9hNv5qa7GM,True,83.3523025402,33.5027984228,0.444702744484,0.679603815079,0.540521502495,1.25731134415,False,False,False,False,True,40633,0.050500824453,0.249698520907,0.402333079024,0.139956191182,37219,0.0410005642279,0.226765899138,0.377656573256,0.144414559007
pair0036,S9hNv5qa7GM_b14dbfea048449aa8b8934cbf491a10a,S9hNv5qa7GM_ed7387d968874f4bbe512395b64405af,S9hNv5qa7GM,False,166.921659081,72.224144441,0.48278003931,0.869726240635,0.786259412766,1.10615682602,False,False,False,False,True,55847,0.0256056726413,0.148674055903,0.297061614769,0.187079563737,50598,0.0253172062137,0.147891220997,0.293391043124,0.191920347512
pair0037,S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM_dbcf0a37c275473094e1160770291679,S9hNv5qa7GM,True,108.82993682,29.4094277236,0.370403170586,1.01511216164,0.549988567829,1.84569680691,False,False,False,False,True,47463,0.0572656595664,0.23957609085,0.453953605967,0.114712268114,45179,0.0511963522876,0.222824763718,0.44425507426,0.117600120604
pair0038,S9hNv5qa7GM_dbcf0a37c275473094e1160770291679,S9hNv5qa7GM_e5e6c99e38014827b50ad33cd22e3c9d,S9hNv5qa7GM,True,120.955113853,20.3973042074,0.314527571201,0.818232655525,0.744084835052,1.09964966774,False,False,False,False,True,42723,0.0552863797018,0.210870023173,0.351005313297,0.157900586724,40936,0.0576998241157,0.220075239398,0.365301934727,0.15246065706
pair0039,UwV83HsGsw3_0f1385fc03994285ad8253b49516d77b,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3,True,168.926670298,79.4854705605,0.311347484589,0.661091923714,0.358280450106,1.84518003464,False,False,False,False,True,38881,0.0311720377562,0.17535557213,0.353000180037,0.157461896539,38071,0.0316251214835,0.17753670773,0.356675684905,0.154969885945
pair0040,UwV83HsGsw3_1018c8753d68416e8f2d48a144282aeb,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,False,117.655523798,23.4300114369,0.371863126755,0.791603207588,0.609416246414,1.29895329475,False,False,False,False,True,46966,0.0635353234255,0.377890388792,0.600519524763,0.0720987841487,42867,0.0593696783073,0.367532134276,0.596589451093,0.0735651180148
pair0041,UwV83HsGsw3_16af52545aff47afb4d7b330a49091a2,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3,True,115.398616839,33.3904605652,0.270775318146,0.796998262405,0.457350045443,1.74264383316,False,False,False,False,True,47853,0.0239483417968,0.124945144505,0.277077717176,0.179510682821,45267,0.0223120595577,0.118408553693,0.26858417832,0.183128595352
pair0042,UwV83HsGsw3_2460d9e0bb2047e3b15b5eeeb58f68a8,UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,UwV83HsGsw3,False,169.584375941,71.2990066952,0.488246262074,1.14950108528,0.362913370132,3.16742563248,False,False,False,False,True,48373,0.0232774481632,0.119467471523,0.26791805346,0.30437490344,47334,0.0235560062534,0.121371529978,0.272277855241,0.295252978802
pair0043,UwV83HsGsw3_28e58f32d4274b62ac6d2b239e9e8516,UwV83HsGsw3_a497aa9041fd41b3b5e6f3cab0849f98,UwV83HsGsw3,False,63.1187551466,30.0664651084,0.374952793121,0.70687431097,0.475198417902,1.48753511906,False,False,False,False,True,48917,0.0531308134186,0.300529468283,0.483860416624,0.10498354584,45167,0.0570106493679,0.322292824407,0.515951911794,0.0952149182558
pair0044,UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3,True,118.616923659,43.4047639216,0.28955155611,0.533855855465,0.57452082634,0.929219305515,False,False,False,False,True,40855,0.0544608982989,0.28738220536,0.532566393342,0.0905976071954,37545,0.0583566387002,0.307444400053,0.567505659875,0.0836085602641
pair0045,UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3,True,177.956897345,32.1767934243,0.371341735125,0.944535553455,0.773051440716,1.22182750702,False,False,False,False,True,64396,0.0104975464315,0.0568979439717,0.110348468849,0.634062826633,59792,0.00933235215413,0.0521474444742,0.106485817501,0.656293272972
pair0046,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,UwV83HsGsw3,False,69.2574481093,23.136236575,0.490265071392,0.912108361721,0.510144352913,1.78794169426,False,False,False,False,True,43620,0.0915635029803,0.356556625401,0.529825767996,0.0899844542146,40833,0.0959028236965,0.362598878358,0.514608282517,0.0940120890737
pair0047,UwV83HsGsw3_a7ae0b7c2c574b4a843af1be0c808f77,UwV83HsGsw3_cfd92c05e31846e89144f7b2bb8e59a8,UwV83HsGsw3,False,178.340498821,38.9742934784,0.26672706008,0.862537443638,0.712809920311,1.21005249023,False,False,False,False,True,43330,0.0421186245096,0.154211862451,0.227509808447,0.423404872417,42432,0.0420437405732,0.152691365008,0.222615007541,0.441518396139
pair0048,UwV83HsGsw3_b979526475874ad68ae33f02d407a1fc,UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,UwV83HsGsw3,True,154.359850503,29.557581071,0.304333716631,0.781744301319,1.46190190315,0.534744679928,False,False,False,False,True,54739,0.0431319534518,0.197427793712,0.316428871554,0.24966673553,52349,0.0450629429406,0.205467153145,0.329404573153,0.235861122608
pair0049,UwV83HsGsw3_c3d8db2f8817403e88c7d96e96ebd9b6,UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f,UwV83HsGsw3,False,177.920906689,67.0291697323,0.343605846167,0.786350429058,0.405923753977,1.93718755245,False,False,False,False,True,35242,0.0292264911186,0.162703592305,0.289966517224,0.230117991567,31082,0.026414001673,0.154011968342,0.272183257191,0.242192603648
pair0050,UwV83HsGsw3_cfe01e0f074a4a2cb892c6052bce550f,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,False,177.092545925,103.872346232,0.199794709682,0.544527709484,0.30684030056,1.77462899685,False,False,False,False,True,63733,0.0132741280028,0.0677514003734,0.127861547393,0.486859470606,61772,0.0136145826588,0.0693841870103,0.130220812018,0.487555250525
pair0051,VFuaQ6m2Qom_109e18c64a614dc49e41a33ae979f98a,VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4,VFuaQ6m2Qom,False,169.522949902,63.3713244479,0.317529588938,0.657422304153,0.589549422264,1.11512672901,False,False,False,False,True,41729,0.032639171799,0.189053176448,0.306022190803,0.174699604511,40810,0.0333251654006,0.192893898554,0.311908845871,0.170870728791
pair0052,VFuaQ6m2Qom_24d1e0ee55a542b68d600b81eae4f4d4,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom,False,117.433117443,27.6195005247,0.344882905483,0.545840203762,0.687761008739,0.793648064137,False,False,False,False,True,34723,0.0619762117329,0.273910664401,0.407280476917,0.141699656844,33276,0.0646712345234,0.285821613175,0.424930881116,0.130132250488
pair0053,VFuaQ6m2Qom_381ce3cd69b846c3b920be16d29ed48e,VFuaQ6m2Qom_8a4ee4cfaba847cc8e68500039c9a916,VFuaQ6m2Qom,True,129.74109183,52.4191453472,0.344881594181,0.611139237881,0.380706101656,1.60527825356,False,False,False,False,True,42516,0.0367861510961,0.223351208957,0.346763571361,0.222406469285,40403,0.037398213004,0.229735415687,0.358290225973,0.207355603576
pair0054,VFuaQ6m2Qom_5fb269a812f349b4bc2ad5dfac000b85,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,False,86.0433787938,30.7304543417,0.341873139143,0.85180336237,0.788625180721,1.08011174202,False,False,False,False,True,39334,0.050388976458,0.249377129201,0.389408654091,0.150588653982,37624,0.0517754624708,0.255262598341,0.398283010844,0.145608618855
pair0055,VFuaQ6m2Qom_8a4ee4cfaba847cc8e68500039c9a916,VFuaQ6m2Qom_93510fabb581438887c1d3e65093b7ae,VFuaQ6m2Qom,True,177.890305436,56.2525382725,0.301335453987,0.60734552145,0.975831627846,0.622387588024,False,False,False,False,True,28886,0.0618292598491,0.211901959427,0.360866855916,0.163303367794,27788,0.0642363610191,0.220202965309,0.374442205268,0.151333339512
pair0056,VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom,False,61.8862682655,27.0939156991,0.408072113991,0.712199985981,0.834341168404,0.853607654572,False,False,False,False,True,44379,0.0447058293337,0.217963451182,0.433898916154,0.117109641433,41608,0.0465054797154,0.225605652759,0.44291963084,0.115077320486
pair0057,VFuaQ6m2Qom_f0be18aa2f1d4aa2b6adf355a86f34b8,VFuaQ6m2Qom_f75a440593bb4140b899730917096859,VFuaQ6m2Qom,False,118.083614952,40.7139523524,0.488360017538,1.03201556206,1.05944633484,0.974108397961,False,False,False,False,True,49587,0.0489039465989,0.217496521266,0.42077560651,0.13193872571,47124,0.0499533146592,0.221670486376,0.43175451999,0.12593255192
pair0058,VLzqgDo317F_35299a16cf1e447da4c15c443929c27a,VLzqgDo317F_79ee9be0827a4de19da5b3e475e3ae0a,VLzqgDo317F,False,125.475112075,38.2097031724,0.345183670521,0.742504835129,0.65475577116,1.13401806355,False,False,False,False,True,38178,0.024988213107,0.146288438368,0.254727853738,0.232965856791,35747,0.0253447841777,0.149858729404,0.259686127507,0.228086128831
pair0059,X7HyMhZNoso_0e0c08b705704f80b5f31c2bd3a40583,X7HyMhZNoso_e40ff9839f0b4a35a25e9dc16d391ae4,X7HyMhZNoso,True,171.876821284,85.1802688526,0.272470653057,0.60907459259,0.200768902898,3.03370976448,False,False,False,False,True,53807,0.0144590852491,0.0698236288959,0.153585964651,0.340475916862,50653,0.0132075099204,0.0570548634829,0.123743904606,0.373525679111
pair0060,X7HyMhZNoso_0e8aea225d0942f494fd2255f49eb314,X7HyMhZNoso_a59d092e0c50479089a85c2b36dd6d20,X7HyMhZNoso,False,101.625331598,33.529691518,0.442946493626,0.810940384865,0.290317237377,2.79329061508,False,False,False,False,True,50822,0.066703396167,0.231809059069,0.392822006218,0.135684683919,47264,0.0695878469871,0.223616283006,0.375063473257,0.144039072096
pair0061,X7HyMhZNoso_215ab480f5084ac992c0d0e6b3e82268,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,True,179.623165524,86.6739308708,0.310622632504,1.22786831856,0.821989476681,1.4937762022,False,False,False,False,True,32885,0.0257260149004,0.135806598753,0.254705792915,0.293119519949,30976,0.0268917871901,0.142077737603,0.266044679752,0.283800885081
pair0062,X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso_f59aa4dda2024d88ac3f9b22331b475b,X7HyMhZNoso,True,78.4397383189,29.7489999355,0.374328076839,0.594955980778,0.74703758955,0.796420395374,False,False,False,False,True,50105,0.103782057679,0.313361939926,0.483804011576,0.104285910726,46878,0.103289389479,0.316758394129,0.483958359998,0.104260787368
pair0063,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso_a60fbec046b04e5bb256d4a665219f35,X7HyMhZNoso,True,66.0169996316,31.2025484196,0.321027994156,1.09096193314,0.762623012066,1.43053901196,False,False,False,False,True,40830,0.0216997305903,0.119642419789,0.249375459221,0.210861906409,39592,0.0220246514447,0.120756718529,0.249974742372,0.210868820548
pair0064,X7HyMhZNoso_2bb4931911e4412cb51f6437a82c5b6c,X7HyMhZNoso_445ae0203f294b5c9889505576e37998,X7HyMhZNoso,True,166.600726543,41.217022238,0.367645859718,0.916518330574,0.970940232277,0.943949282169,False,False,False,False,True,45580,0.02404563405,0.166147433085,0.406340500219,0.135562516749,42836,0.0253991969372,0.176276963302,0.431249416379,0.121054515243
pair0065,X7HyMhZNoso_2fa0da1a66e04428b315cb93b72143d5,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,False,129.170643955,57.6056427665,0.386976957321,0.860330283642,0.496237099171,1.73370814323,False,False,False,False,True,42622,0.0396508845197,0.216226361973,0.389845619633,0.146047867835,36810,0.0412931268677,0.210268948655,0.380657430046,0.148361176252
