building_id,config,source_n,folds,target_appearances,common_people_budget,k_max,outside_pool_n,outside_group_n_min,outside_group_n_max,prediction_identified_folds,prediction_not_reached_folds,prediction_unknown_folds,prediction_lower_onset_finite_folds,prediction_both_onsets_finite_folds,prediction_onset_width_le2_folds,prediction_lower_crossing_lt5_folds,prediction_onset_width_mean_among_both_finite,prediction_lower_onset_mean_among_finite,same_error_lower,same_error_upper,outside_error_lower,outside_error_upper,benefit_lower,benefit_upper,same_prediction_unknown_mean,target_unknown_mean,outside_prediction_unknown_mean,outside_N_identified_prediction_fraction,target_N_identified_n,target_N_not_reached_n,target_N_unknown_n,target_N_both_finite_n,target_N_interval_width_le2_n,target_N_lower_crossing_lt5_n,N_identified_pairs,N_absolute_error_sum,outside_N_identified_pairs,outside_N_absolute_error_sum,N_MAE_identified,outside_N_MAE_identified,cohort
B6ByNegPMKs,q_0.900,all,6,9,24,19,35,35,50,2,1,3,2,2,2,0,0,6,0.0573903508772,0.501973684211,0.167614097744,0.591576817043,-0.334359586466,0.534186466165,0.29201754386,0.29201754386,0.278486090226,0.198571428571,3,3,3,3,3,0,0,0,25,103,,4.12,with_workers
B6ByNegPMKs,q_0.925,all,6,9,24,19,35,35,50,2,1,3,2,2,2,0,0,6,0.0573903508772,0.501973684211,0.166880889724,0.600164912281,-0.335092794486,0.542774561404,0.29201754386,0.29201754386,0.288996052632,0.281428571429,3,3,3,3,3,0,0,0,35,113,,3.22857142857,with_workers
B6ByNegPMKs,q_0.950,all,6,9,24,19,35,35,50,0,1,5,2,2,1,0,2,17.5,0.0165789473684,0.495745614035,0.119185776942,0.579703070175,-0.376559837093,0.563124122807,0.340877192982,0.340877192982,0.284258270677,0.281428571429,0,3,6,3,0,0,0,0,0,0,,,with_workers
B6ByNegPMKs,q_0.975,all,6,9,24,19,35,35,50,0,0,6,0,0,0,0,,,0,0.730109649123,0.0216649122807,0.758961591479,-0.708444736842,0.758961591479,0.655701754386,0.655701754386,0.479983458647,0.105714285714,0,0,9,0,0,0,0,0,0,0,,,with_workers
S9hNv5qa7GM,ospa30_t6,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.210666666667,0.996666666667,0.219113333333,0.763323333333,-0.777553333333,0.552656666667,0.426333333333,0.426333333333,0.328326666667,0.2,0,0,2,1,1,1,0,0,0,0,,,with_workers
S9hNv5qa7GM,q_0.800,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.0716666666667,0.773333333333,0.214243333333,0.687686666667,-0.55909,0.61602,0.384166666667,0.384166666667,0.23996,0.2,0,0,2,1,1,1,0,0,0,0,,,with_workers
S9hNv5qa7GM,q_0.850,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.0716666666667,0.773333333333,0.216793333333,0.69038,-0.55654,0.618713333333,0.384166666667,0.384166666667,0.239613333333,0.2,0,0,2,1,1,1,0,0,0,0,,,with_workers
S9hNv5qa7GM,q_0.900,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.0716666666667,0.773333333333,0.212126666667,0.704446666667,-0.561206666667,0.63278,0.384166666667,0.384166666667,0.264886666667,0.2,0,0,2,1,1,1,0,0,0,0,,,with_workers
S9hNv5qa7GM,q_0.925,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.113333333333,0.819666666667,0.200646666667,0.71266,-0.61902,0.599326666667,0.3865,0.3865,0.295673333333,0.24,0,0,2,1,1,1,0,0,0,0,,,with_workers
S9hNv5qa7GM,q_0.950,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.141,0.867333333333,0.197226666667,0.72685,-0.670106666667,0.58585,0.3965,0.3965,0.318586666667,0.24,0,0,2,1,1,1,0,0,0,0,,,with_workers
S9hNv5qa7GM,q_0.975,all,2,2,20,15,52,50,50,0,0,2,1,1,1,1,1,2,0.054,0.999,0.154956666667,0.844466666667,-0.844043333333,0.790466666667,0.505833333333,0.505833333333,0.478893333333,0.12,0,0,2,1,1,1,0,0,0,0,,,with_workers
UwV83HsGsw3,ospa30_t6,all,62,186,23,18,44,44,50,1,61,0,1,1,1,0,0,8,0.169495494823,0.526196311231,0.18374578586,0.618382415304,-0.34245052537,0.448886920482,0.265787037037,0.265787037037,0.327091597019,0.0548387096774,31,155,0,31,31,0,0,0,110,490,,4.45454545455,with_workers
UwV83HsGsw3,q_0.800,all,62,186,23,18,44,44,50,2,36,24,2,2,2,0,0,11,0.0993016104142,0.620803937674,0.147076721245,0.561974094711,-0.47372721643,0.462672484296,0.369953703704,0.369953703704,0.211867330292,0.168064516129,31,93,62,31,31,0,0,0,296,1497,,5.05743243243,with_workers
UwV83HsGsw3,q_0.850,all,62,186,23,18,44,44,50,2,37,23,2,2,2,0,0,11,0.0984095977698,0.627093065512,0.145872340248,0.562727093991,-0.481220725263,0.464317496221,0.374953703704,0.374953703704,0.211869084392,0.159677419355,31,93,62,31,31,0,0,0,285,1461,,5.12631578947,with_workers
UwV83HsGsw3,q_0.900,all,62,186,23,18,44,44,50,1,50,11,1,1,1,0,0,5,0.108562487555,0.679078629032,0.153170179913,0.604191011934,-0.525908449119,0.495628524379,0.413194444444,0.413194444444,0.231169346693,0.146715542522,31,93,62,31,31,0,0,0,268,1516,,5.65671641791,with_workers
UwV83HsGsw3,q_0.925,all,62,186,23,18,44,44,50,1,10,51,1,1,1,0,0,5,0.0482471749303,0.733114757567,0.0845398695512,0.628213514423,-0.648574888015,0.579966339493,0.532777777778,0.532777777778,0.26162208632,0.124985337243,31,31,124,31,31,0,0,0,242,1249,,5.16115702479,with_workers
UwV83HsGsw3,q_0.950,all,62,186,23,18,44,44,50,1,46,15,1,1,1,0,0,8,0.0771864048188,0.688849960175,0.105994426342,0.632461187276,-0.582855533833,0.555274782457,0.459583333333,0.459583333333,0.289957122706,0.112082111437,31,93,62,31,31,0,0,0,212,968,,4.56603773585,with_workers
UwV83HsGsw3,q_0.975,all,62,186,23,18,44,44,50,1,47,14,1,1,1,0,0,8,0.0990880749701,0.692546445639,0.0862935752009,0.726164940987,-0.606252870438,0.627076866017,0.439398148148,0.439398148148,0.49083848865,0.0299120234604,31,62,93,31,31,0,0,0,60,295,,4.91666666667,with_workers
b8cTxDM8gDG,ospa30_t6,all,2,2,24,19,36,36,36,0,1,1,0,0,0,0,,,0.182631578947,0.933947368421,0.149528508772,0.712244152047,-0.784418859649,0.529612573099,0.431184210526,0.431184210526,0.314466374269,0.25,0,1,1,0,0,0,0,0,0,0,,,with_workers
b8cTxDM8gDG,q_0.800,all,2,2,24,19,36,36,36,0,1,1,0,0,0,0,,,0.199210526316,0.832894736842,0.184484649123,0.655690789474,-0.648410087719,0.456480263158,0.388421052632,0.388421052632,0.247492690058,0.25,0,1,1,0,0,0,0,0,0,0,,,with_workers
b8cTxDM8gDG,q_0.850,all,2,2,24,19,36,36,36,0,1,1,0,0,0,0,,,0.184736842105,0.865526315789,0.184159356725,0.667850877193,-0.681366959064,0.483114035088,0.402631578947,0.402631578947,0.247251461988,0.25,0,1,1,0,0,0,0,0,0,0,,,with_workers
b8cTxDM8gDG,q_0.900,all,2,2,24,19,36,36,36,0,0,2,0,0,0,0,,,0.0107894736842,1,0.062240497076,0.780325292398,-0.937759502924,0.769535818713,0.708157894737,0.708157894737,0.268092105263,0.277777777778,0,0,2,0,0,0,0,0,0,0,,,with_workers
b8cTxDM8gDG,q_0.925,all,2,2,24,19,36,36,36,0,1,1,0,0,0,0,,,0.204473684211,1,0.195526315789,0.747408625731,-0.804473684211,0.54293494152,0.431447368421,0.431447368421,0.294590643275,0.361111111111,0,1,1,0,0,0,0,0,0,0,,,with_workers
b8cTxDM8gDG,q_0.950,all,2,2,24,19,36,36,36,0,0,2,0,0,0,0,,,0.065,1,0.105592105263,0.761487573099,-0.894407894737,0.696487573099,0.596842105263,0.596842105263,0.281067251462,0.333333333333,0,0,2,0,0,0,0,0,0,0,,,with_workers
b8cTxDM8gDG,q_0.975,all,2,2,24,19,36,36,36,0,0,2,0,0,0,0,,,0,0.997368421053,0.0393201754386,0.847478070175,-0.958048245614,0.847478070175,0.716052631579,0.716052631579,0.473574561404,0.166666666667,0,0,2,0,0,0,0,0,0,0,,,with_workers
q9vSo1VnCiC,ospa30_t6,all,30,75,24,19,33,33,50,3,17,10,3,3,3,0,0,6,0.160489766082,0.663744152047,0.146494323498,0.610201189527,-0.517249828549,0.449711423445,0.316894736842,0.316894736842,0.321031193514,0.0753535353535,30,30,15,30,30,0,2,4,120,652,2,5.43333333333,with_workers
q9vSo1VnCiC,q_0.800,all,30,75,24,19,33,33,50,8,20,2,10,10,10,2,0.2,9.7,0.387673245614,0.498630847953,0.238714177299,0.515648479532,-0.259916670654,0.127975233918,0.0862631578947,0.0862631578947,0.273158227007,0.133737373737,15,45,15,30,30,15,2,15,102,457,7.5,4.48039215686,with_workers
q9vSo1VnCiC,q_0.850,all,30,75,24,19,33,33,50,8,20,2,10,10,10,2,0.2,9.7,0.387673245614,0.498630847953,0.23899647395,0.516169786018,-0.259634374003,0.128496540404,0.0862631578947,0.0862631578947,0.273619677033,0.133737373737,15,45,15,30,30,15,2,15,102,484,7.5,4.74509803922,with_workers
q9vSo1VnCiC,q_0.900,all,30,75,24,19,33,33,50,4,20,6,9,9,7,0,2.11111111111,11.7777777778,0.33236622807,0.514419590643,0.198852780436,0.533534358054,-0.315566810207,0.201168129984,0.123315789474,0.123315789474,0.301820374801,0.118787878788,15,45,15,30,15,0,0,0,92,377,,4.09782608696,with_workers
q9vSo1VnCiC,q_0.925,all,30,75,24,19,33,33,50,3,26,1,3,3,3,0,0,5,0.324824561404,0.565593567251,0.197181379585,0.566055308347,-0.368412187666,0.241230746943,0.157947368421,0.157947368421,0.313967311271,0.125555555556,30,45,0,30,30,0,2,0,198,784,0,3.9595959596,with_workers
q9vSo1VnCiC,q_0.950,all,30,75,24,19,33,33,50,5,17,8,5,5,5,0,0,8.4,0.294161549708,0.556624269006,0.191595715045,0.558249486975,-0.365028553961,0.264087937267,0.169578947368,0.169578947368,0.309992822967,0.123838383838,30,30,15,30,30,0,2,0,192,852,0,4.4375,with_workers
q9vSo1VnCiC,q_0.975,all,30,75,24,19,33,33,50,4,10,16,4,4,4,0,0,9.25,0.182027777778,0.669822368421,0.10302501462,0.70091435008,-0.566797353801,0.518886572302,0.316157894737,0.316157894737,0.517755509038,0.0268686868687,30,15,30,30,30,0,2,4,44,116,2,2.63636363636,with_workers
rPc6DW4iMge,ospa30_t6,all,62,186,22,17,45,45,50,12,36,14,12,12,12,0,0,11.4166666667,0.218060338921,0.49445996732,0.182822189542,0.552548220272,-0.311637777778,0.334487881351,0.187450980392,0.187450980392,0.323831100569,0.041935483871,62,93,31,62,62,0,8,52,170,255,6.5,1.5,with_workers
rPc6DW4iMge,q_0.800,all,62,186,22,17,45,45,50,4,52,6,4,4,4,0,0,10.75,0.243685444339,0.517701441598,0.20758552393,0.503847575901,-0.310115917668,0.260162131562,0.189901960784,0.189901960784,0.22486620019,0.126666666667,31,124,31,31,31,0,0,0,216,781,,3.61574074074,with_workers
rPc6DW4iMge,q_0.850,all,62,186,22,17,45,45,50,4,52,6,4,4,4,0,0,10.75,0.251662199557,0.512958451929,0.21089359688,0.502665111217,-0.30206485505,0.251002911659,0.181617647059,0.181617647059,0.2269431926,0.124731182796,31,124,31,31,31,0,0,0,215,847,,3.93953488372,with_workers
rPc6DW4iMge,q_0.900,all,62,186,22,17,45,45,50,4,44,14,4,4,4,0,0,10.75,0.198421318258,0.530989286844,0.175574829749,0.517755790375,-0.355414457095,0.319334472117,0.223921568627,0.223921568627,0.249246543327,0.100752688172,31,124,31,31,31,0,0,0,179,566,,3.16201117318,with_workers
rPc6DW4iMge,q_0.925,all,62,186,22,17,45,45,50,4,52,6,4,4,4,0,0,10.75,0.253956752056,0.517192415138,0.18528169513,0.536579922254,-0.331910720008,0.282623170198,0.182843137255,0.182843137255,0.297942762492,0.0850537634409,31,124,31,31,31,0,0,0,162,392,,2.41975308642,with_workers
rPc6DW4iMge,q_0.950,all,62,186,22,17,45,45,50,4,50,8,4,4,4,0,0,10.75,0.171187724014,0.540342781467,0.141300193443,0.54894768132,-0.399042588024,0.377759957306,0.2475,0.2475,0.316038916825,0.0831182795699,31,124,31,31,31,0,0,0,161,557,,3.45962732919,with_workers
rPc6DW4iMge,q_0.975,all,62,186,22,17,45,45,50,0,36,26,0,0,0,0,,,0.0634794565676,0.632904938857,0.0531348742884,0.662579812882,-0.579770064569,0.599100356315,0.393676470588,0.393676470588,0.479156450032,0.0510752688172,0,93,93,0,0,0,0,0,0,0,,,with_workers
uNb9QFRL6hY,ospa30_t6,all,4094,24564,23,18,38,38,50,7,3581,506,9,9,7,0,1.88888888889,12.1111111111,0.0960671338617,0.603133110363,0.107564926052,0.560502755744,-0.495568184312,0.464435621882,0.372546296296,0.372546296296,0.291002650063,0.00872444912966,4094,12282,8188,4094,4094,0,4,28,2244,4004,7,1.78431372549,with_workers
uNb9QFRL6hY,q_0.800,all,4094,24564,23,18,38,38,50,160,3175,759,173,173,162,1,0.554913294798,14.1502890173,0.239214070583,0.510922751654,0.206407393919,0.519757811057,-0.304515357735,0.280543740474,0.193726851852,0.193726851852,0.233423964443,0.0380181523667,8188,10235,6141,10235,10235,2047,220,1337,18524,101090,6.07727272727,5.45724465558,with_workers
uNb9QFRL6hY,q_0.850,all,4094,24564,23,18,38,38,50,155,3187,752,168,168,157,1,0.60119047619,14.3273809524,0.23378401552,0.50426528508,0.202610799238,0.51609727229,-0.301654485843,0.28231325677,0.194375,0.194375,0.233694827791,0.0380181523667,8188,10235,6141,10235,10235,2047,217,1331,18524,101090,6.133640553,5.45724465558,with_workers
uNb9QFRL6hY,q_0.900,all,4094,24564,23,18,38,38,50,124,3339,631,129,129,125,1,0.263565891473,15.023255814,0.22175404211,0.493075725113,0.190162878927,0.531252784831,-0.302912846187,0.309498742721,0.197916666667,0.197916666667,0.263441139562,0.0258969480369,8188,10235,6141,10235,10235,2047,175,1088,13200,70554,6.21714285714,5.345,with_workers
uNb9QFRL6hY,q_0.925,all,4094,24564,23,18,38,38,50,107,3365,622,121,121,117,1,0.355371900826,14.9008264463,0.206105245319,0.509342343095,0.165514178506,0.554427679284,-0.343828164589,0.348322433965,0.217939814815,0.217939814815,0.305106037066,0.0191728588692,8188,10235,6141,10235,10235,2047,155,943,8800,37686,6.08387096774,4.2825,with_workers
uNb9QFRL6hY,q_0.950,all,4094,24564,23,18,38,38,50,73,1867,2154,80,80,74,0,0.5625,13.825,0.143755162284,0.558226062177,0.133699337026,0.554899730806,-0.424526725151,0.411144568522,0.294699074074,0.294699074074,0.301632532595,0.0156565448795,10235,6141,8188,10235,10235,0,145,923,9460,48081,6.36551724138,5.08255813953,with_workers
uNb9QFRL6hY,q_0.975,all,4094,24564,23,18,38,38,50,7,2233,1854,11,11,11,0,0.454545454545,11.4545454545,0.0620658758059,0.678288951457,0.0578572859262,0.668549153514,-0.62043166553,0.606483277708,0.46849537037,0.46849537037,0.460262595742,0.00110765433368,4094,6141,14329,6141,6141,0,4,26,352,1452,6.5,4.125,with_workers
wc2JMjhGNzB,ospa30_t6,all,14,28,23,18,46,46,50,0,9,5,1,1,1,1,1,2,0.210261243386,0.75117228836,0.176198217161,0.63892376064,-0.574974071199,0.428662517253,0.363680555556,0.363680555556,0.300348619738,0.117391304348,0,14,14,7,7,7,0,0,0,0,,,with_workers
wc2JMjhGNzB,q_0.800,all,14,28,23,18,46,46,50,5,8,1,6,6,6,1,0.166666666667,4.83333333333,0.374279100529,0.474986772487,0.282180482229,0.521395768634,-0.192806290258,0.147116668104,0.0805555555556,0.0805555555556,0.236880860363,0.165465838509,7,14,7,14,14,7,1,0,62,190,0,3.06451612903,with_workers
wc2JMjhGNzB,q_0.850,all,14,28,23,18,46,46,50,5,8,1,6,6,6,1,0.166666666667,4.83333333333,0.374279100529,0.474986772487,0.283450081953,0.523933330458,-0.191536690534,0.149654229929,0.0805555555556,0.0805555555556,0.238485812054,0.165465838509,7,14,7,14,14,7,1,0,62,202,0,3.25806451613,with_workers
wc2JMjhGNzB,q_0.900,all,14,28,23,18,46,46,50,5,8,1,6,6,6,1,0.166666666667,4.83333333333,0.374279100529,0.474986772487,0.274237702726,0.539277056016,-0.200749069761,0.164997955487,0.0805555555556,0.0805555555556,0.265229635381,0.165962732919,7,14,7,14,14,7,1,0,64,221,0,3.453125,with_workers
wc2JMjhGNzB,q_0.925,all,14,28,23,18,46,46,50,1,1,12,3,3,2,1,6,8.33333333333,0.149783399471,0.580081018519,0.173136965148,0.590249442144,-0.40694405337,0.440466042673,0.273402777778,0.273402777778,0.282222573039,0.184596273292,0,7,21,7,7,7,0,0,0,0,,,with_workers
wc2JMjhGNzB,q_0.950,all,14,28,23,18,46,46,50,2,8,4,6,6,4,1,3.83333333333,11.6666666667,0.198968253968,0.601790674603,0.172373283299,0.586751105648,-0.429417391304,0.387782851679,0.251944444444,0.251944444444,0.309564233954,0.153167701863,0,14,14,14,14,7,0,0,0,0,,,with_workers
wc2JMjhGNzB,q_0.975,all,14,28,23,18,46,46,50,0,7,7,1,1,1,1,1,2,0.164699074074,0.853473875661,0.123058139234,0.763061188751,-0.730415736427,0.598362114677,0.473541666667,0.473541666667,0.474091919715,0.0811180124224,0,7,21,7,7,7,0,0,0,0,,,with_workers
yqstnuAEVhm,ospa30_t6,all,126,441,23,18,43,43,50,4,119,3,4,4,4,0,0,8.75,0.241732436802,0.561830357143,0.183735631913,0.588471328032,-0.37809472523,0.34673889123,0.222142857143,0.222142857143,0.319283046105,0.0262532299742,126,315,0,126,126,0,2,4,240,726,2,3.025,with_workers
yqstnuAEVhm,q_0.800,all,126,441,23,18,43,43,50,6,102,18,8,8,8,2,0.25,8.625,0.270174088771,0.538347038507,0.229571400425,0.526683075038,-0.308775638082,0.256508986267,0.18376984127,0.18376984127,0.222661003326,0.153100775194,63,252,126,126,126,63,1,9,511,2495,9,4.88258317025,with_workers
yqstnuAEVhm,q_0.850,all,126,441,23,18,43,43,50,6,102,18,8,8,8,2,0.25,9.125,0.267910163139,0.538032921811,0.230972952453,0.530131276609,-0.307059969358,0.26222111347,0.185753968254,0.185753968254,0.223566366279,0.153100775194,63,252,126,126,126,63,1,9,511,2591,9,5.07045009785,with_workers
yqstnuAEVhm,q_0.900,all,126,441,23,18,43,43,50,8,102,16,8,8,8,0,0,9.875,0.25637202381,0.522897450029,0.208309576002,0.535559066025,-0.314587874028,0.279187042215,0.185277777778,0.185277777778,0.257568677625,0.124211886305,126,252,63,126,126,0,4,18,860,4842,4.5,5.63023255814,with_workers
yqstnuAEVhm,q_0.925,all,126,441,23,18,43,43,50,6,84,36,6,6,6,0,0,9.16666666667,0.214015174897,0.596255033804,0.189695825865,0.578075822122,-0.406559207939,0.364060647225,0.26369047619,0.26369047619,0.273297552756,0.100129198966,126,189,126,126,126,0,4,18,740,3000,4.5,4.05405405405,with_workers
yqstnuAEVhm,q_0.950,all,126,441,23,18,43,43,50,4,95,27,4,4,4,0,0,8,0.220582708701,0.599188602293,0.190377028167,0.595030370644,-0.408811574125,0.374447661943,0.260992063492,0.260992063492,0.293477024237,0.114573643411,126,189,126,126,126,0,2,0,838,4862,0,5.80190930788,with_workers
yqstnuAEVhm,q_0.975,all,126,441,23,18,43,43,50,1,24,101,3,3,1,0,6,12,0.0307377278072,0.762573228983,0.0454029227335,0.70590037601,-0.717170306249,0.675162648203,0.534920634921,0.534920634921,0.448128306895,0.023488372093,63,126,252,126,63,0,0,0,92,436,,4.73913043478,with_workers
7y3sRwLe3Va,ospa30_t6,all,6,9,24,19,35,35,50,0,5,1,1,1,1,1,1,2,0.303925438596,0.802872807018,0.209057518797,0.658448496241,-0.593815288221,0.354523057644,0.302719298246,0.302719298246,0.311907518797,0.14,0,6,3,3,3,3,0,0,0,0,,,without_workers
7y3sRwLe3Va,q_0.800,all,6,9,24,19,35,35,50,0,3,3,1,1,1,1,1,2,0.327083333333,0.819780701754,0.254105889724,0.621473558897,-0.56567481203,0.294390225564,0.299824561404,0.299824561404,0.199395300752,0.277142857143,0,3,6,3,3,3,0,0,0,0,,,without_workers
7y3sRwLe3Va,q_0.850,all,6,9,24,19,35,35,50,0,3,3,1,1,1,1,1,2,0.327083333333,0.819780701754,0.25331660401,0.621861967419,-0.566464097744,0.294778634085,0.299824561404,0.299824561404,0.201428571429,0.277142857143,0,3,6,3,3,3,0,0,0,0,,,without_workers
7y3sRwLe3Va,q_0.900,all,6,9,24,19,35,35,50,0,3,3,1,1,1,1,1,2,0.315679824561,0.806864035088,0.239209461153,0.62396585213,-0.567654573935,0.308286027569,0.300263157895,0.300263157895,0.224643984962,0.222857142857,0,3,6,3,3,3,0,0,0,0,,,without_workers
7y3sRwLe3Va,q_0.925,all,6,9,24,19,35,35,50,0,3,3,1,1,1,1,1,2,0.315679824561,0.806864035088,0.228145739348,0.637138471178,-0.578718295739,0.321458646617,0.300263157895,0.300263157895,0.259047368421,0.174285714286,0,3,6,3,3,3,0,0,0,0,,,without_workers
7y3sRwLe3Va,q_0.950,all,6,9,24,19,35,35,50,0,3,3,1,1,1,1,1,2,0.324057017544,0.82625,0.231736528822,0.644672180451,-0.594513471178,0.320615162907,0.305701754386,0.305701754386,0.261777631579,0.16,0,3,6,3,3,3,0,0,0,0,,,without_workers
7y3sRwLe3Va,q_0.975,all,6,9,24,19,35,35,50,0,3,3,1,1,1,1,1,2,0.254429824561,0.91975877193,0.155519987469,0.778834899749,-0.764238784461,0.524405075188,0.411666666667,0.411666666667,0.456527443609,0.0914285714286,0,3,6,3,3,3,0,0,0,0,,,without_workers
B6ByNegPMKs,ospa30_t6,all,6,9,24,19,35,35,50,1,0,5,2,2,1,0,3,17,0.0201315789474,0.606162280702,0.120245676692,0.632179072682,-0.48591660401,0.612047493734,0.407631578947,0.407631578947,0.283686278195,0.125714285714,3,0,6,3,3,0,0,0,16,112,,7,without_workers
B6ByNegPMKs,q_0.800,all,6,9,24,19,35,35,50,2,1,3,2,2,2,0,0,6,0.0625438596491,0.463377192982,0.187656453634,0.528087030075,-0.275720739348,0.465543170426,0.265350877193,0.265350877193,0.187445112782,0.272857142857,3,3,3,3,3,0,0,0,33,176,,5.33333333333,without_workers
B6ByNegPMKs,q_0.850,all,6,9,24,19,35,35,50,2,1,3,2,2,2,0,0,6,0.0625438596491,0.463377192982,0.187037781955,0.529129824561,-0.276339411028,0.466585964912,0.265350877193,0.265350877193,0.190033646617,0.282857142857,3,3,3,3,3,0,0,0,34,182,,5.35294117647,without_workers
B6ByNegPMKs,q_0.900,all,6,9,24,19,35,35,50,2,1,3,2,2,2,0,0,6,0.0625438596491,0.463377192982,0.186012280702,0.547843546366,-0.277364912281,0.485299686717,0.265350877193,0.265350877193,0.213957330827,0.248571428571,3,3,3,3,3,0,0,0,30,152,,5.06666666667,without_workers
B6ByNegPMKs,q_0.925,all,6,9,24,19,35,35,50,2,1,3,2,2,2,0,0,6,0.0625438596491,0.463377192982,0.18000112782,0.561973809524,-0.283376065163,0.499429949875,0.265350877193,0.265350877193,0.24042387218,0.2,3,3,3,3,3,0,0,0,24,101,,4.20833333333,without_workers
B6ByNegPMKs,q_0.950,all,6,9,24,19,35,35,50,0,1,5,1,1,0,0,3,17,0.0173464912281,0.521140350877,0.134231641604,0.574428320802,-0.386908709273,0.557081829574,0.353771929825,0.353771929825,0.23207537594,0.2,0,3,6,3,0,0,0,0,0,0,,,without_workers
B6ByNegPMKs,q_0.975,all,6,9,24,19,35,35,50,0,0,6,0,0,0,0,,,0,0.728289473684,0.0357396616541,0.756090726817,-0.69254981203,0.756090726817,0.643070175439,0.643070175439,0.433445676692,0.0714285714286,0,0,9,0,0,0,0,0,0,0,,,without_workers
