n_primary_images,interaction_sd_assumed,building_icc_assumed,mean_images_per_building_assumed,design_effect,mde_80pct_two_sided_005,true_interaction_assumed,conditional_power,status
40,0.08,0.05,4.0,1.15,0.03800255085017626,0.04,0.8386383403083616,building_sensitivity_not_empirical_interaction_icc
40,0.08,0.05,5.0,1.2,0.038819903516044765,0.04,0.822982153484888,building_sensitivity_not_empirical_interaction_icc
40,0.08,0.1,3.0,1.2,0.038819903516044765,0.04,0.822982153484888,building_sensitivity_not_empirical_interaction_icc
40,0.08,0.1,4.0,1.3,0.04040503662595309,0.04,0.7920459817971037,building_sensitivity_not_empirical_interaction_icc
40,0.08,0.1,5.0,1.4,0.04193028810411629,0.04,0.7619701394681071,building_sensitivity_not_empirical_interaction_icc
40,0.08,0.2,3.0,1.4,0.04193028810411629,0.04,0.7619701394681071,building_sensitivity_not_empirical_interaction_icc
40,0.08,0.2,4.0,1.6,0.04482536348980749,0.04,0.7054180011138003,building_sensitivity_not_empirical_interaction_icc
40,0.08,0.2,5.0,1.8,0.04754447773919215,0.04,0.6543457917372248,building_sensitivity_not_empirical_interaction_icc
40,0.1,0.0,1.0,1.0,0.04429695174148298,0.02,0.2441412070341405,conditional_only_no_empirical_interaction_variance
40,0.1,0.0,1.0,1.0,0.04429695174148298,0.03,0.47510087057263795,conditional_only_no_empirical_interaction_variance
40,0.1,0.0,1.0,1.0,0.04429695174148298,0.04,0.7156166067891211,conditional_only_no_empirical_interaction_variance
40,0.1,0.0,1.0,1.0,0.04429695174148298,0.05,0.8853791407623512,conditional_only_no_empirical_interaction_variance
40,0.1,0.05,3.0,1.1,0.046459034933433556,0.04,0.6744173251505363,building_sensitivity_not_empirical_interaction_icc
40,0.1,0.05,4.0,1.15,0.047503188562720323,0.04,0.6551007689682382,building_sensitivity_not_empirical_interaction_icc
40,0.1,0.05,5.0,1.2,0.04852487939505595,0.04,0.636629206176592,building_sensitivity_not_empirical_interaction_icc
40,0.1,0.1,3.0,1.2,0.04852487939505595,0.04,0.636629206176592,building_sensitivity_not_empirical_interaction_icc
40,0.1,0.1,4.0,1.3,0.05050629578244136,0.04,0.6021340735327926,building_sensitivity_not_empirical_interaction_icc
40,0.1,0.1,5.0,1.4,0.05241286013014536,0.04,0.5707088008282827,building_sensitivity_not_empirical_interaction_icc
40,0.1,0.2,3.0,1.4,0.05241286013014536,0.04,0.5707088008282827,building_sensitivity_not_empirical_interaction_icc
40,0.1,0.2,4.0,1.6,0.05603170436225937,0.04,0.5160052739761747,building_sensitivity_not_empirical_interaction_icc
40,0.1,0.2,5.0,1.8,0.059430597173990185,0.04,0.4704277103251648,building_sensitivity_not_empirical_interaction_icc
40,0.12,0.0,1.0,1.0,0.053156342089779575,0.02,0.1837908524382999,conditional_only_no_empirical_interaction_variance
40,0.12,0.0,1.0,1.0,0.053156342089779575,0.03,0.35260808244470243,conditional_only_no_empirical_interaction_variance
40,0.12,0.0,1.0,1.0,0.053156342089779575,0.04,0.5589395626303163,conditional_only_no_empirical_interaction_variance
40,0.12,0.0,1.0,1.0,0.053156342089779575,0.05,0.7502492154481467,conditional_only_no_empirical_interaction_variance
40,0.12,0.05,3.0,1.1,0.05575084192012027,0.04,0.5200192207161521,building_sensitivity_not_empirical_interaction_icc
40,0.12,0.05,4.0,1.15,0.05700382627526439,0.04,0.5024084316427043,building_sensitivity_not_empirical_interaction_icc
40,0.12,0.05,5.0,1.2,0.05822985527406715,0.04,0.48590651773891264,building_sensitivity_not_empirical_interaction_icc
40,0.12,0.1,3.0,1.2,0.05822985527406715,0.04,0.48590651773891264,building_sensitivity_not_empirical_interaction_icc
40,0.12,0.1,4.0,1.3,0.06060755493892963,0.04,0.4558924875381412,building_sensitivity_not_empirical_interaction_icc
40,0.12,0.1,5.0,1.4,0.06289543215617442,0.04,0.42936555819518313,building_sensitivity_not_empirical_interaction_icc
40,0.12,0.2,3.0,1.4,0.06289543215617442,0.04,0.42936555819518313,building_sensitivity_not_empirical_interaction_icc
40,0.12,0.2,4.0,1.6,0.06723804523471123,0.04,0.3847910235713456,building_sensitivity_not_empirical_interaction_icc
40,0.12,0.2,5.0,1.8,0.07131671660878822,0.04,0.34898702074587146,building_sensitivity_not_empirical_interaction_icc
56,0.05,0.0,1.0,1.0,0.01871887861790906,0.02,0.8492830859690449,conditional_only_no_empirical_interaction_variance
56,0.05,0.0,1.0,1.0,0.01871887861790906,0.03,0.9942972781143059,conditional_only_no_empirical_interaction_variance
56,0.05,0.0,1.0,1.0,0.01871887861790906,0.04,0.999971715973444,conditional_only_no_empirical_interaction_variance
56,0.05,0.0,1.0,1.0,0.01871887861790906,0.05,0.9999999833702622,conditional_only_no_empirical_interaction_variance
56,0.05,0.05,3.0,1.1,0.01963252552228608,0.04,0.9999109049077969,building_sensitivity_not_empirical_interaction_icc
56,0.05,0.05,4.0,1.15,0.020073760963477048,0.04,0.9998541816116205,building_sensitivity_not_empirical_interaction_icc
56,0.05,0.05,5.0,1.2,0.020505504140459836,0.04,0.9997717618857213,building_sensitivity_not_empirical_interaction_icc
56,0.05,0.1,3.0,1.2,0.020505504140459836,0.04,0.9997717618857213,building_sensitivity_not_empirical_interaction_icc
56,0.05,0.1,4.0,1.3,0.021342805385553627,0.04,0.9995002669935072,building_sensitivity_not_empirical_interaction_icc
56,0.05,0.1,5.0,1.4,0.022148475870741494,0.04,0.9990313517757041,building_sensitivity_not_empirical_interaction_icc
56,0.05,0.2,3.0,1.4,0.022148475870741494,0.04,0.9990313517757041,building_sensitivity_not_empirical_interaction_icc
56,0.05,0.2,4.0,1.6,0.023677716670726948,0.04,0.9972220391117703,building_sensitivity_not_empirical_interaction_icc
56,0.05,0.2,5.0,1.8,0.02511401103132718,0.04,0.9938291889724831,building_sensitivity_not_empirical_interaction_icc
56,0.08,0.0,1.0,1.0,0.029950205788654493,0.02,0.464551060911166,conditional_only_no_empirical_interaction_variance
56,0.08,0.0,1.0,1.0,0.029950205788654493,0.03,0.8013023941055795,conditional_only_no_empirical_interaction_variance
56,0.08,0.0,1.0,1.0,0.029950205788654493,0.04,0.9626003842286841,conditional_only_no_empirical_interaction_variance
56,0.08,0.0,1.0,1.0,0.029950205788654493,0.05,0.9967072417901803,conditional_only_no_empirical_interaction_variance
56,0.08,0.05,3.0,1.1,0.031412040835657726,0.04,0.9460349233645687,building_sensitivity_not_empirical_interaction_icc
56,0.08,0.05,4.0,1.15,0.03211801754156327,0.04,0.9368863345025795,building_sensitivity_not_empirical_interaction_icc
56,0.08,0.05,5.0,1.2,0.03280880662473574,0.04,0.9272603547061035,building_sensitivity_not_empirical_interaction_icc
56,0.08,0.1,3.0,1.2,0.03280880662473574,0.04,0.9272603547061035,building_sensitivity_not_empirical_interaction_icc
56,0.08,0.1,4.0,1.3,0.034148488616885804,0.04,0.9068638186283373,building_sensitivity_not_empirical_interaction_icc
56,0.08,0.1,5.0,1.4,0.035437561393186386,0.04,0.8853791407623514,building_sensitivity_not_empirical_interaction_icc
56,0.08,0.2,3.0,1.4,0.035437561393186386,0.04,0.8853791407623514,building_sensitivity_not_empirical_interaction_icc
56,0.08,0.2,4.0,1.6,0.037884346673163115,0.04,0.8408791611458329,building_sensitivity_not_empirical_interaction_icc
56,0.08,0.2,5.0,1.8,0.04018241765012349,0.04,0.7964213092264725,building_sensitivity_not_empirical_interaction_icc
56,0.1,0.0,1.0,1.0,0.03743775723581812,0.02,0.32184779462036706,conditional_only_no_empirical_interaction_variance
56,0.1,0.0,1.0,1.0,0.03743775723581812,0.03,0.6122026488707853,conditional_only_no_empirical_interaction_variance
56,0.1,0.0,1.0,1.0,0.03743775723581812,0.04,0.8492830859690449,conditional_only_no_empirical_interaction_variance
56,0.1,0.0,1.0,1.0,0.03743775723581812,0.05,0.9626003842286841,conditional_only_no_empirical_interaction_variance
56,0.1,0.05,3.0,1.1,0.03926505104457216,0.04,0.8143559219101272,building_sensitivity_not_empirical_interaction_icc
56,0.1,0.05,4.0,1.15,0.040147521926954095,0.04,0.7971064966998297,building_sensitivity_not_empirical_interaction_icc
56,0.1,0.05,5.0,1.2,0.04101100828091967,0.04,0.7801088180791305,building_sensitivity_not_empirical_interaction_icc
56,0.1,0.1,3.0,1.2,0.04101100828091967,0.04,0.7801088180791305,building_sensitivity_not_empirical_interaction_icc
56,0.1,0.1,4.0,1.3,0.04268561077110725,0.04,0.7470910192398864,building_sensitivity_not_empirical_interaction_icc
56,0.1,0.1,5.0,1.4,0.04429695174148299,0.04,0.7156166067891211,building_sensitivity_not_empirical_interaction_icc
56,0.1,0.2,3.0,1.4,0.04429695174148299,0.04,0.7156166067891211,building_sensitivity_not_empirical_interaction_icc
56,0.1,0.2,4.0,1.6,0.047355433341453895,0.04,0.6578081698951389,building_sensitivity_not_empirical_interaction_icc
56,0.1,0.2,5.0,1.8,0.05022802206265436,0.04,0.6068681352725457,building_sensitivity_not_empirical_interaction_icc
56,0.12,0.0,1.0,1.0,0.04492530868298174,0.02,0.23867203543476145,conditional_only_no_empirical_interaction_variance
56,0.12,0.0,1.0,1.0,0.04492530868298174,0.03,0.46455106091116594,conditional_only_no_empirical_interaction_variance
56,0.12,0.0,1.0,1.0,0.04492530868298174,0.04,0.7034974842916007,conditional_only_no_empirical_interaction_variance
56,0.12,0.0,1.0,1.0,0.04492530868298174,0.05,0.8765852782437022,conditional_only_no_empirical_interaction_variance
56,0.12,0.05,3.0,1.1,0.04711806125348659,0.04,0.6621760253532618,building_sensitivity_not_empirical_interaction_icc
56,0.12,0.05,4.0,1.15,0.04817702631234491,0.04,0.6428682249519772,building_sensitivity_not_empirical_interaction_icc
56,0.12,0.05,5.0,1.2,0.049213209937103604,0.04,0.62444118870233,building_sensitivity_not_empirical_interaction_icc
56,0.12,0.1,3.0,1.2,0.049213209937103604,0.04,0.62444118870233,building_sensitivity_not_empirical_interaction_icc
56,0.12,0.1,4.0,1.3,0.0512227329253287,0.04,0.5901171283691675,building_sensitivity_not_empirical_interaction_icc
56,0.12,0.1,5.0,1.4,0.053156342089779575,0.04,0.5589395626303163,building_sensitivity_not_empirical_interaction_icc
56,0.12,0.2,3.0,1.4,0.053156342089779575,0.04,0.5589395626303163,building_sensitivity_not_empirical_interaction_icc
56,0.12,0.2,4.0,1.6,0.05682652000974467,0.04,0.5048542910551761,building_sensitivity_not_empirical_interaction_icc
56,0.12,0.2,5.0,1.8,0.06027362647518523,0.04,0.45995351344018987,building_sensitivity_not_empirical_interaction_icc
60,0.05,0.0,1.0,1.0,0.018084154821220666,0.02,0.872528199988816,conditional_only_no_empirical_interaction_variance
60,0.05,0.0,1.0,1.0,0.018084154821220666,0.03,0.9964017952682889,conditional_only_no_empirical_interaction_variance
60,0.05,0.0,1.0,1.0,0.018084154821220666,0.04,0.9999886640767585,conditional_only_no_empirical_interaction_variance
60,0.05,0.0,1.0,1.0,0.018084154821220666,0.05,0.9999999963959474,conditional_only_no_empirical_interaction_variance
60,0.05,0.05,3.0,1.1,0.018966821588175142,0.04,0.9999606668974071,building_sensitivity_not_empirical_interaction_icc
60,0.05,0.05,4.0,1.15,0.0193930955223131,0.04,0.9999328827048055,building_sensitivity_not_empirical_interaction_icc
60,0.05,0.05,5.0,1.2,0.019810199057996726,0.04,0.9998908716858957,building_sensitivity_not_empirical_interaction_icc
60,0.05,0.1,3.0,1.2,0.019810199057996726,0.04,0.9998908716858957,building_sensitivity_not_empirical_interaction_icc
60,0.05,0.1,4.0,1.3,0.0206191089108439,0.04,0.999744540738213,building_sensitivity_not_empirical_interaction_icc
60,0.05,0.1,5.0,1.4,0.021397460546453407,0.04,0.999475910993183,building_sensitivity_not_empirical_interaction_icc
60,0.05,0.2,3.0,1.4,0.021397460546453407,0.04,0.999475910993183,building_sensitivity_not_empirical_interaction_icc
60,0.05,0.2,4.0,1.6,0.022874847517668963,0.04,0.9983537169716442,building_sensitivity_not_empirical_interaction_icc
60,0.05,0.2,5.0,1.8,0.02426243969752798,0.04,0.9960794692078389,building_sensitivity_not_empirical_interaction_icc
60,0.08,0.0,1.0,1.0,0.028934647713953068,0.02,0.4906855676699692,conditional_only_no_empirical_interaction_variance
60,0.08,0.0,1.0,1.0,0.028934647713953068,0.03,0.8276133177207907,conditional_only_no_empirical_interaction_variance
60,0.08,0.0,1.0,1.0,0.028934647713953068,0.04,0.9721272158055217,conditional_only_no_empirical_interaction_variance
60,0.08,0.0,1.0,1.0,0.028934647713953068,0.05,0.9980195888875212,conditional_only_no_empirical_interaction_variance
60,0.08,0.05,3.0,1.1,0.03034691454108023,0.04,0.9584326846386226,building_sensitivity_not_empirical_interaction_icc
60,0.08,0.05,4.0,1.15,0.031028952835700965,0.04,0.9506931365592582,building_sensitivity_not_empirical_interaction_icc
60,0.08,0.05,5.0,1.2,0.031696318492794764,0.04,0.9424375431875084,building_sensitivity_not_empirical_interaction_icc
60,0.08,0.1,3.0,1.2,0.031696318492794764,0.04,0.9424375431875084,building_sensitivity_not_empirical_interaction_icc
60,0.08,0.1,4.0,1.3,0.03299057425735024,0.04,0.9246221649856388,building_sensitivity_not_empirical_interaction_icc
60,0.08,0.1,5.0,1.4,0.034235936874325454,0.04,0.9054598798210514,building_sensitivity_not_empirical_interaction_icc
60,0.08,0.2,3.0,1.4,0.034235936874325454,0.04,0.9054598798210514,building_sensitivity_not_empirical_interaction_icc
60,0.08,0.2,4.0,1.6,0.03659975602827034,0.04,0.8647472889769411,building_sensitivity_not_empirical_interaction_icc
60,0.08,0.2,5.0,1.8,0.03881990351604477,0.04,0.822982153484888,building_sensitivity_not_empirical_interaction_icc
60,0.1,0.0,1.0,1.0,0.03616830964244133,0.02,0.34084512406749834,conditional_only_no_empirical_interaction_variance
60,0.1,0.0,1.0,1.0,0.03616830964244133,0.03,0.6420152239082006,conditional_only_no_empirical_interaction_variance
60,0.1,0.0,1.0,1.0,0.03616830964244133,0.04,0.872528199988816,conditional_only_no_empirical_interaction_variance
60,0.1,0.0,1.0,1.0,0.03616830964244133,0.05,0.9721272158055217,conditional_only_no_empirical_interaction_variance
60,0.1,0.05,3.0,1.1,0.037933643176350285,0.04,0.8399454306848162,building_sensitivity_not_empirical_interaction_icc
60,0.1,0.05,4.0,1.15,0.0387861910446262,0.04,0.8236328927251668,building_sensitivity_not_empirical_interaction_icc
60,0.1,0.05,5.0,1.2,0.03962039811599345,0.04,0.8074304194325572,building_sensitivity_not_empirical_interaction_icc
60,0.1,0.1,3.0,1.2,0.03962039811599345,0.04,0.8074304194325572,building_sensitivity_not_empirical_interaction_icc
60,0.1,0.1,4.0,1.3,0.0412382178216878,0.04,0.775626538246464,building_sensitivity_not_empirical_interaction_icc
60,0.1,0.1,5.0,1.4,0.042794921092906814,0.04,0.7449422912789445,building_sensitivity_not_empirical_interaction_icc
60,0.1,0.2,3.0,1.4,0.042794921092906814,0.04,0.7449422912789445,building_sensitivity_not_empirical_interaction_icc
60,0.1,0.2,4.0,1.6,0.04574969503533793,0.04,0.687770420076401,building_sensitivity_not_empirical_interaction_icc
60,0.1,0.2,5.0,1.8,0.04852487939505596,0.04,0.636629206176592,building_sensitivity_not_empirical_interaction_icc
60,0.12,0.0,1.0,1.0,0.0434019715709296,0.02,0.2523325390152518,conditional_only_no_empirical_interaction_variance
60,0.12,0.0,1.0,1.0,0.0434019715709296,0.03,0.49068556766996907,conditional_only_no_empirical_interaction_variance
60,0.12,0.0,1.0,1.0,0.0434019715709296,0.04,0.7330400434643893,conditional_only_no_empirical_interaction_variance
60,0.12,0.0,1.0,1.0,0.0434019715709296,0.05,0.8975157799988944,conditional_only_no_empirical_interaction_variance
60,0.12,0.05,3.0,1.1,0.04552037181162034,0.04,0.6921239446413121,building_sensitivity_not_empirical_interaction_icc
60,0.12,0.05,4.0,1.15,0.04654342925355145,0.04,0.6728405730897477,building_sensitivity_not_empirical_interaction_icc
60,0.12,0.05,5.0,1.2,0.04754447773919214,0.04,0.6543457917372248,building_sensitivity_not_empirical_interaction_icc
60,0.12,0.1,3.0,1.2,0.04754447773919214,0.04,0.6543457917372248,building_sensitivity_not_empirical_interaction_icc
60,0.12,0.1,4.0,1.3,0.049485861386025363,0.04,0.6196727859364369,building_sensitivity_not_empirical_interaction_icc
60,0.12,0.1,5.0,1.4,0.051353905311488174,0.04,0.5879439129553573,building_sensitivity_not_empirical_interaction_icc
60,0.12,0.2,3.0,1.4,0.051353905311488174,0.04,0.5879439129553573,building_sensitivity_not_empirical_interaction_icc
60,0.12,0.2,4.0,1.6,0.05489963404240551,0.04,0.5324208639051087,building_sensitivity_not_empirical_interaction_icc
60,0.12,0.2,5.0,1.8,0.058229855274067155,0.04,0.48590651773891264,building_sensitivity_not_empirical_interaction_icc
80,0.05,0.0,1.0,1.0,0.01566133748114793,0.02,0.9471412096731692,conditional_only_no_empirical_interaction_variance
80,0.05,0.0,1.0,1.0,0.01566133748114793,0.03,0.9996711117430099,conditional_only_no_empirical_interaction_variance
80,0.05,0.0,1.0,1.0,0.01566133748114793,0.04,0.9999998978893339,conditional_only_no_empirical_interaction_variance
80,0.05,0.0,1.0,1.0,0.01566133748114793,0.05,0.9999999999985687,conditional_only_no_empirical_interaction_variance
80,0.05,0.05,3.0,1.1,0.016425749324406786,0.04,0.9999994203178301,building_sensitivity_not_empirical_interaction_icc
80,0.05,0.05,4.0,1.15,0.016794913380341395,0.04,0.9999987765031708,building_sensitivity_not_empirical_interaction_icc
80,0.05,0.05,5.0,1.2,0.017156135638251722,0.04,0.9999975846451884,building_sensitivity_not_empirical_interaction_icc
80,0.05,0.1,3.0,1.2,0.017156135638251722,0.04,0.9999975846451884,building_sensitivity_not_empirical_interaction_icc
80,0.05,0.1,4.0,1.3,0.017856672120188908,0.04,0.9999920469883484,building_sensitivity_not_empirical_interaction_icc
80,0.05,0.1,5.0,1.4,0.018530744409703908,0.04,0.9999781946205171,building_sensitivity_not_empirical_interaction_icc
80,0.05,0.2,3.0,1.4,0.018530744409703908,0.04,0.9999781946205171,building_sensitivity_not_empirical_interaction_icc
80,0.05,0.2,4.0,1.6,0.01981019905799673,0.04,0.9998908716858957,building_sensitivity_not_empirical_interaction_icc
80,0.05,0.2,5.0,1.8,0.021011889135847263,0.04,0.9996287286209482,building_sensitivity_not_empirical_interaction_icc
80,0.08,0.0,1.0,1.0,0.02505813996983669,0.02,0.6087794846454566,conditional_only_no_empirical_interaction_variance
80,0.08,0.0,1.0,1.0,0.02505813996983669,0.03,0.9183620828255177,conditional_only_no_empirical_interaction_variance
80,0.08,0.0,1.0,1.0,0.02505813996983669,0.04,0.9940004700489502,conditional_only_no_empirical_interaction_variance
80,0.08,0.0,1.0,1.0,0.02505813996983669,0.05,0.9998584024221593,conditional_only_no_empirical_interaction_variance
80,0.08,0.05,3.0,1.1,0.02628119891905086,0.04,0.9893900913519477,building_sensitivity_not_empirical_interaction_icc
80,0.08,0.05,4.0,1.15,0.026871861408546232,0.04,0.9864586686569856,building_sensitivity_not_empirical_interaction_icc
80,0.08,0.05,5.0,1.2,0.027449817021202753,0.04,0.9831029079631798,building_sensitivity_not_empirical_interaction_icc
80,0.08,0.1,3.0,1.2,0.027449817021202753,0.04,0.9831029079631798,building_sensitivity_not_empirical_interaction_icc
80,0.08,0.1,4.0,1.3,0.02857067539230225,0.04,0.9751396343220246,building_sensitivity_not_empirical_interaction_icc
80,0.08,0.1,5.0,1.4,0.029649191055526252,0.04,0.9655961861568252,building_sensitivity_not_empirical_interaction_icc
80,0.08,0.2,3.0,1.4,0.029649191055526252,0.04,0.9655961861568252,building_sensitivity_not_empirical_interaction_icc
80,0.08,0.2,4.0,1.6,0.031696318492794764,0.04,0.9424375431875084,building_sensitivity_not_empirical_interaction_icc
80,0.08,0.2,5.0,1.8,0.03361902261735562,0.04,0.9151812833018266,building_sensitivity_not_empirical_interaction_icc
80,0.1,0.0,1.0,1.0,0.03132267496229586,0.02,0.4321576275945626,conditional_only_no_empirical_interaction_variance
80,0.1,0.0,1.0,1.0,0.03132267496229586,0.03,0.7652593202022939,conditional_only_no_empirical_interaction_variance
80,0.1,0.0,1.0,1.0,0.03132267496229586,0.04,0.9471412096731692,conditional_only_no_empirical_interaction_variance
80,0.1,0.0,1.0,1.0,0.03132267496229586,0.05,0.9940004700489502,conditional_only_no_empirical_interaction_variance
80,0.1,0.05,3.0,1.1,0.03285149864881357,0.04,0.9266445586864845,building_sensitivity_not_empirical_interaction_icc
80,0.1,0.05,4.0,1.15,0.03358982676068279,0.04,0.9156305106295808,building_sensitivity_not_empirical_interaction_icc
80,0.1,0.05,5.0,1.2,0.034312271276503443,0.04,0.9042276062099915,building_sensitivity_not_empirical_interaction_icc
80,0.1,0.1,3.0,1.2,0.034312271276503443,0.04,0.9042276062099915,building_sensitivity_not_empirical_interaction_icc
80,0.1,0.1,4.0,1.3,0.035713344240377816,0.04,0.8805807735230412,building_sensitivity_not_empirical_interaction_icc
80,0.1,0.1,5.0,1.4,0.037061488819407816,0.04,0.8562797359926534,building_sensitivity_not_empirical_interaction_icc
80,0.1,0.2,3.0,1.4,0.037061488819407816,0.04,0.8562797359926534,building_sensitivity_not_empirical_interaction_icc
80,0.1,0.2,4.0,1.6,0.03962039811599346,0.04,0.8074304194325572,building_sensitivity_not_empirical_interaction_icc
80,0.1,0.2,5.0,1.8,0.042023778271694526,0.04,0.7601262270947842,building_sensitivity_not_empirical_interaction_icc
80,0.12,0.0,1.0,1.0,0.037587209954755035,0.02,0.31972435268802274,conditional_only_no_empirical_interaction_variance
80,0.12,0.0,1.0,1.0,0.037587209954755035,0.03,0.6087794846454567,conditional_only_no_empirical_interaction_variance
80,0.12,0.0,1.0,1.0,0.037587209954755035,0.04,0.8464821088914319,conditional_only_no_empirical_interaction_variance
80,0.12,0.0,1.0,1.0,0.037587209954755035,0.05,0.9613704804982451,conditional_only_no_empirical_interaction_variance
80,0.12,0.05,3.0,1.1,0.03942179837857628,0.04,0.811304897590194,building_sensitivity_not_empirical_interaction_icc
80,0.12,0.05,4.0,1.15,0.040307792112819346,0.04,0.7939580542159235,building_sensitivity_not_empirical_interaction_icc
80,0.12,0.05,5.0,1.2,0.04117472553180413,0.04,0.7768792841666383,building_sensitivity_not_empirical_interaction_icc
80,0.12,0.1,3.0,1.2,0.04117472553180413,0.04,0.7768792841666383,building_sensitivity_not_empirical_interaction_icc
80,0.12,0.1,4.0,1.3,0.042856013088453375,0.04,0.7437420488276069,building_sensitivity_not_empirical_interaction_icc
80,0.12,0.1,5.0,1.4,0.044473786583289376,0.04,0.7121955216094724,building_sensitivity_not_empirical_interaction_icc
80,0.12,0.2,3.0,1.4,0.044473786583289376,0.04,0.7121955216094724,building_sensitivity_not_empirical_interaction_icc
80,0.12,0.2,4.0,1.6,0.04754447773919215,0.04,0.6543457917372248,building_sensitivity_not_empirical_interaction_icc
80,0.12,0.2,5.0,1.8,0.050428533926033435,0.04,0.6034532575071518,building_sensitivity_not_empirical_interaction_icc
100,0.05,0.0,1.0,1.0,0.014007926090564842,0.02,0.9793266319025756,conditional_only_no_empirical_interaction_variance
100,0.05,0.0,1.0,1.0,0.014007926090564842,0.03,0.9999732785029949,conditional_only_no_empirical_interaction_variance
100,0.05,0.0,1.0,1.0,0.014007926090564842,0.04,0.9999999992296008,conditional_only_no_empirical_interaction_variance
100,0.05,0.0,1.0,1.0,0.014007926090564842,0.05,0.9999999999999996,conditional_only_no_empirical_interaction_variance
100,0.05,0.05,3.0,1.1,0.014691636828297928,0.04,0.9999999927651968,building_sensitivity_not_empirical_interaction_icc
100,0.05,0.05,4.0,1.15,0.015021827197865656,0.04,0.9999999810184573,building_sensitivity_not_empirical_interaction_icc
100,0.05,0.05,5.0,1.2,0.015344914207335036,0.04,0.9999999542904883,building_sensitivity_not_empirical_interaction_icc
100,0.05,0.1,3.0,1.2,0.015344914207335036,0.04,0.9999999542904883,building_sensitivity_not_empirical_interaction_icc
100,0.05,0.1,4.0,1.3,0.015971493085067075,0.04,0.999999786489755,building_sensitivity_not_empirical_interaction_icc
100,0.05,0.1,5.0,1.4,0.01657440166950886,0.04,0.9999992116876034,building_sensitivity_not_empirical_interaction_icc
100,0.05,0.2,3.0,1.4,0.01657440166950886,0.04,0.9999992116876034,building_sensitivity_not_empirical_interaction_icc
100,0.05,0.2,4.0,1.6,0.017718780696593193,0.04,0.9999936319685956,building_sensitivity_not_empirical_interaction_icc
100,0.05,0.2,5.0,1.8,0.018793604977377518,0.04,0.9999687125003982,building_sensitivity_not_empirical_interaction_icc
100,0.08,0.0,1.0,1.0,0.022412681744903747,0.02,0.7054180011138003,conditional_only_no_empirical_interaction_variance
100,0.08,0.0,1.0,1.0,0.022412681744903747,0.03,0.9632759447845628,conditional_only_no_empirical_interaction_variance
100,0.08,0.0,1.0,1.0,0.022412681744903747,0.04,0.9988172507035044,conditional_only_no_empirical_interaction_variance
100,0.08,0.0,1.0,1.0,0.022412681744903747,0.05,0.9999910677927455,conditional_only_no_empirical_interaction_variance
100,0.08,0.05,3.0,1.1,0.02350661892527668,0.04,0.9975024451087285,building_sensitivity_not_empirical_interaction_icc
100,0.08,0.05,4.0,1.15,0.02403492351658505,0.04,0.996559612379448,building_sensitivity_not_empirical_interaction_icc
100,0.08,0.05,5.0,1.2,0.024551862731736058,0.04,0.9953981109233587,building_sensitivity_not_empirical_interaction_icc
100,0.08,0.1,3.0,1.2,0.024551862731736058,0.04,0.9953981109233587,building_sensitivity_not_empirical_interaction_icc
