design,feature,baseline,algorithm,n_images,n_buildings,rps_mean,brier_mean,accuracy,balanced_accuracy,macro_f1,building_macro_rps,simple_recall,medium_recall,hard_recall,simple_n,medium_n,hard_n
pooled,da3__layer11__faces_global,main,ridge,106,13,0.0972816652597,0.366866997859,0.764150943396,0.793336236934,0.763958156384,0.0883879990452,0.857142857143,0.585365853659,0.9375,49,41,16
pooled,da3__layer11__faces_local16,coarse,knn,106,13,0.126792819837,0.487023507692,0.707547169811,0.733179857309,0.712321729117,0.133224980742,0.836734693878,0.487804878049,0.875,49,41,16
pooled,da3__layer11__faces_local16,coarse,ridge,106,13,0.111560677034,0.433991154543,0.707547169811,0.745883109341,0.722375584694,0.115795281264,0.836734693878,0.463414634146,0.9375,49,41,16
pooled,da3__layer11__faces_local16,global,knn,106,13,0.237358235472,0.772829360757,0.481132075472,0.368176538908,0.338956187026,0.224997920172,0.714285714286,0.390243902439,0,49,41,16
pooled,da3__layer11__faces_local16,global,ridge,106,13,0.186226703212,0.65375888326,0.452830188679,0.406545545047,0.415432319618,0.188757704298,0.530612244898,0.439024390244,0.25,49,41,16
pooled,da3__layer11__faces_local16,main,knn,106,13,0.121275926933,0.44685936714,0.745283018868,0.778403434545,0.753195608163,0.109833560442,0.836734693878,0.560975609756,0.9375,49,41,16
pooled,da3__layer11__faces_local16,main,ridge,106,13,0.0975870336496,0.367989417343,0.735849056604,0.771600713456,0.741503880118,0.0884735557745,0.816326530612,0.560975609756,0.9375,49,41,16
pooled,da3__layer11__faces_local96,coarse,knn,106,13,0.131421017548,0.503951124336,0.584905660377,0.536481665837,0.553383190883,0.133786090165,0.673469387755,0.560975609756,0.375,49,41,16
pooled,da3__layer11__faces_local96,coarse,ridge,106,13,0.132339275545,0.501113908146,0.688679245283,0.732277667164,0.698674026139,0.134462539695,0.795918367347,0.463414634146,0.9375,49,41,16
pooled,da3__layer11__faces_local96,global,knn,106,13,0.245848792831,0.789433139625,0.405660377358,0.323046291687,0.296702508961,0.247510766897,0.408163265306,0.560975609756,0,49,41,16
pooled,da3__layer11__faces_local96,global,ridge,106,13,0.234986010707,0.775730363171,0.396226415094,0.329703832753,0.331078270389,0.222584430624,0.571428571429,0.292682926829,0.125,49,41,16
pooled,da3__layer11__faces_local96,main,knn,106,13,0.123770661805,0.462173135961,0.641509433962,0.593983325037,0.602490421456,0.1110684068,0.734693877551,0.609756097561,0.4375,49,41,16
pooled,da3__layer11__faces_local96,main,ridge,106,13,0.114875262627,0.427052325158,0.735849056604,0.770273353244,0.739346142259,0.103334994593,0.836734693878,0.536585365854,0.9375,49,41,16
pooled,da3__layer5__faces_concat,coarse,knn,106,13,0.136938883309,0.533390156251,0.594339622642,0.637516592003,0.621027575347,0.144356731818,0.612244897959,0.487804878049,0.8125,49,41,16
pooled,da3__layer5__faces_concat,coarse,ridge,106,13,0.128433996393,0.519859939631,0.707547169811,0.761241081799,0.720922366082,0.132165344541,0.795918367347,0.487804878049,1,49,41,16
pooled,da3__layer5__faces_concat,global,knn,106,13,0.235094193585,0.798489900379,0.358490566038,0.309129749461,0.308333333333,0.251825877432,0.387755102041,0.414634146341,0.125,49,41,16
pooled,da3__layer5__faces_concat,global,ridge,106,13,0.227944977467,0.829130908242,0.216981132075,0.161772025884,0.147035924814,0.226057332987,0.387755102041,0.0975609756098,0,49,41,16
pooled,da3__layer5__faces_concat,main,knn,106,13,0.122686008721,0.469348119139,0.660377358491,0.672432387589,0.661447963801,0.120851858498,0.755102040816,0.512195121951,0.75,49,41,16
pooled,da3__layer5__faces_concat,main,ridge,106,13,0.110244235628,0.445844687852,0.745283018868,0.789779326365,0.750266971777,0.105721279298,0.857142857143,0.512195121951,1,49,41,16
pooled,da3__layer5__faces_global,coarse,knn,106,13,0.132609227186,0.527250885787,0.641509433962,0.6574995852,0.650988175741,0.147163915462,0.734693877551,0.487804878049,0.75,49,41,16
pooled,da3__layer5__faces_global,coarse,ridge,106,13,0.117046855319,0.465036543558,0.688679245283,0.66212460594,0.660124185976,0.119988954223,0.897959183673,0.463414634146,0.625,49,41,16
pooled,da3__layer5__faces_global,global,knn,106,13,0.243396024152,0.834716252077,0.38679245283,0.328210552514,0.329975579976,0.246051100492,0.469387755102,0.390243902439,0.125,49,41,16
pooled,da3__layer5__faces_global,global,ridge,106,13,0.174300146508,0.649961755041,0.433962264151,0.345538825286,0.337548110804,0.183781069474,0.632653061224,0.341463414634,0.0625,49,41,16
pooled,da3__layer5__faces_global,main,knn,106,13,0.125495163233,0.483065672658,0.679245283019,0.701395802223,0.684761904762,0.128643615792,0.755102040816,0.536585365854,0.8125,49,41,16
pooled,da3__layer5__faces_global,main,ridge,106,13,0.0988522275807,0.38749508213,0.792452830189,0.784355815497,0.771301247772,0.0928993561264,0.979591836735,0.560975609756,0.8125,49,41,16
pooled,da3__layer5__faces_local16,coarse,knn,106,13,0.142314243513,0.565028043561,0.594339622642,0.600734196117,0.60569275408,0.15465941904,0.591836734694,0.585365853659,0.625,49,41,16
pooled,da3__layer5__faces_local16,coarse,ridge,106,13,0.115851458591,0.470628546277,0.716981132075,0.723297245728,0.70457728546,0.120833382905,0.918367346939,0.439024390244,0.8125,49,41,16
pooled,da3__layer5__faces_local16,global,knn,106,13,0.226603614718,0.793961569058,0.38679245283,0.305458768873,0.283616304893,0.243128061472,0.428571428571,0.487804878049,0,49,41,16
pooled,da3__layer5__faces_local16,global,ridge,106,13,0.1864193814,0.697080459011,0.433962264151,0.328853492617,0.295866881374,0.188996157178,0.69387755102,0.292682926829,0,49,41,16
pooled,da3__layer5__faces_local16,main,knn,106,13,0.128223264787,0.497245529329,0.650943396226,0.67093910735,0.665879181621,0.129438616611,0.65306122449,0.609756097561,0.75,49,41,16
pooled,da3__layer5__faces_local16,main,ridge,106,13,0.100892532697,0.401821498736,0.783018867925,0.790256346441,0.770420624152,0.0947969328281,0.959183673469,0.536585365854,0.875,49,41,16
pooled,da3__layer5__faces_local96,coarse,knn,106,13,0.13044842164,0.519486384825,0.556603773585,0.527449394392,0.541513897102,0.131707761336,0.632653061224,0.512195121951,0.4375,49,41,16
pooled,da3__layer5__faces_local96,coarse,ridge,106,13,0.114033908542,0.45037400867,0.764150943396,0.800730048117,0.75803623172,0.116858997064,0.938775510204,0.463414634146,1,49,41,16
pooled,da3__layer5__faces_local96,global,knn,106,13,0.238783855619,0.826414277989,0.377358490566,0.29600132736,0.276489117984,0.258795891345,0.448979591837,0.439024390244,0,49,41,16
pooled,da3__layer5__faces_local96,global,ridge,106,13,0.218748648941,0.746934814997,0.311320754717,0.233781317405,0.206721715196,0.209163846266,0.530612244898,0.170731707317,0,49,41,16
pooled,da3__layer5__faces_local96,main,knn,106,13,0.115049648082,0.45060982105,0.603773584906,0.564117720259,0.57702020202,0.103589487083,0.69387755102,0.560975609756,0.4375,49,41,16
pooled,da3__layer5__faces_local96,main,ridge,106,13,0.104609792338,0.412449869818,0.792452830189,0.823792931807,0.784300239234,0.0982227109028,0.959183673469,0.512195121951,1,49,41,16
pooled,da3__layer7__faces_concat,coarse,knn,106,13,0.137641826831,0.527154632722,0.622641509434,0.631190890991,0.631190890991,0.149923002846,0.69387755102,0.512195121951,0.6875,49,41,16
pooled,da3__layer7__faces_concat,coarse,ridge,106,13,0.136856511731,0.537012498882,0.660377358491,0.724572755932,0.6826625387,0.139536078898,0.734693877551,0.439024390244,1,49,41,16
pooled,da3__layer7__faces_concat,global,knn,106,13,0.272263865284,0.899621647549,0.330188679245,0.298770117803,0.30022675737,0.301999675609,0.367346938776,0.341463414634,0.1875,49,41,16
pooled,da3__layer7__faces_concat,global,ridge,106,13,0.224620397856,0.784576745925,0.320754716981,0.243238758918,0.220372220372,0.211967181541,0.510204081633,0.219512195122,0,49,41,16
pooled,da3__layer7__faces_concat,main,knn,106,13,0.126959334008,0.471414636749,0.716981132075,0.717230794757,0.711578850193,0.125147204915,0.816326530612,0.585365853659,0.75,49,41,16
pooled,da3__layer7__faces_concat,main,ridge,106,13,0.120000383508,0.467531951784,0.72641509434,0.776173884188,0.736784529353,0.113426140209,0.816326530612,0.512195121951,1,49,41,16
pooled,da3__layer7__faces_global,coarse,knn,106,13,0.126791887551,0.502354017588,0.669811320755,0.704641612743,0.678729933551,0.137518853973,0.775510204082,0.463414634146,0.875,49,41,16
pooled,da3__layer7__faces_global,coarse,ridge,106,13,0.116512926411,0.470582735877,0.754716981132,0.795254687241,0.759421640156,0.121764255222,0.897959183673,0.487804878049,1,49,41,16
pooled,da3__layer7__faces_global,global,knn,106,13,0.237546972831,0.815848365285,0.330188679245,0.274120623859,0.262647953575,0.253402692704,0.551020408163,0.146341463415,0.125,49,41,16
pooled,da3__layer7__faces_global,global,ridge,106,13,0.178681189399,0.668789384754,0.471698113208,0.399483573917,0.403240925409,0.186479262537,0.69387755102,0.317073170732,0.1875,49,41,16
pooled,da3__layer7__faces_global,main,knn,106,13,0.117525625328,0.456315472244,0.72641509434,0.762143271943,0.730273881682,0.111111253728,0.836734693878,0.512195121951,0.9375,49,41,16
pooled,da3__layer7__faces_global,main,ridge,106,13,0.101427422314,0.402261708892,0.77358490566,0.811514849842,0.773117588644,0.0976934400925,0.897959183673,0.536585365854,1,49,41,16
pooled,da3__layer7__faces_local16,coarse,knn,106,13,0.123799354676,0.494699989176,0.688679245283,0.71824705492,0.696642749579,0.135195604163,0.816326530612,0.463414634146,0.875,49,41,16
pooled,da3__layer7__faces_local16,coarse,ridge,106,13,0.112881898453,0.462810660737,0.735849056604,0.764963912394,0.733134920635,0.115493683508,0.918367346939,0.439024390244,0.9375,49,41,16
pooled,da3__layer7__faces_local16,global,knn,106,13,0.229811070189,0.782640650568,0.462264150943,0.375995520159,0.365265558814,0.2436737009,0.734693877551,0.268292682927,0.125,49,41,16
pooled,da3__layer7__faces_local16,global,ridge,106,13,0.183750608895,0.691886126532,0.424528301887,0.332099303136,0.312257312257,0.185511764955,0.714285714286,0.219512195122,0.0625,49,41,16
pooled,da3__layer7__faces_local16,main,knn,106,13,0.116276977124,0.452133274125,0.698113207547,0.727704496433,0.698867184016,0.113105209849,0.795918367347,0.512195121951,0.875,49,41,16
pooled,da3__layer7__faces_local16,main,ridge,106,13,0.0986194978264,0.393522089005,0.764150943396,0.804712128754,0.766278013875,0.0908523083329,0.877551020408,0.536585365854,1,49,41,16
pooled,da3__layer7__faces_local96,coarse,knn,106,13,0.135191040179,0.532426102937,0.566037735849,0.531597395056,0.544126984127,0.143055359776,0.69387755102,0.463414634146,0.4375,49,41,16
pooled,da3__layer7__faces_local96,coarse,ridge,106,13,0.121684110556,0.479943222783,0.745283018868,0.78712460594,0.744686699105,0.12294821394,0.897959183673,0.463414634146,1,49,41,16
pooled,da3__layer7__faces_local96,global,knn,106,13,0.263731316269,0.89786045082,0.339622641509,0.262153641945,0.24962962963,0.290939803068,0.469387755102,0.317073170732,0,49,41,16
pooled,da3__layer7__faces_local96,global,ridge,106,13,0.230582307351,0.771741848064,0.283018867925,0.214700514352,0.195321637427,0.222496845327,0.448979591837,0.19512195122,0,49,41,16
pooled,da3__layer7__faces_local96,main,knn,106,13,0.117747833119,0.448308933329,0.669811320755,0.611736767878,0.621339246474,0.111117352212,0.836734693878,0.560975609756,0.4375,49,41,16
pooled,da3__layer7__faces_local96,main,ridge,106,13,0.112731888806,0.437577436172,0.77358490566,0.81018748963,0.770600744285,0.106924911435,0.918367346939,0.512195121951,1,49,41,16
pooled,da3__layer9__faces_concat,coarse,knn,106,13,0.139325032984,0.532659151436,0.632075471698,0.621308279409,0.623145671533,0.149007205378,0.775510204082,0.463414634146,0.625,49,41,16
pooled,da3__layer9__faces_concat,coarse,ridge,106,13,0.130589868754,0.509911033894,0.688679245283,0.744980919197,0.702233845483,0.136743906365,0.795918367347,0.439024390244,1,49,41,16
pooled,da3__layer9__faces_concat,global,knn,106,13,0.280565710567,0.885282040757,0.358490566038,0.307802389248,0.307579230682,0.308642487412,0.408163265306,0.390243902439,0.125,49,41,16
pooled,da3__layer9__faces_concat,global,ridge,106,13,0.234403916741,0.816756766181,0.311320754717,0.239090758255,0.221563026441,0.238633858326,0.448979591837,0.268292682927,0,49,41,16
pooled,da3__layer9__faces_concat,main,knn,106,13,0.12255890822,0.459466526369,0.688679245283,0.666106686577,0.668350466738,0.119518094317,0.836734693878,0.536585365854,0.625,49,41,16
pooled,da3__layer9__faces_concat,main,ridge,106,13,0.113092455051,0.444226944042,0.716981132075,0.769371163099,0.730048159615,0.109843648813,0.795918367347,0.512195121951,1,49,41,16
pooled,da3__layer9__faces_global,coarse,knn,106,13,0.133399305195,0.526690363581,0.650943396226,0.691036170566,0.670849673203,0.142491688256,0.734693877551,0.463414634146,0.875,49,41,16
pooled,da3__layer9__faces_global,coarse,ridge,106,13,0.114185764252,0.461918166963,0.745283018868,0.773093993695,0.737869337869,0.118398465099,0.918367346939,0.463414634146,0.9375,49,41,16
pooled,da3__layer9__faces_global,global,knn,106,13,0.254905389812,0.85584812453,0.358490566038,0.313868840219,0.314159292035,0.27014253791,0.510204081633,0.243902439024,0.1875,49,41,16
pooled,da3__layer9__faces_global,global,ridge,106,13,0.179064868875,0.661627557189,0.490566037736,0.455180852829,0.452134983431,0.183993369316,0.673469387755,0.317073170732,0.375,49,41,16
pooled,da3__layer9__faces_global,main,knn,106,13,0.121183196456,0.468708670443,0.688679245283,0.722229135557,0.70380952381,0.118169845011,0.755102040816,0.536585365854,0.875,49,41,16
pooled,da3__layer9__faces_global,main,ridge,106,13,0.10040249247,0.399657182245,0.792452830189,0.812417039987,0.782364827719,0.0927463466754,0.938775510204,0.560975609756,0.9375,49,41,16
pooled,da3__layer9__faces_local16,coarse,knn,106,13,0.132441213475,0.519812302355,0.660377358491,0.696511531442,0.674603174603,0.140551654536,0.775510204082,0.439024390244,0.875,49,41,16
pooled,da3__layer9__faces_local16,coarse,ridge,106,13,0.112145250466,0.450918319776,0.735849056604,0.778994524639,0.734868421053,0.113983153552,0.897959183673,0.439024390244,1,49,41,16
pooled,da3__layer9__faces_local16,global,knn,106,13,0.234905441887,0.781886043776,0.405660377358,0.332524473204,0.321328034443,0.241501605297,0.65306122449,0.219512195122,0.125,49,41,16
pooled,da3__layer9__faces_local16,global,ridge,106,13,0.184388262671,0.666626233316,0.462264150943,0.406711465074,0.408519174252,0.183920164926,0.65306122449,0.317073170732,0.25,49,41,16
pooled,da3__layer9__faces_local16,main,knn,106,13,0.118352159878,0.455934058244,0.698113207547,0.729031856645,0.710474205315,0.113722363242,0.775510204082,0.536585365854,0.875,49,41,16
pooled,da3__layer9__faces_local16,main,ridge,106,13,0.0984353913776,0.389360387128,0.783018867925,0.818317570931,0.779981058798,0.0894658205671,0.918367346939,0.536585365854,1,49,41,16
pooled,da3__layer9__faces_local96,coarse,knn,106,13,0.133288640546,0.520344530692,0.622641509434,0.615832918533,0.619344192484,0.142051294691,0.734693877551,0.487804878049,0.625,49,41,16
pooled,da3__layer9__faces_local96,coarse,ridge,106,13,0.126462563782,0.494702461635,0.72641509434,0.773519163763,0.731438723745,0.131371221004,0.857142857143,0.463414634146,1,49,41,16
pooled,da3__layer9__faces_local96,global,knn,106,13,0.272829875472,0.900376412077,0.27358490566,0.206570433051,0.191961191961,0.281212144069,0.448979591837,0.170731707317,0,49,41,16
pooled,da3__layer9__faces_local96,global,ridge,106,13,0.239210756194,0.811361954932,0.301886792453,0.225651236104,0.197304742759,0.233176783964,0.530612244898,0.146341463415,0,49,41,16
pooled,da3__layer9__faces_local96,main,knn,106,13,0.114813318378,0.440375829792,0.716981132075,0.689169570267,0.692026628763,0.112383342314,0.857142857143,0.585365853659,0.625,49,41,16
pooled,da3__layer9__faces_local96,main,ridge,106,13,0.110720512103,0.43052904767,0.72641509434,0.776173884188,0.74188164329,0.104904628579,0.816326530612,0.512195121951,1,49,41,16
pooled,dinov3__block11__faces_concat,coarse,knn,106,13,0.136475109628,0.523442514122,0.688679245283,0.736259747802,0.70564441993,0.142267270174,0.734693877551,0.536585365854,0.9375,49,41,16
pooled,dinov3__block11__faces_concat,coarse,ridge,106,13,0.121342121309,0.461597083088,0.72641509434,0.745457939273,0.717427135475,0.121649770888,0.897959183673,0.463414634146,0.875,49,41,16
pooled,dinov3__block11__faces_concat,global,knn,106,13,0.219056398869,0.774338775096,0.462264150943,0.504925750788,0.473890581595,0.235888064586,0.510204081633,0.317073170732,0.6875,49,41,16
pooled,dinov3__block11__faces_concat,global,ridge,106,13,0.177604373508,0.631312336435,0.433962264151,0.328853492617,0.299665551839,0.165042595491,0.69387755102,0.292682926829,0,49,41,16
pooled,dinov3__block11__faces_concat,main,knn,106,13,0.12196331434,0.446352846929,0.679245283019,0.743487638958,0.700091575092,0.117980310475,0.69387755102,0.536585365854,1,49,41,16
pooled,dinov3__block11__faces_concat,main,ridge,106,13,0.104660720557,0.391395549558,0.764150943396,0.775323544052,0.749560048889,0.0963762684004,0.938775510204,0.512195121951,0.875,49,41,16
pooled,dinov3__block11__faces_global,coarse,knn,106,13,0.132248521835,0.512479798842,0.660377358491,0.728554836569,0.700273271702,0.134911178282,0.673469387755,0.512195121951,1,49,41,16
pooled,dinov3__block11__faces_global,coarse,ridge,106,13,0.112160920955,0.427741680432,0.735849056604,0.784303965489,0.762433862434,0.122383817558,0.816326530612,0.536585365854,1,49,41,16
pooled,dinov3__block11__faces_global,global,knn,106,13,0.179056437737,0.692074678493,0.509433962264,0.556952049112,0.545930974016,0.186794702666,0.530612244898,0.390243902439,0.75,49,41,16
pooled,dinov3__block11__faces_global,global,ridge,106,13,0.149700520195,0.546861728574,0.537735849057,0.4831280073,0.505244996549,0.157361966557,0.673469387755,0.463414634146,0.3125,49,41,16
pooled,dinov3__block11__faces_global,main,knn,106,13,0.117879386041,0.448257515112,0.716981132075,0.772025883524,0.744717348928,0.109184295974,0.755102040816,0.560975609756,1,49,41,16
