family,baseline,algorithm,building,stratum,feature,grid,inner_loss,n_inner,dino_weight
bilayout,global,knn,e9zR4mvMWw7,all,bilayout__fg_extended__global,6,0.169494837523,99,
bilayout,global,knn,jtcxE69GiFV,all,bilayout__fg_extended__global,12,0.154015183449,101,
bilayout,global,knn,pa4otMbVnkk,all,bilayout__fg_enclosed__global,13,0.162599906325,100,
bilayout,global,knn,rPc6DW4iMge,all,bilayout__fg_enclosed__global,13,0.154757171869,103,
bilayout,global,knn,uNb9QFRL6hY,all,bilayout__fg_extended__regions,13,0.204545244575,66,
bilayout,global,knn,wc2JMjhGNzB,all,bilayout__fg_enclosed__global,13,0.16130425036,92,
bilayout,global,knn,yqstnuAEVhm,all,bilayout__fg_extended__global,12,0.145969301462,102,
bilayout,coarse,ridge,2t7WUuJeko7,all,bilayout__fg_enclosed__global,3,0.0904114916921,101,
bilayout,coarse,ridge,7y3sRwLe3Va,all,bilayout__fg_enclosed__global,3,0.102717578411,102,
bilayout,coarse,ridge,B6ByNegPMKs,all,bilayout__fg_enclosed__global,0,0.103089749813,103,
bilayout,coarse,ridge,S9hNv5qa7GM,all,bilayout__fg_enclosed__global,3,0.112844154239,101,
bilayout,coarse,ridge,VFuaQ6m2Qom,all,bilayout__fc__global,3,0.110811375082,100,
bilayout,coarse,ridge,Z6MFQCViBuw,all,bilayout__fc__global,3,0.104574121535,102,
bilayout,coarse,ridge,e9zR4mvMWw7,all,bilayout__fc__global,3,0.109756506979,99,
bilayout,coarse,ridge,jtcxE69GiFV,all,bilayout__fg_enclosed__global,0,0.0946852341294,101,
bilayout,coarse,ridge,pa4otMbVnkk,all,bilayout__fg_enclosed__global,3,0.120290130377,100,
bilayout,coarse,ridge,rPc6DW4iMge,all,bilayout__fg_enclosed__global,3,0.106763586402,103,
bilayout,coarse,ridge,uNb9QFRL6hY,all,bilayout__fc__global,3,0.144931465387,66,
bilayout,coarse,ridge,wc2JMjhGNzB,all,bilayout__fc__global,3,0.0987014472485,92,
bilayout,coarse,ridge,yqstnuAEVhm,all,bilayout__fg_enclosed__global,3,0.104443609715,102,
bilayout,coarse,knn,2t7WUuJeko7,all,bilayout__fg_extended__global,13,0.0804957002401,101,
bilayout,coarse,knn,7y3sRwLe3Va,all,bilayout__fg_extended__global,13,0.0938857868314,102,
bilayout,coarse,knn,B6ByNegPMKs,all,bilayout__fg_extended__global,13,0.0932876691222,103,
bilayout,coarse,knn,S9hNv5qa7GM,all,bilayout__fg_enclosed__global,5,0.105620853603,101,
bilayout,coarse,knn,VFuaQ6m2Qom,all,bilayout__fg_enclosed__global,12,0.109370306134,100,
bilayout,coarse,knn,Z6MFQCViBuw,all,bilayout__fg_extended__global,13,0.102008335292,102,
bilayout,coarse,knn,e9zR4mvMWw7,all,bilayout__fg_enclosed__global,13,0.112817756832,99,
bilayout,coarse,knn,jtcxE69GiFV,all,bilayout__fg_extended__global,12,0.0909911394119,101,
bilayout,coarse,knn,pa4otMbVnkk,all,bilayout__fg_enclosed__global,13,0.117569424212,100,
bilayout,coarse,knn,rPc6DW4iMge,all,bilayout__fg_extended__global,13,0.100225701928,103,
bilayout,coarse,knn,uNb9QFRL6hY,all,bilayout__fg_enclosed__global,13,0.13910458982,66,
bilayout,coarse,knn,wc2JMjhGNzB,all,bilayout__fg_extended__global,12,0.101963281631,92,
bilayout,coarse,knn,yqstnuAEVhm,all,bilayout__fg_extended__global,12,0.0993195325136,102,
bilayout,main,ridge,2t7WUuJeko7,all,bilayout__fg_enclosed__global,3,0.0853084772825,101,
bilayout,main,ridge,7y3sRwLe3Va,all,bilayout__fg_enclosed__global,3,0.0944069772959,102,
bilayout,main,ridge,B6ByNegPMKs,all,bilayout__fg_enclosed__global,0,0.0854387953877,103,
bilayout,main,ridge,S9hNv5qa7GM,all,bilayout__fg_enclosed__global,3,0.0982377752662,101,
bilayout,main,ridge,VFuaQ6m2Qom,all,bilayout__fc__global,3,0.097539961338,100,
bilayout,main,ridge,Z6MFQCViBuw,all,bilayout__fc__global,3,0.0971834138036,102,
bilayout,main,ridge,e9zR4mvMWw7,all,bilayout__fc__global,3,0.0952371954918,99,
bilayout,main,ridge,jtcxE69GiFV,all,bilayout__fg_enclosed__global,0,0.0800075829029,101,
bilayout,main,ridge,pa4otMbVnkk,all,bilayout__fg_enclosed__global,3,0.0946306735277,100,
bilayout,main,ridge,rPc6DW4iMge,all,bilayout__fg_enclosed__global,3,0.0941441580653,103,
bilayout,main,ridge,uNb9QFRL6hY,all,bilayout__fc__global,3,0.109972186387,66,
bilayout,main,ridge,wc2JMjhGNzB,all,bilayout__fc__global,3,0.0838542953134,92,
bilayout,main,ridge,yqstnuAEVhm,all,bilayout__fg_enclosed__global,3,0.0973943993449,102,
bilayout,main,knn,2t7WUuJeko7,all,bilayout__fg_extended__global,11,0.0712795704603,101,
bilayout,main,knn,7y3sRwLe3Va,all,bilayout__fg_extended__global,13,0.083713196218,102,
bilayout,main,knn,B6ByNegPMKs,all,bilayout__fg_extended__global,13,0.0755170509219,103,
bilayout,main,knn,S9hNv5qa7GM,all,bilayout__fg_enclosed__global,5,0.0885280296206,101,
bilayout,main,knn,VFuaQ6m2Qom,all,bilayout__fg_extended__global,13,0.092813692987,100,
bilayout,main,knn,Z6MFQCViBuw,all,bilayout__fg_extended__global,13,0.0902549549937,102,
bilayout,main,knn,e9zR4mvMWw7,all,bilayout__fg_extended__global,5,0.0909820124507,99,
bilayout,main,knn,jtcxE69GiFV,all,bilayout__fg_enclosed__global,12,0.0737986266613,101,
bilayout,main,knn,pa4otMbVnkk,all,bilayout__fg_enclosed__global,13,0.0882543027401,100,
bilayout,main,knn,rPc6DW4iMge,all,bilayout__fg_extended__global,13,0.083706818521,103,
bilayout,main,knn,uNb9QFRL6hY,all,bilayout__fg_enclosed__global,13,0.105843499303,66,
bilayout,main,knn,wc2JMjhGNzB,all,bilayout__fg_extended__global,12,0.0791997164488,92,
bilayout,main,knn,yqstnuAEVhm,all,bilayout__fg_extended__global,5,0.090183518827,102,
ulayout,global,ridge,2t7WUuJeko7,all,ulayout__compressed__global,3,0.183331757784,101,
ulayout,global,ridge,7y3sRwLe3Va,all,ulayout__compressed__global,10,0.177093118429,102,
ulayout,global,ridge,B6ByNegPMKs,all,ulayout__transformer__global,7,0.19119040668,103,
ulayout,global,ridge,S9hNv5qa7GM,all,ulayout__compressed__global,0,0.180201977491,101,
ulayout,global,ridge,VFuaQ6m2Qom,all,ulayout__compressed__global,1,0.162975132465,100,
ulayout,global,ridge,Z6MFQCViBuw,all,ulayout__compressed__global,7,0.17216347158,102,
ulayout,global,ridge,e9zR4mvMWw7,all,ulayout__compressed__global,7,0.188535571098,99,
ulayout,global,ridge,jtcxE69GiFV,all,ulayout__compressed__global,10,0.187744542956,101,
ulayout,global,ridge,pa4otMbVnkk,all,ulayout__compressed__global,7,0.196588978171,100,
ulayout,global,ridge,rPc6DW4iMge,all,ulayout__compressed__global,3,0.1731698066,103,
ulayout,global,ridge,uNb9QFRL6hY,all,ulayout__transformer__global,7,0.182596370578,66,
ulayout,global,ridge,wc2JMjhGNzB,all,ulayout__compressed__global,7,0.194425672293,92,
ulayout,global,ridge,yqstnuAEVhm,all,ulayout__transformer__global,15,0.196066468954,102,
ulayout,global,knn,2t7WUuJeko7,all,ulayout__transformer__global,13,0.190494954586,101,
ulayout,global,knn,7y3sRwLe3Va,all,ulayout__transformer__global,13,0.190980255604,102,
ulayout,global,knn,B6ByNegPMKs,all,ulayout__transformer__global,13,0.192427039146,103,
ulayout,global,knn,S9hNv5qa7GM,all,ulayout__transformer__global,13,0.196237504482,101,
ulayout,global,knn,VFuaQ6m2Qom,all,ulayout__transformer__global,13,0.195199772716,100,
ulayout,global,knn,Z6MFQCViBuw,all,ulayout__compressed__global,13,0.193137079477,102,
ulayout,global,knn,e9zR4mvMWw7,all,ulayout__compressed__global,13,0.194747388363,99,
ulayout,global,knn,jtcxE69GiFV,all,ulayout__compressed__global,13,0.189504787326,101,
ulayout,global,knn,pa4otMbVnkk,all,ulayout__transformer__global,13,0.206199839711,100,
ulayout,global,knn,rPc6DW4iMge,all,ulayout__transformer__global,13,0.195922210813,103,
ulayout,global,knn,uNb9QFRL6hY,all,ulayout__transformer__local16,19,0.191077113152,66,
ulayout,global,knn,wc2JMjhGNzB,all,ulayout__compressed__global,13,0.208695471287,92,
ulayout,global,knn,yqstnuAEVhm,all,ulayout__transformer__global,13,0.181176394224,102,
ulayout,coarse,ridge,2t7WUuJeko7,all,ulayout__compressed__global,3,0.0936328396201,101,
ulayout,coarse,ridge,7y3sRwLe3Va,all,ulayout__compressed__global,1,0.10680437088,102,
ulayout,coarse,ridge,B6ByNegPMKs,all,ulayout__compressed__global,3,0.106235645711,103,
ulayout,coarse,ridge,S9hNv5qa7GM,all,ulayout__compressed__global,2,0.106954015791,101,
ulayout,coarse,ridge,VFuaQ6m2Qom,all,ulayout__compressed__global,1,0.112530939281,100,
ulayout,coarse,ridge,Z6MFQCViBuw,all,ulayout__compressed__global,3,0.111742638052,102,
ulayout,coarse,ridge,e9zR4mvMWw7,all,ulayout__compressed__global,3,0.11776509881,99,
ulayout,coarse,ridge,jtcxE69GiFV,all,ulayout__compressed__global,0,0.0965920314193,101,
ulayout,coarse,ridge,pa4otMbVnkk,all,ulayout__transformer__global,7,0.141345992684,100,
ulayout,coarse,ridge,rPc6DW4iMge,all,ulayout__compressed__global,3,0.109797403216,103,
ulayout,coarse,ridge,uNb9QFRL6hY,all,ulayout__transformer__global,0,0.134286165237,66,
ulayout,coarse,ridge,wc2JMjhGNzB,all,ulayout__compressed__global,3,0.112612254918,92,
ulayout,coarse,ridge,yqstnuAEVhm,all,ulayout__compressed__global,3,0.115794807673,102,
ulayout,coarse,knn,2t7WUuJeko7,all,ulayout__transformer__global,13,0.0959616452456,101,
ulayout,coarse,knn,7y3sRwLe3Va,all,ulayout__transformer__global,13,0.101634539664,102,
ulayout,coarse,knn,B6ByNegPMKs,all,ulayout__transformer__global,13,0.105310149491,103,
ulayout,coarse,knn,S9hNv5qa7GM,all,ulayout__transformer__global,13,0.10983517766,101,
ulayout,coarse,knn,VFuaQ6m2Qom,all,ulayout__transformer__global,13,0.119864016771,100,
ulayout,coarse,knn,Z6MFQCViBuw,all,ulayout__transformer__global,13,0.112940452993,102,
ulayout,coarse,knn,e9zR4mvMWw7,all,ulayout__transformer__global,13,0.11591283977,99,
ulayout,coarse,knn,jtcxE69GiFV,all,ulayout__transformer__global,20,0.100372537971,101,
ulayout,coarse,knn,pa4otMbVnkk,all,ulayout__transformer__global,13,0.135340884328,100,
ulayout,coarse,knn,rPc6DW4iMge,all,ulayout__transformer__global,13,0.11163405329,103,
ulayout,coarse,knn,uNb9QFRL6hY,all,ulayout__transformer__global,19,0.146136000752,66,
ulayout,coarse,knn,wc2JMjhGNzB,all,ulayout__transformer__global,13,0.106494486332,92,
ulayout,coarse,knn,yqstnuAEVhm,all,ulayout__transformer__global,13,0.108919106424,102,
ulayout,main,ridge,2t7WUuJeko7,all,ulayout__compressed__global,3,0.0861774981022,101,
ulayout,main,ridge,7y3sRwLe3Va,all,ulayout__compressed__global,3,0.101369969547,102,
ulayout,main,ridge,B6ByNegPMKs,all,ulayout__compressed__global,3,0.093609392643,103,
ulayout,main,ridge,S9hNv5qa7GM,all,ulayout__compressed__global,3,0.0949910804629,101,
ulayout,main,ridge,VFuaQ6m2Qom,all,ulayout__compressed__global,3,0.0986218899488,100,
ulayout,main,ridge,Z6MFQCViBuw,all,ulayout__compressed__global,3,0.103557102382,102,
ulayout,main,ridge,e9zR4mvMWw7,all,ulayout__compressed__global,3,0.102444000542,99,
ulayout,main,ridge,jtcxE69GiFV,all,ulayout__compressed__global,10,0.0819493457675,101,
ulayout,main,ridge,pa4otMbVnkk,all,ulayout__transformer__global,7,0.108180515468,100,
ulayout,main,ridge,rPc6DW4iMge,all,ulayout__compressed__global,1,0.0981031060219,103,
ulayout,main,ridge,uNb9QFRL6hY,all,ulayout__transformer__global,1,0.0964215248823,66,
ulayout,main,ridge,wc2JMjhGNzB,all,ulayout__compressed__global,8,0.091407969594,92,
ulayout,main,ridge,yqstnuAEVhm,all,ulayout__compressed__global,3,0.108933627605,102,
ulayout,main,knn,2t7WUuJeko7,all,ulayout__transformer__global,13,0.0910210385919,101,
ulayout,main,knn,7y3sRwLe3Va,all,ulayout__transformer__global,13,0.0956264287233,102,
ulayout,main,knn,B6ByNegPMKs,all,ulayout__transformer__global,6,0.0920607224107,103,
ulayout,main,knn,S9hNv5qa7GM,all,ulayout__transformer__global,13,0.0975733399391,101,
ulayout,main,knn,VFuaQ6m2Qom,all,ulayout__transformer__global,19,0.105584181845,100,
ulayout,main,knn,Z6MFQCViBuw,all,ulayout__transformer__global,13,0.104435227811,102,
ulayout,main,knn,e9zR4mvMWw7,all,ulayout__transformer__global,13,0.100443840027,99,
ulayout,main,knn,jtcxE69GiFV,all,ulayout__transformer__global,20,0.0854293629527,101,
ulayout,main,knn,pa4otMbVnkk,all,ulayout__transformer__global,13,0.105023100972,100,
ulayout,main,knn,rPc6DW4iMge,all,ulayout__transformer__global,13,0.100249566138,103,
ulayout,main,knn,uNb9QFRL6hY,all,ulayout__transformer__global,19,0.107168652117,66,
ulayout,main,knn,wc2JMjhGNzB,all,ulayout__transformer__global,20,0.0886177197099,92,
ulayout,main,knn,yqstnuAEVhm,all,ulayout__transformer__global,13,0.100956745446,102,
dinov3,global,ridge,2t7WUuJeko7,all,dinov3__cls__panorama,10,0.0966823771596,101,
dinov3,global,ridge,7y3sRwLe3Va,all,dinov3__cls__panorama,10,0.124846152961,102,
dinov3,global,ridge,B6ByNegPMKs,all,dinov3__cls__panorama,14,0.110618896782,103,
dinov3,global,ridge,S9hNv5qa7GM,all,dinov3__cls__panorama,14,0.118870675564,101,
dinov3,global,ridge,VFuaQ6m2Qom,all,dinov3__cls__panorama,10,0.111709326506,100,
dinov3,global,ridge,Z6MFQCViBuw,all,dinov3__cls__panorama,14,0.118643537164,102,
dinov3,global,ridge,e9zR4mvMWw7,all,dinov3__cls__panorama,10,0.120844446123,99,
dinov3,global,ridge,jtcxE69GiFV,all,dinov3__cls__panorama,10,0.1200337708,101,
dinov3,global,ridge,pa4otMbVnkk,all,dinov3__cls__panorama,10,0.12110543251,100,
dinov3,global,ridge,rPc6DW4iMge,all,dinov3__cls__panorama,14,0.110186502337,103,
dinov3,global,ridge,uNb9QFRL6hY,all,dinov3__cls__panorama,7,0.139685198665,66,
dinov3,global,ridge,wc2JMjhGNzB,all,dinov3__cls__panorama,1,0.0955440700054,92,
dinov3,global,ridge,yqstnuAEVhm,all,dinov3__cls__panorama,0,0.118738166988,102,
dinov3,global,knn,2t7WUuJeko7,all,dinov3__cls__faces_global,13,0.109900906682,101,
dinov3,global,knn,7y3sRwLe3Va,all,dinov3__cls__panorama,13,0.157254680991,102,
dinov3,global,knn,B6ByNegPMKs,all,dinov3__cls__faces_global,13,0.117087244987,103,
dinov3,global,knn,S9hNv5qa7GM,all,dinov3__cls__faces_global,13,0.139999836683,101,
dinov3,global,knn,VFuaQ6m2Qom,all,dinov3__cls__faces_global,13,0.144999831915,100,
dinov3,global,knn,Z6MFQCViBuw,all,dinov3__cls__faces_global,13,0.11352930218,102,
dinov3,global,knn,e9zR4mvMWw7,all,dinov3__cls__faces_global,13,0.137979656458,99,
dinov3,global,knn,jtcxE69GiFV,all,dinov3__block12__panorama_mean,13,0.131088942289,101,
dinov3,global,knn,pa4otMbVnkk,all,dinov3__cls__faces_global,13,0.0969999283552,100,
dinov3,global,knn,rPc6DW4iMge,all,dinov3__cls__faces_global,13,0.121747426689,103,
dinov3,global,knn,uNb9QFRL6hY,all,dinov3__block12__faces_concat,12,0.174242153764,66,
dinov3,global,knn,wc2JMjhGNzB,all,dinov3__cls__panorama,13,0.129565045238,92,
dinov3,global,knn,yqstnuAEVhm,all,dinov3__cls__faces_global,13,0.115686133504,102,
dinov3,coarse,ridge,2t7WUuJeko7,all,dinov3__cls__faces_global,7,0.0860384404659,101,
dinov3,coarse,ridge,7y3sRwLe3Va,all,dinov3__cls__panorama,0,0.098859615624,102,
dinov3,coarse,ridge,B6ByNegPMKs,all,dinov3__cls__panorama,0,0.0961578786373,103,
dinov3,coarse,ridge,S9hNv5qa7GM,all,dinov3__cls__panorama,15,0.109580993652,101,
dinov3,coarse,ridge,VFuaQ6m2Qom,all,dinov3__cls__panorama,0,0.101942017674,100,
dinov3,coarse,ridge,Z6MFQCViBuw,all,dinov3__block3__panorama_global,0,0.105596259236,102,
dinov3,coarse,ridge,e9zR4mvMWw7,all,dinov3__block3__panorama_global,1,0.11140242219,99,
dinov3,coarse,ridge,jtcxE69GiFV,all,dinov3__block9__faces_local16,17,0.0939087793231,101,
dinov3,coarse,ridge,pa4otMbVnkk,all,dinov3__cls__panorama,14,0.120850041509,100,
dinov3,coarse,ridge,rPc6DW4iMge,all,dinov3__cls__panorama,17,0.101460918784,103,
dinov3,coarse,ridge,uNb9QFRL6hY,all,dinov3__block3__panorama_global,14,0.137103170156,66,
dinov3,coarse,ridge,wc2JMjhGNzB,all,dinov3__cls__panorama,1,0.08947083354,92,
dinov3,coarse,ridge,yqstnuAEVhm,all,dinov3__cls__panorama,0,0.104407228529,102,
dinov3,coarse,knn,2t7WUuJeko7,all,dinov3__cls__faces_global,13,0.0801545605063,101,
dinov3,coarse,knn,7y3sRwLe3Va,all,dinov3__cls__faces_global,13,0.1025307253,102,
dinov3,coarse,knn,B6ByNegPMKs,all,dinov3__cls__faces_global,13,0.0886563137174,103,
dinov3,coarse,knn,S9hNv5qa7GM,all,dinov3__cls__faces_global,13,0.10691486299,101,
dinov3,coarse,knn,VFuaQ6m2Qom,all,dinov3__cls__faces_global,12,0.104608461261,100,
dinov3,coarse,knn,Z6MFQCViBuw,all,dinov3__cls__faces_global,13,0.102941408753,102,
