design,feature,baseline,algorithm,stratum_type,stratum,n_images,n_buildings,rps_mean,brier_mean,accuracy,balanced_accuracy,macro_f1,building_macro_rps,simple_recall,medium_recall,hard_recall,simple_n,medium_n,hard_n
within_coarse,da3__layer5__faces_global,coarse,knn,building,7y3sRwLe3Va,4,1,0.127074144318,0.660785553644,0,0,0,0.12707413733,,0,,0,4,0
within_coarse,da3__layer5__faces_global,coarse,knn,building,B6ByNegPMKs,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,coarse,knn,building,S9hNv5qa7GM,5,1,0.0640001920007,0.256000128002,0.8,0.8,0.888888888889,0.064000191167,0.8,,,5,0,0
within_coarse,da3__layer5__faces_global,coarse,knn,building,VFuaQ6m2Qom,6,1,0.093333546667,0.373333386668,0.666666666667,0.666666666667,0.8,0.0933335541437,,,0.666666666667,0,0,6
within_coarse,da3__layer5__faces_global,coarse,knn,building,Z6MFQCViBuw,4,1,0.0200001600008,0.0800002400017,1,1,1,0.0200001653284,1,,,4,0,0
within_coarse,da3__layer5__faces_global,coarse,knn,building,e9zR4mvMWw7,7,1,0.151428754287,0.605714045716,0.285714285714,0.285714285714,0.444444444444,0.151428747124,0.285714285714,,,7,0,0
within_coarse,da3__layer5__faces_global,coarse,knn,building,jtcxE69GiFV,5,1,0.363998872001,1.455997168,0,0,0,0.36399885416,,0,,0,5,0
within_coarse,da3__layer5__faces_global,coarse,knn,building,pa4otMbVnkk,6,1,9.99999999989e-13,5.99999199979e-12,1,1,1,1.0133650646e-12,,1,,0,6,0
within_coarse,da3__layer5__faces_global,coarse,knn,building,rPc6DW4iMge,3,1,0.0533334933346,0.213333440003,1,1,1,0.0533334861208,1,,,3,0,0
within_coarse,da3__layer5__faces_global,coarse,knn,building,uNb9QFRL6hY,40,1,0.0898949980946,0.34069126573,0.775,0.85,0.783927560838,0.0898950020787,1,0.55,1,12,20,8
within_coarse,da3__layer5__faces_global,coarse,knn,building,wc2JMjhGNzB,14,1,0.176937219533,0.695190827808,0.571428571429,0.555555555556,0.457142857143,0.176937216894,0.666666666667,0,1,9,3,2
within_coarse,da3__layer5__faces_global,coarse,knn,building,yqstnuAEVhm,4,1,0.499999000003,1.99999400001,0,0,0,0.499998986721,0,,,4,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,scene,储藏与家务辅助,2,1,0.106694075973,0.314842212121,1,1,1,0.106694087386,1,,,2,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,scene,卧室,33,6,0.13871567489,0.554862823901,0.636363636364,0.45652173913,0.388888888889,0.130568747925,0.913043478261,0,,23,10,0
within_coarse,da3__layer5__faces_global,coarse,ridge,scene,卫浴,22,3,0.116768885625,0.467075507087,0.681818181818,0.520833333333,0.511111111111,0.128538576699,,0.166666666667,0.875,0,6,16
within_coarse,da3__layer5__faces_global,coarse,ridge,scene,厨房与用餐,13,3,0.259880317381,1.03952112896,0.461538461538,0.3,0.315789473684,0.256537102661,0.6,0,,10,3,0
within_coarse,da3__layer5__faces_global,coarse,ridge,scene,复合／待定,4,2,2.50000199988e-12,5.99999199979e-12,1,1,1,2.56683563293e-12,1,,,4,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,scene,工作与学习,7,1,0.114630590258,0.382567092121,0.857142857143,0.5,0.461538461538,0.114630599107,1,0,,6,1,0
within_coarse,da3__layer5__faces_global,coarse,ridge,scene,开放复合空间,4,1,0.127074144318,0.660785553644,0,0,0,0.12707413733,,0,,0,4,0
within_coarse,da3__layer5__faces_global,coarse,ridge,scene,无法判断,1,1,0.172681504544,0.514913180356,1,1,1,0.17268152535,1,,,1,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,scene,起居与休闲,17,2,9.99999999989e-13,5.99999199979e-12,1,1,1,1.0133650646e-12,,1,,0,17,0
within_coarse,da3__layer5__faces_global,coarse,ridge,scene,通行与连接,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,main_space,bathroom,22,3,0.116768885625,0.467075507087,0.681818181818,0.520833333333,0.511111111111,0.128538576699,,0.166666666667,0.875,0,6,16
within_coarse,da3__layer5__faces_global,coarse,ridge,main_space,circulation,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,main_space,dining,8,2,0.234806265743,0.939224084554,0.5,0.5,0.666666666667,0.234806261958,0.5,,,8,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,main_space,empty,4,1,0.0431703761379,0.128728295093,1,1,1,0.0431703813393,1,,,4,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,main_space,kitchen,5,1,0.299998800003,1.19999640001,0.4,0.5,0.285714285714,0.299998784066,1,0,,2,3,0
within_coarse,da3__layer5__faces_global,coarse,ridge,main_space,living,21,3,0.0242045989186,0.125863914985,0.809523809524,0.809523809524,0.894736842105,0.0423580457774,,0.809523809524,,0,21,0
within_coarse,da3__layer5__faces_global,coarse,ridge,main_space,sleep,34,6,0.134635802099,0.538543329081,0.647058823529,0.458333333333,0.392857142857,0.129254847319,0.916666666667,0,,24,10,0
within_coarse,da3__layer5__faces_global,coarse,ridge,main_space,storage,2,1,0.106694075973,0.314842212121,1,1,1,0.106694087386,1,,,2,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,main_space,work,7,1,0.114630590258,0.382567092121,0.857142857143,0.5,0.461538461538,0.114630599107,1,0,,6,1,0
within_coarse,da3__layer5__faces_global,coarse,ridge,building,2t7WUuJeko7,5,1,0.299998800003,1.19999640001,0.4,0.5,0.285714285714,0.299998784066,1,0,,2,3,0
within_coarse,da3__layer5__faces_global,coarse,ridge,building,7y3sRwLe3Va,4,1,0.127074144318,0.660785553644,0,0,0,0.12707413733,,0,,0,4,0
within_coarse,da3__layer5__faces_global,coarse,ridge,building,B6ByNegPMKs,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,building,S9hNv5qa7GM,5,1,0.0246344544478,0.098537524066,1,1,1,0.0246344551454,1,,,5,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,building,VFuaQ6m2Qom,6,1,0.1018779848,0.407511092669,0.666666666667,0.666666666667,0.8,0.101877991731,,,0.666666666667,0,0,6
within_coarse,da3__layer5__faces_global,coarse,ridge,building,Z6MFQCViBuw,4,1,2.50000199988e-12,5.99999199979e-12,1,1,1,2.56683563293e-12,1,,,4,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,building,e9zR4mvMWw7,7,1,0.0473004195852,0.18920118151,0.857142857143,0.857142857143,0.923076923077,0.0473004218328,0.857142857143,,,7,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,building,jtcxE69GiFV,5,1,0.338766963773,1.35506951198,0,0,0,0.33876696825,,0,,0,5,0
within_coarse,da3__layer5__faces_global,coarse,ridge,building,pa4otMbVnkk,6,1,9.99999999989e-13,5.99999199979e-12,1,1,1,1.0133650646e-12,,1,,0,6,0
within_coarse,da3__layer5__faces_global,coarse,ridge,building,rPc6DW4iMge,3,1,0.0873962256537,0.349584071299,1,1,1,0.0873962218563,1,,,3,0,0
within_coarse,da3__layer5__faces_global,coarse,ridge,building,uNb9QFRL6hY,40,1,0.0939815352492,0.357037461007,0.8,0.866666666667,0.812962962963,0.0939815372057,1,0.6,1,12,20,8
within_coarse,da3__layer5__faces_global,coarse,ridge,building,wc2JMjhGNzB,14,1,0.111013465679,0.431495780941,0.714285714286,0.62962962963,0.504201680672,0.111013467823,0.888888888889,0,1,9,3,2
within_coarse,da3__layer5__faces_global,coarse,ridge,building,yqstnuAEVhm,4,1,0.469612531484,1.8784481691,0,0,0,0.469612523913,0,,,4,0,0
within_coarse,da3__layer5__faces_global,global,knn,scene,储藏与家务辅助,2,1,0.106694075973,0.314842212121,1,1,1,0.106694087386,1,,,2,0,0
within_coarse,da3__layer5__faces_global,global,knn,scene,卧室,33,6,0.17164967421,0.686598603909,0.424242424242,0.304347826087,0.297872340426,0.166333181622,0.608695652174,0,,23,10,0
within_coarse,da3__layer5__faces_global,global,knn,scene,卫浴,22,3,0.142727105456,0.570908476366,0.636363636364,0.4375,0.388888888889,0.158747242858,,0,0.875,0,6,16
within_coarse,da3__layer5__faces_global,global,knn,scene,厨房与用餐,13,3,0.275383895387,1.10153530462,0.461538461538,0.3,0.315789473684,0.273332645372,0.6,0,,10,3,0
within_coarse,da3__layer5__faces_global,global,knn,scene,复合／待定,4,2,2.50000199988e-12,5.99999199979e-12,1,1,1,2.56683563293e-12,1,,,4,0,0
within_coarse,da3__layer5__faces_global,global,knn,scene,工作与学习,7,1,0.114630590258,0.382567092121,0.857142857143,0.5,0.461538461538,0.114630599107,1,0,,6,1,0
within_coarse,da3__layer5__faces_global,global,knn,scene,开放复合空间,4,1,0.127074144318,0.660785553644,0,0,0,0.12707413733,,0,,0,4,0
within_coarse,da3__layer5__faces_global,global,knn,scene,无法判断,1,1,0.172681504544,0.514913180356,1,1,1,0.17268152535,1,,,1,0,0
within_coarse,da3__layer5__faces_global,global,knn,scene,起居与休闲,17,2,9.99999999989e-13,5.99999199979e-12,1,1,1,1.0133650646e-12,,1,,0,17,0
within_coarse,da3__layer5__faces_global,global,knn,scene,通行与连接,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,global,knn,main_space,bathroom,22,3,0.142727105456,0.570908476366,0.636363636364,0.4375,0.388888888889,0.158747242858,,0,0.875,0,6,16
within_coarse,da3__layer5__faces_global,global,knn,main_space,circulation,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,global,knn,main_space,dining,8,2,0.259999580002,1.03999712001,0.5,0.5,0.666666666667,0.259999576025,0.5,,,8,0,0
within_coarse,da3__layer5__faces_global,global,knn,main_space,empty,4,1,0.0431703761379,0.128728295093,1,1,1,0.0431703813393,1,,,4,0,0
within_coarse,da3__layer5__faces_global,global,knn,main_space,kitchen,5,1,0.299998800003,1.19999640001,0.4,0.5,0.285714285714,0.299998784066,1,0,,2,3,0
within_coarse,da3__layer5__faces_global,global,knn,main_space,living,21,3,0.0242045989186,0.125863914985,0.809523809524,0.809523809524,0.894736842105,0.0423580457774,,0.809523809524,,0,21,0
within_coarse,da3__layer5__faces_global,global,knn,main_space,sleep,34,6,0.16660115438,0.666404527323,0.441176470588,0.3125,0.30612244898,0.162126827535,0.625,0,,24,10,0
within_coarse,da3__layer5__faces_global,global,knn,main_space,storage,2,1,0.106694075973,0.314842212121,1,1,1,0.106694087386,1,,,2,0,0
within_coarse,da3__layer5__faces_global,global,knn,main_space,work,7,1,0.114630590258,0.382567092121,0.857142857143,0.5,0.461538461538,0.114630599107,1,0,,6,1,0
within_coarse,da3__layer5__faces_global,global,knn,building,2t7WUuJeko7,5,1,0.299998800003,1.19999640001,0.4,0.5,0.285714285714,0.299998784066,1,0,,2,3,0
within_coarse,da3__layer5__faces_global,global,knn,building,7y3sRwLe3Va,4,1,0.127074144318,0.660785553644,0,0,0,0.12707413733,,0,,0,4,0
within_coarse,da3__layer5__faces_global,global,knn,building,B6ByNegPMKs,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,global,knn,building,S9hNv5qa7GM,5,1,0.0640001920007,0.256000128002,0.8,0.8,0.888888888889,0.064000191167,0.8,,,5,0,0
within_coarse,da3__layer5__faces_global,global,knn,building,VFuaQ6m2Qom,6,1,0.093333546667,0.373333386668,0.666666666667,0.666666666667,0.8,0.0933335541437,,,0.666666666667,0,0,6
within_coarse,da3__layer5__faces_global,global,knn,building,Z6MFQCViBuw,4,1,0.0200001600008,0.0800002400017,1,1,1,0.0200001653284,1,,,4,0,0
within_coarse,da3__layer5__faces_global,global,knn,building,e9zR4mvMWw7,7,1,0.151428754287,0.605714045716,0.285714285714,0.285714285714,0.444444444444,0.151428747124,0.285714285714,,,7,0,0
within_coarse,da3__layer5__faces_global,global,knn,building,jtcxE69GiFV,5,1,0.363998872001,1.455997168,0,0,0,0.36399885416,,0,,0,5,0
within_coarse,da3__layer5__faces_global,global,knn,building,pa4otMbVnkk,6,1,9.99999999989e-13,5.99999199979e-12,1,1,1,1.0133650646e-12,,1,,0,6,0
within_coarse,da3__layer5__faces_global,global,knn,building,rPc6DW4iMge,3,1,0.0533334933346,0.213333440003,1,1,1,0.0533334861208,1,,,3,0,0
within_coarse,da3__layer5__faces_global,global,knn,building,uNb9QFRL6hY,40,1,0.0898949980946,0.34069126573,0.775,0.85,0.783927560838,0.0898950020787,1,0.55,1,12,20,8
within_coarse,da3__layer5__faces_global,global,knn,building,wc2JMjhGNzB,14,1,0.176937219533,0.695190827808,0.571428571429,0.555555555556,0.457142857143,0.176937216894,0.666666666667,0,1,9,3,2
within_coarse,da3__layer5__faces_global,global,knn,building,yqstnuAEVhm,4,1,0.499999000003,1.99999400001,0,0,0,0.499998986721,0,,,4,0,0
within_coarse,da3__layer5__faces_global,global,ridge,scene,储藏与家务辅助,2,1,0.106694075973,0.314842212121,1,1,1,0.106694087386,1,,,2,0,0
within_coarse,da3__layer5__faces_global,global,ridge,scene,卧室,33,6,0.13871567489,0.554862823901,0.636363636364,0.45652173913,0.388888888889,0.130568747925,0.913043478261,0,,23,10,0
within_coarse,da3__layer5__faces_global,global,ridge,scene,卫浴,22,3,0.116768885625,0.467075507087,0.681818181818,0.520833333333,0.511111111111,0.128538576699,,0.166666666667,0.875,0,6,16
within_coarse,da3__layer5__faces_global,global,ridge,scene,厨房与用餐,13,3,0.259880317381,1.03952112896,0.461538461538,0.3,0.315789473684,0.256537102661,0.6,0,,10,3,0
within_coarse,da3__layer5__faces_global,global,ridge,scene,复合／待定,4,2,2.50000199988e-12,5.99999199979e-12,1,1,1,2.56683563293e-12,1,,,4,0,0
within_coarse,da3__layer5__faces_global,global,ridge,scene,工作与学习,7,1,0.114630590258,0.382567092121,0.857142857143,0.5,0.461538461538,0.114630599107,1,0,,6,1,0
within_coarse,da3__layer5__faces_global,global,ridge,scene,开放复合空间,4,1,0.127074144318,0.660785553644,0,0,0,0.12707413733,,0,,0,4,0
within_coarse,da3__layer5__faces_global,global,ridge,scene,无法判断,1,1,0.172681504544,0.514913180356,1,1,1,0.17268152535,1,,,1,0,0
within_coarse,da3__layer5__faces_global,global,ridge,scene,起居与休闲,17,2,9.99999999989e-13,5.99999199979e-12,1,1,1,1.0133650646e-12,,1,,0,17,0
within_coarse,da3__layer5__faces_global,global,ridge,scene,通行与连接,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,global,ridge,main_space,bathroom,22,3,0.116768885625,0.467075507087,0.681818181818,0.520833333333,0.511111111111,0.128538576699,,0.166666666667,0.875,0,6,16
within_coarse,da3__layer5__faces_global,global,ridge,main_space,circulation,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,global,ridge,main_space,dining,8,2,0.234806265743,0.939224084554,0.5,0.5,0.666666666667,0.234806261958,0.5,,,8,0,0
within_coarse,da3__layer5__faces_global,global,ridge,main_space,empty,4,1,0.0431703761379,0.128728295093,1,1,1,0.0431703813393,1,,,4,0,0
within_coarse,da3__layer5__faces_global,global,ridge,main_space,kitchen,5,1,0.299998800003,1.19999640001,0.4,0.5,0.285714285714,0.299998784066,1,0,,2,3,0
within_coarse,da3__layer5__faces_global,global,ridge,main_space,living,21,3,0.0242045989186,0.125863914985,0.809523809524,0.809523809524,0.894736842105,0.0423580457774,,0.809523809524,,0,21,0
within_coarse,da3__layer5__faces_global,global,ridge,main_space,sleep,34,6,0.134635802099,0.538543329081,0.647058823529,0.458333333333,0.392857142857,0.129254847319,0.916666666667,0,,24,10,0
within_coarse,da3__layer5__faces_global,global,ridge,main_space,storage,2,1,0.106694075973,0.314842212121,1,1,1,0.106694087386,1,,,2,0,0
within_coarse,da3__layer5__faces_global,global,ridge,main_space,work,7,1,0.114630590258,0.382567092121,0.857142857143,0.5,0.461538461538,0.114630599107,1,0,,6,1,0
within_coarse,da3__layer5__faces_global,global,ridge,building,2t7WUuJeko7,5,1,0.299998800003,1.19999640001,0.4,0.5,0.285714285714,0.299998784066,1,0,,2,3,0
within_coarse,da3__layer5__faces_global,global,ridge,building,7y3sRwLe3Va,4,1,0.127074144318,0.660785553644,0,0,0,0.12707413733,,0,,0,4,0
within_coarse,da3__layer5__faces_global,global,ridge,building,B6ByNegPMKs,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,global,ridge,building,S9hNv5qa7GM,5,1,0.0246344544478,0.098537524066,1,1,1,0.0246344551454,1,,,5,0,0
within_coarse,da3__layer5__faces_global,global,ridge,building,VFuaQ6m2Qom,6,1,0.1018779848,0.407511092669,0.666666666667,0.666666666667,0.8,0.101877991731,,,0.666666666667,0,0,6
within_coarse,da3__layer5__faces_global,global,ridge,building,Z6MFQCViBuw,4,1,2.50000199988e-12,5.99999199979e-12,1,1,1,2.56683563293e-12,1,,,4,0,0
within_coarse,da3__layer5__faces_global,global,ridge,building,e9zR4mvMWw7,7,1,0.0473004195852,0.18920118151,0.857142857143,0.857142857143,0.923076923077,0.0473004218328,0.857142857143,,,7,0,0
within_coarse,da3__layer5__faces_global,global,ridge,building,jtcxE69GiFV,5,1,0.338766963773,1.35506951198,0,0,0,0.33876696825,,0,,0,5,0
within_coarse,da3__layer5__faces_global,global,ridge,building,pa4otMbVnkk,6,1,9.99999999989e-13,5.99999199979e-12,1,1,1,1.0133650646e-12,,1,,0,6,0
within_coarse,da3__layer5__faces_global,global,ridge,building,rPc6DW4iMge,3,1,0.0873962256537,0.349584071299,1,1,1,0.0873962218563,1,,,3,0,0
within_coarse,da3__layer5__faces_global,global,ridge,building,uNb9QFRL6hY,40,1,0.0939815352492,0.357037461007,0.8,0.866666666667,0.812962962963,0.0939815372057,1,0.6,1,12,20,8
within_coarse,da3__layer5__faces_global,global,ridge,building,wc2JMjhGNzB,14,1,0.111013465679,0.431495780941,0.714285714286,0.62962962963,0.504201680672,0.111013467823,0.888888888889,0,1,9,3,2
within_coarse,da3__layer5__faces_global,global,ridge,building,yqstnuAEVhm,4,1,0.469612531484,1.8784481691,0,0,0,0.469612523913,0,,,4,0,0
within_coarse,da3__layer5__faces_global,main,knn,scene,储藏与家务辅助,2,1,0.106694075973,0.314842212121,1,1,1,0.106694087386,1,,,2,0,0
within_coarse,da3__layer5__faces_global,main,knn,scene,卧室,33,6,0.17164967421,0.686598603909,0.424242424242,0.304347826087,0.297872340426,0.166333181622,0.608695652174,0,,23,10,0
within_coarse,da3__layer5__faces_global,main,knn,scene,卫浴,22,3,0.142727105456,0.570908476366,0.636363636364,0.4375,0.388888888889,0.158747242858,,0,0.875,0,6,16
within_coarse,da3__layer5__faces_global,main,knn,scene,厨房与用餐,13,3,0.163733383291,0.669296241123,0.461538461538,0.3,0.315789473684,0.155900333449,0.6,0,,10,3,0
within_coarse,da3__layer5__faces_global,main,knn,scene,复合／待定,4,2,0.00661651187654,0.015879629037,1,1,1,0.00698302476667,1,,,4,0,0
within_coarse,da3__layer5__faces_global,main,knn,scene,工作与学习,7,1,0.114630590258,0.382567092121,0.857142857143,0.5,0.461538461538,0.114630599107,1,0,,6,1,0
within_coarse,da3__layer5__faces_global,main,knn,scene,开放复合空间,4,1,0.127074144318,0.660785553644,0,0,0,0.12707413733,,0,,0,4,0
within_coarse,da3__layer5__faces_global,main,knn,scene,无法判断,1,1,0.172681504544,0.514913180356,1,1,1,0.17268152535,1,,,1,0,0
within_coarse,da3__layer5__faces_global,main,knn,scene,起居与休闲,17,2,9.99999999989e-13,5.99999199979e-12,1,1,1,1.0133650646e-12,,1,,0,17,0
within_coarse,da3__layer5__faces_global,main,knn,scene,通行与连接,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,main,knn,main_space,bathroom,22,3,0.142727105456,0.570908476366,0.636363636364,0.4375,0.388888888889,0.158747242858,,0,0.875,0,6,16
within_coarse,da3__layer5__faces_global,main,knn,main_space,circulation,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,main,knn,main_space,dining,8,2,0.10498554964,0.418236397095,0.5,0.5,0.666666666667,0.104985546321,0.5,,,8,0,0
within_coarse,da3__layer5__faces_global,main,knn,main_space,empty,4,1,0.047857876136,0.139978295089,1,1,1,0.0478578835027,1,,,4,0,0
within_coarse,da3__layer5__faces_global,main,knn,main_space,kitchen,5,1,0.257729917133,1.07099199157,0.4,0.5,0.285714285714,0.257729907706,1,0,,2,3,0
within_coarse,da3__layer5__faces_global,main,knn,main_space,living,21,3,0.0242045989186,0.125863914985,0.809523809524,0.809523809524,0.894736842105,0.0423580457774,,0.809523809524,,0,21,0
within_coarse,da3__layer5__faces_global,main,knn,main_space,sleep,34,6,0.166828096954,0.666949189563,0.441176470588,0.3125,0.30612244898,0.162310542931,0.625,0,,24,10,0
within_coarse,da3__layer5__faces_global,main,knn,main_space,storage,2,1,0.106694075973,0.314842212121,1,1,1,0.106694087386,1,,,2,0,0
within_coarse,da3__layer5__faces_global,main,knn,main_space,work,7,1,0.114630590258,0.382567092121,0.857142857143,0.5,0.461538461538,0.114630599107,1,0,,6,1,0
within_coarse,da3__layer5__faces_global,main,knn,building,2t7WUuJeko7,5,1,0.257729917133,1.07099199157,0.4,0.5,0.285714285714,0.257729907706,1,0,,2,3,0
within_coarse,da3__layer5__faces_global,main,knn,building,7y3sRwLe3Va,4,1,0.127074144318,0.660785553644,0,0,0,0.12707413733,,0,,0,4,0
within_coarse,da3__layer5__faces_global,main,knn,building,B6ByNegPMKs,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,main,knn,building,S9hNv5qa7GM,5,1,0.0640001920007,0.256000128002,0.8,0.8,0.888888888889,0.064000191167,0.8,,,5,0,0
within_coarse,da3__layer5__faces_global,main,knn,building,VFuaQ6m2Qom,6,1,0.093333546667,0.373333386668,0.666666666667,0.666666666667,0.8,0.0933335541437,,,0.666666666667,0,0,6
within_coarse,da3__layer5__faces_global,main,knn,building,Z6MFQCViBuw,4,1,0.0016920053854,0.0066493168057,1,1,1,0.00169200450182,1,,,4,0,0
within_coarse,da3__layer5__faces_global,main,knn,building,e9zR4mvMWw7,7,1,0.152531046787,0.608359548023,0.285714285714,0.285714285714,0.444444444444,0.152531039502,0.285714285714,,,7,0,0
within_coarse,da3__layer5__faces_global,main,knn,building,jtcxE69GiFV,5,1,0.363998872001,1.455997168,0,0,0,0.36399885416,,0,,0,5,0
within_coarse,da3__layer5__faces_global,main,knn,building,pa4otMbVnkk,6,1,9.99999999989e-13,5.99999199979e-12,1,1,1,1.0133650646e-12,,1,,0,6,0
within_coarse,da3__layer5__faces_global,main,knn,building,rPc6DW4iMge,3,1,0.0533334933346,0.213333440003,1,1,1,0.0533334861208,1,,,3,0,0
within_coarse,da3__layer5__faces_global,main,knn,building,uNb9QFRL6hY,40,1,0.0898949980946,0.34069126573,0.775,0.85,0.783927560838,0.0898950020787,1,0.55,1,12,20,8
within_coarse,da3__layer5__faces_global,main,knn,building,wc2JMjhGNzB,14,1,0.178276505247,0.698405113521,0.571428571429,0.555555555556,0.457142857143,0.178276503226,0.666666666667,0,1,9,3,2
within_coarse,da3__layer5__faces_global,main,knn,building,yqstnuAEVhm,4,1,0.208279093895,0.829823477383,0,0,0,0.20827908814,0,,,4,0,0
within_coarse,da3__layer5__faces_global,main,ridge,scene,储藏与家务辅助,2,1,0.106694075973,0.314842212121,1,1,1,0.106694087386,1,,,2,0,0
within_coarse,da3__layer5__faces_global,main,ridge,scene,卧室,33,6,0.13871567489,0.554862823901,0.636363636364,0.45652173913,0.388888888889,0.130568747925,0.913043478261,0,,23,10,0
within_coarse,da3__layer5__faces_global,main,ridge,scene,卫浴,22,3,0.116768885625,0.467075507087,0.681818181818,0.520833333333,0.511111111111,0.128538576699,,0.166666666667,0.875,0,6,16
within_coarse,da3__layer5__faces_global,main,ridge,scene,厨房与用餐,13,3,0.179774732222,0.733584769361,0.461538461538,0.3,0.315789473684,0.173278470007,0.6,0,,10,3,0
within_coarse,da3__layer5__faces_global,main,ridge,scene,复合／待定,4,2,0.00661651187654,0.015879629037,1,1,1,0.00698302476667,1,,,4,0,0
within_coarse,da3__layer5__faces_global,main,ridge,scene,工作与学习,7,1,0.114630590258,0.382567092121,0.857142857143,0.5,0.461538461538,0.114630599107,1,0,,6,1,0
within_coarse,da3__layer5__faces_global,main,ridge,scene,开放复合空间,4,1,0.127074144318,0.660785553644,0,0,0,0.12707413733,,0,,0,4,0
within_coarse,da3__layer5__faces_global,main,ridge,scene,无法判断,1,1,0.172681504544,0.514913180356,1,1,1,0.17268152535,1,,,1,0,0
within_coarse,da3__layer5__faces_global,main,ridge,scene,起居与休闲,17,2,9.99999999989e-13,5.99999199979e-12,1,1,1,1.0133650646e-12,,1,,0,17,0
within_coarse,da3__layer5__faces_global,main,ridge,scene,通行与连接,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,main,ridge,main_space,bathroom,22,3,0.116768885625,0.467075507087,0.681818181818,0.520833333333,0.511111111111,0.128538576699,,0.166666666667,0.875,0,6,16
within_coarse,da3__layer5__faces_global,main,ridge,main_space,circulation,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,main,ridge,main_space,dining,8,2,0.131052741653,0.522705255481,0.5,0.5,0.666666666667,0.131052751157,0.5,,,8,0,0
within_coarse,da3__layer5__faces_global,main,ridge,main_space,empty,4,1,0.047857876136,0.139978295089,1,1,1,0.0478578835027,1,,,4,0,0
within_coarse,da3__layer5__faces_global,main,ridge,main_space,kitchen,5,1,0.257729917133,1.07099199157,0.4,0.5,0.285714285714,0.257729907706,1,0,,2,3,0
within_coarse,da3__layer5__faces_global,main,ridge,main_space,living,21,3,0.0242045989186,0.125863914985,0.809523809524,0.809523809524,0.894736842105,0.0423580457774,,0.809523809524,,0,21,0
within_coarse,da3__layer5__faces_global,main,ridge,main_space,sleep,34,6,0.134862744673,0.53908799132,0.647058823529,0.458333333333,0.392857142857,0.129438562715,0.916666666667,0,,24,10,0
within_coarse,da3__layer5__faces_global,main,ridge,main_space,storage,2,1,0.106694075973,0.314842212121,1,1,1,0.106694087386,1,,,2,0,0
within_coarse,da3__layer5__faces_global,main,ridge,main_space,work,7,1,0.114630590258,0.382567092121,0.857142857143,0.5,0.461538461538,0.114630599107,1,0,,6,1,0
within_coarse,da3__layer5__faces_global,main,ridge,building,2t7WUuJeko7,5,1,0.257729917133,1.07099199157,0.4,0.5,0.285714285714,0.257729907706,1,0,,2,3,0
within_coarse,da3__layer5__faces_global,main,ridge,building,7y3sRwLe3Va,4,1,0.127074144318,0.660785553644,0,0,0,0.12707413733,,0,,0,4,0
within_coarse,da3__layer5__faces_global,main,ridge,building,B6ByNegPMKs,3,1,0.166491136088,0.49069386094,1,1,1,0.166491135955,1,,,3,0,0
within_coarse,da3__layer5__faces_global,main,ridge,building,S9hNv5qa7GM,5,1,0.0246344544478,0.098537524066,1,1,1,0.0246344551454,1,,,5,0,0
