estimand_scope,fold,base_task_id,building_id,condition,policy,replicate_support,order_signature_support,candidate_permutation_n,stop_at_3_probability,incremental_stop_at_4_probability,reach5_probability,cap_resolved_probability,historical_counterfactual_support_shortfall_probability,unresolved_probability,autonomous_non_delivery_probability,expert_escalation_probability,status_probability_fixed_k5,mean_raw_paid_attempts,mean_paid_valid_submissions,mean_invalid_attempts,mean_replacement_attempts,mean_metric_invalid_attempts,mean_paid_valid_savings_vs_f0,mean_raw_paid_attempt_savings_vs_f0,mean_public_gt_quality,mean_reference_evaluable_autonomous_delivery_quality,mean_paired_complete_case_quality_delta_vs_f0,mean_reference_evaluable_autonomous_delivery_mitt_delta_vs_f0,instability_probability,corner_count_change_probability,mean_continuous_geometry_delta_vs_f0,selected_structural_invalidity_probability,selected_output_probability,supported_multimodality_probability,selected_output_replicate_support,raw_attempt_replicate_support,paid_valid_replicate_support,complete_case_quality_replicate_support,reference_evaluable_autonomous_delivery_replicate_support,paired_cost_replicate_support,paired_complete_case_quality_replicate_support,paired_reference_evaluable_autonomous_delivery_replicate_support,paired_instability_replicate_support,paired_corner_count_replicate_support,paired_geometry_delta_replicate_support,selected_structural_invalidity_replicate_support,autonomous_non_delivery_replicate_support,expert_escalation_replicate_support,paired_rows_status,status
primary_common47,policy_development_simulation,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9056130853119683,0.9056130853119683,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.318,0.278,0.404,0.0,0.0,0.0,0.0,0.0,0.0,4.086,4.086,0.0,0.0,0.0,0.914,0.914,0.9056130853119683,0.9056130853119683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual,M1,1000,120,5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-0.9056130853119683,,,,,0.0,0.0,0,1000,1000,0,1000,1000,0,1000,0,0,0,0,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9367882855749649,0.9367882855749649,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.289,0.301,0.41,0.0,0.0,0.0,0.0,0.0,0.0,4.121,4.121,0.0,0.0,0.0,0.879,0.879,0.9367882855749649,0.9367882855749649,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,M1,1000,120,5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-0.9367882855749649,,,,,0.0,0.0,0,1000,1000,0,1000,1000,0,1000,0,0,0,0,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,F0,1000,1000,20,0.0,0.0,1.0,0.0,0.0,0.033,0.033,0.0,0.967,5.0,5.0,0.0,0.0,0.0,,,0.7691607271743177,0.7437784231775653,,,,,,0.0,0.967,,967,1000,1000,967,1000,0,0,0,0,0,0,967,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,1000,20,0.449,0.299,0.252,0.0,0.0,0.0,0.0,0.0,0.0,3.803,3.803,0.0,0.0,0.0,1.197,1.197,0.78458606744447,0.78458606744447,0.016717041216876716,0.04080764426690481,0.35987590486039295,0.265770423991727,0.019907860709698272,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,967,1000,967,967,967,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,M1,1000,1000,20,0.016,0.05,0.934,0.0,0.0,0.934,0.934,0.934,0.0,4.918,4.918,0.0,0.0,0.0,0.082,0.082,0.764628076728798,0.05046545306410066,-0.00024160726745118521,-0.6933129701134646,0.015384615384615385,0.0,0.00010833223614587025,0.0,0.066,0.215,66,1000,1000,66,1000,1000,65,1000,65,65,65,66,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,F0,1000,1000,20,0.0,0.0,1.0,0.0,0.0,0.374,0.374,0.0,0.626,5.0,5.0,0.0,0.0,0.0,,,0.9504779648032595,0.5949992059668404,,,,,,0.0,0.626,,626,1000,1000,626,1000,0,0,0,0,0,0,626,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,1000,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.9469191583575929,0.9469191583575929,-0.0026042584807452014,0.35191995239075247,0.6821086261980831,0.0,0.01572934320121351,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,626,1000,626,626,626,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,M1,1000,1000,20,0.357,0.302,0.341,0.026,0.0,0.315,0.315,0.315,0.0,3.984,3.984,0.0,0.0,0.0,1.016,1.016,0.950324912448019,0.650972565026893,0.0004679344165490757,0.05597335906005256,0.41458333333333336,0.0,0.0065222342504298635,0.0,0.685,0.095,685,1000,1000,685,1000,1000,480,1000,480,480,480,685,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9709950282253635,0.9709950282253635,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.705,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.295,3.295,0.0,0.0,0.0,1.705,1.705,0.9748339116308672,0.9748339116308672,0.003838883405503624,0.003838883405503624,0.914,0.0,0.007463407523982071,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,M1,1000,120,5,0.086,0.302,0.612,0.0,0.0,0.612,0.612,0.612,0.0,4.526,4.526,0.0,0.0,0.0,0.474,0.474,0.9709950282253635,0.3767460709514411,0.0,-0.5942489572739225,0.0,0.0,0.0,0.0,0.388,0.0,388,1000,1000,388,1000,1000,388,1000,388,388,388,388,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9517636183411853,0.9517636183411853,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.9442128609451288,0.9442128609451288,-0.007550757396056489,-0.007550757396056489,0.518,0.0,0.0022221986362568787,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,M1,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.9442128609451288,0.9442128609451288,-0.007550757396056489,-0.007550757396056489,0.518,0.0,0.0022221986362568787,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9525457683811364,0.9525457683811364,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.945710153698134,0.945710153698134,-0.006835614683002281,-0.006835614683002281,0.907,0.291,0.012720731719726184,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,M1,1000,120,5,0.093,0.315,0.592,0.0,0.0,0.592,0.592,0.592,0.0,4.499,4.499,0.0,0.0,0.0,0.501,0.501,0.9525457683811364,0.38863867349950365,0.0,-0.5639070948816327,0.0,0.0,0.0,0.0,0.408,0.592,408,1000,1000,408,1000,1000,408,1000,408,408,408,408,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.8461372249185559,0.8461372249185559,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.8363353548444366,0.8363353548444366,-0.009801870074119423,-0.009801870074119423,0.503,0.0,0.0019076049009460441,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,M1,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.8363353548444366,0.8363353548444366,-0.009801870074119423,-0.009801870074119423,0.503,0.0,0.0019076049009460441,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,F0,1000,1000,20,0.0,0.0,1.0,0.0,0.0,0.041,0.041,0.0,0.959,5.0,5.0,0.0,0.0,0.0,,,0.963101740956875,0.9236145695776431,,,,,,0.0,0.959,,959,1000,1000,959,1000,0,0,0,0,0,0,959,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,M0_corner_count_gate_geometry_medoid,1000,1000,20,0.977,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.023,3.023,0.0,0.0,0.0,1.977,1.977,0.93939156857645,0.93939156857645,-0.0201838611368193,0.015776998998806857,0.6381647549530761,0.0020855057351407717,0.014198825823476603,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,959,1000,959,959,959,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,M1,1000,1000,20,0.326,0.342,0.332,0.001,0.0,0.331,0.331,0.331,0.0,4.006,4.006,0.0,0.0,0.0,0.994,0.994,0.9672056146093688,0.6470605561736678,-0.0007860877702562621,-0.2765540134039754,0.4169184290030212,0.0,0.0030981014403633584,0.0,0.669,0.082,669,1000,1000,669,1000,1000,662,1000,662,662,662,669,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9101894519411302,0.9101894519411302,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.574,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.426,3.426,0.0,0.0,0.0,1.574,1.574,0.9194964181643527,0.9194964181643527,0.009306966223222501,0.009306966223222501,0.478,0.478,0.004227640108248018,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,manual,M1,1000,120,5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-0.9101894519411302,,,,,0.0,1.0,0,1000,1000,0,1000,1000,0,1000,0,0,0,0,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,F0,1000,1000,20,0.0,0.0,1.0,0.0,0.0,0.087,0.087,0.0,0.913,5.0,5.0,0.0,0.0,0.0,,,0.9322282505323671,0.8511243927360511,,,,,,0.0,0.913,,913,1000,1000,913,1000,0,0,0,0,0,0,913,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,M0_corner_count_gate_geometry_medoid,1000,1000,20,0.825,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.175,3.175,0.0,0.0,0.0,1.825,1.825,0.9136254264550088,0.9136254264550088,-0.015780005503875136,0.0625010337189576,0.5947426067907996,0.18619934282584885,0.012567175465499974,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,913,1000,913,913,913,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,M1,1000,1000,20,0.164,0.245,0.591,0.001,0.0,0.59,0.59,0.59,0.0,4.427,4.427,0.0,0.0,0.0,0.573,0.573,0.94345400407164,0.3868161416693724,-0.0050186529303548385,-0.4643082510666787,0.30025445292620867,0.0,0.004150329835704922,0.0,0.41,0.303,410,1000,1000,410,1000,1000,393,1000,393,393,393,410,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9069873782822035,0.9069873782822035,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.85592121625946,0.85592121625946,-0.051066162022743534,-0.051066162022743534,0.882,0.299,0.01677226594191644,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,manual,M1,1000,120,5,0.118,0.306,0.576,0.0,0.0,0.576,0.576,0.576,0.0,4.458,4.458,0.0,0.0,0.0,0.542,0.542,0.9069873782822035,0.3845626483916543,0.0,-0.5224247298905492,0.0,0.0,0.0,0.0,0.424,0.576,424,1000,1000,424,1000,1000,424,1000,424,424,424,424,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9564454449485804,0.9564454449485804,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,manual,M0_corner_count_gate_geometry_medoid,1000,120,5,0.699,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.301,3.301,0.0,0.0,0.0,1.699,1.699,0.9490766939203631,0.9490766939203631,-0.007368751028217371,-0.007368751028217371,0.59,0.0,0.0069389789974155566,0.0,1.0,0.0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,paired_same_task_replicate_order,development_descriptive_only
primary_common47,policy_development_simulation,yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,manual,M1,1000,120,5,0.113,0.294,0.593,0.0,0.0,0.593,0.593,0.593,0.0,4.48,4.48,0.0,0.0,0.0,0.52,0.52,0.9564454449485804,0.38927329609407224,0.0,-0.5671721488545082,0.0,0.0,0.0,0.0,0.407,0.0,407,1000,1000,407,1000,1000,407,1000,407,407,407,407,1000,1000,paired_same_task_replicate_order,development_descriptive_only
historical_support_all78,policy_development_simulation,7y3sRwLe3Va_112edb40f34e470da3a5b04599e71211,7y3sRwLe3Va,manual,F0,1000,24,4,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,0,1000,1000,0,0,0,0,0,0,0,0,0,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,7y3sRwLe3Va_a775c7668ca9419daaf506e76851821e,7y3sRwLe3Va,manual,F0,1000,24,4,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,0,1000,1000,0,0,0,0,0,0,0,0,0,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,7y3sRwLe3Va_ad77d6eeca5b492b8fe3317177f4f03f,7y3sRwLe3Va,manual,F0,1000,24,4,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,0,1000,1000,0,0,0,0,0,0,0,0,0,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,7y3sRwLe3Va_b47475370e824b9e923a4a96bc98e1e3,7y3sRwLe3Va,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9676446818632537,0.9676446818632537,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,7y3sRwLe3Va_bbcc19afdad742eba89290ad2b5dbf6b,7y3sRwLe3Va,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9722104498395593,0.9722104498395593,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,7y3sRwLe3Va_fdab6422162e49db822a37178ab70481,7y3sRwLe3Va,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9521166408435916,0.9521166408435916,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,B6ByNegPMKs_5b5bd1eac4e6462d8c6677b90a4cf9a9,B6ByNegPMKs,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.7339369477473546,0.7339369477473546,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,B6ByNegPMKs_7018ca302c584d0d85024187f3568460,B6ByNegPMKs,manual,F0,1000,24,4,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,0,1000,1000,0,0,0,0,0,0,0,0,0,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,B6ByNegPMKs_c946db5792df4f90bea20f06a0030c37,B6ByNegPMKs,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.8462045667304327,0.8462045667304327,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,B6ByNegPMKs_e26e2cb761894264a4a34b1046701f6b,B6ByNegPMKs,manual,F0,1000,24,4,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,0,1000,1000,0,0,0,0,0,0,0,0,0,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,B6ByNegPMKs_e52609aae11f42a79f6cf50360180fd5,B6ByNegPMKs,manual,F0,1000,24,4,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,0,1000,1000,0,0,0,0,0,0,0,0,0,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,B6ByNegPMKs_ee063d1562c147f586ebb9f6fdb05ca6,B6ByNegPMKs,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.7823755160349148,0.7823755160349148,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,UwV83HsGsw3_a3630444bbd94cd6ac4edbe2dc1221de,UwV83HsGsw3,manual,F0,1000,24,4,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,0,1000,1000,0,0,0,0,0,0,0,0,0,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,F0,1000,1000,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.981535411970199,0.981535411970199,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,UwV83HsGsw3_f9641b59487a4b0ca0fe41a82edc0980,UwV83HsGsw3,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.8264746565439073,0.8264746565439073,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,X7HyMhZNoso_2b16acff0dc042a1a75816a1fbd0a302,X7HyMhZNoso,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9434515514678559,0.9434515514678559,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
historical_support_all78,policy_development_simulation,X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,manual,F0,1000,120,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,,,0.9167732608294712,0.9167732608294712,,,,,,0.0,1.0,,1000,1000,1000,1000,1000,0,0,0,0,0,0,1000,1000,1000,baseline_same_order,development_descriptive_only
