canonical_annotation_id,base_task_id,stage,stage_subset,project_id,runtime_task_id,worker_id,annotation_id,language,building_id,official_split,condition,independence_status,independence_reason,process_analysis_eligible,quality_process_pass,scope_eligible,strict_geometry_valid,strict_geometry_invalid_reason,strict_geometry_source,current_canonical_geometry_valid,formal_geometry_score_gate_passed,geometry_structurally_computable,gt_primary_analysis_eligible,peer_analysis_eligible,geometry_score,reference_regime,exclusion_reason,source_contract_note
d366bcd1ee684385,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,P1,P1_manual,28,3055,12,3455,Chinese,uNb9QFRL6hY,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.94275923,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
86c80ddc2433f7df,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,P1,P1_manual,28,3055,13,3360,Chinese,uNb9QFRL6hY,test,manual,non_independent_suspected,cross_worker_parent_evidence_incomplete,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.95903713,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
0fb974eb2f3144ee,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,P1,P1_manual,28,3055,14,3530,Chinese,uNb9QFRL6hY,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.95903713,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
b0116da2af71a4ec,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,P1,P1_manual,28,3055,15,3622,Chinese,uNb9QFRL6hY,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.98089115,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
2204ad06a7cf0671,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,P1,P1_manual,28,3055,17,3135,Chinese,uNb9QFRL6hY,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.96241977,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
6c11bfc31b800170,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,P1,P1_manual,28,3055,18,4699,Chinese,uNb9QFRL6hY,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.96263059,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
1ca216a593ef9439,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,P1,P1_manual,28,3055,19,4616,Chinese,uNb9QFRL6hY,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.93193152,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
8e684346a4358fa7,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,P1,P1_manual,28,3055,2,4711,Chinese,uNb9QFRL6hY,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.96263059,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
8432135564249be4,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,P1,P1_manual,28,3055,21,3698,Chinese,uNb9QFRL6hY,test,manual,non_independent_suspected,cross_worker_parent_evidence_incomplete,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.98184122,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
5e47fb68e3f9fb49,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,P1,P1_manual,28,3055,6,3304,Chinese,uNb9QFRL6hY,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.96241977,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
ae126ae09cc9ca1f,uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,P1,P1_manual,28,3055,8,3744,Chinese,uNb9QFRL6hY,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.9633367,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
b56fb0f8553a75cf,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,1,4816,Chinese,wc2JMjhGNzB,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.93176003,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
418f3b1d89b36db3,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,10,3193,Chinese,wc2JMjhGNzB,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.97825418,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
c17faf5a48e89320,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,11,3561,Chinese,wc2JMjhGNzB,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.97049262,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
39b76bef6310a8de,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,12,3456,Chinese,wc2JMjhGNzB,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.88521984,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
e62338b4626f0c8a,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,13,3361,Chinese,wc2JMjhGNzB,test,manual,non_independent_suspected,cross_worker_parent_evidence_incomplete,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.93603619,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
0f472f196824d00e,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,14,3531,Chinese,wc2JMjhGNzB,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.93603619,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
3bb306297047e08a,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,15,3623,Chinese,wc2JMjhGNzB,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.97921675,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
9f011df25dac7cb9,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,17,3136,Chinese,wc2JMjhGNzB,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.97101251,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
2465e9f86fa1749d,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,18,4700,Chinese,wc2JMjhGNzB,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.94346365,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
d1ded26e80b45fc5,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,19,4617,Chinese,wc2JMjhGNzB,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,False,odd_keypoint_count,frozen_dense42_recompute,False,False,False,False,not_materialized,,expert_hard_single,geometry_score_unavailable,P1 peer eligibility intentionally not inferred from quality eligibility
e159a8e6dc000639,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,2,4712,Chinese,wc2JMjhGNzB,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.93390136,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
142dfc3f9b37cb3a,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,21,3699,Chinese,wc2JMjhGNzB,test,manual,non_independent_suspected,cross_worker_parent_evidence_incomplete,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.93452923,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
44e202efdaaa1086,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,6,3305,Chinese,wc2JMjhGNzB,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.97101251,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
07295986e75ee411,wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,P1,P1_manual,28,3056,8,3745,Chinese,wc2JMjhGNzB,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.91319486,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
16f93817216fbedd,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,1,4817,Chinese,B6ByNegPMKs,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.70314981,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
b17ba1384ab94447,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,10,3194,Chinese,B6ByNegPMKs,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.79874567,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
3be1cfa09ff1f4a0,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,11,3562,Chinese,B6ByNegPMKs,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.84000867,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
474404c2ac9d79ca,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,12,3457,Chinese,B6ByNegPMKs,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.86373646,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
829002ca0158f88b,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,13,3362,Chinese,B6ByNegPMKs,test,manual,non_independent_suspected,cross_worker_parent_evidence_incomplete,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.81986794,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
0d9906c4c8bb57f8,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,14,3532,Chinese,B6ByNegPMKs,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.81986794,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
c9e70c42a286d3fc,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,15,3624,Chinese,B6ByNegPMKs,test,manual,non_independent_suspected,manual_cross_worker_exact_geometry_no_parent,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.85597046,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
f62e67027c50f0e4,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,17,3137,Chinese,B6ByNegPMKs,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.72212166,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
9660d6b44da996d0,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,18,4701,Chinese,B6ByNegPMKs,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.66141903,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
acbe8b7b71d168dc,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,19,4618,Chinese,B6ByNegPMKs,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.78645882,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
662e08a9d9d5c8b2,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,2,4713,Chinese,B6ByNegPMKs,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.91174822,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
80df86ca9dbee9d5,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,21,3700,Chinese,B6ByNegPMKs,test,manual,non_independent_confirmed,cross_worker_prior_parent_exact_geometry,True,False,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.85597046,expert_hard_single,non_independent_submission;process_failure,P1 peer eligibility intentionally not inferred from quality eligibility
1b540a31218a3477,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,6,3306,Chinese,B6ByNegPMKs,test,manual,non_independent_suspected,cross_worker_parent_evidence_incomplete,False,True,True,True,,frozen_dense42_recompute,True,True,True,False,not_materialized,0.79731797,expert_hard_single,non_independent_submission,P1 peer eligibility intentionally not inferred from quality eligibility
8dead0c156b490f4,B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,P1,P1_manual,28,3057,8,3746,Chinese,B6ByNegPMKs,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.69318529,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
1f27c10411477390,yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,P1,P1_manual,28,3058,1,4818,Chinese,yqstnuAEVhm,test,manual,independent,no_parent_or_cross_worker_exact_geometry,True,True,True,True,,frozen_dense42_recompute,True,True,True,True,not_materialized,0.86207369,expert_hard_single,,P1 peer eligibility intentionally not inferred from quality eligibility
