analysis_stratum,metric,threshold,task_equal_ecdf,task_count,interpretation
pooled_42,full_mask_distance,0.027604512237937282,0.023809523809523808,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.08107500526195485,0.38095238095238093,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.08323946866352774,0.40476190476190477,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.08843103980371711,0.42857142857142855,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.09623587910260287,0.4523809523809524,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.10443924453110566,0.47619047619047616,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.1064335421471282,0.5,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.10895340349385481,0.5238095238095238,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.1093163703313726,0.5476190476190477,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.12093363958010338,0.5714285714285714,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.12165974736380426,0.5952380952380952,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.1331623566219477,0.6190476190476191,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.14220505737229328,0.6428571428571429,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.1441070466609143,0.6666666666666666,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.14793870459129108,0.6904761904761905,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.1727028423932919,0.7142857142857143,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.18031303957820308,0.7380952380952381,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.18107041662189993,0.7619047619047619,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.18980228751918504,0.7857142857142857,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.19400517767888337,0.8095238095238095,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.1994211608524914,0.8333333333333334,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.21569254231033766,0.8571428571428571,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.2221349323389967,0.8809523809523809,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.22479128138041735,0.9047619047619048,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.2519565513136998,0.9285714285714286,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.2617975432949447,0.9523809523809523,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.2667647680420322,0.9761904761904762,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,full_mask_distance,0.38322083153867936,1.0,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.005970088354557737,0.023809523809523808,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.007778362415926953,0.047619047619047616,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.008693127237381566,0.07142857142857142,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.009226610127568827,0.09523809523809523,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.009649781010940434,0.11904761904761904,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.009700187377157781,0.14285714285714285,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.010083180256329436,0.16666666666666666,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.010973941835510708,0.19047619047619047,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.011003371092163238,0.21428571428571427,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.011540258453763436,0.23809523809523808,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.011999526280647457,0.2619047619047619,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.012012171217894248,0.2857142857142857,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.013674322151365721,0.30952380952380953,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.014325749269597607,0.3333333333333333,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.015163470361962812,0.35714285714285715,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.016385075736512704,0.38095238095238093,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.016715874303258858,0.40476190476190477,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.01689309404085887,0.42857142857142855,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.01736568493190824,0.4523809523809524,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.01797710600751309,0.47619047619047616,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.01832003587894061,0.5,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.01931388734441104,0.5238095238095238,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.02397269788406828,0.5476190476190477,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.024060186067406737,0.5714285714285714,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.02521242511494353,0.5952380952380952,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.02533738688597823,0.6190476190476191,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.026696603048911992,0.6428571428571429,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.026908792921520035,0.6666666666666666,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.027799818286840066,0.6904761904761905,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.027807321626530837,0.7142857142857143,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.03500629991640035,0.7380952380952381,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.036241555973036944,0.7619047619047619,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.036798460070723495,0.7857142857142857,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.037767034749546534,0.8095238095238095,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.042183712061523417,0.8333333333333334,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.04339377278595635,0.8571428571428571,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.04645215951350244,0.8809523809523809,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.04673465829568736,0.9047619047619048,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.05000564335535961,0.9285714285714286,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.054450597443030824,0.9523809523809523,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.06327821686119933,0.9761904761904762,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,boundary_distance_mean,0.07025254189516769,1.0,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.0037527709270861642,0.023809523809523808,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.005081192657504678,0.047619047619047616,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.005168421736780621,0.07142857142857142,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.006675131405440014,0.09523809523809523,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.00676322619095613,0.11904761904761904,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.007424877487852513,0.14285714285714285,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.009136524890727016,0.16666666666666666,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.010631033015326252,0.19047619047619047,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.01119052273894472,0.21428571428571427,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.011280241984593617,0.23809523809523808,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.011922366610738639,0.2619047619047619,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.011977521387408322,0.2857142857142857,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.012067486386188892,0.30952380952380953,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.014066994180967837,0.3333333333333333,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.01442469295847042,0.35714285714285715,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.01757860235098481,0.38095238095238093,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.018716370188618128,0.40476190476190477,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.019291767875573643,0.42857142857142855,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.021371345930336197,0.4523809523809524,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.02408725026807806,0.47619047619047616,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.025438282051079023,0.5,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.02627946588460201,0.5238095238095238,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.02762640817568796,0.5476190476190477,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.0279742790162426,0.5714285714285714,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.030946278734837924,0.5952380952380952,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.03305052286110367,0.6190476190476191,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.03368912855229189,0.6428571428571429,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.03434082653401193,0.6666666666666666,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.034563388894890294,0.6904761904761905,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.03556854014552651,0.7142857142857143,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.03684377926199853,0.7380952380952381,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.037210257503372035,0.7619047619047619,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.04034747902122523,0.7857142857142857,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.04087799817544041,0.8095238095238095,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.04359114143761888,0.8333333333333334,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.04973921629190895,0.8571428571428571,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.05052973594631758,0.8809523809523809,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.05200507233518908,0.9047619047619048,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.0666608568795392,0.9285714285714286,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.06678517307706919,0.9523809523809523,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.07089279537974187,0.9761904761904762,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,wall_distance_mean,0.08449552181598961,1.0,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.0,0.11904761904761904,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.08,0.21428571428571427,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.08333333333333333,0.2619047619047619,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.08695652173913043,0.3333333333333333,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.15333333333333332,0.38095238095238093,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.15666666666666668,0.42857142857142855,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.16600790513833993,0.4523809523809524,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.22666666666666666,0.47619047619047616,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.23,0.5238095238095238,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.23550724637681159,0.5476190476190477,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.2391304347826087,0.5714285714285714,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.29,0.5952380952380952,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.3201581027667984,0.6190476190476191,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.6126482213438735,0.6428571428571429,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.6245059288537549,0.6666666666666666,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.6594202898550725,0.6904761904761905,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.6630434782608695,0.7380952380952381,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.7415384615384616,0.7619047619047619,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.7533333333333333,0.7857142857142857,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.758893280632411,0.8095238095238095,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.77,0.8333333333333334,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.8102766798418972,0.8571428571428571,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.8369565217391305,0.8809523809523809,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.8379446640316206,0.9285714285714286,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.8458498023715415,0.9523809523809523,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.8478260869565217,0.9761904761904762,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,vertical_boundary_count_disagreement,0.8695652173913043,1.0,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,invalid_submission_rate,0.0,0.3333333333333333,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,invalid_submission_rate,0.038461538461538464,0.6904761904761905,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,invalid_submission_rate,0.07692307692307693,0.9761904761904762,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
pooled_42,invalid_submission_rate,0.11538461538461539,1.0,42,ECDF of task-level disagreement summaries; not a pair-pooled histogram
