schema_version,rule_version,source_artifact,source_sha256,dependency_bundle_id,dependency_bundle_json,stage,pool,condition,validity_status,interpretation_allowed,worker_id,label_family,n_responses,trivial_rate,acceptable_rate,any_specific_label_rate,multi_select_rate_given_specific,mean_specific_label_count,frequent_label_combinations,routing_eligible
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,17,difficulty,28,0.071429,0.0,0.928571,0.307692,1.25,"{""low_texture;occlusion"": 1, ""low_texture;occlusion;reflection"": 1, ""occlusion"": 17, ""occlusion;reflection"": 5, ""occlusion;seam"": 1, ""reflection"": 1, ""trivial"": 2}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,17,model_issue,28,0.0,0.0,0.0,0.0,0.0,"{""none"": 28}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,2,difficulty,32,0.15625,0.0,0.84375,0.777778,1.75,"{""low_quality;occlusion;reflection"": 1, ""low_quality;occlusion;seam"": 1, ""low_texture;occlusion"": 2, ""low_texture;occlusion;reflection"": 2, ""low_texture;occlusion;seam"": 1, ""occlusion"": 6, ""occlusion;reflection"": 4, ""occlusion;reflection;seam"": 3, ""occlusion;seam"": 6, ""reflection;seam"": 1, ""trivial"": 5}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,2,model_issue,32,0.0,0.0,0.0625,0.0,0.0625,"{""none"": 30, ""overextend_adjacent"": 1, ""underextend"": 1}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,27,difficulty,33,0.060606,0.0,0.939394,0.451613,1.363636,"{""low_texture"": 1, ""low_texture;occlusion"": 2, ""occlusion"": 13, ""occlusion;reflection"": 12, ""reflection"": 2, ""seam"": 1, ""trivial"": 2}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,27,model_issue,33,0.0,0.0,0.151515,0.6,0.272727,"{""corner_drift"": 1, ""corner_drift;corner_duplicate;over_parsing"": 1, ""corner_drift;over_parsing"": 1, ""corner_duplicate;over_parsing"": 1, ""none"": 28, ""over_parsing"": 1}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,28,difficulty,33,0.484848,0.0,0.515152,0.0,0.515152,"{""low_texture"": 1, ""occlusion"": 13, ""reflection"": 2, ""seam"": 1, ""trivial"": 16}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,28,model_issue,33,0.0,0.0,0.0,0.0,0.0,"{""none"": 33}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,29,difficulty,33,0.212121,0.0,0.787879,0.307692,1.181818,"{""low_quality"": 1, ""low_quality;low_texture"": 1, ""low_quality;low_texture;occlusion;reflection"": 2, ""occlusion"": 16, ""occlusion;reflection"": 2, ""occlusion;reflection;seam"": 1, ""occlusion;seam"": 2, ""reflection"": 1, ""trivial"": 7}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,29,model_issue,33,0.0,0.0,0.0,0.0,0.0,"{""none"": 33}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,30,difficulty,32,0.0,0.0,1.0,0.875,2.5,"{""low_texture"": 1, ""low_texture;occlusion"": 8, ""low_texture;occlusion;reflection"": 3, ""low_texture;occlusion;reflection;seam"": 4, ""low_texture;occlusion;seam"": 8, ""low_texture;seam"": 1, ""occlusion"": 2, ""occlusion;reflection;seam"": 1, ""occlusion;seam"": 3, ""reflection"": 1}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,30,model_issue,32,0.0,0.0,0.15625,0.4,0.3125,"{""corner_drift;fail"": 1, ""corner_drift;fail;over_parsing;overextend_adjacent;underextend"": 1, ""none"": 27, ""overextend_adjacent"": 2, ""underextend"": 1}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,31,difficulty,39,0.435897,0.0,0.538462,0.333333,0.717949,"{""low_quality"": 1, ""low_quality;occlusion"": 7, ""none"": 1, ""occlusion"": 13, ""trivial"": 17}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,31,model_issue,39,0.0,0.0,0.0,0.0,0.0,"{""none"": 39}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,32,difficulty,34,0.235294,0.0,0.764706,0.346154,1.058824,"{""low_quality;seam"": 1, ""low_texture;occlusion"": 3, ""low_texture;occlusion;reflection"": 1, ""occlusion"": 17, ""occlusion;reflection"": 2, ""occlusion;seam"": 2, ""trivial"": 8}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,32,model_issue,34,0.0,0.0,0.088235,0.333333,0.117647,"{""corner_drift"": 1, ""corner_duplicate;underextend"": 1, ""none"": 31, ""over_parsing"": 1}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,33,difficulty,33,0.393939,0.0,0.606061,0.05,0.636364,"{""occlusion"": 19, ""occlusion;seam"": 1, ""trivial"": 13}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,33,model_issue,33,0.0,0.0,0.060606,0.0,0.060606,"{""none"": 31, ""over_parsing"": 2}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,34,difficulty,32,0.125,0.0,0.875,0.0,0.875,"{""occlusion"": 28, ""trivial"": 4}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,34,model_issue,32,0.0,0.0,0.0,0.0,0.0,"{""none"": 32}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,35,difficulty,32,0.625,0.0,0.375,0.416667,0.53125,"{""low_texture;seam"": 1, ""occlusion"": 6, ""occlusion;seam"": 4, ""seam"": 1, ""trivial"": 20}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,35,model_issue,32,0.0,0.0,0.03125,0.0,0.03125,"{""corner_drift"": 1, ""none"": 31}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,36,difficulty,32,0.46875,0.0,0.53125,0.411765,0.78125,"{""low_texture"": 1, ""low_texture;occlusion"": 1, ""low_texture;occlusion;reflection"": 1, ""occlusion"": 9, ""occlusion;reflection"": 2, ""occlusion;seam"": 2, ""reflection;seam"": 1, ""trivial"": 15}",false
paper_a_vfinal_sidecar_v1,meta_label_three_state_v3,analysis_results\c1_precloseout_rehearsal_20260724_9ae904848eb0\c1_quality_annotations.csv,7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7,9ade48ba328b425f8d5b18882141da5fafae4bc231afe28d59362b4ae73d18b8,"[{""path"":""D:\\Work\\HOHONET\\analysis_results\\c1_precloseout_rehearsal_20260724_9ae904848eb0\\c1_quality_annotations.csv"",""sha256"":""7cf8746643d227de8c2e6482d6161bf187d25eec6567c363d8f0fdd7bb0e9be7""}]",C1,,,dry_run,false,36,model_issue,32,0.0,0.0,0.0,0.0,0.0,"{""none"": 32}",false
