image_id,building,condition,cut,scene,n_valid,n_modes,n_supported_modes,supported_mass,singleton_mass,largest_share,topology_disagreement,same_topology_between_mode_pair_fraction,within_mode_mean_d,between_mode_same_topology_mean_d,within_mode_median_d,within_mode_max_median_d,within_mode_macro_median_d,same_topology_median_d,mode_entropy,topology_entropy,supported_topologies,supported_minority_modes,same_topology_multimodality,n_observed,n_invalid,stages,contexts,imputed_responses,kind
X7HyMhZNoso_b6f452209a62499795e5bd137214a7f9,X7HyMhZNoso,semi,0.1,卫浴,4,2,1,0.75,0.25,0.75,0.5,0,0.0539302720666,,0.0696778568214,0.0696778568214,0.0696778568214,0.0696778568214,0.811278124459,0.811278124459,1,0,False,4,0,C1,1,0,not_supported_multimodal
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,manual,0.1,厨房与用餐,5,2,1,0.8,0.2,0.8,0,0.4,0.0579456912181,0.110008740819,0.0575182402261,0.0575182402261,0.0575182402261,0.0711220350012,0.721928094887,-0,1,0,False,5,0,C1,1,0,not_supported_multimodal
Z6MFQCViBuw_2008e72476f84104858e908beeac0193,Z6MFQCViBuw,semi,0.1,厨房与用餐,4,1,1,1,0,1,0,0,0.000842867407285,,0.000842867407285,0.000842867407285,0.000842867407285,0.000842867407285,-0,-0,1,0,False,4,0,C1,1,0,not_supported_multimodal
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,manual,0.1,复合／待定,5,2,1,0.8,0.2,0.8,0,0.4,0.0551481395248,0.0805131811106,0.0572270208612,0.0572270208612,0.0572270208612,0.0669165717656,0.721928094887,-0,1,0,False,5,0,C1,1,0,not_supported_multimodal
Z6MFQCViBuw_22fff6c74efb476592569c18718feb41,Z6MFQCViBuw,semi,0.1,复合／待定,5,1,1,1,0,1,0,0,0.0498201004319,,0.0764048005976,0.0764048005976,0.0764048005976,0.0764048005976,-0,-0,1,0,False,5,0,C1,1,0,not_supported_multimodal
Z6MFQCViBuw_59aed460238643f48f593e9b9ba1c17d,Z6MFQCViBuw,manual,0.1,起居与休闲,5,2,1,0.8,0.2,0.8,0,0.4,0.0334161289233,0.0962984656098,0.0389265898881,0.0389265898881,0.0389265898881,0.0439571090047,0.721928094887,-0,1,0,False,5,0,C1,1,0,not_supported_multimodal
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,0.1,复合／待定,24,4,3,0.958333333333,0.0416666666667,0.583333333333,0.289855072464,0.454081632653,0.0274860297743,0.126031023623,0.0273830999047,0.052959413473,0.0269818328903,0.0569505314899,1.54693710975,0.650022421648,2,1,True,24,0,P1,1,0,mixed_point_and_geometry_multimodal
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,0.1,通行与连接,24,15,5,0.583333333333,0.416666666667,0.208333333333,0.728260869565,0.786666666667,0.0438470531855,0.282394738265,0.0485658494263,0.0871762142653,0.0502828976573,0.270855280647,3.65310716836,1.82917227208,4,4,True,24,0,P1,1,0,mixed_point_and_geometry_multimodal
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,0.1,卧室,24,7,3,0.833333333333,0.166666666667,0.583333333333,0.300724637681,0.497409326425,0.0273875064926,0.14202075896,0.0242046332434,0.0539616819327,0.0358250798801,0.049745027015,1.96776483767,0.785235442392,2,2,True,24,0,P1,1,0,mixed_point_and_geometry_multimodal
b8cTxDM8gDG_f339391e9479496e8652c972953f0ce4,b8cTxDM8gDG,manual,0.1,卧室,5,2,1,0.8,0.2,0.8,0.4,0,0.0353853280361,,0.038521104419,0.038521104419,0.038521104419,0.038521104419,0.721928094887,0.721928094887,1,0,False,5,0,C1,1,0,not_supported_multimodal
b8cTxDM8gDG_f3748786c3704532abb2358581488f3f,b8cTxDM8gDG,manual,0.1,卧室,6,3,3,1,0,0.333333333333,0,0.8,0.0539846673911,0.37237902384,0.0584549756715,0.0819055444125,0.0539846673911,0.461393843429,1.58496250072,-0,1,0,True,6,0,C1,1,0,same_point_only_multimodal
e9zR4mvMWw7_0ee61863ec0c4c06bac95fb886e98945,e9zR4mvMWw7,manual,0.1,卧室,6,1,1,1,0,1,0,0,0.0455295599144,,0.051944120064,0.051944120064,0.051944120064,0.051944120064,-0,-0,1,0,False,6,0,C1,1,0,not_supported_multimodal
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,0.1,卧室,24,3,3,1,0,0.791666666667,0.228260869565,0.178403755869,0.0242340835121,0.086322749883,0.0226903944883,0.0542998339207,0.0294911266715,0.0278134388176,0.940566239988,0.5435644432,2,2,True,24,0,P1,1,0,mixed_point_and_geometry_multimodal
e9zR4mvMWw7_1d316dfbe35f41dd9203eaf88be5aae8,e9zR4mvMWw7,manual,0.1,厨房与用餐,6,2,2,1,0,0.666666666667,0,0.533333333333,0.030627013717,0.245040818662,0.0394956254331,0.0588937468657,0.043919636721,0.215419741646,0.918295834054,-0,1,0,True,6,0,C1,1,0,same_point_only_multimodal
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,0.1,卧室,24,2,2,1,0,0.833333333333,0,0.289855072464,0.0219337512692,0.0740115079665,0.0162932677392,0.0440337513875,0.0301635095634,0.0296839502873,0.650022421648,-0,1,1,True,24,0,P1,1,0,same_point_only_multimodal
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,0.1,起居与休闲,24,3,2,0.958333333333,0.0416666666667,0.666666666667,0,0.489130434783,0.0206426762618,0.0924327887677,0.0158901573588,0.0673255003112,0.0410608632086,0.0489622412945,1.09948398179,-0,1,0,True,24,0,P1,1,0,same_point_only_multimodal
e9zR4mvMWw7_4273c4dd97974531b5256f96204fee47,e9zR4mvMWw7,manual,0.1,起居与休闲,6,3,1,0.666666666667,0.333333333333,0.666666666667,0,0.6,0.0577130317597,0.134275174843,0.0595328500214,0.0595328500214,0.0595328500214,0.111432966106,1.25162916739,-0,1,0,False,6,0,C1,1,0,not_supported_multimodal
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,0.1,通行与连接,24,9,4,0.791666666667,0.208333333333,0.291666666667,0.663043478261,0.569892473118,0.0547965588955,0.18425842854,0.0564426956487,0.06262602388,0.0574949134496,0.0908732056508,2.75096198276,1.51565465574,3,2,True,24,0,P1,1,0,mixed_point_and_geometry_multimodal
e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,e9zR4mvMWw7,semi,0.1,卧室,24,3,3,1,0,0.666666666667,0.159420289855,0.413793103448,0.0232050341728,0.0767853699846,0.0227406102284,0.0578821927137,0.026708300023,0.0412633863489,1.18872187554,0.413816850304,2,1,True,24,0,P1,1,0,mixed_point_and_geometry_multimodal
e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,e9zR4mvMWw7,semi,0.1,卧室,23,5,2,0.869565217391,0.130434782609,0.739130434783,0.379446640316,0.114649681529,0.0412163034604,0.141392419148,0.0410421642098,0.041349199694,0.020674599847,0.0445746483692,1.29565952982,0.966451628747,2,1,False,24,1,P1,1,0,different_point_only_multimodal
jh4fc5c5qoQ_30cdb6fe9aa6449788e271f2e24d76ec,jh4fc5c5qoQ,manual,0.1,卧室,4,3,1,0.5,0.5,0.5,0.5,0.666666666667,0.057024089161,0.0823092509618,0.057024089161,0.057024089161,0.057024089161,0.0641145486904,1.5,0.811278124459,1,0,False,4,0,C2-A-RP,2,0,not_supported_multimodal
jh4fc5c5qoQ_4547d37b305e41bdad0de45ade6971ca,jh4fc5c5qoQ,manual,0.1,起居与休闲,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,not_supported_multimodal
jh4fc5c5qoQ_77e6cfabf32d46fc9398ce824843adaa,jh4fc5c5qoQ,manual,0.1,卧室,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,not_supported_multimodal
jh4fc5c5qoQ_855bc326ad174253b57626daf123c608,jh4fc5c5qoQ,manual,0.1,起居与休闲,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-B,1,0,not_supported_multimodal
jh4fc5c5qoQ_a59a3a61089343a8ba2834e7d3cd1066,jh4fc5c5qoQ,manual,0.1,卫浴,2,2,0,0,1,0.5,1,,,,,,,,1,1,0,0,False,2,0,C2-A-RP;C2-B,2,0,not_supported_multimodal
