image_id,building,condition,kind,n,k,half_TV,half_within_geometry,half_future_coverage,late_new_geometry,late_support_promotions,full_within_geometry
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,different_point_only_multimodal,23,12,0.222137681159,0.0733217219486,0.484545454545,0.152727272727,0.13,0.0808143454295
uNb9QFRL6hY_a372582c11864f31a9dd174e4a0ae6ad,uNb9QFRL6hY,manual,not_supported_multimodal,6,3,0.24,0.0210610634438,0.463333333333,0.366666666667,0.0566666666667,0.0199225041672
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,manual,not_supported_multimodal,6,3,0,0.0216086311631,1,0,0,0.0201068604403
uNb9QFRL6hY_a7ab19b1a9f044f0905592de1414e8b3,uNb9QFRL6hY,semi,not_supported_multimodal,4,2,0.315,0.0581749247813,0,0.54,0.46,0.0581749247813
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,same_point_only_multimodal,24,12,0.112083333333,0.0266497703718,0.8525,0.1275,0.0725,0.0798762161183
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,different_point_only_multimodal,23,12,0.270833333333,0.0751702850105,0.444545454545,0.170909090909,0.152727272727,0.0772493444338
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,same_point_only_multimodal,24,12,0.100833333333,0.0498053404212,0.914166666667,0.0858333333333,0.0458333333333,0.0420464184687
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,same_point_only_multimodal,24,12,0.175416666667,0.0541536752998,0.8375,0.154166666667,0.108333333333,0.0514452709057
uNb9QFRL6hY_c6410f47ad754d6cbd890ba7dff8b449,uNb9QFRL6hY,manual,not_supported_multimodal,5,3,0.314666666667,0.0572893267935,0,0.635,0.365,0.0572893267935
uNb9QFRL6hY_ca08ebfb2da647f68db41630637e400b,uNb9QFRL6hY,manual,not_supported_multimodal,5,3,0.158666666667,0.0297249579893,0.81,0.19,0,0.0290902680518
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,manual,not_supported_multimodal,5,3,0.16,0.0405949845525,0.8,0.2,0,0.0358869478805
uNb9QFRL6hY_cdca0a1a2fc343bb94bacdc3045b2d8d,uNb9QFRL6hY,semi,not_supported_multimodal,5,3,0.236666666667,0.0667912346836,0.555,0.175,0.045,0.0565756862501
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,manual,not_supported_multimodal,5,3,0.4,,0,1,0,
uNb9QFRL6hY_ce88ee8b7ee84fca92c13ab16599d90e,uNb9QFRL6hY,semi,not_supported_multimodal,4,2,0.34,0.0301945194671,0,0.61,0.39,0.0301945194671
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,same_point_only_multimodal,24,12,0.085,0.0597630345736,0.945833333333,0.0383333333333,0.0383333333333,0.0785714699963
uNb9QFRL6hY_f4eb9862530a4f909b46f51d1887d05f,uNb9QFRL6hY,manual,not_supported_multimodal,5,3,0,0.0243194889217,1,0,0,0.0198905077281
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual,not_supported_multimodal,5,3,0.4,,0,1,0,
uNb9QFRL6hY_fd8d4da92ec14b668ed3d2986616bd14,uNb9QFRL6hY,manual,not_supported_multimodal,5,3,0.4,,0,1,0,
wc2JMjhGNzB_03c1aca95e254bf4b0db303a28d79aee,wc2JMjhGNzB,manual,not_supported_multimodal,5,3,0.161333333333,0.0523264144071,0.79,0.21,0,0.0501821771156
wc2JMjhGNzB_1d8917d25abb4a77a0da9583dc82c17c,wc2JMjhGNzB,manual,not_supported_multimodal,5,3,0.310666666667,0.0642769754003,0,0.635,0.365,0.0642769754003
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,not_supported_multimodal,24,12,0,0.0360282225597,1,0,0,0.0357936424309
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,not_supported_multimodal,24,12,0,0.0363005210684,1,0,0,0.0333776225288
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,same_point_only_multimodal,24,12,0.0416666666667,0.0303458091049,1,0,0.0708333333333,0.0437587947865
wc2JMjhGNzB_4884da3227464ab5b82f631ff22205bd,wc2JMjhGNzB,manual,not_supported_multimodal,6,3,0.381666666667,0,0,0.7,0.3,0
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,manual,not_supported_multimodal,6,3,0.39,0.0176256974993,0,0.723333333333,0.276666666667,0.0176256974993
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,semi,not_supported_multimodal,4,2,0,0.0384683144559,1,0,0,0.048236674243
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,not_supported_multimodal,24,12,0.0416666666667,0.019532866424,0.955833333333,0.0441666666667,0,0.0198287474
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,different_point_only_multimodal,7,4,0.118928571429,0.0454692971512,0.71,0.0466666666667,0.243333333333,0.0490827904076
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,semi,not_supported_multimodal,5,3,0.159333333333,0.0230609666443,0.805,0.195,0,0.0212795173415
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,mixed_point_and_geometry_multimodal,23,12,0.248260869565,0.0679731874645,0.35,0.227272727273,0.253636363636,0.06524845395
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,manual,not_supported_multimodal,5,3,0,0.0629491691013,1,0,0,0.0694818849504
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,semi,not_supported_multimodal,4,2,0.3225,0.0794439223233,0,0.305,0.32,0.0644490772723
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,different_point_only_multimodal,23,12,0.147210144928,0.04236011671,0.729090909091,0.0881818181818,0.141818181818,0.0405158980125
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,same_point_only_multimodal,24,12,0.104166666667,0.0471817360778,0.95,0.0425,0.0125,0.0419190190159
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,same_point_only_multimodal,23,12,0.0960507246377,0.0523187002449,0.927272727273,0.0427272727273,0.0463636363636,0.0433572544999
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,manual,not_supported_multimodal,5,3,0.240666666667,0.0341728044283,0.285,0.375,0.17,0.0420061446832
wc2JMjhGNzB_ec04ef10a0664e94878aa2d0f1720c2f,wc2JMjhGNzB,semi,not_supported_multimodal,4,2,0,0.0357147362192,1,0,0,0.0372028502284
x8F5xyUWy9e_1be9a97aada84e4795f64583ac0e3b76,x8F5xyUWy9e,manual,not_supported_multimodal,5,3,0.4,,0,1,0,
x8F5xyUWy9e_3a127fd2c5f34d978cba253145dae7d6,x8F5xyUWy9e,manual,not_supported_multimodal,5,3,0.158,0.0578608858335,1,0,0,0.0405859139042
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,different_point_only_multimodal,5,3,0.172666666667,0.0534026537373,0.265,0.045,0.5,0.0761464272582
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,same_point_only_multimodal,24,12,0.149583333333,0.0478418149002,0.8425,0.1575,0.08,0.0460292908442
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,manual,not_supported_multimodal,5,3,0,0.0421560984683,1,0,0,0.0400614968018
yqstnuAEVhm_08e2145b15fc4d2497c084af41dc7089,yqstnuAEVhm,semi,not_supported_multimodal,5,3,0.162666666667,0.00639589797205,0.78,0.22,0,0.00680768136704
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,mixed_point_and_geometry_multimodal,23,12,0.167536231884,0.0340276178721,0.656363636364,0.219090909091,0.136363636364,0.0411556194337
yqstnuAEVhm_2f8c1f8ea7364f67b1c5fe2be2750257,yqstnuAEVhm,manual,not_supported_multimodal,6,3,0.166666666667,0.0595777912216,1,0,0,0.0236967151974
yqstnuAEVhm_30f3ce4575234a7ba5ff97797f059ae1,yqstnuAEVhm,manual,different_point_only_multimodal,6,3,0.21,0.0305999829527,0.29,0.0433333333333,0.333333333333,0.0815370572033
yqstnuAEVhm_4642492bb42d40debb1a3bad0ea7a24f,yqstnuAEVhm,manual,different_point_only_multimodal,5,3,0.236,0.0330766003908,0,0.29,0.71,0.037559769413
yqstnuAEVhm_48447297e8444171a5db34ccf38bc229,yqstnuAEVhm,manual,not_supported_multimodal,6,3,0.4,0,0,0.73,0.27,0
yqstnuAEVhm_9cb726b170554b9bacd039d4db246040,yqstnuAEVhm,manual,different_point_only_multimodal,5,3,0.148666666667,0.0237423554207,0.325,0.045,0.5,0.0242679344997
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,mixed_point_and_geometry_multimodal,23,12,0.232355072464,0.0712462692147,0.59,0.121818181818,0.288181818182,0.0768862966728
yqstnuAEVhm_a93ea1ea5702412c9ef9c82a436c4599,yqstnuAEVhm,manual,same_point_only_multimodal,24,12,0.0925,0.0634771140515,0.985833333333,0,0.0291666666667,0.0555937222962
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,manual,not_supported_multimodal,5,3,0.243333333333,0.0365193380641,0.295,0.415,0.145,0.0389117288374
yqstnuAEVhm_b26ae45c6c12443cbcfc3997f2e63347,yqstnuAEVhm,semi,not_supported_multimodal,4,2,0,0.0325460058309,1,0,0,0.0353760932945
yqstnuAEVhm_c93bf298b1cb41a1b368a6ce8bcff53d,yqstnuAEVhm,manual,not_supported_multimodal,5,3,0.229333333333,0.0593088601012,0.34,0.4,0.13,0.0844010701439
yqstnuAEVhm_e3face7b2196414d95ed97151aa13058,yqstnuAEVhm,manual,mixed_point_and_geometry_multimodal,23,12,0.305724637681,0.0661479145215,0.217272727273,0.384545454545,0.299090909091,0.0813767675675
yqstnuAEVhm_e650c19e3eb34cc0b98374e5a23d1f65,yqstnuAEVhm,manual,different_point_only_multimodal,24,12,0.333333333333,0.0430069025711,0.315833333333,0.523333333333,0.0891666666667,0.0442867044287
yqstnuAEVhm_e9b4d8e951cb4712b3905c8f4c4dabb5,yqstnuAEVhm,manual,not_supported_multimodal,24,12,0.0629166666667,0.0405350896886,0.958333333333,0.0383333333333,0.0191666666667,0.0409811390661
zsNo4HB9uLZ_4c0aab63a4434cf4878e6f5b3ce9a70b,zsNo4HB9uLZ,manual,not_supported_multimodal,4,2,0.25,0.054401192778,0.225,0.225,0.275,0.0554425851973
zsNo4HB9uLZ_65eefaf93e6249908e6389eb4eabf0f5,zsNo4HB9uLZ,manual,not_supported_multimodal,4,2,0.25,0.0864967288572,0.285,0.285,0.215,0.0876507381437
zsNo4HB9uLZ_935e0f6088a54fba87990835d1997d9a,zsNo4HB9uLZ,manual,not_supported_multimodal,2,2,0,0.0129472911952,,,,0.0129472911952
zsNo4HB9uLZ_aabf649f606a48a1b16d5bdcd5970602,zsNo4HB9uLZ,manual,not_supported_multimodal,4,2,0.25,0.0230525490124,0.225,0.225,0.275,0.0226984433182
zsNo4HB9uLZ_faad06c7cb2b4a6f9220e7f6f87c800b,zsNo4HB9uLZ,manual,not_supported_multimodal,2,2,0,0.0947293110381,,,,0.0947293110381
