image_id,building,condition,cut,mode,mode_people,same_topology_alternative,removals,mean_Jaccard,minimum_Jaccard,exact_recovery_fraction
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.05,1,3,False,24,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.05,3,2,True,22,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.05,4,2,True,22,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.05,5,2,True,22,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.05,6,2,True,22,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.05,10,2,False,22,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.05,12,2,False,22,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.1,1,3,False,24,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.1,3,4,True,24,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.1,4,4,True,24,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.1,8,2,False,22,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.1,10,2,False,22,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.2,1,3,False,24,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.2,3,8,False,24,0.979166666667,0.5,0.958333333333
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.2,7,3,False,24,1,1,1
uNb9QFRL6hY_3b9e548b46af4410b97e1d12781ec3c9,uNb9QFRL6hY,manual,0.2,8,4,False,24,1,1,1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.05,7,2,False,21,1,1,1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.05,13,2,True,21,1,1,1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.05,14,3,True,23,0.989130434783,0.75,0.95652173913
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.1,4,2,False,21,1,1,1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.1,6,2,True,21,0.984126984127,0.666666666667,0.952380952381
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.1,7,2,True,21,1,1,1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.1,8,2,True,21,1,1,1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.1,10,5,True,23,1,1,1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.1,11,2,True,21,1,1,1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.2,2,2,False,21,1,1,1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.2,3,2,False,21,1,1,1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.2,5,7,False,23,1,1,1
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.2,6,5,True,23,0.983695652174,0.625,0.95652173913
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,0.2,7,4,True,23,0.972826086957,0.375,0.95652173913
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,0.1,1,2,False,3,1,1,1
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,0.1,3,2,False,3,1,1,1
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,0.2,1,3,False,5,1,1,1
uNb9QFRL6hY_6a500a9a43a340eb817c58bb084327fe,uNb9QFRL6hY,manual,0.2,2,2,False,3,1,1,1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,manual,0.05,1,3,True,6,1,1,1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,manual,0.05,2,3,True,6,1,1,1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,manual,0.1,1,3,True,6,1,1,1
uNb9QFRL6hY_6c4fa6dfddc1499db228854454bfc61d,uNb9QFRL6hY,manual,0.1,2,3,True,6,1,1,1
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,0.05,1,2,True,3,0.888888888889,0.666666666667,0.666666666667
uNb9QFRL6hY_85e7a14905bd44648061e3eb7f79cf13,uNb9QFRL6hY,manual,0.05,2,2,True,3,0.888888888889,0.666666666667,0.666666666667
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.05,1,2,True,21,1,1,1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.05,3,6,True,23,0.961697722567,0.571428571429,0.869565217391
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.05,4,2,True,21,0.97619047619,0.5,0.952380952381
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.05,7,3,True,23,1,1,1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.05,8,4,True,23,1,1,1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.1,1,3,True,23,0.974637681159,0.666666666667,0.913043478261
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.1,2,9,True,23,0.989734299517,0.875,0.913043478261
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.1,4,7,False,23,1,1,1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.1,6,2,False,21,1,1,1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.2,1,12,False,23,1,1,1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.2,3,8,False,23,1,1,1
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,0.2,4,2,False,21,1,1,1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,0.05,5,2,True,21,1,1,1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,0.05,6,4,True,23,0.963768115942,0.5,0.913043478261
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,0.05,11,4,False,23,0.967391304348,0.5,0.913043478261
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,0.1,3,2,True,21,0.930272108844,0.25,0.904761904762
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,0.1,4,2,True,21,1,1,1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,0.1,5,7,True,23,0.961956521739,0.625,0.869565217391
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,0.1,7,6,False,23,0.978260869565,0.666666666667,0.913043478261
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,0.2,1,2,False,21,1,1,1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,0.2,2,12,False,23,1,1,1
uNb9QFRL6hY_978d7a8eb0794936bd8fd092306e1dc5,uNb9QFRL6hY,manual,0.2,3,8,False,23,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.05,1,3,False,23,0.985507246377,0.666666666667,0.95652173913
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.05,5,2,True,21,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.05,6,2,True,21,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.05,7,3,False,23,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.05,10,4,False,23,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.1,1,4,False,23,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.1,4,4,False,23,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.1,5,4,False,23,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.1,7,5,False,23,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.1,8,3,False,23,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.2,1,4,False,23,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.2,4,4,False,23,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.2,5,5,False,23,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.2,6,5,False,23,1,1,1
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,0.2,7,3,False,23,1,1,1
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,0.05,1,2,True,22,0.939393939394,0.5,0.863636363636
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,0.05,2,17,True,24,0.984664351852,0.875,0.833333333333
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,0.1,1,19,True,24,0.995723684211,0.947368421053,0.916666666667
uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,uNb9QFRL6hY,semi,0.1,2,2,True,22,0.977272727273,0.5,0.954545454545
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.05,1,2,False,21,1,1,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.05,7,2,False,21,1,1,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.05,12,4,False,23,1,1,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.05,14,2,True,21,1,1,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.05,15,2,True,21,1,1,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.1,1,3,False,23,1,1,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.1,2,2,False,21,1,1,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.1,5,3,False,23,0.985507246377,0.666666666667,0.95652173913
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.1,9,4,False,23,1,1,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.1,11,5,False,23,1,1,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.2,1,3,False,23,1,1,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.2,2,3,False,23,1,1,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.2,4,4,False,23,0.989130434783,0.75,0.95652173913
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.2,7,5,False,23,1,1,1
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,0.2,8,5,False,23,1,1,1
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,0.05,1,2,True,22,1,1,1
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,0.05,3,2,True,22,1,1,1
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,0.05,5,10,True,24,0.991666666667,0.8,0.958333333333
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,0.05,6,2,True,22,0.967532467532,0.285714285714,0.954545454545
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,0.05,7,4,True,24,0.967857142857,0.428571428571,0.916666666667
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,0.1,1,3,True,24,0.952083333333,0.25,0.916666666667
uNb9QFRL6hY_bcce4f23c12744c782c0b49b24a0331a,uNb9QFRL6hY,manual,0.1,2,19,True,24,0.974537037037,0.5,0.916666666667
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,0.05,2,2,True,22,1,1,1
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,0.05,3,5,True,24,0.975,0.4,0.958333333333
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,0.05,5,8,True,24,0.991666666667,0.8,0.958333333333
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,0.05,7,2,True,22,1,1,1
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,0.1,2,2,True,22,0.9375,0.125,0.909090909091
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,0.1,3,15,True,24,0.978125,0.6,0.916666666667
uNb9QFRL6hY_c1ebb8b34eb846ba9b5ce23b30b299a7,uNb9QFRL6hY,manual,0.1,4,3,True,24,0.96875,0.5,0.916666666667
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,0.05,1,8,True,24,0.908564814815,0.375,0.791666666667
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,0.05,3,5,True,24,0.885185185185,0.444444444444,0.708333333333
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,0.05,4,6,True,24,0.884514790765,0.416666666667,0.708333333333
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,0.1,1,20,True,24,1,1,1
uNb9QFRL6hY_d02f87bbb0414146a7a15070110a0384,uNb9QFRL6hY,manual,0.1,2,3,True,24,1,1,1
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual,0.2,1,2,False,3,1,1,1
uNb9QFRL6hY_f7944295a76541b186e6a557ebdbba14,uNb9QFRL6hY,manual,0.2,2,2,False,3,1,1,1
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,0.05,1,5,True,24,0.965277777778,0.333333333333,0.916666666667
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,0.05,2,8,True,24,0.949757996633,0.636363636364,0.791666666667
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,0.05,3,4,True,24,0.929292929293,0.272727272727,0.875
wc2JMjhGNzB_2195c5a9b9fd451b927b0050f23fac31,wc2JMjhGNzB,manual,0.05,4,6,True,24,0.991666666667,0.8,0.958333333333
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,0.05,1,15,True,24,0.968882761438,0.75,0.75
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,0.05,2,2,True,22,0.939393939394,0.5,0.863636363636
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,0.05,3,3,True,24,0.886846405229,0.117647058824,0.833333333333
wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,wc2JMjhGNzB,semi,0.05,4,3,True,24,0.986111111111,0.666666666667,0.958333333333
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,0.05,1,2,True,22,1,1,1
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,0.05,2,20,True,24,0.997916666667,0.95,0.958333333333
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,0.1,1,2,True,22,0.958498023715,0.0869565217391,0.954545454545
wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,wc2JMjhGNzB,semi,0.1,2,22,True,24,0.996376811594,0.913043478261,0.958333333333
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,semi,0.05,1,2,True,2,0.833333333333,0.666666666667,0.5
wc2JMjhGNzB_55b45b0f19c2460bbcd1fb1c86c6610d,wc2JMjhGNzB,semi,0.05,2,2,True,2,1,1,1
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,0.05,1,17,True,24,0.9617003367,0.636363636364,0.833333333333
wc2JMjhGNzB_77962388887942148ee65c2892600e02,wc2JMjhGNzB,semi,0.05,2,6,True,24,0.898464912281,0.227272727273,0.833333333333
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,0.05,1,2,False,5,1,1,1
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,0.05,2,3,True,7,0.964285714286,0.75,0.857142857143
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,0.05,3,2,True,5,1,1,1
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,0.1,1,2,False,5,1,1,1
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,0.1,2,5,False,7,1,1,1
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,0.2,1,2,False,5,1,1,1
wc2JMjhGNzB_9087f0358178420a8b9ac7b17a8919c7,wc2JMjhGNzB,manual,0.2,2,5,False,7,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.05,1,2,True,21,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.05,2,2,True,21,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.05,3,2,True,21,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.05,5,3,False,23,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.05,8,3,False,23,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.05,11,2,False,21,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.1,1,2,True,21,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.1,2,5,True,23,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.1,3,4,False,23,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.1,5,3,False,23,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.1,8,3,False,23,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.1,10,2,False,21,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.2,1,2,True,21,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.2,2,5,True,23,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.2,3,5,False,23,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.2,4,5,False,23,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.2,5,4,False,23,1,1,1
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,0.2,6,2,False,21,1,1,1
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,manual,0.05,1,2,True,3,1,1,1
wc2JMjhGNzB_c7c84bf01a834489ad11d8450a7dc2bc,wc2JMjhGNzB,manual,0.05,2,2,True,3,1,1,1
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.05,1,4,True,23,0.951086956522,0.375,0.913043478261
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.05,2,3,True,23,0.944099378882,0.285714285714,0.913043478261
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.05,3,5,True,23,0.930900621118,0.5,0.826086956522
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.05,5,2,False,21,1,1,1
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.05,6,2,False,21,1,1,1
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.05,7,5,False,23,1,1,1
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.1,1,13,False,23,1,1,1
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.1,2,2,False,21,1,1,1
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.1,3,2,False,21,1,1,1
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.1,4,5,False,23,1,1,1
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.2,1,13,False,23,1,1,1
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.2,2,2,False,21,1,1,1
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.2,3,2,False,21,1,1,1
wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,wc2JMjhGNzB,semi,0.2,4,5,False,23,1,1,1
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,0.05,1,2,True,22,0.984848484848,0.666666666667,0.954545454545
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,0.05,2,2,True,22,0.965909090909,0.25,0.954545454545
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,0.05,3,7,True,24,0.989583333333,0.75,0.958333333333
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,0.05,4,2,True,22,1,1,1
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,0.05,5,10,True,24,0.99537037037,0.888888888889,0.958333333333
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,0.1,1,11,True,24,0.992361111111,0.9,0.916666666667
wc2JMjhGNzB_dc4a9f470b834de1983c7e605ff06b2e,wc2JMjhGNzB,manual,0.1,2,12,True,24,0.993006993007,0.909090909091,0.916666666667
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,0.05,1,6,True,23,0.965217391304,0.6,0.913043478261
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,0.05,3,2,True,21,0.865079365079,0.166666666667,0.809523809524
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,0.05,4,10,True,23,0.962055335968,0.5,0.782608695652
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,0.1,1,7,True,23,0.947736188297,0.315789473684,0.869565217391
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,0.1,2,15,True,23,0.974741200828,0.619047619048,0.869565217391
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,0.1,1,2,False,3,1,1,1
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,0.1,2,3,False,5,1,1,1
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,0.2,1,2,False,3,1,1,1
x8F5xyUWy9e_9926b38bd87e44e292d9c375050dd17d,x8F5xyUWy9e,manual,0.2,2,3,False,5,1,1,1
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,0.05,2,2,True,22,0.937229437229,0.285714285714,0.909090909091
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,0.05,4,3,True,24,1,1,1
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,0.05,5,2,True,22,0.952380952381,0.285714285714,0.909090909091
x8F5xyUWy9e_a51a0e2811f342a599ae4cdb9b84ff23,x8F5xyUWy9e,manual,0.05,6,6,True,24,0.964285714286,0.571428571429,0.875
