scope,stratum,x,y,contexts,images,buildings,rho,ci_low,ci_high,building_mean_rho,interval
extended73,P1|semi,bi_solid,d_solid,16,16,9,-0.042411748552939964,-0.46927277857034283,0.29075983742785905,0.23431167445160245,500_building_bootstrap_conditional_on_historical_workers
extended73,P1|semi,bi_floor,cluster_count,18,18,10,0.43932489596337676,-0.12888869510868267,0.84966803495631,0.5077423714575436,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,all,bi_floor,d_floor,66,66,15,0.5257294848006996,0.31694794255093395,0.6902738985802352,0.4200180408182832,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,all,bi_band,d_band,43,43,14,0.5165003598236033,0.17124192780883293,0.7139739690334638,0.45054945054945056,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,all,bi_linear,d_linear,43,43,14,0.4594102426934431,0.08314126250742997,0.7146826473042266,0.3142857142857143,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,all,bi_solid,d_solid,43,43,14,0.5065883475627815,0.15819872195487236,0.7288886339541076,0.4153846153846154,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,all,bi_floor,cluster_count,66,66,15,0.4590467999404232,0.25346308822162267,0.6343180783975382,0.4326778341218101,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,C1|manual,bi_floor,d_floor,12,12,5,0.469352733786692,-0.43209876543209874,0.926472701648074,0.7,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,C1|manual,bi_band,d_band,7,7,4,0.48650622985560193,-1.0,1.0,0.39999999999999997,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,C1|manual,bi_linear,d_linear,7,7,4,0.01801874925391118,-1.0,0.9354838709677421,-0.7999999999999999,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,C1|manual,bi_solid,d_solid,7,7,4,0.5585812268712466,-1.0,1.0,0.19999999999999998,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,C1|manual,bi_floor,cluster_count,12,12,5,0.40646942234853023,0.10057261345314991,0.8571021875695914,0.8207826816681233,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,C2-B|manual,bi_floor,d_floor,4,4,3,0.632455532033676,0.0,0.9428090415820635,,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,C2-B|manual,bi_band,d_band,3,3,2,,,,,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,C2-B|manual,bi_linear,d_linear,3,3,2,,,,,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,C2-B|manual,bi_solid,d_solid,3,3,2,,,,,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,C2-B|manual,bi_floor,cluster_count,4,4,3,0.9486832980505139,0.7453559924999299,0.9486832980505139,,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|manual,bi_floor,d_floor,29,29,12,0.5582684295858952,0.25403140483092623,0.7500036117724908,0.6690027772631206,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|manual,bi_band,d_band,18,18,10,0.5370469250492601,-0.02206470215284296,0.8328090642863228,0.47416632407045034,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|manual,bi_linear,d_linear,18,18,10,0.7038964551616516,0.1775689443294322,0.9401723476024638,0.5045616012544536,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|manual,bi_solid,d_solid,18,18,10,0.5662455928189286,-0.0014722603571852375,0.8380061788268796,0.4863244349440517,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|manual,bi_floor,cluster_count,29,29,12,0.4549608127190196,0.0862324913288255,0.7620298253937297,0.4593754293639656,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|oos,bi_floor,d_floor,9,9,6,-0.04184137043778616,-1.0,0.8,-0.2,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|oos,bi_band,d_band,5,5,4,0.7,-0.5000000000000001,1.0,1.0,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|oos,bi_linear,d_linear,5,5,4,-0.8999999999999998,-1.0,-0.6842105263157895,-0.39999999999999997,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|oos,bi_solid,d_solid,5,5,4,0.19999999999999998,-1.0,1.0,0.39999999999999997,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|oos,bi_floor,cluster_count,9,9,6,0.6638838859069907,-0.5086082191089899,0.9533582089552239,0.5217939320872036,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|semi,bi_floor,d_floor,12,12,7,0.6942135191850292,0.2751418165088584,1.0,0.642857142857143,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|semi,bi_band,d_band,10,10,6,0.15007329587537338,-0.34812145002212413,1.0,0.7142857142857143,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|semi,bi_linear,d_linear,10,10,6,-0.012506107989614448,-0.625,0.8000000000000002,0.08571428571428573,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|semi,bi_solid,d_solid,10,10,6,0.10630191791172282,-0.45176470665739227,1.0,0.3714285714285715,500_building_bootstrap_conditional_on_historical_workers
without_synthetic,P1|semi,bi_floor,cluster_count,12,12,7,0.40642869156210537,-0.33618771074038667,0.950582541666568,0.4818120558297158,500_building_bootstrap_conditional_on_historical_workers
all_n3,all,bi_floor,d_floor,151,134,16,0.21811049435218735,0.07431096994452466,0.3867077229202205,0.4558823529411765,500_building_bootstrap_conditional_on_historical_workers
all_n3,all,bi_band,d_band,98,86,15,0.149605102810045,-0.10241422581280706,0.3488886764684468,0.16428571428571426,500_building_bootstrap_conditional_on_historical_workers
all_n3,all,bi_linear,d_linear,98,86,15,0.17626307781228767,-0.04735987941097194,0.38169312842577663,0.0,500_building_bootstrap_conditional_on_historical_workers
all_n3,all,bi_solid,d_solid,98,86,15,0.11655781105305028,-0.12665552111357162,0.32430178196840986,0.14285714285714282,500_building_bootstrap_conditional_on_historical_workers
all_n3,C1|manual,bi_floor,d_floor,69,69,13,0.16643627985098525,0.0027072458586951667,0.3276704953264619,0.15934065934065936,500_building_bootstrap_conditional_on_historical_workers
all_n3,C1|manual,bi_band,d_band,42,42,11,-0.06769407126561636,-0.3596688893429457,0.2603034970462834,0.08181818181818183,500_building_bootstrap_conditional_on_historical_workers
all_n3,C1|manual,bi_linear,d_linear,42,42,11,0.017355345123991554,-0.22541597759448673,0.3906796058365276,0.23636363636363636,500_building_bootstrap_conditional_on_historical_workers
all_n3,C1|manual,bi_solid,d_solid,42,42,11,-0.08200606203137242,-0.46612235865393503,0.3019367200505578,0.08181818181818183,500_building_bootstrap_conditional_on_historical_workers
all_n3,C1|semi,bi_floor,d_floor,21,21,8,-0.16737818778945796,-0.5433876539781916,0.2909940941388186,-0.04761904761904763,500_building_bootstrap_conditional_on_historical_workers
all_n3,C1|semi,bi_band,d_band,14,14,6,0.06068948293061783,-0.40239647428908487,0.41621467930157346,0.753702346348183,500_building_bootstrap_conditional_on_historical_workers
all_n3,C1|semi,bi_linear,d_linear,14,14,6,0.09665362096357655,-0.38844929803367795,0.5960092412394344,0.6957252427829381,500_building_bootstrap_conditional_on_historical_workers
all_n3,C1|semi,bi_solid,d_solid,14,14,6,0.08316706920121703,-0.4047668213027579,0.44926126341590267,0.753702346348183,500_building_bootstrap_conditional_on_historical_workers
all_n3,C2-B|manual,bi_floor,d_floor,5,5,3,0.6708203932499368,0.13483997249264842,1.0,,500_building_bootstrap_conditional_on_historical_workers
all_n3,C2-B|manual,bi_band,d_band,3,3,2,,,,,500_building_bootstrap_conditional_on_historical_workers
all_n3,C2-B|manual,bi_linear,d_linear,3,3,2,,,,,500_building_bootstrap_conditional_on_historical_workers
all_n3,C2-B|manual,bi_solid,d_solid,3,3,2,,,,,500_building_bootstrap_conditional_on_historical_workers
all_n3,P1|manual,bi_floor,d_floor,29,29,12,0.5582684295858952,0.26079010176243894,0.7722431034952953,0.6690027772631206,500_building_bootstrap_conditional_on_historical_workers
all_n3,P1|manual,bi_band,d_band,18,18,10,0.5370469250492601,0.03949668717994693,0.8272442233447672,0.47416632407045034,500_building_bootstrap_conditional_on_historical_workers
all_n3,P1|manual,bi_linear,d_linear,18,18,10,0.7038964551616516,0.1597482334747663,0.9506269875895501,0.5045616012544536,500_building_bootstrap_conditional_on_historical_workers
all_n3,P1|manual,bi_solid,d_solid,18,18,10,0.5662455928189286,0.005868762235627751,0.8594080713883477,0.4863244349440517,500_building_bootstrap_conditional_on_historical_workers
all_n3,P1|oos,bi_floor,d_floor,9,9,6,-0.04184137043778616,-0.8173494983277592,0.7437823987482228,-0.2,500_building_bootstrap_conditional_on_historical_workers
all_n3,P1|oos,bi_band,d_band,5,5,4,0.7,-0.5000000000000001,1.0,1.0,500_building_bootstrap_conditional_on_historical_workers
all_n3,P1|oos,bi_linear,d_linear,5,5,4,-0.8999999999999998,-1.0,-0.5000000000000001,-0.39999999999999997,500_building_bootstrap_conditional_on_historical_workers
all_n3,P1|oos,bi_solid,d_solid,5,5,4,0.19999999999999998,-1.0,1.0,0.39999999999999997,500_building_bootstrap_conditional_on_historical_workers
all_n3,P1|semi,bi_floor,d_floor,18,18,10,0.3047630891984219,-0.2272233235288031,0.6184223267428415,0.2024692293161501,500_building_bootstrap_conditional_on_historical_workers
all_n3,P1|semi,bi_band,d_band,16,16,9,-0.0879651081098014,-0.38101126830085824,0.3057803255820061,0.2928895930645031,500_building_bootstrap_conditional_on_historical_workers
all_n3,P1|semi,bi_linear,d_linear,16,16,9,-0.2120587427646998,-0.6238600752832416,0.114690133296777,-0.25941649671427414,500_building_bootstrap_conditional_on_historical_workers
all_n3,P1|semi,bi_solid,d_solid,16,16,9,-0.042411748552939964,-0.4377692881573078,0.24518044912370257,0.23431167445160245,500_building_bootstrap_conditional_on_historical_workers
