condition,axis,n_people,composition,point_count_disagreement,singleton_mass,within_mode_median,mode_entropy,n_supported_modes,p_early7,p_by19,p_tail,late_new
manual,T,6,mixed_axis,0.299275362319,0.311594202899,0.0401930131674,1.1535602493,1.0652173913,0.354814814815,0.354814814815,0.24962962963,0.28024691358
manual,T,6,random_same_panel,0.359601449275,0.329637681159,0.0469079538619,1.22860670616,1.09347826087,0.272253680634,0.272253680634,0.196187240468,0.322876557191
manual,T,8,higher_axis,0.395186335404,0.35248447205,0.0478952737368,1.52103575446,1.21739130435,0.218939393939,0.218939393939,0.184848484848,0.344128787879
manual,T,8,lower_axis,0.298136645963,0.282608695652,0.0448394826163,1.34106805163,1.32608695652,0.26746031746,0.26746031746,0.210317460317,0.232341269841
manual,T,8,mixed_axis,0.336180124224,0.322204968944,0.0459342270992,1.45939678812,1.28260869565,0.184090909091,0.184090909091,0.135606060606,0.276136363636
manual,T,8,random_same_panel,0.357430124224,0.289175724638,0.0451752398311,1.38754348707,1.37065217391,0.255876685934,0.255876685934,0.205472061657,0.274518304432
manual,T,10,higher_axis,0.377173913043,0.295169082126,0.0463684029811,1.58599105911,1.54347826087,0.258333333333,0.34696969697,0.258333333333,0.294545454545
manual,T,10,lower_axis,0.301984126984,0.238224637681,0.0447242484274,1.4128804957,1.60869565217,0.302380952381,0.434126984127,0.302380952381,0.200158730159
manual,T,10,mixed_axis,0.368357487923,0.324396135266,0.0476906056506,1.7007550705,1.5,0.191666666667,0.320454545455,0.191666666667,0.289696969697
manual,T,10,random_same_panel,0.356869392685,0.261708937198,0.0447860837008,1.52725706627,1.6652173913,0.276670574443,0.399648300117,0.276670574443,0.245783509183
semi,Q,4,higher_axis,0.212962962963,0.296296296296,0.0552276378926,0.94671400461,1.05555555556,0.282352941176,0.282352941176,0.205882352941,0.305882352941
semi,Q,4,lower_axis,0.101851851852,0.0555555555556,0.00634487600115,0.173475347162,1,0.833333333333,0.833333333333,0.805555555556,0.0564814814815
semi,Q,4,mixed_axis,0.203703703704,0.208333333333,0.0408182787419,0.642021701239,1,0.277777777778,0.277777777778,0.214814814815,0.216666666667
semi,Q,4,random_same_panel,0.205663881151,0.201485608171,0.0324848374302,0.603297220134,0.983286908078,0.347064393939,0.347064393939,0.27803030303,0.203267045455
semi,Q,6,higher_axis,0.192592592593,0.27962962963,0.0582861444466,1.26702989025,1.33333333333,0.276470588235,0.276470588235,0.156862745098,0.281699346405
semi,Q,6,lower_axis,0.155555555556,0.0759259259259,0.00660408422113,0.332465510555,1.05555555556,0.704166666667,0.704166666667,0.6625,0.0694444444444
semi,Q,6,mixed_axis,0.159259259259,0.166666666667,0.0288151064263,0.768052612972,1.16666666667,0.290740740741,0.290740740741,0.144444444444,0.146913580247
semi,Q,6,random_same_panel,0.22787037037,0.182222222222,0.0287290556999,0.796438562338,1.15555555556,0.344575936884,0.344575936884,0.213412228797,0.169460880999
semi,Q,8,higher_axis,0.181878306878,0.24503968254,0.0509254368826,1.35598099587,1.5,0.298039215686,0.298039215686,0.127450980392,0.211764705882
semi,Q,8,lower_axis,0.222222222222,0.0634920634921,0.00630659774836,0.507572664731,1.27777777778,0.60625,0.60625,0.520833333333,0.0703125
semi,Q,8,mixed_axis,0.154100529101,0.147817460317,0.0262154872026,0.835865739255,1.27777777778,0.4,0.4,0.2,0.138235294118
semi,Q,8,random_same_panel,0.217136243386,0.162764550265,0.026616924339,0.918398122218,1.325,0.307897435897,0.307897435897,0.193846153846,0.141256410256
semi,Q,10,higher_axis,0.180555555556,0.201851851852,0.0441341920259,1.36195310288,1.66666666667,0.198039215686,0.394117647059,0.198039215686,0.177254901961
semi,Q,10,lower_axis,0.203262786596,0.05,0.00931814255616,0.530690389895,1.38888888889,0.695833333333,0.864583333333,0.695833333333,0.0620833333333
semi,Q,10,mixed_axis,0.168518518519,0.155555555556,0.0261404971408,0.978363465265,1.38888888889,0.337777777778,0.528888888889,0.337777777778,0.123555555556
semi,Q,10,random_same_panel,0.212347883598,0.136342592593,0.0263398791936,0.942431656801,1.45833333333,0.303578732106,0.521574642127,0.303578732106,0.125316973415
semi,Q,12,higher_axis,0.233838383838,0.200336700337,0.0423970340122,1.50136931306,1.83333333333,0.105882352941,0.33137254902,0.207843137255,0.187254901961
semi,Q,12,lower_axis,0.202861952862,0.0601851851852,0.00818839239846,0.58320027872,1.38888888889,0.475,0.775,0.608333333333,0.075
semi,Q,12,mixed_axis,0.180471380471,0.171717171717,0.0252003878308,1.1699368999,1.55555555556,0.193333333333,0.557777777778,0.368888888889,0.122962962963
semi,Q,12,random_same_panel,0.220084175084,0.130526094276,0.0241370516047,1.06994423817,1.675,0.179832810867,0.493834900731,0.31368861024,0.117694183211
semi,T,4,higher_axis,0.148148148148,0.087962962963,0.0253739193282,0.331927025353,1.05555555556,0.572549019608,0.572549019608,0.503921568627,0.0901960784314
semi,T,4,lower_axis,0.25,0.180555555556,0.0333628951068,0.565497048401,1,0.222222222222,0.222222222222,0.142592592593,0.199074074074
semi,T,4,mixed_axis,0.287037037037,0.087962962963,0.011887370601,0.443038136464,1.16666666667,0.529411764706,0.529411764706,0.521568627451,0.102941176471
semi,T,4,random_same_panel,0.206018518519,0.210416666667,0.0332889204113,0.637593966876,0.994444444444,0.34980952381,0.34980952381,0.284,0.206761904762
semi,T,6,higher_axis,0.183333333333,0.164814814815,0.0281141425239,0.684195692603,1.11111111111,0.385416666667,0.385416666667,0.239583333333,0.148611111111
semi,T,6,lower_axis,0.225925925926,0.203703703704,0.03835183232,0.985735714864,1.27777777778,0.183333333333,0.183333333333,0.0740740740741,0.204320987654
semi,T,6,mixed_axis,0.22962962963,0.0666666666667,0.00990392136733,0.458814127383,1.22222222222,0.596078431373,0.596078431373,0.437254901961,0.062091503268
semi,T,6,random_same_panel,0.224074074074,0.180462962963,0.0285925679766,0.807771370667,1.17222222222,0.336559139785,0.336559139785,0.199706744868,0.166014988596
semi,T,8,higher_axis,0.148148148148,0.135912698413,0.0218342400745,0.672030501261,1.16666666667,0.389583333333,0.389583333333,0.354166666667,0.115104166667
semi,T,8,lower_axis,0.208333333333,0.145833333333,0.0306368385443,0.918351540567,1.38888888889,0.157407407407,0.157407407407,0.0944444444444,0.15
semi,T,8,mixed_axis,0.210978835979,0.0982142857143,0.0195456246463,0.673248065338,1.33333333333,0.294117647059,0.294117647059,0.270588235294,0.0941176470588
semi,T,8,random_same_panel,0.215853174603,0.149454365079,0.0276304693106,0.878862686947,1.34722222222,0.301013171226,0.301013171226,0.180141843972,0.136575481256
semi,T,10,higher_axis,0.173456790123,0.131481481481,0.0206781949588,0.842550777941,1.38888888889,0.385416666667,0.583333333333,0.385416666667,0.112916666667
semi,T,10,lower_axis,0.196296296296,0.124074074074,0.0226352040184,0.856322181219,1.38888888889,0.35,0.59375,0.35,0.108333333333
semi,T,10,mixed_axis,0.224691358025,0.140740740741,0.024759514657,0.941837812208,1.44444444444,0.252083333333,0.427083333333,0.252083333333,0.14375
semi,T,10,random_same_panel,0.227286155203,0.144483024691,0.0251294598839,1.01177828708,1.51666666667,0.292626262626,0.504646464646,0.292626262626,0.135111111111
