image_id,building,condition,axis,n_people,distinct_grades,p_early_min,p_early_max,modes_min,modes_max,singleton_min,singleton_max,actual_unique_subsets
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,T,8,1,0,0,1,3,0.125,0.75,20
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,T,10,2,0,0,1,4,0.1,0.666666666667,20
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,Q,4,1,0,0,0,2,0,1,20
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,Q,6,1,0,0,0,1,0.5,1,20
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,Q,8,1,0,0,0,2,0.375,1,20
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,Q,10,1,0,0,1,3,0.2,0.8,20
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,Q,12,1,0,0,1,3,0.416666666667,0.666666666667,20
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,T,4,1,0,0,0,1,0.5,1,20
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,T,6,1,0,0,0,2,0.333333333333,1,20
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,T,8,1,0,0,0,2,0.5,1,20
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,T,10,1,0,0,0,3,0.4,1,20
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,Q,4,2,0,1,0,2,0,1,20
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,Q,6,1,0,0,1,2,0,0.666666666667,20
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,Q,8,1,0,0,1,2,0.125,0.5,20
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,Q,10,2,0,0.1,1,3,0,0.5,20
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,T,4,2,0,1,0,2,0,1,20
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,T,6,1,0,0.6,1,2,0,0.666666666667,20
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,T,8,1,0,0,1,3,0.125,0.571428571429,20
S9hNv5qa7GM_0c2a97f049db4a429776940850fedf2e,S9hNv5qa7GM,manual,T,10,2,0,0,1,3,0.111111111111,0.555555555556,20
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,Q,4,2,0.566666666667,1,1,1,0,0,20
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,Q,6,2,0,1,1,2,0,0.166666666667,20
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,Q,8,2,0,1,1,1,0,0.125,20
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,Q,10,3,0.433333333333,1,1,1,0,0.1,20
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,T,4,2,0.666666666667,1,1,1,0,0,20
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,T,6,2,0,1,1,1,0,0.166666666667,20
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,T,8,2,0,1,1,1,0,0.125,20
S9hNv5qa7GM_bd9faec23bb3462c94a5fbc6c0a3d5cf,S9hNv5qa7GM,manual,T,10,3,0.333333333333,1,1,1,0,0.1,20
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Q,4,1,0,0,0,1,0.25,1,20
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Q,6,1,0,0,0,3,0,1,20
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Q,8,1,0,0.333333333333,1,3,0,0.75,20
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Q,10,2,0,0,1,3,0.2,0.8,20
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,Q,12,2,0,0,2,4,0.0833333333333,0.583333333333,20
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,T,4,1,0,0,0,1,0.25,1,20
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,T,6,2,0,1,0,2,0,1,20
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,T,8,1,0,0,1,3,0.125,0.75,20
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,T,10,2,0,0,2,4,0.1,0.6,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Q,4,1,0,0,0,2,0,1,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Q,6,1,0,0.7,1,2,0,0.666666666667,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Q,8,2,0,0.833333333333,1,3,0,0.625,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Q,10,3,0,0.333333333333,1,3,0,0.5,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,Q,12,2,0,0,1,4,0,0.416666666667,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,T,4,2,0,1,1,2,0,0.5,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,T,6,1,0,0.666666666667,1,2,0,0.5,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,T,8,2,0,0.8,1,2,0,0.75,20
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,T,10,3,0,0.5,1,2,0.1,0.6,20
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,Q,4,2,0,1,1,1,0,0.5,20
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,Q,6,2,0,1,1,1,0,0.333333333333,20
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,Q,8,2,0,1,1,1,0,0.25,20
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,Q,10,3,0,1,1,1,0,0.2,20
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,T,4,2,0,1,1,1,0,0.25,20
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,T,6,2,0,1,1,1,0,0.333333333333,20
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,T,8,2,0,1,1,1,0,0.25,20
UwV83HsGsw3_bc29294428a647038f70e0ea31ea8972,UwV83HsGsw3,manual,T,10,3,0,1,1,1,0,0.2,20
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,Q,4,1,0,0,0,2,0,1,20
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,Q,6,1,0,0.733333333333,0,2,0,1,20
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,Q,8,1,0,0,1,2,0.125,0.5,20
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,Q,10,3,0,0.333333333333,1,3,0,0.4,20
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,T,4,2,0,1,0,1,0,1,20
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,T,6,1,0,0,1,2,0.166666666667,0.666666666667,20
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,T,8,1,0,0,1,3,0.125,0.5,20
VFuaQ6m2Qom_ad4c387f8175498491966703c8441e0d,VFuaQ6m2Qom,manual,T,10,2,0,0,1,4,0,0.555555555556,20
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,Q,4,2,0,1,1,1,0,0.5,20
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,Q,6,2,0,1,1,2,0,0.5,20
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,Q,8,2,0,1,1,2,0,0.375,20
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,Q,10,3,0,0.766666666667,1,2,0,0.4,20
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,Q,12,3,0,0.666666666667,1,2,0.0833333333333,0.333333333333,20
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,T,4,2,0,1,1,1,0,0.25,20
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,T,6,2,0,1,1,2,0,0.333333333333,20
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,T,8,2,0,1,1,2,0,0.25,20
X7HyMhZNoso_28ada927582d4d6ea7cf44cabf31527a,X7HyMhZNoso,semi,T,10,4,0,0.833333333333,1,2,0,0.3,20
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,Q,4,2,0,1,1,1,0,0,20
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,Q,6,2,0,1,1,2,0,0.166666666667,20
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,Q,8,2,0,1,1,2,0,0.125,20
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,Q,10,3,0.266666666667,1,1,2,0,0.1,20
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,Q,12,3,0,1,1,2,0,0.0833333333333,20
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,T,4,2,0,1,1,1,0,0.25,20
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,T,6,2,0,1,1,1,0,0.166666666667,20
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,T,8,2,0,1,1,2,0,0.125,20
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,T,10,3,0.0666666666667,1,1,2,0,0.1,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,Q,4,1,0,0,0,2,0,1,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,Q,6,1,0,0.766666666667,1,3,0,0.5,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,Q,8,2,0,0.833333333333,1,3,0,0.25,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,Q,10,2,0,0.533333333333,1,3,0,0.3,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,Q,12,2,0,0.3,2,3,0,0.166666666667,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,T,4,2,0,1,1,2,0,0.5,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,T,6,2,0,1,1,2,0,0.5,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,T,8,2,0,0.866666666667,1,3,0,0.375,20
Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,Z6MFQCViBuw,semi,T,10,3,0,0.4,1,3,0,0.2,20
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,Q,4,1,0,0,0,1,0.25,1,20
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,Q,6,1,0,0,0,2,0.333333333333,1,20
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,Q,8,1,0,0,0,2,0.5,1,20
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,Q,10,2,0,0,1,3,0.1,0.8,20
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,Q,12,1,0,0,1,3,0.416666666667,0.75,20
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,T,4,1,0,0,0,1,0.5,1,20
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,T,6,1,0,0,0,2,0.333333333333,1,20
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,T,8,1,0,0,0,2,0.25,1,20
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,T,10,1,0,0,0,3,0.3,1,20
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,Q,4,2,0,1,0,1,0,1,20
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,Q,6,2,0,1,1,2,0,0.333333333333,20
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,Q,8,2,0,1,1,2,0,0.375,20
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,Q,10,3,0,0.766666666667,1,2,0,0.3,20
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,Q,12,2,0,0,1,3,0,0.416666666667,20
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,T,4,2,0,1,0,2,0,1,20
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,T,6,2,0,1,1,2,0,0.333333333333,20
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,T,8,2,0,1,1,3,0,0.5,20
b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,b8cTxDM8gDG,semi,T,10,4,0,0.866666666667,1,3,0,0.3,20
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,Q,4,2,0,1,1,1,0,0.25,20
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,Q,6,2,0,1,1,2,0,0.166666666667,20
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,Q,8,2,0,1,1,3,0,0.25,20
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,Q,10,2,0,0.733333333333,1,3,0,0.2,20
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,Q,12,2,0,0.7,1,3,0,0.166666666667,20
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,T,4,2,0,1,1,2,0,0.5,20
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,T,6,2,0,1,1,2,0,0.333333333333,20
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,T,8,2,0,1,1,3,0,0.25,20
e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,e9zR4mvMWw7,semi,T,10,2,0,0.633333333333,1,3,0,0.2,20
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,Q,4,2,0,1,1,1,0,0.25,20
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,Q,6,2,0,1,1,2,0,0.166666666667,20
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,Q,8,2,0,1,1,2,0,0.125,20
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,Q,10,3,0.166666666667,1,1,2,0,0.1,20
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,Q,12,3,0,1,1,2,0,0.0833333333333,20
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,T,4,2,0,1,1,2,0,0.25,20
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,T,6,2,0,1,1,2,0,0.166666666667,20
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,T,8,2,0,1,1,2,0,0.125,20
e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,e9zR4mvMWw7,semi,T,10,3,0.0666666666667,0.966666666667,1,2,0,0.1,20
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,Q,4,2,0,1,1,1,0,0.25,20
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,Q,6,2,0,1,1,2,0,0.333333333333,20
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,Q,8,2,0,1,1,2,0,0.25,20
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,Q,10,2,0,0.633333333333,1,2,0,0.2,20
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,Q,12,2,0,0.666666666667,1,2,0,0.166666666667,20
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,T,4,2,0,1,1,1,0,0.5,20
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,T,6,2,0,1,1,2,0,0.166666666667,20
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,T,8,2,0,1,1,2,0,0.25,20
e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,e9zR4mvMWw7,semi,T,10,3,0,1,1,2,0,0.2,20
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,Q,4,1,0,0,0,2,0,1,20
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,Q,6,2,0,1,1,2,0,0.666666666667,20
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,Q,8,1,0,0,2,3,0.125,0.5,20
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,Q,10,3,0,0.0666666666667,1,4,0.1,0.6,20
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,Q,12,2,0,0,2,4,0,0.5,20
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,T,4,1,0,0,0,2,0,1,20
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,T,6,1,0,0,0,2,0.166666666667,1,20
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,T,8,2,0,0.9,1,3,0,0.625,20
