image_id,condition,building,cut,n_observed,n_valid,n_excluded,cluster,people,point_count,medoid_index,within_median,loo_mean_jaccard,loo_conditional_mean_jaccard,loo_pass75,loo_evaluable,medoid_worker,medoid_canonical_id
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,12,5,20,9,0.046116460955,0.970238095238,0.970238095238,0.916666666667,24,W015,c345eac5108fcf77
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,5,1,12,4,,,,,0,W010,95c53ad8a5a96289
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,13,3,20,5,0.0632896952578,0.946428571429,0.946428571429,0.916666666667,24,W011,255bcfbc04e42564
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,2,1,8,7,,,,,0,W013,dcf84084e2f4a4bf
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,4,1,8,10,,,,,0,W017,db928628d69b3f0a
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,14,1,20,13,,,,,0,W027,03e01729807e10b2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,11,4,20,14,0.0733961733024,1,1,1,24,W028,8cd45265d79ac735
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,8,1,16,15,,,,,0,W029,f7889df0393772a8
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,10,1,18,16,,,,,0,W030,42cd5a13d2ad90e1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,15,1,22,18,,,,,0,W032,31ba2b8e12c0dae4
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,9,1,16,19,,,,,0,W033,8ada6a2e55916c35
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,6,1,12,22,,,,,0,W036,9f069c3bb68abdf2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.1,24,24,0,7,1,14,23,,,,,0,W037,60bba1fdafe4c9bd
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,2,1,8,0,,,,,0,W001,1870bb9b73b8e731
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,1,2,8,1,0.101811897555,0.979166666667,1,1,22,W002,dc2410f47b0ae7f6
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,11,8,20,9,0.0498825982262,1,1,1,24,W015,c345eac5108fcf77
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,4,1,12,4,,,,,0,W010,95c53ad8a5a96289
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,3,1,8,10,,,,,0,W017,db928628d69b3f0a
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,12,1,20,13,,,,,0,W027,03e01729807e10b2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,10,4,20,14,0.0733961733024,1,1,1,24,W028,8cd45265d79ac735
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,7,1,16,15,,,,,0,W029,f7889df0393772a8
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,9,1,18,16,,,,,0,W030,42cd5a13d2ad90e1
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,13,1,22,18,,,,,0,W032,31ba2b8e12c0dae4
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,8,1,16,19,,,,,0,W033,8ada6a2e55916c35
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,5,1,12,22,,,,,0,W036,9f069c3bb68abdf2
7y3sRwLe3Va_4291cbfde1024467b1548934653f07ce,oos_geometry,7y3sRwLe3Va,0.125,24,24,0,6,1,14,23,,,,,0,W037,60bba1fdafe4c9bd
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.075,24,23,1,2,6,8,2,0.0336462107596,0.991304347826,0.991304347826,1,23,W006,075417b5f26b1723
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.075,24,23,1,1,6,8,10,0.0257619352089,0.993788819876,0.993788819876,1,23,W017,3aa0bf741c4b39c3
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.075,24,23,1,8,2,14,5,0.0099220411056,1,1,1,21,W011,b2e72f1eccfff1ce
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.075,24,23,1,3,1,8,6,,,,,0,W012,a3ab6a5900bc68ec
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.075,24,23,1,11,1,16,11,,,,,0,W018,bf04983c0e9d6481
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.075,24,23,1,6,2,12,13,0.058577713024,1,1,1,21,W027,1c503eddee825845
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.075,24,23,1,9,1,16,14,,,,,0,W028,4646bfc46dc3b9ce
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.075,24,23,1,4,1,10,17,,,,,0,W031,32eaa5e855ae90ee
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.075,24,23,1,10,1,16,18,,,,,0,W032,628f11c0e0520639
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.075,24,23,1,7,1,12,20,,,,,0,W034,7ed4383a08375303
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.075,24,23,1,5,1,10,21,,,,,0,W035,81feb0e35cc60306
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.1,24,23,1,2,6,8,2,0.0336462107596,0.971541501976,0.971541501976,0.95652173913,23,W006,075417b5f26b1723
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.1,24,23,1,1,6,8,10,0.0257619352089,0.970073404856,0.970073404856,0.95652173913,23,W017,3aa0bf741c4b39c3
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.1,24,23,1,8,2,14,5,0.0099220411056,1,1,1,21,W011,b2e72f1eccfff1ce
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.1,24,23,1,3,1,8,6,,,,,0,W012,a3ab6a5900bc68ec
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.1,24,23,1,11,1,16,11,,,,,0,W018,bf04983c0e9d6481
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.1,24,23,1,6,2,12,13,0.058577713024,1,1,1,21,W027,1c503eddee825845
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.1,24,23,1,9,1,16,14,,,,,0,W028,4646bfc46dc3b9ce
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.1,24,23,1,4,1,10,17,,,,,0,W031,32eaa5e855ae90ee
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.1,24,23,1,10,1,16,18,,,,,0,W032,628f11c0e0520639
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.1,24,23,1,7,1,12,20,,,,,0,W034,7ed4383a08375303
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.1,24,23,1,5,1,10,21,,,,,0,W035,81feb0e35cc60306
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.125,24,23,1,1,12,8,3,0.0596533515061,1,1,1,23,W008,bf182260d97e72b4
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.125,24,23,1,6,2,14,5,0.0099220411056,1,1,1,21,W011,b2e72f1eccfff1ce
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.125,24,23,1,2,1,8,6,,,,,0,W012,a3ab6a5900bc68ec
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.125,24,23,1,8,1,16,11,,,,,0,W018,bf04983c0e9d6481
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.125,24,23,1,4,2,12,13,0.058577713024,1,1,1,21,W027,1c503eddee825845
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.125,24,23,1,7,2,16,14,0.115171512171,0.978260869565,1,1,21,W028,4646bfc46dc3b9ce
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.125,24,23,1,3,2,10,17,0.120636466127,1,1,1,21,W031,32eaa5e855ae90ee
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,7y3sRwLe3Va,0.125,24,23,1,5,1,12,20,,,,,0,W034,7ed4383a08375303
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,1,2,6,0,0.0694197485402,1,1,1,22,W001,a95a266f291df244
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,16,1,16,2,,,,,0,W006,a1cf0e0701983318
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,4,1,8,3,,,,,0,W008,e355ede0b8b5901b
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,5,2,8,4,0.00994484882609,1,1,1,22,W010,b612f84b4f35345d
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,12,2,12,5,0.0347095359883,1,1,1,22,W011,71640fc7f46c27a2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,13,1,12,6,,,,,0,W012,fe952ee7e370f555
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,3,2,8,9,0.0203351607761,1,1,1,22,W015,07302c287d4b5090
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,9,1,10,10,,,,,0,W017,d02768af49547bb8
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,8,3,10,17,0.0312420427217,1,1,1,24,W031,df388ca29d6f7cfd
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,17,1,16,13,,,,,0,W027,3c0d8e75dd7d264b
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,11,1,10,14,,,,,0,W028,4f42032dc8e4d665
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,7,2,10,15,0.0373276996157,1,1,1,22,W029,4fc74fddb88c2f79
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,14,1,14,16,,,,,0,W030,c683a325ea5ee59a
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,10,1,10,19,,,,,0,W033,1a361af7443afe0c
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,6,1,8,20,,,,,0,W034,d5317a10c026bfe9
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,2,1,6,22,,,,,0,W036,d936055bdc90a99f
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.075,24,24,0,15,1,14,23,,,,,0,W037,b73a313e28bc8976
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,1,2,6,0,0.0694197485402,1,1,1,22,W001,a95a266f291df244
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,14,1,16,2,,,,,0,W006,a1cf0e0701983318
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,3,3,8,12,0.0855411602009,1,1,1,24,W021,10226aeae3f84a35
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,4,2,8,4,0.00994484882609,1,1,1,22,W010,b612f84b4f35345d
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,10,2,12,5,0.0347095359883,1,1,1,22,W011,71640fc7f46c27a2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,11,1,12,6,,,,,0,W012,fe952ee7e370f555
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,8,2,10,10,0.0770576748323,1,1,1,22,W017,d02768af49547bb8
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,7,3,10,17,0.0312420427217,0.989583333333,0.989583333333,1,24,W031,df388ca29d6f7cfd
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,15,1,16,13,,,,,0,W027,3c0d8e75dd7d264b
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,9,1,10,14,,,,,0,W028,4f42032dc8e4d665
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,6,2,10,15,0.0373276996157,0.96875,1,1,22,W029,4fc74fddb88c2f79
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,12,1,14,16,,,,,0,W030,c683a325ea5ee59a
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,5,1,8,20,,,,,0,W034,d5317a10c026bfe9
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,2,1,6,22,,,,,0,W036,d936055bdc90a99f
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.1,24,24,0,13,1,14,23,,,,,0,W037,b73a313e28bc8976
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,1,2,6,0,0.0694197485402,1,1,1,22,W001,a95a266f291df244
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,13,1,16,2,,,,,0,W006,a1cf0e0701983318
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,3,3,8,12,0.0855411602009,1,1,1,24,W021,10226aeae3f84a35
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,4,2,8,4,0.00994484882609,1,1,1,22,W010,b612f84b4f35345d
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,9,2,12,5,0.0347095359883,1,1,1,22,W011,71640fc7f46c27a2
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,10,1,12,6,,,,,0,W012,fe952ee7e370f555
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,7,2,10,10,0.0770576748323,1,1,1,22,W017,d02768af49547bb8
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,6,5,10,17,0.0844480081194,1,1,1,24,W031,df388ca29d6f7cfd
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,14,1,16,13,,,,,0,W027,3c0d8e75dd7d264b
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,8,1,10,14,,,,,0,W028,4f42032dc8e4d665
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,11,1,14,16,,,,,0,W030,c683a325ea5ee59a
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,5,1,8,20,,,,,0,W034,d5317a10c026bfe9
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,2,1,6,22,,,,,0,W036,d936055bdc90a99f
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,UwV83HsGsw3,0.125,24,24,0,12,1,14,23,,,,,0,W037,b73a313e28bc8976
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,1,1,6,0,,,,,0,W001,f21c670566821ce7
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,2,1,6,1,,,,,0,W002,073cc94b42351b56
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,9,1,12,2,,,,,0,W006,7fb0a95bc36104b2
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,10,1,12,3,,,,,0,W008,1e1b8c35465d660f
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,3,5,8,4,0.0403095477758,1,1,1,23,W010,41e737f6263bbfeb
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,14,1,16,6,,,,,0,W012,20d050e0b509265b
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,8,2,12,9,0.0426999790566,1,1,1,21,W015,e65fb66189e53aac
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,16,1,18,11,,,,,0,W018,721a520d404a0fa2
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,17,1,28,13,,,,,0,W027,ce40f36eeedc9a01
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,4,1,8,14,,,,,0,W029,1b879ed2a0ea3317
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,15,2,18,15,0.0735828163883,1,1,1,21,W030,206017d68554e4ce
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,7,1,10,16,,,,,0,W031,fa7addab96927ce3
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,12,1,14,17,,,,,0,W032,07747ea3bdc5ada7
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,5,1,8,19,,,,,0,W034,b3c8f9e27d75e1bb
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,13,1,14,20,,,,,0,W035,3c003832cc2ac4bd
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,6,1,8,21,,,,,0,W036,55864e5d3184dff1
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.075,24,23,1,11,1,12,22,,,,,0,W037,2e83f114eec9c41b
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,1,1,6,0,,,,,0,W001,f21c670566821ce7
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,2,1,6,1,,,,,0,W002,073cc94b42351b56
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,8,3,12,12,0.0840106451845,1,1,1,23,W021,3215104ad30d7a69
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,9,1,12,3,,,,,0,W008,1e1b8c35465d660f
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,3,5,8,4,0.0403095477758,1,1,1,23,W010,41e737f6263bbfeb
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,13,1,16,6,,,,,0,W012,20d050e0b509265b
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,15,1,18,11,,,,,0,W018,721a520d404a0fa2
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,16,1,28,13,,,,,0,W027,ce40f36eeedc9a01
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,UwV83HsGsw3,0.1,24,23,1,4,1,8,14,,,,,0,W029,1b879ed2a0ea3317
