image_id,condition,building,cut,n_observed,n_valid,n_excluded,cluster,people,point_count,medoid_index,within_median,loo_mean_jaccard,loo_conditional_mean_jaccard,loo_pass75,loo_evaluable,medoid_worker,medoid_canonical_id
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.1,24,24,0,3,3,10,0,0.0636579733439,1,1,1,24,W001,db7fe64b7313a46c
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.1,24,24,0,4,3,12,2,0.0869593063356,0.922619047619,0.922619047619,0.875,24,W006,c0a0ce605d24562d
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.1,24,24,0,5,14,12,5,0.0506378986867,0.959478021978,0.959478021978,0.875,24,W011,f28720a75aaab159
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.1,24,24,0,1,1,8,4,,,,,0,W010,0efd0a0c1939749b
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.1,24,24,0,6,1,16,13,,,,,0,W027,cea51349a3124994
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.1,24,24,0,7,1,18,14,,,,,0,W028,58edb835d70cc5d5
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.1,24,24,0,2,1,8,22,,,,,0,W036,58575767b314c57c
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.125,24,24,0,3,3,10,0,0.0636579733439,1,1,1,24,W001,db7fe64b7313a46c
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.125,24,24,0,4,3,12,2,0.0869593063356,0.852306547619,0.852306547619,0.791666666667,24,W006,c0a0ce605d24562d
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.125,24,24,0,5,14,12,5,0.0506378986867,0.946457188645,0.946457188645,0.875,24,W011,f28720a75aaab159
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.125,24,24,0,1,1,8,4,,,,,0,W010,0efd0a0c1939749b
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.125,24,24,0,6,1,16,13,,,,,0,W027,cea51349a3124994
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.125,24,24,0,7,1,18,14,,,,,0,W028,58edb835d70cc5d5
yqstnuAEVhm_66ecc07f3cda4d8ebaf84288325669f5,oos_geometry,yqstnuAEVhm,0.125,24,24,0,2,1,8,22,,,,,0,W036,58575767b314c57c
