image_id,condition,cut,k,total_clusters,supported_clusters,singletons,tv_all,tv_core,core_all_represented,core_min_jaccard,core_geometry_deviation,within_max_median,new_geometry,new_structure,repartition
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,0.1,12,6.595,1.94,4.655,0.25365942029,0.15384018759,0.01,0.748107142857,0.0244379200906,0.0536947090122,0.385,0.165,0.0124545454545
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,0.1,13,7.05,2.095,4.955,0.240752508361,0.143078282828,0.02,0.751297619048,0.0243819087928,0.0543306930842,0.43,0.165,0.00560606060606
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,0.1,14,7.495,2.24,5.255,0.218742236025,0.13185515873,0.03,0.758928571429,0.0227509743004,0.0535664344854,0.4,0.135,0.00724358974359
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,0.1,15,7.905,2.385,5.52,0.197550724638,0.12580011655,0.045,0.759037698413,0.0223010279036,0.0539530898401,0.385,0.095,0.00368131868132
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,0.1,16,8.325,2.585,5.74,0.179293478261,0.117092449217,0.105,0.780326479076,0.0212776746622,0.0541543686174,0.375,0.075,0.00680952380952
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,0.1,17,8.76,2.81,5.95,0.160447570332,0.10715530303,0.165,0.812445526696,0.0192881221154,0.0536383110677,0.355,0.045,0.0114166666667
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,0.1,18,9.15,3.01,6.14,0.138333333333,0.0953732101232,0.29,0.843609307359,0.0168259199067,0.0535776045047,0.32,0.04,0.0119117647059
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,0.1,19,9.495,3.185,6.31,0.110949656751,0.0797980769231,0.37,0.879936868687,0.0137937834468,0.0535262916587,0.295,0.04,0.0104248366013
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,0.1,20,9.895,3.335,6.56,0.0912717391304,0.0697811355311,0.43,0.902345959596,0.0118156234142,0.0536237540439,0.355,0.025,0.0074269005848
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,0.1,21,10.26,3.505,6.755,0.0687991718427,0.0553273809524,0.54,0.931189393939,0.00895747150981,0.0540443999893,0.32,0.035,0.00826315789474
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,0.1,22,10.69,3.725,6.965,0.0382114624506,0.0342083333333,0.725,0.971090909091,0.00454933235162,0.0552788562712,0.37,0.005,0.0110952380952
7y3sRwLe3Va_6376b741b50a4418b3dc3fde791c3c09,oos_geometry,0.1,23,11,4,7,0,0,1,1,0,0.058577713024,0.275,0,0.00735930735931
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,1,1,0,1,0.921666666667,0.90375,0,0,,,0,0,0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,2,1.93,0.07,1.86,0.845416666667,0.80875,0,0.065,0.0178956426749,0.0450683692513,0.93,0.835,0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,3,2.82,0.18,2.64,0.775416666667,0.725625,0,0.1625,0.0206700639804,0.0506826820165,0.89,0.655,0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,4,3.63,0.36,3.27,0.711041666667,0.6475,0,0.310833333333,0.015050039573,0.0528516301904,0.8,0.545,0.00333333333333
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,5,4.47,0.51,3.96,0.643541666667,0.5653125,0,0.410833333333,0.0159843012177,0.0576793758378,0.83,0.42,0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,6,5.195,0.73,4.465,0.58375,0.495729166667,0,0.550833333333,0.0174592341304,0.0604411256065,0.72,0.36,0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,7,5.945,0.965,4.98,0.526875,0.4353125,0,0.633333333333,0.0186130856549,0.0614760228649,0.74,0.33,0.001
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,8,6.615,1.19,5.425,0.477083333333,0.389970238095,0,0.705,0.0209842796413,0.0645993760583,0.665,0.305,0
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,9,7.28,1.495,5.785,0.436111111111,0.338040674603,0,0.7575,0.0238690967714,0.0677401464061,0.65,0.295,0.000178571428571
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,10,7.915,1.81,6.105,0.399833333333,0.299704365079,0,0.825,0.0224667854675,0.0693015758717,0.605,0.22,0.000972222222222
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,11,8.56,2.135,6.425,0.363806818182,0.271741071429,0,0.859583333333,0.0227893062852,0.070958853504,0.595,0.16,0.00111111111111
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,12,9.14,2.445,6.695,0.328958333333,0.24813023088,0,0.85625,0.0238103796767,0.0741859543875,0.56,0.14,0.000181818181818
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,13,9.775,2.74,7.035,0.308365384615,0.229768488456,0,0.866666666667,0.0241226843264,0.0750110159724,0.61,0.15,0.000681818181818
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,14,10.345,3.05,7.295,0.286875,0.212449654512,0,0.8725,0.0244038287751,0.077419429697,0.54,0.125,0.000641025641026
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,15,10.89,3.395,7.495,0.264291666667,0.200469828782,0,0.885833333333,0.0235523129162,0.0785255868796,0.48,0.1,0.000989010989011
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,16,11.42,3.785,7.635,0.238333333333,0.187514756077,0,0.902916666667,0.0221439176567,0.081101284347,0.465,0.105,0.000761904761905
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,17,11.945,4.15,7.795,0.217034313725,0.172476627539,0.01,0.912916666667,0.0217333181445,0.0823350333702,0.49,0.055,0.000458333333333
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,18,12.465,4.58,7.885,0.193402777778,0.155762695638,0.015,0.93375,0.0190499759102,0.0827549289656,0.405,0.06,0.00121323529412
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,19,12.94,5.005,7.935,0.168256578947,0.140323697136,0.04,0.953333333333,0.0164016743734,0.0837719555539,0.425,0.045,0.000751633986928
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,20,13.375,5.41,7.965,0.140833333333,0.120995879121,0.1,0.962916666667,0.0126417581082,0.0851472091527,0.385,0.035,0.000614035087719
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,21,13.815,5.765,8.05,0.110327380952,0.0982124542125,0.165,0.969166666667,0.0106577656413,0.0852931830239,0.415,0.05,0.000263157894737
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,22,14.235,6.19,8.045,0.0767613636364,0.069068452381,0.345,0.986666666667,0.00851663818049,0.0850262810597,0.345,0.005,0.000857142857143
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,23,14.61,6.6,8.01,0.0400724637681,0.0363333333333,0.6,0.9925,0.00426176121682,0.0854754534314,0.35,0.005,0.00025974025974
UwV83HsGsw3_528d342bf5494b3b94983545d6a1a282,oos_geometry,0.1,24,15,7,8,0,0,1,1,0,0.0855411602009,0.36,0,0.000355731225296
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,1,1,0,1,0.899565217391,0.8185,0,0,,,0,0,0
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,2,1.895,0.105,1.79,0.819565217391,0.694,0,0.0875,0.0219680060616,0.0628823202593,0.895,0.8,0
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,3,2.775,0.215,2.56,0.746739130435,0.5915,0,0.1875,0.0164079989879,0.0662708219753,0.875,0.73,0
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,4,3.555,0.41,3.145,0.677391304348,0.49925,0,0.349166666667,0.0153102139853,0.0653351737554,0.77,0.555,0.00166666666667
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,5,4.315,0.585,3.73,0.618086956522,0.410583333333,0,0.4775,0.0164718505512,0.0656159870387,0.73,0.49,0.00333333333333
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,6,5.065,0.775,4.29,0.576304347826,0.35325,0,0.579166666667,0.0169181872135,0.0666460210425,0.725,0.4,0.001
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,7,5.73,0.995,4.735,0.534813664596,0.312083333333,0,0.67,0.0185609249453,0.0665548137281,0.62,0.35,0.00133333333333
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,8,6.46,1.195,5.265,0.487934782609,0.268285714286,0.01,0.743333333333,0.0189718141003,0.0679069525141,0.68,0.445,0.00142857142857
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,9,7.11,1.4,5.71,0.4538647343,0.243005952381,0.025,0.805833333333,0.0177593162781,0.0699529378688,0.585,0.295,0.00142857142857
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,10,7.73,1.62,6.11,0.420065217391,0.219222222222,0.055,0.835,0.0189942592651,0.0710946514907,0.585,0.255,0.000694444444444
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,11,8.43,1.735,6.695,0.386719367589,0.194686507937,0.08,0.849583333333,0.0197202806859,0.0718281565968,0.615,0.33,0.00111111111111
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,12,9.115,1.895,7.22,0.354094202899,0.177424603175,0.105,0.849583333333,0.0190339247153,0.0739959895845,0.595,0.275,0.000545454545455
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,13,9.75,2.06,7.69,0.320719063545,0.158876984127,0.13,0.829583333333,0.0190113459046,0.0773702460936,0.535,0.25,0.000530303030303
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,14,10.39,2.23,8.16,0.289347826087,0.145857142857,0.205,0.839583333333,0.0191821846398,0.0787920159633,0.545,0.23,0.000576923076923
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,15,11.035,2.365,8.67,0.258666666667,0.132736111111,0.285,0.857916666667,0.017543420976,0.0792991773744,0.46,0.165,0.00203296703297
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,16,11.69,2.465,9.225,0.232051630435,0.123503968254,0.35,0.869583333333,0.0156594357769,0.0803365871114,0.54,0.235,0.000761904761905
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,17,12.315,2.6,9.715,0.201534526854,0.110922619048,0.43,0.8625,0.0149823821954,0.0815573899659,0.525,0.21,0.000625
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,18,12.925,2.67,10.255,0.171304347826,0.100984126984,0.495,0.882083333333,0.0123716889103,0.0819774859153,0.44,0.185,0.000551470588235
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,19,13.535,2.75,10.785,0.140594965675,0.0871944444444,0.595,0.904583333333,0.0112295585067,0.082269852976,0.425,0.155,0.000555555555556
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,20,14.115,2.835,11.28,0.111260869565,0.0705376984127,0.7,0.927083333333,0.00853856534441,0.083035314442,0.385,0.18,0.000672514619883
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,21,14.77,2.88,11.89,0.077784679089,0.0559305555556,0.76,0.94,0.00644661444137,0.0832860755934,0.485,0.16,0.000289473684211
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,22,15.365,2.965,12.4,0.0412252964427,0.0283333333333,0.92,0.9775,0.00358222866275,0.0837728972373,0.395,0.15,0.000380952380952
UwV83HsGsw3_71ada030981d4468b76dcebc1b6fb940,oos_geometry,0.1,23,16,3,13,0,0,1,1,0,0.0840106451845,0.455,0.155,0.000194805194805
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,1,1,0,1,0.797916666667,0.754736842105,0,0,,,0,0,0
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,2,1.65,0.35,1.3,0.657708333333,0.589210526316,0,0.2675,0.0228665448553,0.0616199371393,0.65,0.52,0
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,3,2.21,0.67,1.54,0.543125,0.475438596491,0,0.520833333333,0.0249942093883,0.0651230925554,0.545,0.385,0.005
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,4,2.63,1.015,1.615,0.488541666667,0.390438596491,0,0.675,0.0253353490675,0.0659221393165,0.405,0.23,0.00333333333333
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,5,2.995,1.23,1.765,0.428708333333,0.327828947368,0,0.70225,0.0269119902468,0.0670987169768,0.325,0.13,0.000833333333333
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,6,3.355,1.435,1.92,0.368958333333,0.28175877193,0,0.697,0.0269321939937,0.069426726391,0.305,0.11,0.006
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,7,3.72,1.605,2.115,0.357202380952,0.256602130326,0,0.67694047619,0.0270032881884,0.0701069988751,0.31,0.1,0.003
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,8,4.005,1.785,2.22,0.32875,0.233905075188,0,0.663470238095,0.0271021963528,0.0712653565416,0.245,0.065,0.00595238095238
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,9,4.325,1.95,2.375,0.300138888889,0.214716896408,0,0.653101190476,0.0270793262382,0.0717335683677,0.25,0.075,0.00660714285714
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,10,4.62,2.11,2.51,0.27825,0.191582811195,0,0.648547619048,0.0262452916223,0.0712196344554,0.23,0.07,0.00472222222222
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,11,4.93,2.295,2.635,0.250928030303,0.170175410116,0.005,0.641869047619,0.0255811441806,0.0718267633669,0.19,0.06,0.007
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,12,5.215,2.46,2.755,0.220208333333,0.151768407762,0.02,0.617839285714,0.0257358022792,0.072299820794,0.19,0.02,0.00727272727273
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,13,5.53,2.61,2.92,0.210769230769,0.139350861857,0.05,0.626200396825,0.0259868562526,0.0725323957806,0.19,0.04,0.0108333333333
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,14,5.835,2.745,3.09,0.197291666667,0.133247863248,0.075,0.614561507937,0.0262370971805,0.0733013398626,0.215,0.05,0.00775641025641
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,15,6.2,2.925,3.275,0.174083333333,0.121669983525,0.15,0.611674603175,0.0275159617489,0.0740088985701,0.21,0.04,0.0123076923077
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,16,6.5,3.04,3.46,0.15875,0.113051461696,0.18,0.603001984127,0.0269997289645,0.0745143494741,0.215,0.015,0.00552380952381
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,17,6.785,3.185,3.6,0.143700980392,0.104617649894,0.28,0.61229040404,0.0267501773321,0.0744512231097,0.165,0.025,0.00979166666667
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,18,7.09,3.28,3.81,0.121458333333,0.0954839502603,0.33,0.629847943723,0.0254463362689,0.0740944445016,0.21,0.03,0.00805147058824
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,19,7.36,3.415,3.945,0.112127192982,0.0865676876014,0.425,0.641049062049,0.0251232470184,0.0736923260145,0.165,0.01,0.00885620915033
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,20,7.72,3.525,4.195,0.0992916666667,0.0819389834881,0.535,0.718025252525,0.0228777295962,0.0708247988224,0.165,0.005,0.0125730994152
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,21,8.06,3.685,4.375,0.0788988095238,0.0705542655659,0.67,0.775194444444,0.0221666709972,0.0696880661244,0.16,0.01,0.0131052631579
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,22,8.41,3.835,4.575,0.0597348484848,0.0551100791194,0.82,0.839507575758,0.0182314739187,0.0681344429377,0.17,0.01,0.013
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,23,8.69,3.92,4.77,0.0347463768116,0.0330409356725,0.92,0.911295454545,0.0127429757156,0.0654997784729,0.125,0,0.0109956709957
UwV83HsGsw3_fcd79f4b6a6642e99227caffb51bf407,oos_geometry,0.1,24,9,4,5,0,0,1,1,0,0.0606054761074,0.13,0,0.012628458498
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,1,1,0,1,0.816739130435,0.809772727273,0,0,,,0,0,0
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,2,1.74,0.26,1.48,0.67,0.657954545455,0,0.205,0.0174532633873,0.070406360969,0.74,0,0
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,3,2.3,0.655,1.645,0.554782608696,0.539318181818,0,0.524166666667,0.0167960965667,0.0716922140607,0.51,0,0.035
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,4,2.87,1.015,1.855,0.446358695652,0.433068181818,0,0.677083333333,0.0170759044185,0.07427519826,0.495,0,0.0116666666667
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,5,3.305,1.44,1.865,0.387391304348,0.370409090909,0,0.740416666667,0.0188602943558,0.0773391455116,0.285,0,0.015
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,6,3.615,1.865,1.75,0.349637681159,0.332287878788,0,0.732833333333,0.0220062501651,0.0798045164775,0.185,0,0.013
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,7,3.925,2.26,1.665,0.312422360248,0.292251082251,0,0.707916666667,0.0228691587604,0.082148310415,0.155,0,0.017
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,8,4.185,2.655,1.53,0.278505434783,0.261428571429,0,0.702916666667,0.0233518362649,0.0828127385228,0.115,0,0.0128571428571
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,9,4.435,2.95,1.485,0.253236714976,0.235694444444,0,0.695416666667,0.0237229152536,0.0832096640211,0.07,0,0.0101785714286
b8cTxDM8gDG_f63819c407e64c2897b703080766cb60,oos_geometry,0.1,10,4.635,3.275,1.36,0.234217391304,0.215813131313,0,0.685916666667,0.0243218648516,0.0839569801058,0.03,0,0.01375
