base_task_id,building_id,condition,fixed_image_set_support_gt20,k,remaining_d_mask_mean,remaining_d_mask_q025,remaining_d_mask_q975,remaining_worker_count,replicates,stage,strict_support
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,True,16,0.04951939294732135,0.036356155074483,0.06749341686062509,7,200,C1,23
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,True,17,0.04933553423847373,0.03380722767214421,0.06949388526885884,6,200,C1,23
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,True,18,0.04834275556647752,0.03349848013307337,0.07345210260713507,5,200,C1,23
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,True,19,0.04927678311852253,0.031395223820994494,0.08056099089905291,4,200,C1,23
rPc6DW4iMge_9d3eb9f5d38844bfb4e5fb2cd05fd3fd,rPc6DW4iMge,manual,True,20,0.04880099827231883,0.029701663555011235,0.08463195541189551,3,200,C1,23
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,True,15,0.04169395949740239,0.021921328278208682,0.06776035837755305,8,200,C1,23
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,True,16,0.04135655067594219,0.02043888293674347,0.0709466005083535,7,200,C1,23
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,True,17,0.0416008003098638,0.019132085092447834,0.07917359347555726,6,200,C1,23
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,True,18,0.04217846465013281,0.01764729583144422,0.09079752915709648,5,200,C1,23
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,True,19,0.04242752705291949,0.017481906372490738,0.09984493580453402,4,200,C1,23
uNb9QFRL6hY_1096f195d3294cefa462add5ab0c342e,uNb9QFRL6hY,manual,True,20,0.04148923365818562,0.015000753320032293,0.1121918002222159,3,200,C1,23
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,True,15,0.12108997228216065,0.09930916262925682,0.14571979253985406,8,200,C1,23
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,True,16,0.12083146477695994,0.09923733961773462,0.14920619236550273,7,200,C1,23
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,True,17,0.11991867613958371,0.09313308555405754,0.15227475045627265,6,200,C1,23
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,True,18,0.11956933620811108,0.08888110356026041,0.14785505273313035,5,200,C1,23
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,True,19,0.11708106876564509,0.08717330365685193,0.15554669379176334,4,200,C1,23
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,manual,True,20,0.11752882945822908,0.08385065197555559,0.15873179646634078,3,200,C1,23
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,True,15,0.09790296414892988,0.08151997365669979,0.11698963247468444,8,200,C1,23
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,True,16,0.09759112378032044,0.07631111877480505,0.12173197784391267,7,200,C1,23
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,True,17,0.09846573734998873,0.07633322496783806,0.12952118650359215,6,200,C1,23
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,True,18,0.09891135012443711,0.0710592103171828,0.1275413034098024,5,200,C1,23
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,True,19,0.09998603022668963,0.07226911889515464,0.12880620171412455,4,200,C1,23
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,manual,True,20,0.10365548254016353,0.06815851615099097,0.14022157772476238,3,200,C1,23
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,True,15,0.11882216754410686,0.08557831110406744,0.15914921418839903,8,200,C1,23
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,True,16,0.11897741681429187,0.08036350218329366,0.16847508070958192,7,200,C1,23
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,True,17,0.11987651986187182,0.08263367264759744,0.16420022566997378,6,200,C1,23
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,True,18,0.1190148548312597,0.07757911622425762,0.16573277618787863,5,200,C1,23
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,True,19,0.12211649792991124,0.07560405647895051,0.18148838440798953,4,200,C1,23
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,manual,True,20,0.12212867108855553,0.06808481288384402,0.20697041317965142,3,200,C1,23
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,True,15,0.08419916766637627,0.05789289012738306,0.1108521768954247,8,200,C1,23
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,True,16,0.08323694426543245,0.053755143325743715,0.11265815494899892,7,200,C1,23
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,True,17,0.0833489766904286,0.052286374564416586,0.1189851222879609,6,200,C1,23
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,True,18,0.08350621255940778,0.04960673187233831,0.1237458890276792,5,200,C1,23
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,True,19,0.0845795450192787,0.047555761609396896,0.1372477930281935,4,200,C1,23
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,manual,True,20,0.08355614483207162,0.03950208417034096,0.1366053877267469,3,200,C1,23
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,True,15,0.16044941743991925,0.1312093215151599,0.19882191708700642,8,200,C1,23
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,True,16,0.16007170870403736,0.12892601511126137,0.1980695498242966,7,200,C1,23
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,True,17,0.16129288238603798,0.1256428173925796,0.20144205387178202,6,200,C1,23
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,True,18,0.16039037003527049,0.12232470749523382,0.20653805421211424,5,200,C1,23
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,True,19,0.1636829944559323,0.12084157241334903,0.21305145350764246,4,200,C1,23
wc2JMjhGNzB_b41b10699d614f24851b56a9a0e743c6,wc2JMjhGNzB,manual,True,20,0.16640117238281799,0.12079480812664124,0.2244376536977016,3,200,C1,23
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,True,15,0.04805537133527544,0.03636145044185815,0.058991045477716726,8,200,C1,23
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,True,16,0.04823249483151261,0.03423087729776318,0.06146273027741981,7,200,C1,23
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,True,17,0.048173926753173585,0.0339265105017514,0.06469472307573983,6,200,C1,23
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,True,18,0.04805443535556589,0.031417641579412584,0.06635620390183421,5,200,C1,23
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,True,19,0.04741872752769945,0.028889327897300643,0.06584374135502882,4,200,C1,23
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,manual,True,20,0.046363320386959374,0.02600481940911846,0.07155141531381985,3,200,C1,23
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,True,15,0.14229504507286925,0.04656733387520251,0.24518238499368739,8,200,C1,23
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,True,16,0.14194840412116452,0.03886777808499047,0.2633547343818745,7,200,C1,23
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,True,17,0.14243231813573468,0.03232603572029348,0.294425362210362,6,200,C1,23
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,True,18,0.1403982326459762,0.027921520353755766,0.31319411389600066,5,200,C1,23
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,True,19,0.14030796062281148,0.023636737671432182,0.2993533112846239,4,200,C1,23
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,manual,True,20,0.1347711213863164,0.020955981461598303,0.3465712922756133,3,200,C1,23
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,True,15,0.0836015370176391,0.049692313811555165,0.12235508789224744,8,200,C1,23
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,True,16,0.08298002076383523,0.04986254381496148,0.12350123008995886,7,200,C1,23
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,True,17,0.08309746115210306,0.05000493415090375,0.12132577029358538,6,200,C1,23
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,True,18,0.08342010580491988,0.04630569610290737,0.12869720410822702,5,200,C1,23
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,True,19,0.08312574684294366,0.043510731888084735,0.13355734592392093,4,200,C1,23
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,manual,True,20,0.08126778886868256,0.037657277252881656,0.15256854280764437,3,200,C1,23
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,True,15,0.020135764826046714,0.013853360901731436,0.028404340497137012,10,200,P1,25
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,True,16,0.020170444395277837,0.013742753678613167,0.029112803445362857,9,200,P1,25
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,True,17,0.020081560896786758,0.01360269295301544,0.028732254416748884,8,200,P1,25
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,True,18,0.019961696015568256,0.012464225938543327,0.029569563014615687,7,200,P1,25
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,True,19,0.01992772961972465,0.012100352918156629,0.03170941729829038,6,200,P1,25
7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,7y3sRwLe3Va,manual,True,20,0.01960604352846914,0.01255392453351421,0.0326098645291411,5,200,P1,25
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,True,15,0.1465757262536384,0.09041542840543751,0.228685512072855,10,200,P1,25
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,True,16,0.14699445512983333,0.0881780683663561,0.23543854777104284,9,200,P1,25
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,True,17,0.14641753119759496,0.08099308806849789,0.24256967252630313,8,200,P1,25
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,True,18,0.14483967258983388,0.07345440628118628,0.2372402734922319,7,200,P1,25
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,True,19,0.1469293309702446,0.06580444059475248,0.2311181324704079,6,200,P1,25
B6ByNegPMKs_4b983544c13946e3a3a518c565ad1086,B6ByNegPMKs,manual,True,20,0.14839929516688427,0.04947092017234067,0.24402122360871362,5,200,P1,25
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,True,15,0.18515432474089177,0.1143338888664432,0.2746444035150077,9,200,P1,24
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,True,16,0.18576441667852087,0.10956809744382072,0.2804433409436164,8,200,P1,24
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,True,17,0.18809984448077394,0.11011411144195574,0.2956867018561511,7,200,P1,24
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,True,18,0.18757151481312703,0.10764092835543541,0.3225211050181262,6,200,P1,24
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,True,19,0.18797516487813387,0.0926594396572319,0.34353933285664845,5,200,P1,24
B6ByNegPMKs_b8e1ecf1bd044e7292581a66683e7993,B6ByNegPMKs,manual,True,20,0.1834219937384148,0.08475469550047657,0.38424910435568155,4,200,P1,24
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,True,15,0.32433998720618346,0.24922019793502304,0.4068861439258932,10,200,P1,25
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,True,16,0.32274289792474015,0.24518559747111882,0.4056270266806637,9,200,P1,25
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,True,17,0.31957181612576113,0.22849868559912326,0.4083231004713015,8,200,P1,25
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,True,18,0.31677418968518095,0.21438140248809515,0.41447849122084496,7,200,P1,25
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,True,19,0.3133053889821037,0.19948296148653455,0.4291923574852807,6,200,P1,25
B6ByNegPMKs_cee80ced97274e248d4ccaa582e12624,B6ByNegPMKs,manual,True,20,0.31105013456041264,0.18979869353507342,0.43371164500958265,5,200,P1,25
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,True,15,0.153933485474707,0.12337202803336618,0.2015844580975027,9,200,P1,24
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,True,16,0.14938512205463925,0.11964647142481392,0.1972833464179299,8,200,P1,24
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,True,17,0.14916270284506244,0.12033363737078927,0.19437156308591103,7,200,P1,24
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,True,18,0.15134983788783177,0.11794977809683672,0.20461266325036107,6,200,P1,24
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,True,19,0.14860831911356384,0.11279706550731476,0.21049526171005192,5,200,P1,24
UwV83HsGsw3_7482b1a2655e4655ae4ab58749f43f65,UwV83HsGsw3,manual,True,20,0.1521655384494509,0.11108794115379472,0.2168621585961271,4,200,P1,24
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,True,15,0.07351846625385472,0.04812500988973646,0.10308731574644353,9,200,P1,24
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,True,16,0.07366090322449796,0.04660984938717306,0.10634910822630178,8,200,P1,24
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,True,17,0.07276978363567832,0.042187579586160914,0.10576981822953319,7,200,P1,24
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,True,18,0.07203831343095494,0.03778934757885346,0.11199777222976762,6,200,P1,24
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,True,19,0.07316763979141276,0.0377065182065017,0.11602745231920361,5,200,P1,24
UwV83HsGsw3_8e9c912f525744eeaea21083a20a1596,UwV83HsGsw3,manual,True,20,0.07270349014793162,0.033484165228372394,0.12089190054715905,4,200,P1,24
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,True,15,0.03268665117309311,0.022965182397761876,0.044403118134309964,10,200,P1,25
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,True,16,0.03246295508717578,0.02198077381153366,0.045291116079420185,9,200,P1,25
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,True,17,0.03208352419488143,0.020592595534667597,0.046352841718858506,8,200,P1,25
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,True,18,0.031854277648290956,0.019564933282273798,0.04675019752631659,7,200,P1,25
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,True,19,0.032069622564731566,0.01908207269167829,0.05095424384174687,6,200,P1,25
X7HyMhZNoso_987fd31155514f6facb131bd5c14881d,X7HyMhZNoso,manual,True,20,0.031799553940426176,0.017925688390727005,0.05327925054475829,5,200,P1,25
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,True,15,0.2272130870538387,0.18562481675718123,0.30300468289861415,11,200,P1,26
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,True,16,0.22427102297353635,0.17859375411400372,0.28315884787892237,10,200,P1,26
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,True,17,0.2241964289407158,0.17793787539557063,0.2878604271205545,9,200,P1,26
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,True,18,0.22034886806477927,0.16492722065899118,0.27614011124778826,8,200,P1,26
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,True,19,0.22074504238654813,0.16802424824586296,0.27971333178854857,7,200,P1,26
b8cTxDM8gDG_298a2386166a43c8a04e1c24433f7d15,b8cTxDM8gDG,manual,True,20,0.22027923873019886,0.15193377975823794,0.2860559959619804,6,200,P1,26
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,True,15,0.1410263560632104,0.0904670113608333,0.19837527412615888,9,200,P1,24
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,True,16,0.14046619179006462,0.09130590364882275,0.18859664338126222,8,200,P1,24
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,True,17,0.13959424646122348,0.08442473873126027,0.2009283998145456,7,200,P1,24
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,True,18,0.13714543097276213,0.07783955769002837,0.1975625009849743,6,200,P1,24
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,True,19,0.13517550744508736,0.0695980826587325,0.2048773296929041,5,200,P1,24
e9zR4mvMWw7_4fb8c9be319e4784b4b66f9ca5d839ab,e9zR4mvMWw7,manual,True,20,0.13444182015186568,0.05863214024418908,0.2063319119471067,4,200,P1,24
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,True,15,0.027264796733221474,0.02213825275677725,0.031540533219036125,9,200,P1,24
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,True,16,0.027271959556068363,0.02208259435044365,0.03223346856686754,8,200,P1,24
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,True,17,0.027398772322975527,0.021676019182871775,0.03294136642033912,7,200,P1,24
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,True,18,0.027447617337075993,0.022345320580087886,0.03307518614315876,6,200,P1,24
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,True,19,0.027493031278918157,0.020859251877787616,0.03376342008824252,5,200,P1,24
q9vSo1VnCiC_2a8ef249ec0e4ad5bfe138a65f50964e,q9vSo1VnCiC,manual,True,20,0.02748548279155808,0.021665275809071318,0.035221289220369566,4,200,P1,24
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,True,15,0.1849234607032379,0.1474912079780364,0.22753915118584955,9,200,P1,24
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,True,16,0.1835070057174263,0.14664205830842306,0.2246133822145456,8,200,P1,24
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,True,17,0.18314012685444125,0.14238847941552324,0.23303655685386643,7,200,P1,24
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,True,18,0.1811274508032618,0.13825623738926318,0.22826178331593353,6,200,P1,24
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,True,19,0.17740486088096866,0.12888294723413454,0.2372190879853553,5,200,P1,24
q9vSo1VnCiC_9c9fb1fccf4e46a597a9510a1938c8b4,q9vSo1VnCiC,manual,True,20,0.1787734669986839,0.1220753517865765,0.25040637077800026,4,200,P1,24
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,True,15,0.0423397914868597,0.03146557357520194,0.05382704394098676,10,200,P1,25
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,True,16,0.042696636783972425,0.031571801447073757,0.05597002951813669,9,200,P1,25
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,True,17,0.04234100275789959,0.031086708282352504,0.05671401251071836,8,200,P1,25
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,True,18,0.04207534669680399,0.029924143802014306,0.05843362330832295,7,200,P1,25
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,True,19,0.0420772873966728,0.0301655177421808,0.05710862828046642,6,200,P1,25
q9vSo1VnCiC_c421f07780004647a7198c4ac5371e8a,q9vSo1VnCiC,manual,True,20,0.041705984561260706,0.026374109423240713,0.0605763810743479,5,200,P1,25
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,True,15,0.0586347453149717,0.03893064767975509,0.08049566331014833,10,200,P1,25
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,True,16,0.058814710829316684,0.03777536489809791,0.08015959578743116,9,200,P1,25
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,True,17,0.0583437610616012,0.036231069619721445,0.08257909370155478,8,200,P1,25
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,True,18,0.05755983923400364,0.03496848599634929,0.08360257429087857,7,200,P1,25
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,True,19,0.057549727169878565,0.032789036386271515,0.08920596323941077,6,200,P1,25
q9vSo1VnCiC_e74e843601574864a14517f990c748a0,q9vSo1VnCiC,manual,True,20,0.056561635664107664,0.02833849883630191,0.08672670707271345,5,200,P1,25
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,True,15,0.08196302282871173,0.06218283861784994,0.10494847238684457,10,200,P1,25
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,True,16,0.08257688260149759,0.06244756966153662,0.10832323868998289,9,200,P1,25
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,True,17,0.08313691146476396,0.0584828527699804,0.11217248219362262,8,200,P1,25
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,True,18,0.0843167911845119,0.05793897431689391,0.11618320637098334,7,200,P1,25
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,True,19,0.08553052491333225,0.05293333761061385,0.1290161227129716,6,200,P1,25
rPc6DW4iMge_186a32a1b7e34cb797731bfa78365db5,rPc6DW4iMge,manual,True,20,0.08546854894628492,0.05180187766499533,0.13391706187326566,5,200,P1,25
rPc6DW4iMge_1f14902595544e389c9c910c444e79e7,rPc6DW4iMge,manual,True,15,0.035740442374927135,0.02094502694833627,0.05174313413465952,10,200,P1,25
