bootstrap_probability_positive,bootstrap_probability_positive_lower_all_1000,bootstrap_probability_positive_upper_all_1000,bootstrap_requested_count,bootstrap_usable_count,building_support,component_id,condition,directional_class,feature_family,feature_name,positive_direction,reference_source_version,stage,status,task_adjusted_effect,task_support,threshold,worker_id
,0.0,1.0,1000,0,3,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.03849884850346907,4,0.9,15
,0.0,1.0,1000,0,3,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.17551388544444663,4,0.7,2
,0.0,1.0,1000,0,3,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.17551388544444663,4,0.8,2
,0.0,1.0,1000,0,3,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.17551388544444663,4,0.9,2
,0.0,1.0,1000,0,3,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.0975641573285537,4,0.7,28
,0.0,1.0,1000,0,3,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.0975641573285537,4,0.8,28
,0.0,1.0,1000,0,3,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.0975641573285537,4,0.9,28
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.083049642884314,3,0.7,29
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.083049642884314,3,0.8,29
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.083049642884314,3,0.9,29
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.04379793236155414,3,0.7,30
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.04379793236155414,3,0.8,30
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.04379793236155414,3,0.9,30
,0.0,1.0,1000,0,1,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_single_building_no_cross_building_stability,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.02354782883421574,2,0.7,31
,0.0,1.0,1000,0,1,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_single_building_no_cross_building_stability,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.02354782883421574,2,0.8,31
,0.0,1.0,1000,0,1,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_single_building_no_cross_building_stability,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.02354782883421574,2,0.9,31
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.010142352795207811,3,0.7,32
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.010142352795207811,3,0.8,32
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.010142352795207811,3,0.9,32
,0.0,1.0,1000,0,1,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_single_building_no_cross_building_stability,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.058110728707074746,3,0.7,33
,0.0,1.0,1000,0,1,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_single_building_no_cross_building_stability,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.058110728707074746,3,0.8,33
,0.0,1.0,1000,0,1,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_single_building_no_cross_building_stability,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.058110728707074746,3,0.9,33
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.038322903807835464,3,0.7,34
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.038322903807835464,3,0.8,34
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.038322903807835464,3,0.9,34
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.10603648587544673,3,0.7,35
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.10603648587544673,3,0.8,35
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.10603648587544673,3,0.9,35
,0.0,1.0,1000,0,1,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_single_building_no_cross_building_stability,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.1848174648469466,2,0.7,36
,0.0,1.0,1000,0,1,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_single_building_no_cross_building_stability,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.1848174648469466,2,0.8,36
,0.0,1.0,1000,0,1,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_single_building_no_cross_building_stability,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.1848174648469466,2,0.9,36
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.06304159666307477,2,0.7,6
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.06304159666307477,2,0.8,6
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,-0.06304159666307477,2,0.9,6
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.004713774911903935,3,0.7,8
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.004713774911903935,3,0.8,8
,0.0,1.0,1000,0,2,C2-A-RP|manual|d_mask_to_reference|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,quality,d_mask_to_reference,lower_d_mask_better,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,bootstrap_not_evaluable,0.004713774911903935,3,0.9,8
,,,1000,0,,C2-A-RP|manual|d_mask_to_reference|de701380f8|c2,manual,U_insufficient,,d_mask_to_reference,,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,component_not_estimable,,,0.7,17
,,,1000,0,,C2-A-RP|manual|d_mask_to_reference|de701380f8|c2,manual,U_insufficient,,d_mask_to_reference,,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,component_not_estimable,,,0.8,17
,,,1000,0,,C2-A-RP|manual|d_mask_to_reference|de701380f8|c2,manual,U_insufficient,,d_mask_to_reference,,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,component_not_estimable,,,0.9,17
,,,1000,0,,C2-A-RP|manual|d_mask_to_reference|de701380f8|c3,manual,U_insufficient,,d_mask_to_reference,,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,component_not_estimable,,,0.7,1
,,,1000,0,,C2-A-RP|manual|d_mask_to_reference|de701380f8|c3,manual,U_insufficient,,d_mask_to_reference,,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,component_not_estimable,,,0.8,1
,,,1000,0,,C2-A-RP|manual|d_mask_to_reference|de701380f8|c3,manual,U_insufficient,,d_mask_to_reference,,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,component_not_estimable,,,0.9,1
,,,1000,0,,C2-A-RP|manual|d_mask_to_reference|de701380f8|c4,manual,U_insufficient,,d_mask_to_reference,,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,component_not_estimable,,,0.7,37
,,,1000,0,,C2-A-RP|manual|d_mask_to_reference|de701380f8|c4,manual,U_insufficient,,d_mask_to_reference,,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,component_not_estimable,,,0.8,37
,,,1000,0,,C2-A-RP|manual|d_mask_to_reference|de701380f8|c4,manual,U_insufficient,,d_mask_to_reference,,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,component_not_estimable,,,0.9,37
0.0,0.0,0.998,1000,2,3,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.07287785666002675,3,0.7,11
0.0,0.0,0.998,1000,2,3,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.07287785666002675,3,0.8,11
0.0,0.0,0.998,1000,2,3,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.07287785666002675,3,0.9,11
0.0,0.0,0.998,1000,2,2,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.02042519168312163,2,0.7,12
0.0,0.0,0.998,1000,2,2,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.02042519168312163,2,0.8,12
0.0,0.0,0.998,1000,2,2,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.02042519168312163,2,0.9,12
0.0,0.0,0.998,1000,2,2,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.041472828152941066,4,0.7,13
0.0,0.0,0.998,1000,2,2,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.041472828152941066,4,0.8,13
0.0,0.0,0.998,1000,2,2,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.041472828152941066,4,0.9,13
0.0,0.0,0.998,1000,2,3,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.06879661889551962,4,0.7,15
0.0,0.0,0.998,1000,2,3,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.06879661889551962,4,0.8,15
0.0,0.0,0.998,1000,2,3,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.06879661889551962,4,0.9,15
1.0,0.002,1.0,1000,2,2,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,0.13879984850854638,2,0.7,2
1.0,0.002,1.0,1000,2,2,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,0.13879984850854638,2,0.8,2
1.0,0.002,1.0,1000,2,2,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,0.13879984850854638,2,0.9,2
1.0,0.002,1.0,1000,2,2,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,0.09503253423239964,3,0.7,29
1.0,0.002,1.0,1000,2,2,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,0.09503253423239964,3,0.8,29
1.0,0.002,1.0,1000,2,2,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_unclassified_or_bootstrap_missing,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,0.09503253423239964,3,0.9,29
0.0,0.0,0.998,1000,2,1,C2-A-RP|manual|reference_corner_cyclic_rmse|de701380f8|c1,manual,U_single_building_no_cross_building_stability,geometry_habit,reference_corner_cyclic_rmse,smaller_corner_difference,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json|802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6|geometry_gt,C2-A-RP,estimated,-0.0637056407964084,2,0.7,31
