stage,project_id,runtime_task_id,worker_id,latest_non_cancelled_annotation_id,frozen_annotation_id,frozen_canonical_annotation_id,comparison_status
C1,66,3187,35,5926,5926,b341f546633829a990db,match
C1,66,3187,36,5997,5997,90b1682c716df1046edd,match
C1,66,3187,37,5867,5867,74ec5ab0599eaeaf4719,match
C1,66,3188,27,5851,5851,98f815cef49de82c7449,match
C1,66,3188,28,5769,5769,eb7401f8c6a2d74124c0,match
C1,66,3188,29,6422,6422,a2dd65d0b594bb9212ac,match
C1,66,3188,30,6003,6003,1b06bf8a8b92fca18545,match
C1,66,3188,31,5946,5946,fc858eb54d55668285a1,match
C1,66,3188,32,6353,6353,100cc9a45d0a0f994238,match
C1,66,3188,33,5808,5808,2f1944702583d6eb6860,match
C1,66,3188,34,6047,6047,7316a2901ae455c12625,match
C1,66,3188,35,5927,5927,f048b9e4877b4a6cc5d6,match
C1,66,3188,36,6013,6013,b93da0bbe5ffb848a0c6,match
C1,66,3188,37,5868,5868,2976993fc059101f9e6a,match
C1,66,3189,27,5849,5849,266064e3bd9d27c4efda,match
C1,66,3189,28,5770,5770,8f2f8f8bfdaec3360646,match
C1,66,3189,29,6423,6423,c7aeb60e2d3b55c2a7dc,match
C1,66,3189,30,6004,6004,597362d2aa07f7db8a02,match
C1,66,3189,31,5953,5953,aaa2559a6db59dcb28a0,match
C1,66,3189,32,6354,6354,81cd8395dbe20dc23478,match
C1,66,3189,33,5809,5809,02946d1a59a1cfe17aef,match
C1,66,3189,34,6049,6049,cd7adf8eb45b561bc952,match
C1,66,3189,35,5928,5928,f26a8da3bc451c32cde9,match
C1,66,3189,36,6023,6023,f765bc60ba41307a048f,match
C1,66,3189,37,5869,5869,354632cf039452bb7976,match
C1,66,3190,27,5848,5848,0a79e9b207c32db39202,match
C1,66,3190,28,5771,5771,64a7b681289e1d9e5c28,match
C1,66,3190,29,6424,6424,0ba3c33cb0e05abf58ae,match
C1,66,3190,30,6005,6005,e0a58597afa7f260d97e,match
C1,66,3190,31,5949,5949,d704f69a1c7c5327e638,match
C1,66,3190,32,6355,6355,c6821c31452459c11f75,match
C1,66,3190,33,5810,5810,ea7f2a3fdcd3a9d42d55,match
C1,66,3190,34,6048,6048,9d17cd836d7fc38ad108,match
C1,66,3190,35,5929,5929,1f84dbf5541abdd7a52b,match
C1,66,3190,36,6081,6081,35e84449b82da019aab5,match
C1,66,3190,37,5870,5870,303a694734e00bd95c83,match
C1,66,3191,27,5819,5819,7392408a228d29c44684,match
C1,66,3191,28,5772,5772,2669e20e43502bcf1419,match
C1,66,3191,29,6425,6425,68b9de98f158c481d82a,match
C1,66,3191,30,6006,6006,2425c99671ebf414b359,match
C1,66,3191,31,5955,5955,bce7044b348685668b71,match
C1,66,3191,32,6356,6356,9a0a83ba9247dbf61861,match
C1,66,3191,33,5811,5811,a9bf98b8cc8fbfa40f5c,match
C1,66,3191,34,6050,6050,bdf544ff5d0a4bfacc09,match
C1,66,3191,35,5930,5930,225002de699658941ca0,match
C1,66,3191,36,6082,6082,1b0b4076d43ab5586a3f,match
C1,66,3191,37,5871,5871,73e2d1fca7e2ec1b2b59,match
C1,66,3192,27,5820,5820,d984d534dcc7fe11d643,match
C1,66,3192,28,5773,5773,6c5161e9261e0ba5f8b1,match
C1,66,3192,29,6426,6426,20f0af1735ba9f7c5a2e,match
C1,66,3192,30,6007,6007,1318278d00548b081ebc,match
C1,66,3192,31,5957,5957,73a83925776f8e35ed8a,match
C1,66,3192,32,6357,6357,fc6a213e57b750465697,match
C1,66,3192,33,5812,5812,86e6614af35eccb013ac,match
C1,66,3192,34,6053,6052,82255f7bb022fd1cd129,mismatch
C1,66,3192,35,5931,5931,43266379df129a98dcd9,match
C1,66,3192,36,6083,6083,3e5c4fe6cfe523059d12,match
C1,66,3192,37,5872,5872,454169e6fe8a9b1ba08c,match
C1,66,3193,27,5821,5821,e53257d9b7428d4da0f5,match
C1,66,3193,28,5774,5774,b7e7d86f528066fab226,match
C1,66,3193,29,6427,6427,35a9f318fa8bb9909db0,match
C1,66,3193,30,6008,6008,a8282b826c2b83f1c177,match
C1,66,3193,31,5958,5958,bed357bd88baf4c32786,match
C1,66,3193,32,6358,6358,e7b36064adef9c88eb38,match
C1,66,3193,33,5813,5813,423d83b62a6b1fee7af4,match
C1,66,3193,34,6054,6054,a4015419d4289160ce21,match
C1,66,3193,35,5932,5932,46a22bc8081a9f80e282,match
C1,66,3193,36,6084,6084,6b145ff560adec834931,match
C1,66,3193,37,5873,5873,200f0c572426f1ad5f6c,match
C1,67,3194,33,5814,5814,adc213fc12f5f948aa56,match
C1,67,3194,34,6057,6057,5f7815f3a489b8007a97,match
C1,67,3194,37,5874,5874,ae929aa9e6dd3cd587ac,match
C1,67,3195,34,6058,6058,837eb32400b0afd7b92f,match
C1,67,3195,36,6096,6096,72c467f3e5b59c7c6fe0,match
C1,67,3195,37,5876,5876,bf0338ecb3bbe9b3ee92,match
C1,67,3196,27,5822,5822,72209d7dd6219794fac9,match
C1,67,3196,28,5778,5778,cc8da8c5dab40220ed0e,match
C1,67,3196,30,6011,6011,2bbf5d65469e55f1f4e0,match
C1,67,3196,36,6085,6085,7a99a58308f3ae658881,match
C1,67,3197,31,5986,5986,7827115ee28a13736728,match
C1,67,3197,34,5880,5880,12de7c2bb761564cdeed,match
C1,67,3198,33,5830,5830,7a0778c91977ce16bfb0,match
C1,67,3198,34,6060,6060,bcadc37ee0819d4ead2d,match
C1,67,3198,37,5877,5877,adafd30448bdc86059f9,match
C1,67,3199,28,5785,5785,0a731b8cdc864c572e8b,match
C1,67,3199,29,6437,6437,41a7f33047a9e0342ac0,match
C1,67,3199,34,6554,6554,3e41c936412b1a992027,match
C1,67,3199,35,5933,5933,d1099761985f8bcdd357,match
C1,67,3200,27,5823,5823,bc31ca44876dc589ed4b,match
C1,67,3200,28,5791,5791,7cd383c42cfa1fb813df,match
C1,67,3200,29,6443,6443,23b3ba219c2ea42e2857,match
C1,67,3200,31,6037,6037,34724d21eb0d44dfc22d,match
C1,67,3200,36,6086,6086,07d7b8e9b47e3b57f09b,match
C1,67,3201,33,5831,5831,19f0ec5e2db5240ffd86,match
C1,67,3202,34,6061,6061,6de2c46ce6d59af34337,match
C1,67,3202,37,5878,5878,54158b496be934232a98,match
C1,67,3203,30,6024,6024,d6bbf7fa428498cad40f,match
C1,67,3203,31,5987,5987,304ee8c32f0bfc188cb9,match
C1,67,3203,33,5833,5833,d918bb91e408d8c71ff9,match
C1,67,3204,28,5779,5779,fe6d21a2d34b078f5c0d,match
C1,67,3204,29,6431,6431,8d84da8c6f772c4fa07a,match
C1,67,3204,35,5935,5935,03f2a945c924203b75d1,match
C1,67,3204,36,6097,6097,0b2b9f0ed2607655632c,match
C1,67,3205,29,6435,6435,44e69119724a6d892e53,match
C1,67,3205,33,5834,5834,2761fcae038de8e6bb36,match
C1,67,3205,35,5967,5967,1f3577cc926f22ffd3fc,match
C1,67,3206,31,5963,5963,385caf3701dee7042d51,match
C1,67,3206,32,6363,6363,11f19b08afaff69c9e6a,match
C1,67,3207,31,5961,5961,871218ff2db6bdec5ff2,match
C1,67,3208,27,5800,5800,4d53581ef39bae3bf5d1,match
C1,67,3208,30,6016,6016,c89be364009b1fc0544e,match
C1,67,3208,31,5988,5988,1c3df8c137a169fee41d,match
C1,67,3208,35,5936,5936,b02aea4f86afbc5430f7,match
C1,67,3209,33,5836,5836,517087c6def062efa361,match
C1,67,3209,34,6063,6063,84ac11f23b306b7457b4,match
C1,67,3209,37,5879,5879,8125fd4575ecfc155a63,match
C1,67,3210,34,6065,6065,8f3735d531f44f7b44c8,match
C1,67,3210,37,5881,5881,6bcb7c06bee48a668fc1,match
C1,67,3211,28,5780,5780,7f189afde4de2b5b50ec,match
C1,67,3211,29,6434,6434,e2e73bba558362ef7df7,match
C1,67,3211,36,6098,6098,a1f8bda6422774a397a9,match
C1,67,3212,34,6563,6563,6608319ee6b1e7808937,match
C1,67,3212,35,5940,5940,99daa7429bbca37b6238,match
C1,67,3213,31,5966,5966,22dcfad23c6ac14bd521,match
C1,67,3213,32,6364,6364,381c007b1df27d00b6ab,match
C1,67,3213,34,6564,6564,d102c6b86a1606f32bd3,match
C1,67,3214,27,5824,5824,3cf29369b9e0b392e769,match
C1,67,3214,28,5789,5789,8527f5df56820c48bf92,match
C1,67,3214,29,6441,6441,1d1795fcc5d614bf0698,match
C1,67,3214,31,5989,5989,45580730e6338599d29d,match
C1,67,3214,35,5941,5941,143e2ef82609a7f44a09,match
C1,67,3214,36,6087,6087,1dc5dc76fab81c45cd23,match
C1,67,3215,34,5897,5897,745e6f7ed41f5f3abf93,match
C1,67,3216,32,6365,6365,093a8b4511bd56f93784,match
C1,67,3216,33,5838,5838,8ad07f7e5b4a42e18f5c,match
C1,67,3216,37,5882,5882,ca1a2d8aefa7219707d8,match
C1,67,3217,30,6026,6026,55c92f0f123df48b05be,match
C1,67,3217,34,5898,5898,d7bf0e74078389ee9bf0,match
C1,67,3218,34,6565,6565,5c4bc2c80ab7d3766846,match
C1,67,3218,35,5944,5944,33ba025501b4349772a9,match
C1,67,3219,27,5837,5837,ef96b87ef5fb03c9889e,match
C1,67,3219,28,5786,5786,53a1af9cac0415879d2f,match
C1,67,3219,29,6438,6438,04c900e4f73f755265b3,match
C1,67,3219,35,5945,5945,25a1ba6fcd4fbb14c433,match
C1,67,3219,36,6088,6088,cc1c0c89b7e5fdacc836,match
C1,67,3220,27,5783,5783,4f5e2f801a33ddacfbff,match
C1,67,3220,30,6010,6010,e377c53531a08df384d9,match
C1,67,3221,27,5835,5835,a3e7b70ed81a76c41c0f,match
C1,67,3221,28,5784,5784,98fc2a900301cecb1f95,match
C1,67,3221,30,6018,6018,d5c88ef7632f0c3ce88f,match
C1,67,3222,31,5969,5969,07d4896d9cf6dc52b90b,match
C1,67,3222,32,6366,6366,3df3015de1972caf5140,match
C1,67,3222,33,5839,5839,f594274720a125c6be57,match
C1,67,3223,28,5781,5781,5c79ca3a486aa69a57d2,match
C1,67,3223,29,6433,6433,b5c13db450fa7496d8e9,match
C1,67,3223,36,6089,6089,268bafd92e9f27eee478,match
C1,67,3224,31,5970,5970,046e2c37842123ec2f46,match
C1,67,3224,32,6367,6367,27b18dbca838c732fe36,match
C1,67,3224,34,6064,6064,e989d5cbe8078c1ac797,match
C1,67,3224,37,5883,5883,9f3ef0966bba166ccf67,match
C1,67,3225,34,6566,6566,e8fa392d317f408e138f,match
C1,67,3226,31,5973,5973,6051dfca1aade85a07a8,match
C1,67,3226,32,6368,6368,e6f01175aabbf9fcafe7,match
C1,67,3226,34,6567,6567,dec8403a4ddac6db3115,match
C1,67,3227,27,5799,5799,cd8a51a17f5953c4b19c,match
C1,67,3227,30,6015,6015,6fde03b86adc8ddd0722,match
C1,67,3227,32,6369,6369,5010682cb541531f7457,match
C1,67,3227,33,5843,5843,51a6919e74648167a773,match
C1,67,3228,34,6080,6080,8066ad223dec81c40daa,match
C1,67,3228,37,5884,5884,53530603e76707ac6f94,match
C1,67,3229,29,6432,6432,90d428978149e1e537ed,match
C1,67,3229,34,6568,6568,9378f37adf8af804e6b4,match
C1,67,3229,35,5947,5947,d97070648108845c9bde,match
C1,67,3230,27,5840,5840,da673f309d1ef7438656,match
C1,67,3230,28,5788,5788,1b43bb0b9af4438c92c7,match
C1,67,3230,29,6440,6440,fd8b73557a1821706e79,match
C1,67,3230,36,6094,6094,e959490574d8d0e7f163,match
C1,67,3231,27,5825,5825,c0e23bd981313dc96d38,match
C1,67,3231,28,5775,5775,4ca9095576123a8afec3,match
C1,67,3231,29,6428,6428,60aa2b33dce2beedc029,match
C1,67,3231,30,6009,6009,aa9565bd4989480666d5,match
C1,67,3231,36,6090,6090,77b05f21e38a4a6a984c,match
C1,67,3232,31,5975,5975,19e03d84ac8aea1645d3,match
C1,67,3233,34,6555,6555,3e9187a077a7f151e049,match
C1,67,3234,34,6068,6068,032cd152706166629e82,match
C1,67,3234,37,5887,5887,5dcbaaa4a3faeb7832f8,match
C1,67,3235,27,5801,5801,3996cdc86335a9c6d126,match
C1,67,3235,30,6019,6019,2e6fc6fdc1ca28539391,match
C1,67,3235,36,6099,6099,1241f308b7f478aaf10d,match
C1,67,3236,31,5977,5977,902ba03958c4a4d5fa1e,match
C1,67,3236,32,6370,6370,12e8d3812f817bd198b4,match
C1,67,3237,30,6022,6022,df7008318a29295ca160,match
C1,67,3237,31,5976,5976,e60a469385801f4c1279,match
C1,67,3237,35,5948,5948,5265086307bacf7df849,match
C1,67,3238,31,5978,5978,5d58f3bc4858f0d343be,match
C1,67,3238,32,6371,6371,d2c9465ce508ba7c1195,match
C1,67,3239,31,5979,5979,781137e8fd1870d81989,match
C1,67,3239,32,6372,6372,63001f819a4a6b408ae2,match
C1,67,3239,33,5844,5844,11f33474cc2384e6f703,match
C1,67,3240,30,6025,6025,19cb0e844a73d7e77a47,match
C1,67,3240,34,5990,5990,3440c00bbde5bf789734,match
C1,67,3241,31,5980,5980,63597564c489c761152b,match
C1,67,3241,32,6378,6378,c3008da1d11064bd3531,match
C1,67,3241,33,5845,5845,9013342fd86225b281ba,match
C1,67,3242,34,6069,6069,34443e49e7b491d7ff91,match
C1,67,3242,37,5888,5888,8e35267f3a0880dc371d,match
C1,67,3243,34,6556,6556,a47e8b2c8b897117f071,match
C1,67,3243,35,5954,5954,74ff4434b6db6c57c2ee,match
C1,67,3244,31,5981,5981,f5dab722031206b00450,match
C1,67,3244,32,6375,6375,370095f69c5b170678fa,match
C1,67,3244,33,5846,5846,2409d4af989a4f9c3d4f,match
C1,67,3245,34,6557,6557,6c0f921d12fdfaa633d5,match
C1,67,3245,35,5956,5956,20ff4e6c277a22cf5399,match
C1,67,3246,34,6558,6558,2421466da1f7d0800380,match
C1,67,3247,30,6020,6020,8e4588afd83a55aaaa18,match
C1,67,3248,30,6021,6021,3b3f16f395140c417e16,match
C1,67,3248,31,5982,5982,9bc471f05cac744132c6,match
C1,67,3248,32,6373,6373,1f0da2ca6730dfb60599,match
C1,67,3248,33,5847,5847,62b93b940622881f9e7b,match
C1,67,3249,32,6374,6374,d8477b008e3d9ccfeff5,match
C1,67,3249,33,5853,5853,4037a331e55f681c4016,match
C1,67,3249,37,5889,5889,647bacb44bc33bb18de8,match
C1,67,3250,28,5776,5776,3bf751765858f968e01b,match
C1,67,3250,29,6429,6429,35b93ebcf170b657802a,match
C1,67,3250,36,6100,6100,fe7b820ed43008b5a057,match
C1,67,3251,32,6376,6376,db40fd3c634f72f37f1c,match
C1,67,3251,34,6070,6070,a2c57c04a795d6b822a3,match
C1,67,3251,37,5890,5890,a42f40b503c7f449a3f6,match
C1,67,3252,27,5826,5826,847f6b6c6267289d6e24,match
C1,67,3252,28,5782,5782,706f50d9b8f488d74667,match
C1,67,3252,30,6017,6017,d283088a055f5226a34d,match
C1,67,3252,36,6095,6095,76b3ab610fcfd2be4a60,match
C1,67,3253,27,5797,5797,8b7b26806cebb06ceb87,match
C1,67,3253,29,6430,6430,287ed274e745ef4b494d,match
C1,67,3253,30,6012,6012,6bc3f17cddcae6548a83,match
C1,67,3253,35,5959,5959,c0e08c82870e77e231bc,match
C1,67,3255,34,6071,6071,f2e875725d4790e9d5ca,match
C1,67,3255,37,5891,5891,1a1c2c31064afdc74f07,match
C1,67,3256,27,5841,5841,5432f6f0a2294e27928b,match
C1,67,3256,28,5790,5790,98d8b12fa96f8abcf6e0,match
C1,67,3256,29,6442,6442,7f53420e0c2875be7d2a,match
C1,67,3256,35,5962,5962,02b7a2ac25661ce54310,match
C1,67,3256,36,6091,6091,8d67d4aeb53846d767ac,match
C1,67,3257,34,6559,6559,be774848762988355a0c,match
C1,67,3258,31,5983,5983,0e9176654eefd5c9e285,match
C1,67,3258,32,6377,6377,586816fed8c7e04af03d,match
C1,67,3258,33,5854,5854,353881dfb47a1686a026,match
C1,67,3259,33,5855,5855,9378da78037a5091f22e,match
C1,67,3259,34,6072,6072,260cf962d9bea8512f9e,match
C1,67,3259,37,5892,5892,ecd4e736ab99493cf8bd,match
C1,67,3260,27,5798,5798,7568b98692b00ff8ff63,match
C1,67,3260,30,6014,6014,6228485ada8f90d32777,match
C1,67,3261,28,5777,5777,ecd0f4f36d3df460b67c,match
C1,67,3261,34,6073,6073,9520f54bda487c460b18,match
C1,67,3261,37,5894,5894,689396cf3eb03ab9a0cf,match
C1,67,3262,27,5802,5802,c498069d0547cb81a534,match
C1,67,3262,36,6092,6092,f4b7f477de2247b38b2d,match
C1,67,3263,29,6436,6436,b81af97c20cfc379eb17,match
C1,67,3263,36,6093,6093,24cb9518cba9fc374e36,match
C1,67,3264,28,5787,5787,0d42858d359ebfc9e871,match
C1,67,3264,29,6439,6439,d93ff4eb834a154c4cd4,match
C1,67,3264,34,6560,6560,83822f0c9ce15f483174,match
C1,67,3264,35,5964,5964,c7ef5fbf6e03cd67ae11,match
C1,67,3265,31,5984,5984,3c7cf68051a68eb3dec3,match
C1,67,3265,32,6379,6379,762f5998ab17c724546b,match
C1,67,3265,33,5856,5856,df9885e0f87a96997673,match
C1,67,3265,34,6074,6074,e96210fd3b70951b5670,match
C1,67,3265,37,5896,5896,747092fcb23c661874e0,match
C1,67,3266,34,6561,6561,cfe1fe54f5de49278b0a,match
C1,67,3266,35,5965,5965,66b4c1885b9b5048500e,match
C1,67,3267,31,5985,5985,f275128bcb79fb1efea6,match
C1,67,3268,34,6562,6562,8d96780b3347071514de,match
C1,68,3269,29,6444,6444,d85d39dda5fe0ff36757,match
C1,68,3269,32,6380,6380,d0c65178d1ddfcac1748,match
C1,68,3270,27,5816,5816,b5e0d24f44539999b6ed,match
C1,68,3270,28,5792,5792,c6c2970a6c0a7eb457e5,match
C1,68,3270,30,6027,6027,2052df34f859227bd40f,match
C1,68,3271,34,6569,6569,2ed8f62e5ffefe42fff7,match
C1,68,3272,31,6038,6038,f590389238802d1469cc,match
C1,68,3272,33,5857,5857,031e48e6149c36f92e2b,match
C1,68,3272,36,6101,6101,c1e860976080a5cf5ee1,match
C1,68,3273,31,6033,6033,71770e90ca7c5a392b52,match
C1,68,3273,35,5968,5968,3cbe48827611f20e2b09,match
C1,68,3274,27,5815,5815,973098cfe5081c1c74ec,match
C1,68,3274,34,6075,6075,ac7d30c4e0246e96535a,match
C1,68,3274,37,5899,5899,66e0b1d35ac694679c09,match
C1,68,3275,29,6445,6445,88daa007e08cf656a410,match
C1,68,3275,30,6028,6028,bd2690bbc44b34e3ef00,match
C1,68,3275,32,6381,6381,662bac6bde05e0510f55,match
C1,68,3276,28,5793,5793,4d6cdfa4951e9653e815,match
C1,68,3277,33,5858,5858,678fd1b3368b3c6302ad,match
C1,68,3277,36,6102,6102,53cffa383a4d19c3e30e,match
C1,68,3278,31,6035,6035,1ff1c3fea69357e03c76,match
C1,68,3279,35,5971,5971,8f8a8cc073aa91a7c1c7,match
C1,68,3280,27,5828,5828,b078bba0e08aacd86658,match
C1,68,3280,29,6446,6446,e33b39ba56ff49c56427,match
C1,68,3280,34,6076,6076,013253d9bc0db4d66615,match
C1,68,3280,37,5902,5902,fcb7e53adf42c4422ae7,match
C1,68,3281,30,6029,6029,3e8773a02414b6a4b615,match
C1,68,3281,32,6382,6382,af75f69b47040e315e88,match
C1,68,3282,28,5794,5794,87dd86ac11a2a77e63bf,match
C1,68,3283,31,6034,6034,99107f36d276c5bca39b,match
C1,68,3283,36,6103,6103,2c90d306c009cea79158,match
C1,68,3284,33,5859,5859,71f8e55558d74259a5eb,match
C1,68,3284,34,6079,6079,2ec85790145647163c24,match
C1,68,3284,35,5972,5972,bad9e0cac20a7347fbd5,match
C1,68,3285,37,5903,5903,c018c01538024335ba14,match
C1,68,3286,27,5827,5827,b91d7358c435325b8eee,match
C1,68,3286,29,6447,6447,48bf162ba8a7815d5706,match
C1,68,3287,30,6030,6030,bbb44530a7ff92f92b27,match
C1,68,3287,32,6383,6383,bf6d1e98afbb6306ebff,match
C1,68,3288,28,5795,5795,cd292cd5a5ebe839dbe2,match
C1,68,3288,34,6570,6570,961dc0d114e60fe10b06,match
C1,68,3289,31,6032,6032,afe8345588c57013a3c8,match
C1,68,3289,33,5860,5860,d2a55c1985a230982d0d,match
C1,68,3289,36,6104,6104,6dc6395c56cb416a2fdc,match
C1,68,3290,34,5918,5918,3a3bc0a4eb51fdb493f4,match
C1,68,3291,27,5832,5832,a54fcd23c12204b62cba,match
C1,68,3291,37,5904,5904,bb9ad0084abc09c47837,match
C1,68,3292,29,6448,6448,198b56fd7f0946ac5b09,match
C1,68,3292,35,5974,5974,b47f07e34df3a99ff20d,match
C1,68,3293,28,5796,5796,10ab4daf9de2cd3b6859,match
C1,68,3293,30,6031,6031,c2c137240a2b4b27591e,match
C1,68,3293,32,6384,6384,401fdd3b780569d96e33,match
C1,69,3294,1,6281,6281,c71f04cf03f04f83010c,match
C1,69,3294,10,6157,6157,1aa87c4e8b0db18c1ccd,match
C1,69,3294,11,6385,6385,efdd3af8bbe9661a922f,match
C1,69,3294,12,6282,6282,0545d5cfd8fca3b793bc,match
C1,69,3294,13,6216,6216,a899e204555a9b64f4b5,match
C1,69,3294,14,6486,6486,5370cc8259dd087bb93c,match
C1,69,3294,15,6453,6453,b52612c32e32fb20b8c2,match
C1,69,3294,17,6188,6188,bbe40bd3ad25e4383c92,match
C1,69,3294,18,6522,6522,b26eb0a9d329d8a255fd,match
C1,69,3294,2,4843,4843,6037abe04bcfa1d308ed,match
C1,69,3294,6,6249,6249,432d23215497f235714b,match
C1,69,3294,8,6105,6105,58fcb37f432cd01e22a1,match
C1,69,3295,1,6284,6284,65a559250acf09e2f7d7,match
C1,69,3295,10,6160,6160,227a43960c0d44ddd10b,match
C1,69,3295,11,6386,6386,2793306bbbc97861124d,match
C1,69,3295,12,6290,6290,be57cb53717844759758,match
C1,69,3295,13,6217,6217,e103e2fc7efc3e275cdd,match
C1,69,3295,14,6487,6487,cf7fcb4084553933334e,match
C1,69,3295,15,6454,6454,77a5d47a83b2868e0ef4,match
C1,69,3295,17,6189,6189,378b6a5c80d93f0bd228,match
C1,69,3295,18,6523,6523,ea5ea60ff63ef367d326,match
C1,69,3295,2,4844,4844,3a54a9c43fb6058d2199,match
C1,69,3295,6,6250,6250,05041d1de0c38536e6c9,match
C1,69,3295,8,6106,6106,19571b3b0505b7a26c30,match
C1,69,3296,1,6293,6293,c6a0dacbc82fcd8d74f2,match
C1,69,3296,10,6162,6162,fb2bc3c1a1ab95404b2a,match
C1,69,3296,11,6387,6387,3df38a56b200e7f043f5,match
C1,69,3296,12,6294,6294,e1db3136aee3813a438a,match
C1,69,3296,13,6218,6218,b52bc566db82d02db16e,match
C1,69,3296,14,6488,6488,83fb8bbcdcb7e70a0597,match
C1,69,3296,15,6455,6455,099f4ec32f8c8013e8b0,match
C1,69,3296,17,6190,6190,be619ba0b00b38072876,match
C1,69,3296,18,6524,6524,3f55c49d23e044184588,match
C1,69,3296,2,4845,4845,ffd4f687673b44d2ffb4,match
C1,69,3296,6,6251,6251,5de6ccb2c6c424e63a1f,match
C1,69,3296,8,6107,6107,e22f9f25476a29b9265f,match
C1,69,3297,1,6295,6295,d6f4c71d3816fc9fef4a,match
C1,69,3297,10,6164,6164,bb287f23eb43955e7502,match
C1,69,3297,11,6388,6388,006d495cbff76f46e992,match
C1,69,3297,12,6299,6299,fca31418ca45c43fa616,match
C1,69,3297,13,6219,6219,8d7a436f7ee75b72d1ba,match
C1,69,3297,14,6489,6489,1230dd95959a683bf7aa,match
C1,69,3297,15,6456,6456,8b9ce3b553725840ef9d,match
