stage,condition,dataset_group,base_task_id,raw_strict_valid_support,amendment_calculation_valid_support,support_delta,raw_mask_distance_mean,calculation_mask_distance_mean,raw_boundary_distance_mean,calculation_boundary_distance_mean
P1,semi,PreScreen_semi,Z6MFQCViBuw_fbef2c9afec642c88d01cf09c90aec12,26,26,0,0.06510922523330089,0.06510922523330089,0.010193525011266762,0.010193525011266762
P1,semi,PreScreen_semi,b8cTxDM8gDG_51c90ec9afc4495ab3788c6badc303df,26,26,0,0.07591074983161371,0.07591074983161371,0.014797703675284246,0.014797703675284246
P1,semi,PreScreen_semi,e9zR4mvMWw7_12c84e77f6564013a032220e8f9037e8,26,26,0,0.03455948433726213,0.03455948433726213,0.005025264448066595,0.005025264448066595
P1,semi,PreScreen_semi,e9zR4mvMWw7_1daae4b7becc43949516096170ce2a76,26,26,0,0.0356339671173414,0.0356339671173414,0.00616610819067339,0.00616610819067339
P1,semi,PreScreen_semi,e9zR4mvMWw7_409f2a738bf54153b9b77c39e7a4ea45,26,26,0,0.05337320409824231,0.05337320409824231,0.007302258633235027,0.007302258633235027
P1,semi,PreScreen_semi,e9zR4mvMWw7_ac03b99e3f3642be80b4d24fde0af03a,26,26,0,0.052453702195609624,0.052453702195609624,0.008900190848446036,0.008900190848446036
P1,semi,PreScreen_semi,e9zR4mvMWw7_f7ab5b3ece274b48be57eb65bb6d4814,25,25,0,0.10968674824032303,0.10968674824032303,0.02268634971873493,0.02268634971873493
P1,semi,PreScreen_semi,q9vSo1VnCiC_a412536ff52747d3b078f66e764cf103,26,26,0,0.04443074391507552,0.04443074391507552,0.0074434564916563434,0.0074434564916563434
P1,semi,PreScreen_semi,rPc6DW4iMge_acbe920a0c5d4c018b1803ee9b1f331a,24,24,0,0.10620332485073129,0.10620332485073129,0.03130724189464171,0.03130724189464171
P1,semi,PreScreen_semi,uNb9QFRL6hY_aed830f085ee4ad88ef6bed7f66f1359,26,26,0,0.04143399838694817,0.04143399838694817,0.01243596624341079,0.01243596624341079
P1,semi,PreScreen_semi,wc2JMjhGNzB_3504ff17bcae4d6c85bdc61fc3a5bf0c,26,26,0,0.0387739760660436,0.0387739760660436,0.006477082456703665,0.006477082456703665
P1,semi,PreScreen_semi,wc2JMjhGNzB_3848b1ba65fa49308c3d0a79f63782b3,26,26,0,0.03114051643887651,0.03114051643887651,0.008569088329037425,0.008569088329037425
P1,semi,PreScreen_semi,wc2JMjhGNzB_77962388887942148ee65c2892600e02,26,26,0,0.02516104050882645,0.02516104050882645,0.00499936775583713,0.00499936775583713
P1,semi,PreScreen_semi,wc2JMjhGNzB_cae8fb3d40314ecea16654062030571b,25,25,0,0.11445073988985821,0.11445073988985821,0.01926542212663381,0.01926542212663381
