panorama_identity,building_scene_id,split,stage,candidate_annotation_id,worker_id,alignment_source,reads_gt,reads_reference,reads_quality,alignment_status,alignment_coverage,vertical_edge_support,ceiling_boundary_support,floor_boundary_support,seam_wrap_consistency,seam_segment_boundary_support,seam_event_count,pair_sample_count,segment_count,boundary_sample_count,seam_segment_count,seam_sample_count
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,3c91745dff848ace0009,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.04093750789761543,0.05285832795485015,0.04429715684234676,0.8908629497244486,0.028156863488256932,0,5,5,71,1,25
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,0f5e3fb0af36b839fed2,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.035375822335481644,0.05243083668796167,0.041740533149456735,0.91272727519557,0.036834734974295964,0,6,6,73,1,28
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,9fe10525cafa9b114fa8,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.02177084218710661,0.0389395207297844,0.04473902376263704,0.7943640580138218,0.025490196861533657,0,5,5,71,1,27
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,4bee42371b5ecdf799ee,30,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.03807599358260631,0.035625518778417735,0.051090860267130424,0.9447513879679916,0.02654600382531778,0,5,5,71,1,26
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,169fc30c432425281989,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.039816181734204294,0.04558823664491582,0.0474945546916893,0.8351648352221923,0.02518853765482513,0,5,5,72,1,26
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,e4c35e7a0869954598a0,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.02653799494728446,0.040904140442661524,0.045642702743255846,0.999999993161362,0.026750701205206236,0,5,5,72,1,28
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,f4fb215d725bea31d572,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.03857230689997474,0.05479597403491671,0.04875463885381012,0.8312372112373806,0.0338416859611041,0,6,6,74,1,27
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,a56ee6d45d0f25f3eed8,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.031142773805186152,0.048291317759347814,0.04470588372621153,0.7665094372914172,0.028104576014879125,0,4,4,70,1,27
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,a7cd831fc464ecea2892,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.027726720087230206,0.03619501973200288,0.05267620744259172,0.9635627617956284,0.028758170876514028,0,6,6,74,1,27
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,f52f3c5633b4d227b132,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.038194446824491024,0.03661897305927768,0.040169582607828686,0.9090909161443786,0.023529412449404066,0,6,6,74,1,28
yqstnuAEVhm_9de98503fd994452b627cdcc7a7d47b2,yqstnuAEVhm,development,C1,7ac0106c722944ffcdb5,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.03884038422256708,0.05182072963964726,0.06173669679888657,0.9086956456418915,0.03310709015036432,0,4,4,70,1,26
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,78dc36e89fc34111fd75,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.011611526017077267,0.02890756399636822,0.03355742384280477,0.9316239492849749,0.02014260309409689,0,4,4,70,1,22
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,036f0b79fcb891d33e1d,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.03486520436126739,0.01966386617693518,0.03422969267038362,0.20000000698491915,0.01000000030035153,0,4,4,70,1,20
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,e4af7c47e67b1c37bb93,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.015410547726787627,0.02526610730481999,0.03210084112361074,0.507177044054457,0.013818861262518026,0,4,4,70,1,21
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,ad2a6827eaaf625d72c4,30,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.0147901417221874,0.03848739623624299,0.03322128949553839,0.3493093014865247,0.039009289150207974,0,4,4,70,1,57
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,f2617cc49b4c3cd19938,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.02707567799370736,0.03148459462182862,0.03540616372733244,0.292517013259464,0.01693404687102884,0,4,4,70,1,22
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,27d6bc8646fb2b446424,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.03225337457843125,0.029894857215222673,0.03677181117371588,0.3298291761754877,0.03543417458422482,0,4,4,69,1,56
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,48a03efd0568d764b14c,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.016613060841336846,0.027507815685501133,0.051321399762578636,0.9271523121313557,0.025935829966329038,0,4,4,69,1,22
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,23f6609f87c66a85d17b,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.019401051569730043,0.040375588087915956,0.0454018240348554,0.5266666689503825,0.022782447215701853,0,4,4,71,1,21
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,9971c6aae0055fa67213,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.017853869358077645,0.028459384558456285,0.032773110097540276,0.43678161719636,0.011140820411541923,0,4,4,70,1,22
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,f447db699b5c09a195ce,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.012607233365997672,0.034100597825549216,0.032736573928454214,0.3006666708000003,0.017833800842275933,0,4,4,69,1,21
wc2JMjhGNzB_dda6efcba51c40de8552408953719515,wc2JMjhGNzB,development,C1,4f044fa1f2070a2eeaa3,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.027334565203636883,0.02162309429453065,0.033660131700647376,0.26582279159303035,0.017825312436219643,0,5,5,72,1,22
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,d9c1add75dab8315cd34,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.018591711297631264,0.030312666568804433,0.054319026609379296,0.5593817633575282,0.03825451881971722,0,6,6,74,1,51
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,2de8896d2c2ea564fd37,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.02049632975831628,0.034453782585582564,0.03955182192314948,0.9934823009274262,0.03179880733723226,0,4,4,70,1,23
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,42264e54a01908d81bbe,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.019224887248128653,0.04984370718264709,0.04228474122161666,0.5775401152613682,0.02881500496448058,0,4,4,69,1,23
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,acb3d20a4fb6e211d3b1,30,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.02501532807946205,0.0438000564725781,0.04214305572972541,0.7327001345597923,0.02864450209207185,0,4,4,71,1,23
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,b7393a16aa19bd7f1989,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.020500708637493,0.04366719802665348,0.062374140544970695,0.61306533572462,0.03496732119108654,0,7,7,74,1,18
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,88b2b69f04caf44309bc,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.01848193211480975,0.030084034614264964,0.04156862837262452,0.6269025169337118,0.029667519873170102,0,4,4,70,1,23
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,93cf3ac259facb9e83dc,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.02049632975831628,0.03512605153955519,0.03882353053694325,0.8734693757927082,0.03750000130579186,0,4,4,70,1,24
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,c53730832245059ca129,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.02049632975831628,0.03877382056499031,0.04446285690220309,0.8418803383216764,0.03521241929653721,0,4,4,71,1,24
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,0e09f3e9552514dbad74,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.02049632975831628,0.040168068511411546,0.0474509817348527,0.6413887644712645,0.02693947228481588,0,4,4,70,1,23
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,45865dabe049ebace6d2,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.019408707041293383,0.0458769823347971,0.04055869051140465,0.8702082078775781,0.04021457746132927,0,6,6,73,1,53
uNb9QFRL6hY_8b6f1b0b025848b482e747ab6a027b97,uNb9QFRL6hY,development,C1,432c6ebaa6bb7a54b3a9,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.022710966744593213,0.03201719136806588,0.04313725620278553,0.9748427605883511,0.03420479393874606,0,7,7,73,1,18
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,cbd801dc08d6ed3f53b9,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.0317436032411125,0.03427552922882817,0.03335879896102207,0.31331593250597045,0.02144075072188254,1,9,9,77,1,46
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,a8f02e5f6ff661b1a6ea,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.05349264573305845,0.02179271785675415,0.013165266559060132,0.8216783300198159,0.019607843753571313,0,4,4,70,1,51
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,7554850145efa35545ae,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.033639715518802404,0.02082297757504062,0.01916597683218793,0.731914900281893,0.019994477203614275,0,4,4,71,1,71
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,4cec1169f91d22cfd064,30,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.023184750229120255,0.026291080566883927,0.022093345011046654,0.7591836732789825,0.02419221278896529,0,4,4,71,1,71
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,87633c987c28cc7b24da,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.028645843034610152,0.02485501290049771,0.022314278677788,0.9321428602695329,0.023584645789142857,0,4,4,71,1,71
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,e41654f88d1993dc3e61,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.042172181187197566,0.026687039237759717,0.026585180264014702,0.7606177587661807,0.017194570606359497,0,8,8,77,1,52
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,94b9a12a91240fae6082,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.07622549775987864,0.024201681158904517,0.016470588737034372,0.685015294622029,0.021607843628153205,0,4,4,70,1,50
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,d07650e36d67becee157,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.035516243893653154,0.024257703604442734,0.022464986750856043,0.7773584935893713,0.01539215729571879,0,4,4,70,1,60
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,c8ea10e8b26d4fa2d90b,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.031004911055788398,0.02281137885735698,0.02684341404508327,0.8078750924996787,0.024827396451220125,0,4,4,71,1,71
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,ad5f99c1a3eb5c22dcef,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.025359993102028966,0.02330532274208963,0.024761905534459012,0.6956521718622214,0.02403361413827432,1,4,4,70,1,70
yqstnuAEVhm_26b2e92ccd314a2da1a4fc8dfc6e6f56,yqstnuAEVhm,development,C1,0b276bc0087988e64912,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.03465840662829578,0.017067109090341648,0.021651478307190497,0.7147277244160782,0.019359293698766072,0,4,4,71,1,71
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,f155c5b328bfdbe59187,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.007839735623242127,0.012783295529374442,0.017519735731184483,0.6056737646725228,0.01048005444543629,2,9,9,77,1,29
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,00df94cb0e7cc21280ba,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.010377281661411481,0.015947713026156028,0.02373856283724308,0.6117647111744563,0.008954248724815745,1,7,7,75,1,30
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,1d1473ea45cef547d01e,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.015647985273972154,0.007955182396939823,0.015014006164191025,0.9431279702440813,0.011484594280565424,1,4,4,70,1,70
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,4203b3767e3303cffd5c,30,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.007118060622209062,0.01345315952009211,0.02309368271380663,0.3450704324049948,0.012483660543027023,1,6,6,72,1,30
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,063a5ec4d91eccc8b4c3,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.012303926795721055,0.02087821109666371,0.021982878341641223,0.21661721112162935,0.0211558314530473,0,5,5,71,1,38
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,8b3873aaa11c92de279f,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.012342442625335284,0.01467938575818128,0.022840488286739267,0.4220183565094453,0.010130719289494057,1,7,7,74,1,30
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,511d41c2a1ae8135d56a,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.012831908262645205,0.017942520139152058,0.02073596626494641,0.3914893593992861,0.01687306562732709,0,6,6,73,1,38
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,1892d2228413184cfbd6,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.010554538574069738,0.013277311396918127,0.020224090326311332,0.7599999974351377,0.013622291527051283,0,4,4,70,1,38
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,b341f546633829a990db,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.011554626847750374,0.01364705925186475,0.018823529885460932,0.33603239050476297,0.01679915251411699,0,7,7,75,1,37
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,90b1682c716df1046edd,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.010258378325185427,0.012677948366952678,0.02078968647561253,0.5913907334638346,0.012317748089583639,0,6,6,73,1,39
uNb9QFRL6hY_9f199750b00c4f5484a546d79e06a0f8,uNb9QFRL6hY,development,C1,74ec5ab0599eaeaf4719,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.011356214216599861,0.011120064853856417,0.018963202483288637,0.5186170225616635,0.009234662032535961,0,6,6,73,1,31
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,98f815cef49de82c7449,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.015309880653928434,0.016163222649059183,0.02061473301334961,0.9385474867654525,0.018388977831204398,1,7,7,74,1,74
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,eb7401f8c6a2d74124c0,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.013250618998426944,0.016941177050272625,0.026771242829660574,0.8354341262181628,0.0218562099399666,1,8,8,75,1,75
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,a2dd65d0b594bb9212ac,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.01833422023004719,0.019921569240589937,0.022745098869005838,0.86048210439346,0.021333334054797887,1,7,7,75,1,75
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,1b06bf8a8b92fca18545,30,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.015185873645047346,0.016004240190660633,0.025278220148253684,0.9821882917295337,0.020641230169457157,1,6,6,74,1,74
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,fc858eb54d55668285a1,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.0240196172768871,0.019715284035630422,0.02492613569284751,0.7102409651701509,0.030650155912888676,0,6,6,73,1,19
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,100cc9a45d0a0f994238,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.023892691358923912,0.02421833698109195,0.017064123502554925,0.9716446026485717,0.02223612929872693,1,7,7,74,1,47
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,2f1944702583d6eb6860,33,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.013154877349734306,0.016253870507506162,0.024767802703488422,0.7706013381700353,0.020510836605497292,1,8,8,76,1,76
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,7316a2901ae455c12625,34,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.025367651949636638,0.025154062679835727,0.03058823609857687,0.9576922948832032,0.033285510538872784,0,4,4,70,1,41
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,f048b9e4877b4a6cc5d6,35,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.024087011627852917,0.0181917217754138,0.02042483730474487,0.9266304308903669,0.019308279540079337,1,5,5,72,1,72
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,b93da0bbe5ffb848a0c6,36,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.014085486822295934,0.017492260655241187,0.020175439201442425,0.8341708588710568,0.018833849928341806,1,8,8,76,1,76
uNb9QFRL6hY_5948424345f541b9a570b48f1cfcf622,uNb9QFRL6hY,development,C1,2976993fc059101f9e6a,37,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.017730226274579763,0.013089560614143675,0.02453630170281473,0.34782609085665506,0.022103387481448324,1,7,7,74,1,22
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,266064e3bd9d27c4efda,27,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.010876229265704751,0.018885449573740755,0.031630547943917155,0.32313593720654576,0.03036935802354196,0,8,8,76,1,43
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,8f2f8f8bfdaec3360646,28,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.009252455152039017,0.023317435825545643,0.029888713140846103,0.7304582224304685,0.029971989681057278,1,7,7,74,1,42
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,c7aeb60e2d3b55c2a7dc,29,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.008006540321124097,0.028033917065005045,0.021091680520692387,0.5016181297588944,0.026758939637254703,1,6,6,74,1,34
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,597362d2aa07f7db8a02,30,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.010799635473328332,0.01976900413785487,0.01756647923221327,0.5327868916521856,0.015277778254433846,0,6,6,73,1,24
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,aaa2559a6db59dcb28a0,31,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.00763889243050168,0.01380607082623325,0.021434327734200512,0.4935622343559226,0.02006920472965302,1,6,6,73,1,34
uNb9QFRL6hY_ba24e5a57ef34c6dbc0458ed4c1e701d,uNb9QFRL6hY,development,C1,81cd8395dbe20dc23478,32,spatial_image_evidence_npz_plus_formal_geometry_pairs,False,False,False,ready,1.0,0.008766088169068098,0.022187823331669757,0.02394220925941083,0.3491124276673392,0.026297578868894455,1,8,8,76,1,34
