pool,image_id,code,building,method,tail,profile,max_clusters,max_singleton_share,N,possible_onset,conservative_onset,status
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,complete,3,2,2.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,complete,3,3,3.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,complete,3,4,3.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,complete,3,5,4.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,complete,3,6,4.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,complete,5,0,,,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,complete,5,1,2.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,complete,5,2,2.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,complete,5,3,3.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,complete,5,4,3.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,complete,5,5,4.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,complete,5,6,4.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,2,0,,,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,2,1,2.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,2,2,2.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,2,3,3.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,2,4,3.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,2,5,4.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,2,6,4.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,3,0,,,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,3,1,2.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,3,2,2.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,3,3,3.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,3,4,3.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,3,5,4.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,3,6,4.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,5,0,,,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,5,1,2.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,5,2,2.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,5,3,3.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,5,4,3.0,0.2,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,5,5,4.0,0.1,10,2.0,2.0,identified
conditional,S9hNv5qa7GM_3c496aedd9d645a5b8d7a7b1b53f0636,S9hNv5qa7GM-06,S9hNv5qa7GM,representative,5,6,4.0,0.2,10,2.0,2.0,identified
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,0,,,7,2.0,,possible_only
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,1,2.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,2,2.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,3,3.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,4,3.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,5,4.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,6,4.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,0,,,7,2.0,,possible_only
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,1,2.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,2,2.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,3,3.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,4,3.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,5,4.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,6,4.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,0,,,7,2.0,,possible_only
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,1,2.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,2,2.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,3,3.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,4,3.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,5,4.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,6,4.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,0,,,7,2.0,,possible_only
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,1,2.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,2,2.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,3,3.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,4,3.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,5,4.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,6,4.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,0,,,7,2.0,,possible_only
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,1,2.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,2,2.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,3,3.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,4,3.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,5,4.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,6,4.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,0,,,7,2.0,,possible_only
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,1,2.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,2,2.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,3,3.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,4,3.0,0.2,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,5,4.0,0.1,7,,,not_reached
strict,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,6,4.0,0.2,7,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,0,,,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,1,2.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,2,2.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,3,3.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,4,3.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,5,4.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,2,6,4.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,0,,,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,1,2.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,2,2.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,3,3.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,4,3.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,5,4.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,3,6,4.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,0,,,8,2.0,,possible_only
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,1,2.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,2,2.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,3,3.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,4,3.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,5,4.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,complete,5,6,4.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,0,,,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,1,2.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,2,2.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,3,3.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,4,3.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,5,4.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,2,6,4.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,0,,,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,1,2.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,2,2.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,3,3.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,4,3.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,5,4.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,3,6,4.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,0,,,8,2.0,,possible_only
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,1,2.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,2,2.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,3,3.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,4,3.0,0.2,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,5,4.0,0.1,8,,,not_reached
conditional,S9hNv5qa7GM_5a89e430e6fb471189468fb44bbea75c,S9hNv5qa7GM-08,S9hNv5qa7GM,representative,5,6,4.0,0.2,8,,,not_reached
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,2,0,,,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,2,1,2.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,2,2,2.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,2,3,3.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,2,4,3.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,2,5,4.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,2,6,4.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,3,0,,,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,3,1,2.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,3,2,2.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,3,3,3.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,3,4,3.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,3,5,4.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,3,6,4.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,5,0,,,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,5,1,2.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,5,2,2.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,5,3,3.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,5,4,3.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,5,5,4.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,complete,5,6,4.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,2,0,,,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,2,1,2.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,2,2,2.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,2,3,3.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,2,4,3.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,2,5,4.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,2,6,4.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,3,0,,,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,3,1,2.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,3,2,2.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,3,3,3.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,3,4,3.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,3,5,4.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,3,6,4.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,5,0,,,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,5,1,2.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,5,2,2.0,0.2,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,5,3,3.0,0.1,1,,,insufficient_tail
historical,S9hNv5qa7GM_625eb179629b45f280c01d3f6ec74b4f,S9hNv5qa7GM-09,S9hNv5qa7GM,representative,5,4,3.0,0.2,1,,,insufficient_tail
