source_family,source_path,classification,classification_reason,parse_status,size_bytes,item_count,data_keys,content_sha256,event_count,parse_error_count,project_ids
active_logs,active_logs/active_logs/active_times_2026-01-16.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,80968,,,56d0b20988f2f209239a449fd8529f2b4d26e100c5dee08eef1c96073d50ba3a,373,0,2;unknown
active_logs,active_logs/active_logs/active_times_2026-01-17.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,6955,,,d16220ced0d045f8b7cbb9e823c04f4b042a697e520a0c443e8ac77f34a33cad,32,0,2
active_logs,active_logs/active_logs/active_times_2026-01-19.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,653,,,420dc26cce5a6c372cdab531e8b06b9fa8d412452220e00945d61310a165817d,3,0,2
active_logs,active_logs/active_logs/active_times_2026-01-20.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,10625,,,969af81c51a36fa5151257fd69de066cf29ebab9d6de918c70397dfa6eaecf68,49,0,2
active_logs,active_logs/active_logs/active_times_2026-01-30.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,23173,,,652ed5bd9fa2fe5bd41cdc1d5b36c87847206dadb54fbb8b4913c18d14335927,111,0,2
active_logs,active_logs/active_logs/active_times_2026-02-08.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,25068,,,ed28b7177102a9f300a017bb031bdfb1f8643b8de35ddc0ce2eab818b39f515c,115,0,2
active_logs,active_logs/active_logs/active_times_2026-02-09.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,9677,,,7495171c2868ba84a4f1bdbee7f235bc5b040bb05eaa155e6e522a2a19ea0a34,45,0,2;4
active_logs,active_logs/active_logs/active_times_2026-02-15.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,93,,,e5994f3936ee32c06f6d6895b6c6ad546242f25cc66ab2aba2bb73489d2577c9,1,0,
active_logs,active_logs/active_logs/active_times_2026-02-19.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,15340,,,6e0f9f762b54b9055bea5ea246fc8cc69575a0fe410563b9374338f822d9967e,59,0,2
active_logs,active_logs/active_logs/active_times_2026-02-20.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,260,,,e14abae40dcd4b21589d8fc564fc79ced301b55c0972b962f22545a774cd6c7f,1,0,2
active_logs,active_logs/active_logs/active_times_2026-02-24.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,3959,,,50d10dcbe9c3f9b391d05a7d063ff46eca27b671b07da57744e40b7e3cafc5b2,15,0,2;3
active_logs,active_logs/active_logs/active_times_2026-02-28.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,46559,,,6c1ef4bbb721cc3dd92f5581742d754ef91ba5f8c0f82ee9c553b5e46ea5265e,135,0,2;8;9
active_logs,active_logs/new_server/active_logs/active_times_2025-12-03.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,352,,,47973d03ba1b9a199b8e0afd41e6e94ed4b75a966cb09868def83d6345601a83,4,0,2
active_logs,active_logs/new_server/active_logs/active_times_2025-12-20.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,1918,,,0827b597543ad5063773c8044e14667b09de7e35849f355f04468b682a6e1673,10,0,2
active_logs,active_logs/new_server/active_logs/active_times_2025-12-22.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,3940,,,66fa9e920acdd21206f995db365c65a7c0d37bff57665d9626afa65810a8ce38,22,0,2
active_logs,active_logs/new_server/active_logs/active_times_2026-01-15.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,8708,,,8342a73d16867f82a18525a0965ae796f6042d17dbbb05dddc1e2222546cb96c,49,0,1;2
active_logs,active_logs/new_server/active_logs/active_times_2026-01-16.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,80968,,,56d0b20988f2f209239a449fd8529f2b4d26e100c5dee08eef1c96073d50ba3a,373,0,2;unknown
active_logs,active_logs/new_server/active_logs/active_times_2026-01-17.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,6955,,,d16220ced0d045f8b7cbb9e823c04f4b042a697e520a0c443e8ac77f34a33cad,32,0,2
active_logs,active_logs/new_server/active_logs/active_times_2026-01-19.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,653,,,420dc26cce5a6c372cdab531e8b06b9fa8d412452220e00945d61310a165817d,3,0,2
active_logs,active_logs/new_server/active_logs/active_times_2026-01-20.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,10625,,,969af81c51a36fa5151257fd69de066cf29ebab9d6de918c70397dfa6eaecf68,49,0,2
active_logs,active_logs/new_server/active_logs/active_times_2026-01-30.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,23173,,,652ed5bd9fa2fe5bd41cdc1d5b36c87847206dadb54fbb8b4913c18d14335927,111,0,2
active_logs,active_logs/new_server/active_logs/active_times_2026-02-08.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,25068,,,ed28b7177102a9f300a017bb031bdfb1f8643b8de35ddc0ce2eab818b39f515c,115,0,2
active_logs,active_logs/new_server/active_logs/active_times_2026-02-09.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,9677,,,7495171c2868ba84a4f1bdbee7f235bc5b040bb05eaa155e6e522a2a19ea0a34,45,0,2;4
active_logs,active_logs/new_server/active_logs/active_times_2026-02-15.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,93,,,e5994f3936ee32c06f6d6895b6c6ad546242f25cc66ab2aba2bb73489d2577c9,1,0,
active_logs,active_logs/new_server/active_logs/active_times_2026-02-19.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,15340,,,6e0f9f762b54b9055bea5ea246fc8cc69575a0fe410563b9374338f822d9967e,59,0,2
active_logs,active_logs/new_server/active_logs/active_times_2026-02-20.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,260,,,e14abae40dcd4b21589d8fc564fc79ced301b55c0972b962f22545a774cd6c7f,1,0,2
active_logs,active_logs/new_server/active_logs/active_times_2026-02-24.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,3959,,,50d10dcbe9c3f9b391d05a7d063ff46eca27b671b07da57744e40b7e3cafc5b2,15,0,2;3
active_logs,active_logs/new_server/active_logs/active_times_2026-02-28.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,46559,,,6c1ef4bbb721cc3dd92f5581742d754ef91ba5f8c0f82ee9c553b5e46ea5265e,135,0,2;8;9
active_logs,active_logs/new_server/active_times_2026-04-20.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,53948,,,7bc2267e6ae1e302e5dd43b9c0e4c7848c3f5e69625606dcdee3541139164ae6,148,0,22;23
active_logs,active_logs/new_server/active_times_2026-04-21.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,67989,,,f6668fdf9993518a7b3886a4e4b395651717e3624ebd6246a01fcc0ea65de385,188,0,20;22;23
active_logs,active_logs/new_server/active_times_2026-04-22.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,29646,,,80f966a152b48a424c6f30ecf1e2ad6b37fa637a75ce5ac03234d6710f8f0f57,81,0,22
active_logs,active_logs/new_server/active_times_2026-04-23.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,27084,,,69c9aee6890722c086c6bcc3e6dd01343111ee1f46dc62be04583aa8954ea91e,74,0,22
active_logs,active_logs/new_server/active_times_2026-04-25.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,54900,,,52ed5890e9cca054e06293f37b44f7f5d8cbe565f67d45d43a2f5993e52e561c,150,0,22
active_logs,active_logs/new_server/active_times_2026-04-26.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,27446,,,3ac9887ea75b937720024484b9d1ebeccbc8842a505bf81118c58c004e9f5af2,75,0,22;23
active_logs,active_logs/new_server/active_times_2026-04-27.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,31302,,,60493f01e792bcc235cb337b5ca6adfe2b6d8c4a75bd0e6d69517e8aa0d6c894,86,0,23
active_logs,active_logs/new_server/active_times_2026-04-28.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,47946,,,6cbd1315014d6c297ce20b896e9bf03bb81905940c57c90e9eb4205cf8f0558c,131,0,22
active_logs,active_logs/new_server/active_times_2026-04-29.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,23686,,,f95938a109f79ed9c4dccf3501f5ad0f407a4f444dbb835dc497d6b60e7fe502,65,0,23
active_logs,active_logs/new_server/active_times_2026-04-30.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,25278,,,b1d123f40ad346fb62b0c3b0da1fcf5482f7e8600d2caa863adeca207c94f6df,69,0,22;23
active_logs,active_logs/new_server/active_times_2026-05-01.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,178119,,,b4b683b5a73acc18e3f80f59a4ce56068fa0118c7f0c443285a180678e8c9749,486,0,22;23
active_logs,active_logs/new_server/active_times_2026-05-02.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,8785,,,d4789204b4dd0273fba7361306de87dd2e4cf35690206d0914c848d3cf9c248b,24,0,22
active_logs,active_logs/new_server/active_times_2026-05-03.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,47165,,,b1acadcd11b2894f236679a19acf0b5c65ebab0e3db7e5bfcdc9f6b85924e6b7,129,0,22;23
active_logs,active_logs/new_server/active_times_2026-05-04.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,13499,,,a36f1b129db5a478842ce8212340d54a27414ea2b3e7b44b42837711c8c79083,37,0,23
active_logs,active_logs/new_server/active_times_2026-05-05.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,77174,,,878e40ad0855f4c4f39d7c90811c48678834c01529c1830dff6a5fb2eca941ae,211,0,22;23
active_logs,active_logs/new_server/active_times_2026-05-06.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,151033,,,a489ec27096215b38a002352a57d66d5d10f5872006bb8645119ae590873073f,414,0,22;23
active_logs,active_logs/new_server/active_times_2026-05-07.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,1826,,,e952c82e84a1aaa6d7b27aaf2344865989a1042a1da8e1816bf509c4e57ba00c,5,0,22;23
active_logs,active_logs/new_server/active_times_2026-05-10.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,32009,,,8157e1a7b85953bafb567f4d503800d407e03783648cf5ef56867f8b8a5e123e,88,0,23
active_logs,active_logs/new_server/active_times_2026-05-11.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,26284,,,2c0c79f776e2773a5308eb89fbf2d7183fe2c80a8e6e45cbdd06d9a792db2494,72,0,22;23
active_logs,active_logs/new_server/active_times_2026-05-12.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,100754,,,99dfbd8900140c8fb46e6915bb1d207ab11d5db4df3f9e6d9b3e95a3fbcb45d4,276,0,23
active_logs,active_logs/new_server/active_times_2026-05-13.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,363,,,383648a9f6eb1fda6d31dfd5c43a925455b5adb47d6a1091dbf75ca4479975fb,1,0,23
active_logs,active_logs/new_server/active_times_2026-05-14.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,10269,,,0b3f82426f99de10ba11a273d2a7c3dc1eabdd56c3511591a2f786d999f79e72,28,0,22;23;27
active_logs,active_logs/new_server/active_times_2026-05-17.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,76767,,,62ddc9fc04c45bf4ba69a6dabe6f869dc8017f59eca9083f343116db5c5ac57a,100,0,23;31;unknown
active_logs,active_logs/new_server/active_times_2026-05-19.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,220545,,,56357321b328c162ad244e37ab43926bf022fdf673c60c67fa507b5e6ca94178,608,0,28;29
active_logs,active_logs/new_server/active_times_2026-05-20.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,57435,,,9da02d6a0129932b12234756d73b1b4fd83804948f23daff34f71dc463cc542e,157,0,22;23;29;30
active_logs,active_logs/new_server/active_times_2026-05-21.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,220859,,,3b546f07203fcf50c209bada22b1938b537ea4d56b02e90d2fe2eeffc123507e,610,0,22;23;28;29;30
active_logs,active_logs/new_server/active_times_2026-05-22.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,122397,,,cb561cdb3ffa5dbb4f8391e95f92a87ae1f998951a90badd7cea9f053032d9b5,340,0,22;28;29;30
active_logs,active_logs/new_server/active_times_2026-05-23.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,10203,,,d0007031bec6db5dd0eec2abb93a9a0c2c50549747a9bc5efb856f816c1e49e1,23,0,23;30;33
active_logs,active_logs/new_server/active_times_2026-05-24.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,45438,,,9a0ba147bb57af90ee713a5b08bbfec2ff91dc50a023028bcf84ab51571ee394,126,0,22;29;30
active_logs,active_logs/new_server/active_times_2026-05-25.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,268780,,,bd417108892d7e72edfefacbadb26a408ae0bb8d66a4c19f40b483456acfa795,562,0,28;29;30;31;unknown
active_logs,active_logs/new_server/active_times_2026-05-26.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,673963,,,fab6820db5e620a6d4e189256643b5a3c2230c0ca57c854fb15634f18fcfbc4a,522,0,31;unknown
active_logs,active_logs/new_server/active_times_2026-05-28.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,1536,,,915ce5ef0d4a12539dedd431e7b942499d284be64e93a9ade1ddf15e5ab03cab,1,0,unknown
active_logs,active_logs/new_server/active_times_2026-05-29.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,56008,,,71a72807522bb1c7b5331ffd948b04fb761ac53e7297a74f2738c80b76810067,154,0,29
active_logs,active_logs/new_server/active_times_2026-05-31.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,234386,,,7afbcd11c89df865719c6d729a77410f0bbbca0c4236549f7793c2ec905a7a2c,645,0,23;28;29;30;31
active_logs,active_logs/new_server/active_times_2026-06-01.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,115698,,,10703f7915c9d9f198de56a7ce4007c7c22890846a222834d28af2dd9d37beae,319,0,23;28;29;30
active_logs,active_logs/new_server/active_times_2026-06-03.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,57013,,,4594048281b2afdb1135bd1cd4eb5653513847b250365e11cfdd6e3886036d84,158,0,28;30
active_logs,active_logs/new_server/active_times_2026-06-04.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,129383,,,244fc98ecbc40248ea7c998fcad84dde01140e068eca30aaa2732ad0951ae644,357,0,22;23;28;29;30
active_logs,active_logs/new_server/active_times_2026-06-05.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,33530,,,2989fe6f9719f7d1b89d1f148998048962fb9d1dade6d1abcc5aae5d006c91e6,79,0,23;28;33
active_logs,active_logs/new_server/active_times_2026-06-06.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,7869,,,44bcc672bda24f636d5a17fc025c986c75e8fef4d5a611d5ceb2cab662403e62,18,0,33;34;https_smoke
active_logs,active_logs/new_server/active_times_2026-06-07.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,1799,,,2bb2d39a50e0e1db914dde90df66184525c6d85f40f9605ead07b333f8c7d279,4,0,33
active_logs,active_logs/new_server/active_times_2026-06-09.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,2712,,,ecee5748bdecde254984c56343c48e334c92387bbeff00c7d3a1435b76a91a16,6,0,37;38
active_logs,active_logs/new_server/active_times_2026-06-11.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,107713,,,0727385b0af9b44a38c39e71d717ace1a3de5098b2181dd586ec6a4a53041d35,299,0,22;28;29;30
active_logs,active_logs/new_server/active_times_2026-06-12.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,101792,,,9fba33f0c42df98ea21c4830455c8e25424c9a9f79af376a44b7bbeb8cba5076,285,0,28;30;38;39;40;41
active_logs,active_logs/new_server/active_times_2026-06-13.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,12384,,,6412fc539b974202c0bfac8f33cb0c5d54d1343d05f569b2352bc38a3edd0ad3,28,0,29;39;40;41
active_logs,active_logs/new_server/active_times_2026-06-14.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,13111,,,39b672d655edecfbae1c0f81ad5fb83457426393589e9dbeb7e57d57fe83ea9e,29,0,37;38
active_logs,active_logs/new_server/active_times_2026-06-15.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,8934,,,7e25c38e079a71f6e02a5cff812b454e4acceca54d351de56deb33d794e96c5d,23,0,23;38
active_logs,active_logs/new_server/active_times_2026-06-16.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,486143,,,6d8369a41ce04956de8748f608f4194cbd9521ddc0c1e62940cb63839252c37d,1068,0,28;30;37;38;39;40;41
active_logs,active_logs/new_server/active_times_2026-06-17.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,1048268,,,e2b3f52e55a391ae834d3432f9de82a1ff9659a6744515447494ca8ce028b8ae,2311,0,20;23;28;37;38;39;40;41
active_logs,active_logs/new_server/active_times_2026-06-18.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,40956,,,67a17c3db5e40d775679ad0d31f0fcde11ac7b751b54c6860cb03e7b56670e56,116,0,29
active_logs,active_logs/new_server/active_times_2026-06-20.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,421852,,,d221aeae9901fdf39ad1df8a88873b3ed6022e980cdca25cee01de48eed09109,902,0,29;37;38;39;40;41
active_logs,active_logs/new_server/active_times_2026-06-21.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,599756,,,411733b41862b6fe8da5d167c134be9a6eb3abbb14822880cdefef887618963d,1256,0,37;38;39;40;41
active_logs,active_logs/new_server/active_times_2026-06-22.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,458053,,,ed20d40ad5d23442dad6d8306f54256842fd8077b5400e55993437abbd1ceacb,959,0,37;38;39;40;41
active_logs,active_logs/new_server/active_times_2026-06-23.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,647103,,,fa2229cf848c6413e6d8a004fe2c5e42b918fb300e579c3397695563a7ddb63a,1355,0,37;38;39;40;41
active_logs,active_logs/new_server/active_times_2026-06-24.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,138440,,,9d59d6de25c2de13e4f97df52984032593eba56bdc8606b78311066182543c02,290,0,39;40;41
active_logs,active_logs/new_server/active_times_2026-06-25.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,230487,,,0f0eedf02fa2e292b4b4959b678330d131d72ea0cee9e33c767f0626e0c106ad,482,0,39;40;41
active_logs,active_logs/new_server/active_times_2026-06-26.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,165813,,,9fe51cd4498cf60a5fad27b915439496741d74cfa8de13b9d0cea17a3b668f92,346,0,39;40
active_logs,active_logs/new_server/active_times_2026-06-27.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,479965,,,dcbec89cbfa83439b481f569563b4e4599da9ca4991c07a5e318a134def69f8a,1033,0,28;29;30;37;39
