source_family,source_path,classification,classification_reason,parse_status,size_bytes,task_count,annotation_snapshot_count,project_ids,base_task_count,worker_count,conditions,data_keys,content_sha256,item_count,event_count,parse_error_count
import_json,import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_foreign_https.json,formal_planned_import,selected by uncertainty substrate,parsed,108201,,,,,,,artifact_status;base_task_id;calibration_version;condition;dataset_group;image;image_id;launch_allowed;source_draft;task_id;title;vis_3d,5f7cd81430c8f00b68cf6e4c30f60a352afcc12c925d4af6b9f8a45230fc34f3,75,,
import_json,import_json/calibration_c1_v3_1_formal/c1_v3_1_core_import_zh.json,formal_planned_import,selected by uncertainty substrate,parsed,107976,,,,,,,artifact_status;base_task_id;calibration_version;condition;dataset_group;image;image_id;launch_allowed;source_draft;task_id;title;vis_3d,c5aa7e20f5b501bb43ddb0b4bf51942b445a511b27871ba42cd657167267c5b2,75,,
import_json,import_json/calibration_c1_v3_1_formal/c1_v3_1_formal_import_summary.json,unresolved_import,not selected by the formal substrate,parsed,3172,,,,,,,,62eb32e1cf2bbc1d6fb11da4ce3882a69e682210ed6ecc7dd55c90794b841595,0,,
import_json,import_json/calibration_c1_v3_1_formal/c1_v3_1_semi_import_foreign_https.json,formal_planned_import,selected by uncertainty substrate,parsed,227066,,,,,,,artifact_status;base_task_id;calibration_version;condition;dataset_group;image;image_id;launch_allowed;source_draft;task_id;title;vis_3d,1938cd6c18bad9fe1efef21d14b23d01a001d4e8f2cb06ac07bcc5809c5c5bfa,25,,
import_json,import_json/calibration_c1_v3_1_formal/c1_v3_1_semi_import_zh.json,formal_planned_import,selected by uncertainty substrate,parsed,226991,,,,,,,artifact_status;base_task_id;calibration_version;condition;dataset_group;image;image_id;launch_allowed;source_draft;task_id;title;vis_3d,81dde50a0cf18bb5ad6e2d7d15dcf3bcffb012c72bffc04a2f3cedb8505c745c,25,,
import_json,import_json/calibration_c1_v3_1_formal/README.md,unresolved_import,not selected by the formal substrate,not_json,355,,,,,,,,ef0b3b941fa64de965081480d2e13c5aac407a7965e2645d98cc86383efc8a66,,,
import_json,import_json/calibration_c1_v3_1_smoke/c1_v3_1_manual_smoke_import_foreign_https.json,development_or_unlaunched_import,development/test/future naming,parsed,4811,,,,,,,base_task_id;calibration_version;condition;dataset_group;image;image_id;smoke_test;source_draft;task_id;title;vis_3d,f4cb8bc45d4458db03b62e49413797c684d56f09e6b6cfe1613fdc8edacf48d3,4,,
import_json,import_json/calibration_c1_v3_1_smoke/c1_v3_1_manual_smoke_import_zh.json,development_or_unlaunched_import,development/test/future naming,parsed,22014,,,,,,,base_task_id;calibration_version;condition;dataset_group;image;image_id;smoke_test;source_draft;task_id;title;vis_3d,303edf0fa735d1136491320e45e3142cdce049322a45fca82ace2cdea6134ec8,4,,
import_json,import_json/calibration_c1_v3_1_smoke/c1_v3_1_semi_smoke_import_foreign_https.json,development_or_unlaunched_import,development/test/future naming,parsed,34609,,,,,,,base_task_id;calibration_version;condition;dataset_group;image;image_id;smoke_test;source_draft;task_id;title;vis_3d,b63897465b8e6a399b194bd7bdfddff21935a05a802b1c35cc94f7129eb6f6d0,3,,
import_json,import_json/calibration_c1_v3_1_smoke/c1_v3_1_semi_smoke_import_zh.json,development_or_unlaunched_import,development/test/future naming,parsed,34600,,,,,,,base_task_id;calibration_version;condition;dataset_group;image;image_id;smoke_test;source_draft;task_id;title;vis_3d,2eef7847b68b96c05b6d14074589708dcda0d0efa3e6cd4e6d609dcd2ccb1831,3,,
import_json,import_json/calibration_c1_v3_1_smoke/c1_v3_1_smoke_import_summary.json,development_or_unlaunched_import,development/test/future naming,parsed,2005,,,,,,,,2284cd90897b2a3f38173c9ab8053bf8d79744545cf31a38d987b2df930f8dfd,0,,
import_json,import_json/calibration_c1_v3_1_smoke/README.md,development_or_unlaunched_import,development/test/future naming,not_json,510,,,,,,,,e5ec3145f3d8c1f1da8102ce89bfe770632985532dc3375fe677496f012a1fe5,,,
import_json,import_json/groudTruth_458_tasks_import_from_updated_gt_20260701.json,reference_import,GT/reference import,parsed,2806910,,,,,,,image;title;vis_3d,1b2a2d905f62d703a3e46a7a83e5dca6e90c6030988d6ca594d2eb69793b5cf6,458,,
import_json,import_json/groudTruth_5tasks_completed_by_1_2_probe_ground_truth_false_20260702.json,reference_import,GT/reference import,parsed,47620,,,,,,,image;title;vis_3d,be8d7f2594c26538aa33588ee2db3838d1e60aac58b6318781fce242d778b853,5,,
import_json,import_json/groudTruth_旧导入.json,reference_import,GT/reference import,parsed,2812866,,,,,,,image;title;vis_3d,7155b2c2da284f4945341dd0d70fe8745af1c3a48109eeb5fe81dbc54cc21d30,458,,
import_json,import_json/label_studio_import_docker.json,unresolved_import,not selected by the formal substrate,parsed,7987402,,,,,,,image;title;vis_3d,10c66e6ab9421c130ca0e977b9ec2ca897306de8defbf8b206a48744f569f11b,458,,
import_json,import_json/legacy/outline_v2_seed20260228_20260303_100821/stage3_gold_manual_import.json,legacy_import,path explicitly marks legacy/old,parsed,7205,,,,,,,dataset_group;image;title;vis_3d,312bf005fe246ec49d4f4cb10f0ca3af01b2475d22ce27f938bb2dc89d4f6cbe,20,,
import_json,import_json/mp3d_txt_smoke_test_20260328/mp3d_txt_manual_smoke_import_v1.json,development_or_unlaunched_import,development/test/future naming,parsed,3515,,,,,,,base_task_id;condition;dataset_group;image;pseudo_gold_source;pseudo_gold_txt_path;smoke_test;split_name;title;vis_3d,f418250c734148808ecadca9164b1a525d7d9ffc0034510c513cdd6141bd3ad1,5,,
import_json,import_json/mp3d_txt_smoke_test_20260328/mp3d_txt_semi_smoke_import_v1.json,development_or_unlaunched_import,development/test/future naming,parsed,68597,,,,,,,base_task_id;condition;dataset_group;image;init_type;proposal_coord_contract;proposal_source_kind;proposal_source_path;pseudo_gold_source;pseudo_gold_txt_path;smoke_test;split_name;title;vis_3d,b6676c7b1c9b9ed099a05e71457f1c09b90e3585f249c91148418623abf80545,5,,
import_json,import_json/mp3d_txt_smoke_test_20260328/mp3d_txt_test_import_summary_v1.json,development_or_unlaunched_import,development/test/future naming,parsed,876,,,,,,,,9c325c46e17dafe918288e4a3116f31ad29a0349aa2428cec0c6dc921854ca0c,0,,
import_json,import_json/mp3d_txt_smoke_test_20260328/mp3d_txt_test_manifest_v1.csv,development_or_unlaunched_import,development/test/future naming,not_json,1700,,,,,,,,d1634f2fe14b1d51b0ef24e2cac740015b6f14fbda05fb0179099f5763630904,,,
import_json,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.json,reference_import,GT/reference import,parsed,3193775,,,,,,,base_task_id;condition;dataset_group;gt_coordinate_contract;gt_source;image;task_id;title;vis_3d,802a5d1a4d78545874bacc5463a0c5a204531bbca773643340ed28d63ee15da6,190,,
import_json,import_json/mp3d_validation_gt_audit_20260809/mp3d_validation_all_gt_import.manifest.json,reference_import,GT/reference import,parsed,976,,,,,,,,2016562e68ad2da7292ad1a3e26a5d5596fd6c684e0ecc95ce5f69cd5e288767,0,,
import_json,import_json/outline_v2_seed20260228/label_studio_split_report_v2.json,development_or_unlaunched_import,development/test/future naming,parsed,37177,,,,,,,,7e4980e5021a52d25da12e8bf913a3f0188a500a3eb7d6e2204eb9b420d3cf1f,0,,
import_json,import_json/outline_v2_seed20260228/stage0_pilot_manual_import.json,development_or_unlaunched_import,development/test/future naming,parsed,13631,,,,,,,dataset_group;image;title;vis_3d,3d7e383d3a0fc40b816fcd6254c9bad75564eb06690545006803ae18db273f16,15,,
import_json,import_json/outline_v2_seed20260228/stage1_prescreen_manual_anchor_import.json,development_or_unlaunched_import,development/test/future naming,parsed,11867,,,,,,,dataset_group;has_expert_ref;image;is_anchor;title;vis_3d,18ae344361daf59d4cc882a900560d6c4d6931ee6d636ca79fbf9e84cbcda3ee,12,,
import_json,import_json/outline_v2_seed20260228/stage1_prescreen_manual_import.json,development_or_unlaunched_import,development/test/future naming,parsed,27909,,,,,,,dataset_group;has_expert_ref;image;is_anchor;title;vis_3d,8e30b93127c351389357763e64e36a8b2065da5fc3e2f3ef94e8021a189b31ff,30,,
import_json,import_json/outline_v2_seed20260228/stage1_prescreen_semi_import.json,development_or_unlaunched_import,development/test/future naming,parsed,469980,,,,,,,dataset_group;image;init_type;title;vis_3d,c12b6218b9508367c64ffc940c3c6cfab1ec2ef22fb89c7effa268660bb3684f,30,,
import_json,import_json/outline_v2_seed20260228/stage2_calibration_manual_anchor_import.json,development_or_unlaunched_import,development/test/future naming,parsed,11029,,,,,,,dataset_group;image;title;vis_3d,81056d441b57665b3df07edc7643b7a171a858a2ce09e56e0f9e34874827862b,12,,
import_json,import_json/outline_v2_seed20260228/stage2_calibration_manual_core_import.json,development_or_unlaunched_import,development/test/future naming,parsed,67335,,,,,,,dataset_group;image;title;vis_3d,78283a9f1280380d9e61a0eea8ff8892734712c79313c68b6e887e1447d73d1f,75,,
import_json,import_json/outline_v2_seed20260228/stage2_calibration_manual_import.json,development_or_unlaunched_import,development/test/future naming,parsed,90835,,,,,,,dataset_group;image;title;vis_3d,828582cd480b67845261e828e4b5acdbc7664fac2a1a547d72c6ff47487f582b,100,,
import_json,import_json/outline_v2_seed20260228/stage2_calibration_manual_reserve_import.json,development_or_unlaunched_import,development/test/future naming,parsed,12340,,,,,,,dataset_group;image;title;vis_3d,80230317d71a6af53bd4c63c6b68b0e21ac53eca03b0a57e54d664cee8975d76,13,,
import_json,import_json/outline_v2_seed20260228/stage2_calibration_semi_import.json,development_or_unlaunched_import,development/test/future naming,parsed,481462,,,,,,,dataset_group;image;title;vis_3d,ff307b111c5f904f2ebf6538bced49bc37e7a43170f5ee465c86977e4c2a4951,25,,
import_json,import_json/outline_v2_seed20260228/stage3_gold_manual_import.json,development_or_unlaunched_import,development/test/future naming,parsed,17812,,,,,,,dataset_group;image;title;vis_3d,f473949c33145a2d12db27ebe79b6c4003c561f4567c2dffac712ab70e1f17e0,20,,
import_json,import_json/outline_v2_seed20260228/stage3_manual_test_import.json,development_or_unlaunched_import,development/test/future naming,parsed,89389,,,,,,,dataset_group;image;title;vis_3d,bf2f2625e20952541d65243eb74f9e32d6b363133da5a7f30e6acac571205598,100,,
import_json,import_json/outline_v2_seed20260228/stage3_semiauto_test_import.json,development_or_unlaunched_import,development/test/future naming,parsed,1705638,,,,,,,dataset_group;image;title;vis_3d,e66e0a715376bcafedba990e65e145afcc0eccacfc49c437e25ce77bebaafac9,100,,
import_json,import_json/outline_v2_seed20260228/stage3_validation_semi_import.json,development_or_unlaunched_import,development/test/future naming,parsed,937927,,,,,,,dataset_group;image;title;vis_3d,c909f35eb5ed3f0216a9513add8563b4dcbe92dbf07ba311d0f4a8dc9548320b,60,,
import_json,import_json/paper_a_c2b/legacy_reverse_v3_1_manifest.csv,legacy_import,path explicitly marks legacy/old,not_json,3801,,,,,,,,80c42e17ce73e9e5f787a0912a1f54480c44335410744557d009e92ff793e4b6,,,
import_json,import_json/sandbox/manhattan_m8/manhattan_m8_sandbox_smoke_import_2026-05-07.json,development_or_unlaunched_import,development/test/future naming,parsed,8881,,,,,,,base_task_id;condition;dataset_group;image;init_type;manhattan_m8_sandbox;proposal_coord_contract;proposal_source_kind;proposal_source_path;pseudo_gold_source;pseudo_gold_txt_path;sandbox_import_index;sandbox_only;sandbox_source;sandbox_source_export;sandbox_source_task_id;smoke_test;split_name;title;vis_3d,65002fd6f89b482e0d821bdcf2646a7f625b0e8ab51ced91332bf4448a01d62e,5,,
import_json,import_json/sandbox/manhattan_m8/README.md,unresolved_import,not selected by the formal substrate,not_json,1055,,,,,,,,9a1d7851ffbab005ca21dd80849c0c0b3db9203bc40a5c04e3a30f4bddaf3857,,,
import_json,import_json/stage1_https_test_20260523/README.md,development_or_unlaunched_import,development/test/future naming,not_json,870,,,,,,,,760159842d37bb2bb8a61d3e6c10040e10f3b5cba1d0eaf2bffb33f8bac32053,,,
import_json,import_json/stage1_https_test_20260523/stage1_prescreen_manual_import_v2_https_test_5tasks.json,development_or_unlaunched_import,development/test/future naming,parsed,5491,,,,,,,base_task_id;condition;dataset_group;final_role;has_expert_ref;image;is_anchor;scope_gold;task_id;title;vis_3d,77d5caca070809fcdb51418fec4dbcc0ddf99b63419e2b6c2f061219219c74fd,5,,
import_json,import_json/stage1_https_test_20260523/stage1_prescreen_semi_import_v5_https_test_5tasks.json,development_or_unlaunched_import,development/test/future naming,parsed,26771,,,,,,,base_task_id;condition;dataset_group;image;init_type;proposal_coord_contract;proposal_source_kind;proposal_source_path;semi_role;source_type;task_id;title;trap_family;vis_3d,a2f2971d5a510ad9df1a535de579d2a8baf09b2bade3fcbe545460a8dcd5433e,5,,
import_json,import_json/stage1_prescreen_final_20260325/legacy/README.md,legacy_import,path explicitly marks legacy/old,not_json,984,,,,,,,,872ae9375fc2be8bd5c443fb20f9cf7bfbb6d249d9128f3763f5a55e0978153b,,,
import_json,import_json/stage1_prescreen_final_20260325/legacy/stage1_prescreen_import_summary_v1.json,legacy_import,path explicitly marks legacy/old,parsed,1114,,,,,,,,e7bc9e71c0ed4fb8a3340eda59f263343673277374c7bbcf3917e06aa36552d3,0,,
import_json,import_json/stage1_prescreen_final_20260325/legacy/stage1_prescreen_import_summary_v2.json,legacy_import,path explicitly marks legacy/old,parsed,1514,,,,,,,,b5964e4900b8fab94c57da8a2b40f0e6a31a9668aed385f758bec88c733ae07b,0,,
import_json,import_json/stage1_prescreen_final_20260325/legacy/stage1_prescreen_import_summary_v3.json,legacy_import,path explicitly marks legacy/old,parsed,1819,,,,,,,,5ae6a78570fc23f95dc5150cd53f8ece2681bdcc314773aba9619e9c7f7ee9c2,0,,
import_json,import_json/stage1_prescreen_final_20260325/legacy/stage1_prescreen_semi_audit_holdout_v1.json,legacy_import,path explicitly marks legacy/old,parsed,5006,,,,,,,base_task_id;condition;dataset_group;image;init_type;proposal_coord_contract;proposal_source_kind;proposal_source_path;semi_role;source_type;task_id;title;trap_family;vis_3d,9347082fe5ec5ca799571e995d97e8afc28385659d983c97efccb950edb27553,1,,
import_json,import_json/stage1_prescreen_final_20260325/legacy/stage1_prescreen_semi_audit_stress_import_v1.json,legacy_import,path explicitly marks legacy/old,parsed,5008,,,,,,,base_task_id;condition;dataset_group;image;init_type;proposal_coord_contract;proposal_source_kind;proposal_source_path;semi_role;source_type;task_id;title;trap_family;vis_3d,e4d48e077a94480b31c182a9b0678984029265b1d431cd8c2e80f235ea9fc499,1,,
import_json,import_json/stage1_prescreen_final_20260325/legacy/stage1_prescreen_semi_audit_stress_import_v2.json,legacy_import,path explicitly marks legacy/old,parsed,2,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,
import_json,import_json/stage1_prescreen_final_20260325/legacy/stage1_prescreen_semi_import_v2.json,legacy_import,path explicitly marks legacy/old,parsed,109544,,,,,,,base_task_id;condition;dataset_group;image;init_type;proposal_coord_contract;proposal_source_kind;proposal_source_path;semi_role;source_type;synthetic_candidate_id;synthetic_rebind_status;task_id;title;trap_family;vis_3d,5daa3c5c52c629120225650e939d44819b9b829f8e96a669777b660d53e4a8ef,18,,
import_json,import_json/stage1_prescreen_final_20260325/legacy/stage1_prescreen_semi_import_v3.json,legacy_import,path explicitly marks legacy/old,parsed,121044,,,,,,,base_task_id;condition;dataset_group;image;init_type;proposal_coord_contract;proposal_source_kind;proposal_source_path;semi_role;source_type;synthetic_candidate_id;synthetic_rebind_status;task_id;title;trap_family;vis_3d,757204fed2a8a2b0df7d19361ba89e1e58d19888e7be4ca032d042d84747c63c,18,,
import_json,import_json/stage1_prescreen_final_20260325/legacy/stage1_prescreen_semi_import_v4.json,legacy_import,path explicitly marks legacy/old,parsed,121044,,,,,,,base_task_id;condition;dataset_group;image;init_type;proposal_coord_contract;proposal_source_kind;proposal_source_path;semi_role;source_type;synthetic_candidate_id;synthetic_rebind_status;task_id;title;trap_family;vis_3d,ccc976a175e7b49c5260bd37f8853631986f40ecbf69c6087ad1b77f1629ad3d,18,,
import_json,import_json/stage1_prescreen_final_20260325/stage1_prescreen_import_summary_v4.json,unresolved_import,not selected by the formal substrate,parsed,2147,,,,,,,,900c53b4ff090d77271c523b60eedb0d09fecf5080110c92ba194a1fa1c13fe4,0,,
import_json,import_json/stage1_prescreen_final_20260325/stage1_prescreen_manual_import_v2.json,formal_planned_import,selected by uncertainty substrate,parsed,35429,,,,,,,base_task_id;condition;dataset_group;final_role;has_expert_ref;image;is_anchor;scope_gold;task_id;title;vis_3d,470ba9d49e92f9bc62b32bea518cc05512cd1aa9fbd1df9668fe661555e92f54,30,,
import_json,import_json/stage1_prescreen_final_20260325/stage1_prescreen_oos_audit_only_import_v1.json,formal_planned_import,selected by uncertainty substrate,parsed,1413,,,,,,,base_task_id;condition;dataset_group;family_dir;final_role;image;scope_target;scope_target_source;task_id;title;vis_3d,6655970a8f0d495853654183c1b4dcd2aadfc25c03cff259d47bdc830ff01be9,1,,
import_json,import_json/stage1_prescreen_final_20260325/stage1_prescreen_oos_import_v2.json,formal_planned_import,selected by uncertainty substrate,parsed,12595,,,,,,,base_task_id;condition;dataset_group;family_dir;final_role;image;scope_target;scope_target_source;task_id;title;vis_3d,66ae746427cb80a4d6312f48998386f24e23f0e9f49d7f1fb7d642f4583cce8d,9,,
import_json,import_json/stage1_prescreen_final_20260325/stage1_prescreen_semi_audit_holdout_v2.json,formal_planned_import,selected by uncertainty substrate,parsed,4851,,,,,,,base_task_id;condition;dataset_group;image;init_type;proposal_coord_contract;proposal_source_kind;proposal_source_path;semi_role;source_type;task_id;title;trap_family;vis_3d,695c48e949edd6564470dba5e01c0e46a20bca00ccc0779432c941905bb8041e,1,,
import_json,import_json/stage1_prescreen_final_20260325/stage1_prescreen_semi_audit_stress_import_v3.json,formal_planned_import,selected by uncertainty substrate,parsed,2,,,,,,,,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,
import_json,import_json/stage1_prescreen_final_20260325/stage1_prescreen_semi_import_v5.json,formal_planned_import,selected by uncertainty substrate,parsed,113470,,,,,,,base_task_id;condition;dataset_group;image;init_type;proposal_coord_contract;proposal_source_kind;proposal_source_path;semi_role;source_type;synthetic_candidate_id;synthetic_rebind_status;task_id;title;trap_family;vis_3d,7430abf1dea211abd799126fdd3f8883d52a0ae9598a326e7a11c5ad5cc6a014,18,,
import_json,import_json/stage1_prescreen_foreign_https_20260609/foreign_https_import_summary_v1.json,unresolved_import,not selected by the formal substrate,parsed,2730,,,,,,,,43c4fddceb916b564d236a8f44038644e014b5ccd67e065367fd775d9b38bb43,0,,
import_json,import_json/stage1_prescreen_foreign_https_20260609/mp3d_txt_manual_smoke_import_v1_foreign_https.json,development_or_unlaunched_import,development/test/future naming,parsed,3532,,,,,,,base_task_id;condition;dataset_group;image;pseudo_gold_source;pseudo_gold_txt_path;smoke_test;split_name;title;vis_3d,5596d98c2096bf34541abaa84f6bfa4145a0a52f7d85adf0ae4beddda8739311,5,,
import_json,import_json/stage1_prescreen_foreign_https_20260609/mp3d_txt_semi_smoke_import_v1_foreign_https.json,development_or_unlaunched_import,development/test/future naming,parsed,68614,,,,,,,base_task_id;condition;dataset_group;image;init_type;proposal_coord_contract;proposal_source_kind;proposal_source_path;pseudo_gold_source;pseudo_gold_txt_path;smoke_test;split_name;title;vis_3d,54b5e22bc8060b48e3854af48594bed924d15146c5aed99ce2c66195cc204bc1,5,,
import_json,import_json/stage1_prescreen_foreign_https_20260609/README.md,unresolved_import,not selected by the formal substrate,not_json,1679,,,,,,,,7453eae054b0eda519032d869d56badccb31eb6478195e10ffffc7af22cc6396,,,
import_json,import_json/stage1_prescreen_foreign_https_20260609/stage1_prescreen_manual_import_v2_foreign_https.json,unresolved_import,not selected by the formal substrate,parsed,35520,,,,,,,base_task_id;condition;dataset_group;final_role;has_expert_ref;image;is_anchor;scope_gold;task_id;title;vis_3d,c6ea7c8bc14d985fc349f16803cd2b1ea586a0175ecfe7c954546588a75e7be5,30,,
import_json,import_json/stage1_prescreen_foreign_https_20260609/stage1_prescreen_oos_audit_only_import_v1_foreign_https.json,unresolved_import,not selected by the formal substrate,parsed,1417,,,,,,,base_task_id;condition;dataset_group;family_dir;final_role;image;scope_target;scope_target_source;task_id;title;vis_3d,0529a3fbb4a3a063edc9ab2cb167c3f8591f97a2049df81ad7f74c168716e1c8,1,,
import_json,import_json/stage1_prescreen_foreign_https_20260609/stage1_prescreen_oos_import_v2_foreign_https.json,unresolved_import,not selected by the formal substrate,parsed,12623,,,,,,,base_task_id;condition;dataset_group;family_dir;final_role;image;scope_target;scope_target_source;task_id;title;vis_3d,9bf8c9052a362d500794ed1455b28eba4d0a1f61558ade1b09e498c948d8ad87,9,,
import_json,import_json/stage1_prescreen_foreign_https_20260609/stage1_prescreen_semi_import_v5_foreign_https.json,unresolved_import,not selected by the formal substrate,parsed,113525,,,,,,,base_task_id;condition;dataset_group;image;init_type;proposal_coord_contract;proposal_source_kind;proposal_source_path;semi_role;source_type;synthetic_candidate_id;synthetic_rebind_status;task_id;title;trap_family;vis_3d,f01ae11cdfdd2485ae79826dc4e64f438618f958612042150d0d8b24dd1e5f26,18,,
import_json,import_json/uncertainty_meta_feasibility_20260824/README.md,unresolved_import,not selected by the formal substrate,not_json,2182,,,,,,,,42a0d7cef8475933718b8e3b2d02c45779eecbf8f0385471325dd173fdd5e691,,,
import_json,import_json/uncertainty_meta_feasibility_20260824/uncertainty_meta_feasibility_semi_import_zh_v1.json,unresolved_import,not selected by the formal substrate,parsed,31345,,,,,,,base_task_id;condition;dataset_group;image;task_code;task_id;title;vis_3d,a148f7a8465ede40b44618799ac9fdbaedd7c8075a2414a49409debee589a85b,5,,
active_logs,active_logs/active_logs/active_times_2025-12-03.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,352,,,2,,,,,47973d03ba1b9a199b8e0afd41e6e94ed4b75a966cb09868def83d6345601a83,,4,0
active_logs,active_logs/active_logs/active_times_2025-12-20.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,1918,,,2,,,,,0827b597543ad5063773c8044e14667b09de7e35849f355f04468b682a6e1673,,10,0
active_logs,active_logs/active_logs/active_times_2025-12-22.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,3940,,,2,,,,,66fa9e920acdd21206f995db365c65a7c0d37bff57665d9626afa65810a8ce38,,22,0
active_logs,active_logs/active_logs/active_times_2026-01-15.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,8708,,,1;2,,,,,8342a73d16867f82a18525a0965ae796f6042d17dbbb05dddc1e2222546cb96c,,49,0
active_logs,active_logs/active_logs/active_times_2026-01-16.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,80968,,,2;unknown,,,,,56d0b20988f2f209239a449fd8529f2b4d26e100c5dee08eef1c96073d50ba3a,,373,0
active_logs,active_logs/active_logs/active_times_2026-01-17.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,6955,,,2,,,,,d16220ced0d045f8b7cbb9e823c04f4b042a697e520a0c443e8ac77f34a33cad,,32,0
active_logs,active_logs/active_logs/active_times_2026-01-19.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,653,,,2,,,,,420dc26cce5a6c372cdab531e8b06b9fa8d412452220e00945d61310a165817d,,3,0
active_logs,active_logs/active_logs/active_times_2026-01-20.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,10625,,,2,,,,,969af81c51a36fa5151257fd69de066cf29ebab9d6de918c70397dfa6eaecf68,,49,0
active_logs,active_logs/active_logs/active_times_2026-01-30.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,23173,,,2,,,,,652ed5bd9fa2fe5bd41cdc1d5b36c87847206dadb54fbb8b4913c18d14335927,,111,0
active_logs,active_logs/active_logs/active_times_2026-02-08.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,25068,,,2,,,,,ed28b7177102a9f300a017bb031bdfb1f8643b8de35ddc0ce2eab818b39f515c,,115,0
active_logs,active_logs/active_logs/active_times_2026-02-09.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,9677,,,2;4,,,,,7495171c2868ba84a4f1bdbee7f235bc5b040bb05eaa155e6e522a2a19ea0a34,,45,0
active_logs,active_logs/active_logs/active_times_2026-02-15.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,93,,,,,,,,e5994f3936ee32c06f6d6895b6c6ad546242f25cc66ab2aba2bb73489d2577c9,,1,0
active_logs,active_logs/active_logs/active_times_2026-02-19.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,15340,,,2,,,,,6e0f9f762b54b9055bea5ea246fc8cc69575a0fe410563b9374338f822d9967e,,59,0
active_logs,active_logs/active_logs/active_times_2026-02-20.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,260,,,2,,,,,e14abae40dcd4b21589d8fc564fc79ced301b55c0972b962f22545a774cd6c7f,,1,0
active_logs,active_logs/active_logs/active_times_2026-02-24.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,3959,,,2;3,,,,,50d10dcbe9c3f9b391d05a7d063ff46eca27b671b07da57744e40b7e3cafc5b2,,15,0
active_logs,active_logs/active_logs/active_times_2026-02-28.jsonl,unresolved_active_log,not selected and not byte-identical to formal logs,parsed,46559,,,2;8;9,,,,,6c1ef4bbb721cc3dd92f5581742d754ef91ba5f8c0f82ee9c553b5e46ea5265e,,135,0
active_logs,active_logs/c1/active_times_2026-07-03.jsonl,formal_active_log,selected frozen/current active log,parsed,376521,,,2;38;58;59;60;62;63;65;66;67;68;69;72,,,,,f4948e635b2e2b4ef2f5de2ba71f8c9f9fc7d42add2fe0d6e0470425868b1369,,442,0
active_logs,active_logs/c1/active_times_2026-07-04.jsonl,formal_active_log,selected frozen/current active log,parsed,926162,,,66;67;68,,,,,df7223e21590f44bd31d72f944bf15c51ba55538b749b07277c8b0745e1bc4c0,,951,0
active_logs,active_logs/c1/active_times_2026-07-05.jsonl,formal_active_log,selected frozen/current active log,parsed,1064009,,,66;67;68,,,,,de72a1503cc1a0fe28360ce93e308ccb6d6ccd417fd40b4c0eef545348b7e6c0,,1094,0
active_logs,active_logs/c1/active_times_2026-07-06.jsonl,formal_active_log,selected frozen/current active log,parsed,260166,,,38;40;66;67;68,,,,,008e25ea2c5912b203ed0f215d0ae552c5e7bcc8d1205a0ed852d2bcb5163cc2,,485,0
active_logs,active_logs/c1/active_times_2026-07-07.jsonl,formal_active_log,selected frozen/current active log,parsed,1605226,,,66;67;68,,,,,7015de659279e862c9d940a206b0caec2dffe98be7d3702eb461c284705f4ac8,,1711,0
active_logs,active_logs/c1/active_times_2026-07-08.jsonl,formal_active_log,selected frozen/current active log,parsed,59286,,,66;67;68,,,,,dac01113c76175a1f11ba01586e3187a61bc57e5ce71f91e453b0fecb28abbc7,,101,0
active_logs,active_logs/c1/active_times_2026-07-09.jsonl,formal_active_log,selected frozen/current active log,parsed,285766,,,66;67,,,,,853a0716337adae1a771404b93ddd6d5e5914eb96a594df383413bd2f32a2996,,292,0
active_logs,active_logs/c1/active_times_2026-07-10.jsonl,formal_active_log,selected frozen/current active log,parsed,899682,,,37;66;67;68;69;71;72,,,,,41318eaedc2e73c5207be1a7f702a092c1d57ae651fba9875370e617471cd653,,981,0
active_logs,active_logs/c1/active_times_2026-07-11.jsonl,formal_active_log,selected frozen/current active log,parsed,118183,,,69;71,,,,,c8d6e4c3c007924efcdbd2847475aa2a2586676d20bace0a9f807c0f48bf5e6d,,136,0
