comparison,stratum,comparison_count,image_count,building_count,worker_count,d_mask_mean,d_mask_median,d_mask_q25,d_mask_q75
human_human_different_worker_same_stage,7y3sRwLe3Va,1303,12,1,26,0.159010829005,0.107669184486,0.028755256182,0.211500355371
human_human_different_worker_same_stage,B6ByNegPMKs,1614,11,1,26,0.233867624087,0.186368008806,0.069620707304,0.354334455561
human_human_different_worker_same_stage,S9hNv5qa7GM,368,7,1,20,0.085879842676,0.059389435614,0.035892784253,0.113802806562
human_human_different_worker_same_stage,UwV83HsGsw3,1721,11,1,25,0.17958017728,0.145726758979,0.06941974854,0.265394183364
human_human_different_worker_same_stage,VFuaQ6m2Qom,186,5,1,19,0.060844937519,0.051041962615,0.040903452352,0.070001753336
human_human_different_worker_same_stage,VLzqgDo317F,1,1,1,2,0.000921623958,0.000921623958,0.000921623958,0.000921623958
human_human_different_worker_same_stage,X7HyMhZNoso,651,4,1,26,0.059472693069,0.035985299778,0.020614018606,0.071194458149
human_human_different_worker_same_stage,Z6MFQCViBuw,371,4,1,26,0.063854710829,0.055926215451,0.006040720277,0.114391591511
human_human_different_worker_same_stage,b8cTxDM8gDG,951,5,1,26,0.158518928707,0.1404406962,0.05625847322,0.238091648539
human_human_different_worker_same_stage,e9zR4mvMWw7,1921,9,1,26,0.077858040054,0.05288909223,0.020229268785,0.10342078994
human_human_different_worker_same_stage,jh4fc5c5qoQ,10,5,1,8,0.142722652513,0.080413895211,0.057500830336,0.10940790102
human_human_different_worker_same_stage,jtcxE69GiFV,21,8,1,14,0.108414247633,0.064822122616,0.056661349101,0.095999114604
human_human_different_worker_same_stage,pRbA3pwrgk9,192,9,1,20,0.390297045594,0.414544246046,0.204568859504,0.568749844725
human_human_different_worker_same_stage,pa4otMbVnkk,11,5,1,14,0.20102029275,0.272665426212,0.062097469374,0.29322719239
human_human_different_worker_same_stage,pooled,21892,191,22,26,0.121632834167,0.077360187017,0.035675350379,0.165887129141
human_human_different_worker_same_stage,q9vSo1VnCiC,1891,16,1,26,0.098737815091,0.065898790451,0.032781337002,0.142178384973
human_human_different_worker_same_stage,rPc6DW4iMge,1970,10,1,26,0.092562146286,0.060344932326,0.034681468293,0.128972276646
human_human_different_worker_same_stage,uNb9QFRL6hY,3844,28,1,26,0.110390317844,0.088850716221,0.046680189483,0.145947001876
human_human_different_worker_same_stage,wc2JMjhGNzB,2448,15,1,26,0.067999415951,0.045500212327,0.024746604954,0.084976321617
human_human_different_worker_same_stage,x8F5xyUWy9e,306,4,1,24,0.082141298449,0.059027400808,0.042186701701,0.092571070329
human_human_different_worker_same_stage,yqstnuAEVhm,2094,15,1,26,0.141436037651,0.095653102511,0.050611121752,0.191617145903
human_human_different_worker_same_stage,zsNo4HB9uLZ,12,5,1,13,0.098864573869,0.091190024591,0.025882533521,0.139968826602
