population,inference_role,threshold,metric,estimand,primary_metric,inference_unit,n_tasks,n_buildings,mean_difference,ci_lower,ci_upper,building_exact_sign_flip_p,task_exact_sign_flip_p_sensitivity,holm_adjusted_p_within_threshold
all_canonical_in_scope,inclusive_worker_sensitivity,0.95,pairwise_metric_dissimilarity_all,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.003875222558422863,-0.008930237924516955,0.003291431636463756,0.2890625,0.3291306495666504,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.97,shannon_entropy,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.047418283207612745,-0.23413497041659356,0.17449481081746937,0.5703125,0.7160797119140625,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.97,gini_simpson,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.03250566893424039,-0.1401294642857143,0.09389904761904756,0.5546875,0.6760406494140625,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.97,largest_mode_share,semi_minus_manual_task_equal,False,building_cluster,21,9,0.03662131519274376,-0.0818840579710145,0.13726708074534158,0.53125,0.594573974609375,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.97,supported_multimodality,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.07029478458049887,-0.1368421052631579,-0.017391304347826087,0.125,0.125,0.79296875
all_canonical_in_scope,inclusive_worker_sensitivity,0.97,mode_count,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.061224489795918415,-0.44761904761904764,0.4117736185383243,0.703125,0.82708740234375,1.0
all_canonical_in_scope,inclusive_worker_sensitivity,0.97,pairwise_correspondence_disagreement,semi_minus_manual_task_equal,False,building_cluster,21,9,-0.0022676999019926015,-0.005087668069152437,1.0766529172685324e-07,0.11328125,0.20981788635253906,0.79296875
all_canonical_in_scope,inclusive_worker_sensitivity,0.97,pairwise_metric_dissimilarity_all,semi_minus_manual_task_equal,False,building_cluster,22,9,-0.003875222558422863,-0.008938794809378701,0.003148509296777836,0.2890625,0.3291306495666504,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.93,shannon_entropy,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.007506081860831881,-0.2095428860799856,0.17792734541453095,0.9296875,0.9477500915527344,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.93,gini_simpson,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.0015047619047619221,-0.12320802005012531,0.10381296992481197,0.984375,0.98260498046875,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.93,largest_mode_share,semi_minus_manual_task_equal,False,building_cluster,25,9,0.02142857142857143,-0.07884615384615384,0.12807929421768705,0.6640625,0.7210063934326172,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.93,supported_multimodality,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.05904761904761905,-0.11957671957671957,-0.011764705882352941,0.125,0.125,0.875
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.93,mode_count,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.006095238095238101,-0.42086167800453517,0.39743589743589747,0.96875,0.9861564636230469,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.93,pairwise_correspondence_disagreement,semi_minus_manual_task_equal,False,building_cluster,23,9,-0.0011962561386442017,-0.0050954875529819815,0.0016993785442919417,0.50390625,0.5116620063781738,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.93,pairwise_metric_dissimilarity_all,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.003454313666168189,-0.010850912487983715,0.003104022962144404,0.34375,0.3920946717262268,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,shannon_entropy,semi_minus_manual_task_equal,True,building_cluster,25,9,-0.010005349170248805,-0.21944574029230848,0.17660404293466486,0.9140625,0.9305791854858398,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,gini_simpson,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.0031714285714285893,-0.1260218253968254,0.10040268115942023,0.96875,0.9636249542236328,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,largest_mode_share,semi_minus_manual_task_equal,False,building_cluster,25,9,0.02253968253968254,-0.07698660714285714,0.1284553571428571,0.65625,0.7089748382568359,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,supported_multimodality,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.05904761904761905,-0.11957902001380262,-0.011111111111111112,0.125,0.125,0.875
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,mode_count,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.010539682539682538,-0.42412698412698413,0.3851851851851852,0.96875,0.9723129272460938,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,pairwise_correspondence_disagreement,semi_minus_manual_task_equal,False,building_cluster,23,9,-0.0011962561386442017,-0.0050392224525706185,0.0016712833827547881,0.50390625,0.5116620063781738,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.95,pairwise_metric_dissimilarity_all,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.003454313666168189,-0.010883123729846927,0.003131312700411547,0.34375,0.3920946717262268,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.97,shannon_entropy,semi_minus_manual_task_equal,False,building_cluster,24,9,-0.04694149930420854,-0.22885260436929625,0.15573318420214718,0.5859375,0.6906757354736328,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.97,gini_simpson,semi_minus_manual_task_equal,False,building_cluster,24,9,-0.023234126984127,-0.13304761904761905,0.0891304347826087,0.671875,0.74090576171875,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.97,largest_mode_share,semi_minus_manual_task_equal,False,building_cluster,24,9,0.042460317460317455,-0.06583432539682539,0.13960307017543858,0.484375,0.49539947509765625,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.97,supported_multimodality,semi_minus_manual_task_equal,False,building_cluster,24,9,-0.06150793650793651,-0.12380952380952381,-0.013793103448275864,0.125,0.125,0.875
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.97,mode_count,semi_minus_manual_task_equal,False,building_cluster,24,9,-0.09523809523809525,-0.4611721611721612,0.33099285714285653,0.578125,0.7014808654785156,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.97,pairwise_correspondence_disagreement,semi_minus_manual_task_equal,False,building_cluster,23,9,-0.0011962561386442017,-0.005085616551251928,0.001699378544291942,0.50390625,0.5116620063781738,1.0
all_canonical_planned,primary_data_mining_inclusive_descriptive,0.97,pairwise_metric_dissimilarity_all,semi_minus_manual_task_equal,False,building_cluster,25,9,-0.003454313666168189,-0.010766657406890524,0.0031455525083420263,0.34375,0.3920946717262268,1.0
